key	layout_name
tooltip_campaign_asrai_lookouts	tooltip_title_and_text
tooltip_campaign_astromancy	tooltip_title_and_text
tooltip_campaign_atamans	tooltip_title_and_text
tooltip_campaign_atamans_button	tooltip_text_only
tooltip_campaign_atamans_link	tooltip_text_only
tooltip_campaign_atamans_panel	tooltip_text_only
tooltip_campaign_athel_tamarha	tooltip_title_and_text
tooltip_campaign_attrition	tooltip_title_and_text
tooltip_campaign_autoresolve_button	tooltip_text_only
tooltip_campaign_autoresolving	tooltip_title_and_text
tooltip_campaign_balance_of_power_bar	tooltip_text_only
tooltip_campaign_bankruptcy	tooltip_title_and_text
tooltip_campaign_banners_and_marks	tooltip_title_and_text
tooltip_campaign_banners_and_marks_link	tooltip_text_only
tooltip_campaign_battles	tooltip_title_text_and_image
tooltip_campaign_beast_paths	tooltip_title_and_text
tooltip_campaign_beastmen	tooltip_title_text_and_image
tooltip_campaign_bestial_rage	tooltip_title_and_text
tooltip_campaign_bestial_rage_link	tooltip_text_only
tooltip_campaign_big_names	tooltip_title_and_text
tooltip_campaign_big_names_link	tooltip_text_only
tooltip_campaign_black_arks	tooltip_title_and_text
tooltip_campaign_blessed_spawnings	tooltip_title_and_text
tooltip_campaign_blessed_spawnings_button	tooltip_text_only
tooltip_campaign_blessing_lady	tooltip_title_and_text
tooltip_campaign_blockades	tooltip_title_and_text
tooltip_campaign_blood_hosts	tooltip_title_and_text
tooltip_campaign_blood_kiss	tooltip_text_only
tooltip_campaign_blood_voyage	tooltip_title_and_text
tooltip_campaign_blood_voyage_link	tooltip_text_only
tooltip_campaign_bloodgrounds	tooltip_title_and_text
tooltip_campaign_bloodletting	tooltip_title_and_text
tooltip_campaign_bloodletting_link	tooltip_text_only
tooltip_campaign_bloodlines	tooltip_title_and_text
tooltip_campaign_bloodlines_panel	tooltip_text_only
tooltip_campaign_books_of_nagash	tooltip_title_and_text
tooltip_campaign_books_of_nagash_link	tooltip_text_only
tooltip_campaign_books_of_nagash_panel	tooltip_text_only
tooltip_campaign_brayherds	tooltip_title_and_text
tooltip_campaign_bretonnia	tooltip_title_text_and_image
tooltip_campaign_bretonnian_desert_thirst	tooltip_title_and_text
tooltip_campaign_bretonnian_vows	tooltip_title_and_text
tooltip_campaign_building_browser	tooltip_text_only
tooltip_campaign_building_panel	tooltip_title_and_text
tooltip_campaign_building_panel_link	tooltip_text_only
tooltip_campaign_building_panel_tab	tooltip_text_only
tooltip_campaign_building_slots	tooltip_title_and_text
tooltip_campaign_building_slots_link	tooltip_text_only
tooltip_campaign_building_tab	tooltip_text_only
tooltip_campaign_building_types	tooltip_title_and_text
tooltip_campaign_buildings	tooltip_title_and_text
tooltip_campaign_buildings_link	tooltip_text_only
tooltip_campaign_campaign_controls	tooltip_title_and_text
tooltip_campaign_campaign_game	tooltip_title_text_and_image
tooltip_campaign_campaign_map	tooltip_title_text_and_image
tooltip_campaign_canopic_jars	tooltip_title_and_text
tooltip_campaign_canopic_jars_link	tooltip_text_only
tooltip_campaign_cathay	tooltip_title_text_and_image
tooltip_campaign_changing_of_the_ways	tooltip_title_and_text
tooltip_campaign_changing_of_the_ways_link	tooltip_text_only
tooltip_campaign_changing_of_the_ways_panel	tooltip_text_only
tooltip_campaign_chaos	tooltip_title_text_and_image
tooltip_campaign_chaos_artefacts	tooltip_title_and_text
tooltip_campaign_chaos_corruption	tooltip_title_and_text
tooltip_campaign_chaos_cults	tooltip_title_and_text
tooltip_campaign_chaos_dwarfs	tooltip_title_text_and_image
tooltip_campaign_chaos_gifts	tooltip_title_and_text
tooltip_campaign_chaos_rifts	tooltip_title_and_text
tooltip_campaign_chapter_objectives	tooltip_text_only
tooltip_campaign_character_available_skill_points	tooltip_text_only
tooltip_campaign_character_details	tooltip_title_and_text
tooltip_campaign_character_details_button	tooltip_text_only
tooltip_campaign_character_details_link	tooltip_text_only
tooltip_campaign_character_details_panel	tooltip_title_and_text
tooltip_campaign_character_details_panel_abilities	tooltip_text_only
tooltip_campaign_character_details_panel_character_stats	tooltip_text_only
tooltip_campaign_character_details_panel_details_button	tooltip_text_only
tooltip_campaign_character_details_panel_details_traits_and_effects	tooltip_text_only
tooltip_campaign_character_details_panel_link	tooltip_text_only
tooltip_campaign_character_details_panel_quests_button	tooltip_text_only
tooltip_campaign_character_details_panel_skills_button	tooltip_text_only
tooltip_campaign_character_info_panel	tooltip_title_and_text
tooltip_campaign_character_info_panel_link	tooltip_text_only
tooltip_campaign_character_magic_items	tooltip_text_only
tooltip_campaign_character_skills	tooltip_title_and_text
tooltip_campaign_character_skills_link	tooltip_text_only
tooltip_campaign_character_traits	tooltip_text_only
tooltip_campaign_characters	tooltip_title_text_and_image
tooltip_campaign_chd_economy	tooltip_title_and_text
tooltip_campaign_chd_economy_link	tooltip_text_only
tooltip_campaign_chieftains	tooltip_title_and_text
tooltip_campaign_chieftains_link	tooltip_text_only
tooltip_campaign_chivalry	tooltip_title_and_text
tooltip_campaign_chivalry_link	tooltip_text_only
tooltip_campaign_cloak_of_skulls	tooltip_title_and_text
tooltip_campaign_cloak_of_skulls_link	tooltip_text_only
tooltip_campaign_colleges_of_magic	tooltip_title_and_text
tooltip_campaign_colleges_of_magic_link	tooltip_text_only
tooltip_campaign_commandments	tooltip_title_and_text
tooltip_campaign_commandments_link	tooltip_text_only
tooltip_campaign_commandments_rollout	tooltip_text_only
tooltip_campaign_compass	tooltip_title_and_text
tooltip_campaign_compass_link	tooltip_text_only
tooltip_campaign_compass_panel	tooltip_text_only
tooltip_campaign_conclave_influence_link	tooltip_text_only
tooltip_campaign_confederation	tooltip_title_and_text
tooltip_campaign_confederation_link	tooltip_text_only
tooltip_campaign_contents	tooltip_text_only
tooltip_campaign_contracts	tooltip_title_and_text
tooltip_campaign_contracts_link	tooltip_text_only
tooltip_campaign_contracts_panel	tooltip_text_only
tooltip_campaign_corruption	tooltip_title_and_text
tooltip_campaign_corruption_link	tooltip_text_only
tooltip_campaign_cyclical_buildings	tooltip_title_and_text
tooltip_campaign_da_plan	tooltip_title_and_text
tooltip_campaign_daemonic_gifts	tooltip_text_only
tooltip_campaign_daemonic_glory	tooltip_title_and_text
tooltip_campaign_daemonic_glory_link	tooltip_text_only
tooltip_campaign_daemonic_glory_panel	tooltip_text_only
tooltip_campaign_daemons_of_chaos	tooltip_title_text_and_image
tooltip_campaign_dark_authority	tooltip_title_and_text
tooltip_campaign_dark_elf_loyalty	tooltip_title_and_text
tooltip_campaign_dark_elves	tooltip_title_text_and_image
tooltip_campaign_dark_elves_possession_tzarkan	tooltip_title_and_text
tooltip_campaign_dark_fortress	tooltip_title_and_text
tooltip_campaign_day_of_awakening	tooltip_title_and_text
tooltip_campaign_death_night	tooltip_title_and_text
tooltip_campaign_death_night_bar	tooltip_text_only
tooltip_campaign_death_night_button	tooltip_text_only
tooltip_campaign_death_night_link	tooltip_text_only
tooltip_campaign_dedication	tooltip_title_and_text
tooltip_campaign_dedication_link	tooltip_text_only
tooltip_campaign_defence_great_plan	tooltip_title_and_text
tooltip_campaign_defender_of_ulthuan	tooltip_title_and_text
tooltip_campaign_defender_of_ulthuan_link	tooltip_text_only
tooltip_campaign_devotees	tooltip_title_text_and_image
tooltip_campaign_devotees_counter	tooltip_text_only
tooltip_campaign_devotees_link	tooltip_text_only
tooltip_campaign_devotion	tooltip_title_and_text
tooltip_campaign_devotion_icon	tooltip_text_only
tooltip_campaign_devotion_link	tooltip_text_only
tooltip_campaign_devotion_value	tooltip_text_only
tooltip_campaign_diplomacy	tooltip_title_text_and_image
tooltip_campaign_diplomacy_attitude_icons	tooltip_text_only
tooltip_campaign_diplomacy_button	tooltip_text_only
tooltip_campaign_diplomacy_centre_panel	tooltip_text_only
tooltip_campaign_diplomacy_screen	tooltip_title_and_text
tooltip_campaign_diplomacy_screen_link	tooltip_text_only
tooltip_campaign_disciple_armies	tooltip_title_and_text
tooltip_campaign_disciple_armies_link	tooltip_text_only
tooltip_campaign_dragon_taming	tooltip_title_and_text
tooltip_campaign_drawn_to_destruction	tooltip_title_and_text
tooltip_campaign_dread	tooltip_title_and_text
tooltip_campaign_drill_of_hashut	tooltip_title_and_text
tooltip_campaign_drill_of_hashut_link	tooltip_text_only
tooltip_campaign_drop_down_lists	tooltip_title_and_text
tooltip_campaign_drop_down_lists_link	tooltip_text_only
tooltip_campaign_dwarfs	tooltip_title_text_and_image
tooltip_campaign_dynasties	tooltip_title_and_text
tooltip_campaign_dynasties_link	tooltip_text_only
tooltip_campaign_dynasties_panel	tooltip_text_only
tooltip_campaign_electoral_machinations	tooltip_title_and_text
tooltip_campaign_electoral_machinations_link	tooltip_text_only
tooltip_campaign_elf_glamouring	tooltip_title_and_text
tooltip_campaign_elven_council	tooltip_title_and_text
tooltip_campaign_elven_halls	tooltip_title_and_text
tooltip_campaign_emperors_mandate	tooltip_title_and_text
tooltip_campaign_empire	tooltip_title_text_and_image
tooltip_campaign_empowering_the_compass	tooltip_title_and_text
tooltip_campaign_encounters_at_sea	tooltip_title_and_text
tooltip_campaign_end_turn_button	tooltip_text_only
tooltip_campaign_espionage	tooltip_title_and_text
tooltip_campaign_events_list	tooltip_text_only
tooltip_campaign_exalted_greater_daemons	tooltip_title_and_text
tooltip_campaign_faction_interfaces	tooltip_title_and_text
tooltip_campaign_faction_management	tooltip_title_and_text
tooltip_campaign_faction_summary_button	tooltip_text_only
tooltip_campaign_faction_summary_records_tab	tooltip_text_only
tooltip_campaign_faction_summary_screen	tooltip_title_and_text
tooltip_campaign_faction_summary_screen_link	tooltip_text_only
tooltip_campaign_faction_summary_statistics_tab	tooltip_text_only
tooltip_campaign_faction_summary_summary_tab	tooltip_text_only
tooltip_campaign_factions	tooltip_title_text_and_image
tooltip_campaign_factions_list	tooltip_text_only
tooltip_campaign_fightiness	tooltip_title_and_text
tooltip_campaign_fightiness_bar	tooltip_text_only
tooltip_campaign_fightiness_link	tooltip_text_only
tooltip_campaign_fleet_office	tooltip_title_and_text
tooltip_campaign_fleet_office_link	tooltip_text_only
tooltip_campaign_fleet_office_panel	tooltip_text_only
tooltip_campaign_flesh_lab	tooltip_title_and_text
tooltip_campaign_fog_of_war	tooltip_title_and_text
tooltip_campaign_followers	tooltip_text_only
tooltip_campaign_food	tooltip_title_and_text
tooltip_campaign_food_bar	tooltip_text_only
tooltip_campaign_food_link	tooltip_text_only
tooltip_campaign_forbidden_workshop	tooltip_title_and_text
tooltip_campaign_forces_list	tooltip_text_only
tooltip_campaign_forest_spirits_animals	tooltip_title_and_text
tooltip_campaign_forge_of_daith	tooltip_title_and_text
tooltip_campaign_forge_of_souls	tooltip_title_and_text
tooltip_campaign_forging_magic_items	tooltip_title_and_text
tooltip_campaign_forging_magic_items_button	tooltip_text_only
tooltip_campaign_forging_magic_items_link	tooltip_text_only
tooltip_campaign_forging_magic_items_panel	tooltip_text_only
tooltip_campaign_fortifications	tooltip_title_and_text
tooltip_campaign_fortifications_link	tooltip_text_only
tooltip_campaign_game_guide	tooltip_title_and_text
tooltip_campaign_gardens_of_morr	tooltip_title_and_text
tooltip_campaign_gardens_of_morr_link	tooltip_text_only
tooltip_campaign_garrison_armies	tooltip_title_and_text
tooltip_campaign_garrison_armies_link	tooltip_text_only
tooltip_campaign_garrison_details_button	tooltip_text_only
tooltip_campaign_gathering_of_the_ancients	tooltip_title_and_text
tooltip_campaign_gathering_of_the_ancients_link	tooltip_text_only
tooltip_campaign_gathering_of_the_ancients_panel	tooltip_text_only
tooltip_campaign_geomantic_web	tooltip_title_and_text
tooltip_campaign_geomantic_web_button	tooltip_text_only
tooltip_campaign_geomantic_web_link	tooltip_text_only
tooltip_campaign_gifts_of_slaanesh	tooltip_title_and_text
tooltip_campaign_global_item_pool	tooltip_text_only
tooltip_campaign_global_recruitment_pool	tooltip_text_only
tooltip_campaign_gods	tooltip_title_and_text
tooltip_campaign_gods_link	tooltip_text_only
tooltip_campaign_gotrek_and_felix	tooltip_title_and_text
tooltip_campaign_great_bastion	tooltip_title_and_text
tooltip_campaign_great_bastion_link	tooltip_text_only
tooltip_campaign_great_bastion_threat_meter	tooltip_text_only
tooltip_campaign_great_vortex	tooltip_title_and_text
tooltip_campaign_green_knight	tooltip_title_and_text
tooltip_campaign_green_knight_link	tooltip_text_only
tooltip_campaign_greenskins	tooltip_title_text_and_image
tooltip_campaign_grimoires	tooltip_title_and_text
tooltip_campaign_grimoires_counter	tooltip_text_only
tooltip_campaign_grimoires_link	tooltip_text_only
tooltip_campaign_groms_cauldron	tooltip_title_and_text
tooltip_campaign_growth	tooltip_title_and_text
tooltip_campaign_growth_link	tooltip_text_only
tooltip_campaign_grudges	tooltip_title_and_text
tooltip_campaign_grudges_bar	tooltip_text_only
tooltip_campaign_grudges_button	tooltip_text_only
tooltip_campaign_grudges_link	tooltip_text_only
tooltip_campaign_harmony	tooltip_title_and_text
tooltip_campaign_harmony_link	tooltip_text_only
tooltip_campaign_harmony_lotus_indicator	tooltip_text_only
tooltip_campaign_hellforge	tooltip_title_and_text
tooltip_campaign_hellforge_link	tooltip_text_only
tooltip_campaign_hellforge_panel	tooltip_text_only
tooltip_campaign_help_pages_button	tooltip_text_only
tooltip_campaign_hero_actions	tooltip_title_and_text
tooltip_campaign_hero_deployment_button	tooltip_text_only
tooltip_campaign_hero_recruitment_button	tooltip_text_only
tooltip_campaign_hero_recruitment_panel_tab_buttons	tooltip_text_only
tooltip_campaign_heroes	tooltip_title_and_text
tooltip_campaign_heroes_link	tooltip_text_only
tooltip_campaign_hexes	tooltip_title_and_text
tooltip_campaign_high_elves	tooltip_title_text_and_image
tooltip_campaign_horde_growth	tooltip_title_and_text
tooltip_campaign_horde_growth_link	tooltip_text_only
tooltip_campaign_hordes	tooltip_title_and_text
tooltip_campaign_hostility	tooltip_title_and_text
tooltip_campaign_ice_court	tooltip_title_and_text
tooltip_campaign_ice_court_button	tooltip_text_only
tooltip_campaign_ice_court_link	tooltip_text_only
tooltip_campaign_ice_court_panel	tooltip_text_only
tooltip_campaign_imperial_authority	tooltip_title_and_text
tooltip_campaign_imperial_gunnery_school	tooltip_title_and_text
tooltip_campaign_imperial_gunnery_school_link	tooltip_text_only
tooltip_campaign_income	tooltip_title_and_text
tooltip_campaign_income_link	tooltip_text_only
tooltip_campaign_income_per_turn	tooltip_text_only
tooltip_campaign_index	tooltip_text_only
tooltip_campaign_infamy	tooltip_title_and_text
tooltip_campaign_infamy_link	tooltip_text_only
tooltip_campaign_infections	tooltip_text_only
tooltip_campaign_influence	tooltip_title_and_text
tooltip_campaign_influence_link	tooltip_text_only
tooltip_campaign_intervention_armies	tooltip_title_and_text
tooltip_campaign_interventions_button	tooltip_text_only
tooltip_campaign_intrigue_at_the_court	tooltip_title_and_text
tooltip_campaign_intrigue_at_the_court_button	tooltip_text_only
tooltip_campaign_intrigue_at_the_court_panel	tooltip_text_only
tooltip_campaign_ivory_road	tooltip_title_and_text
tooltip_campaign_ivory_road_link	tooltip_text_only
tooltip_campaign_ivory_road_panel	tooltip_text_only
tooltip_campaign_jungle_nexus	tooltip_title_and_text
tooltip_campaign_khorne	tooltip_title_text_and_image
tooltip_campaign_kislev	tooltip_title_text_and_image
tooltip_campaign_labour	tooltip_title_and_text
tooltip_campaign_labour_link	tooltip_text_only
tooltip_campaign_legendary_knight_button	tooltip_text_only
tooltip_campaign_lizardmen	tooltip_title_text_and_image
tooltip_campaign_local_recruitment_pool	tooltip_text_only
tooltip_campaign_lord_kroak	tooltip_title_and_text
tooltip_campaign_lords	tooltip_title_and_text
tooltip_campaign_loyalty	tooltip_title_and_text
tooltip_campaign_magic_items	tooltip_title_and_text
tooltip_campaign_malakais_adventures	tooltip_title_and_text
tooltip_campaign_malakais_adventures_link	tooltip_text_only
tooltip_campaign_marked_for_death	tooltip_title_and_text
tooltip_campaign_marked_for_death_button	tooltip_text_only
tooltip_campaign_marked_for_death_link	tooltip_text_only
tooltip_campaign_marks_of_ruination	tooltip_title_and_text
tooltip_campaign_matters_of_state	tooltip_title_and_text
tooltip_campaign_meat	tooltip_title_and_text
tooltip_campaign_meat_link	tooltip_text_only
tooltip_campaign_mercenary_contracts	tooltip_title_and_text
tooltip_campaign_mercenary_contracts_link	tooltip_text_only
tooltip_campaign_military_convoys	tooltip_title_and_text
tooltip_campaign_military_convoys_link	tooltip_text_only
tooltip_campaign_missions	tooltip_title_and_text
tooltip_campaign_missions_list	tooltip_title_and_text
tooltip_campaign_missions_list_link	tooltip_text_only
tooltip_campaign_money	tooltip_title_and_text
tooltip_campaign_monster_pens	tooltip_title_and_text
tooltip_campaign_monsters	tooltip_title_and_text
tooltip_campaign_monsters_link	tooltip_text_only
tooltip_campaign_mortal_worlds_torment	tooltip_title_and_text
tooltip_campaign_mortal_worlds_torment_link	tooltip_text_only
tooltip_campaign_mortuary_cult	tooltip_title_and_text
tooltip_campaign_mortuary_cult_button	tooltip_text_only
tooltip_campaign_mortuary_cult_link	tooltip_text_only
tooltip_campaign_mortuary_cult_panel	tooltip_text_only
tooltip_campaign_motherland	tooltip_title_text_and_image
tooltip_campaign_motherland_link	tooltip_text_only
tooltip_campaign_motherland_panel	tooltip_text_only
tooltip_campaign_movement_range	tooltip_text_only
tooltip_campaign_navies	tooltip_title_and_text
tooltip_campaign_nemesis_crown	tooltip_title_text_and_image
tooltip_campaign_new_worldroots	tooltip_title_and_text
tooltip_campaign_non_aggression_pacts	tooltip_title_and_text
tooltip_campaign_non_aggression_pacts_link	tooltip_text_only
tooltip_campaign_norsca	tooltip_title_text_and_image
tooltip_campaign_norscan_homelands	tooltip_title_and_text
tooltip_campaign_nurgle	tooltip_title_text_and_image
tooltip_campaign_oak_of_ages	tooltip_title_and_text
tooltip_campaign_oathgold	tooltip_title_and_text
tooltip_campaign_oathgold_button	tooltip_text_only
tooltip_campaign_oathgold_link	tooltip_text_only
tooltip_campaign_oathgold_panel	tooltip_text_only
tooltip_campaign_objectives_button	tooltip_text_only
tooltip_campaign_objectives_chapter_missions_tab	tooltip_text_only
tooltip_campaign_objectives_panel	tooltip_title_and_text
tooltip_campaign_objectives_panel_link	tooltip_text_only
tooltip_campaign_objectives_victory_conditions_tab	tooltip_text_only
tooltip_campaign_offer_to_the_great_maw_panel	tooltip_text_only
tooltip_campaign_offices	tooltip_title_and_text
tooltip_campaign_offices_button	tooltip_text_only
tooltip_campaign_offices_link	tooltip_text_only
tooltip_campaign_ogre_camps	tooltip_title_text_and_image
tooltip_campaign_ogre_camps_link	tooltip_text_only
tooltip_campaign_ogre_kingdoms	tooltip_title_text_and_image
tooltip_campaign_outposts	tooltip_title_and_text
tooltip_campaign_oxyotl_visions	tooltip_title_and_text
tooltip_campaign_path_of_the_butcher	tooltip_title_and_text
tooltip_campaign_path_to_glory	tooltip_title_and_text
tooltip_campaign_peasants	tooltip_title_and_text
tooltip_campaign_peasants_link	tooltip_text_only
tooltip_campaign_pieces_of_eight	tooltip_title_and_text
tooltip_campaign_pieces_of_eight_link	tooltip_text_only
tooltip_campaign_pirate_coves	tooltip_title_and_text
tooltip_campaign_pirate_coves_link	tooltip_text_only
tooltip_campaign_plague_cauldron_panel	tooltip_text_only
tooltip_campaign_plague_recipes	tooltip_text_only
tooltip_campaign_plagues	tooltip_title_and_text
tooltip_campaign_plagues_of_nurgle	tooltip_title_and_text
tooltip_campaign_plagues_of_nurgle_link	tooltip_text_only
tooltip_campaign_pleasurable_acts	tooltip_title_and_text
tooltip_campaign_pleasurable_acts_buttons	tooltip_text_only
tooltip_campaign_pleasurable_acts_link	tooltip_text_only
tooltip_campaign_ports	tooltip_title_and_text
tooltip_campaign_ports_link	tooltip_text_only
tooltip_campaign_post_battle_options	tooltip_title_and_text
tooltip_campaign_post_battle_options_link	tooltip_text_only
tooltip_campaign_post_battle_panel	tooltip_title_and_text
tooltip_campaign_post_battle_panel_link	tooltip_text_only
tooltip_campaign_power_of_nature	tooltip_title_and_text
tooltip_campaign_power_of_nature_link	tooltip_text_only
tooltip_campaign_pre_battle_options	tooltip_title_and_text
tooltip_campaign_pre_battle_options_link	tooltip_text_only
tooltip_campaign_pre_battle_panel	tooltip_title_and_text
tooltip_campaign_pre_battle_panel_link	tooltip_text_only
tooltip_campaign_proliferate_cults_button	tooltip_text_only
tooltip_campaign_province_info_panel	tooltip_title_and_text
tooltip_campaign_province_info_panel_link	tooltip_text_only
tooltip_campaign_province_management	tooltip_title_and_text
tooltip_campaign_province_overview_panel	tooltip_title_and_text
tooltip_campaign_province_overview_panel_link	tooltip_text_only
