id	settlement_option	captive_option_outcome	settlement_type	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	tooltip	icon	base_loot	building_loot_mod	resource_transaction	uses_small_ui_template	sort_order_override	disable_gaining_action_points_for_a_turn	required_resources	resource_loot_multiplier	required_tag	required_diplomatic_stance	audio_override	allowed_building_chains	capturing_force_resource_transaction	capturing_force_resource_loot_multiplier	captured_region_resource_transaction	captured_region_resource_loot_multiplier	captured_region_resource_building_level_multiplier	allowed_regions_groups
1036386017	occupation_decision_colonise	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000		0.0000	-1.0000	
1040061951	occupation_decision_raze_without_occupy	none			0		0	wh3_dlc27_sc_sla_the_masque_occupation_decision_raze		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc27_resource_cost_sla_the_masque_tempo_occupation_raze	0.0200		0.0000	-1.0000	
1041407041	occupation_decision_colonise	none	wh3_dlc27_dechala_pleasure_palace		0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise as Pleasure Palace||You settle your troops and construct a [[img:icon_dechala_pleasure_palace]][[/img]]Pleasure Palace.\n\n{{tr:wh3_dlc27_sla_dechala_settlement_type_pleasure_palace}}	wh3_main_sla_slaanesh_occupy	0.0000	1.0000	wh3_dlc27_establish_pleasure_palace	false	0	true	wh3_dlc27_establish_pleasure_palace	0.0000			sla_dechala_pleasure_palace	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1043	occupation_decision_colonise	none			0		0	wh2_main_sc_hef_high_elves_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1044297972	occupation_decision_resettle	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_resettle		0	Establish Colony||Occupy the settlement and transform it into an Elven Colony\n\n[[col:yellow]]{{tr:wh3_dlc27_text_pointer_hef_establish_colony_text_pointer_2}}\n\n{{tr:pooled_resource_naval_supplies_tooltip_wh3_dlc27_hef_aislinn}}[[/col]]	colonise	0.0000	1.0000	wh3_dlc27_hef_aislinn_colony_occupation	false	1	true	wh3_dlc27_hef_aislinn_colony_occupation	0.0000			hef_aislinn_colonise	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1046879507	occupation_decision_resettle	none			0		0	wh3_main_sc_kho_khorne_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1048711434	occupation_decision_do_nothing	none			0		0	wh3_main_sc_kho_khorne_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1048823482	occupation_decision_colonise	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_cth_bastion		0.0000		0.0000	-1.0000	
1051	occupation_decision_do_nothing	none			0		0	wh2_main_sc_hef_high_elves_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1053367624	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_kislev	0		0	wh2_twa03_rakarth_occupation_decision_kislev		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1058	occupation_decision_loot	enslave			0		0	wh2_main_sc_hef_high_elves_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1063	occupation_decision_occupy	kill			0		0	wh2_main_sc_hef_high_elves_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
106519377	occupation_decision_do_nothing	none			0		0	wh3_main_sc_dae_daemons_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	7	true		0.0000						0.0000		0.0000	-1.0000	
1067077346	occupation_decision_colonise	none			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1067868589	occupation_decision_vassal	enslave		wh3_dlc20_bundle_enforced_confederation	0		0	wh3_dlc20_occupation_decision_force_confederate		0	Enforce Confederation||You occupy the settlement and force their leader to join your cause. All their armies will be destroyed and their faction leader temporarily wounded, any captives enslaved, and any vassals transferred to you.	occupy	0.0000	1.0000		false	0	true		0.0000						0.0000		0.0000	-1.0000	
1070	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_hef_high_elves_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	wh2_main_hef_high_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1071	occupation_decision_resettle	none			0		0	wh2_main_sc_hef_high_elves_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1076287141	occupation_decision_colonise_and_vassal	enslave			0		0	wh2_main_sc_chs_chaos_occupation_decision_colonise		0	Colonise and Vassalise||Occupy the settlement and vassalise its associated Norscan tribe.	occupy	0.0000	1.0000	wh3_dlc20_souls_vassalisation	false	-1	true		0.0000	norscan_homeland					0.0000		0.0000	-1.0000	
1078	occupation_decision_sack	release			0		0	wh2_main_sc_hef_high_elves_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1083	occupation_decision_colonise	none			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1084419564	occupation_decision_occupy	none	wh3_dlc27_dechala_pleasure_palace		0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy as Pleasure Palace||You occupy the settlement and establish a [[img:icon_dechala_pleasure_palace]][[/img]]Pleasure Palace.\n\n{{tr:wh3_dlc27_sla_dechala_settlement_type_pleasure_palace}}	wh3_main_sla_slaanesh_occupy	0.0000	1.0000	wh3_dlc27_establish_pleasure_palace	false	0	true	wh3_dlc27_establish_pleasure_palace	0.0000			sla_dechala_pleasure_palace	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1089810075	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_high_elves	0		0	wh2_twa03_rakarth_occupation_decision_high_elves		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1091624345	occupation_decision_sack	none			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1093	occupation_decision_do_nothing	none			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1093034375	occupation_decision_sack	none			0		0	wh3_dlc27_sc_sla_the_masque_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc27_resource_cost_sla_the_masque_tempo_occupation_sack	0.0450		0.0000	-1.0000	
1094801031	occupation_decision_occupy	none	wh3_main_dae_nurgle		0		0	wh3_main_sc_dae_daemons_occupation_decision_occupy		0	Occupy||For the glory of Nurgle! {{tr:occupation_decision_occupy}}\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_nurgle	0.0000	1.0000	wh3_main_occupation_reward_daemons_nurgle	true	1	true		0.1000						0.0000		0.0000	-1.0000	
1096	occupation_decision_loot	enslave			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1102425063	occupation_decision_occupy	kill			0		0	wh2_dlc17_bst_beastmen_major_occupation_decision_occupy		0	Raise Herdstone||Raise a Herdstone here, marking nearby regions as part of a Blood-ground.\n\nHerdstones require the [[img:icon_herdstone_shard]][[/img]]Herdstone Shard resource to construct, and cannot be constructed in existing Blood-grounds.	occupy	0.0000	1.0000	wh2_dlc17_bst_create_herdstone	false	-1	true	wh2_dlc17_bst_create_herdstone	0.0000						0.0000		0.0000	-1.0000	
1103	occupation_decision_occupy	kill			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1110	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	wh2_main_lzd_lizardmen_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
111139030	occupation_decision_colonise	none	wh3_dlc27_norsca_core_settlement		0		0	wh_dlc08_occupation_decision_norsca	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000	wh3_dlc27_nor_spoils_occupy_settlement	false	-1	true	wh3_dlc27_nor_spoils_occupy_settlement	0.0000						0.0000		0.0000	-1.0000	wh3_dlc27_outside_norsca_regions
1115	occupation_decision_resettle	none			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1118	occupation_decision_sack	enslave			0		0	wh2_main_sc_lzd_lizardmen_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1126388421	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_phoenix_gate		0.0000		0.0000	-1.0000	
1129	occupation_decision_colonise	none			0		0	wh2_main_sc_skv_skaven_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1134	occupation_decision_do_nothing	none			0		0	wh2_main_sc_skv_skaven_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1135028903	occupation_decision_do_nothing	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1136399258	occupation_decision_occupy	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000		0.0000	-1.0000	
1137	occupation_decision_loot	enslave			0		0	wh2_main_sc_skv_skaven_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1137941435	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_high_elves	0		0	wh2_twa03_rakarth_occupation_decision_high_elves		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1145889343	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_high_elves	0		0	wh2_twa03_rakarth_occupation_decision_high_elves		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1148	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_skv_skaven_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	wh2_main_skv_skaven_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1150855325	occupation_decision_occupy	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000				wh3_main_primary_core_special_major_galleons_graveyard		0.0000		0.0000	-1.0000	
1156	occupation_decision_resettle	none			0		0	wh2_main_sc_skv_skaven_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1156478547	occupation_decision_occupy	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_occupy		0	Establish Colony||Occupy the settlement and transform it into an Elven Colony\n\n[[col:yellow]]{{tr:wh3_dlc27_text_pointer_hef_establish_colony_text_pointer_2}}\n\n{{tr:pooled_resource_naval_supplies_tooltip_wh3_dlc27_hef_aislinn}}[[/col]]	wh2_main_hef_high_elves_colonise	0.0000	1.0000	wh3_dlc27_hef_aislinn_colony_occupation	false	1	true	wh3_dlc27_hef_aislinn_colony_occupation	0.0000			hef_aislinn_colonise	wh3_main_primary_core_generic_minor		0.0000		0.0000	-1.0000	
1160131797	occupation_decision_establish_foreign_slot	none			0		0	wh3_dlc24_tze_the_deceivers		0	Parasitic Trickster Cult||You sack the settlement and establish a [[img:icon_trickster_cult]][[/img]]Trickster Cult with a parasitic building to leech from the owner. You also steal wealth and damage buildings. [[img:icon_public_order]][[/img]]Control is reduced, and the previous owners will like you a lot less.	search_ruins	0.0000	0.3000		false	1	true		0.0000			tze_parasitic			0.0000		0.0000	-1.0000	
1160750842	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_dae_daemons_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	5	true		0.0000						0.0000		0.0000	-1.0000	
1161	occupation_decision_sack	release			0		0	wh2_main_sc_skv_skaven_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1172	occupation_decision_raze_without_occupy	kill			0		0	wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	wh_dlc17_bundle_horde_raze_full	1	Loot & Raze||Revel in the destruction and take everything you can!	wh_dlc03_bst_beastmen_raze_b	100.0000	1.0000		false	-1	false		0.0000						0.0000		0.0000	-1.0000	
1182606115	occupation_decision_raze_without_occupy	none			0		0	wh3_dlc27_hef_occupation_decision_raze_sack_ulthuan_region		0	Raze (Elven Heritage)||All buildings are destroyed, the settlement is torched and you will lose [[img:icon_hef_favour]][[/img]]Favour with the Phoenix King. The previous owners will like you a lot less.	wh2_main_hef_high_elves_raze	120.0000	0.3000	wh3_dlc27_hef_raze_sack_ulthuan_region	false	-1	true		0.0000			hef_ulthuan_raze			0.0000		0.0000	-1.0000	
118708369	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_gryphon_gate		0.0000		0.0000	-1.0000	
1187793590	occupation_decision_sack	kill			0		0	wh3_dlc20_occupation_decision_chaos_vs_non_daemon	wh3_dlc20_bundle_loot_and_raze_settlement	1	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	100.0000	0.5000		false	-1	false		0.0000						0.0000		0.0000	-1.0000	
1204162319	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_phoenix_gate		0.0000		0.0000	-1.0000	
1211561161	occupation_decision_gift_to_another_faction	enslave			0		0	wh2_dlc13_sc_lzd_nakai_occupation_decision_region_handover	wh2_dlc13_bundle_nakai_temple_gifted	3	Gift for Xholankha||{{tr:occupation_decision_nakai}} This temple will focus mainly on Winds of Magic and magic-using characters and can unlock Storm of Xholankha army ability (creates powerful whirlwinds).	placeholder	0.0000	0.3300	wh2_dlc13_occupation_reward_nakai_xholankha	true	-1	true		0.0000						0.0000		0.0000	-1.0000	
1212349371	occupation_decision_colonise	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_colonise		0	Establish Colony||Occupy the settlement and transform it into an Elven Colony\n\n[[col:yellow]]{{tr:wh3_dlc27_text_pointer_hef_establish_colony_text_pointer_2}}\n\n{{tr:pooled_resource_naval_supplies_tooltip_wh3_dlc27_hef_aislinn}}[[/col]]	colonise	0.0000	1.0000	wh3_dlc27_hef_aislinn_colony_occupation	false	1	true	wh3_dlc27_hef_aislinn_colony_occupation	0.0000			hef_aislinn_colonise	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1218317010	occupation_decision_occupy	none	wh3_dlc27_dechala_thrall_camp		0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy as Thrall Camp||You occupy the settlement and establish a [[img:icon_dechala_thrall_camp]][[/img]]Thrall Camp.||[[col:yellow]]Thrall Camps are economic settlements – used for harvesting the local [[img:icon_region_thralls]][[/img]]Thrall Population to siphon to the [[img:icon_thralls]][[/img]]global pool and provide income.\n\n{{tr:wh3_dlc27_sla_dechala_settlement_type_thrall_camp}}	wh3_dlc27_sla_slaanesh_occupy_thrall	0.0000	1.0000		false	1	true		0.0000			sla_dechala_thrall_camp	wh3_main_primary_core_generic_minor		0.0000	wh3_dlc27_resource_cost_sla_thralls_occupation	0.0000	1.0000	
1227812903	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_dark_elves	0		0	wh2_twa03_rakarth_occupation_decision_dark_elves		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1230269865	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_greenskins	0		0	wh2_twa03_rakarth_occupation_decision_greenskins		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1231725576	occupation_decision_occupy	kill			0		0	wh2_main_sc_chs_chaos_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	false		0.0000						0.0000		0.0000	-1.0000	
1246380657	occupation_decision_resettle	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000		0.0000	-1.0000	
1256143616	occupation_decision_raze_without_occupy	kill			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	0.0000	1.0000	wh3_main_occupation_reward_vampire_coast	false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1262750254	occupation_decision_liberate	none			0		0	wh3_dlc27_hef_aislinn_occupation_option_liberate		0	Reinstate Faction||Resurrect a High Elf faction that once existed here.	wh3_dlc27_hef_high_elves_reinstate	0.0000	1.0000		false	5	true		0.0000			hef_aislinn_reinstate_lord	wh3_main_primary_core_generic_minor		0.0000		0.0000	-1.0000	
1262847535	occupation_decision_sack	release			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
126318537	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_returned_region	0		0	wh2_main_sc_emp_empire_occupation_decision_return_to_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_region	defensive_allies				0.0000		0.0000	-1.0000	
1265929297	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_ogres	0		0	wh2_twa03_rakarth_occupation_decision_ogres		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1268451365	occupation_decision_resettle_and_vassal	enslave			0		0	wh2_main_sc_chs_chaos_occupation_decision_resettle		0	Resettle and Vassalise||With no regions currently under your control, you have the option to settle your army here and vassalise its associated Norscan tribe.	occupy	0.0000	1.0000	wh3_dlc20_souls_vassalisation	false	-1	true		0.0000	norscan_homeland					0.0000		0.0000	-1.0000	
