building_chain	id
wh2_main_special_lothern_port_tmb	wh2_dlc09_bas_tmb
wh2_main_special_pyramid_of_nagash_other	wh2_dlc09_bas_tmb
wh2_main_special_quintex_tmb	wh2_dlc09_bas_tmb
wh2_main_special_tower_of_hoeth_other	wh2_dlc09_bas_tmb
wh2_main_special_ziggurat_of_dawn_beacon	wh2_dlc09_bas_tmb
wh2_main_wef_oak_of_ages_occupied	wh2_dlc09_bas_tmb
wh2_twa03_special_ogham_stones	wh2_dlc09_bas_tmb
wh3_dlc23_special_fortress_of_dawn_dawns_harbour	wh2_dlc09_bas_tmb
wh3_dlc23_special_great_temple_of_hashut_other	wh2_dlc09_bas_tmb
wh3_dlc24_special_celestial_palace_other	wh2_dlc09_bas_tmb
wh3_dlc24_special_fu_chow_port	wh2_dlc09_bas_tmb
wh3_dlc24_special_hall_of_of_rebirth	wh2_dlc09_bas_tmb
wh3_dlc24_special_pillar_of_bone_other	wh2_dlc09_bas_tmb
wh3_main_special_lahmia_house	wh2_dlc09_bas_tmb
wh3_main_special_settlement_bastion_other	wh2_dlc09_bas_tmb
wh3_main_special_settlement_fort_other	wh2_dlc09_bas_tmb
wh3_main_special_standing_stones_others	wh2_dlc09_bas_tmb
wh3_main_special_the_great_desert_tmb	wh2_dlc09_bas_tmb
wh3_main_tmb_allied_outpost	wh2_dlc09_bas_tmb
wh3_main_tmb_resource_ivory	wh2_dlc09_bas_tmb
wh_main_bretonnia_legendary_bordeleaux_tmb	wh2_dlc09_bas_tmb
wh_main_special_bordeleaux_vineyards_tmb	wh2_dlc09_bas_tmb
wh_main_special_erengrad_port_tmb	wh2_dlc09_bas_tmb
wh_main_special_marienburg_port_tmb	wh2_dlc09_bas_tmb
wh2_dlc13_lzd_nakai_itzl	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_nakai_quetzl	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_nakai_settlement_major	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_nakai_settlement_minor	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_nakai_xholankha	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_port_nakai_itzl	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_port_nakai_quetzl	wh2_dlc13_bas_dgp
wh2_dlc13_lzd_port_nakai_xholankha	wh2_dlc13_bas_dgp
wh2_main_special_fortress_gate_eagle_untainted	wh2_dlc13_bas_dgp
wh2_main_special_fortress_gate_griffon_untainted	wh2_dlc13_bas_dgp
wh2_main_special_fortress_gate_phoenix_untainted	wh2_dlc13_bas_dgp
wh2_main_special_fortress_gate_unicorn_untainted	wh2_dlc13_bas_dgp
wh3_dlc23_special_great_temple_of_hashut_other	wh2_dlc13_bas_dgp
wh3_main_cth_bastion_primary	wh2_dlc13_bas_dgp
wh3_main_lzd_allied_outpost	wh2_dlc13_bas_dgp
wh3_main_special_settlement_fort_other	wh2_dlc13_bas_dgp
wh3_main_special_the_great_desert_other	wh2_dlc13_bas_dgp
wh2_dlc13_horde_lizardmen_beasts	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_coldones	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_flying	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_great_beasts	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_portal_itzl	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_portal_quetzl	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_portal_tlanxla	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_saurus	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_saurus_veteran	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_skink_chief	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_skink_priest	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_skinks	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_slann	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_support_faction	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_support_horde	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_support_rcost	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_support_rrank	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_support_upkeep	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_ziggurat	wh2_dlc13_bas_lzd
wh2_dlc13_horde_lizardmen_ziggurat_minor	wh2_dlc13_bas_lzd
wh2_main_special_fortress_gate_eagle_untainted	wh2_dlc13_bas_lzd
wh2_main_special_fortress_gate_griffon_untainted	wh2_dlc13_bas_lzd
wh2_main_special_fortress_gate_phoenix_untainted	wh2_dlc13_bas_lzd
wh2_main_special_fortress_gate_unicorn_untainted	wh2_dlc13_bas_lzd
wh3_dlc23_special_great_temple_of_hashut_other	wh2_dlc13_bas_lzd
wh3_dlc24_special_fu_chow_port	wh2_dlc13_bas_lzd
wh3_main_lzd_allied_outpost	wh2_dlc13_bas_lzd
wh3_main_special_settlement_bastion_other	wh2_dlc13_bas_lzd
wh3_main_special_settlement_fort_other	wh2_dlc13_bas_lzd
wh3_main_special_the_great_desert_other	wh2_dlc13_bas_lzd
wh2_dlc11_horde_def_aristocracy	wh2_main_bas_def
wh2_dlc11_horde_def_exiles	wh2_main_bas_def
wh2_dlc11_horde_def_residence	wh2_main_bas_def
wh2_dlc11_horde_def_riders	wh2_main_bas_def
wh2_dlc11_special_settlement_galleons_graveyard_other	wh2_main_bas_def
wh2_dlc12_special_bordeleaux_manann_shrine	wh2_main_bas_def
wh2_dlc14_special_copher_port	wh2_main_bas_def
wh2_dlc14_special_dragon_isle_port	wh2_main_bas_def
wh2_dlc14_special_nagashizzar_other	wh2_main_bas_def
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth	wh2_main_bas_def
wh2_dlc15_special_ka_sabar_city_of_bronze	wh2_main_bas_def
wh2_dlc15_special_settlement_tor_yvresse_def	wh2_main_bas_def
wh2_main_def_barracks	wh2_main_bas_def
wh2_main_def_beasts	wh2_main_bas_def
wh2_main_def_coldones	wh2_main_bas_def
wh2_main_def_defence_major	wh2_main_bas_def
wh2_main_def_defence_minor	wh2_main_bas_def
wh2_main_def_defence_norsca	wh2_main_bas_def
wh2_main_def_exiles	wh2_main_bas_def
wh2_main_def_farm	wh2_main_bas_def
wh2_main_def_industry	wh2_main_bas_def
wh2_main_def_murder	wh2_main_bas_def
wh2_main_def_order	wh2_main_bas_def
wh2_main_def_pleasure_cult	wh2_main_bas_def
wh2_main_def_port	wh2_main_bas_def
wh2_main_def_resource_animals	wh2_main_bas_def
wh2_main_def_resource_dyes	wh2_main_bas_def
wh2_main_def_resource_furs	wh2_main_bas_def
wh2_main_def_resource_gems	wh2_main_bas_def
wh2_main_def_resource_gold	wh2_main_bas_def
wh2_main_def_resource_iron	wh2_main_bas_def
wh2_main_def_resource_marble	wh2_main_bas_def
wh2_main_def_resource_medicine	wh2_main_bas_def
wh2_main_def_resource_obsidian	wh2_main_bas_def
wh2_main_def_resource_pasture	wh2_main_bas_def
wh2_main_def_resource_pottery	wh2_main_bas_def
wh2_main_def_resource_salt	wh2_main_bas_def
wh2_main_def_resource_spices	wh2_main_bas_def
wh2_main_def_resource_wine	wh2_main_bas_def
wh2_main_def_resource_wood	wh2_main_bas_def
wh2_main_def_riders	wh2_main_bas_def
wh2_main_def_roads	wh2_main_bas_def
wh2_main_def_settlement_major	wh2_main_bas_def
wh2_main_def_settlement_minor	wh2_main_bas_def
wh2_main_def_slaves	wh2_main_bas_def
wh2_main_def_sorcery	wh2_main_bas_def
wh2_main_def_worship	wh2_main_bas_def
wh2_main_foreign_slot_discovery_def	wh2_main_bas_def
wh2_main_horde_def_beasts	wh2_main_bas_def
wh2_main_horde_def_bombardment_a	wh2_main_bas_def
wh2_main_horde_def_bombardment_b	wh2_main_bas_def
wh2_main_horde_def_bombardment_c	wh2_main_bas_def
wh2_main_horde_def_entertainment	wh2_main_bas_def
wh2_main_horde_def_military	wh2_main_bas_def
wh2_main_horde_def_settlement	wh2_main_bas_def
wh2_main_horde_def_slavery	wh2_main_bas_def
wh2_main_horde_def_sorcery	wh2_main_bas_def
wh2_main_horde_def_special_blessed_dread	wh2_main_bas_def
wh2_main_horde_def_worship	wh2_main_bas_def
wh2_main_special_altar_of_ultimate_darkness	wh2_main_bas_def
wh2_main_special_anlec_citadel_def	wh2_main_bas_def
wh2_main_special_chamber_of_visions	wh2_main_bas_def
wh2_main_special_clar_karond_lairs	wh2_main_bas_def
wh2_main_special_def_vauls_anvil	wh2_main_bas_def
wh2_main_special_everqueen_court_def	wh2_main_bas_def
wh2_main_special_fortress_gate_eagle_untainted	wh2_main_bas_def
wh2_main_special_fortress_gate_griffon_untainted	wh2_main_bas_def
wh2_main_special_fortress_gate_phoenix_untainted	wh2_main_bas_def
wh2_main_special_fortress_gate_unicorn_untainted	wh2_main_bas_def
wh2_main_special_ghrond_convent_of_sorcery	wh2_main_bas_def
wh2_main_special_glittering_tower	wh2_main_bas_def
wh2_main_special_golden_tower_of_the_gods_other	wh2_main_bas_def
wh2_main_special_hag_graef_mines_def	wh2_main_bas_def
wh2_main_special_hall_of_dragons	wh2_main_bas_def
wh2_main_special_har_ganeth_hellebron_palace	wh2_main_bas_def
wh2_main_special_har_ganeth_temple_of_khaine	wh2_main_bas_def
wh2_main_special_hexoatl_stellar_pyramids_other	wh2_main_bas_def
wh2_main_special_itza_emerald_pools	wh2_main_bas_def
wh2_main_special_karond_kar_slavers	wh2_main_bas_def
wh2_main_special_lothern_port_other	wh2_main_bas_def
wh2_main_special_naggarond_blackguard	wh2_main_bas_def
wh2_main_special_naggarond_witch_king	wh2_main_bas_def
wh2_main_special_peg_street_pawnshop	wh2_main_bas_def
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_def
wh2_main_special_quintex	wh2_main_bas_def
wh2_main_special_salzenmund_laurelorn_def	wh2_main_bas_def
wh2_main_special_settlement_lothern_def	wh2_main_bas_def
wh2_main_special_settlement_naggarond	wh2_main_bas_def
wh2_main_special_settlement_sartosa_def	wh2_main_bas_def
wh2_main_special_shrine_of_asuryan_def	wh2_main_bas_def
wh2_main_special_shrine_of_khaine_def	wh2_main_bas_def
wh2_main_special_smithys_tavern	wh2_main_bas_def
wh2_main_special_tiranoc_palace_def	wh2_main_bas_def
wh2_main_special_tower_of_hoeth_def	wh2_main_bas_def
wh2_main_special_underworld_sea_gate	wh2_main_bas_def
wh2_main_special_yvresse_amphitheatre_def	wh2_main_bas_def
wh2_main_special_ziggurat_of_dawn_beacon	wh2_main_bas_def
wh2_main_special_ziggurat_of_dawn_beacon_chs	wh2_main_bas_def
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_def
wh2_twa03_special_ogham_stones	wh2_main_bas_def
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_def	wh2_main_bas_def
wh3_dlc23_special_great_temple_of_hashut_other	wh2_main_bas_def
wh3_dlc24_special_celestial_palace_other	wh2_main_bas_def
wh3_dlc24_special_fu_chow_port	wh2_main_bas_def
wh3_dlc24_special_pillar_of_bone_other	wh2_main_bas_def
wh3_dlc24_special_talon_of_agony	wh2_main_bas_def
wh3_main_def_allied_outpost	wh2_main_bas_def
wh3_main_def_resource_ivory	wh2_main_bas_def
wh3_main_special_settlement_bastion_other	wh2_main_bas_def
wh3_main_special_settlement_fort_other	wh2_main_bas_def
wh3_main_special_standing_stones	wh2_main_bas_def
wh3_main_special_the_great_desert_other	wh2_main_bas_def
wh_main_bretonnia_legendary_bordeleaux	wh2_main_bas_def
wh_main_special_bordeleaux_vineyards	wh2_main_bas_def
wh_main_special_erengrad_port	wh2_main_bas_def
wh_main_special_marienburg_port	wh2_main_bas_def
wh_twa03_special_albion_port_def	wh2_main_bas_def
wh2_dlc10_hef_aesanar_camp	wh2_main_bas_hef
wh2_dlc10_hef_handmaidens_alarielle	wh2_main_bas_hef
wh2_dlc10_special_world_root_entrance	wh2_main_bas_hef
wh2_dlc11_special_settlement_galleons_graveyard_other	wh2_main_bas_hef
wh2_dlc12_special_bordeleaux_manann_shrine	wh2_main_bas_hef
wh2_dlc14_special_copher_port	wh2_main_bas_hef
wh2_dlc14_special_dragon_isle_port	wh2_main_bas_hef
wh2_dlc14_special_nagashizzar_other	wh2_main_bas_hef
wh2_dlc15_hef_field_hq	wh2_main_bas_hef
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth	wh2_main_bas_hef
wh2_dlc15_special_graves_of_the_dragons_hef	wh2_main_bas_hef
wh2_dlc15_special_ka_sabar_city_of_bronze	wh2_main_bas_hef
wh2_dlc15_special_settlement_tor_yvresse_eltharion	wh2_main_bas_hef
wh2_dlc15_special_settlement_tor_yvresse_hef	wh2_main_bas_hef
wh2_main_foreign_slot_discovery_hef	wh2_main_bas_hef
wh2_main_hef_barracks	wh2_main_bas_hef
wh2_main_hef_court	wh2_main_bas_hef
wh2_main_hef_defence_major	wh2_main_bas_hef
wh2_main_hef_defence_minor	wh2_main_bas_hef
wh2_main_hef_defence_norsca	wh2_main_bas_hef
wh2_main_hef_dragons	wh2_main_bas_hef
wh2_main_hef_embassy	wh2_main_bas_hef
wh2_main_hef_farm	wh2_main_bas_hef
wh2_main_hef_hunters	wh2_main_bas_hef
wh2_main_hef_industry	wh2_main_bas_hef
wh2_main_hef_mages	wh2_main_bas_hef
wh2_main_hef_order	wh2_main_bas_hef
wh2_main_hef_port	wh2_main_bas_hef
wh2_main_hef_resource_animals	wh2_main_bas_hef
wh2_main_hef_resource_dyes	wh2_main_bas_hef
wh2_main_hef_resource_furs	wh2_main_bas_hef
wh2_main_hef_resource_gems	wh2_main_bas_hef
wh2_main_hef_resource_gold	wh2_main_bas_hef
wh2_main_hef_resource_iron	wh2_main_bas_hef
wh2_main_hef_resource_marble	wh2_main_bas_hef
wh2_main_hef_resource_medicine	wh2_main_bas_hef
wh2_main_hef_resource_obsidian	wh2_main_bas_hef
wh2_main_hef_resource_pasture	wh2_main_bas_hef
wh2_main_hef_resource_pottery	wh2_main_bas_hef
wh2_main_hef_resource_salt	wh2_main_bas_hef
wh2_main_hef_resource_spices	wh2_main_bas_hef
wh2_main_hef_resource_wine	wh2_main_bas_hef
wh2_main_hef_resource_wood	wh2_main_bas_hef
wh2_main_hef_settlement_major	wh2_main_bas_hef
wh2_main_hef_settlement_minor	wh2_main_bas_hef
wh2_main_hef_smith	wh2_main_bas_hef
wh2_main_hef_stables	wh2_main_bas_hef
wh2_main_hef_worship	wh2_main_bas_hef
wh2_main_sch_special_parravon_peaks_hef	wh2_main_bas_hef
wh2_main_special_anlec_citadel_hef	wh2_main_bas_hef
wh2_main_special_chamber_of_visions	wh2_main_bas_hef
wh2_main_special_clar_karond_lairs_other	wh2_main_bas_hef
wh2_main_special_cothique_palace	wh2_main_bas_hef
wh2_main_special_def_vauls_anvil_hef	wh2_main_bas_hef
wh2_main_special_ellyrian_stables	wh2_main_bas_hef
wh2_main_special_everqueen_court	wh2_main_bas_hef
wh2_main_special_everqueen_court_hef	wh2_main_bas_hef
wh2_main_special_fortress_gate_eagle_hef	wh2_main_bas_hef
wh2_main_special_fortress_gate_griffon_hef	wh2_main_bas_hef
wh2_main_special_fortress_gate_phoenix_hef	wh2_main_bas_hef
wh2_main_special_fortress_gate_unicorn_hef	wh2_main_bas_hef
wh2_main_special_galbaraz_oathgold_hef	wh2_main_bas_hef
wh2_main_special_ghrond_convent_of_sorcery_hef	wh2_main_bas_hef
wh2_main_special_glittering_tower	wh2_main_bas_hef
wh2_main_special_golden_tower_of_the_gods_other	wh2_main_bas_hef
wh2_main_special_hag_graef_mines	wh2_main_bas_hef
wh2_main_special_hall_of_dragons	wh2_main_bas_hef
wh2_main_special_har_ganeth_hellebron_palace_hef	wh2_main_bas_hef
wh2_main_special_har_ganeth_temple_of_khaine_hef	wh2_main_bas_hef
wh2_main_special_hexoatl_stellar_pyramids_other	wh2_main_bas_hef
wh2_main_special_itza_emerald_pools	wh2_main_bas_hef
wh2_main_special_lothern_port	wh2_main_bas_hef
wh2_main_special_naggarond_witch_king_hef	wh2_main_bas_hef
wh2_main_special_peg_street_pawnshop	wh2_main_bas_hef
wh2_main_special_phoenix_king_court	wh2_main_bas_hef
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_hef
wh2_main_special_quintex	wh2_main_bas_hef
wh2_main_special_salzenmund_laurelorn_hef	wh2_main_bas_hef
wh2_main_special_settlement_colony_major_hef	wh2_main_bas_hef
wh2_main_special_settlement_colony_minor_hef	wh2_main_bas_hef
wh2_main_special_settlement_gaean_vale	wh2_main_bas_hef
wh2_main_special_settlement_lothern	wh2_main_bas_hef
wh2_main_special_settlement_naggarond_hef	wh2_main_bas_hef
wh2_main_special_shrine_of_asuryan_hef	wh2_main_bas_hef
wh2_main_special_shrine_of_khaine_hef	wh2_main_bas_hef
wh2_main_special_smithys_tavern	wh2_main_bas_hef
wh2_main_special_tiranoc_palace	wh2_main_bas_hef
wh2_main_special_tor_achare_lions	wh2_main_bas_hef
wh2_main_special_tower_of_hoeth	wh2_main_bas_hef
wh2_main_special_yvresse_amphitheatre	wh2_main_bas_hef
wh2_main_special_ziggurat_of_dawn_beacon	wh2_main_bas_hef
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_hef
wh2_twa03_special_ogham_stones	wh2_main_bas_hef
wh3_dlc23_special_anurells_tomb_hef	wh2_main_bas_hef
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_hef	wh2_main_bas_hef
wh3_dlc23_special_great_temple_of_hashut_other	wh2_main_bas_hef
wh3_dlc24_special_celestial_palace_other	wh2_main_bas_hef
wh3_dlc24_special_fu_chow_port	wh2_main_bas_hef
wh3_dlc24_special_pillar_of_bone_other	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_aoe	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_aquatic	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_artillery	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_barracks	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_beasts	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_dragons	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_extra	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_main_building	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_main_building_aislinn	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_navigation	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_respite	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_treasury	wh2_main_bas_hef
wh3_dlc27_hef_dragonship_xp	wh2_main_bas_hef
wh3_dlc27_hef_special_chamber_of_the_phoenix_crown	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_arnheim	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_citadel_of_dusk	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_fortress_of_dawn	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_great_turtle_isle	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_gronti_mingol	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_the_star_tower	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_tor_elasor	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_tower_of_the_stars	wh2_main_bas_hef
wh3_dlc27_hef_special_colony_tower_of_the_sun	wh2_main_bas_hef
wh3_main_hef_allied_outpost	wh2_main_bas_hef
wh3_main_hef_resource_ivory	wh2_main_bas_hef
wh3_main_special_settlement_bastion_other	wh2_main_bas_hef
wh3_main_special_settlement_fort_other	wh2_main_bas_hef
wh3_main_special_standing_stones	wh2_main_bas_hef
wh3_main_special_the_great_desert_other	wh2_main_bas_hef
wh_main_bretonnia_legendary_bordeleaux	wh2_main_bas_hef
wh_main_special_bordeleaux_vineyards	wh2_main_bas_hef
wh_main_special_erengrad_port	wh2_main_bas_hef
wh_main_special_marienburg_port	wh2_main_bas_hef
wh2_dlc11_special_settlement_galleons_graveyard_other	wh2_main_bas_lzd
wh2_dlc12_special_bordeleaux_manann_shrine	wh2_main_bas_lzd
wh2_dlc12_special_sotek_snake_pit	wh2_main_bas_lzd
wh2_dlc14_special_copher_port	wh2_main_bas_lzd
wh2_dlc14_special_dragon_isle_port	wh2_main_bas_lzd
wh2_dlc14_special_lzd_konquata	wh2_main_bas_lzd
wh2_dlc14_special_nagashizzar_other	wh2_main_bas_lzd
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth	wh2_main_bas_lzd
wh2_dlc15_special_ka_sabar_city_of_bronze	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_ambush	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_core	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_def_boost	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_melee_boost	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_ranged_boost	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_recruitment	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_replenishment	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_transport	wh2_main_bas_lzd
wh2_dlc17_silent_sanctum_upkeep	wh2_main_bas_lzd
wh2_main_foreign_slot_discovery_lzd	wh2_main_bas_lzd
wh2_main_lzd_beasts	wh2_main_bas_lzd
wh2_main_lzd_coldones	wh2_main_bas_lzd
wh2_main_lzd_defence_major	wh2_main_bas_lzd
wh2_main_lzd_defence_minor	wh2_main_bas_lzd
wh2_main_lzd_defence_norsca	wh2_main_bas_lzd
wh2_main_lzd_energy	wh2_main_bas_lzd
wh2_main_lzd_energy_minor	wh2_main_bas_lzd
wh2_main_lzd_farm	wh2_main_bas_lzd
wh2_main_lzd_industry	wh2_main_bas_lzd
wh2_main_lzd_order	wh2_main_bas_lzd
wh2_main_lzd_port	wh2_main_bas_lzd
wh2_main_lzd_resource_animals	wh2_main_bas_lzd
wh2_main_lzd_resource_dyes	wh2_main_bas_lzd
wh2_main_lzd_resource_furs	wh2_main_bas_lzd
wh2_main_lzd_resource_gems	wh2_main_bas_lzd
wh2_main_lzd_resource_gold	wh2_main_bas_lzd
wh2_main_lzd_resource_iron	wh2_main_bas_lzd
wh2_main_lzd_resource_marble	wh2_main_bas_lzd
wh2_main_lzd_resource_medicine	wh2_main_bas_lzd
wh2_main_lzd_resource_obsidian	wh2_main_bas_lzd
wh2_main_lzd_resource_pasture	wh2_main_bas_lzd
wh2_main_lzd_resource_pottery	wh2_main_bas_lzd
wh2_main_lzd_resource_salt	wh2_main_bas_lzd
wh2_main_lzd_resource_spices	wh2_main_bas_lzd
wh2_main_lzd_resource_wine	wh2_main_bas_lzd
wh2_main_lzd_resource_wood	wh2_main_bas_lzd
wh2_main_lzd_saurus	wh2_main_bas_lzd
