character_animation_set	mount_unit	rider_animation_set	vfx_filter_override
cam_hero_hu1d_def_spear_and_shield	wh2_dlc14_def_cha_master_2	cam_lord_hu1d_elf_rp3_cold_one_lance_sword_shield	0
cam_hero_hu1d_def_spear_and_shield	wh2_dlc14_def_cha_master_3	cam_hero_hu1d_dlc14_hr1_pegasus_master_spear_shield	0
cam_hero_hu1d_def_spear_and_shield	wh2_dlc14_def_cha_master_4	cam_lord_hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	0
cam_hero_hu1d_elf_halberd	wh2_dlc15_hef_cha_alastair_1	cam_lord_hu1d_dlc15_wm_lion_chariot_2handed_axe	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_alastair_3	cam_hero_hu1d_elf_hr1_warhorse_halberd	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_alastair_4	cam_hero_hu1d_elf_hr1_warhorse_halberd	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_alastair_5	cam_hero_hu1d_elf_hr1_warhorse_halberd	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_noble_2	cam_hero_hu1d_elf_hr1_warhorse_halberd	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_noble_3	cam_lord_hu1d_elf_bi1_eagle_wb_sword_and_shield	0
cam_hero_hu1d_elf_halberd	wh2_main_hef_cha_noble_4	cam_hero_hu1d_elf_wm_tiranoc_chariot01_halberd	0
cam_hero_hu1i_dlc24_hag_witch_sled01	wh3_dlc24_ksl_cha_hag_witch_beast	cam_hero_hu1i_dlc24_hag_witch_sled01	0
cam_hero_hu1i_dlc24_hag_witch_sled01	wh3_dlc24_ksl_cha_hag_witch_death	cam_hero_hu1i_dlc24_hag_witch_sled01	0
cam_hero_hu1i_dlc24_hag_witch_sled01	wh3_dlc24_ksl_cha_hag_witch_shadow	cam_hero_hu1i_dlc24_hag_witch_sled01	0
cam_hero_hu5_dlc23_gorduz_axe_shield	wh3_dlc23_chd_cha_gorduz_backstabber_giant_wolf	cam_hu5_goblin_wf1_wolf_spear_and_shield	0
cam_hero_hu7_dlc17_rp3b_wb_oracle_club	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	cam_hero_hu7_dlc17_rp3b_wb_oracle_club	0
cam_hero_hu7_skink_club_and_blowpipe	wh2_main_lzd_cha_skink_chief_1	cam_hero_hu7_skink_bi3_terradon_wb_club_blowpipe	0
cam_hero_hu7_skink_club_and_blowpipe	wh2_main_lzd_cha_skink_chief_2	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_club_and_blowpipe	wh2_main_lzd_cha_skink_chief_3	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_dlc12_lzd_cha_skink_priest_beasts_4	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_dlc12_lzd_cha_skink_priest_heavens_4	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_beasts_1	cam_hero_hu7_skink_bi3_terradon_wb_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_beasts_2	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_beasts_3	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_heavens_1	cam_hero_hu7_skink_bi3_terradon_wb_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_heavens_2	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hero_hu7_skink_staff_and_club	wh2_main_lzd_cha_skink_priest_heavens_3	cam_hero_hu7_skink_hq1_stegadon_staff_and_club	0
cam_hu17_skaven_censer	wh2_main_skv_cha_plague_priest_2	cam_lord_hu17_plague_furnace_staff	0
cam_hu17_skaven_dual_sword	wh2_dlc16_skv_cha_warlord_2	cam_lord_hu17_dlc16_warlord_rt1_brood_horror	0
cam_hu17_skaven_dual_sword	wh2_main_skv_cha_warlord_1	cam_lord_hu17_skaven_warlord_hu18_rat_ogre_drill	0
cam_hu17_skaven_staff_and_sword	wh2_main_skv_cha_grey_seer_plague_1	cam_lord_hu17_screaming_bell_staff	0
cam_hu17_skaven_staff_and_sword	wh2_main_skv_cha_grey_seer_ruin_1	cam_lord_hu17_screaming_bell_staff	0
cam_hu1_arch_lector_dual_hammer	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_arch_lector_dual_hammer	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_arch_lector_dual_hammer	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_arch_lector_dual_hammer	wh_dlc04_emp_cha_arch_lector_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_arch_lector_dual_hammer	wh_dlc04_emp_cha_arch_lector_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_hammer_and_book	wh_main_emp_cha_warrior_priest_1	cam_hu1_empire_hr1_warhorse_hammer_and_book	0
cam_hu1_empire_hammer_and_book	wh_main_emp_cha_warrior_priest_2	cam_hu1_empire_hr1_warhorse_hammer_and_book	0
cam_hu1_empire_hammer	wh_main_emp_cha_karl_franz_1	cam_hu1_empire_bc2_wb_griffon_hammer	0
cam_hu1_empire_hammer	wh_main_emp_cha_karl_franz_2	cam_hu1_empire_hr1_warhorse_hammer	0
cam_hu1_empire_hammer	wh_main_emp_cha_karl_franz_3	cam_hu1_empire_hr1_warhorse_hammer	0
cam_hu1_empire_hammer	wh_main_emp_cha_karl_franz_4	cam_hu1_empire_hr1_warhorse_hammer	0
cam_hu1_empire_heinrich_staff_and_sword	wh2_dlc11_vmp_cha_heinrich_kemmler_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_empire_staff_and_sword	wh_dlc03_emp_cha_wizard_beasts_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc03_emp_cha_wizard_beasts_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc03_emp_cha_wizard_beasts_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc03_emp_cha_wizard_beasts_4	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_helman_ghorst_1	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_master_necromancer_1	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_master_necromancer_2	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_master_necromancer_3	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_necromancer_1	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_necromancer_2	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc04_vmp_cha_necromancer_3	cam_hu1_empire_wm_corpsecart01_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_life_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_life_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_life_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_shadows_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_shadows_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc05_emp_cha_wizard_shadows_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_death_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_death_2	cam_hero_hu1_chaos_wm_chaos_chariot_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_fire_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_fire_2	cam_hero_hu1_chaos_wm_chaos_chariot_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_metal_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer_metal_2	cam_hero_hu1_chaos_wm_chaos_chariot_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_balthasar_gelt_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_balthasar_gelt_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_balthasar_gelt_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_fire_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_fire_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_fire_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_heavens_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_heavens_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_heavens_4	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_light_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_light_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_emp_cha_wizard_light_4	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_ksl_cha_wizard_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_teb_cha_wizard_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_mannfred_von_carstein_2	cam_hu1_empire_hr1_warhorse_sword	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_mannfred_von_carstein_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_mannfred_von_carstein_4	cam_hu1_empire_hr1_warhorse_sword	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_master_necromancer_4	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_master_necromancer_5	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_staff_and_sword	wh_main_vmp_cha_necromancer_5	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_empire_sword_and_shield	wh2_dlc09_tmb_cha_tomb_king_1	cam_lord_hu1_tomb_hr1_tomb_steed_sword_and_shield	0
cam_hu1_empire_sword_and_shield	wh2_dlc09_tmb_cha_tomb_king_2	cam_hu1_tomb_sword_and_shield_chariot	0
cam_hu1_empire_sword_and_shield	wh2_dlc09_tmb_cha_tomb_king_3	cam_hu1_tomb_sword_and_shield_chariot	0
cam_hu1_empire_sword_and_shield	wh2_dlc11_cst_cha_damned_paladin_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_empire_sword_and_shield	wh2_dlc14_brt_cha_henri_le_massif_3	cam_hu1_bretonnian_hr1_pegasus_lancer	0
cam_hu1_empire_sword_and_shield	wh2_dlc14_brt_cha_henri_le_massif_4	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh3_main_ksl_cha_ice_witch_ice_1	cam_hu1_ice_witch_hr1_warhorse_sword_and_magic	0
cam_hu1_empire_sword_and_shield	wh3_main_ksl_cha_ice_witch_ice_2	cam_hu1_ice_witch_be1_warbear_sword_and_magic	0
cam_hu1_empire_sword_and_shield	wh3_main_ksl_cha_ice_witch_tempest_1	cam_hu1_ice_witch_hr1_warhorse_sword_and_magic	0
cam_hu1_empire_sword_and_shield	wh3_main_ksl_cha_ice_witch_tempest_2	cam_hu1_ice_witch_be1_warbear_sword_and_magic	0
cam_hu1_empire_sword_and_shield	wh_dlc03_emp_cha_boris_todbringer_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc03_emp_cha_boris_todbringer_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc03_emp_cha_boris_todbringer_3	cam_hu1_empire_bc2_griffon_wb_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc05_vmp_cha_red_duke_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc05_vmp_cha_red_duke_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc05_vmp_cha_red_duke_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc07_brt_cha_alberic_bordeleaux_1	cam_hu1_bretonnian_bc2b_hippogryph_wb_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc07_brt_cha_alberic_bordeleaux_2	cam_hu1_bretonnian_hr1_pegasus_lancer	0
cam_hu1_empire_sword_and_shield	wh_dlc07_brt_cha_alberic_bordeleaux_3	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_dlc07_brt_cha_green_knight_0	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_brt_cha_lord_2	cam_hu1_bretonnian_bc2b_hippogryph_wb_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_brt_cha_lord_3	cam_hu1_bretonnian_hr1_pegasus_lancer	0
cam_hu1_empire_sword_and_shield	wh_main_brt_cha_lord_4	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_brt_cha_paladin_3	cam_hu1_bretonnian_hr1_pegasus_lancer	0
cam_hu1_empire_sword_and_shield	wh_main_brt_cha_paladin_4	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_captain_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_captain_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_captain_3	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_general_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_general_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_general_3	cam_hu1_empire_bc2_griffon_wb_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_emp_cha_general_4	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_ksl_cha_captain_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_ksl_cha_captain_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_ksl_cha_general_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_ksl_cha_general_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_teb_cha_captain_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_teb_cha_captain_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_teb_cha_general_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_teb_cha_general_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_vmp_cha_vampire_lord_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_vmp_cha_vampire_lord_3	cam_hu1_empire_dr1_dragon_wb_sword_and_shield	0
cam_hu1_empire_sword_and_shield	wh_main_vmp_cha_vampire_lord_5	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_vmp_cha_wight_king_1	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword_and_shield	wh_main_vmp_cha_wight_king_2	cam_hu1_empire_hr1_warhorse_lance_sword_shield	0
cam_hu1_empire_sword	wh3_dlc20_nur_cha_cultist_mnur_warshrine	cam_hero_hu1_dlc20_wsh1_warshrine_cultist_of_nurgle_mace	163
cam_hu1_empire_sword	wh3_main_nur_cha_cultist_1	cam_hero_hu1_cultist_of_nurgle_hr1_warhorse_mace	0
cam_hu1_leoncoeur_sword_and_shield	wh_main_brt_cha_king_louen_leoncoeur_1	cam_hu1_leoncoeur_bc2b_hippogryph_wb_sword_shield	0
cam_hu1_leoncoeur_sword_and_shield	wh_main_brt_cha_king_louen_leoncoeur_2	cam_hu1_leoncoeur_hr1_warhorse_lance_sword_shield	0
cam_hu1_leoncoeur_sword_and_shield	wh_main_brt_cha_king_louen_leoncoeur_3	cam_hu1_leoncoeur_hr1_warhorse_lance_sword_shield	0
cam_hu1_leoncoeur_sword_and_shield	wh_main_brt_cha_king_louen_leoncoeur_4	cam_hu1_leoncoeur_bc2b_hippogryph_wb_sword_shield	0
cam_hu1_pr8_amethyst_staff_and_sword	wh2_pro07_emp_cha_wizard_death_1	cam_hu1_pr8_hr1_warhorse_amethyst_staff_and_sword	0
cam_hu1_pr8_amethyst_staff_and_sword	wh2_pro07_emp_cha_wizard_death_2	cam_hu1_pr8_hr1_warhorse_amethyst_staff_and_sword	0
cam_hu1_pr8_amethyst_staff_and_sword	wh2_pro07_emp_cha_wizard_death_3	cam_hu1_pr8_hr1_pegasus_amethyst_staff_and_sword	0
cam_hu1_volkmar_staff_and_hammer	wh_dlc04_emp_cha_volkmar_the_grim_1	cam_hu1_empire_war_altar_staff_and_sword	0
cam_hu1_volkmar_staff_and_hammer	wh_dlc04_emp_cha_volkmar_the_grim_2	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1_volkmar_staff_and_hammer	wh_dlc04_emp_cha_volkmar_the_grim_3	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_beasts_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_beasts_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_beasts_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_life_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_life_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_damsel_life_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_beasts_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
