key	lower_bound	upper_bound	operation_set_group	pooled_resource_set	activate_when_skipping_threshold
wh3_main_threshold_dae_khorne_2240	1760	4400	wh3_main_operation_set_dae_khorne_2240	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_2380	1870	4400	wh3_main_operation_set_dae_khorne_2380	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_2520	1980	4400	wh3_main_operation_set_dae_khorne_2520	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_2660	2090	4400	wh3_main_operation_set_dae_khorne_2660	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_280	220	4400	wh3_main_operation_set_dae_khorne_280	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_2800	2200	4400	wh3_main_operation_set_dae_khorne_2800	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_2940	2310	4400	wh3_main_operation_set_dae_khorne_2940	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3080	2420	4400	wh3_main_operation_set_dae_khorne_3080	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3220	2530	4400	wh3_main_operation_set_dae_khorne_3220	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3360	2640	4400	wh3_main_operation_set_dae_khorne_3360	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3500	2750	4400	wh3_main_operation_set_dae_khorne_3500	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3640	2860	4400	wh3_main_operation_set_dae_khorne_3640	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3780	2970	4400	wh3_main_operation_set_dae_khorne_3780	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_3920	3080	4400	wh3_main_operation_set_dae_khorne_3920	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4060	3190	4400	wh3_main_operation_set_dae_khorne_4060	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_420	330	4400	wh3_main_operation_set_dae_khorne_420	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4200	3300	4400	wh3_main_operation_set_dae_khorne_4200	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4340	3410	4400	wh3_main_operation_set_dae_khorne_4340	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4480	3520	4400	wh3_main_operation_set_dae_khorne_4480	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4620	3630	4400	wh3_main_operation_set_dae_khorne_4620	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4760	3740	4400	wh3_main_operation_set_dae_khorne_4760	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_4900	3850	4400	wh3_main_operation_set_dae_khorne_4900	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_5040	3960	4400	wh3_main_operation_set_dae_khorne_5040	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_5180	4070	4400	wh3_main_operation_set_dae_khorne_5180	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_5320	4180	4400	wh3_main_operation_set_dae_khorne_5320	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_5460	4290	4400	wh3_main_operation_set_dae_khorne_5460	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_560	440	4400	wh3_main_operation_set_dae_khorne_560	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_5600	4400	4400	wh3_main_operation_set_dae_khorne_5600	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_70	35	4400	wh3_main_operation_set_dae_khorne_70	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_700	550	4400	wh3_main_operation_set_dae_khorne_700	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_840	660	4400	wh3_main_operation_set_dae_khorne_840	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_980	770	4400	wh3_main_operation_set_dae_khorne_980	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_01	210	5600	wh3_main_operation_set_dae_khorne_gifts_01	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_02	490	5600	wh3_main_operation_set_dae_khorne_gifts_02	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_03	770	5600	wh3_main_operation_set_dae_khorne_gifts_03	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_04	1050	5600	wh3_main_operation_set_dae_khorne_gifts_04	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_05	1330	5600	wh3_main_operation_set_dae_khorne_gifts_05	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_06	1610	5600	wh3_main_operation_set_dae_khorne_gifts_06	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_07	1890	5600	wh3_main_operation_set_dae_khorne_gifts_07	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_08	2170	5600	wh3_main_operation_set_dae_khorne_gifts_08	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_09	2450	5600	wh3_main_operation_set_dae_khorne_gifts_09	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_10	2730	5600	wh3_main_operation_set_dae_khorne_gifts_10	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_11	3010	5600	wh3_main_operation_set_dae_khorne_gifts_11	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_12	3290	5600	wh3_main_operation_set_dae_khorne_gifts_12	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_khorne_gifts_13	3570	5600	wh3_main_operation_set_dae_khorne_gifts_13	wh3_main_dae_khorne_points	false
wh3_main_threshold_dae_nurgle_1120	880	4400	wh3_main_operation_set_dae_nurgle_1120	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1260	990	4400	wh3_main_operation_set_dae_nurgle_1260	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_140	110	4400	wh3_main_operation_set_dae_nurgle_140	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1400	1100	4400	wh3_main_operation_set_dae_nurgle_1400	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1540	1210	4400	wh3_main_operation_set_dae_nurgle_1540	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1680	1320	4400	wh3_main_operation_set_dae_nurgle_1680	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1820	1430	4400	wh3_main_operation_set_dae_nurgle_1820	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_1960	1540	4400	wh3_main_operation_set_dae_nurgle_1960	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2100	1650	4400	wh3_main_operation_set_dae_nurgle_2100	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2240	1760	4400	wh3_main_operation_set_dae_nurgle_2240	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2380	1870	4400	wh3_main_operation_set_dae_nurgle_2380	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2520	1980	4400	wh3_main_operation_set_dae_nurgle_2520	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2660	2090	4400	wh3_main_operation_set_dae_nurgle_2660	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_280	220	4400	wh3_main_operation_set_dae_nurgle_280	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2800	2200	4400	wh3_main_operation_set_dae_nurgle_2800	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_2940	2310	4400	wh3_main_operation_set_dae_nurgle_2940	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3080	2420	4400	wh3_main_operation_set_dae_nurgle_3080	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3220	2530	4400	wh3_main_operation_set_dae_nurgle_3220	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3360	2640	4400	wh3_main_operation_set_dae_nurgle_3360	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3500	2750	4400	wh3_main_operation_set_dae_nurgle_3500	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3640	2860	4400	wh3_main_operation_set_dae_nurgle_3640	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3780	2970	4400	wh3_main_operation_set_dae_nurgle_3780	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_3920	3080	4400	wh3_main_operation_set_dae_nurgle_3920	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4060	3190	4400	wh3_main_operation_set_dae_nurgle_4060	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_420	330	4400	wh3_main_operation_set_dae_nurgle_420	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4200	3300	4400	wh3_main_operation_set_dae_nurgle_4200	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4340	3410	4400	wh3_main_operation_set_dae_nurgle_4340	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4480	3520	4400	wh3_main_operation_set_dae_nurgle_4480	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4620	3630	4400	wh3_main_operation_set_dae_nurgle_4620	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4760	3740	4400	wh3_main_operation_set_dae_nurgle_4760	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_4900	3850	4400	wh3_main_operation_set_dae_nurgle_4900	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_5040	3960	4400	wh3_main_operation_set_dae_nurgle_5040	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_5180	4070	4400	wh3_main_operation_set_dae_nurgle_5180	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_5320	4180	4400	wh3_main_operation_set_dae_nurgle_5320	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_5460	4290	4400	wh3_main_operation_set_dae_nurgle_5460	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_560	440	4400	wh3_main_operation_set_dae_nurgle_560	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_5600	4400	4400	wh3_main_operation_set_dae_nurgle_5600	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_70	35	4400	wh3_main_operation_set_dae_nurgle_70	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_700	550	4400	wh3_main_operation_set_dae_nurgle_700	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_840	660	4400	wh3_main_operation_set_dae_nurgle_840	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_980	770	4400	wh3_main_operation_set_dae_nurgle_980	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_01	210	5600	wh3_main_operation_set_dae_nurgle_gifts_01	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_02	490	5600	wh3_main_operation_set_dae_nurgle_gifts_02	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_03	770	5600	wh3_main_operation_set_dae_nurgle_gifts_03	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_04	1050	5600	wh3_main_operation_set_dae_nurgle_gifts_04	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_05	1330	5600	wh3_main_operation_set_dae_nurgle_gifts_05	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_06	1610	5600	wh3_main_operation_set_dae_nurgle_gifts_06	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_07	1890	5600	wh3_main_operation_set_dae_nurgle_gifts_07	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_08	2170	5600	wh3_main_operation_set_dae_nurgle_gifts_08	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_09	2450	5600	wh3_main_operation_set_dae_nurgle_gifts_09	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_10	2730	5600	wh3_main_operation_set_dae_nurgle_gifts_10	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_11	3010	5600	wh3_main_operation_set_dae_nurgle_gifts_11	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_12	3290	5600	wh3_main_operation_set_dae_nurgle_gifts_12	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_nurgle_gifts_13	3570	5600	wh3_main_operation_set_dae_nurgle_gifts_13	wh3_main_dae_nurgle_points	false
wh3_main_threshold_dae_slaanesh_1120	880	4400	wh3_main_operation_set_dae_slaanesh_1120	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1260	990	4400	wh3_main_operation_set_dae_slaanesh_1260	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_140	110	4400	wh3_main_operation_set_dae_slaanesh_140	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1400	1100	4400	wh3_main_operation_set_dae_slaanesh_1400	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1540	1210	4400	wh3_main_operation_set_dae_slaanesh_1540	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1680	1320	4400	wh3_main_operation_set_dae_slaanesh_1680	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1820	1430	4400	wh3_main_operation_set_dae_slaanesh_1820	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_1960	1540	4400	wh3_main_operation_set_dae_slaanesh_1960	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2100	1650	4400	wh3_main_operation_set_dae_slaanesh_2100	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2240	1760	4400	wh3_main_operation_set_dae_slaanesh_2240	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2380	1870	4400	wh3_main_operation_set_dae_slaanesh_2380	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2520	1980	4400	wh3_main_operation_set_dae_slaanesh_2520	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2660	2090	4400	wh3_main_operation_set_dae_slaanesh_2660	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_280	220	4400	wh3_main_operation_set_dae_slaanesh_280	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2800	2200	4400	wh3_main_operation_set_dae_slaanesh_2800	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_2940	2310	4400	wh3_main_operation_set_dae_slaanesh_2940	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3080	2420	4400	wh3_main_operation_set_dae_slaanesh_3080	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3220	2530	4400	wh3_main_operation_set_dae_slaanesh_3220	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3360	2640	4400	wh3_main_operation_set_dae_slaanesh_3360	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3500	2750	4400	wh3_main_operation_set_dae_slaanesh_3500	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3640	2860	4400	wh3_main_operation_set_dae_slaanesh_3640	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3780	2970	4400	wh3_main_operation_set_dae_slaanesh_3780	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_3920	3080	4400	wh3_main_operation_set_dae_slaanesh_3920	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4060	3190	4400	wh3_main_operation_set_dae_slaanesh_4060	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_420	330	4400	wh3_main_operation_set_dae_slaanesh_420	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4200	3300	4400	wh3_main_operation_set_dae_slaanesh_4200	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4340	3410	4400	wh3_main_operation_set_dae_slaanesh_4340	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4480	3520	4400	wh3_main_operation_set_dae_slaanesh_4480	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4620	3630	4400	wh3_main_operation_set_dae_slaanesh_4620	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4760	3740	4400	wh3_main_operation_set_dae_slaanesh_4760	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_4900	3850	4400	wh3_main_operation_set_dae_slaanesh_4900	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_5040	3960	4400	wh3_main_operation_set_dae_slaanesh_5040	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_5180	4070	4400	wh3_main_operation_set_dae_slaanesh_5180	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_5320	4180	4400	wh3_main_operation_set_dae_slaanesh_5320	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_5460	4290	4400	wh3_main_operation_set_dae_slaanesh_5460	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_560	440	4400	wh3_main_operation_set_dae_slaanesh_560	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_5600	4400	4400	wh3_main_operation_set_dae_slaanesh_5600	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_70	35	4400	wh3_main_operation_set_dae_slaanesh_70	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_700	550	4400	wh3_main_operation_set_dae_slaanesh_700	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_840	660	4400	wh3_main_operation_set_dae_slaanesh_840	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_980	770	4400	wh3_main_operation_set_dae_slaanesh_980	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_01	210	5600	wh3_main_operation_set_dae_slaanesh_gifts_01	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_02	490	5600	wh3_main_operation_set_dae_slaanesh_gifts_02	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_03	770	5600	wh3_main_operation_set_dae_slaanesh_gifts_03	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_04	1050	5600	wh3_main_operation_set_dae_slaanesh_gifts_04	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_05	1330	5600	wh3_main_operation_set_dae_slaanesh_gifts_05	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_06	1610	5600	wh3_main_operation_set_dae_slaanesh_gifts_06	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_07	1890	5600	wh3_main_operation_set_dae_slaanesh_gifts_07	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_08	2170	5600	wh3_main_operation_set_dae_slaanesh_gifts_08	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_09	2450	5600	wh3_main_operation_set_dae_slaanesh_gifts_09	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_10	2730	5600	wh3_main_operation_set_dae_slaanesh_gifts_10	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_11	3010	5600	wh3_main_operation_set_dae_slaanesh_gifts_11	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_12	3290	5600	wh3_main_operation_set_dae_slaanesh_gifts_12	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_slaanesh_gifts_13	3570	5600	wh3_main_operation_set_dae_slaanesh_gifts_13	wh3_main_dae_slaanesh_points	false
wh3_main_threshold_dae_tzeentch_1120	880	4400	wh3_main_operation_set_dae_tzeentch_1120	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1260	990	4400	wh3_main_operation_set_dae_tzeentch_1260	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_140	110	4400	wh3_main_operation_set_dae_tzeentch_140	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1400	1100	4400	wh3_main_operation_set_dae_tzeentch_1400	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1540	1210	4400	wh3_main_operation_set_dae_tzeentch_1540	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1680	1320	4400	wh3_main_operation_set_dae_tzeentch_1680	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1820	1430	4400	wh3_main_operation_set_dae_tzeentch_1820	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_1960	1540	4400	wh3_main_operation_set_dae_tzeentch_1960	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2100	1650	4400	wh3_main_operation_set_dae_tzeentch_2100	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2240	1760	4400	wh3_main_operation_set_dae_tzeentch_2240	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2380	1870	4400	wh3_main_operation_set_dae_tzeentch_2380	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2520	1980	4400	wh3_main_operation_set_dae_tzeentch_2520	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2660	2090	4400	wh3_main_operation_set_dae_tzeentch_2660	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_280	220	4400	wh3_main_operation_set_dae_tzeentch_280	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2800	2200	4400	wh3_main_operation_set_dae_tzeentch_2800	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_2940	2310	4400	wh3_main_operation_set_dae_tzeentch_2940	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3080	2420	4400	wh3_main_operation_set_dae_tzeentch_3080	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3220	2530	4400	wh3_main_operation_set_dae_tzeentch_3220	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3360	2640	4400	wh3_main_operation_set_dae_tzeentch_3360	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3500	2750	4400	wh3_main_operation_set_dae_tzeentch_3500	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3640	2860	4400	wh3_main_operation_set_dae_tzeentch_3640	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3780	2970	4400	wh3_main_operation_set_dae_tzeentch_3780	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_3920	3080	4400	wh3_main_operation_set_dae_tzeentch_3920	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4060	3190	4400	wh3_main_operation_set_dae_tzeentch_4060	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_420	330	4400	wh3_main_operation_set_dae_tzeentch_420	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4200	3300	4400	wh3_main_operation_set_dae_tzeentch_4200	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4340	3410	4400	wh3_main_operation_set_dae_tzeentch_4340	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4480	3520	4400	wh3_main_operation_set_dae_tzeentch_4480	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4620	3630	4400	wh3_main_operation_set_dae_tzeentch_4620	wh3_main_dae_tzeentch_points	false
