unit	military_group
wh2_dlc10_def_cav_doomfire_warlocks_0	wh3_main_def_morathi
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	wh2_main_def
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	wh3_main_def_morathi
wh2_dlc10_def_cav_raven_heralds_ror_0	wh2_main_def
wh2_dlc10_def_cav_raven_heralds_ror_0	wh3_main_def_morathi
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	wh2_main_def
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	wh3_main_def_morathi
wh2_dlc10_def_cha_crone_0	wh2_main_def
wh2_dlc10_def_cha_crone_0	wh3_main_def_morathi
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_main_def
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh3_main_def_morathi
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_main_def
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh3_main_def_morathi
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_main_def
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh3_main_def_morathi
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	wh2_main_def
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	wh3_main_def_morathi
wh2_dlc10_def_inf_sisters_of_slaughter	wh2_main_def
wh2_dlc10_def_inf_sisters_of_slaughter	wh3_main_def_morathi
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	wh2_main_def
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	wh3_main_def_morathi
wh2_dlc10_def_inf_the_bolt_fiends_ror_0	wh2_main_def
wh2_dlc10_def_inf_the_bolt_fiends_ror_0	wh3_main_def_morathi
wh2_dlc10_def_inf_the_hellebronai_ror_0	wh2_main_def
wh2_dlc10_def_inf_the_hellebronai_ror_0	wh3_main_def_morathi
wh2_dlc10_def_mon_chill_of_sontar_ror_0	wh2_main_def
wh2_dlc10_def_mon_chill_of_sontar_ror_0	wh3_main_def_morathi
wh2_dlc10_def_mon_feral_manticore_0	wh2_main_def
wh2_dlc10_def_mon_feral_manticore_0	wh3_main_def_morathi
wh2_dlc10_def_mon_kharibdyss_0	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
wh2_dlc10_def_mon_kharibdyss_0	wh2_main_def
wh2_dlc10_def_mon_kharibdyss_0	wh3_main_def_morathi
wh2_dlc10_dwf_inf_giant_slayers	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
wh2_dlc10_dwf_inf_giant_slayers	wh_main_group_dwarfs
wh2_dlc10_hef_cav_the_fireborn_ror_0	wh2_main_hef
wh2_dlc10_hef_cav_the_fireborn_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	wh2_main_hef
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_cha_alarielle_the_radiant_0	wh2_main_hef
wh2_dlc10_hef_cha_alarielle_the_radiant_0	wh2_main_hef_imrik
wh2_dlc10_hef_cha_alith_anar_0	wh2_main_hef
wh2_dlc10_hef_cha_alith_anar_0	wh2_main_hef_imrik
wh2_dlc10_hef_cha_handmaiden_0	wh2_main_hef
wh2_dlc10_hef_cha_handmaiden_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_dryads_0	wh2_main_hef
wh2_dlc10_hef_inf_dryads_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_shadow_walkers_0	wh2_main_hef
wh2_dlc10_hef_inf_shadow_walkers_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_shadow_warriors_0	wh2_main_hef
wh2_dlc10_hef_inf_shadow_warriors_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_sisters_of_avelorn_0	wh2_main_hef
wh2_dlc10_hef_inf_sisters_of_avelorn_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_the_grey_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_the_grey_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_the_silverpelts_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_the_silverpelts_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_inf_the_storm_riders_ror_0	wh2_main_hef
wh2_dlc10_hef_inf_the_storm_riders_ror_0	wh2_main_hef_imrik
wh2_dlc10_hef_mon_treekin_0	wh2_main_hef
wh2_dlc10_hef_mon_treekin_0	wh2_main_hef_imrik
wh2_dlc10_hef_mon_treeman_0	wh2_main_hef
wh2_dlc10_hef_mon_treeman_0	wh2_main_hef_imrik
wh2_dlc11_cst_art_carronade	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_art_carronade	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_art_carronade	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_art_mortar	wh2_dlc11_cst_shanty_shark_straight_seadogs
wh2_dlc11_cst_art_mortar	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_art_mortar	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_art_queen_bess	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_art_queen_bess	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cav_deck_droppers_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cav_deck_droppers_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cav_deck_droppers_1	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cav_deck_droppers_1	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cav_deck_droppers_2	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cav_deck_droppers_2	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cav_deck_droppers_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cav_deck_droppers_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cha_gunnery_wight_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cha_gunnery_wight_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cha_mourngul_haunter	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cha_mourngul_haunter	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_cha_vampire_fleet_captain_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_cha_vampire_fleet_captain_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_deck_gunners_0	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_inf_deck_gunners_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_deck_gunners_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_deck_gunners_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_deck_gunners_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_depth_guard_0	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_inf_depth_guard_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_depth_guard_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_depth_guard_1	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_inf_depth_guard_1	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_depth_guard_1	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_depth_guard_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_depth_guard_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_sartosa_free_company_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_sartosa_militia_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_syreens	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_inf_syreens	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_syreens	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_cst_shanty_shark_straight_seadogs
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_animated_hulks_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_animated_hulks_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_bloated_corpse_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_bloated_corpse_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_fell_bats	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_fell_bats	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_mournguls_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_mournguls_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_mournguls_0	wh_main_group_vampire_counts
wh2_dlc11_cst_mon_mournguls_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_mournguls_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_necrofex_colossus_0	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_mon_necrofex_colossus_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_necrofex_colossus_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_necrofex_colossus_ror_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_necrofex_colossus_ror_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_rotting_leviathan_0	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_mon_rotting_leviathan_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_rotting_leviathan_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_rotting_prometheans_0	wh2_dlc11_cst_shanty_shark_straight_seadogs
wh2_dlc11_cst_mon_rotting_prometheans_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_rotting_prometheans_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh2_dlc11_cst_shanty_shark_straight_seadogs
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_scurvy_dogs	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_scurvy_dogs	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_cst_mon_terrorgheist	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
wh2_dlc11_cst_mon_terrorgheist	wh2_dlc11_group_vampire_coast
wh2_dlc11_cst_mon_terrorgheist	wh2_dlc11_group_vampire_coast_sartosa
wh2_dlc11_def_cha_lokhir_fellheart_0	wh2_main_def
wh2_dlc11_def_cha_lokhir_fellheart_0	wh3_main_def_morathi
wh2_dlc11_def_cha_lokhir_fellheart_1	wh2_main_def
wh2_dlc11_def_cha_lokhir_fellheart_1	wh3_main_def_morathi
wh2_dlc11_vmp_cha_heinrich_kemmler_1	wh_main_group_vampire_counts
wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed	wh2_main_lzd
wh2_dlc12_lzd_cav_ripperdactyl_riders_0	wh2_main_lzd
wh2_dlc12_lzd_cav_ripperdactyl_riders_0	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc12_lzd_cha_skink_chief_red_crested_3	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc12_lzd_inf_skink_red_crested_0	wh2_main_lzd
wh2_dlc12_lzd_inf_skink_red_crested_0	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc12_lzd_mon_ancient_salamander_0_blessed	wh2_main_lzd
wh2_dlc12_lzd_mon_ancient_salamander_0	wh2_main_lzd
wh2_dlc12_lzd_mon_ancient_salamander_0	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	wh2_main_lzd
wh2_dlc12_lzd_mon_ancient_stegadon_1	wh2_main_lzd
wh2_dlc12_lzd_mon_bastiladon_3_nakai	wh2_main_lzd
wh2_dlc12_lzd_mon_bastiladon_3	wh2_main_lzd
wh2_dlc12_lzd_mon_salamander_pack_0_blessed	wh2_main_lzd
wh2_dlc12_lzd_mon_salamander_pack_0	wh2_main_lzd
wh2_dlc12_lzd_mon_salamander_pack_0	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	wh2_main_skv
wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	wh2_main_skv_ikit
wh2_dlc12_skv_inf_ratling_gun_0	wh2_main_skv
wh2_dlc12_skv_inf_ratling_gun_0	wh2_main_skv_ikit
wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	wh2_main_skv
wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	wh2_main_skv_ikit
wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	wh2_main_skv
wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	wh2_main_skv_ikit
wh2_dlc12_skv_inf_warplock_jezzails_0	wh2_main_skv
wh2_dlc12_skv_inf_warplock_jezzails_0	wh2_main_skv_ikit
wh2_dlc12_skv_veh_doom_flayer_0	wh2_main_skv
wh2_dlc12_skv_veh_doom_flayer_0	wh2_main_skv_ikit
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	wh2_main_skv
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	wh2_main_skv_ikit
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	wh2_main_skv
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	wh2_main_skv_ikit
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	wh_main_group_empire
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	wh_main_group_empire_reikland
wh2_dlc13_emp_cha_hunter_jorek_grimm_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_cha_hunter_jorek_grimm_0	wh_main_group_empire
wh2_dlc13_emp_cha_hunter_jorek_grimm_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_cha_hunter_jorek_grimm_0	wh_main_group_empire_reikland
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	wh_main_group_empire
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	wh_main_group_empire_reikland
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	wh_main_group_empire
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	wh_main_group_empire_reikland
wh2_dlc13_emp_inf_archers_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_inf_archers_0	wh_main_group_empire
wh2_dlc13_emp_inf_archers_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_inf_archers_0	wh_main_group_empire_reikland
wh2_dlc13_emp_inf_huntsmen_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_inf_huntsmen_0	wh_main_group_empire
wh2_dlc13_emp_inf_huntsmen_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_inf_huntsmen_0	wh_main_group_empire_reikland
wh2_dlc13_emp_veh_war_wagon_0	wh3_dlc25_group_elspeth
wh2_dlc13_emp_veh_war_wagon_0	wh_main_group_empire
wh2_dlc13_emp_veh_war_wagon_0	wh_main_group_empire_golden_order
wh2_dlc13_emp_veh_war_wagon_0	wh_main_group_empire_reikland
wh2_dlc13_emp_veh_war_wagon_1	wh3_dlc25_group_elspeth
wh2_dlc13_emp_veh_war_wagon_1	wh_main_group_empire
wh2_dlc13_emp_veh_war_wagon_1	wh_main_group_empire_golden_order
wh2_dlc13_emp_veh_war_wagon_1	wh_main_group_empire_reikland
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	wh3_dlc25_group_elspeth
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	wh_main_group_empire
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	wh_main_group_empire_golden_order
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	wh_main_group_empire_reikland
wh2_dlc13_lzd_cha_nakai_0	wh2_main_lzd
wh2_dlc13_lzd_mon_dread_saurian_0	wh2_main_lzd
wh2_dlc13_lzd_mon_dread_saurian_1	wh2_main_lzd
wh2_dlc13_lzd_mon_dread_saurian_1	wh3_dlc23_rogue_sacred_host_of_tepok
wh2_dlc13_lzd_mon_razordon_pack_0_blessed	wh2_main_lzd
