context_key	priority	task_generator_group_profile_key
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_vampirecoast_harkon
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_vampirecoast_minor
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_vampirecoast_noctilus
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_drycha
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_durthu
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_minor
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_orion
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_orion_aggressive
cai_faction_status_context_type_standard_regionless	2	wh3_combi_tms_generator_profiles_woodelf_sisters
cai_faction_status_context_type_standard_regionless	2	wh3_main_task_generator_profile_clan_carrion_superpassive
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_bretonnia
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_bretonnia_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_cathay
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_cathay
cai_faction_script_context_special_2	8	wh3_tms_generator_profiles_cathay
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_cathay_miao_ying
cai_faction_script_context_special_2	8	wh3_tms_generator_profiles_cathay_miao_ying
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_cathay_minor
cai_faction_script_context_special_2	8	wh3_tms_generator_profiles_cathay_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_cathay_zhao_ming
cai_faction_script_context_special_2	8	wh3_tms_generator_profiles_cathay_zhao_ming
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_dwarf
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_dwarf_astragoth
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_dwarf_drazhoath
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_dwarf_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_dwarf_zhatan
cai_faction_script_context_special_2	8	wh3_tms_generator_profiles_chaos_gatedestroyer
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled_azazel
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled_festus
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled_valkia
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_chaos_settled_vilitch
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_conclave_of_sorcerers
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_daemonprince
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_daemonprince
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_daemonprince_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_darkelf
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_darkelf_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_default
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_dwarf
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_dwarf_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_empire
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_empire_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_greenskin
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_greenskin_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_highelf
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_highelf_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_khorne
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_khorne
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_khorne_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_khorne_skarbrand
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_kislev
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_kislev
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_kislev_boris
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_kislev_katarin
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_kislev_kostaltyn
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_kislev_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_lizardmen
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_lizardmen_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_norsca
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_norsca_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_norsca_vassal
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_nurgle
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_nurgle
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_nurgle_kugath
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_nurgle_minor
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_ogre
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_ogre_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_passive
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_passive_cathay
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_passive_ogre
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_prologue_active
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_prologue_defensive
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_prologue_passive
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_simple
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_skaven
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_skaven_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_slaanesh
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_slaanesh
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_slaanesh_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_slaanesh_nkari
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_teb
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_tombking
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_tombking_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_tzeentch
cai_faction_script_context_special_1	4	wh3_tms_generator_profiles_tzeentch
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_tzeentch_kairos
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_tzeentch_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_vampire
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_vampire_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_vampirecoast
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_vampirecoast_minor
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_woodelf
cai_faction_status_context_type_standard_regionless	2	wh3_tms_generator_profiles_woodelf_minor
