region	region_group	order
wh3_main_chaos_region_glut_port	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_hellcade_drove	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_infernius	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_karak_dum	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_palace_of_princes	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_pillar_of_skulls	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_stormvrack_mount	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_bleeding_spire	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_blighted_grove	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_brass_glacier	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_burning_monolith	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_challenge_stone	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_crystal_spires	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_fetid_catacombs	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_folly_of_malofex	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_forest_of_decay	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_gallows_tree	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_monolith_of_the_void	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_palace_of_ruin	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_red_abyss	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_shifting_monolith	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_silvered_tower_of_sorcerers	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_sunken_sewers	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_tower_of_flies	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_tower_of_torment	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_twisted_towers	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_vale_of_nightmares	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_the_writhing_fortress	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_tree_of_damned_shades	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_volcanos_heart	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_zamoski	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_zanbaijin	cai_chaos_region_hint_area_chaos_wastes	0
wh3_main_chaos_region_zerulous	cai_chaos_region_hint_area_chaos_wastes	0
wh3_dlc23_chaos_region_anurells_tomb	cai_chaos_region_hint_area_dwarf_empire	0
wh3_dlc23_chaos_region_desolation_of_drakenmoor	cai_chaos_region_hint_area_dwarf_empire	0
wh3_dlc23_chaos_region_flayed_rock	cai_chaos_region_hint_area_dwarf_empire	0
wh3_dlc23_chaos_region_gash_kadrak	cai_chaos_region_hint_area_dwarf_empire	0
wh3_dlc23_chaos_region_the_haunted_forest	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_black_fortress	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_crookback_mountain	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_darkhold	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_fort_dorznye_vort	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_gnashraks_lair	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_howling_rock	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_karak_kadrin	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_karak_raziak	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_karak_ungor	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_karak_vlag	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_khazid_irkulaz	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_kraz_und	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_kurak_peak	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_mines_of_gorgoth	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_mount_grey_hag	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_oakenhammer	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_pigbarter	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_seep_gore	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_shattered_stone_bay	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_skrap_towers	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_daemons_stump	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_falls_of_doom	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_fortress_of_vorag	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_gates_of_zharr	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_sentinels	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_silver_pinnacle	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_the_tower_of_gorgoth	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_tower_of_grief	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_uzkulak	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_uzkulany	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_zharr_naggrund	cai_chaos_region_hint_area_dwarf_empire	0
wh3_main_chaos_region_zhufbar	cai_chaos_region_hint_area_dwarf_empire	0
wh3_dlc20_chaos_region_black_pit	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_chantillon	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_citadel_of_lead	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_fort_sollace	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_grung_zint	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_losteriksons_landing	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_neuland	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_tancred_castle	cai_chaos_region_hint_area_empire	0
wh3_dlc20_chaos_region_wreckers_point	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_altdorf	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_bechafen	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_blackstone_tower	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_bohsenfels	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_brass_keep	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_broekwater	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_castle_drachenfels	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_castle_drakenhof	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_delberz	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_dietershafen	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_eilhart	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_fort_bergbres	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_fortenhof	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_gorssel	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_grim_duraz	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_grissenwald	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_gristle_valley	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_hergig	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_karak_azgaraz	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_karak_ziflin	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_konigstein_tower	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_krudenwald	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_kusel	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_laurelorn_forest	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_marienburg	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_middenheim	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_norden	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_nuln	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_osterwald	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_rosche	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_salzenmund	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_siegfriedhof	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_talabheim	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_ubersreik	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_waldenhof	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_wolfenburg	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_wurtbad	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_wurzen	cai_chaos_region_hint_area_empire	0
wh3_main_chaos_region_bolgasgrad	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_castle_alexandronov	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_dhazhyn	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_dushyka	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_erengrad	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_fort_jakova	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_fort_ostrosk	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_gerslev	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_hell_pit	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_igerov	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_kislev	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_leblya	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_novchozy	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_plesk	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_praag	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_sepukzy	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_volksgrad	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_yetchitch	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_zoishenk	cai_chaos_region_hint_area_kislev	0
wh3_main_chaos_region_amblepeak	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_black_fang	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_blizzardpeak	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_bloodpeak	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_eagle_eyries	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_fallen_city	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_fire_mouth	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_gorger_rock	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_granite_spikes	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_great_hall_of_greasus	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_grimtop	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_hissing_pits	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_ice_caverns_of_ymirdrak	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_icespewer	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_karak_azorn	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_karak_krakaten	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_karak_vrag	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_mist_gorge	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_mount_cragg	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_mount_thug	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_sabre_mountain	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_shambletown	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_the_last_sky_castle	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_the_sky_monolith	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_titans_notch	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_vale_of_titans	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_yhetee_peak	cai_chaos_region_hint_area_mourn_mountains	0
wh3_main_chaos_region_altar_of_spawns	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_altar_of_the_crimson_harvest	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_bay_of_blades	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_black_gulch	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_doomkeep	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_fort_straghov	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_foul_fortress	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_frozen_landing	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_graeling_moot	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_icedrake_fjord	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_kraka_dorden	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_kraka_drak	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_longship_graveyard	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_pack_ice_bay	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_serpent_jetty	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_sjoktraken	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_temple_of_heimkel	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_the_forbidden_citadel	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_the_monolith_of_katam	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_the_tower_of_khrakk	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_troll_fjord	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_winter_pyre	cai_chaos_region_hint_area_norsca	0
wh3_main_chaos_region_bloodwind_keep	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_dragons_crossroad	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_fortress_of_eyes	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_foundry_of_bones	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_iron_storm	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_red_fortress	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_the_volary	cai_chaos_region_hint_sub_area_beyond_bastion	0
wh3_main_chaos_region_bridge_of_heaven	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_city_of_the_shugengan	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_dragon_gate	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_jade_wind_mountain	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_kunlan	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_mines_of_nan_yang	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_ming_zhu	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_nan_gau	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_nan_li	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_nonchang	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_po_mei	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_qiang	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_shang_wu	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_shang_yang	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_shi_long	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_shrine_of_the_alchemist	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_snake_gate	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_tai_tzu	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_temple_of_elemental_winds	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_terracotta_graveyard	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_tower_of_ashshair	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_turtle_gate	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_village_of_the_moon	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_village_of_the_tigermen	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_wei_jin	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_weng_chang	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_xing_po	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_main_chaos_region_zhanshi	cai_chaos_region_hint_sub_area_cathay_proper	0
wh3_dlc23_chaos_region_anurells_tomb	cai_chaos_region_hint_sub_area_darklands	0
wh3_dlc23_chaos_region_desolation_of_drakenmoor	cai_chaos_region_hint_sub_area_darklands	0
wh3_dlc23_chaos_region_flayed_rock	cai_chaos_region_hint_sub_area_darklands	0
wh3_dlc23_chaos_region_gash_kadrak	cai_chaos_region_hint_sub_area_darklands	0
wh3_dlc23_chaos_region_the_haunted_forest	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_black_fortress	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_crookback_mountain	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_darkhold	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_fort_dorznye_vort	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_howling_rock	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_mines_of_gorgoth	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_mount_grey_hag	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_pigbarter	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_shattered_stone_bay	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_skrap_towers	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_daemons_stump	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_falls_of_doom	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_fortress_of_vorag	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_gates_of_zharr	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_sentinels	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_the_tower_of_gorgoth	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_tower_of_grief	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_uzkulak	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_uzkulany	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_zharr_naggrund	cai_chaos_region_hint_sub_area_darklands	0
wh3_main_chaos_region_bechafen	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_bohsenfels	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_brass_keep	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_castle_drakenhof	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_fortenhof	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_grissenwald	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_hergig	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_konigstein_tower	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_krudenwald	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_kusel	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_nuln	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_osterwald	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_siegfriedhof	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_talabheim	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_waldenhof	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_wolfenburg	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_wurtbad	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_wurzen	cai_chaos_region_hint_sub_area_eastern_empire	0
wh3_main_chaos_region_city_of_splinters	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_dharko_wharf	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_dragons_death	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_floating_mountain	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_fort_dolganyeir	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_glut_port	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_hellcade_drove	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_karak_dum	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_stormvrack_mount	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_bleeding_spire	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_challenge_stone	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_gallows_tree	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_red_abyss	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_sunken_sewers	cai_chaos_region_hint_sub_area_eastern_wastes	0
wh3_main_chaos_region_the_vale_of_nightmares	cai_chaos_region_hint_sub_area_eastern_wastes	0
