id	filename	priority
wh3_dlc27_nor_trap	RigidModels\campaign\composite_scene\wh3_dlc27_nor_foreign_slot_trap.csc	0
wh3_dlc27_sla_pleasure	RigidModels\campaign\composite_scene\wh3_dlc27_nor_foreign_slot_dechala.csc	0
wh3_main_ability_gaze_of_fate	composite_scene\spells_and_abilities\wh3_ability_gaze_of_fate_banner.csc	0
wh3_main_cth_encampment	RigidModels/campaign/composite_scene/encampment/cth_encampment.csc	0
wh3_main_dae_encampment	RigidModels/campaign/composite_scene/encampment/dae_encampment.csc	0
wh3_main_kho_encampment	RigidModels\campaign\composite_scene\encampment\kho_encampment.csc	0
wh3_main_ksl_encampment	RigidModels\campaign\composite_scene\encampment\ksl_encampment.csc	0
wh3_main_nur_encampment	RigidModels\campaign\composite_scene\encampment\nur_encampment.csc	0
wh3_main_ogr_encampment	RigidModels/campaign/composite_scene/encampment/ogr_encampment.csc	0
wh3_main_rift_kho	composite_scene/wh3_campaign_rift_kh.csc	0
wh3_main_rift_kho_end	composite_scene/wh3_campaign_rift_kh_end.csc	0
wh3_main_rift_kho_start	composite_scene/wh3_campaign_rift_kho_start.csc	0
wh3_main_rift_nur	composite_scene/wh3_campaign_rift_nu.csc	0
wh3_main_rift_nur_end	composite_scene/wh3_campaign_rift_nu_end.csc	0
wh3_main_rift_nur_start	composite_scene/wh3_campaign_rift_nur_start.csc	0
wh3_main_rift_sla	composite_scene/wh3_campaign_rift_sl.csc	0
wh3_main_rift_sla_end	composite_scene/wh3_campaign_rift_sl_end.csc	0
wh3_main_rift_sla_start	composite_scene/wh3_campaign_rift_sla_start.csc	0
wh3_main_rift_tze	composite_scene/wh3_campaign_rift_tz.csc	0
wh3_main_rift_tze_end	composite_scene/wh3_campaign_rift_tz_end.csc	0
wh3_main_rift_tze_start	composite_scene/wh3_campaign_rift_tz_start.csc	0
wh3_main_sea_lane_aislinn_east	composite_scene\campaign_sea_lanes_anchor_teleport_blue_aislinn_aislinn.csc	0
wh3_main_sea_lane_aislinn_north	composite_scene\campaign_sea_lanes_anchor_teleport_blue_aislinn_tyrion.csc	0
wh3_main_sea_lane_aislinn_south	composite_scene\campaign_sea_lanes_anchor_teleport_blue_aislinn_teclis.csc	0
wh3_main_sea_lane_aislinn_west	composite_scene\campaign_sea_lanes_anchor_teleport_blue_aislinn_aislinn.csc	0
wh3_main_sea_lane_blue	composite_scene\campaign_sea_lanes_anchor_teleport_blue.csc	0
wh3_main_sea_lane_green	composite_scene\campaign_sea_lanes_anchor_teleport_green.csc	0
wh3_main_sea_lane_purple	composite_scene\campaign_sea_lanes_anchor_teleport_purple.csc	0
wh3_main_sea_lane_red	composite_scene\campaign_sea_lanes_anchor_teleport_red.csc	0
wh3_main_sla_encampment	RigidModels\campaign\composite_scene\encampment\sla_encampment.csc	0
wh3_main_sla_summon_disciple_army	composite_scene/wh3_campaign_slaanesh_summon_disciple_army.csc	0
wh3_main_tze_encampment	RigidModels\campaign\composite_scene\encampment\tze_encampment.csc	0
wh3_main_tze_teleporting_start	composite_scene/wh3_campaign_tze_teleport_stance_start.csc	0
wh3_main_tze_teleporting_stop	composite_scene/wh3_campaign_tze_teleport_stance_stop.csc	0
wh_dlc05_wef_encampment	RigidModels\campaign\composite_scene\encampment\woodelf_encampment.csc	0
wh_dlc05_wef_tunnel_stance	RigidModels\campaign\composite_scene\wef_tunnel_stance.csc	0
wh_dlc11_cst_treasure_hunt	RigidModels/campaign/composite_scene/cst_treasure_stance.csc	0
winds_of_magic	composite_scene\winds_of_magic.csc	0
winds_of_magic_3	composite_scene\winds_of_magic_strength3.csc	0
winds_of_magic_4	composite_scene\winds_of_magic_strength4.csc	0
winds_of_magic_5	composite_scene\winds_of_magic_strength5.csc	0
