building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
wh2_dlc09_tmb_infantry						cai_military_group					0	0	1000	1000	1000	1000	0	0	-1	-1	0	0	0	0	0	0	1100	1500
wh2_dlc09_tmb_necrosphinx						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2500	2500
wh2_dlc09_tmb_port						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	20	125
wh2_dlc09_tmb_public_order						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	20	125
wh2_dlc09_tmb_resource_animals						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_dyes						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_furs						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_gems						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_gold						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_resource_iron						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_marble						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_medicine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_obsidian						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_pasture						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_resource_pottery						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_salt						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_spices						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_wine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_resource_wood						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	10	10
wh2_dlc09_tmb_scorpions						cai_military_group					0	0	1000	1000	1000	1000	0	0	-1	-1	0	0	0	0	0	0	1100	1500
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_1	wh2_dlc09_tmb_settlement_major_1	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_1	wh2_dlc09_tmb_settlement_major_1	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_2	wh2_dlc09_tmb_settlement_major_2	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_2	wh2_dlc09_tmb_settlement_major_2	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_3	wh2_dlc09_tmb_settlement_major_3	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_3	wh2_dlc09_tmb_settlement_major_3	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_4	wh2_dlc09_tmb_settlement_major_4	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_4	wh2_dlc09_tmb_settlement_major_4	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_5	wh2_dlc09_tmb_settlement_major_5	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_settlement_major		wh2_dlc09_tmb_settlement_major_5	wh2_dlc09_tmb_settlement_major_5	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc09_tmb_ushabti						cai_military_group					0	0	1000	1000	1000	1000	0	0	-1	-1	0	0	0	0	0	0	1100	1500
wh2_dlc09_tmb_warsphinx						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2500	2500
wh2_dlc10_hef_aesanar_camp						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	260	510	260	0	0	1050	1250
wh2_dlc10_hef_handmaidens_alarielle						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc10_hef_handmaidens						cai_military_group					0	0	1250	1250	1250	1250	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc10_special_world_root_entrance						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_cst_resource_animals						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_dyes						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_furs						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_gems						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_gold						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_iron						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_marble						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_medicine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_obsidian						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_pasture						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_pottery						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_salt						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_spices						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_wine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_cst_resource_wood						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_foreign_corruption											-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200
wh2_dlc11_foreign_income						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200
wh2_dlc11_foreign_infamy						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200
wh2_dlc11_foreign_trade						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200
wh2_dlc11_horde_def_aristocracy						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200
wh2_dlc11_horde_def_exiles						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	150
wh2_dlc11_horde_def_residence						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	100
wh2_dlc11_horde_def_riders						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	150
wh2_dlc11_special_ancient_vault						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_cylostra_opera_house						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_dragon_tooth_lighthouse						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_galleons_graveyard_wreck						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_settlement_galleons_graveyard		wh2_dlc11_special_settlement_galleons_graveyard_1	wh2_dlc11_special_settlement_galleons_graveyard_5	wh_main_sch_main_settlement		cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_special_settlement_galleons_graveyard		wh2_dlc11_special_settlement_galleons_graveyard_1	wh2_dlc11_special_settlement_galleons_graveyard_5	wh_main_sch_main_settlement		cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_special_ship_aranessa						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_ship_cylostra						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_ship_harkon						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_special_ship_harpoon						cai_support_group					-1	-1	0	0	0	0	0	0	0	0	810	810	810	810	0	0	400	2500
wh2_dlc11_special_ship_noctilus						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc11_vampirecoast_defence_garrison						cai_defence_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_defence_garrison						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_defence_walls						cai_defence_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_defence_walls						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_infrastructure_corruption						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	20	125
wh2_dlc11_vampirecoast_infrastructure_growth						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	20	125
wh2_dlc11_vampirecoast_infrastructure_income_other						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	1000
wh2_dlc11_vampirecoast_infrastructure_income						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	1000
wh2_dlc11_vampirecoast_infrastructure_public_order						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_military_barracks						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc11_vampirecoast_military_flying						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc11_vampirecoast_military_ranged						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc11_vampirecoast_port						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_1	wh2_dlc11_vampirecoast_settlement_major_1	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_1	wh2_dlc11_vampirecoast_settlement_major_1	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_2	wh2_dlc11_vampirecoast_settlement_major_2	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_2	wh2_dlc11_vampirecoast_settlement_major_2	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_3	wh2_dlc11_vampirecoast_settlement_major_3	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_3	wh2_dlc11_vampirecoast_settlement_major_3	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_4	wh2_dlc11_vampirecoast_settlement_major_4	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_4	wh2_dlc11_vampirecoast_settlement_major_4	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_5	wh2_dlc11_vampirecoast_settlement_major_5	wh_main_sch_main_settlement		cai_military_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_settlement_major		wh2_dlc11_vampirecoast_settlement_major_5	wh2_dlc11_vampirecoast_settlement_major_5	wh_main_sch_main_settlement		cai_support_group					0	0	880	880	880	880	0	0	-1	-1	0	0	0	0	0	0	1000	1000
wh2_dlc11_vampirecoast_ship_anchor						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_ship_cannons						cai_military_group					-1	-1	0	0	0	0	0	0	0	0	510	510	510	510	0	0	100	500
wh2_dlc11_vampirecoast_ship_captains_cabin						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	1000
wh2_dlc11_vampirecoast_ship_crows_nest						cai_military_group					-1	-1	0	0	0	0	0	0	0	0	510	510	510	510	0	0	100	500
wh2_dlc11_vampirecoast_ship_gunports						cai_military_group					-1	-1	0	0	0	0	0	0	0	0	510	510	510	510	0	0	100	500
wh2_dlc11_vampirecoast_ship_helm						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	1000
wh2_dlc11_vampirecoast_ship_hold						cai_military_group					-1	-1	0	0	0	0	0	0	0	0	510	510	510	510	0	0	100	500
wh2_dlc11_vampirecoast_ship_hull						cai_support_group					-1	-1	0	0	0	0	0	0	0	0	810	810	810	810	0	0	50	250
wh2_dlc11_vampirecoast_ship_main_deck						cai_military_group					-1	-1	0	0	0	0	0	0	0	0	510	510	510	510	0	0	100	500
wh2_dlc11_vampirecoast_ship_sail						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	250
wh2_dlc11_vampirecoast_support_artillery						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc11_vampirecoast_support_monsters						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
wh2_dlc11_vampirecoast_support_necrofex						cai_military_group					0	0	1000	1000	1000	1000	0	0	0	0	510	510	510	510	0	0	1100	1500
				wh2_dlc12_sch_under_empire_settlement_stronghold		cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
				wh2_dlc12_sch_under_empire_settlement_stronghold		cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
				wh2_dlc12_sch_under_empire_settlement_warren		cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
				wh2_dlc12_sch_under_empire_settlement_warren		cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_special_bordeleaux_manann_shrine						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc12_special_sotek_snake_pit						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc12_special_warlock_lab						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc12_special_warpstone_tractor_beam						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	2500
wh2_dlc12_under_empire_annexation_doomsday						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_annexation_war_camp						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_discovery_assassins						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_discovery_deeper_tunnels						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_food_kidnappers						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_food_raiding_camp						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_money_crafting						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_money_thieves						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_warpstone_mine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_warpstone_refinery						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc12_under_empire_warpstone_strip_mine						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120
wh2_dlc13_horde_lizardmen_beasts						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	1500
wh2_dlc13_horde_lizardmen_coldones						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_flying						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_great_beasts						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	1500
wh2_dlc13_horde_lizardmen_portal_itzl						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_portal_quetzl						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_portal_tlanxla						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_saurus_veteran						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	1500
wh2_dlc13_horde_lizardmen_saurus						cai_military_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	1500
wh2_dlc13_horde_lizardmen_skink_chief						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_skink_priest						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_skinks						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
wh2_dlc13_horde_lizardmen_slann						cai_support_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25
