bonus_value_id	effect	subtype
recruitment_level	wh2_dlc15_effect_recruitment_xp_hef_loremaster_mages_archmages	wh2_dlc15_hef_archmage_light
recruitment_level	wh2_dlc15_effect_recruitment_xp_hef_loremaster_mages_archmages	wh2_dlc15_hef_archmage_metal
recruitment_level	wh2_dlc15_effect_recruitment_xp_hef_loremaster_mages_archmages	wh2_dlc15_hef_archmage_shadows
availability	wh2_dlc16_effect_agent_enable_recruitment_champion_skv	wh2_dlc16_skv_chieftain
availability	wh2_dlc16_effect_agent_enable_recruitment_runesmith_skv	wh2_dlc16_skv_packmaster
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_ancient_treemen	wh2_dlc16_wef_malicious_ancient_treeman_beasts
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_ancient_treemen	wh2_dlc16_wef_malicious_ancient_treeman_life
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_ancient_treemen	wh2_dlc16_wef_malicious_ancient_treeman_shadows
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_ancient_treemen	wh_dlc05_wef_ancient_treeman
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_chieftains	wh2_dlc16_skv_chieftain
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_packmasters	wh2_dlc16_skv_packmaster
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_spellweavers	wh2_dlc16_wef_spellweaver_beasts
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_spellweavers	wh2_dlc16_wef_spellweaver_dark
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_spellweavers	wh2_dlc16_wef_spellweaver_high
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_spellweavers	wh2_dlc16_wef_spellweaver_life
recruitment_level	wh2_dlc16_effect_agent_recruitment_xp_spellweavers	wh2_dlc16_wef_spellweaver_shadows
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_beasts_casters	wh2_dlc16_wef_malicious_ancient_treeman_beasts
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_beasts_casters	wh2_dlc16_wef_malicious_branchwraith_beasts
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_beasts_casters	wh2_dlc16_wef_spellweaver_beasts
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_beasts_casters	wh_dlc05_wef_spellsinger_beasts
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_life_casters	wh2_dlc16_wef_malicious_ancient_treeman_life
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_life_casters	wh2_dlc16_wef_malicious_branchwraith_life
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_life_casters	wh2_dlc16_wef_spellweaver_life
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_life_casters	wh_dlc05_wef_ancient_treeman
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_life_casters	wh_dlc05_wef_spellsinger_life
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_shadows_casters	wh2_dlc16_wef_malicious_ancient_treeman_shadows
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_shadows_casters	wh2_dlc16_wef_malicious_branchwraith_shadows
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_shadows_casters	wh2_dlc16_wef_spellweaver_shadows
recruitment_level	wh2_dlc16_effect_hero_recruit_rank_wef_shadows_casters	wh_dlc05_wef_spellsinger_shadow
availability	wh2_dlc17_effect_agent_enable_recruitment_runesmith_lzd	wh2_dlc17_lzd_skink_oracle_troglodon
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh2_twa04_bst_great_bray_shaman_beasts
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh2_twa04_bst_great_bray_shaman_death
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh2_twa04_bst_great_bray_shaman_shadows
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh2_twa04_bst_great_bray_shaman_wild
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh_dlc03_bst_bray_shaman_beasts
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh_dlc03_bst_bray_shaman_death
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh_dlc03_bst_bray_shaman_shadows
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all_hidden	wh_dlc03_bst_bray_shaman_wild
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh2_twa04_bst_great_bray_shaman_beasts
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh2_twa04_bst_great_bray_shaman_death
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh2_twa04_bst_great_bray_shaman_shadows
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh2_twa04_bst_great_bray_shaman_wild
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh_dlc03_bst_bray_shaman_beasts
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh_dlc03_bst_bray_shaman_death
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh_dlc03_bst_bray_shaman_shadows
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_bray_shamans_all	wh_dlc03_bst_bray_shaman_wild
recruitment_level	wh2_dlc17_effect_agent_recruitment_xp_wargor	wh2_dlc17_bst_wargor
cap	wh2_main_effect_agent_cap_increase_lzd_slann	wh2_main_lzd_slann_mage_priest
availability	wh2_main_effect_agent_enable_recruitment_dignitary_def	wh2_main_def_death_hag
availability	wh2_main_effect_agent_enable_recruitment_engineer_skv	wh2_main_skv_warlock_engineer
availability	wh2_main_effect_agent_enable_recruitment_hef_noble	wh2_main_hef_noble
availability	wh2_main_effect_agent_enable_recruitment_lzd_scar_veteran	wh2_main_lzd_saurus_scar_veteran
availability	wh2_main_effect_agent_enable_recruitment_runesmith_hef	wh2_main_hef_loremaster_of_hoeth
availability	wh2_main_effect_agent_enable_recruitment_spy_def	wh2_main_def_khainite_assassin
availability	wh2_main_effect_agent_enable_recruitment_spy_lzd	wh2_dlc12_lzd_tlaqua_skink_chief
availability	wh2_main_effect_agent_enable_recruitment_spy_lzd	wh2_main_lzd_skink_chief
availability	wh2_main_effect_agent_enable_recruitment_spy_skv	wh2_main_skv_assassin
availability	wh2_main_effect_agent_enable_recruitment_wizard_def	wh2_dlc10_def_sorceress_beasts
availability	wh2_main_effect_agent_enable_recruitment_wizard_def	wh2_dlc10_def_sorceress_death
availability	wh2_main_effect_agent_enable_recruitment_wizard_def	wh2_main_def_sorceress_dark
availability	wh2_main_effect_agent_enable_recruitment_wizard_def	wh2_main_def_sorceress_fire
availability	wh2_main_effect_agent_enable_recruitment_wizard_def	wh2_main_def_sorceress_shadow
availability	wh2_main_effect_agent_enable_recruitment_wizard_eshin	wh2_dlc14_skv_eshin_sorcerer
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc10_hef_mage_heavens
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc10_hef_mage_shadows
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc15_hef_mage_beasts
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc15_hef_mage_death
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc15_hef_mage_fire
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_dlc15_hef_mage_metal
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_main_hef_mage_high
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_main_hef_mage_life
availability	wh2_main_effect_agent_enable_recruitment_wizard_hef	wh2_main_hef_mage_light
availability	wh2_main_effect_agent_enable_recruitment_wizard_lzd	wh2_dlc12_lzd_tlaqua_skink_priest_beasts
availability	wh2_main_effect_agent_enable_recruitment_wizard_lzd	wh2_dlc12_lzd_tlaqua_skink_priest_heavens
availability	wh2_main_effect_agent_enable_recruitment_wizard_lzd	wh2_main_lzd_skink_priest_beasts
availability	wh2_main_effect_agent_enable_recruitment_wizard_lzd	wh2_main_lzd_skink_priest_heavens
availability	wh2_main_effect_agent_enable_recruitment_wizard_skv	wh2_main_skv_plague_priest
loyalty_initial_mod	wh2_main_effect_character_mod_loyalty_grey_seers	wh2_main_skv_grey_seer_plague
loyalty_initial_mod	wh2_main_effect_character_mod_loyalty_grey_seers	wh2_main_skv_grey_seer_ruin
loyalty_initial_mod	wh2_main_effect_character_mod_loyalty_warlords	wh2_main_skv_warlord
availability	wh2_pro09_effect_agent_enable_recruitment_black_orc_big_boss	wh2_pro09_grn_black_orc_big_boss
availability	wh2_twa02_effect_agent_enable_recruitment_dignitary_wef	wh2_twa02_wef_glade_captain
recruitment_level	wh2_twa02_effect_hero_recruit_glade_captain	wh2_twa02_wef_glade_captain
availability	wh3_dlc20_effect_agent_enable_recruitment_exalted_hero_mkho	wh3_dlc20_chs_exalted_hero_mkho
availability	wh3_dlc20_effect_agent_enable_recruitment_exalted_hero_mnur	wh3_dlc20_chs_exalted_hero_mnur
availability	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_msla	wh3_dlc20_chs_sorcerer_shadows_msla
availability	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_msla	wh3_dlc20_chs_sorcerer_slaanesh_msla
availability	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_mtze	wh3_dlc20_chs_sorcerer_metal_mtze
availability	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_mtze	wh3_dlc20_chs_sorcerer_tzeentch_mtze
ammo_mod	wh3_dlc20_effect_ammo_tzeentch_armies	wh3_dlc20_chs_daemon_prince_tzeentch
ammo_mod	wh3_dlc20_effect_ammo_tzeentch_armies	wh3_dlc20_chs_sorcerer_lord_metal_mtze
ammo_mod	wh3_dlc20_effect_ammo_tzeentch_armies	wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze
ammo_mod	wh3_dlc20_effect_ammo_tzeentch_armies	wh3_dlc20_tze_vilitch
ammo_mod	wh3_dlc20_effect_ammo_tzeentch_armies	wh3_dlc24_chs_lord_mtze
armour_mod	wh3_dlc20_effect_armour_khorne_armies	wh3_dlc20_chs_daemon_prince_khorne
armour_mod	wh3_dlc20_effect_armour_khorne_armies	wh3_dlc20_chs_lord_mkho
armour_mod	wh3_dlc20_effect_armour_khorne_armies	wh3_dlc20_kho_valkia
melee_attack_mod_mult	wh3_dlc20_effect_melee_attack_slaanesh_armies	wh3_dlc20_chs_daemon_prince_slaanesh
melee_attack_mod_mult	wh3_dlc20_effect_melee_attack_slaanesh_armies	wh3_dlc20_chs_lord_msla
melee_attack_mod_mult	wh3_dlc20_effect_melee_attack_slaanesh_armies	wh3_dlc20_sla_azazel
melee_attack_mod_mult	wh3_dlc20_effect_melee_attack_slaanesh_armies	wh_dlc01_chs_prince_sigvald
melee_defence_mod_mult	wh3_dlc20_effect_melee_defence_nurgle_armies	wh3_dlc20_chs_daemon_prince_nurgle
melee_defence_mod_mult	wh3_dlc20_effect_melee_defence_nurgle_armies	wh3_dlc20_chs_sorcerer_lord_death_mnur
melee_defence_mod_mult	wh3_dlc20_effect_melee_defence_nurgle_armies	wh3_dlc20_chs_sorcerer_lord_nurgle_mnur
melee_defence_mod_mult	wh3_dlc20_effect_melee_defence_nurgle_armies	wh3_dlc20_nur_festus
melee_defence_mod_mult	wh3_dlc20_effect_melee_defence_nurgle_armies	wh3_dlc25_chs_lord_mnur
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_exalted_hero_mkho
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_exalted_hero_mnur
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_sorcerer_metal_mtze
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_sorcerer_shadows_msla
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_sorcerer_slaanesh_msla
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc20_chs_sorcerer_tzeentch_mtze
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc24_chs_exalted_hero_mtze
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc25_chs_sorcerer_death_mnur
availability	wh3_dlc20_effect_unlock_recruitment_chs_marked_heroes_hidden	wh3_dlc25_chs_sorcerer_nurgle_mnur
availability	wh3_dlc23_effect_agent_enable_recruitment_champions_chaos_dwarfs	wh3_dlc23_chd_bull_centaur_taurruk
availability	wh3_dlc23_effect_agent_enable_recruitment_engineer_chaos_dwarfs	wh3_dlc23_chd_infernal_castellan
availability	wh3_dlc23_effect_agent_enable_recruitment_wizard_chaos_dwarfs	wh3_dlc23_chd_daemonsmith_sorcerer_death
availability	wh3_dlc23_effect_agent_enable_recruitment_wizard_chaos_dwarfs	wh3_dlc23_chd_daemonsmith_sorcerer_fire
availability	wh3_dlc23_effect_agent_enable_recruitment_wizard_chaos_dwarfs	wh3_dlc23_chd_daemonsmith_sorcerer_hashut
availability	wh3_dlc23_effect_agent_enable_recruitment_wizard_chaos_dwarfs	wh3_dlc23_chd_daemonsmith_sorcerer_metal
availability	wh3_dlc23_effect_enable_recruitment_chd_bull_centaur_taurruk	wh3_dlc23_chd_bull_centaur_taurruk
availability	wh3_dlc23_effect_enable_recruitment_chd_daemonsmith_sorcerer	wh3_dlc23_chd_daemonsmith_sorcerer_death
availability	wh3_dlc23_effect_enable_recruitment_chd_daemonsmith_sorcerer	wh3_dlc23_chd_daemonsmith_sorcerer_fire
availability	wh3_dlc23_effect_enable_recruitment_chd_daemonsmith_sorcerer	wh3_dlc23_chd_daemonsmith_sorcerer_hashut
availability	wh3_dlc23_effect_enable_recruitment_chd_daemonsmith_sorcerer	wh3_dlc23_chd_daemonsmith_sorcerer_metal
availability	wh3_dlc23_effect_enable_recruitment_chd_infernal_castellan	wh3_dlc23_chd_infernal_castellan
recruitment_level	wh3_dlc23_faction_xp_increase_generals_chd_convoy_overseers	wh3_dlc23_chd_lord_convoy_overseer
availability	wh3_dlc24_effect_agent_enable_recruitment_cth_gate_master	wh3_dlc24_cth_gate_master
availability	wh3_dlc24_effect_agent_enable_recruitment_exalted_hero_mtze	wh3_dlc24_chs_exalted_hero_mtze
availability	wh3_dlc24_effect_agent_enable_recruitment_ksl_hag_witch	wh3_dlc24_ksl_hag_witch_beasts
availability	wh3_dlc24_effect_agent_enable_recruitment_ksl_hag_witch	wh3_dlc24_ksl_hag_witch_death
availability	wh3_dlc24_effect_agent_enable_recruitment_ksl_hag_witch	wh3_dlc24_ksl_hag_witch_hag
availability	wh3_dlc24_effect_agent_enable_recruitment_ksl_hag_witch	wh3_dlc24_ksl_hag_witch_shadows
action_points_percentage_mod	wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	wh3_dlc24_cth_celestial_general_yin
action_points_percentage_mod	wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	wh3_dlc24_cth_yuan_bo
action_points_percentage_mod	wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	wh3_main_cth_dragon_blooded_shugengan_yin
action_points_percentage_mod	wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	wh3_main_cth_lord_magistrate_yin
action_points_percentage_mod	wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	wh3_main_cth_miao_ying
recruitment_level	wh3_dlc24_effect_hero_recruit_rank_tze_tzeentch_casters	wh3_dlc20_chs_sorcerer_tzeentch_mtze
recruitment_level	wh3_dlc24_effect_hero_recruit_rank_tze_tzeentch_casters	wh3_main_tze_iridescent_horror_tzeentch
action_points_percentage_mod	wh3_dlc24_effect_unlock_recruitment_marked_heroes_context_mtze_dummy	wh3_dlc24_chs_exalted_hero_mtze
recruitment_level	wh3_dlc24_faction_xp_increase_generals_cth_shugengan_hidden	wh3_main_cth_dragon_blooded_shugengan_yang
recruitment_level	wh3_dlc24_faction_xp_increase_generals_cth_shugengan_hidden	wh3_main_cth_dragon_blooded_shugengan_yin
recruitment_level	wh3_dlc24_faction_xp_increase_generals_cth_shugengan	wh3_main_cth_dragon_blooded_shugengan_yang
recruitment_level	wh3_dlc24_faction_xp_increase_generals_cth_shugengan	wh3_main_cth_dragon_blooded_shugengan_yin
recruitment_level	wh3_dlc24_hero_recruit_rank_tze_metal_casters	wh3_dlc20_chs_sorcerer_metal_mtze
recruitment_level	wh3_dlc24_hero_recruit_rank_tze_metal_casters	wh3_main_tze_iridescent_horror_metal
availability	wh3_dlc25_effect_agent_enable_recruitment_amethyst_wizard_empire_hidden	wh2_pro07_emp_amethyst_wizard
availability	wh3_dlc25_effect_agent_enable_recruitment_amethyst_wizard_empire	wh2_pro07_emp_amethyst_wizard
availability	wh3_dlc25_effect_agent_enable_recruitment_dignitary_dragon_slayer	wh3_dlc25_dwf_dragon_slayer
availability	wh3_dlc25_effect_agent_enable_recruitment_engineer_empire	wh3_dlc25_emp_engineer
availability	wh3_dlc25_effect_agent_enable_recruitment_sorcerer_mnur	wh3_dlc25_chs_sorcerer_death_mnur
availability	wh3_dlc25_effect_agent_enable_recruitment_sorcerer_mnur	wh3_dlc25_chs_sorcerer_nurgle_mnur
action_points_percentage_mod	wh3_dlc25_effect_agent_nur_cultist_campaign_movement_increase	wh3_main_nur_cultist_plague_ritual
availability	wh3_dlc26_effect_agent_enable_recruitment_grn_night_goblin_big_boss	wh3_dlc26_grn_night_goblin_big_boss
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_dlc26_ogr_bruiser
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_dlc26_ogr_cha_butcher_death
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_dlc26_ogr_cha_butcher_heavens
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_main_ogr_butcher_beasts
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_main_ogr_butcher_great_maw
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_main_ogr_firebelly
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_all	wh3_main_ogr_hunter
availability	wh3_dlc26_effect_agent_enable_recruitment_ogr_bruiser	wh3_dlc26_ogr_bruiser
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_dlc26_ogr_cha_butcher_death
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_dlc26_ogr_cha_butcher_heavens
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_dlc26_ogr_cha_slaughtermaster_death
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_dlc26_ogr_cha_slaughtermaster_heavens
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_main_ogr_butcher_beasts
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_main_ogr_butcher_great_maw
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_main_ogr_slaughtermaster_beasts
recruitment_level	wh3_dlc26_effect_agent_recruitment_xp_ogr_butcher_slaughtermaster	wh3_main_ogr_slaughtermaster_great_maw
availability	wh3_main_effect_agent_enable_recruitment_cth_alchemist	wh3_main_cth_alchemist
availability	wh3_main_effect_agent_enable_recruitment_cth_astromancer	wh3_main_cth_astromancer
availability	wh3_main_effect_agent_enable_recruitment_kho_bloodreaper	wh3_main_kho_bloodreaper
availability	wh3_main_effect_agent_enable_recruitment_kho_cultist	wh3_main_kho_cultist
availability	wh3_main_effect_agent_enable_recruitment_ksl_frost_maiden	wh3_main_ksl_frost_maiden_ice
