template_key	unit_group_key	ratio
WH_Bretonnia_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Bretonnia_land_3	wh3_default_land_artillery_long_range	1
WH_Bretonnia_land_3	wh3_default_land_aura	5
WH_Bretonnia_land_3	wh3_default_land_characters	10
WH_Bretonnia_land_3	wh3_default_land_melee_cavalry_main_mounted	30
WH_Bretonnia_land_3	wh3_default_land_melee_infantry_main_frontline	20
WH_Bretonnia_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Bretonnia_land_3	wh3_default_land_ranged_cavalry_mounted	1
WH_Bretonnia_land_3	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Bretonnia_land	wh3_default_land_artillery_long_range	10
WH_Bretonnia_land	wh3_default_land_characters	10
WH_Bretonnia_land	wh3_default_land_flying_heavy	10
WH_Bretonnia_land	wh3_default_land_melee_cavalry_main_mounted_heavy	20
WH_Bretonnia_land	wh3_default_land_melee_cavalry_main_mounted_medium	20
WH_Bretonnia_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Bretonnia_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Bretonnia_land	wh3_default_land_ranged_cavalry_mounted	5
WH_Bretonnia_land	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Cathay_land_2	wh3_default_land_artillery_long_range	15
WH_Cathay_land_2	wh3_default_land_aura	5
WH_Cathay_land_2	wh3_default_land_characters	10
WH_Cathay_land_2	wh3_default_land_flying_heavy	10
WH_Cathay_land_2	wh3_default_land_melee_cavalry_main_mounted	5
WH_Cathay_land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Cathay_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Cathay_land_2	wh3_default_land_ranged_infantry_main_heavy	15
WH_Cathay_land_2	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Cathay_land_3	wh3_default_land_characters	10
WH_Cathay_land_3	wh3_default_land_flying_heavy	10
WH_Cathay_land_3	wh3_default_land_melee_cavalry_main_mounted	10
WH_Cathay_land_3	wh3_default_land_melee_cavalry_main_mounted_heavy	5
WH_Cathay_land_3	wh3_default_land_melee_infantry_main_frontline	15
WH_Cathay_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Cathay_land_3	wh3_default_land_monsters_heavy	10
WH_Cathay_land_3	wh3_default_land_ranged_infantry_main_heavy	15
WH_Cathay_land_3	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Cathay_land_4	wh3_default_land_artillery_long_range	15
WH_Cathay_land_4	wh3_default_land_aura	1
WH_Cathay_land_4	wh3_default_land_characters	10
WH_Cathay_land_4	wh3_default_land_flying	5
WH_Cathay_land_4	wh3_default_land_flying_heavy	5
WH_Cathay_land_4	wh3_default_land_melee_cavalry_main_mounted	5
WH_Cathay_land_4	wh3_default_land_melee_cavalry_main_mounted_heavy	5
WH_Cathay_land_4	wh3_default_land_melee_infantry_main_frontline	20
WH_Cathay_land_4	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Cathay_land_4	wh3_default_land_monsters_heavy	5
WH_Cathay_land_4	wh3_default_land_ranged_infantry_main_heavy_long_range	10
WH_Cathay_land_4	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Cathay_land	wh3_default_land_artillery_long_range	5
WH_Cathay_land	wh3_default_land_characters	10
WH_Cathay_land	wh3_default_land_flying_heavy	5
WH_Cathay_land	wh3_default_land_melee_cavalry_main_mounted	10
WH_Cathay_land	wh3_default_land_melee_infantry_main_frontline	20
WH_Cathay_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	20
WH_Cathay_land	wh3_default_land_monsters_heavy	5
WH_Cathay_land	wh3_default_land_ranged_infantry_main_heavy	10
WH_Cathay_land	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Chaos_Daemons_land_2	wh3_default_land_characters	5
WH_Chaos_Daemons_land_2	wh3_default_land_melee_cavalry	10
WH_Chaos_Daemons_land_2	wh3_default_land_melee_cavalry_main	10
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_flanking	15
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_2	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_Daemons_land_2	wh3_default_land_monsters_heavy	15
WH_Chaos_Daemons_land_3	wh3_default_land_characters	5
WH_Chaos_Daemons_land_3	wh3_default_land_melee_cavalry	10
WH_Chaos_Daemons_land_3	wh3_default_land_melee_cavalry_main	5
WH_Chaos_Daemons_land_3	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_3	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_3	wh3_default_land_monsters_flanking_strong	15
WH_Chaos_Daemons_land_3	wh3_default_land_monsters_heavy	20
WH_Chaos_Daemons_land_3	wh3_default_land_ranged_infantry	10
WH_Chaos_Daemons_land_4	wh3_default_land_characters	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_cavalry	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_cavalry_main	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry_main_frontline	15
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_4	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_4	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_Daemons_land_4	wh3_default_land_monsters_heavy	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry_main_heavy	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry_main_light	10
WH_Chaos_Daemons_land	wh3_default_land_characters	5
WH_Chaos_Daemons_land	wh3_default_land_melee_cavalry	5
WH_Chaos_Daemons_land	wh3_default_land_melee_cavalry_main	15
WH_Chaos_Daemons_land	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land	wh3_default_land_monsters	5
WH_Chaos_Daemons_land	wh3_default_land_monsters_flanking_strong	20
WH_Chaos_Daemons_land	wh3_default_land_monsters_heavy	15
WH_Chaos_Dwarfs_land_2	wh3_default_land_artillery_long_range	15
WH_Chaos_Dwarfs_land_2	wh3_default_land_artillery_short_range	5
WH_Chaos_Dwarfs_land_2	wh3_default_land_characters	10
WH_Chaos_Dwarfs_land_2	wh3_default_land_melee_cavalry_light	5
WH_Chaos_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Chaos_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	25
WH_Chaos_Dwarfs_land_2	wh3_default_land_monsters_flanking_strong	5
WH_Chaos_Dwarfs_land_2	wh3_default_land_monsters_heavy	5
WH_Chaos_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Chaos_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_light_backline_high_quality	20
WH_Chaos_Dwarfs_land_3	wh3_default_land_artillery	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_characters	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_melee_cavalry_light	5
WH_Chaos_Dwarfs_land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_melee_infantry_trash	5
WH_Chaos_Dwarfs_land_3	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_monsters_heavy	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_ranged_infantry	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Chaos_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_backline_high_quality	10
WH_Chaos_Dwarfs_land	wh3_default_land_artillery_long_range	15
WH_Chaos_Dwarfs_land	wh3_default_land_artillery_short_range	5
WH_Chaos_Dwarfs_land	wh3_default_land_characters	10
WH_Chaos_Dwarfs_land	wh3_default_land_melee_cavalry_light	5
WH_Chaos_Dwarfs_land	wh3_default_land_melee_infantry_main_flanking	5
WH_Chaos_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords	20
WH_Chaos_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Chaos_Dwarfs_land	wh3_default_land_monsters	15
WH_Chaos_Dwarfs_land	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Chaos_Dwarfs_land	wh3_default_land_ranged_infantry_main_light_backline_high_quality	15
WH_Chaos_land_2	wh3_default_land_artillery_long_range	1
WH_Chaos_land_2	wh3_default_land_aura	5
WH_Chaos_land_2	wh3_default_land_characters	10
WH_Chaos_land_2	wh3_default_land_melee_cavalry	5
WH_Chaos_land_2	wh3_default_land_melee_cavalry_main	5
WH_Chaos_land_2	wh3_default_land_melee_cavalry_main_chariots	5
WH_Chaos_land_2	wh3_default_land_melee_infantry	10
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_land_2	wh3_default_land_monsters	5
WH_Chaos_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_land_2	wh3_default_land_monsters_heavy	10
WH_Chaos_land_2	wh3_default_land_ranged_cavalry	5
WH_Chaos_land	wh3_default_land_artillery_long_range	1
WH_Chaos_land	wh3_default_land_aura	5
WH_Chaos_land	wh3_default_land_characters	10
WH_Chaos_land	wh3_default_land_melee_cavalry	5
WH_Chaos_land	wh3_default_land_melee_cavalry_main	10
WH_Chaos_land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Chaos_land	wh3_default_land_melee_infantry	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Chaos_land	wh3_default_land_monsters	5
WH_Chaos_land	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_land	wh3_default_land_monsters_heavy	5
WH_Chaos_land	wh3_default_land_ranged_cavalry	10
WH_Dark_Elves_land_2	wh3_default_land_artillery_long_range	5
WH_Dark_Elves_land_2	wh3_default_land_characters	10
WH_Dark_Elves_land_2	wh3_default_land_melee_cavalry_main_mounted	5
WH_Dark_Elves_land_2	wh3_default_land_melee_cavalry_main_mounted_heavy	5
WH_Dark_Elves_land_2	wh3_default_land_melee_cavalry_main_mounted_medium	5
WH_Dark_Elves_land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Dark_Elves_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Dark_Elves_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Dark_Elves_land_2	wh3_default_land_monsters_flanking	15
WH_Dark_Elves_land_2	wh3_default_land_monsters_heavy	5
WH_Dark_Elves_land_2	wh3_default_land_ranged_cavalry	5
WH_Dark_Elves_land_2	wh3_default_land_ranged_cavalry_chariots	5
WH_Dark_Elves_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Dark_Elves_land_3	wh3_default_land_artillery_long_range	10
WH_Dark_Elves_land_3	wh3_default_land_characters	10
WH_Dark_Elves_land_3	wh3_default_land_melee_cavalry_main_mounted	15
WH_Dark_Elves_land_3	wh3_default_land_melee_infantry_main_flanking	15
WH_Dark_Elves_land_3	wh3_default_land_melee_infantry_main_frontline	5
WH_Dark_Elves_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Dark_Elves_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Dark_Elves_land_3	wh3_default_land_monsters_heavy	20
WH_Dark_Elves_land_3	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Dark_Elves_land	wh3_default_land_artillery_long_range	5
WH_Dark_Elves_land	wh3_default_land_aura	5
WH_Dark_Elves_land	wh3_default_land_characters	10
WH_Dark_Elves_land	wh3_default_land_melee_cavalry_main_mounted	10
WH_Dark_Elves_land	wh3_default_land_melee_infantry_main_flanking	15
WH_Dark_Elves_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Dark_Elves_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	5
WH_Dark_Elves_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	5
WH_Dark_Elves_land	wh3_default_land_monsters_heavy	10
WH_Dark_Elves_land	wh3_default_land_ranged_cavalry	5
WH_Dark_Elves_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Dwarfs_land_2	wh3_default_land_artillery	5
WH_Dwarfs_land_2	wh3_default_land_artillery_long_range	15
WH_Dwarfs_land_2	wh3_default_land_characters	10
WH_Dwarfs_land_2	wh3_default_land_flying_heavy	5
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	30
WH_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_heavy_short_range	15
WH_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Dwarfs_land_3	wh3_default_land_artillery	15
WH_Dwarfs_land_3	wh3_default_land_characters	10
WH_Dwarfs_land_3	wh3_default_land_flying_heavy	10
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_flanking	20
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry	5
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_heavy_short_range	5
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_skirmisher	15
WH_Dwarfs_land	wh3_default_land_artillery_long_range	15
WH_Dwarfs_land	wh3_default_land_characters	10
WH_Dwarfs_land	wh3_default_land_flying_heavy	5
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_flanking	5
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords	20
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Dwarfs_land	wh3_default_land_ranged_infantry_main_heavy_short_range	10
WH_Dwarfs_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Empire_land_2	wh3_default_land_artillery_long_range	15
WH_Empire_land_2	wh3_default_land_characters	10
WH_Empire_land_2	wh3_default_land_melee_cavalry_main_mounted_heavy	10
WH_Empire_land_2	wh3_default_land_melee_cavalry_main_mounted_medium	10
WH_Empire_land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Empire_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	20
WH_Empire_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_2	wh3_default_land_ranged_cavalry	5
WH_Empire_land_2	wh3_default_land_ranged_infantry	5
WH_Empire_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Empire_land_3	wh3_default_land_artillery_long_range	20
WH_Empire_land_3	wh3_default_land_characters	10
WH_Empire_land_3	wh3_default_land_melee_cavalry_main_mounted_heavy	10
WH_Empire_land_3	wh3_default_land_melee_cavalry_main_mounted_medium	5
WH_Empire_land_3	wh3_default_land_melee_infantry_main	10
WH_Empire_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Empire_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_3	wh3_default_land_ranged_cavalry	0
WH_Empire_land_3	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Empire_land_4	wh3_default_land_artillery_long_range	10
WH_Empire_land_4	wh3_default_land_characters	10
WH_Empire_land_4	wh3_default_land_melee_cavalry_main_mounted_heavy	5
WH_Empire_land_4	wh3_default_land_melee_cavalry_main_mounted_medium	5
WH_Empire_land_4	wh3_default_land_melee_infantry_main	10
WH_Empire_land_4	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Empire_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_4	wh3_default_land_ranged_cavalry_chariots	5
WH_Empire_land_4	wh3_default_land_ranged_cavalry_mounted	5
WH_Empire_land_4	wh3_default_land_ranged_infantry	10
WH_Empire_land_4	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Empire_land	wh3_default_land_artillery_long_range	15
WH_Empire_land	wh3_default_land_characters	10
WH_Empire_land	wh3_default_land_melee_cavalry_main_mounted_heavy	10
WH_Empire_land	wh3_default_land_melee_cavalry_main_mounted_medium	5
WH_Empire_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	20
WH_Empire_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Empire_land	wh3_default_land_ranged_cavalry	5
WH_Empire_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Festus_Land_2	wh3_default_land_aura	5
WH_Festus_Land_2	wh3_default_land_melee_cavalry	5
WH_Festus_Land_2	wh3_default_land_melee_cavalry_main	15
WH_Festus_Land_2	wh3_default_land_melee_cavalry_main_chariots	10
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_flanking	20
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_2	wh3_default_land_monsters	5
WH_Festus_Land_2	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land_2	wh3_default_land_monsters_heavy	5
WH_Festus_Land_2	wh3_default_land_ranged_cavalry	5
WH_Festus_Land_3	wh3_default_land_aura	5
WH_Festus_Land_3	wh3_default_land_melee_cavalry	5
WH_Festus_Land_3	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_frontline	15
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_3	wh3_default_land_monsters	10
WH_Festus_Land_3	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land_3	wh3_default_land_monsters_heavy	10
WH_Festus_Land_3	wh3_default_land_ranged_cavalry	10
WH_Festus_Land_4	wh3_default_land_aura	5
WH_Festus_Land_4	wh3_default_land_melee_cavalry	5
WH_Festus_Land_4	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land_4	wh3_default_land_melee_cavalry_main_chariots	5
WH_Festus_Land_4	wh3_default_land_melee_infantry	10
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_flanking	5
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_4	wh3_default_land_monsters	15
WH_Festus_Land_4	wh3_default_land_monsters_flanking_strong	15
WH_Festus_Land_4	wh3_default_land_monsters_heavy	15
WH_Festus_Land	wh3_default_land_aura	5
WH_Festus_Land	wh3_default_land_melee_cavalry	5
WH_Festus_Land	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Festus_Land	wh3_default_land_melee_infantry_main_flanking	15
WH_Festus_Land	wh3_default_land_melee_infantry_main_frontline	20
WH_Festus_Land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land	wh3_default_land_monsters	10
WH_Festus_Land	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land	wh3_default_land_monsters_heavy	10
WH_Greenskin_Labourers	wh3_default_land_artillery_long_range	5
WH_Greenskin_Labourers	wh3_default_land_melee_cavalry_light	10
WH_Greenskin_Labourers	wh3_default_land_melee_infantry_main_flanking	15
WH_Greenskin_Labourers	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Greenskin_Labourers	wh3_default_land_melee_infantry_trash	40
WH_Greenskin_Labourers	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Greenskins_land_2	wh3_default_land_artillery_long_range	10
WH_Greenskins_land_2	wh3_default_land_characters	10
WH_Greenskins_land_2	wh3_default_land_melee_cavalry_main_chariots	10
WH_Greenskins_land_2	wh3_default_land_melee_cavalry_main_mounted_heavy	10
WH_Greenskins_land_2	wh3_default_land_melee_cavalry_main_mounted_medium	10
WH_Greenskins_land_2	wh3_default_land_melee_infantry	5
WH_Greenskins_land_2	wh3_default_land_melee_infantry_main_frontline_swords	20
WH_Greenskins_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	25
WH_Greenskins_land_2	wh3_default_land_monsters	1
WH_Greenskins_land_2	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Greenskins_land_3	wh3_default_land_artillery_long_range	10
WH_Greenskins_land_3	wh3_default_land_characters	10
WH_Greenskins_land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Greenskins_land_3	wh3_default_land_melee_cavalry_main_mounted	10
WH_Greenskins_land_3	wh3_default_land_melee_infantry_main_frontline_swords	15
WH_Greenskins_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Greenskins_land_3	wh3_default_land_monsters_flanking_strong	10
WH_Greenskins_land_3	wh3_default_land_monsters_heavy	15
WH_Greenskins_land_3	wh3_default_land_ranged_cavalry	5
WH_Greenskins_land_3	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Greenskins_land_4	wh3_default_land_artillery_long_range	1
WH_Greenskins_land_4	wh3_default_land_characters	10
WH_Greenskins_land_4	wh3_default_land_melee_cavalry_main_chariots	10
WH_Greenskins_land_4	wh3_default_land_melee_cavalry_main_mounted_heavy	10
WH_Greenskins_land_4	wh3_default_land_melee_infantry	5
WH_Greenskins_land_4	wh3_default_land_melee_infantry_main_frontline_swords	20
WH_Greenskins_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Greenskins_land_4	wh3_default_land_monsters_flanking_strong	10
WH_Greenskins_land_4	wh3_default_land_monsters_heavy	5
WH_Greenskins_land_4	wh3_default_land_ranged_cavalry	5
WH_Greenskins_land_4	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Greenskins_land	wh3_default_land_artillery_long_range	5
WH_Greenskins_land	wh3_default_land_characters	10
WH_Greenskins_land	wh3_default_land_melee_cavalry_main_chariots	5
