key	group_sound	max_distance	start_event	stop_event	use_reverb	switch	looping_group_sound	unit_application_event	unit_removal_event	unit_phase_change_sound_cooldown
wh2_dlc10_quest_abilitiy_insane_head	wh2_dlc10_quest_abilitiy_insane_head	500.0000			true		true			0.0000
wh2_dlc11_ability_abandon_ship		400.0000	Battle_IND_Magic_Abandon_Ship		true		false			0.0000
wh2_dlc11_ability_cst_negative	wh2_dlc11_ability_cst_negative_group	300.0000			true		true			0.0000
wh2_dlc11_ability_cst_negative_aoe	wh2_dlc11_ability_cst_negative_aoe_group	300.0000			true		true			0.0000
wh2_dlc11_ability_cst_positive	wh2_dlc11_ability_cst_positive_group	300.0000			true		true			0.0000
wh2_dlc11_ability_cst_positive_aoe	wh2_dlc11_ability_cst_positive_aoe_group	300.0000			true		true			0.0000
wh2_dlc11_ability_enthrallment	wh2_dlc11_ability_enthrallment_debuff_group	300.0000			true		true			0.0000
wh2_dlc11_ability_fog_of_the_damned_debuff	wh2_dlc11_ability_fog_of_the_damned_debuff_group	300.0000			true		true			0.0000
wh2_dlc11_ability_shanty_verse_01	wh2_dlc11_ability_shanty_buff_group	350.0000	Battle_IND_Magic_Shanty_Verse_01		true	Battle_Triggered_By_Player	true			0.0000
wh2_dlc11_ability_shanty_verse_02	wh2_dlc11_ability_shanty_buff_group	350.0000	Battle_IND_Magic_Shanty_Verse_02		true	Battle_Triggered_By_Player	true			0.0000
wh2_dlc11_ability_shanty_verse_03	wh2_dlc11_ability_shanty_buff_group	350.0000	Battle_IND_Magic_Shanty_Verse_03		true	Battle_Triggered_By_Player	true			0.0000
wh2_dlc11_gaseous_demise		400.0000	Battle_Individual_Projectile_Gaseous_Demise_Start		true		false			0.0000
wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	700.0000			true		true			0.0000
wh2_dlc12_ability_drop_sphere_of_tepok_debuff	wh2_dlc12_ability_drop_sphere_of_tepok_debuff_group	300.0000			true		true			0.0000
wh2_dlc12_ability_supreme_shield_of_the_old_ones		600.0000			true		false			0.0000
wh2_dlc12_ability_unlimited_power		350.0000	Battle_IND_Magic_Unlimited_Power_Loop_Start	Battle_IND_Magic_Unlimited_Power_Loop_Stop	true		false			0.0000
wh2_dlc12_ability_warpstorm_doomrocket_radiation		350.0000	Battle_IND_Magic_Warpstorm_Doomrocket_Radiation_Loop_Start	Battle_IND_Magic_Warpstorm_Doomrocket_Radiation_Loop_Stop	true		true			0.0000
wh2_dlc13_ability_hail_of_fire	wh2_dlc13_ability_hail_of_fire_group	500.0000			true		true			0.0000
wh2_dlc13_ability_miasma_of_despair	wh2_dlc13_ability_miasma_of_despair_group	500.0000			true		true			0.0000
wh2_dlc13_ability_protection_of_quetzl		500.0000	Battle_IND_Magic_Protection_Of_Quetzl_Loop_Start	Battle_IND_Magic_Protection_Of_Quetzl_Loop_Stop	true		false			0.0000
wh2_dlc13_ability_summon_unbinding_generic_large_phase_01	wh2_dlc13_ability_summon_unbinding_generic_large_phase_01	100.0000			true		true			0.0000
wh2_dlc13_ability_summon_unbinding_generic_large_phase_02	wh2_dlc13_ability_summon_unbinding_generic_large_phase_02	350.0000			true		true			0.0000
wh2_dlc13_ability_summon_unbinding_generic_phase_03		350.0000	Summon_Unbinding_Generic_Phase_03_Launch		true		false			0.0000
wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	100.0000			true		true			0.0000
wh2_dlc13_ability_summon_unbinding_generic_small_phase_02	wh2_dlc13_ability_summon_unbinding_generic_small_phase_02	350.0000			true		true			0.0000
wh2_dlc14_ability_blood_price	wh2_dlc14_ability_blood_price	500.0000			true		true			0.0000
wh2_dlc14_ability_daemons_curse	wh2_dlc14_ability_daemons_curse	500.0000			true		true			0.0000
wh2_dlc14_ability_doppelgang	wh2_dlc14_ability_doppelgang	300.0000			true		true			0.0000
wh2_dlc14_ability_reaper_of_souls	wh2_dlc14_ability_reaper_of_souls	500.0000	Battle_IND_Magic_Reaper_of_Souls_Circle_Loop_Start	Battle_IND_Magic_Reaper_of_Souls_Circle_Loop_Stop	true		true			0.0000
wh2_dlc14_spell_ruin_flensing_ruin	wh2_dlc14_spell_ruin_flensing_ruin	700.0000			true		true			0.0000
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh2_dlc14_spell_ruin_flensing_ruin_upgraded	700.0000			true		true			0.0000
wh2_dlc14_spell_stealth_armour_of_darkness	wh2_dlc14_spell_stealth_armour_of_darkness	700.0000			true		true			0.0000
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	700.0000			true		true			0.0000
wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone	700.0000			true		true			0.0000
wh2_dlc14_spell_stealth_brittle_bone_upgraded	wh2_dlc14_spell_stealth_brittle_bone_upgraded	700.0000			true		true			0.0000
wh2_dlc14_spell_stealth_skitterleap	wh2_dlc14_spell_stealth_skitterleap	700.0000			true		true			0.0000
wh2_dlc15_ability_dragon_vine_scales	wh2_dlc15_grp_ability_vine_dragon_scales	700.0000			true		true			0.0000
wh2_dlc15_ability_envelop_in_mist	wh2_dlc15_ability_envelop_in_mist_group	500.0000			true		true			0.0000
wh2_dlc15_ability_fermented_fungi		350.0000	Battle_IND_Magic_Fermented_Fungi_start	Battle_IND_Magic_Fermented_Fungi_stop	true		false			0.0000
wh2_dlc15_ability_helm_of_yvreese	wh2_dlc15_ability_helm_of_yvreese_group	500.0000	Battle_IND_Magic_Helm_Of_Yvreese_Loop_Start_Banner	Battle_IND_Magic_Helm_Of_Yvreese_Loop_Stop_Banner	true		true			0.0000
wh2_dlc15_ability_wardens_cage	wh2_dlc15_ability_wardens_cage_group	700.0000			true		true			0.0000
wh2_dlc16_ability_conjoined_destiny_countdown		500.0000	Battle_IND_Magic_Conjoined_Destiny_Loop_Start	Battle_IND_Magic_Conjoined_Destiny_Loop_Stop	true		false			0.0000
wh2_dlc16_ability_conjoined_destiny_heal		500.0000	Battle_IND_Magic_Conjoined_Destiny_Loop_Heal		true		false			0.0000
wh2_dlc16_ability_loecs_blessing	wh2_dlc16_ability_loecs_blessing	500.0000			true		true			0.0000
wh2_dlc16_ability_rune_of_negation	wh2_dlc17_grp_ability_rune_of_negation	500.0000			true		true			0.0000
wh2_dlc16_item_abilities_berry_wine		350.0000	Battle_IND_Special_Ability_Wef_Berry_Wine_Start	Battle_IND_Special_Ability_Wef_Berry_Wine_Stop	true		false			0.0000
wh2_dlc17_ability_ancestral_rune_of_grugni		500.0000			true		true			0.0000
wh2_dlc17_ability_ancestral_rune_of_valaya		500.0000			true		true			0.0000
wh2_dlc17_ability_rune_of_breaking	wh2_dlc17_grp_ability_rune_of_breaking	500.0000			true		true			0.0000
wh2_dlc17_ability_rune_of_oath_and_steel	wh2_dlc17_grp_ability_rune_of_oath_and_steel	500.0000			true		true			0.0000
wh2_dlc17_ability_rune_of_slowness	wh2_dlc17_grp_ability_rune_of_slowness	500.0000			true		true			0.0000
wh2_dlc17_ability_rune_of_speed	wh2_dlc17_grp_ability_rune_of_speed	500.0000			true		true			0.0000
wh2_main_ability_amulet_of_itzl	wh2_main_ability_amulet_of_itzl_group	300.0000			true		true			0.0000
wh2_main_ability_armour_of_the_stars	wh2_main_ability_armour_of_the_stars_group	300.0000			true		true			0.0000
wh2_main_ability_channeling_spire		300.0000	Battle_IND_Magic_Mors_Clanstone_Loop_Start	Battle_IND_Magic_Mors_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_cold_blooded	wh2_main_ability_cold_blooded_group	300.0000			true		true			0.0000
wh2_main_ability_eshin_clanstone		300.0000	Battle_IND_Magic_Eshin_Clanstone_Loop_Start	Battle_IND_Magic_Eshin_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_holy_stela		300.0000	Battle_IND_Magic_Holy_Stela_Loop_Start	Battle_IND_Magic_Holy_Stela_Loop_Stop	true		false			0.0000
wh2_main_ability_mors_clanstone		300.0000	Battle_IND_Magic_Mors_Clanstone_Loop_Start	Battle_IND_Magic_Mors_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_moulder_clanstone		300.0000	Battle_IND_Magic_Moulder_Clanstone_Loop_Start	Battle_IND_Magic_Moulder_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_murderous_prowess	wh2_main_ability_murderous_prowess_group	350.0000			true		true			0.0000
wh2_main_ability_pestilens_clanstone		300.0000	Battle_IND_Magic_Pestilens_Clanstone_Loop_Start	Battle_IND_Magic_Pestilens_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_plaque_of_dominion	wh2_main_ability_plaque_of_dominion_group	300.0000			true		true			0.0000
wh2_main_ability_scrying_stone	wh2_main_ability_scrying_stone_group	300.0000			true		true			0.0000
wh2_main_ability_shield_of_the_old_ones		600.0000			true		true			0.0000
wh2_main_ability_skryre_clanstone		300.0000	Battle_IND_Magic_Skyre_Clanstone_Loop_Start	Battle_IND_Magic_Skyre_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_skyre_clanstone		300.0000	Battle_IND_Magic_Skyre_Clanstone_Loop_Start	Battle_IND_Magic_Skyre_Clanstone_Loop_Stop	true		true			0.0000
wh2_main_ability_temple_of_mists		300.0000	Battle_IND_Magic_Temple_Of_Mists_Loop_Start	Battle_IND_Magic_Temple_Of_Mists_Loop_Stop	true		false			0.0000
wh2_main_spell_high_magic_apotheosis	wh2_main_spell_high_magic_apotheosis	700.0000			true		true			0.0000
wh2_main_spell_high_magic_arcane_unforging	wh2_main_spell_high_magic_arcane_unforging	700.0000			true		true			0.0000
wh2_main_spell_high_magic_hand_of_glory	wh2_main_spell_high_magic_hand_of_glory	700.0000			true		true			0.0000
wh2_main_spell_high_magic_soul_quench_tail	wh2_main_spell_high_magic_soul_quench_tail	700.0000			true		true			0.0000
wh2_main_spell_plague_bless_with_filth	wh2_main_spell_plague_bless_with_filth	700.0000			true		true			0.0000
wh2_main_spell_plague_wither	wh2_main_spell_plague_wither	700.0000			true		true			0.0000
wh2_main_unit_abilities_concealment_bombs	wh2_main_unit_abilities_concealment_bombs_group	300.0000			true		true			0.0000
wh2_main_unit_abilities_snare_net	wh2_main_unit_abilities_snare_net	700.0000			true		false			0.0000
wh2_tmb_spell_nehekhara_djafs_incantation_of_cursed_blades	wh2_tmb_spell_nehekhara_djafs_incantation_of_cursed_blades	700.0000			true		true			0.0000
wh2_tmb_spell_nehekhara_nerus_incantation_of_protection	wh2_tmb_spell_nehekhara_nerus_incantation_of_protection	700.0000			true		true			0.0000
wh2_tmb_spell_nehekhara_ptras_incantation_of_righteous_smiting	wh2_tmb_spell_nehekhara_ptras_incantation_of_righteous_smiting	700.0000			true		true			0.0000
wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	700.0000			true		true			0.0000
wh2_tmb_spell_nehekhara_usirians_incantation_of_vengeance	wh2_tmb_spell_nehekhara_usirians_incantation_of_vengeance	700.0000			true		true			0.0000
wh3__spell_yin_missile_mirror	wh3_spell_yin_missile_mirror	0.0000			true		true			0.0000
wh3_ability_ogre_everyone_has_their_price	wh3_main_lord_abilities_everyone_has_their_price_group	550.0000			true		true			0.0000
wh3_ability_ogre_extra_ingredients	wh3_main_ability_ogr_extra_ingredients_group	550.0000			true		true			0.0000
wh3_ability_pestilent_regeneration	wh3_ability_pestilent_regeneration	500.0000			true		true			0.0000
wh3_dlc20_ability_armour_of_morkar		350.0000	IND_Magic_Archaon_Armour_Of_Morkar_Start	IND_Magic_Archaon_Armour_Of_Morkar_Stop	true		false			0.0000
wh3_dlc20_ability_daemon_shield		550.0000	IND_Magic_Kho_Daemon_Shield_Start	IND_Magic_Kho_Daemon_Shield_Stop	true		false			0.0000
wh3_dlc20_ability_giver_of_abundant_glory		200.0000			true		false	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Ability_Start	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Ability_Stop	1.0000
wh3_dlc20_ability_giver_of_arcane_glory		200.0000			true		false	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Ability_Start	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Ability_Stop	1.0000
wh3_dlc20_ability_giver_of_furious_glory		200.0000			true		false	BAT_IND_Magic_Persistent_Warshrine_Khorne_Ability_Start	BAT_IND_Magic_Persistent_Warshrine_Khorne_Ability_Stop	1.0000
wh3_dlc20_ability_giver_of_glory		200.0000			true		false	BAT_IND_Magic_Persistent_Warshrine_Chaos_Ability_Start	BAT_IND_Magic_Persistent_Warshrine_Chaos_Ability_Stop	1.0000
wh3_dlc20_ability_giver_of_torturous_glory		200.0000			true		false	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Ability_Start	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Ability_Stop	1.0000
wh3_dlc20_ability_sla_daemonblade	wh3_dlc20_ability_daemonblade	300.0000			true		true			0.0000
wh3_dlc20_ability_sla_temptator	wh3_dlc20_ability_temptator	300.0000			true		true			0.0000
wh3_dlc20_ability_storm_rage	wh3_dlc20_lord_abilities_storm_rage	300.0000			true		false			0.0000
wh3_dlc20_ability_tempest_rage		300.0000	IND_Magic_Kholek_Tempest_Rage_Start	IND_Magic_Kholek_Tempest_Rage_Stop	true		false			0.0000
wh3_dlc23_ability_black_gem_of_gnar		500.0000	IND_Magic_CHD_Black_Gem_of_Gnar_Start	IND_Magic_CHD_Black_Gem_of_Gnar_Stop	true		false			0.0000
wh3_dlc23_item_abilities_daemon_flask_of_hashut		350.0000			true		false			0.0000
wh3_dlc23_magic_abilities_silver_dagger		350.0000	Battle_IND_Magic_Ability_Silver_Dagger_Start	Battle_IND_Magic_Ability_Silver_Dagger_Stop	true		true			0.0000
wh3_dlc23_spell_darkened_mist		350.0000	IND_Magic_CHD_Darkened_Mist_Banner_Loop_Play	IND_Magic_CHD_Darkened_Mist_Banner_Loop_Stop	true		false			0.0000
wh3_dlc23_spell_hashut_ash_storm	wh3_dlc23_spell_hashut_ash_storm	700.0000			true	Hashut	true			0.0000
wh3_dlc23_spell_hashut_curse_of_hashut	wh3_dlc23_spell_hashut_curse_of_hashut	700.0000			true	Hashut	true			0.0000
wh3_dlc23_spell_hashut_dark_subjugation	wh3_dlc23_spell_hashut_dark_subjugation	700.0000			true	Hashut	true			0.0000
wh3_dlc23_spell_hashut_passive_killing_fire	wh3_dlc23_spell_hashut_passive_killing_fire	200.0000	Battle_IND_Magic_Hashut_Killing_Fire_Start	Battle_IND_Magic_Hashut_Killing_Fire_Stop	true		true			0.0000
wh3_dlc23_spell_reforge		350.0000	IND_Magic_CHD_DLC23_Reforge_Loop_Play	IND_Magic_CHD_DLC23_Reforge_Loop_Stop	true		false			0.0000
wh3_dlc24_Vorozhejas_Foresight		500.0000	IND_Ability_Hag_Witch_Vorozhejas_Foresight_Loop_Start	IND_Ability_Hag_Witch_Vorozhejas_Foresight_Loop_Stop	true		false			0.0000
wh3_dlc24_Znarkharjas_Ward		500.0000	IND_Ability_Hag_Witch_Znarkharjas_Ward_Loop_Start	IND_Ability_Hag_Witch_Znarkharjas_Ward_Loop_Stop	true		false			0.0000
wh3_dlc24_ability_bulwark_of_the_gate_i		300.0000	Battle_Individual_Magic_Cathay_BulwarkOftheGate_I		true		false			0.0000
wh3_dlc24_ability_bulwark_of_the_gate_ii		300.0000	Battle_Individual_Magic_Cathay_BulwarkOftheGate_II		true		false			0.0000
wh3_dlc24_ability_deaths_timekeeper		350.0000	Battle_IND_Magic_Deaths_Timekeeper_Start	Battle_IND_Magic_Deaths_Timekeeper_Stop	true		false			0.0000
wh3_dlc24_ability_incarnate_flock_of_doom	wh3_dlc24_ability_incarnate_flock_of_doom	0.0000			true		true			0.0000
wh3_dlc24_ability_thorns_aura	wh3_dlc24_ability_thorns_aura	500.0000	Battle_IND_Magic_Ability_Thorns_Aura_Start	Battle_IND_Magic_Ability_Thorns_Aura_Stop	true		true			0.0000
wh3_dlc24_arcane_charge		350.0000	Battle_Individual_Ability_TZE_Arcane_Charge		true		false			0.0000
wh3_dlc24_assume_command	wh3_dlc24_assume_command_group	1000.0000			true		false			0.0000
wh3_dlc24_book_of_secrets_death	wh3_dlc24_book_of_secrets_death	700.0000			true		true			0.0000
wh3_dlc24_book_of_secrets_fire	wh3_dlc24_book_of_secrets_fire	700.0000			true		true			0.0000
wh3_dlc24_book_of_secrets_shadows	wh3_dlc24_book_of_secrets_shadow	0.0000			true		true			0.0000
wh3_dlc24_cth_ability_bastions_defenders	wh3_dlc24_cth_ability_bastions_defenders	300.0000			true		false			0.0000
wh3_dlc24_curse_of_the_ancient_widow	wh3_dlc24_curse_of_the_ancient_widow_grp	500.0000			true		true			0.0000
wh3_dlc24_hags_denial	wh3_dlc24_ability_hags_denial	350.0000	Battle_Individual_Magic_Ostankya_Hags_Denial_Start	Battle_Individual_Magic_Ostankya_Hags_Denial_Stop	true		false			0.0000
wh3_dlc24_harrowing_coil		350.0000	Battle_Individual_Magic_Ostankya_Harrowing_Coil_Start	Battle_Individual_Magic_Ostankya_Harrowing_Coil_Stop	true		false			0.0000
wh3_dlc24_jade_conduit		80.0000	IND_Magic_Jade_Conduit_Start		true		false			0.0000
wh3_dlc24_lord_abilities_burning_vambraces		500.0000	IND_Magic_Cathay_Burning_Vambraces		true		false			0.0000
wh3_dlc24_lord_passive_tzarinas_guardian	wh_ability_positive_aoe_group	300.0000			true		true	Battle_IND_Magic_Generic_Buff_Loop_Stop		0.0000
wh3_dlc24_maelstrom_of_change		350.0000	Battle_IND_Magic_Ability_Maelstrom_Of_Change_Start		true		false			0.0000
wh3_dlc24_malediction_of_madness	wh3_dlc24_malediction_of_madness	500.0000			true		true			0.0000
wh3_dlc24_mother_ostankya_gulyas		350.0000	Battle_Individual_Magic_Ostankya_Gulyas_Explosion		true		false			0.0000
wh3_dlc24_saytang_watched_by_the_watcher	wh3_dlc24_saytang_watched_by_the_watcher	300.0000			true		true			0.0000
wh3_dlc24_spell_hag_generic_wisp	wh3_dlc24_spell_hag_generic_wisp_group	350.0000			true		true			0.0000
wh3_dlc24_spell_hag_generic_wisp_upgraded	wh3_dlc24_spell_hag_generic_wisp_upgraded_group	350.0000			true		true			0.0000
wh3_dlc24_spell_hag_venegance_of_spirit	wh3_dlc24_spell_hag_venegance_of_spirit	0.0000			true		true			0.0000
wh3_dlc24_spell_jet_lion_missile_mirror	wh3_spell_yin_missile_mirror	0.0000			true		true			0.0000
wh3_dlc24_spell_tze_mirror_of_knowledge	wh3_dlc24_spell_tze_mirror_of_knowledge	300.0000			true		true			0.0000
wh3_dlc24_spirited_away		550.0000			true		false	Battle_Individual_Magic_Ostankya_Spirited_Away		0.0000
wh3_dlc24_tzeentch_spell_syphon		200.0000	Battle_Individual_Magic_Tzeentch_SpellSyphon_Start	Battle_Individual_Magic_Tzeentch_SpellSyphon_Stop	true		false			0.0000
wh3_dlc25_ability_artillery_master		80.0000	Battle_IND_Magic_Artillery_Master_Start	Battle_IND_Magic_Artillery_Master_Stop	true		false			0.0000
wh3_dlc25_ability_axes_of_kadrin		350.0000	Battle_IND_Magic_Axes_of_Kadrin		true		false			0.0000
wh3_dlc25_ability_bjuna_bombard		500.0000	Battle_IND_Magic_Ability_Bjuna_Bombard_Loop_Play	Battle_IND_Magic_Ability_Bjuna_Bombard_Loop_Stop	true		true			0.0000
wh3_dlc25_ability_black_cleaver		350.0000	Battle_Individual_Magic_Special_Abillities_Black_Cleaver_Start	Battle_Individual_Magic_Special_Abillities_Black_Cleaver_Stop	true		false			0.0000
wh3_dlc25_ability_full_power		350.0000	Battle_IND_Magic_Full_Power_Start	Battle_IND_Magic_Full_Power_Stop	true		false			0.0000
wh3_dlc25_ability_master_of_balistics	wh3_dlc25_master_of_ballistics_grp_loop	100.0000	Battle_IND_Magic_Master_of_Balistics_Start	Battle_IND_Magic_Master_of_Balistics_Stop	true		true			0.0000
wh3_dlc25_ability_rear_gaurdian	wh3_dlc25_ability_rear_gaurdian	350.0000			true		false	Battle_IND_Magic_Rear_Gaurdian_Start	Battle_IND_Magic_Rear_Gaurdian_Stop	0.0000
wh3_dlc25_ability_stormlance		200.0000	IND_Special_Ability_EMP_Storm_Lance_Start	IND_Special_Ability_EMP_Storm_Lance_Stop	true		false			0.0000
wh3_dlc25_ability_the_eyes_of_grungi		80.0000	Battle_IND_Magic_The_Eyes_of_Grungni_Start	Battle_IND_Magic_The_Eyes_of_Grungni_Stop	true		true			0.0000
wh3_dlc25_ability_the_war_mourner	wh3_dlc25_ability_the_war_mourner_grp	300.0000			true		false			0.0000
wh3_dlc25_ability_unspeakable_foulness_suffocating	wh3_dlc25_ability_unspeakable_foulness_suffocating	40.0000	Battle_IND_Magic_Unspeakable_Foulness_Suffocating_Play	Battle_IND_Magic_Unspeakable_Foulness_Suffocating_Stop	true		true			0.0000
wh3_dlc25_ability_wards_of_grimnir		300.0000	Battle_IND_Magic_Wards_Of_Grimnir_Start		true		true			0.0000
wh3_dlc25_armour_of_tarnus		350.0000	Battle_Individual_Special_Ability_Armour_Of_Tarnus_Start		false		false			0.0000
wh3_dlc25_contact_soulblight	wh3_dlc25_spell_contact_soulblight	700.0000			true		true			0.0000
wh3_dlc25_dwf_glorious_death		400.0000	Barttle_Individual_DLC25_Glorious_Death_Start	Barttle_Individual_DLC25_Glorious_Death_Stop	false		false			0.0000
wh3_dlc25_emergency_repairs	wh3_dlc25_emergency_repairs	350.0000			true		false			0.0000
wh3_dlc25_feast_of_the_maggot_lord		350.0000	Battle_IND_Magic_Feast_of_The_Maggot_Lord_Start	Battle_IND_Magic_Feast_of_The_Maggot_Lord_Stop	true		false			0.0000
wh3_dlc25_item_the_gold_standard		350.0000	Battle_Individual_Special_Ability_Gold_Standard_Start	Battle_Individual_Special_Ability_Gold_Standard_Stop	true		false			0.0000
wh3_dlc25_living_darkness		350.0000	Battle_IND_Magic_Living_Darkness_Start	Battle_IND_Magic_Living_Darkness_Stop	true		false			0.0000
wh3_dlc25_makaissons_persuader		350.0000	Battle_IND_Magic_Makaissons_Persuader_Start	Battle_IND_Magic_Makaissons_Persuader_Stop	true		false			0.0000
wh3_dlc25_nur_abilities_father_of_blades		200.0000	Battle_Individual_Special_Ability_Father_of_Blades		true		false			0.0000
wh3_dlc25_nur_abilities_necrotic_phylactery		200.0000	Battle_Individual_Special_Ability_Necrotic_Phylactery		true		false			15.0000
wh3_dlc25_nur_ability_rot_or_die	wh3_dlc25_nur_ability_rot_or_die_grp	300.0000			true		true			0.0000
wh3_dlc25_nur_sword_of_filth	wh3_dlc25_nur_sword_of_filth	500.0000			true		true			0.0000
wh3_dlc25_passive_iron_resolve	wh3_dlc25_passive_iron_resolve	300.0000			true		true			0.0000
wh3_dlc25_prey_of_the_blood_god		300.0000			true		true			0.0000
wh3_dlc25_sands_of_sickness		350.0000	Battle_IND_Magic_Sands_Of_Sickness_Loop_Play	Battle_IND_Magic_Sands_Of_Sickness_Loop_Stop	true		true			0.0000
wh3_dlc25_spell_cremation_engine	wh3_dlc25_ability_cremation_engine_grp	500.0000			true		true			0.0000
wh3_dlc25_tally_of_pestilence		80.0000	Battle_IND_Magic_Tally_Of_Pestilence_Start	Battle_IND_Magic_Tally_Of_Pestilence_Stop	true		false			0.0000
wh3_dlc25_unit_abilities_thunderburner		350.0000			true		false	Battle_IND_Magic_Thunderburner_Start	Battle_IND_Magic_Thunderburner_Stop	0.0000
wh3_dlc_25_hurricane_of_death		0.0000	Battle_Individual_Projectile_Explosive_Fart_Explosion_Start		true		false			0.0000
wh3_main_ability_hellblade_one_shot		500.0000	IND_Magic_Kho_Hellblade_Oneshot		true		false			0.0000
wh3_main_ability_ogr_flame_incarnate		550.0000	IND_Magic_Ogre_Flame_Incarnate_Swirls_Start	IND_Magic_Ogre_Flame_Incarnate_Swirls_Stop	true		true			0.0000
wh3_main_ability_ogr_gruts_sickle	wh3_main_ability_ogr_gruts_sickle_group	550.0000			true		true			0.0000
wh3_main_army_abilities_arcane_surge	wh3_main_army_abilities_arcane_surge	500.0000			true		true			0.0000
wh3_main_army_abilities_curse_of_the_slug	wh3_main_army_abilities_curse_of_the_slug	500.0000			true		true			0.0000
wh3_main_army_abilities_daemonic_possession_enemy	wh3_main_army_abilities_daemonic_possession_enemy	500.0000			true		true			0.0000
wh3_main_army_abilities_daemonic_possession_friend	wh3_main_army_abilities_daemonic_possession_friend	500.0000			true		true			0.0000
wh3_main_army_abilities_fascination	wh3_main_army_abilities_fascination	500.0000			true		true			0.0000
wh3_main_army_abilities_fecundity	wh3_main_army_abilities_fecundity	500.0000			true		true			0.0000
wh3_main_army_abilities_narcissism	wh3_main_army_abilities_narcissism	500.0000			true		true			0.0000
wh3_main_army_abilities_ogr_gluttony	wh3_main_army_ability_ogr_gluttony_group	500.0000			true		true			0.0000
wh3_main_army_abilities_rot_glorious_rot	wh3_main_army_abilities_rot_glorious_rot	500.0000			true		true			0.0000
wh3_main_army_abilities_sweet_sorrow	wh3_main_army_abilities_sweet_sorrow	500.0000			true		true			0.0000
