chain	set	super_chain	remove
wh3_dlc24_tze_the_changeling_flamer	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_growth_parasitic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_growth_symbiotic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_horror_barracks	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_income_parasitic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_income_symbiotic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_monster_barracks	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_mounted	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_plunder	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_raise_army_parasitic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc24_tze_the_changeling_raise_army_symbiotic	wh3_dlc24_tze_cult_changeling		false
wh3_dlc25_special_gelt_elemental_temple	wh3_dlc25_secondary_addon_landmark_gelt_embassy		false
wh3_dlc25_special_gelt_embassy	wh3_dlc25_secondary_addon_landmark_gelt_embassy		false
wh3_dlc25_special_silver_pinnacle_reclaimed_hold	wh3_dlc25_secondary_addon_landmark_silver_pinnacle		false
wh3_dlc25_special_the_gallows_tree	wh3_dlc25_secondary_addon_landmark_the_gallows_tree		false
wh3_main_underdeep_dwf_blocker	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_beer	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_doomsphere	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_gold	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_lab	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_machines	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_skaven	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker_warpstone	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_defence_hold	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_defence_slayers	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_economy_counting_room	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_economy_drinking	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_economy_oathgold	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_economy_trade	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_main_deeper	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_main_karak_eight_peaks	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_resources	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_tall	wh3_main_dwf_underdeep_karak_eight_peaks		false
wh3_main_underdeep_dwf_blocker	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_beer	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_doomsphere	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_gold	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_lab	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_machines	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_skaven	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker_warpstone	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_defence_hold	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_defence_slayers	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_economy_counting_room	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_economy_drinking	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_economy_oathgold	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_economy_trade	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_main_deeper	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_main_major	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_resources	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_tall	wh3_main_dwf_underdeep_major		false
wh3_main_underdeep_dwf_blocker	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_beer	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_doomsphere	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_gold	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_lab	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_machines	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_skaven	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker_warpstone	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_defence_hold	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_defence_slayers	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_economy_counting_room	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_economy_drinking	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_economy_oathgold	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_economy_trade	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_main_deeper	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_main_minor	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_resources	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_tall	wh3_main_dwf_underdeep_minor		false
wh3_main_underdeep_dwf_blocker	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_beer	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_doomsphere	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_gold	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_lab	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_machines	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_skaven	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker_warpstone	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_defence_hold	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_defence_slayers	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_economy_counting_room	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_economy_drinking	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_economy_oathgold	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_economy_trade	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_main_deeper	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_main_skavenblight	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_resources	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_tall	wh3_main_dwf_underdeep_skavenblight		false
wh3_main_underdeep_dwf_blocker	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_beer	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_doomsphere	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_gold	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_lab	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_machines	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_skaven	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_blocker_warpstone	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_defence_hold	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_defence_slayers	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_economy_counting_room	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_economy_drinking	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_economy_oathgold	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_economy_trade	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_main_deeper	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_main_zharr_naggrund	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_resources	wh3_main_dwf_underdeep_zharr_naggrund		false
wh3_main_underdeep_dwf_tall	wh3_main_dwf_underdeep_zharr_naggrund		false
wh2_dlc12_special_warlock_lab	wh3_main_foreign_slot_addon_laboratory		false
wh3_dlc23_chd_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_brt_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_bst_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_chs_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_cst_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_cth_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_dae_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_def_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_dwf_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_emp_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_grn_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_hef_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_kho_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_ksl_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_lzd_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_nor_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_nur_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_ogr_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_skv_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_sla_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_tmb_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_tze_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_vmp_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_main_wef_allied_outpost	wh3_main_foreign_slot_allied		false
wh3_prologue_ksl_allied_outpost	wh3_main_foreign_slot_allied		false
wh2_dlc11_foreign_corruption	wh3_main_foreign_slot_core_generic		false
wh2_dlc11_foreign_income	wh3_main_foreign_slot_core_generic		false
wh2_dlc11_foreign_infamy	wh3_main_foreign_slot_core_generic		false
wh2_dlc11_foreign_trade	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_annexation_doomsday	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_annexation_war_camp	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_discovery_assassins	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_discovery_deeper_tunnels	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_food_kidnappers	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_food_raiding_camp	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_money_crafting	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_money_thieves	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_settlement_stronghold	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_settlement_warren	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_warpstone_mine	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_warpstone_refinery	wh3_main_foreign_slot_core_generic		false
wh2_dlc12_under_empire_warpstone_strip_mine	wh3_main_foreign_slot_core_generic		false
wh2_dlc14_under_empire_annexation_plague_cauldron	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_ambush	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_core	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_def_boost	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_melee_boost	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_ranged_boost	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_recruitment	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_replenishment	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_transport	wh3_main_foreign_slot_core_generic		false
wh2_dlc17_silent_sanctum_upkeep	wh3_main_foreign_slot_core_generic		false
wh3_dlc25_gom_chamber_of_the_dark_lady	wh3_main_foreign_slot_core_generic		false
wh3_dlc25_gom_militia_of_morr	wh3_main_foreign_slot_core_generic		false
wh3_dlc25_gom_spiriters_study	wh3_main_foreign_slot_core_generic		false
wh3_dlc25_gom_temple_of_morr	wh3_main_foreign_slot_core_generic		false
wh3_main_kho_cult_1	wh3_main_foreign_slot_core_generic		false
wh3_main_kho_cult_2	wh3_main_foreign_slot_core_generic		false
wh3_main_kho_cult_3	wh3_main_foreign_slot_core_generic		false
wh3_main_kho_cult_4	wh3_main_foreign_slot_core_generic		false
wh3_main_nur_cult_1	wh3_main_foreign_slot_core_generic		false
wh3_main_nur_cult_2	wh3_main_foreign_slot_core_generic		false
wh3_main_nur_cult_3	wh3_main_foreign_slot_core_generic		false
wh3_main_nur_cult_4	wh3_main_foreign_slot_core_generic		false
wh3_main_sla_cult_1	wh3_main_foreign_slot_core_generic		false
wh3_main_sla_cult_2	wh3_main_foreign_slot_core_generic		false
wh3_main_sla_cult_3	wh3_main_foreign_slot_core_generic		false
wh3_main_sla_cult_4	wh3_main_foreign_slot_core_generic		false
wh3_main_tze_cult_1	wh3_main_foreign_slot_core_generic		false
wh3_main_tze_cult_2	wh3_main_foreign_slot_core_generic		false
wh3_main_tze_cult_3	wh3_main_foreign_slot_core_generic		false
wh3_main_tze_cult_4	wh3_main_foreign_slot_core_generic		false
wh3_main_kho_cult_1	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_2	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_3	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_4	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_corruption_1	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_corruption_2	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_magus	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_special	wh3_main_kho_cult_magus		false
wh3_main_kho_cult_teleport	wh3_main_kho_cult_magus		false
wh3_main_cult_magus_trial	wh3_main_kho_cult		false
wh3_main_kho_cult_1	wh3_main_kho_cult		false
wh3_main_kho_cult_2	wh3_main_kho_cult		false
wh3_main_kho_cult_3	wh3_main_kho_cult		false
wh3_main_kho_cult_corruption_1	wh3_main_kho_cult		false
wh3_main_kho_cult_corruption_2	wh3_main_kho_cult		false
wh3_main_kho_cult_special	wh3_main_kho_cult		false
wh3_main_kho_cult_teleport	wh3_main_kho_cult		false
wh3_main_minor_cult_assassins_hideout	wh3_main_minor_cults		false
wh3_main_minor_cult_black_ark	wh3_main_minor_cults		false
wh3_main_minor_cult_dwarf_miners	wh3_main_minor_cults		false
wh3_main_minor_cult_dwarf_rangers	wh3_main_minor_cults		false
wh3_main_minor_cult_exquisite_cadaver	wh3_main_minor_cults		false
wh3_main_minor_cult_grail_knight_grave	wh3_main_minor_cults		false
wh3_main_minor_cult_haendryk	wh3_main_minor_cults		false
wh3_main_minor_cult_illumination	wh3_main_minor_cults		false
wh3_main_minor_cult_myrmidia	wh3_main_minor_cults		false
wh3_main_minor_cult_order_vaul	wh3_main_minor_cults		false
wh3_main_minor_cult_painted_skin	wh3_main_minor_cults		false
wh3_main_minor_cult_possessed	wh3_main_minor_cults		false
wh3_main_minor_cult_ranald	wh3_main_minor_cults		false
wh3_main_minor_cult_sacred_scythe	wh3_main_minor_cults		false
wh3_main_minor_cult_shallya	wh3_main_minor_cults		false
wh3_main_minor_cult_silver_pinnacle	wh3_main_minor_cults		false
wh3_main_minor_cult_tilean_traders	wh3_main_minor_cults		false
wh3_main_minor_cult_ulric	wh3_main_minor_cults		false
wh3_main_minor_cult_witch_hunters	wh3_main_minor_cults		false
wh3_main_minor_cult_yellow_fang	wh3_main_minor_cults		false
wh3_main_nur_cult_1	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_2	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_3	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_4	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_corruption_1	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_corruption_2	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_magus	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_special	wh3_main_nur_cult_magus		false
wh3_main_nur_cult_teleport	wh3_main_nur_cult_magus		false
wh3_main_cult_magus_trial	wh3_main_nur_cult		false
wh3_main_nur_cult_1	wh3_main_nur_cult		false
wh3_main_nur_cult_2	wh3_main_nur_cult		false
wh3_main_nur_cult_3	wh3_main_nur_cult		false
wh3_main_nur_cult_4	wh3_main_nur_cult		false
wh3_main_nur_cult_corruption_1	wh3_main_nur_cult		false
wh3_main_nur_cult_corruption_2	wh3_main_nur_cult		false
wh3_main_nur_cult_teleport	wh3_main_nur_cult		false
wh2_dlc09_tmb_port	wh3_main_port_core_generic		false
wh2_dlc11_vampirecoast_port	wh3_main_port_core_generic		false
wh2_dlc13_lzd_port_nakai_itzl	wh3_main_port_core_generic		false
wh2_dlc13_lzd_port_nakai_quetzl	wh3_main_port_core_generic		false
wh2_dlc13_lzd_port_nakai_xholankha	wh3_main_port_core_generic		false
wh2_main_def_port	wh3_main_port_core_generic		false
wh2_main_hef_port	wh3_main_port_core_generic		false
wh2_main_lzd_port	wh3_main_port_core_generic		false
wh2_main_rogue_port	wh3_main_port_core_generic		false
wh2_main_skv_port	wh3_main_port_core_generic		false
wh3_dlc23_chd_factory_port	wh3_main_port_core_generic		false
wh3_dlc23_chd_outpost_port	wh3_main_port_core_generic		false
wh3_dlc23_chd_tower_port	wh3_main_port_core_generic		false
wh3_main_cth_port	wh3_main_port_core_generic		false
wh3_main_dae_port	wh3_main_port_core_generic		false
wh3_main_kho_port	wh3_main_port_core_generic		false
wh3_main_ksl_port	wh3_main_port_core_generic		false
wh3_main_nur_port	wh3_main_port_core_generic		false
wh3_main_ogr_port	wh3_main_port_core_generic		false
wh3_main_sla_port	wh3_main_port_core_generic		false
wh3_main_tze_port	wh3_main_port_core_generic		false
wh_dlc03_BEASTMEN_port	wh3_main_port_core_generic		false
wh_dlc05_wef_port	wh3_main_port_core_generic		false
wh_main_BRETONNIA_port	wh3_main_port_core_generic		false
wh_main_CHAOS_port	wh3_main_port_core_generic		false
wh_main_DWARF_port	wh3_main_port_core_generic		false
wh_main_EMPIRE_port	wh3_main_port_core_generic		false
wh_main_GREENSKIN_port	wh3_main_port_core_generic		false
wh_main_NORSCA_port	wh3_main_port_core_generic		false
wh_main_TEB_port	wh3_main_port_core_generic		false
wh_main_VAMPIRES_port	wh3_main_port_core_generic		false
wh3_main_dae_port	wh3_main_port_core_special_bordeleaux		false
wh_dlc03_BEASTMEN_port	wh3_main_port_core_special_bordeleaux		false
wh_dlc05_special_bordeleaux_port_wef	wh3_main_port_core_special_bordeleaux		false
wh_main_NORSCA_port	wh3_main_port_core_special_bordeleaux		false
wh_main_bretonnia_legendary_bordeleaux	wh3_main_port_core_special_bordeleaux		false
wh_main_bretonnia_legendary_bordeleaux_tmb	wh3_main_port_core_special_bordeleaux		false
wh2_dlc14_special_copher_port	wh3_main_port_core_special_copher		false
wh2_dlc14_special_copher_port_bretonnia	wh3_main_port_core_special_copher		false
wh3_main_dae_port	wh3_main_port_core_special_copher		false
