key	maximum	minimum	ai_ignored	default_factor	optional_icon_path	income_policy	reset_before_income	scope	has_persistent_factors	sort_order	battle_conversion	appy_income_on_creation	always_display_zero_factors	can_scale_effect_thresholds_per_unit
grn_waaagh	100	0	false	wh2_dlc15_resource_factor_waaagh_per_turn	icon_waaagh.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
lzd_old_ones_favour	10000	0	false	other	icon_favour.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
lzd_sacrificial_offerings	10000	0	false	other	icon_skaven_slaves.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
lzd_sanctum_gems	8	0	true	wh2_main_resource_factor_other	lzd_silent_sanctum.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
lzd_sanctum_points	1000	0	true	wh2_main_resource_factor_other	lzd_silent_sanctum.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
merc_active_contract_points	2147483647	0	false	other	icon_contract_points.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
nor_progress_crow	15	0	false	other	norse_god_crow.png	POST_START_OF_ROUND	true	FACTION	false	0		false	true	false
nor_progress_eagle	15	0	false	other	norse_god_eagle.png	POST_START_OF_ROUND	true	FACTION	false	0		false	true	false
nor_progress_hound	15	0	false	other	norse_god_hound.png	POST_START_OF_ROUND	true	FACTION	false	0		false	true	false
nor_progress_serpent	15	0	false	other	norse_god_snake.png	POST_START_OF_ROUND	true	FACTION	false	0		false	true	false
nur_epidemius_tally_of_pestilence	2147483647	0	false	other	plague.png	END_OF_ROUND	false	FACTION	true	0		false	true	false
ogr_path_of_the_butcher	2147483647	0	true	other	icon_meat.png	POST_START_OF_ROUND	true	FACTION	false	0		false	true	false
skaven_food	100	0	true	other	skaven_food_icon.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_clan_mors	100	-20	false	other	mors_mon_24.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_clan_moulder	100	-20	false	other	moulder_mon_24.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_clan_pestilens	100	-20	false	other	pestilens_mon_24.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_clan_skryre	100	-20	false	other	skyre_mon_24.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_dust	1	0	true	other	icon_schemes.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_growth_vat	1000	0	false	other	icon_growt_juice.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_mutagen	10000	0	false	other	icon_mutagen.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_nuke	5	0	false	other	icon_doomrockets.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
skv_reactor_core	10000	0	false	other	icon_reactor_cores.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
tmb_canopic_jars	25000	0	false	other	icon_TK_canopic_jar.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
vmp_blood_kiss	10000	0	false	other	icon_blood_kiss.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wardens_supply	10000	0	true	other	icon_warden_supply.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_amber	10	0	false	wh2_dlc16_resource_factor_worldroots_healed	icon_amber.png	END_OF_ROUND	false	FACTION	false	0		true	true	false
wef_forge_daiths_favour	3	0	false	other	forge_of_daith.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_athel_loren	500	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_emerald_pools	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_gaean_vale	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_gryphon_wood	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_heart_of_the_jungle	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_jungles_of_chian	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_laurelorn	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_naggarond_glade	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_the_haunted_forest	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wef_worldroots_vale_of_webs	100	-5	false	wh2_dlc16_resource_factor_hidden	icon_worldroots_health.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh2_main_ritual_currency	10000	0	false	other	icon_ritual_currency.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_authority_khorne	10	-5	false	other	icon_corruption_kho.png	POST_START_OF_ROUND	true	MILITARY_FORCE	false	4		false	true	false
wh3_dlc20_chs_authority_nurgle	10	-5	false	other	icon_corruption_nur.png	POST_START_OF_ROUND	true	MILITARY_FORCE	false	3		false	true	false
wh3_dlc20_chs_authority_slaanesh	10	-5	false	other	icon_corruption_sla.png	POST_START_OF_ROUND	true	MILITARY_FORCE	false	1		false	true	false
wh3_dlc20_chs_authority_tzeentch	10	-5	false	other	icon_corruption_tze.png	POST_START_OF_ROUND	true	MILITARY_FORCE	false	2		false	true	false
wh3_dlc20_chs_authority_undivided	10	0	false	other	icon_corruption_chs.png	POST_START_OF_ROUND	true	MILITARY_FORCE	false	0		false	true	false
wh3_dlc20_chs_champions_campaign_progress	50000	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_undivided.png	END_OF_ROUND	false	FACTION	true	1		false	true	false
wh3_dlc20_chs_eye_of_the_gods	50	0	false	wh2_main_resource_factor_other	chaos_gifts\eye_fo_gods_button_icon.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_souls	2147483647	0	false	wh2_main_resource_factor_other	icon_souls.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_souls_spent_kho	2147483647	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_khorne.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc20_chs_souls_spent_nur	2147483647	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_nurgle.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc20_chs_souls_spent_sla	2147483647	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_slaanesh.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc20_chs_souls_spent_tze	2147483647	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_tzeentch.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc20_chs_souls_spent_und	2147483647	0	false	wh2_main_resource_factor_other	icon_soul_hybrid_undivided.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc20_chs_teleport_network_rift_resource	2147483647	0	false	wh2_main_resource_factor_other	icon_rift_sigils.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_teleport_network_traversal_azazel	1	0	false	wh2_main_resource_factor_other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_teleport_network_traversal_festus	1	0	false	wh2_main_resource_factor_other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_teleport_network_traversal_valkia	1	0	false	wh2_main_resource_factor_other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc20_chs_teleport_network_traversal_vilitch	1	0	false	wh2_main_resource_factor_other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_armaments	2147483647	0	false	other	icon_chd_armaments.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_conclave_influence	999999	0	false	other	conclave_influence.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_efficiency	100	0	false	other	icon_chd_efficiency.png	END_OF_ROUND	false	FACTION_PROVINCE	false	2		false	true	false
wh3_dlc23_chd_hellforge_bull_centaur_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_hellforge_flying_beast_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_hellforge_kdaai_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_hellforge_melee_inf_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_hellforge_missile_inf_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_hellforge_warmachine_unlocker	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_labour	2147483647	0	false	other	icon_chd_labour.png	END_OF_ROUND	false	FACTION_PROVINCE	false	0	supplies_currency	false	true	false
wh3_dlc23_chd_labour_global_temp	2147483647	0	false	other	icon_chd_labour.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_raw_materials	2147483647	0	false	other	icon_chd_raw_materials.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc23_chd_workload	2147483647	0	false	other	icon_chd_workload.png	END_OF_ROUND	true	FACTION_PROVINCE	false	1		false	true	false
wh3_dlc24_cth_mos_steel	8	0	false	other	icon_mos_steel.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc24_cth_mos_stone	8	0	false	other	icon_mos_stone.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc24_cth_province_harmony	2147483647	-2147483647	true	buildings	harmony_symbol_0.png	START_OF_ROUND	true	FACTION_PROVINCE	false	0		false	true	false
wh3_dlc24_ksl_spirit_essence	2147483647	0	false	battles	icon_spirit_essence.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc24_tze_cult_supplies	9999	0	false	other	icon_cult_supplies.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc24_tze_hidden_cultists	9	0	false	other	icon_hidden_cultists.png	END_OF_ROUND	false	FACTION	true	0		false	false	false
wh3_dlc24_tze_rift_gems	9	0	false	other	icon_rift_gems.png	END_OF_ROUND	false	FACTION	true	0		false	false	false
wh3_dlc25_chieftain_deference_bray_shaman	30	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_bray_shaman.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_deference_castellan	30	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_infernal_castellan.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_deference_exalted_hero	25	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_exalted_hero.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_deference_fimir_balefiend	25	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_fimir_balefiend.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_deference_kazyk	20	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_kazyk.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_deference_werekin	30	0	true	wh2_main_resource_factor_other	dlc25_tamurkhans_chieftains\icon_fealty_werekin.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_chieftain_dominance	2147483647	0	false	wh2_main_resource_factor_other	icon_pooled_resource_tamurkhan_dominance.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_dwf_grudge_cycle_tracker	100	0	false	other	icon_grudge_points.png	END_OF_ROUND	false	FACTION	true	0		false	true	false
wh3_dlc25_dwf_grudge_points	2147483647	0	false	other	icon_grudge_points.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_dwf_grudge_points_enemy_armies	2147483647	0	false	other	icon_grudge_points.png	END_OF_ROUND	false	MILITARY_FORCE	true	0		false	false	false
wh3_dlc25_dwf_grudge_points_enemy_settlements	2147483647	0	false	other	icon_grudge_points.png	END_OF_ROUND	false	REGION	true	0		false	false	false
wh3_dlc25_dwf_malakai_research_cannons	600	0	false	other	icon_oaths_research.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_dwf_malakai_research_gyrocopters	1200	0	false	other	icon_oaths_research.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_arcane_essays	2147483647	0	false	other	icon_emp_arcane_essays.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_bjuna_bombard_charges	3	0	true	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_black_towers	5	0	true	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_gunnery_progress	10	0	true	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_purple_eclipse_charges	3	0	true	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc25_emp_research	2147483647	0	false	other	icon_emp_research.png	END_OF_ROUND	false	FACTION	false	2		false	true	false
wh3_dlc25_emp_spirit_barrage_charges	3	0	true	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc26_grn_yooreeka	2147483647	0	false	other	icon_pooled_resource_gorbad_ingenuity.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc26_kho_arbaal_wrath_of_khorne_progress	2147483647	0	false	challenges	dlc26_wrath_of_khorne\icon_khornes_favour.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc26_kho_champions_essence	2147483647	0	false	base_amount	dlc26_cloak_of_skulls\icon_champions_essence.png	END_OF_ROUND	true	MILITARY_FORCE	false	0		false	false	false
wh3_dlc26_kho_champions_essence_faction	2147483647	0	false	lords_defeated	dlc26_cloak_of_skulls\icon_champions_essence.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc26_kho_skull_throne_progress	40000	0	true	the_skull_throne	khorne_skull_icon.png	END_OF_TURN	false	FACTION	false	-1		false	true	false
wh3_dlc26_ogr_meat_CAI	2147483647	0	false	other	icon_meat.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc26_ogr_meat_hidden	2147483647	0	false	other	icon_meat.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_focus	2147483647	0	false	other	dlc27_hef_asur_domination\icon_dragonships.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc27_hef_aislinn_focus_colonies_progress	6	0	false	other	dlc27_hef_asur_domination\wh3_hef_focus_colonies.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_focus_dragonships_progress	6	0	false	other	dlc27_hef_asur_domination\wh3_hef_focus_dragonships.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_focus_outposts_progress	6	0	false	other	dlc27_hef_asur_domination\wh3_hef_focus_outposts.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_avelorn	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_eataine	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_imrik	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_nagarythe	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_order_of_loremasters	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_aislinn_gift_yvresse	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_elven_colonies	1	0	false	other	dlc27_hef_asur_domination\icon_hef_elven_colonies_rs.png	END_OF_ROUND	true	FACTION	false	0		true	true	false
wh3_dlc27_hef_elven_trade	2147483647	0	false	other	icon_hef_elven_trade.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_favour	900	0	false	other	dlc27_hef_intrigue_court\wh3_dlc27_hef_favour.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_naval_supplies	2147483647	0	false	other	icon_hef_dragonship_supplies.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_hef_scrolls_of_power	2147483647	0	false	other	dlc27_hef_secrets_of_the_white_tower\icon_scrolls_of_power.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_betrayal	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_confidence	10	0	false	wh3_dlc27_nor_confidence_treachery_decay	nor_confidence_icon.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_favour	2147483647	0	false	other		END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_kinfolk	2147483647	0	false	other	norsca_throgg_kinfolk.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_sayl_chaos_god_attention	24	0	false	other	icon_nor_god_attention.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_sayl_dark_ritual	30	0	true	other	icon_nor_arcane.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_spoils	2147483647	0	false	other	icon_nor_spoils.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_spoils_temp	2147483647	0	false	other	icon_nor_temporary_spoils.png	END_OF_ROUND	false	MILITARY_FORCE	false	0		false	true	false
wh3_dlc27_nor_troll_expansion	130	0	false	other	icon_devotees_26px.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_dlc27_nor_trophies	2147483647	0	false	other	icon_nor_trophies.png	END_OF_ROUND	false	FACTION	false	1		false	true	false
wh3_dlc27_sla_decadence	2147483647	0	false	other	icon_decadence.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_sla_pleaure_palace_available	1	0	false	colonisation	wh3_dlc27_dechala_pleasure_palace.png	START_OF_TURN	true	FACTION	false	0		false	true	false
wh3_dlc27_sla_tempo	3700	0	false	other	wh3_dlc27_sla_tempo.png	END_OF_ROUND	false	MILITARY_FORCE	false	0		false	true	false
wh3_dlc27_sla_thralls	2147483647	0	false	other	icon_thralls.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_dlc27_sla_thralls_region	5000	0	false	other	dlc27_sla_marks_of_cruelty/icon_settlement_thralls.png	END_OF_ROUND	false	REGION	false	0		false	true	false
wh3_main_corruption_chaos	100	0	false	events	icon_corruption_chs.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	0		false	true	false
wh3_main_corruption_khorne	100	0	false	events	icon_corruption_kho.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	3		false	true	false
wh3_main_corruption_nurgle	100	0	false	events	icon_corruption_nur.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	4		false	true	false
wh3_main_corruption_skaven	100	0	false	events	icon_corruption_skv.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	2		false	true	false
wh3_main_corruption_slaanesh	100	0	false	events	icon_corruption_sla.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	5		false	true	false
wh3_main_corruption_tzeentch	100	0	false	events	icon_corruption_tze.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	6		false	true	false
wh3_main_corruption_vampiric	100	0	false	events	icon_corruption_vmp.png	END_OF_ROUND	false	GEOGRAPHIC_PROVINCE	false	1		false	true	false
wh3_main_cth_harmony	2147483647	-2147483647	true	buildings	harmony_symbol_0.png	START_OF_TURN	true	FACTION	false	0		false	true	false
wh3_main_dae_khorne_points	3080	0	false	captives	icon_dae_khorne_points.png	END_OF_TURN	false	FACTION	false	1		false	true	false
wh3_main_dae_nurgle_points	3080	0	false	captives	icon_dae_nurgle_points.png	END_OF_TURN	false	FACTION	false	2		false	true	false
wh3_main_dae_slaanesh_points	3080	0	false	captives	icon_dae_slaanesh_points.png	END_OF_TURN	false	FACTION	false	3		false	true	false
wh3_main_dae_tzeentch_points	3080	0	false	captives	icon_dae_tzeentch_points.png	END_OF_TURN	false	FACTION	false	4		false	true	false
wh3_main_dae_undivided_points	3080	0	false	captives	icon_dae_undivided_points.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_emp_volkmar_books_destroyed	8	0	false	other		END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_enter_realm_cost	2147483647	0	false	other	icon_corruption_kho.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_kho_skulls	2147483647	0	false	other	khorne_skull_icon.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_khorne_realm_points	2147483647	0	true	other	icon_corruption_kho.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_devotion	2147483647	-100	false	confederation	icon_devotion.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_ksl_followers	600	0	false	events	icon_supporter.png	START_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_boon_ice_court	9999	0	false	other	wh3_main_ksl_support_boon_ice_court.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_boon_orthodoxy	9999	0	false	other	wh3_main_ksl_support_boon_orthodoxy.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_level_ice_court	1000	0	false	other	wh3_main_ksl_support_level_ice_court.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_level_orthodoxy	1000	0	false	other	wh3_main_ksl_support_level_orthodoxy.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_tracker_ice_court	100	0	false	buildings	wh3_main_ksl_support_tracker_ice_court.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ksl_support_tracker_orthodoxy	100	0	false	buildings	wh3_main_ksl_support_tracker_orthodoxy.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_lzd_sacred_spawning	2147483647	0	false	other	blessed_spawning_resource.png	END_OF_TURN	false	FACTION	false	0		false	true	false
