campaign	source	target	attitude_base	negative_attitude_multiplier	positive_attitude_multiplier
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_brt_bretonnia	-40.0000	1.5000	0.7500
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_chs_chaos	-10.0000	1.0000	1.0000
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_dwf_dwarfs	-40.0000	1.5000	0.7500
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_emp_empire	-40.0000	1.5000	0.7500
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_grn_greenskins	-10.0000	1.0000	1.0000
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_grn_savage_orcs	-100.0000	2.0000	0.5000
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_teb_teb	-10.0000	1.0000	1.0000
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_vmp_vampire_counts	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh2_dlc09_sc_tmb_tomb_kings	-20.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh2_dlc11_sc_cst_vampire_coast	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh2_main_sc_def_dark_elves	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh2_main_sc_hef_high_elves	-100.0000	2.0000	0.5000
	wh2_main_sc_def_dark_elves	wh2_main_sc_lzd_lizardmen	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh2_main_sc_skv_skaven	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_dlc23_sc_chd_chaos_dwarfs	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_cth_cathay	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh3_main_sc_dae_daemons	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_kho_khorne	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_ksl_kislev	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh3_main_sc_nur_nurgle	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_ogr_ogre_kingdoms	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_sla_slaanesh	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh3_main_sc_tze_tzeentch	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh_dlc03_sc_bst_beastmen	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_dlc05_sc_wef_wood_elves	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_dlc08_sc_nor_norsca	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh_main_sc_brt_bretonnia	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_main_sc_chs_chaos	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh_main_sc_dwf_dwarfs	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_main_sc_emp_empire	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_main_sc_grn_greenskins	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh_main_sc_grn_savage_orcs	-10.0000	1.0000	1.0000
	wh2_main_sc_def_dark_elves	wh_main_sc_teb_teb	-40.0000	1.5000	0.7500
	wh2_main_sc_def_dark_elves	wh_main_sc_vmp_vampire_counts	-25.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh2_dlc09_sc_tmb_tomb_kings	-20.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh2_dlc11_sc_cst_vampire_coast	-40.0000	1.5000	0.7500
	wh2_main_sc_hef_high_elves	wh2_main_sc_def_dark_elves	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh2_main_sc_hef_high_elves	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh2_main_sc_lzd_lizardmen	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh2_main_sc_skv_skaven	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh3_dlc23_sc_chd_chaos_dwarfs	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh3_main_sc_cth_cathay	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh3_main_sc_dae_daemons	-100.0000	2.0000	0.1000
	wh2_main_sc_hef_high_elves	wh3_main_sc_kho_khorne	-100.0000	2.0000	0.1000
	wh2_main_sc_hef_high_elves	wh3_main_sc_ksl_kislev	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh3_main_sc_nur_nurgle	-100.0000	2.0000	0.1000
	wh2_main_sc_hef_high_elves	wh3_main_sc_ogr_ogre_kingdoms	-25.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh3_main_sc_sla_slaanesh	-40.0000	1.5000	0.7500
	wh2_main_sc_hef_high_elves	wh3_main_sc_tze_tzeentch	-100.0000	2.0000	0.1000
	wh2_main_sc_hef_high_elves	wh_dlc03_sc_bst_beastmen	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh_dlc05_sc_wef_wood_elves	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh_dlc08_sc_nor_norsca	-40.0000	1.5000	0.7500
	wh2_main_sc_hef_high_elves	wh_main_sc_brt_bretonnia	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh_main_sc_chs_chaos	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh_main_sc_dwf_dwarfs	-10.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh_main_sc_emp_empire	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh_main_sc_grn_greenskins	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh_main_sc_grn_savage_orcs	-100.0000	2.0000	0.5000
	wh2_main_sc_hef_high_elves	wh_main_sc_teb_teb	0.0000	1.0000	1.0000
	wh2_main_sc_hef_high_elves	wh_main_sc_vmp_vampire_counts	-25.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh2_dlc09_sc_tmb_tomb_kings	-20.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh2_dlc11_sc_cst_vampire_coast	-100.0000	2.0000	0.5000
	wh2_main_sc_lzd_lizardmen	wh2_main_sc_def_dark_elves	-40.0000	1.5000	0.7500
	wh2_main_sc_lzd_lizardmen	wh2_main_sc_hef_high_elves	0.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh2_main_sc_lzd_lizardmen	0.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh2_main_sc_skv_skaven	-100.0000	2.0000	0.5000
	wh2_main_sc_lzd_lizardmen	wh3_dlc23_sc_chd_chaos_dwarfs	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_cth_cathay	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_dae_daemons	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_kho_khorne	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_ksl_kislev	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_nur_nurgle	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_ogr_ogre_kingdoms	-25.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_sla_slaanesh	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh3_main_sc_tze_tzeentch	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh_dlc03_sc_bst_beastmen	-100.0000	2.0000	0.5000
	wh2_main_sc_lzd_lizardmen	wh_dlc05_sc_wef_wood_elves	0.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh_dlc08_sc_nor_norsca	-100.0000	2.0000	0.5000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_brt_bretonnia	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_chs_chaos	-100.0000	2.0000	0.1000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_dwf_dwarfs	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_emp_empire	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_grn_greenskins	-40.0000	1.5000	0.7500
	wh2_main_sc_lzd_lizardmen	wh_main_sc_grn_savage_orcs	-40.0000	1.5000	0.7500
	wh2_main_sc_lzd_lizardmen	wh_main_sc_teb_teb	-10.0000	1.0000	1.0000
	wh2_main_sc_lzd_lizardmen	wh_main_sc_vmp_vampire_counts	-40.0000	1.5000	0.7500
	wh2_main_sc_skv_skaven	wh2_dlc09_sc_tmb_tomb_kings	-40.0000	1.5000	0.7500
	wh2_main_sc_skv_skaven	wh2_dlc11_sc_cst_vampire_coast	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh2_main_sc_def_dark_elves	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh2_main_sc_hef_high_elves	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh2_main_sc_lzd_lizardmen	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh2_main_sc_skv_skaven	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_dlc23_sc_chd_chaos_dwarfs	-20.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_cth_cathay	-40.0000	1.5000	0.7500
	wh2_main_sc_skv_skaven	wh3_main_sc_dae_daemons	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_kho_khorne	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_ksl_kislev	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh3_main_sc_nur_nurgle	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_ogr_ogre_kingdoms	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_sla_slaanesh	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh3_main_sc_tze_tzeentch	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_dlc03_sc_bst_beastmen	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_dlc05_sc_wef_wood_elves	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh_dlc08_sc_nor_norsca	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_main_sc_brt_bretonnia	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh_main_sc_chs_chaos	0.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_main_sc_dwf_dwarfs	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh_main_sc_emp_empire	-100.0000	2.0000	0.5000
	wh2_main_sc_skv_skaven	wh_main_sc_grn_greenskins	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_main_sc_grn_savage_orcs	-10.0000	1.0000	1.0000
	wh2_main_sc_skv_skaven	wh_main_sc_teb_teb	-40.0000	1.5000	0.7500
	wh2_main_sc_skv_skaven	wh_main_sc_vmp_vampire_counts	-10.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_dlc09_sc_tmb_tomb_kings	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_dlc11_sc_cst_vampire_coast	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_main_sc_def_dark_elves	-60.0000	1.5000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_main_sc_hef_high_elves	-60.0000	1.5000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_main_sc_lzd_lizardmen	-60.0000	1.5000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh2_main_sc_skv_skaven	-60.0000	1.5000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_dlc23_sc_chd_chaos_dwarfs	-15.0000	1.0000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_cth_cathay	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_dae_daemons	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_kho_khorne	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_ksl_kislev	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_nur_nurgle	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_ogr_ogre_kingdoms	-20.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_sla_slaanesh	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh3_main_sc_tze_tzeentch	0.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_dlc03_sc_bst_beastmen	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_dlc05_sc_wef_wood_elves	-60.0000	1.5000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_dlc08_sc_nor_norsca	-10.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_brt_bretonnia	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_chs_chaos	-10.0000	1.0000	1.0000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_dwf_dwarfs	-100.0000	2.0000	0.1000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_emp_empire	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_grn_greenskins	-100.0000	2.0000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_grn_savage_orcs	-100.0000	2.0000	0.5000
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_teb_teb	-40.0000	1.5000	0.7500
	wh3_dlc23_sc_chd_chaos_dwarfs	wh_main_sc_vmp_vampire_counts	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh2_dlc09_sc_tmb_tomb_kings	-20.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh2_dlc11_sc_cst_vampire_coast	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh2_main_sc_def_dark_elves	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh2_main_sc_hef_high_elves	0.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh2_main_sc_lzd_lizardmen	-10.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh2_main_sc_skv_skaven	-100.0000	2.0000	0.5000
	wh3_main_sc_cth_cathay	wh3_dlc23_sc_chd_chaos_dwarfs	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh3_main_sc_cth_cathay	0.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh3_main_sc_dae_daemons	-100.0000	2.0000	0.1000
	wh3_main_sc_cth_cathay	wh3_main_sc_kho_khorne	-100.0000	2.0000	0.1000
	wh3_main_sc_cth_cathay	wh3_main_sc_ksl_kislev	10.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh3_main_sc_nur_nurgle	-100.0000	2.0000	0.1000
	wh3_main_sc_cth_cathay	wh3_main_sc_ogr_ogre_kingdoms	-10.0000	1.0000	1.2500
	wh3_main_sc_cth_cathay	wh3_main_sc_sla_slaanesh	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh3_main_sc_tze_tzeentch	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh_dlc03_sc_bst_beastmen	-100.0000	2.0000	0.5000
	wh3_main_sc_cth_cathay	wh_dlc05_sc_wef_wood_elves	0.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh_dlc08_sc_nor_norsca	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh_main_sc_brt_bretonnia	-10.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh_main_sc_chs_chaos	-100.0000	2.0000	0.5000
	wh3_main_sc_cth_cathay	wh_main_sc_dwf_dwarfs	0.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh_main_sc_emp_empire	10.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh_main_sc_grn_greenskins	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh_main_sc_grn_savage_orcs	-40.0000	1.5000	0.7500
	wh3_main_sc_cth_cathay	wh_main_sc_teb_teb	0.0000	1.0000	1.0000
	wh3_main_sc_cth_cathay	wh_main_sc_vmp_vampire_counts	-10.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh2_dlc09_sc_tmb_tomb_kings	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh2_dlc11_sc_cst_vampire_coast	-10.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh2_main_sc_def_dark_elves	-10.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh2_main_sc_hef_high_elves	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh2_main_sc_lzd_lizardmen	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh2_main_sc_skv_skaven	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_dlc23_sc_chd_chaos_dwarfs	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_main_sc_cth_cathay	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh3_main_sc_dae_daemons	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_main_sc_kho_khorne	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_main_sc_ksl_kislev	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh3_main_sc_nur_nurgle	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_main_sc_ogr_ogre_kingdoms	-40.0000	1.5000	0.7500
	wh3_main_sc_dae_daemons	wh3_main_sc_sla_slaanesh	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh3_main_sc_tze_tzeentch	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_dlc03_sc_bst_beastmen	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_dlc05_sc_wef_wood_elves	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh_dlc08_sc_nor_norsca	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_main_sc_brt_bretonnia	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh_main_sc_chs_chaos	0.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_main_sc_dwf_dwarfs	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh_main_sc_emp_empire	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh_main_sc_grn_greenskins	-25.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_main_sc_grn_savage_orcs	-10.0000	1.0000	1.0000
	wh3_main_sc_dae_daemons	wh_main_sc_teb_teb	-100.0000	2.0000	0.5000
	wh3_main_sc_dae_daemons	wh_main_sc_vmp_vampire_counts	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh2_dlc09_sc_tmb_tomb_kings	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh2_dlc11_sc_cst_vampire_coast	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh2_main_sc_def_dark_elves	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh2_main_sc_hef_high_elves	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh2_main_sc_lzd_lizardmen	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh2_main_sc_skv_skaven	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_dlc23_sc_chd_chaos_dwarfs	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_cth_cathay	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh3_main_sc_dae_daemons	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_kho_khorne	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_ksl_kislev	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh3_main_sc_nur_nurgle	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_ogr_ogre_kingdoms	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_sla_slaanesh	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh3_main_sc_tze_tzeentch	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_dlc03_sc_bst_beastmen	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_dlc05_sc_wef_wood_elves	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh_dlc08_sc_nor_norsca	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_main_sc_brt_bretonnia	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh_main_sc_chs_chaos	0.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_main_sc_dwf_dwarfs	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh_main_sc_emp_empire	-100.0000	2.0000	0.5000
	wh3_main_sc_kho_khorne	wh_main_sc_grn_greenskins	-25.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_main_sc_grn_savage_orcs	-10.0000	1.0000	1.0000
	wh3_main_sc_kho_khorne	wh_main_sc_teb_teb	-100.0000	2.0000	0.5000
