child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	visible_in_ui
dlc05_tech_wef_1_5_0	dlc05_tech_wef_1_4_0	0	2	4	0.0000	0.0000	true
dlc05_tech_wef_0_6_0	dlc05_tech_wef_1_5_0	0	1	3	0.0000	0.0000	true
dlc05_tech_wef_0_6_2	dlc05_tech_wef_1_5_0	0	2	4	0.0000	0.0000	true
dlc05_tech_wef_1_5_1	dlc05_tech_wef_1_5_0	0	3	1	0.0000	0.0000	true
dlc20_chs_kho_final	dlc20_chs_kho_0	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_final	dlc20_chs_kho_1	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_final	dlc20_chs_kho_2	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_final	dlc20_chs_kho_3	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_bot_1	dlc20_chs_kho_bot_0	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_bot_2	dlc20_chs_kho_bot_1	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_bot_3	dlc20_chs_kho_bot_2	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_bot_bonus	dlc20_chs_kho_bot_2	0	3	1	0.0000	0.0000	true
dlc20_chs_kho_bot_4	dlc20_chs_kho_bot_3	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_final_0	dlc20_chs_kho_bot_4	0	2	3	0.0000	0.0000	true
dlc20_chs_kho_final_1	dlc20_chs_kho_final_0	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_start_1	dlc20_chs_kho_start_0	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_bot_0	dlc20_chs_kho_start_1	0	3	4	0.0000	0.0000	true
dlc20_chs_kho_top_0	dlc20_chs_kho_start_1	0	1	4	0.0000	0.0000	true
dlc20_chs_kho_0	dlc20_chs_kho_start	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_1	dlc20_chs_kho_start	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_2	dlc20_chs_kho_start	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_3	dlc20_chs_kho_start	0	0	0	0.0000	0.0000	false
dlc20_chs_kho_top_1	dlc20_chs_kho_top_0	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_top_2	dlc20_chs_kho_top_1	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_top_3	dlc20_chs_kho_top_2	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_top_bonus	dlc20_chs_kho_top_2	0	1	3	0.0000	0.0000	true
dlc20_chs_kho_top_4	dlc20_chs_kho_top_3	0	2	4	0.0000	0.0000	true
dlc20_chs_kho_final_0	dlc20_chs_kho_top_4	0	2	1	0.0000	0.0000	true
dlc20_chs_nur_final	dlc20_chs_nur_0	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_final	dlc20_chs_nur_1	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_final	dlc20_chs_nur_2	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_final	dlc20_chs_nur_3	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_bot_1	dlc20_chs_nur_bot_0	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_bot_2	dlc20_chs_nur_bot_1	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_bot_3	dlc20_chs_nur_bot_2	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_bot_bonus	dlc20_chs_nur_bot_2	0	3	1	0.0000	0.0000	true
dlc20_chs_nur_bot_4	dlc20_chs_nur_bot_3	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_final_0	dlc20_chs_nur_bot_4	0	2	3	0.0000	0.0000	true
dlc20_chs_nur_final_1	dlc20_chs_nur_final_0	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_start_1	dlc20_chs_nur_start_0	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_bot_0	dlc20_chs_nur_start_1	0	3	4	0.0000	0.0000	true
dlc20_chs_nur_top_0	dlc20_chs_nur_start_1	0	1	4	0.0000	0.0000	true
dlc20_chs_nur_0	dlc20_chs_nur_start	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_1	dlc20_chs_nur_start	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_2	dlc20_chs_nur_start	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_3	dlc20_chs_nur_start	0	0	0	0.0000	0.0000	false
dlc20_chs_nur_top_1	dlc20_chs_nur_top_0	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_top_2	dlc20_chs_nur_top_1	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_top_3	dlc20_chs_nur_top_2	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_top_bonus	dlc20_chs_nur_top_2	0	1	3	0.0000	0.0000	true
dlc20_chs_nur_top_4	dlc20_chs_nur_top_3	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_final_0	dlc20_chs_nur_top_4	0	2	1	0.0000	0.0000	true
dlc20_chs_sla_final	dlc20_chs_sla_0	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_sigvald_bonus_1	dlc20_chs_sla_0	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_final	dlc20_chs_sla_1	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_sigvald_bonus_1	dlc20_chs_sla_1	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_final	dlc20_chs_sla_2	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_sigvald_bonus_1	dlc20_chs_sla_2	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_final	dlc20_chs_sla_3	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_sigvald_bonus_1	dlc20_chs_sla_3	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_bot_1	dlc20_chs_sla_bot_0	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_bot_2	dlc20_chs_sla_bot_1	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_bot_3	dlc20_chs_sla_bot_2	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_bot_bonus	dlc20_chs_sla_bot_2	0	3	1	0.0000	0.0000	true
dlc20_chs_sla_bot_4	dlc20_chs_sla_bot_3	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_final_0	dlc20_chs_sla_bot_4	0	2	3	0.0000	0.0000	true
dlc20_chs_sla_final_1	dlc20_chs_sla_final_0	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_start_1	dlc20_chs_sla_start_0	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_bot_0	dlc20_chs_sla_start_1	0	3	4	0.0000	0.0000	true
dlc20_chs_sla_top_0	dlc20_chs_sla_start_1	0	1	4	0.0000	0.0000	true
dlc20_chs_sla_0	dlc20_chs_sla_start	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_1	dlc20_chs_sla_start	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_2	dlc20_chs_sla_start	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_3	dlc20_chs_sla_start	0	0	0	0.0000	0.0000	false
dlc20_chs_sla_top_1	dlc20_chs_sla_top_0	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_top_2	dlc20_chs_sla_top_1	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_top_3	dlc20_chs_sla_top_2	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_top_bonus	dlc20_chs_sla_top_2	0	1	3	0.0000	0.0000	true
dlc20_chs_sla_top_4	dlc20_chs_sla_top_3	0	2	4	0.0000	0.0000	true
dlc20_chs_sla_final_0	dlc20_chs_sla_top_4	0	2	1	0.0000	0.0000	true
dlc20_chs_tze_final	dlc20_chs_tze_0	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_final	dlc20_chs_tze_1	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_final	dlc20_chs_tze_2	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_final	dlc20_chs_tze_3	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_bot_1	dlc20_chs_tze_bot_0	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_bot_2	dlc20_chs_tze_bot_1	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_bot_3	dlc20_chs_tze_bot_2	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_bot_bonus	dlc20_chs_tze_bot_2	0	3	1	0.0000	0.0000	true
dlc20_chs_tze_bot_4	dlc20_chs_tze_bot_3	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_final_0	dlc20_chs_tze_bot_4	0	2	3	0.0000	0.0000	true
dlc20_chs_tze_final_1	dlc20_chs_tze_final_0	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_start_1	dlc20_chs_tze_start_0	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_bot_0	dlc20_chs_tze_start_1	0	3	4	0.0000	0.0000	true
dlc20_chs_tze_top_0	dlc20_chs_tze_start_1	0	1	4	0.0000	0.0000	true
dlc20_chs_tze_0	dlc20_chs_tze_start	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_1	dlc20_chs_tze_start	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_2	dlc20_chs_tze_start	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_3	dlc20_chs_tze_start	0	0	0	0.0000	0.0000	false
dlc20_chs_tze_top_1	dlc20_chs_tze_top_0	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_top_2	dlc20_chs_tze_top_1	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_top_3	dlc20_chs_tze_top_2	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_top_bonus	dlc20_chs_tze_top_2	0	1	3	0.0000	0.0000	true
dlc20_chs_tze_top_4	dlc20_chs_tze_top_3	0	2	4	0.0000	0.0000	true
dlc20_chs_tze_final_0	dlc20_chs_tze_top_4	0	2	1	0.0000	0.0000	true
dlc20_chs_und_15_azazel	dlc20_chs_und_0_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_15_festus	dlc20_chs_und_0_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_15_valkia	dlc20_chs_und_0_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_15_vilitch	dlc20_chs_und_0_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_und_12	dlc20_chs_und_0	0	1	3	0.0000	0.0000	true
dlc20_chs_und_14	dlc20_chs_und_0	0	4	2	0.0000	0.0000	true
dlc20_chs_und_15	dlc20_chs_und_0	0	2	4	0.0000	0.0000	true
dlc20_chs_und_13	dlc20_chs_und_11	0	3	1	0.0000	0.0000	true
dlc20_chs_und_16	dlc20_chs_und_11	0	4	2	0.0000	0.0000	true
dlc20_chs_und_17	dlc20_chs_und_11	0	2	4	0.0000	0.0000	true
dlc20_chs_und_16_azazel	dlc20_chs_und_12_azazel	0	3	1	0.0000	0.0000	true
dlc20_chs_und_16_festus	dlc20_chs_und_12_festus	0	3	1	0.0000	0.0000	true
dlc20_chs_und_16_valkia	dlc20_chs_und_12_valkia	0	3	1	0.0000	0.0000	true
dlc20_chs_und_16_vilitch	dlc20_chs_und_12_vilitch	0	3	1	0.0000	0.0000	true
dlc20_chs_und_16_azazel	dlc20_chs_und_13_azazel	0	1	3	0.0000	0.0000	true
dlc20_chs_und_16_festus	dlc20_chs_und_13_festus	0	1	3	0.0000	0.0000	true
dlc20_chs_und_16_valkia	dlc20_chs_und_13_valkia	0	1	3	0.0000	0.0000	true
dlc20_chs_und_16_vilitch	dlc20_chs_und_13_vilitch	0	1	3	0.0000	0.0000	true
dlc20_chs_kho_start	dlc20_chs_und_14	0	1	2	0.0000	0.0000	true
dlc20_chs_und_1_azazel	dlc20_chs_und_15_azazel	0	1	3	0.0000	0.0000	true
dlc20_chs_und_2_azazel	dlc20_chs_und_15_azazel	0	3	1	0.0000	0.0000	true
dlc20_chs_und_1_festus	dlc20_chs_und_15_festus	0	1	3	0.0000	0.0000	true
dlc20_chs_und_2_festus	dlc20_chs_und_15_festus	0	3	1	0.0000	0.0000	true
dlc20_chs_und_1_valkia	dlc20_chs_und_15_valkia	0	1	3	0.0000	0.0000	true
dlc20_chs_und_2_valkia	dlc20_chs_und_15_valkia	0	3	1	0.0000	0.0000	true
dlc20_chs_und_1_vilitch	dlc20_chs_und_15_vilitch	0	1	3	0.0000	0.0000	true
dlc20_chs_und_2_vilitch	dlc20_chs_und_15_vilitch	0	3	1	0.0000	0.0000	true
dlc20_chs_tze_start	dlc20_chs_und_15	0	1	4	0.0000	0.0000	true
dlc20_chs_und_14_azazel	dlc20_chs_und_16_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_14_festus	dlc20_chs_und_16_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_14_valkia	dlc20_chs_und_16_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_14_vilitch	dlc20_chs_und_16_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_nur_start	dlc20_chs_und_16	0	3	2	0.0000	0.0000	true
dlc20_chs_sla_start	dlc20_chs_und_17	0	3	4	0.0000	0.0000	true
dlc20_chs_und_20	dlc20_chs_und_18	0	4	2	0.0000	0.0000	true
dlc20_chs_und_21	dlc20_chs_und_19	0	2	4	0.0000	0.0000	true
dlc20_chs_und_3_azazel	dlc20_chs_und_1_azazel	0	2	1	0.0000	0.0000	true
dlc20_chs_und_6_azazel	dlc20_chs_und_1_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_3_festus	dlc20_chs_und_1_festus	0	2	1	0.0000	0.0000	true
dlc20_chs_und_6_festus	dlc20_chs_und_1_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_3_valkia	dlc20_chs_und_1_valkia	0	2	1	0.0000	0.0000	true
dlc20_chs_und_6_valkia	dlc20_chs_und_1_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_3_vilitch	dlc20_chs_und_1_vilitch	0	2	1	0.0000	0.0000	true
dlc20_chs_und_6_vilitch	dlc20_chs_und_1_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_und_4_azazel	dlc20_chs_und_2_azazel	0	2	3	0.0000	0.0000	true
dlc20_chs_und_8_azazel	dlc20_chs_und_2_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_4_festus	dlc20_chs_und_2_festus	0	2	3	0.0000	0.0000	true
dlc20_chs_und_8_festus	dlc20_chs_und_2_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_4_valkia	dlc20_chs_und_2_valkia	0	2	3	0.0000	0.0000	true
dlc20_chs_und_8_valkia	dlc20_chs_und_2_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_4_vilitch	dlc20_chs_und_2_vilitch	0	2	3	0.0000	0.0000	true
dlc20_chs_und_8_vilitch	dlc20_chs_und_2_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_und_0	dlc20_chs_und_2	0	1	3	0.0000	0.0000	true
dlc20_chs_und_1	dlc20_chs_und_2	0	4	2	0.0000	0.0000	true
dlc20_chs_und_3	dlc20_chs_und_2	0	2	4	0.0000	0.0000	true
dlc20_chs_und_7_azazel	dlc20_chs_und_3_azazel	0	3	4	0.0000	0.0000	true
dlc20_chs_und_7_festus	dlc20_chs_und_3_festus	0	3	4	0.0000	0.0000	true
dlc20_chs_und_7_valkia	dlc20_chs_und_3_valkia	0	3	4	0.0000	0.0000	true
dlc20_chs_und_7_vilitch	dlc20_chs_und_3_vilitch	0	3	4	0.0000	0.0000	true
dlc20_chs_und_7_azazel	dlc20_chs_und_4_azazel	0	1	4	0.0000	0.0000	true
dlc20_chs_und_7_festus	dlc20_chs_und_4_festus	0	1	4	0.0000	0.0000	true
dlc20_chs_und_7_valkia	dlc20_chs_und_4_valkia	0	1	4	0.0000	0.0000	true
dlc20_chs_und_7_vilitch	dlc20_chs_und_4_vilitch	0	1	4	0.0000	0.0000	true
dlc20_chs_und_14	dlc20_chs_und_4	0	1	3	0.0000	0.0000	true
dlc20_chs_und_16	dlc20_chs_und_4	0	3	1	0.0000	0.0000	true
dlc20_chs_und_18	dlc20_chs_und_4	0	4	2	0.0000	0.0000	true
dlc20_chs_und_1	dlc20_chs_und_5	0	1	3	0.0000	0.0000	true
dlc20_chs_und_4	dlc20_chs_und_5	0	4	2	0.0000	0.0000	true
dlc20_chs_und_8	dlc20_chs_und_5	0	3	1	0.0000	0.0000	true
dlc20_chs_und_10_azazel	dlc20_chs_und_6_azazel	0	2	1	0.0000	0.0000	true
dlc20_chs_und_12_azazel	dlc20_chs_und_6_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_5_azazel	dlc20_chs_und_6_azazel	0	1	3	0.0000	0.0000	true
dlc20_chs_und_10_festus	dlc20_chs_und_6_festus	0	2	1	0.0000	0.0000	true
dlc20_chs_und_12_festus	dlc20_chs_und_6_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_5_festus	dlc20_chs_und_6_festus	0	1	3	0.0000	0.0000	true
dlc20_chs_und_10_valkia	dlc20_chs_und_6_valkia	0	2	1	0.0000	0.0000	true
dlc20_chs_und_12_valkia	dlc20_chs_und_6_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_5_valkia	dlc20_chs_und_6_valkia	0	1	3	0.0000	0.0000	true
dlc20_chs_und_10_vilitch	dlc20_chs_und_6_vilitch	0	2	1	0.0000	0.0000	true
dlc20_chs_und_12_vilitch	dlc20_chs_und_6_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_und_5_vilitch	dlc20_chs_und_6_vilitch	0	1	3	0.0000	0.0000	true
dlc20_chs_und_10	dlc20_chs_und_6	0	3	1	0.0000	0.0000	true
dlc20_chs_und_3	dlc20_chs_und_6	0	1	3	0.0000	0.0000	true
dlc20_chs_und_7	dlc20_chs_und_6	0	2	4	0.0000	0.0000	true
dlc20_chs_und_10_azazel	dlc20_chs_und_7_azazel	0	2	3	0.0000	0.0000	true
dlc20_chs_und_11_azazel	dlc20_chs_und_7_azazel	0	2	1	0.0000	0.0000	true
dlc20_chs_und_10_festus	dlc20_chs_und_7_festus	0	2	3	0.0000	0.0000	true
dlc20_chs_und_11_festus	dlc20_chs_und_7_festus	0	2	1	0.0000	0.0000	true
dlc20_chs_und_10_valkia	dlc20_chs_und_7_valkia	0	2	3	0.0000	0.0000	true
dlc20_chs_und_11_valkia	dlc20_chs_und_7_valkia	0	2	1	0.0000	0.0000	true
dlc20_chs_und_10_vilitch	dlc20_chs_und_7_vilitch	0	2	3	0.0000	0.0000	true
dlc20_chs_und_11_vilitch	dlc20_chs_und_7_vilitch	0	2	1	0.0000	0.0000	true
dlc20_chs_und_15	dlc20_chs_und_7	0	1	3	0.0000	0.0000	true
dlc20_chs_und_17	dlc20_chs_und_7	0	3	1	0.0000	0.0000	true
dlc20_chs_und_19	dlc20_chs_und_7	0	2	4	0.0000	0.0000	true
dlc20_chs_und_11_azazel	dlc20_chs_und_8_azazel	0	2	3	0.0000	0.0000	true
dlc20_chs_und_13_azazel	dlc20_chs_und_8_azazel	0	2	4	0.0000	0.0000	true
dlc20_chs_und_9_azazel	dlc20_chs_und_8_azazel	0	3	1	0.0000	0.0000	true
dlc20_chs_und_11_festus	dlc20_chs_und_8_festus	0	2	3	0.0000	0.0000	true
dlc20_chs_und_13_festus	dlc20_chs_und_8_festus	0	2	4	0.0000	0.0000	true
dlc20_chs_und_9_festus	dlc20_chs_und_8_festus	0	3	1	0.0000	0.0000	true
dlc20_chs_und_11_valkia	dlc20_chs_und_8_valkia	0	2	3	0.0000	0.0000	true
dlc20_chs_und_13_valkia	dlc20_chs_und_8_valkia	0	2	4	0.0000	0.0000	true
dlc20_chs_und_9_valkia	dlc20_chs_und_8_valkia	0	3	1	0.0000	0.0000	true
dlc20_chs_und_11_vilitch	dlc20_chs_und_8_vilitch	0	2	3	0.0000	0.0000	true
dlc20_chs_und_13_vilitch	dlc20_chs_und_8_vilitch	0	2	4	0.0000	0.0000	true
dlc20_chs_und_9_vilitch	dlc20_chs_und_8_vilitch	0	3	1	0.0000	0.0000	true
dlc20_chs_und_10	dlc20_chs_und_9	0	2	4	0.0000	0.0000	true
dlc20_chs_und_11	dlc20_chs_und_9	0	3	1	0.0000	0.0000	true
dlc20_chs_und_8	dlc20_chs_und_9	0	4	2	0.0000	0.0000	true
dlc20_chs_und_2	dlc20_chs_und_centre	0	1	3	0.0000	0.0000	true
dlc20_chs_und_5	dlc20_chs_und_centre	0	4	2	0.0000	0.0000	true
dlc20_chs_und_6	dlc20_chs_und_centre	0	2	4	0.0000	0.0000	true
dlc20_chs_und_9	dlc20_chs_und_centre	0	3	1	0.0000	0.0000	true
tech_dlc14_brt_righteous_strength	tech_dlc14_brt_code_of_conduct	0	3	1	0.0000	0.0000	true
tech_dlc14_brt_rally_the_peasants	tech_dlc14_brt_heroic_duties	0	3	1	0.0000	0.0000	true
tech_dlc14_brt_heroic_duties	tech_dlc14_brt_prayer_of_fortitude	0	3	1	0.0000	0.0000	true
tech_dlc14_brt_heroic_duties	tech_dlc14_brt_righteous_strength	0	3	4	0.0000	0.0000	true
tech_dlc14_brt_prayer_of_fortitude	tech_dlc14_brt_the_ladys_favour	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_3_1	tech_dlc14_skv_3_0_eshin	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_8_1	tech_dlc14_skv_8_0_eshin	0	4	1	0.0000	0.0000	true
wh2_main_tech_skv_8_2	tech_dlc14_skv_8_0_eshin	0	1	4	0.5000	0.0000	true
wh2_main_tech_skv_8_3	tech_dlc14_skv_8_0_eshin	0	2	4	-0.5000	0.0000	true
wh2_main_tech_skv_8_4	tech_dlc14_skv_8_0_eshin	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_8_5	tech_dlc14_skv_8_0_eshin	0	2	4	0.5000	0.0000	true
tech_dlc17_bst_bret_2	tech_dlc17_bst_bret_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_bret_3	tech_dlc17_bst_bret_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_bret_4	tech_dlc17_bst_bret_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_bret_5	tech_dlc17_bst_bret_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_dwarfs_2	tech_dlc17_bst_dwarfs_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_dwarfs_3	tech_dlc17_bst_dwarfs_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_dwarfs_4	tech_dlc17_bst_dwarfs_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_dwarfs_5	tech_dlc17_bst_dwarfs_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_elves_2	tech_dlc17_bst_elves_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_elves_3	tech_dlc17_bst_elves_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_elves_4	tech_dlc17_bst_elves_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_elves_5	tech_dlc17_bst_elves_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_men_2	tech_dlc17_bst_men_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_men_3	tech_dlc17_bst_men_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_men_4	tech_dlc17_bst_men_1	0	2	4	0.0000	0.0000	true
tech_dlc17_bst_men_5	tech_dlc17_bst_men_1	0	2	4	0.0000	0.0000	true
tech_grn_end_1_2	tech_grn_end_1_1	0	2	4	0.0000	0.0000	true
tech_grn_end_1_3	tech_grn_end_1_2	0	2	4	0.0000	0.0000	true
tech_grn_final_1_1	tech_grn_end_1_3	0	2	1	0.0000	0.0000	true
tech_grn_end_2_2	tech_grn_end_2_1	0	2	4	0.0000	0.0000	true
tech_grn_end_2_3	tech_grn_end_2_2	0	2	4	0.0000	0.0000	true
tech_grn_final_1_1	tech_grn_end_2_3	0	2	1	0.0000	-0.5000	true
tech_grn_end_3_2	tech_grn_end_3_1	0	2	4	0.0000	0.0000	true
tech_grn_end_3_3	tech_grn_end_3_2	0	2	4	0.0000	0.0000	true
tech_grn_final_1_1	tech_grn_end_3_3	0	2	4	0.0000	0.0000	true
tech_grn_end_4_2	tech_grn_end_4_1	0	2	4	0.0000	0.0000	true
tech_grn_end_4_3	tech_grn_end_4_2	0	2	4	0.0000	0.0000	true
tech_grn_final_1_1	tech_grn_end_4_3	0	2	3	0.0000	-0.5000	true
tech_grn_end_5_2	tech_grn_end_5_1	0	2	4	0.0000	0.0000	true
tech_grn_end_5_3	tech_grn_end_5_2	0	2	4	0.0000	0.0000	true
tech_grn_final_1_1	tech_grn_end_5_3	0	2	3	0.0000	0.0000	true
tech_grn_mid_1_1	tech_grn_extra_2_3	0	2	3	0.0000	0.0000	true
tech_grn_mid_2_1	tech_grn_extra_2_4	0	2	1	0.0000	0.0000	true
tech_grn_final_1_2	tech_grn_final_1_1	0	2	4	0.0000	0.0000	true
tech_grn_end_2_1	tech_grn_mid_1_1	0	2	4	-0.5000	-0.5000	true
tech_grn_end_3_1	tech_grn_mid_1_1	0	2	4	0.5000	-0.5000	true
tech_grn_end_3_1	tech_grn_mid_2_1	0	2	4	-0.5000	0.5000	true
tech_grn_end_4_1	tech_grn_mid_2_1	0	2	4	0.5000	0.5000	true
