task_generator_group_key	task_generator_key	task_generator_variable_group	priority
wh3_combi_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_LOCAL_REGION		-150.0000
wh3_combi_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		3.0000
wh3_combi_tms_generator_group_chaos_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS		-100.0000
wh3_combi_tms_generator_group_coloniser_additive	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_NEAR_OUR_FORCES		2.0000
wh3_combi_tms_generator_group_coloniser_additive	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED		1.0000
wh3_combi_tms_generator_group_coloniser_additive	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED		2.0000
wh3_combi_tms_generator_group_coloniser_additive	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED		2.0000
wh3_combi_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_combi_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		5.0000
wh3_combi_tms_generator_group_daemonprince_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_combi_tms_generator_group_default	CAI_GDS_TMS_TASK_GENERATOR_DEFEND_ALL_SETTLEMENTS_WHEN_ENEMY_FORCES_IN_OUR_TERRTORY		0.7500
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_NEARBY_ENEMY_AGENTS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_NEARBY_ENEMY_FORCES		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_NEARBY_ENEMY_SETTLEMENTS		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_UNDISCOVERED_FACTIONS_REGIONS_AFTER_TURN_50_AND_STRONG	agent_deploy_to_region	15.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_ON_EASY		-1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_ON_HARD		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_ON_LEGENDARY		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_ON_NORMAL		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_ON_VERYHARD		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS_ON_EASY		-1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS_ON_HARD		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS_ON_LEGENDARY		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS_ON_NORMAL		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS_ON_VERYHARD		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_ARMIES_IN_PERSONALITY_REGION_GROUP_1_EARLY		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_ARMIES_IN_PERSONALITY_REGION_GROUP_2_MID		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_ARMIES_IN_PERSONALITY_REGION_GROUP_3_LATE		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_LAST_SETTLEMENT		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY		100.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_HIGH_QUALITY_REGION		20.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_HIGH_VARIETY_REGION		10.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_LOCAL_REGION		20.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_TARGET_ABANDONED_REGIONS_WITH_LOW_HP_FORCES		-50.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES		10.0000
wh3_combi_tms_generator_group_default	CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_TO_CAPITOL_WHEN_TRESPASS_WARNED		15.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_ALLIED_HUMAN_TERRITORY		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_4	4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_MAIN_THREAT		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_MAIN_THREAT		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS		6.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		6.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY	timed_priority_boost_quick	6.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES		6.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED	timed_priority_boost_quick	1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY		0.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED	timed_priority_boost_quick	1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS	time_horizon_4	-5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED	timed_priority_boost_quick	2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES		-5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_AGENTS_WITH_TAGGED_AGENTS		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_FORCES_WITH_TAGGED_FORCES		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS		-1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_BUILD_UP_NAVIES		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_DEFEND_BESIEGED_SETTLEMENT		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		2.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY		3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS	time_horizon_4	-5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY		4.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RECRUIT_AVAILABLE_NAVY		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS		5.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		1.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		10.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_OUR_ISSUED_TARGET_FORCES		-3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_OUR_ISSUED_TARGET_REGIONS		-3.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		10.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES		10.0000
wh3_combi_tms_generator_group_default	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS		10.0000
wh3_combi_tms_generator_group_defensive_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_MAIN_THREAT		2.0000
wh3_combi_tms_generator_group_defensive_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_MAIN_THREAT		2.0000
wh3_combi_tms_generator_group_defensive_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		-2.0000
wh3_combi_tms_generator_group_defensive_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS		-2.0000
wh3_combi_tms_generator_group_defensive_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS		-1.0000
wh3_combi_tms_generator_group_dont_colonise_additive	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_NEAR_OUR_FORCES		-20.0000
wh3_combi_tms_generator_group_dont_colonise_additive	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED		-20.0000
wh3_combi_tms_generator_group_dont_colonise_additive	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED		-20.0000
wh3_combi_tms_generator_group_dont_colonise_additive	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED		-20.0000
wh3_combi_tms_generator_group_dwarf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_6	2.0000
wh3_combi_tms_generator_group_forest_dweller_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		1.6000
wh3_combi_tms_generator_group_forest_dweller_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_combi_tms_generator_group_forest_dweller_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		-1.0000
wh3_combi_tms_generator_group_forest_dweller_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY		-2.0000
wh3_combi_tms_generator_group_forest_dweller_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		3.0000
wh3_combi_tms_generator_group_highelf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_6	2.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_GDS_TASK_GENERATOR_HORDE_MOVE_TO_ATTACK_ENEMY_FORCES_WHEN_TRESPASS_WARNED		15.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		7.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION		3.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS		6.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION		0.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		4.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS		2.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		7.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED		5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		6.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES		6.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		2.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS	time_horizon_4	-5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES		-5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS		1.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY		5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION		3.0000
