key	ambience_start_event	ambience_stop_event	ambience_only_play_if_primary	ambience_only_play_if_port	one_shot_event	one_shot_min_time	one_shot_max_time	one_shot_only_play_if_primary	one_shot_only_play_if_port	selected_event	reverb	obstruction	ambience_culling_distance	one_shot_culling_distance	construction_event	raze_event
Wh_Cam_Settlement_Port_Nordic	Campaign_Environment_Nordic_Settlement_Port_Play	Campaign_Environment_Nordic_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Nordic_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
Wh_Cam_Settlement_Port_Skaven	Campaign_Environment_Skaven_Settlement_Port_Play	Campaign_Environment_Skaven_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Skaven_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
Wh_Cam_Settlement_Port_Tomb_Kings	Campaign_Environment_Tomb_Kings_Settlement_Port_Play	Campaign_Environment_Tomb_Kings_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Tomb_Kings_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
Wh_Cam_Settlement_Port_Vampire	Campaign_Environment_Vampire_Settlement_Port_Play	Campaign_Environment_Vampire_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
Wh_Cam_Settlement_Port_Vampire_Coast	Campaign_Environment_Vampire_Coast_Settlement_Port_Play	Campaign_Environment_Vampire_Coast_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
Wh_Cam_Settlement_Port_Wood_Elves	Campaign_Environment_Wood_Elves_Settlement_Port_Play	Campaign_Environment_Wood_Elves_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Wood_Elves_Settlement_Port_Selection_Play	true	false	30.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_darkelves	Campaign_Environment_Dark_Elves_Settlement_Capital_Play	Campaign_Environment_Dark_Elves_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Dark_Elves_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_highelves	Campaign_Environment_High_Elves_Settlement_Capital_Play	Campaign_Environment_High_Elves_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_High_Elves_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_lizardmen	Campaign_Environment_Lizardmen_Settlement_Capital_Play	Campaign_Environment_Lizardmen_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Lizardmen_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_savage	Campaign_Environment_Greenskin_Settlement_Capital_Play	Campaign_Environment_Greenskin_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Greenskin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_skaven	Campaign_Environment_Skaven_Settlement_Capital_Play	Campaign_Environment_Skaven_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Skaven_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_capital_tombkings	Campaign_Environment_Tomb_Kings_Settlement_Capital_Play	Campaign_Environment_Tomb_Kings_Settlement_Capital_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Tomb_Kings_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_major_generic	Campaign_Environment_Generic_Settlement_Loop_Play	Campaign_Environment_Generic_Settlement_Loop_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Generic_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_major_tombkings	Campaign_Environment_Tomb_Kings_Settlement_Major_Play	Campaign_Environment_Tomb_Kings_Settlement_Major_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Tomb_Kings_Settlement_Major_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_minor_tombkings	Campaign_Environment_Tomb_Kings_Settlement_Minor_Play	Campaign_Environment_Tomb_Kings_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Tomb_Kings_Settlement_Minor_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	Campaign_Environment_Tomb_Kings_Settlement_Black_Pyramid_Play	Campaign_Environment_Tomb_Kings_Settlement_Black_Pyramid_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Tomb_Kings_Settlement_Capital_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc11_cam_settlement_capital_ruin_vampire_coast	Campaign_Environment_Vampire_Coast_Settlement_Capital_Ruin_Play	Campaign_Environment_Vampire_Coast_Settlement_Capital_Ruin_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc11_cam_settlement_capital_vampire_coast	Campaign_Environment_Vampire_Coast_Settlement_Capital_Play	Campaign_Environment_Vampire_Coast_Settlement_Capital_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	Campaign_Environment_Vampire_Coast_Settlement_Galleons_Graveyard_Play	Campaign_Environment_Vampire_Coast_Settlement_Galleons_Graveyard_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Selection	true	false	75.0000	30.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc11_cam_settlement_major_vampire_coast	Campaign_Environment_Vampire_Coast_Settlement_Major_Play	Campaign_Environment_Vampire_Coast_Settlement_Major_Stop	false	false		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc11_cam_settlement_minor_vampire_coast	Campaign_Environment_Vampire_Coast_Settlement_Minor_Play	Campaign_Environment_Vampire_Coast_Settlement_Minor_Stop	false	false		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Coast_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh2_dlc12_cam_settlement_nuclear_ruin	Campaign_Environment_Generic_Ruin_Settlement_Nuclear_Loop_Play	Campaign_Environment_Generic_Ruin_Settlement_Nuclear_Loop_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Generic_Ruin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_capital_khorne	Campaign_Environment_Khorne_Settlement_Capital_Play	Campaign_Environment_Khorne_Settlement_Capital_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Khorne_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_capital_ogres	Campaign_Environment_Ogres_Settlement_Capital_Play	Campaign_Environment_Ogres_Settlement_Capital_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Ogres_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_cathay_port	Campaign_Environment_Cathay_Settlement_Port_Play	Campaign_Environment_Cathay_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Cathay_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_khorne_port	Campaign_Environment_Khorne_Settlement_Port_Play	Campaign_Environment_Khorne_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Khorne_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_kislev_port	Campaign_Environment_Kislev_Settlement_Port_Play	Campaign_Environment_Kislev_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Kislev_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_cathay	Campaign_Environment_Cathay_Settlement_Major_Play	Campaign_Environment_Cathay_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Cathay_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_daemonprince	Campaign_Environment_Daemon_Prince_Settlement_Major_Play	Campaign_Environment_Daemon_Prince_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Daemon_Prince_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_khorne	Campaign_Environment_Khorne_Settlement_Major_Play	Campaign_Environment_Khorne_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Khorne_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_kislev	Campaign_Environment_Kislev_Settlement_Major_Play	Campaign_Environment_Kislev_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Kislev_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_kislev_Prologue	Campaign_Environment_Kislev_Settlement_Major_Prologue_Play	Campaign_Environment_Kislev_Settlement_Major_Prologue_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Kislev_Settlement_Selection_Prologue	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_nurgle	Campaign_Environment_Nurgle_Settlement_Major_Play	Campaign_Environment_Nurgle_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Nurgle_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_ogres	Campaign_Environment_Ogres_Settlement_Major_Play	Campaign_Environment_Ogres_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Ogres_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_slaanesh	Campaign_Environment_Slaanesh_Settlement_Major_Play	Campaign_Environment_Slaanesh_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Slaanesh_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_major_tzeentch	Campaign_Environment_Tzeentch_Settlement_Major_Play	Campaign_Environment_Tzeentch_Settlement_Major_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Tzeentch_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_cathay	Campaign_Environment_Cathay_Settlement_Minor_Play	Campaign_Environment_Cathay_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Cathay_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_daemonprince	Campaign_Environment_Daemon_Prince_Settlement_Minor_Play	Campaign_Environment_Daemon_Prince_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Daemon_Prince_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_khorne	Campaign_Environment_Khorne_Settlement_Minor_Play	Campaign_Environment_Khorne_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Khorne_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_kislev	Campaign_Environment_Kislev_Settlement_Minor_Play	Campaign_Environment_Kislev_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Kislev_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_kislev_Prologue	Campaign_Environment_Kislev_Settlement_Minor_Prologue_Play	Campaign_Environment_Kislev_Settlement_Minor_Prologue_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Kislev_Settlement_Selection_Prologue	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_nurgle	Campaign_Environment_Nurgle_Settlement_Minor_Play	Campaign_Environment_Nurgle_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Nurgle_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_ogres	Campaign_Environment_Ogres_Settlement_Minor_Play	Campaign_Environment_Ogres_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Ogres_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_slaanesh	Campaign_Environment_Slaanesh_Settlement_Minor_Play	Campaign_Environment_Slaanesh_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Slaanesh_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_minor_tzeentch	Campaign_Environment_Tzeentch_Settlement_Minor_Play	Campaign_Environment_Tzeentch_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	false	Campaign_Environment_Tzeentch_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_nurgle_port	Campaign_Environment_Nurgle_Settlement_Port_Play	Campaign_Environment_Nurgle_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Nurgle_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_ogres_port	Campaign_Environment_Ogres_Settlement_Port_Play	Campaign_Environment_Ogres_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Ogres_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_slaanesh_port	Campaign_Environment_Slaanesh_Settlement_Port_Play	Campaign_Environment_Slaanesh_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Slaanesh_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_cam_settlement_tzeentch_port	Campaign_Environment_Tzeentch_Settlement_Port_Play	Campaign_Environment_Tzeentch_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Tzeentch_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_dlc23_cam_settlement_chaos_dwarf_port	Campaign_Environment_CHD_Settlement_Port_Play	Campaign_Environment_CHD_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_CHD_Settlement_Port_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_dlc23_cam_settlement_major_chaos_dwarf	Campaign_Environment_CHD_Settlement_Major_Play	Campaign_Environment_CHD_Settlement_Major_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_CHD_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh3_dlc23_cam_settlement_minor_chaos_dwarf	Campaign_Environment_CHD_Settlement_Minor_Play	Campaign_Environment_CHD_Settlement_Minor_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_CHD_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_cth_quarry	Campaign_Environment_Cathay_Quarry_Play	Campaign_Environment_Cathay_Quarry_Stop	true	true		2.0000	4.0000	true	true		true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_farming	Campaign_Environment_Resource_Building_Farm_One_Shot		true	true	Campaign_Environment_Resource_Building_Farm_One_Shot	2.0000	4.0000	true	true		true	false	20.0000	20.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_lumber_mill	Campaign_Environment_Resource_Building_Timber_One_Shot		true	true	Campaign_Environment_Resource_Building_Timber_One_Shot	2.0000	4.0000	true	true		true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_mining	Campaign_Environment_Resource_Building_Mine_Play	Campaign_Environment_Resource_Building_Mine_Stop	true	true		2.0000	12.0000	true	true		true	false	20.0000	20.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_quarry	Campaign_Environment_Resource_Building_Quarry_Play	Campaign_Environment_Resource_Building_Quarry_Stop	true	true		2.0000	12.0000	true	true		true	false	20.0000	20.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_vineyard	Campaign_Environment_Resource_Building_Wine_One_Shot		true	true		2.0000	4.0000	true	true		true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_resource_worshop	Campaign_Environment_Resource_Building_Workshop_One_Shot		true	true	Campaign_Environment_Resource_Building_Workshop_One_Shot	2.0000	4.0000	true	true		true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_bretonnia	Campaign_Environment_Bretonnia_Settlement_Capital_Play	Campaign_Environment_Bretonnia_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Bretonnia_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_chaos	Campaign_Environment_Chaos_Settlement_Capital_Play	Campaign_Environment_Chaos_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Chaos_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_dwarf	Campaign_Environment_Dwarf_Settlement_Capital_Play	Campaign_Environment_Dwarf_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Dwarf_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_empire	Campaign_Environment_Empire_Settlement_Capital_Play	Campaign_Environment_Empire_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Empire_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_greenskin	Campaign_Environment_Greenskin_Settlement_Capital_Play	Campaign_Environment_Greenskin_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Greenskin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_nordic	Campaign_Environment_Nordic_Settlement_Capital_Play	Campaign_Environment_Nordic_Settlement_Capital_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Nordic_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_capital_vampire	Campaign_Environment_Vampire_Settlement_Capital_Play	Campaign_Environment_Vampire_Settlement_Capital_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Vampire_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_generic_port	Campaign_Environment_Generic_Port_Settlement_Loop_Play	Campaign_Environment_Generic_Port_Settlement_Loop_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Generic_Port_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_generic_ruin	Campaign_Environment_Generic_Ruin_Settlement_Loop_Play	Campaign_Environment_Generic_Ruin_Settlement_Loop_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Generic_Ruin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_lizardmen_port	Campaign_Environment_Lizardmen_Settlement_Port_Play	Campaign_Environment_Lizardmen_Settlement_Port_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Lizardmen_Settlement_Port_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_bretonnia	Campaign_Environment_Bretonnia_Settlement_Major_Play	Campaign_Environment_Bretonnia_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Bretonnia_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_chaos	Campaign_Environment_Chaos_Settlement_Major_Play	Campaign_Environment_Chaos_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Chaos_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_darkelves	Campaign_Environment_Dark_Elves_Settlement_Major_Play	Campaign_Environment_Dark_Elves_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Dark_Elves_Settlement_Major_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_dwarf	Campaign_Environment_Dwarf_Settlement_Major_Play	Campaign_Environment_Dwarf_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Dwarf_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_empire	Campaign_Environment_Empire_Settlement_Major_Play	Campaign_Environment_Empire_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Empire_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_greenskin	Campaign_Environment_Greenskin_Settlement_Major_Play	Campaign_Environment_Greenskin_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Greenskin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_highelves	Campaign_Environment_High_Elves_Settlement_Major_Play	Campaign_Environment_High_Elves_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_High_Elves_Settlement_Major_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_lizardmen	Campaign_Environment_Lizardmen_Settlement_Major_Play	Campaign_Environment_Lizardmen_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Lizardmen_Settlement_Major_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_nordic	Campaign_Environment_Nordic_Settlement_Major_Play	Campaign_Environment_Nordic_Settlement_Major_Stop	true	false		2.0000	4.0000	true	true	Campaign_Environment_Nordic_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_rogue	Campaign_Environment_Greenskin_Settlement_Major_Play	Campaign_Environment_Greenskin_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Greenskin_Settlement_Selection	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
wh_cam_settlement_major_skaven	Campaign_Environment_Skaven_Settlement_Major_Play	Campaign_Environment_Skaven_Settlement_Major_Stop	true	true		2.0000	4.0000	true	true	Campaign_Environment_Skaven_Settlement_Major_Selection_Play	true	false	25.0000	25.0000		Campaign_Environment_Generic_Settlement_Raze
