key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
1070447421	wh3_dlc25_dwf_malakai_feature_gyrocopter_1	0	wh3_dlc25_dwf_malakai_feature_mercenary_pool		wh_main_sc_dwf_dwarfs	
1073688989	wh3_dlc25_emp_veh_marienburg_land_ship_morr	0	wh3_dlc25_emp_amethyst_unit_pool	wh_main_emp_wissenland		
107561393	wh2_main_lzd_mon_ancient_stegadon_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1076774654	wh3_dlc29_nur_mon_great_unclean_one_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
107681581	wh2_dlc13_emp_inf_crossbowmen_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool_volkmar		wh_main_sc_emp_empire	
1082598292	wh3_dlc27_sla_mon_champions_of_slaanesh_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_sigvald		
108651495	wh3_dlc27_sla_cav_seeker_chariots_ror	1	wh3_main_sla_units_of_renown_pool			
1088127706	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1088444349	wh2_dlc10_def_cav_raven_heralds_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1090303968	wh3_dlc20_chs_cav_chaos_chariot_msla_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1093010295	wh3_dlc27_sla_mon_preyton	0	wh3_dlc27_nor_monstrous_arcanum		wh_dlc08_sc_nor_norsca	
1093281091	wh3_dlc27_sla_cav_pleasureseekers_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_sigvald		
1093295670	wh2_main_lzd_inf_skink_cohort_1_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1093415614	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1101147276	wh_dlc08_vmp_mon_terrorgheist_boss	1	wh_dlc08_monster_hunt_of_renown_pool		wh_main_sc_vmp_vampire_counts	
1101776761	wh3_main_ogr_inf_ogres_0	1	wh3_main_ogr_merc_pool			
1104835339	wh3_dlc20_chs_cav_chaos_chariot_mnur	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1106619582	wh3_dlc25_nur_inf_pestigors_warriors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1107836880	wh3_cp1_cth_bhashiva_shang_yang_support_zhangu_war_drum	0	wh3_cp1_cth_bhashiva_shang_yang_support			
1109657790	wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1110130340	wh3_dlc29_chs_inf_plague_ogres_great_weapons_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
111022889	wh3_dlc29_nag_cst_cav_deck_droppers_1_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1110602695	wh2_dlc12_lzd_mon_salamander_pack_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
1112195467	wh3_dlc27_nor_cav_chaos_chariot_ror	1	wh3_main_tze_units_of_renown_pool			
1113561308	wh2_main_lzd_mon_bastiladon_blessed_2	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1113926821	wh3_dlc26_chs_inf_chosen_mkho_ror	1	wh_dlc01_chs_units_of_renown_pool			
1114378908	wh2_dlc09_tmb_mon_ushabti_0	999999	wh3_dlc29_vmp_additional_units	wh3_dlc29_vmp_neferata		
1114438294	wh3_dlc29_nag_vmp_mon_zombie_dragon_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1116787817	wh3_dlc29_nur_mon_rot_flies_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1119343593	wh3_dlc24_tze_mon_carnosaur_0	1	wh3_main_tze_units_of_renown_pool	wh3_dlc24_tze_the_deceivers		
1120327942	wh3_cp1_cth_bhashiva_shang_yang_support_grenadiers	0	wh3_cp1_cth_bhashiva_shang_yang_support			
1122452176	wh2_dlc16_skv_mon_wolf_rats_0_flesh_lab	0	wh2_dlc16_skv_throt_flesh_lab_pool	wh2_main_skv_clan_moulder		
112568199	wh3_main_tze_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1126515146	wh3_twa08_kho_mon_bloodthirster_0_ror	1	wh3_main_kho_units_of_renown_pool			
1126522916	wh_pro04_wef_inf_wildwood_rangers_ror_0	1	wh_dlc05_wef_units_of_renown_pool		wh_dlc05_sc_wef_wood_elves	
1130235629	wh2_dlc11_cst_inf_deck_gunners_ror_0	1	wh2_dlc11_cst_units_of_renown_pool		wh2_dlc11_sc_cst_vampire_coast	
1131152621	wh3_twa06_sla_inf_daemonette_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_sigvald		
1131413192	wh2_dlc17_kho_mon_ghorgon_ror_0	1	wh3_main_kho_units_of_renown_pool			
1132450975	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1133675520	wh_dlc08_nor_mon_frost_wyrm_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_dlc08_sc_nor_norsca	
113389775	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1139389651	wh2_dlc11_cst_mon_mournguls_ror_0	1	wh2_dlc11_cst_units_of_renown_pool		wh2_dlc11_sc_cst_vampire_coast	
1143266915	wh3_dlc29_nag_tmb_cav_necropolis_knights_1_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1144001916	wh3_main_nur_inf_chaos_furies_0	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1145278629	wh_pro04_chs_inf_forsaken_ror_0	1	wh3_main_nur_units_of_renown_pool			
1145921550	wh3_dlc29_nag_tmb_inf_tomb_guard_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1147923321	wh3_dlc29_chs_mon_chaos_siege_giant_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1150654285	wh3_dlc29_nag_tmb_mon_bone_giant_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1151557565	wh3_main_nur_mon_soul_grinder_0	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1151988223	wh3_main_sla_veh_seeker_chariot_0_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_sigvald		
1154325042	wh3_dlc29_vmp_mon_morghast_archai_ror	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1156324911	wh3_main_pro_ksl_cav_gryphon_legion_ror_0	1	wh3_main_pro_ksl_ror		wh3_main_pro_sc_ksl_kislev	
1159231933	wh3_main_tze_mon_spawn_of_tzeentch_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
1160115648	wh3_dlc26_kho_inf_khorngors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1162460629	wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
116356164	wh3_dlc29_nag_vmp_inf_grave_guard_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1163977084	wh_dlc08_nor_art_hellcannon_battery	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1164888327	wh2_dlc16_wef_mon_wolves	1	wh2_dlc16_wef_drycha_province_merc_pool	wh2_dlc16_wef_drycha		
1165788452	wh3_dlc24_tze_inf_centigors_great_weapons_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1169919426	wh3_dlc20_chs_inf_chosen_mnur_greatweapons	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1170284716	wh3_dlc20_chs_inf_forsaken_msla_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1174251355	wh3_dlc29_nur_inf_plaguebearers_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
117753924	wh3_main_kho_mon_spawn_of_khorne_0_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1178532862	wh2_dlc11_cst_mon_scurvy_dogs	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1179011038	wh3_dlc20_chs_inf_forsaken_mkho_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1183644697	wh2_dlc13_emp_cav_reiksguard_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1185392511	wh3_dlc29_nag_vmp_veh_corpse_cart_1_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1189110765	wh3_dlc25_nur_cav_plague_drones_1_ror	1	wh3_main_nur_units_of_renown_pool			
1189897469	wh3_dlc25_dwf_malakai_feature_gyrocopter_0	0	wh3_dlc25_dwf_malakai_feature_mercenary_pool		wh_main_sc_dwf_dwarfs	
1189938051	wh2_twa03_feral_stegadon	0	wh2_twa03_def_rakarth_merc_pool			
1190774418	wh_main_chs_mon_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1191299849	wh3_dlc25_nur_chieftains_nor_mon_frost_wyrm_0	0	wh3_dlc25_nur_tamurkhan_chieftains_pool	wh3_dlc25_nur_tamurkhan		
1191469716	wh2_dlc11_cst_mon_bloated_corpse_0	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1192858516	wh3_main_sla_mon_fiends_of_slaanesh_0_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1195945014	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
1201939699	wh3_main_sla_mon_fiends_of_slaanesh_0_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1206534993	wh3_dlc26_kho_mon_bloodbeast_of_khorne_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_valkia		
1210453447	wh3_dlc20_chs_inf_chaos_marauders_mtze_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_vilitch		
121051434	wh_pro04_chs_inf_forsaken_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_festus		
1211300970	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	1	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1213118603	wh3_main_sla_inf_daemonette_0_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1221129011	wh3_dlc25_nur_chieftains_nur_cav_rot_knights	0	wh3_dlc25_nur_tamurkhan_chieftains_pool	wh3_dlc25_nur_tamurkhan		
1221998324	wh_main_chs_mon_chaos_spawn_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1224230642	wh3_dlc29_nag_cst_mon_rotting_prometheans_gunnery_mob_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1224898127	wh3_cp1_cth_bhashiva_shang_yang_support_jet_lion	0	wh3_cp1_cth_bhashiva_shang_yang_support			
12271324	wh3_dlc29_nag_cst_inf_zombie_gunnery_mob_2_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1230336565	wh_pro04_bst_inf_cygor_ror_0	1	wh_dlc03_bst_units_of_renown_pool		wh_dlc03_sc_bst_beastmen	
123430837	wh3_dlc29_vmp_inf_spirit_host	999999	wh3_dlc29_vmp_raise_dead_faction		wh_main_sc_vmp_vampire_counts	
1236174111	wh3_dlc25_nur_inf_plague_ogres_great_weapons	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1242237885	wh3_main_nur_inf_plaguebearers_0	2	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1243146990	wh3_main_sla_mon_spawn_of_slaanesh_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1243352338	wh3_dlc27_chs_mon_dread_maw_province_pool	0	wh3_dlc20_chs_province_pool		wh_main_sc_chs_chaos	
1244361641	wh3_dlc29_nag_vmp_blood_knights_sword_shield_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1245274706	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1249642224	wh_pro04_nor_inf_chaos_marauders_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_dlc08_sc_nor_norsca	
1253825204	wh3_twa10_kho_inf_flesh_hounds_of_khorne_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
125832392	wh3_main_nur_mon_beast_of_nurgle_0_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_festus		
1258989185	wh2_dlc13_emp_inf_greatswords_ror_0_non_replenish	0	wh2_dlc13_emp_elector_counts_merc_pool_non_replenish		wh_main_sc_emp_empire	
1261203419	wh3_main_sla_mon_spawn_of_slaanesh_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1263898227	wh2_dlc13_lzd_mon_razordon_pack_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
1268963046	wh2_dlc13_emp_inf_archers_ror_0	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
1275734453	wh3_dlc20_chs_inf_chaos_marauders_mtze_province_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
1277355319	wh3_dlc25_dwf_malakai_feature_organ_guns	0	wh3_dlc25_dwf_malakai_feature_mercenary_pool		wh_main_sc_dwf_dwarfs	
1277654820	wh3_dlc20_chs_inf_forsaken_msla_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1277971189	wh3_main_nur_inf_plaguebearers_0_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1278016901	wh_main_chs_mon_chaos_warhounds_1_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1280669858	wh3_twa07_sla_cav_heartseekers_of_slaanesh_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_azazel		
1284256033	wh3_twa07_tze_cav_doom_knights_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_vilitch		
1285013000	wh3_twa07_cth_cav_jade_longma_riders_ror_0	1	wh3_main_cth_units_of_renown_pool		wh3_main_sc_cth_cathay	
1285984880	wh3_dlc25_dwf_inf_slayer_pirates_ror	1	wh3_main_ogr_units_of_renown_pool	wh3_dlc26_ogr_golgfag		
128646379	wh3_main_nur_mon_rot_flies_0	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1287779271	wh3_dlc27_sla_dechala_daemons_exalted_seeker_chariot	0	wh3_dlc27_sla_daemonic_attraction			
1289032611	wh3_dlc26_kho_mon_slaughterbrute_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1289436304	wh3_dlc25_nur_mon_toad_dragon	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1290307843	wh3_dlc29_chs_inf_chosen_mnur_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1294493323	wh3_dlc26_grn_mon_colossal_squig_ror	1	wh_dlc06_grn_units_of_renown_pool		wh_main_sc_grn_greenskins	
1295729494	wh3_dlc29_nag_vmp_mon_crypt_horrors_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1300873712	wh3_main_dae_inf_chaos_furies_0_faction_pool	0	wh3_dlc20_coc_faction_pool		wh_main_sc_chs_chaos	
1302972555	wh3_dlc27_sla_cav_seeker_chariots_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_azazel		
1306175653	wh3_main_kho_inf_bloodletters_0_warriors_faction_pool	1	wh3_main_belakor_faction_pool			
130828600	wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_festus		
1310886464	wh3_main_sla_inf_marauders_0_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1310910260	wh_dlc04_vmp_inf_tithe_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1311170056	wh3_twa07_nur_cav_pox_riders_of_nurgle_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_festus		
1318867775	wh3_main_sla_mon_soul_grinder_0_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_azazel		
1319575953	wh3_main_tze_inf_pink_horrors_0_warriors_faction_pool	1	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_vilitch		
1319758449	wh2_dlc13_emp_inf_halberdiers_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool		wh_main_sc_emp_empire	
1320556615	wh2_main_lzd_inf_saurus_warriors_blessed_1	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1320882515	wh3_dlc29_chs_mon_chaos_siege_giant_monster_mark_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc29_chs_host_of_the_triplets		
1321677402	wh3_dlc25_nur_inf_plague_ogres_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1321697271	wh_pro04_wef_cav_wild_riders_ror_0	1	wh_dlc05_wef_units_of_renown_pool		wh_dlc05_sc_wef_wood_elves	
1322972367	wh3_twa10_cth_inf_peasant_archers_ror	1	wh3_main_cth_units_of_renown_pool		wh3_main_sc_cth_cathay	
1323449495	wh3_dlc25_nur_cav_plague_drones_1_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_festus		
1323541815	wh2_dlc13_emp_cav_pistoliers_ror_0_non_replenish	0	wh2_dlc13_emp_elector_counts_merc_pool_non_replenish		wh_main_sc_emp_empire	
1323948233	wh2_twa03_mon_monster_feral_bear	0	wh2_twa03_def_rakarth_merc_pool			
1324340579	wh3_cp1_cth_bhashiva_shang_yang_support_jade_warriors_halberds	0	wh3_cp1_cth_bhashiva_shang_yang_support			
1325069854	wh2_dlc15_hef_mon_black_dragon_imrik	0	wh2_dlc15_hef_imrik_dragon_units_of_renown_pool		wh2_main_sc_hef_high_elves	
1326715849	wh_main_chs_mon_chaos_warhounds_1_province_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
132739090	wh3_dlc20_chs_mon_warshrine_mnur_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1329108963	wh3_dlc29_nag_tmb_veh_skeleton_archer_chariot_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1330759061	wh3_dlc27_sla_inf_slaangors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_azazel		
1331163397	wh3_main_ogr_inf_ogres_1	1	wh3_main_ogr_merc_pool			
1331618622	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	0	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1333500284	wh2_dlc10_hef_inf_the_storm_riders_ror_0	1	wh2_main_hef_units_of_renown_pool		wh2_main_sc_hef_high_elves	
133379865	wh_main_chs_mon_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_azazel		
1334393601	wh2_dlc15_hef_mon_star_dragon_imrik_boss	0	wh2_dlc15_hef_imrik_dragon_units_of_renown_pool		wh2_main_sc_hef_high_elves	
1336542423	wh3_main_ogr_cav_mournfang_cavalry_0	1	wh3_main_ogr_merc_pool			
1342385599	wh2_dlc13_emp_veh_steam_tank_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1343789519	wh2_dlc12_lzd_cav_terradon_riders_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
1348788270	wh3_dlc29_nag_vmp_cav_black_knights_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1351145872	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
