key	network	position_x	position_y	template
wh3_dlc20_champions_node_chaos_province_ostermark	wh3_dlc20_teleportation_network_chaos	440	91	
wh3_dlc20_champions_node_chaos_province_ostland	wh3_dlc20_teleportation_network_chaos	352	95	
wh3_dlc20_champions_node_chaos_province_path_to_the_east	wh3_dlc20_teleportation_network_chaos	756	323	
wh3_dlc20_champions_node_chaos_province_peak_pass	wh3_dlc20_teleportation_network_chaos	640	104	
wh3_dlc20_champions_node_chaos_province_plain_of_bone	wh3_dlc20_teleportation_network_chaos	438	468	
wh3_dlc20_champions_node_chaos_province_plain_of_illusions	wh3_dlc20_teleportation_network_chaos	438	403	
wh3_dlc20_champions_node_chaos_province_reikland	wh3_dlc20_teleportation_network_chaos	181	37	
wh3_dlc20_champions_node_chaos_province_river_lynsk	wh3_dlc20_teleportation_network_chaos	278	134	
wh3_dlc20_champions_node_chaos_province_river_urskoy	wh3_dlc20_teleportation_network_chaos	425	134	
wh3_dlc20_champions_node_chaos_province_road_of_skulls	wh3_dlc20_teleportation_network_chaos	703	370	
wh3_dlc20_champions_node_chaos_province_road_to_damnation	wh3_dlc20_teleportation_network_chaos	795	464	
wh3_dlc20_champions_node_chaos_province_southern_grey_mountains	wh3_dlc20_teleportation_network_chaos	111	21	
wh3_dlc20_champions_node_chaos_province_stirland	wh3_dlc20_teleportation_network_chaos	431	39	
wh3_dlc20_champions_node_chaos_province_sylvania	wh3_dlc20_teleportation_network_chaos	495	59	
wh3_dlc20_champions_node_chaos_province_talabecland	wh3_dlc20_teleportation_network_chaos	350	55	
wh3_dlc20_champions_node_chaos_province_the_blasted_wastes	wh3_dlc20_teleportation_network_chaos	824	121	
wh3_dlc20_champions_node_chaos_province_the_blood_marshes	wh3_dlc20_teleportation_network_chaos	539	419	
wh3_dlc20_champions_node_chaos_province_the_cliffs_of_death	wh3_dlc20_teleportation_network_chaos	606	357	
wh3_dlc20_champions_node_chaos_province_the_cold_mires	wh3_dlc20_teleportation_network_chaos	289	371	
wh3_dlc20_champions_node_chaos_province_the_cursed_city	wh3_dlc20_teleportation_network_chaos	421	190	
wh3_dlc20_champions_node_chaos_province_the_eternal_lagoon	wh3_dlc20_teleportation_network_chaos	342	524	
wh3_dlc20_champions_node_chaos_province_the_goromadny	wh3_dlc20_teleportation_network_chaos	632	268	
wh3_dlc20_champions_node_chaos_province_the_great_maw	wh3_dlc20_teleportation_network_chaos	1006	330	
wh3_dlc20_champions_node_chaos_province_the_haunted_forest	wh3_dlc20_teleportation_network_chaos	959	123	
wh3_dlc20_champions_node_chaos_province_the_high_pass	wh3_dlc20_teleportation_network_chaos	651	219	
wh3_dlc20_champions_node_chaos_province_the_howling_wastes	wh3_dlc20_teleportation_network_chaos	929	176	
wh3_dlc20_champions_node_chaos_province_the_plain_of_zharr	wh3_dlc20_teleportation_network_chaos	775	173	
wh3_dlc20_champions_node_chaos_province_the_red_wastes	wh3_dlc20_teleportation_network_chaos	843	529	
wh3_dlc20_champions_node_chaos_province_the_shard_lands	wh3_dlc20_teleportation_network_chaos	198	566	
wh3_dlc20_champions_node_chaos_province_the_wasteland	wh3_dlc20_teleportation_network_chaos	51	132	
wh3_dlc20_champions_node_chaos_province_the_witchs_wood	wh3_dlc20_teleportation_network_chaos	106	182	
wh3_dlc20_champions_node_chaos_province_the_wolf_lands	wh3_dlc20_teleportation_network_chaos	822	52	
wh3_dlc20_champions_node_chaos_province_troll_country	wh3_dlc20_teleportation_network_chaos	256	224	
wh3_dlc20_champions_node_chaos_province_trollheim_mountains	wh3_dlc20_teleportation_network_chaos	253	289	
wh3_dlc20_champions_node_chaos_province_vanaheim_mountains	wh3_dlc20_teleportation_network_chaos	61	461	
wh3_dlc20_champions_node_chaos_province_warpstone_desert	wh3_dlc20_teleportation_network_chaos	975	488	
wh3_dlc20_champions_node_chaos_province_wastelands_of_jinshen	wh3_dlc20_teleportation_network_chaos	1024	451	
wh3_dlc20_champions_node_chaos_province_wissenland	wh3_dlc20_teleportation_network_chaos	311	23	
wh3_dlc20_champions_node_chaos_province_worlds_edge_mountains	wh3_dlc20_teleportation_network_chaos	589	146	
wh3_dlc20_champions_node_chaos_province_zorn_uzkul	wh3_dlc20_teleportation_network_chaos	743	207	
wh3_dlc20_champions_node_zanbaijin	wh3_dlc20_teleportation_network_chaos	589	459	wh3_dlc20_teleportation_node_template_zanbaijin
wh3_dlc20_chaos_province_albion	wh3_main_teleportation_network_chaos	26	302	
wh3_dlc20_chaos_province_marches_of_couronne	wh3_main_teleportation_network_chaos	59	189	
wh3_dlc20_chaos_province_middle_mountains	wh3_main_teleportation_network_chaos	266	84	
wh3_dlc20_chaos_province_northern_wasteland	wh3_main_teleportation_network_chaos	117	193	
wh3_dlc20_combi_province_frigid_wasteland	wh3_main_teleportation_network_belakor	274	904	wh3_main_teleportation_node_template_belakor
wh3_dlc20_combi_province_middle_mountains	wh3_main_teleportation_network_belakor	593	725	wh3_main_teleportation_node_template_belakor
wh3_dlc20_node_azazel_start	wh3_dlc20_teleportation_network_chaos	891	642	
wh3_dlc20_node_festus_start	wh3_dlc20_teleportation_network_chaos	26	302	
wh3_dlc20_node_valkia_start	wh3_dlc20_teleportation_network_chaos	578	262	
wh3_dlc20_node_vilitch_start	wh3_dlc20_teleportation_network_chaos	204	282	
wh3_dlc23_sea_lane_chaos_dwarf_canal_north	wh3_dlc23_sea_lane_chaos_dwarf_canal	823	775	wh3_dlc23_teleportation_node_template_chaos_dwarf_canal
wh3_dlc23_sea_lane_chaos_dwarf_canal_south	wh3_dlc23_sea_lane_chaos_dwarf_canal	971	557	wh3_dlc23_teleportation_node_template_chaos_dwarf_canal
wh3_main_chaos_forge_of_souls	wh3_main_teleportation_network_chaos	544	627	wh3_main_teleportation_node_template_forge_of_souls
wh3_main_chaos_khorne_realm_1	wh3_main_teleportation_network_chaos	529	673	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_2	wh3_main_teleportation_network_chaos	535	679	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_3	wh3_main_teleportation_network_chaos	542	685	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_4	wh3_main_teleportation_network_chaos	552	688	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_5	wh3_main_teleportation_network_chaos	576	688	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_6	wh3_main_teleportation_network_chaos	586	685	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_7	wh3_main_teleportation_network_chaos	593	679	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_khorne_realm_8	wh3_main_teleportation_network_chaos	599	673	wh3_main_teleportation_node_template_kho_realm
wh3_main_chaos_nurgle_realm_1	wh3_main_teleportation_network_chaos	622	535	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_2	wh3_main_teleportation_network_chaos	561	511	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_3	wh3_main_teleportation_network_chaos	516	579	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_4	wh3_main_teleportation_network_chaos	502	572	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_5	wh3_main_teleportation_network_chaos	578	528	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_6	wh3_main_teleportation_network_chaos	605	600	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_7	wh3_main_teleportation_network_chaos	621	596	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_nurgle_realm_8	wh3_main_teleportation_network_chaos	606	541	wh3_main_teleportation_node_template_nur_realm
wh3_main_chaos_province_ancient_giant_lands	wh3_main_teleportation_network_chaos	878	384	
wh3_main_chaos_province_black_blood_pass	wh3_main_teleportation_network_chaos	380	190	
wh3_main_chaos_province_black_water	wh3_main_teleportation_network_chaos	569	40	
wh3_main_chaos_province_bloodfire_falls	wh3_main_teleportation_network_chaos	320	452	
wh3_main_chaos_province_bone_road	wh3_main_teleportation_network_chaos	860	462	
wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_teleportation_network_chaos	1086	414	
wh3_main_chaos_province_celestial_riverlands	wh3_main_teleportation_network_chaos	1039	490	
wh3_main_chaos_province_dukhlys_forest	wh3_main_teleportation_network_chaos	516	215	
wh3_main_chaos_province_eastern_oblast	wh3_main_teleportation_network_chaos	480	148	
wh3_main_chaos_province_eastern_steppes	wh3_main_teleportation_network_chaos	865	635	
wh3_main_chaos_province_forests_of_the_moon	wh3_main_teleportation_network_chaos	1030	598	
wh3_main_chaos_province_gash_kadrak	wh3_main_teleportation_network_chaos	821	340	
wh3_main_chaos_province_gianthome_mountains	wh3_main_teleportation_network_chaos	382	269	
wh3_main_chaos_province_gunpowder_road	wh3_main_teleportation_network_chaos	908	535	
wh3_main_chaos_province_helspire_mountains	wh3_main_teleportation_network_chaos	198	348	
wh3_main_chaos_province_hochland	wh3_main_teleportation_network_chaos	282	77	
wh3_main_chaos_province_ice_pass	wh3_main_teleportation_network_chaos	918	363	
wh3_main_chaos_province_ice_tooth_mountains	wh3_main_teleportation_network_chaos	165	308	
wh3_main_chaos_province_imperial_road	wh3_main_teleportation_network_chaos	947	655	
wh3_main_chaos_province_ivory_road	wh3_main_teleportation_network_chaos	974	258	
wh3_main_chaos_province_kdatha	wh3_main_teleportation_network_chaos	680	468	
wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_teleportation_network_chaos	949	585	
wh3_main_chaos_province_middenland	wh3_main_teleportation_network_chaos	152	87	
wh3_main_chaos_province_mountains_of_hel	wh3_main_teleportation_network_chaos	303	301	
wh3_main_chaos_province_mountains_of_mourn	wh3_main_teleportation_network_chaos	881	296	
wh3_main_chaos_province_nordland	wh3_main_teleportation_network_chaos	163	149	
wh3_main_chaos_province_northern_grey_mountains	wh3_main_teleportation_network_chaos	51	62	
wh3_main_chaos_province_northern_oblast	wh3_main_teleportation_network_chaos	307	178	
wh3_main_chaos_province_northern_wastes	wh3_main_teleportation_network_chaos	148	492	
wh3_main_chaos_province_ostermark	wh3_main_teleportation_network_chaos	440	91	
wh3_main_chaos_province_ostland	wh3_main_teleportation_network_chaos	352	95	
wh3_main_chaos_province_path_to_the_east	wh3_main_teleportation_network_chaos	756	323	
wh3_main_chaos_province_peak_pass	wh3_main_teleportation_network_chaos	640	104	
wh3_main_chaos_province_plain_of_bone	wh3_main_teleportation_network_chaos	438	468	
wh3_main_chaos_province_plain_of_illusions	wh3_main_teleportation_network_chaos	438	403	
wh3_main_chaos_province_reikland	wh3_main_teleportation_network_chaos	181	37	
wh3_main_chaos_province_river_lynsk	wh3_main_teleportation_network_chaos	278	134	
wh3_main_chaos_province_river_urskoy	wh3_main_teleportation_network_chaos	425	134	
wh3_main_chaos_province_road_of_skulls	wh3_main_teleportation_network_chaos	703	370	
wh3_main_chaos_province_road_to_damnation	wh3_main_teleportation_network_chaos	795	464	
wh3_main_chaos_province_southern_grey_mountains	wh3_main_teleportation_network_chaos	111	21	
wh3_main_chaos_province_stirland	wh3_main_teleportation_network_chaos	431	39	
wh3_main_chaos_province_sylvania	wh3_main_teleportation_network_chaos	495	59	
wh3_main_chaos_province_talabecland	wh3_main_teleportation_network_chaos	350	55	
wh3_main_chaos_province_the_blasted_wastes	wh3_main_teleportation_network_chaos	824	121	
wh3_main_chaos_province_the_blood_marshes	wh3_main_teleportation_network_chaos	539	419	
wh3_main_chaos_province_the_cliffs_of_death	wh3_main_teleportation_network_chaos	606	357	
wh3_main_chaos_province_the_cold_mires	wh3_main_teleportation_network_chaos	289	371	
wh3_main_chaos_province_the_cursed_city	wh3_main_teleportation_network_chaos	421	190	
wh3_main_chaos_province_the_eternal_lagoon	wh3_main_teleportation_network_chaos	342	524	
wh3_main_chaos_province_the_goromadny	wh3_main_teleportation_network_chaos	632	268	
wh3_main_chaos_province_the_great_maw	wh3_main_teleportation_network_chaos	1006	330	
wh3_main_chaos_province_the_haunted_forest	wh3_main_teleportation_network_chaos	959	123	
wh3_main_chaos_province_the_high_pass	wh3_main_teleportation_network_chaos	651	219	
wh3_main_chaos_province_the_howling_wastes	wh3_main_teleportation_network_chaos	929	176	
wh3_main_chaos_province_the_plain_of_zharr	wh3_main_teleportation_network_chaos	775	173	
wh3_main_chaos_province_the_red_wastes	wh3_main_teleportation_network_chaos	843	529	
wh3_main_chaos_province_the_shard_lands	wh3_main_teleportation_network_chaos	198	566	
wh3_main_chaos_province_the_wasteland	wh3_main_teleportation_network_chaos	51	132	
wh3_main_chaos_province_the_witchs_wood	wh3_main_teleportation_network_chaos	106	182	
wh3_main_chaos_province_the_wolf_lands	wh3_main_teleportation_network_chaos	822	52	
wh3_main_chaos_province_troll_country	wh3_main_teleportation_network_chaos	256	224	
wh3_main_chaos_province_trollheim_mountains	wh3_main_teleportation_network_chaos	253	289	
wh3_main_chaos_province_vanaheim_mountains	wh3_main_teleportation_network_chaos	61	461	
wh3_main_chaos_province_warpstone_desert	wh3_main_teleportation_network_chaos	975	488	
wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_teleportation_network_chaos	1024	451	
wh3_main_chaos_province_wissenland	wh3_main_teleportation_network_chaos	311	23	
wh3_main_chaos_province_worlds_edge_mountains	wh3_main_teleportation_network_chaos	589	146	
wh3_main_chaos_province_zorn_uzkul	wh3_main_teleportation_network_chaos	743	207	
wh3_main_chaos_slaanesh_realm_1	wh3_main_teleportation_network_chaos	676	651	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_2	wh3_main_teleportation_network_chaos	719	564	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_3	wh3_main_teleportation_network_chaos	777	688	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_4	wh3_main_teleportation_network_chaos	814	662	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_5	wh3_main_teleportation_network_chaos	816	601	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_6	wh3_main_teleportation_network_chaos	780	570	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_7	wh3_main_teleportation_network_chaos	677	596	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_slaanesh_realm_8	wh3_main_teleportation_network_chaos	710	685	wh3_main_teleportation_node_template_sla_realm
wh3_main_chaos_tzeentch_realm_1	wh3_main_teleportation_network_chaos	451	598	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_2	wh3_main_teleportation_network_chaos	424	634	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_3	wh3_main_teleportation_network_chaos	413	607	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_4	wh3_main_teleportation_network_chaos	364	654	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_5	wh3_main_teleportation_network_chaos	373	636	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_6	wh3_main_teleportation_network_chaos	351	690	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_7	wh3_main_teleportation_network_chaos	398	687	wh3_main_teleportation_node_template_tze_realm
wh3_main_chaos_tzeentch_realm_8	wh3_main_teleportation_network_chaos	401	664	wh3_main_teleportation_node_template_tze_realm
wh3_main_combi_province_albion	wh3_main_teleportation_network_belakor	336	726	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ancient_giant_lands	wh3_main_teleportation_network_belakor	1011	667	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_argwylon	wh3_main_teleportation_network_belakor	523	558	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ashen_coast	wh3_main_teleportation_network_belakor	14	582	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_atalan_mountains	wh3_main_teleportation_network_belakor	465	295	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_avelorn	wh3_main_teleportation_network_belakor	266	582	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_averland	wh3_main_teleportation_network_belakor	627	594	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_axe_bite_pass	wh3_main_teleportation_network_belakor	484	614	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_aymara_swamps	wh3_main_teleportation_network_belakor	108	404	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_barrier_idols	wh3_main_teleportation_network_belakor	705	349	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_barrows_of_cuileux	wh3_main_teleportation_network_belakor	458	555	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_bastonne	wh3_main_teleportation_network_belakor	440	597	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_black_blood_pass	wh3_main_teleportation_network_belakor	703	796	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_black_mountains	wh3_main_teleportation_network_belakor	597	544	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_black_water	wh3_main_teleportation_network_belakor	726	602	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_blightwater	wh3_main_teleportation_network_belakor	720	386	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_blood_river_valley	wh3_main_teleportation_network_belakor	660	517	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_bloodfire_falls	wh3_main_teleportation_network_belakor	778	912	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_bone_road	wh3_main_teleportation_network_belakor	1019	601	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_broken_lands_of_tian_li	wh3_main_teleportation_network_belakor	1232	393	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_broken_teeth	wh3_main_teleportation_network_belakor	841	396	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_caledor	wh3_main_teleportation_network_belakor	216	510	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_carcassonne	wh3_main_teleportation_network_belakor	455	510	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_celestial_lake	wh3_main_teleportation_network_belakor	1284	527	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_celestial_riverlands	wh3_main_teleportation_network_belakor	1246	469	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_central_great_bastion	wh3_main_teleportation_network_belakor	1210	672	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_central_jungles	wh3_main_teleportation_network_belakor	628	164	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_chimera_plateau	wh3_main_teleportation_network_belakor	1028	735	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_chrace	wh3_main_teleportation_network_belakor	307	620	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_coast_of_araby	wh3_main_teleportation_network_belakor	499	332	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_coast_of_lyonesse	wh3_main_teleportation_network_belakor	367	621	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_copper_desert	wh3_main_teleportation_network_belakor	98	207	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_cothique	wh3_main_teleportation_network_belakor	324	615	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_crater_of_the_waking_dead	wh3_main_teleportation_network_belakor	806	355	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_culchan_plains	wh3_main_teleportation_network_belakor	214	140	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_dawns_landing	wh3_main_teleportation_network_belakor	549	78	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_deadrock_gap	wh3_main_teleportation_network_belakor	806	578	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_deadwood	wh3_main_teleportation_network_belakor	278	863	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_death_pass	wh3_main_teleportation_network_belakor	759	474	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_devils_backbone	wh3_main_teleportation_network_belakor	732	308	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_doom_glades	wh3_main_teleportation_network_belakor	94	648	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eagle_gate	wh3_main_teleportation_network_belakor	177	572	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_badlands	wh3_main_teleportation_network_belakor	743	413	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_border_princes	wh3_main_teleportation_network_belakor	671	548	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_colonies	wh3_main_teleportation_network_belakor	989	141	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_great_bastion	wh3_main_teleportation_network_belakor	1245	669	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_oblast	wh3_main_teleportation_network_belakor	794	770	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eastern_steppes	wh3_main_teleportation_network_belakor	1246	708	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eataine	wh3_main_teleportation_network_belakor	242	515	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_eight_peaks	wh3_main_teleportation_network_belakor	768	451	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ellyrion	wh3_main_teleportation_network_belakor	209	547	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_estalia	wh3_main_teleportation_network_belakor	412	438	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_forest_of_arden	wh3_main_teleportation_network_belakor	404	648	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_forest_of_chalons	wh3_main_teleportation_network_belakor	471	575	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_forest_of_gloom	wh3_main_teleportation_network_belakor	692	543	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_forests_of_the_moon	wh3_main_teleportation_network_belakor	1243	579	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gash_kadrak	wh3_main_teleportation_network_belakor	970	673	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gianthome_mountains	wh3_main_teleportation_network_belakor	716	850	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gisoreux_gap	wh3_main_teleportation_network_belakor	453	646	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gnoblar_country	wh3_main_teleportation_network_belakor	983	463	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_goromadny_mountains	wh3_main_teleportation_network_belakor	814	767	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_granite_hills	wh3_main_teleportation_network_belakor	218	785	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_great_desert_of_araby	wh3_main_teleportation_network_belakor	488	256	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_great_mortis_delta	wh3_main_teleportation_network_belakor	583	273	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_griffon_gate	wh3_main_teleportation_network_belakor	205	586	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gryphon_wood	wh3_main_teleportation_network_belakor	681	686	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_gunpowder_road	wh3_main_teleportation_network_belakor	1150	654	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_headhunters_jungle	wh3_main_teleportation_network_belakor	237	198	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_heart_of_the_jungle	wh3_main_teleportation_network_belakor	653	218	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_helspire_mountains	wh3_main_teleportation_network_belakor	463	865	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_hochland	wh3_main_teleportation_network_belakor	613	697	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ice_tooth_mountains	wh3_main_teleportation_network_belakor	491	780	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_imperial_road	wh3_main_teleportation_network_belakor	1261	636	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_iron_coast	wh3_main_teleportation_network_belakor	37	850	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_iron_foothills	wh3_main_teleportation_network_belakor	104	821	wh3_main_teleportation_node_template_belakor
