key	mission_type	localised_title	localised_description	ui_image	ui_icon	generate	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	quest_mission_final	trigger_radius	quest_character	sticky_by_default	localised_mission_completed_text	can_be_manually_cancelled
wh2_dlc09_books_of_nagash_9	SCRIPTED	Ninth Book of Nagash	Incarcerated and fading, King Alcadizaar was visited in his cell one night by a group of cloaked, twitching, rat-like creatures. They whispered to him and freed him, pressing a Warpstone blade into his trembling hands. Ascending to the dark Sorcerer's altar, the emaciated king caught Nagash mid-ritual: he bellowed a final war-cry and ran the sorcerer through with the crackling blade. It was over at last, though Nehekhara lay in ruins. But can such reckless hatred ever truly be extinguished?	tmb/generic	rom_event_mission.png	false	false	books_of_nagash		0	0	false	false	0.0000		true		false
wh2_dlc09_grudge_defeat_army_tmb	CAPTURE_REGIONS	The Fallen Umgi Grudge	Seen by an outraged Grimnir, those fleshless skulls have scored a lucky victory against our brave Dawi warriors. Naturally, this calls for a new entry in the Dammaz Kron - strike it out, send them back into the sand!	dwf/generic	event_province_positive.png	false	false	Military		0	0	false	false	0.0000		true		false
wh2_dlc09_grudge_defeat_raiding_army_tmb	CAPTURE_REGIONS	The Dead Rik Grudge	By Valaya's saddened gaze, those fallen, false kings of the desert do raid Dawi lands, leaving destruction and misery in their wake! Justice will be done, mark my words: this grudge shall be answered a thousand times over!	dwf/generic	event_province_positive.png	false	false	Military		0	0	false	false	0.0000		true		false
wh2_dlc09_grudge_defeat_sacking_army_tmb	CAPTURE_REGIONS	The Stone Stealers Grudge	Grungni is disgusted to witness the sacking of our Dwarfhold fortresses by the Undead forces of the sand-dwelling Tomb Kings. Find them and kill them - all of them - strike this heinous grudge from the Dammaz Kron!	dwf/generic	event_province_positive.png	false	false	Military		0	0	false	false	0.0000		true		false
wh2_dlc09_grudge_recapture_settlement_tmb	CAPTURE_REGIONS	The Hold Takers Grudge	By Valaya's sight, the desert-dwelling Undead dare occupy an honest Dawi Hold. A grudge has been entered and must be struck out - these cravens will pay with their very Unlives!	dwf/generic	event_province_positive.png	false	false	Military		0	0	false	false	0.0000		true		false
wh2_dlc09_mis_tmb_assassinate_character_agent_brt	ASSASSINATE_CHARACTER	Errant Fool	The living send their champion to end us, but we will end this breather.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_bst	ASSASSINATE_CHARACTER	Bone Horn	The Beastmen's gor thinks to frustrate us. End the creature.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_chs	ASSASSINATE_CHARACTER	False Gods	The Northern Gods task their champions to come against us.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_def	ASSASSINATE_CHARACTER	Khaine's Critters	The Witch King's minions are abroad - one in particular must be silenced.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_dwf	ASSASSINATE_CHARACTER	Little Trouble in Big Mountains	Dwarfs have a tendency to interfere with our plans whenever we venture beyond the desert realms. One of their bearded-breathers comes. Silence him.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_emp	ASSASSINATE_CHARACTER	Young Upstarts	These men of the northern realms are an empire of thieves and pretenders. Their king - a so-called emperor - sends one against us. Ensure they join the Realm of Souls.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_grn	ASSASSINATE_CHARACTER	Orc Bane	The Greenskins are nothing more than noisome beasts, and now one of their number acts against us. Kill it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_hef	ASSASSINATE_CHARACTER	Elven Agitator	The Asur are cowards. They do not send their hosts against us, but merely mouthed agitators instead. Kill their agent.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_lzd	ASSASSINATE_CHARACTER	Lizard Scum	Accursed reptiles send an agent to interfere with our plans! End this creature's pathetic existence.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_skv	ASSASSINATE_CHARACTER	Rataliation	Skaven foes try and undermine us, just as they did with King Alcadizaar. Find their verminous agent and slay it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_tmb	ASSASSINATE_CHARACTER	Herald of Djaf	The civil war for Nehekhara continues - they send an agent against us. Find them and send their spirit back to the Realm of Souls!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_vmp	ASSASSINATE_CHARACTER	Spawn of Lahmia	The abominations of Neferata try and spread their agents amongst us. Cleanse the world of their filth. Destroy their agent.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_assassinate_character_agent_wef	ASSASSINATE_CHARACTER	Elf Interference	The Elves and their tree-creatures interfere in our expansion by sending an agent against us. Find the threat and destroy it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_brt	CAPTURE_REGIONS	Invade Bretonnia	The invaders and thieves often come from this nation; it is time for them to feel the scorpion's sting. Send the legions against their lands.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_def	CAPTURE_REGIONS	Claim the Glaciers	The ice dunes of the Dark Elves are a new realm to add to our own. The legacy of Nehekhara will grow beyond the deserts.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_dwf	CAPTURE_REGIONS	Demand the Mountains	The mountain realms of the Dwarfs are valuable to us, for we need stone for the war statuary. Claim it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_emp	CAPTURE_REGIONS	Primitive Lands	The primitives of the north think themselves safe from the dead. Take their land and disabuse them of such a notion.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_grn	CAPTURE_REGIONS	Green Scum	These filthy creatures defile ancient lands that once belonged to Nehekhara. Purify the region and claim them back.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_hef	CAPTURE_REGIONS	High Elf Arrogance	The High Elves' arrogance will be their undoing; after all, we are truly immortal, not these fleshy things. Take their realm as punishment!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_lzd	CAPTURE_REGIONS	Cold-Blooded Claims	The reptiles view their borders with intransigence. They must make way for a resurgent Nehekhara. Claim this realm for the Undead.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_skv	CAPTURE_REGIONS	Reigning Rats & Dogs	Djaf, the dog-headed God of War and Death, demands that land be conquered from the vermin that infest realms that should belong to Nehekhara.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_tmb	CAPTURE_REGIONS	Dynastic Claim	Our dynasties have ruled here millennia ago, take it back. These are your lands!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_vmp	CAPTURE_REGIONS	Vampire Nest	More of Neferata's children infest this land, such creatures must be purged and replaced with the true servants of Ptra and their sovereigns.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_capture_regions_wef	CAPTURE_REGIONS	Forest & Desert	The woodland realms offer the Tomb Kings unique opportunities. Claim such a realm and our kingdom will benefit.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_brt	DECLARE_WAR	War for the Roses	The rose unfurls to reveal its thorns, does it? We shall show these living fools what a brier patch truly is. Declare war.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_bst	DECLARE_WAR	Tame the Beast	These sub-man creatures are no threat to the glory of the Tomb Kings. War on them until their extinction.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_chs	DECLARE_WAR	The Soul Gate	Ptra the Creator sends the legions of Nehekhara to war, for the Gods of Chaos stand at the gates to the Realm of Souls and must not be allowed to cross the threshold.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_def	DECLARE_WAR	Cold War	Make war on the Dark Ones in their frozen climes, for that is the only meaningful discourse they understand.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_dwf	DECLARE_WAR	Short War	The Dwarfs come to make war and we should not disappoint such stunted foes. Make short work of them!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_emp	DECLARE_WAR	War of the False-Emperor	This king calls himself an 'emperor', but his rule is weak - he is mortal for one thing. Teach this imposter the true meaning of sovereignty - declare war.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_grn	DECLARE_WAR	Orc Purge	The Greenskin menace has festered long enough! Declare war on these primitive tribes and purge them from the world!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_hef	DECLARE_WAR	Higher Calling	The High Elves have become a pain in your regal behind, so it is time to end their place in this world. Call the legions to war!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_lzd	DECLARE_WAR	In Cold Blood	The Lizardmen threat can no longer be ignored. Declare war on the cold-blooded kind, let them see the power of death.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_skv	DECLARE_WAR	Pesticide	The ratmen infestation grows. These creatures have ever been a threat, it is time for them to finally perish.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_tmb	DECLARE_WAR	Uncivil War	To become the King of Kings, the other sovereigns must be dominated. The legions shall meet in battle.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_vmp	DECLARE_WAR	Grave Mistake	The Vampires were a threat of our own making and the sins of Lahmia haunt us still. Now is the time extinguish their kind - make war on them.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_declare_war_wef	DECLARE_WAR	Blood in the Roots	The tree-Elves need uprooting. Make war on such long-lived creatures, and show them the true path to immortality.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_assassinate_character	ASSASSINATE_CHARACTER	Assassinate	The prey is marked. Ensure their end.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_capture_region	CAPTURE_REGIONS	The Kingdom Expands	Conquer these lands for they are yours, whether its denizens - living or dead - know it yet.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_eliminate_character_in_battle	ELIMINATE_CHARACTER_IN_BATTLE	They Shall Perish	Bring about the end of this being - we cannot suffer him to exist any longer!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_engage_force	ENGAGE_FORCE	Seek & Destroy	This army is threat to your rule. Seek them out and bring them to battle.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_raid_region	RAID_REGION	Raid & Raid Again	This place contains crypts of a lost dynasty - it must be scoured.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_diplomatic_raze_sack_settlement	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	City Life	Such a settlement, teeming with beings, must be destroyed. The desert gods demand it!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_brt	ELIMINATE_CHARACTER_IN_BATTLE	Pathetic King	This one bears the title of king but his existence is merely the span of a slave. His royal blood is as thin as Elven wine, and for such a sin he must perish.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_bst	ELIMINATE_CHARACTER_IN_BATTLE	Slay the Beastlord	Even back in the old days it was considered a mercy when an animal became rabid to put the beast out of its misery. Hunt Gorthor down and perform this task.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_chs	ELIMINATE_CHARACTER_IN_BATTLE	Ever-Failure	The Chaos Gods send their 'best' against you, and on the field of battle no less. Ptra is not impressed. Hunt down their crowned champion, show them the power of a real sovereign.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_def	ELIMINATE_CHARACTER_IN_BATTLE	Witch King?	That king - the Dark Elf one. Slay this iron-clad Elf and show the denizens of Naggaroth the power of the true kings, the ones that rule the desert realms!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_dwf	ELIMINATE_CHARACTER_IN_BATTLE	Grudge King	This stunted king is said to hold grudges. Pathetic! His wrongs are nothing to ours, we awoke without our organs! Seek this ingrate out on the field of battle and end him!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_emp	ELIMINATE_CHARACTER_IN_BATTLE	Impotent King	It is time to seek out this 'emperor' we have heard so much about. Find this living king of men and slay him in battle - then the living shall truly fear us!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_grn	ELIMINATE_CHARACTER_IN_BATTLE	Ruler of the Green Tribes	The Greenskins rally behind the beast known as Grimgor. Seek out this creature in battle and end his lust for our realm.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_hef	ELIMINATE_CHARACTER_IN_BATTLE	Prince, Now Pauper	The Prince of the Asur, the one they hold as a champion and untouchable. Let us prove their claims false - we will hand him nought but death.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_lzd	ELIMINATE_CHARACTER_IN_BATTLE	Toad in a Hole	The reptiles take orders from the Slann - this Mazdamundi is particularly revered. Destroy it in battle and their reverence will quickly fade.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_skv	ELIMINATE_CHARACTER_IN_BATTLE	Ratspike	Seek out this ego-craving ratman and sever its head from its filthy body in battle. Then we shall see how loyal these Skaven truly are.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_tmb	ELIMINATE_CHARACTER_IN_BATTLE	The Challenger	Their can only be one King of Kings. This one thinks to fight the most ancient of conflicts. It is well. Seek him out in battle.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_vmp	ELIMINATE_CHARACTER_IN_BATTLE	Blood Drinker	This Vampire noble claims to a descend from a royal bloodline. His ancestors may have once hailed from Nehekhara but his personal lineage is nothing but mongrels. On the battlefield, hunt him down and destroy him!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_wef	ELIMINATE_CHARACTER_IN_BATTLE	King Out of the Woods	This Elven abomination challenges Nehekhara! It likes to hunt, so make it the quarry. Find this 'king' and show him the power of true royalty.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_brt	ELIMINATE_CHARACTER_IN_BATTLE	Bretonnian Dog	Seek out this serf in battle - this dog - and end his pitiful life. Ptra demands nothing less!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_bst	ELIMINATE_CHARACTER_IN_BATTLE	Bestial Pal	This Beastmen may not be the best specimen of their feeble race but it should still be dealt with.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_chs	ELIMINATE_CHARACTER_IN_BATTLE	Bones for the Bone Throne	While the Northmen seem obsessed with skulls, we'll take any bones on offer - especially from the body of this champion!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_def	ELIMINATE_CHARACTER_IN_BATTLE	Dread Elf Mark	In battle, hunt down this Dark Elf pretender and extinguish his soul.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_dwf	ELIMINATE_CHARACTER_IN_BATTLE	Die in Thane	There is a Dwarf that frustrates the will of the Royal Priest Kings of old. Hunt down this nuisance in battle and bring about his death!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_emp	ELIMINATE_CHARACTER_IN_BATTLE	Flesh-Coated Skull	The thralls to this child-emperor mock us. We should seek them out in battle and take their flesh-coated skulls.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_grn	ELIMINATE_CHARACTER_IN_BATTLE	Gone Green	Find this Orc filth that mocks us. Hunt down in the battle and end it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_hef	ELIMINATE_CHARACTER_IN_BATTLE	Bring Low	Seek out the arrogant breather. Find the High Elf herald and slay it! Our honour demands it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_lzd	ELIMINATE_CHARACTER_IN_BATTLE	Older Blood	These reptiles use titles such as 'Oldblood' the arrogance! Ours would be the oldest blood there is, if we still had any. Hunt down this lizard usurper and end it!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_skv	ELIMINATE_CHARACTER_IN_BATTLE	Rat-Fink	Seek out Alcadizaar's bane - the Skaven creature that challenges us. Kill the creature in battle, crush his skull under the wheels of a chariot!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_tmb	ELIMINATE_CHARACTER_IN_BATTLE	How Dare They!	This serf - this slave - dares to defy you. Hunt it down in battle and break its soul!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_vmp	ELIMINATE_CHARACTER_IN_BATTLE	Beasts in Velvet	Hunt down the Vampire-spawn - find the creature that dares call itself Unliving and end its existence quickly.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_wef	ELIMINATE_CHARACTER_IN_BATTLE	Elven Quarry	This Elven creature has been sent to challenge us - seek it out during the battle and kill it. Grind its skull into the ground!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_brt	ENGAGE_FORCE	Knight Fall	The Errantry War of the breathers from the north blocks our way. Engage them with our legions.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_bst	ENGAGE_FORCE	Confront the Horde	We have let these Beastmen roam sacred lands long enough. Bring the warherd to battle!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_chs	ENGAGE_FORCE	Slaves to Darkness	Chaos comes. The filth-encrusted gods of the north must be stopped. Send your legions forth!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_def	ENGAGE_FORCE	Halt the Dark Host	The Druchii come. Engage their dark host and stop them!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_dwf	ENGAGE_FORCE	The Wrong Throng	Dwarfs send a throng against us. Djaf demands their destruction - engage them in battle!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_emp	ENGAGE_FORCE	Sigmar's Sons	The uncivilised breathers from the north send an army. Meet them in battle - raise the legion!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_grn	ENGAGE_FORCE	Green Filth	An Orc rabble has invaded. Show these filth who should be invading who!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_hef	ENGAGE_FORCE	High Predations	The High Elves send a host to face us. Do not let this challenge go.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_invading_brt	ENGAGE_FORCE	The Flower Grows	The Bretonnians invade! Repel these living trespassers, make them pay for disturbing the dead!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
wh2_dlc09_mis_tmb_engage_force_army_invading_bst	ENGAGE_FORCE	Coming of the Brayherd	So the Beastmen invade sovereign Tomb Kings land? Repel these creatures!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		true		true
