key	building_level	factorial_effect	value	scope
1145716641	wh2_main_special_fortress_gate_eagle_chaos_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
115368880	wh2_main_special_fortress_gate_eagle_wef_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1159803823	wh3_dlc24_tze_the_changeling_income_symbiotic_3	skaven_discoverability_buildings	-30	EFS_ONLY_OWNER
1169961251	wh3_main_special_settlement_gate_dae_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
117153882	wh3_main_underdeep_dwf_main_skavenblight_2	skaven_discoverability_buildings_settlement	70	EFS_ONLY_OTHERS
117641269	wh2_dlc12_under_empire_warpstone_strip_mine_1	skaven_discoverability_buildings	80	EFS_ONLY_OWNER
1184067547	wh3_dlc27_settlement_nor_chaos_altar_nur_special_gate_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1187211614	wh2_main_special_fortress_gate_phoenix_untainted_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1189669412	wh2_main_foreign_slot_discovery_tmb_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1205468959	wh2_main_special_fortress_gate_unicorn_chaos_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1221272807	wh2_dlc12_under_empire_money_thieves_3	skaven_discoverability_buildings	80	EFS_ONLY_OWNER
1221534574	wh_dlc05_wef_agent_protection_1	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1223479181	wh2_main_special_fortress_gate_unicorn_chd_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1229243150	wh2_main_special_fortress_gate_phoenix_chd_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1236580831	wh3_dlc24_tze_the_changeling_plunder_1	skaven_discoverability_buildings	100	EFS_ONLY_OWNER
1237806584	wh3_main_special_settlement_gate_dae_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1239898255	wh3_dlc24_tze_the_changeling_growth_symbiotic_3	skaven_discoverability_buildings	-30	EFS_ONLY_OWNER
1244659007	wh2_main_special_fortress_gate_eagle_cst_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1249738476	wh2_main_special_empire_fort_skaven_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1259715786	wh3_main_foreign_slot_discovery_nur_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1259717112	wh2_main_foreign_slot_discovery_wef_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1269245331	wh2_main_special_fortress_gate_phoenix_chd_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1270096010	wh2_main_special_fortress_gate_griffon_vmp_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1270296993	wh3_dlc24_tze_the_changeling_horror_barracks_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1271869885	wh2_main_special_fortress_gate_griffon_chaos_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1280699517	wh3_dlc27_settlement_nor_chaos_altar_und_special_gate_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1286280733	wh2_main_special_fortress_gate_unicorn_chaos_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1287205001	wh3_main_sla_cult_corruption_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1288520745	wh2_main_special_fortress_gate_eagle_vmp_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1289026811	wh3_main_foreign_slot_discovery_dae_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1289854350	wh2_main_foreign_slot_discovery_cst_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1293034821	wh2_main_special_fortress_gate_phoenix_untainted_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1293881093	wh2_main_special_fortress_gate_eagle_chaos_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1297753579	wh3_dlc24_tze_the_changeling_flamer_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
130502711	wh3_dlc24_tze_the_changeling_income_symbiotic_2	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
1310008348	wh3_main_cth_bastion_4_1	skaven_discoverability_buildings_settlement	0	EFS_ONLY_OTHERS
1312341104	wh2_main_special_fortress_gate_unicorn_chd_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1314112645	wh2_main_special_fortress_gate_griffon_cst_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1320072060	wh3_dlc24_tze_the_changeling_flamer_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1326043850	wh2_main_special_fortress_gate_eagle_skaven_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1329673717	wh2_main_special_fortress_gate_unicorn_wef_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
133413821	wh2_main_special_fortress_gate_griffon_cst_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
133495805	wh3_main_nur_cult_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1337744598	wh2_main_special_fortress_gate_unicorn_chd_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1353563206	wh2_main_foreign_slot_discovery_dwf_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1353828634	wh2_main_special_empire_fort_cst_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1355102811	wh3_main_kho_cult_corruption_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1358178414	wh2_main_special_fortress_gate_unicorn_cst_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
136401351	wh3_main_foreign_slot_discovery_sla_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1364395635	wh2_main_special_fortress_gate_phoenix_chaos_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1367020125	wh3_dlc20_woc_chaos_altar_special_gate_settlement_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1389569857	wh3_dlc24_tze_the_changeling_expansion_parasitic_3	skaven_discoverability_buildings	60	EFS_ONLY_OWNER
1395681267	wh2_main_foreign_slot_discovery_lzd_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1397603099	wh3_dlc27_sla_dechala_cult_corruption_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1400547766	wh2_main_special_fortress_gate_eagle_cst_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1408326897	wh3_main_foreign_slot_discovery_kho_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
141934845	wh2_dlc12_under_empire_food_kidnappers_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1420725788	wh3_main_underdeep_dwf_main_zharr_naggrund_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1426820174	wh3_main_underdeep_dwf_main_karak_eight_peaks_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1427562417	wh2_main_special_fortress_gate_unicorn_vmp_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1427899510	wh3_main_cth_bastion_4_4	skaven_discoverability_buildings_settlement	0	EFS_ONLY_OTHERS
1429117016	wh2_main_special_empire_fort_cst_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1431270608	wh3_main_underdeep_dwf_main_minor_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1434735883	wh3_main_foreign_slot_discovery_dae_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1436185970	wh2_main_special_empire_fort_emp_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1440575481	wh3_dlc23_foreign_slot_discovery_chd_1	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1444465011	wh3_dlc20_woc_chaos_altar_special_gate_towers_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1449998396	wh3_dlc27_sla_dechala_cult_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1451769141	wh2_main_special_fortress_gate_unicorn_chaos_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1453581194	wh2_main_special_fortress_gate_griffon_vmp_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1458820506	wh2_main_special_fortress_gate_unicorn_skaven_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1459030286	wh2_dlc12_under_empire_warpstone_mine_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1463117316	wh2_main_special_fortress_gate_phoenix_hef_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
146795722	wh3_dlc20_foreign_slot_discovery_woc_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1472858119	wh3_dlc20_woc_chaos_altar_special_gate_settlement_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1480337750	wh2_main_special_empire_fort_vmp_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1485034593	wh3_main_kho_cult_magus	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
1487139670	wh3_dlc27_sla_dec_all_patrols_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1491563851	wh3_dlc27_sla_dec_all_patrols_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1492606067	wh3_dlc23_special_empire_fort_chd_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1495918092	wh2_main_foreign_slot_discovery_dwf_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1497158801	wh2_main_special_fortress_gate_eagle_vmp_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1499187342	wh3_main_cth_bastion_2_2	skaven_discoverability_buildings_settlement	0	EFS_ONLY_OTHERS
1511419573	wh3_main_foreign_slot_discovery_nur_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1515045320	wh3_dlc20_woc_chaos_altar_special_gate_towers_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1515390609	wh2_dlc12_under_empire_food_kidnappers_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1533194110	wh2_main_special_fortress_gate_eagle_vmp_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1536054329	wh3_main_sla_cult_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1541303952	wh3_main_foreign_slot_discovery_ksl_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
154616281	wh3_main_foreign_slot_discovery_sla_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
154813019	wh3_dlc27_settlement_nor_chaos_altar_kho_special_gate_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1550345618	wh2_main_special_fortress_gate_griffon_untainted_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1554078406	wh2_main_special_fortress_gate_eagle_skaven_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1554348496	wh2_main_foreign_slot_discovery_def_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1555292416	wh3_main_kho_cult_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1560230116	wh3_dlc24_tze_the_changeling_mounted_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1564978158	wh2_main_foreign_slot_discovery_grn_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1567922297	wh3_main_nur_cult_corruption_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1570999938	wh2_main_special_fortress_gate_eagle_cst_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1575931840	wh3_dlc24_tze_the_changeling_caster_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1576271745	wh2_main_special_fortress_gate_griffon_cst_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1587656528	wh3_dlc27_settlement_nor_chaos_altar_kho_special_gate_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
158968924	wh2_main_special_empire_fort_emp_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1592706474	wh3_main_tze_cult_magus	skaven_discoverability_buildings	-20	EFS_ONLY_OWNER
1609513460	wh3_main_cth_bastion_primary_5	skaven_discoverability_buildings_settlement	50	EFS_ONLY_OTHERS
1610893483	wh2_main_special_fortress_gate_phoenix_chaos_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1612501159	wh2_main_special_fortress_gate_griffon_untainted_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
161678946	wh3_main_foreign_slot_discovery_kho_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
162111344	wh2_main_special_fortress_gate_phoenix_chaos_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
162992269	wh3_dlc24_tze_the_changeling_income_parasitic_2	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
1630954345	wh2_main_special_empire_fort_skaven_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1638482863	wh2_main_special_fortress_gate_phoenix_chaos_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1638889067	wh3_main_special_goldtooths_toll_gate	skaven_discoverability_buildings_settlement	0	EFS_ONLY_OTHERS
1639905055	wh2_main_special_fortress_gate_eagle_untainted_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1643336754	wh2_main_foreign_slot_discovery_emp_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1648117483	wh2_main_special_empire_fort_skaven_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1664026935	wh3_main_cth_bastion_1_4	skaven_discoverability_buildings_settlement	0	EFS_ONLY_OTHERS
166592114	wh2_main_special_fortress_gate_unicorn_hef_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1673839865	wh3_main_cth_bastion_primary_2	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
167503837	wh2_main_special_fortress_gate_griffon_cst_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1682706875	wh3_main_foreign_slot_discovery_nur_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1687624076	wh2_main_special_empire_fort_untainted_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1689572903	wh3_main_nur_cult_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1691861075	wh2_main_foreign_slot_discovery_brt_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1692892973	wh2_main_foreign_slot_discovery_tmb_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1696913288	wh3_main_special_settlement_bastion_other_2	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
169878458	wh3_main_kho_cult_corruption_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1699958121	wh3_dlc24_tze_the_changeling_monster_barracks_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1710818443	wh2_main_special_empire_fort_untainted_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1714136427	wh2_main_special_fortress_gate_unicorn_untainted_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1721312368	wh3_main_special_settlement_bastion_chd_2	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
1724471400	wh2_main_special_fortress_gate_phoenix_untainted_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1735550791	wh2_main_special_fortress_gate_phoenix_vmp_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1738472474	wh2_main_special_fortress_gate_eagle_chd_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1741033088	wh2_main_special_fortress_gate_eagle_cst_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1741950752	wh2_main_special_fortress_gate_phoenix_chd_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1748938493	wh3_dlc27_settlement_nor_chaos_altar_und_special_gate_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1749325788	wh3_main_special_settlement_bastion_other_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1760791267	wh2_main_special_fortress_gate_unicorn_chaos_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1763604402	wh3_main_cth_bastion_primary_1	skaven_discoverability_buildings_settlement	25	EFS_ONLY_OTHERS
1764431829	wh3_dlc24_tze_the_changeling_expansion_parasitic_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1768736701	wh2_main_foreign_slot_discovery_skv_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
176892654	wh2_main_special_fortress_gate_phoenix_untainted_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1774901391	wh3_dlc27_sla_cult_garrison_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1776548553	wh3_dlc27_settlement_nor_chaos_altar_sla_special_gate_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1783912684	wh2_dlc12_under_empire_money_thieves_2	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1798313756	wh3_dlc24_tze_the_changeling_monster_barracks_4	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1798919757	wh2_main_foreign_slot_discovery_emp_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1806045708	wh2_dlc14_under_empire_annexation_plague_cauldron_1	skaven_discoverability_buildings	80	EFS_ONLY_OWNER
1807529566	wh2_main_special_empire_fort_cst_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1812045718	wh2_main_special_empire_fort_vmp_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
181472798	wh3_dlc20_woc_chaos_altar_special_gate_towers_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1835247924	wh2_dlc12_under_empire_settlement_warren_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1839524460	wh2_main_foreign_slot_discovery_grn_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1843014918	wh2_main_special_fortress_gate_griffon_chaos_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1846505177	wh2_dlc12_under_empire_settlement_stronghold_3	skaven_discoverability_buildings	30	EFS_ONLY_OWNER
1857979996	wh_dlc05_wef_oak_of_ages_3	skaven_discoverability_buildings_settlement	70	EFS_ONLY_OTHERS
1858970231	wh2_dlc12_under_empire_money_crafting_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1863638440	wh3_main_underdeep_dwf_main_major_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1869145327	wh3_main_underdeep_dwf_main_major_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1871443265	wh3_dlc24_tze_the_changeling_horror_barracks_2	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1874024538	wh3_main_underdeep_dwf_main_skavenblight_3	skaven_discoverability_buildings_settlement	100	EFS_ONLY_OTHERS
1882030019	wh3_main_foreign_slot_discovery_ogr_1	skaven_discoverability_buildings_settlement	10	EFS_ONLY_OTHERS
1883957079	wh2_main_special_fortress_gate_griffon_skaven_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1884536911	wh3_main_special_settlement_bastion_chd_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1885094239	wh2_main_special_fortress_gate_eagle_untainted_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1886195617	wh3_dlc24_tze_the_changeling_growth_parasitic_1	skaven_discoverability_buildings	20	EFS_ONLY_OWNER
1888786153	wh2_main_special_fortress_gate_phoenix_skaven_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
190079819	wh2_main_special_fortress_gate_eagle_skaven_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1903355460	wh2_main_special_fortress_gate_griffon_vmp_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1907693208	wh2_main_special_fortress_gate_eagle_hef_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1910186794	wh2_main_special_fortress_gate_phoenix_hef_1	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1913500495	wh2_main_special_fortress_gate_phoenix_vmp_3	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1920759838	wh3_main_special_settlement_bastion_chd_4	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1924879445	wh3_main_special_settlement_gate_dae_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1931135662	wh2_main_special_fortress_gate_griffon_untainted_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1933512470	wh2_main_special_fortress_gate_griffon_hef_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1942878243	wh2_main_special_fortress_gate_unicorn_skaven_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1943775947	wh3_dlc24_tze_the_changeling_mounted_3	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
1944911206	wh3_main_special_settlement_bastion_other_4	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1954794046	wh3_main_special_settlement_gate_dae_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1955485292	wh2_main_special_empire_fort_emp_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1959833433	wh2_main_special_fortress_gate_phoenix_untainted_2	skaven_discoverability_buildings_settlement	20	EFS_ONLY_OTHERS
1961964818	wh3_main_foreign_slot_discovery_ogr_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1967446924	wh3_dlc27_sla_dec_all_patrols_3	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
1971763173	wh3_dlc27_settlement_nor_chaos_altar_und_special_gate_2	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
1975522150	wh3_dlc24_tze_the_changeling_diplomacy_symbiotic_2	skaven_discoverability_buildings	-40	EFS_ONLY_OWNER
1985759384	wh3_dlc24_tze_the_changeling_caster_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
199344547	wh3_main_kho_cult_3	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
1993852297	wh2_main_special_fortress_gate_griffon_chd_4	skaven_discoverability_buildings_settlement	30	EFS_ONLY_OTHERS
2009418524	wh2_main_special_fortress_gate_phoenix_chaos_5	skaven_discoverability_buildings_settlement	40	EFS_ONLY_OTHERS
2010679363	wh2_dlc12_under_empire_settlement_stronghold_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2010751515	wh3_dlc24_tze_the_changeling_expansion_symbiotic_1	skaven_discoverability_buildings	10	EFS_ONLY_OWNER
2018179576	wh3_main_tze_cult_1	skaven_discoverability_buildings	40	EFS_ONLY_OWNER
2031576268	wh2_dlc12_under_empire_discovery_assassins_2	skaven_discoverability_buildings	-40	EFS_ONLY_OWNER
