key	image	max_displays	weighting	first_shown_weighting	category
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	UI/units/infopics/wh_main_dwf_gyrocopter.png	-1	1	3	unit
wh2_dlc13_lzd_cha_gor_rok_0	ui/portraits/portholes/no_culture/lzd_lord_gor_rok_0.png	-1	1	2	generic
wh2_dlc13_lzd_cha_nakai_0	ui/portraits/portholes/no_culture/lzd_nakai_0.png	-1	1	2	generic
wh2_dlc14_brt_cha_repanse_de_lyonesse_0	ui/portraits/portholes/no_culture/brt_repanse_de_lyonesse_0.png	-1	1	2	generic
wh2_dlc14_def_cha_malus_darkblade_0	ui/portraits/portholes/no_culture/def_malus_0.png	-1	1	2	generic
wh2_dlc14_skv_cha_deathmaster_snikch_0	ui/portraits/portholes/no_culture/skv_snikch_0.png	-1	1	2	generic
wh2_dlc15_grn_cha_grom_the_paunch_0	ui/portraits/portholes/no_culture/grn_grom_the_paunch_0.png	-1	1	2	generic
wh2_dlc15_hef_cha_eltharion_the_grim_0	ui/portraits/portholes/no_culture/hef_eltharion_0.png	-1	1	2	generic
wh2_dlc15_hef_cha_imrik_0	ui/portraits/portholes/no_culture/hef_imrik_unmounted_0.png	-1	1	2	generic
wh2_dlc16_skv_cha_ghoritch_0	UI/Portraits/portholes/no_culture/skv_ghoritch_0.png	-1	1	2	generic
wh2_dlc16_skv_cha_throt_the_unclean_0	UI/Portraits/portholes/no_culture/skv_throt_0.png	-1	1	2	generic
wh2_dlc16_wef_cha_drycha_0	ui/portraits/portholes/no_culture/wef_drycha_0.png	-1	1	2	generic
wh2_dlc16_wef_cha_sisters_of_twilight_0	UI/Portraits/portholes/no_culture/wef_sisters_of_twilight_0.png	-1	1	2	generic
wh2_dlc17_bst_cav_tuskgor_chariot_0	UI/units/infopics/wh2_dlc17_bst_cav_tuskgor_chariot.png	-1	1	3	unit
wh2_dlc17_bst_cha_taurox_the_brass_bull_0	ui/portraits/portholes/no_culture/bst_taurox_0.png	-1	1	2	generic
wh2_dlc17_bst_mon_ghorgon_0	UI/units/infopics/wh2_dlc17_bst_mon_ghorgon.png	-1	1	3	unit
wh2_dlc17_bst_mon_jabberslythe_0	UI/units/infopics/wh2_dlc17_bst_mon_jabberslythe.png	-1	1	3	unit
wh2_dlc17_dwf_cha_thorek_ironbrow_0	ui/portraits/portholes/no_culture/dwf_thorek_0.png	-1	1	2	generic
wh2_dlc17_lzd_cha_oxyotl_0	ui/portraits/portholes/no_culture/lzd_oxyotl_0.png	-1	1	2	generic
wh2_main_brt_art_blessed_field_trebuchet	UI/units/infopics/wh_dlc07_brt_blessed_field_trebuchet.png	-1	1	3	unit
wh2_main_brt_art_field_trebuchet	UI/units/infopics/wh_main_brt_trebuchet.png	-1	1	3	unit
wh2_main_brt_cav_grail_guardians	UI/units/infopics/wh_dlc07_brt_grail_guardians.png	-1	1	3	unit
wh2_main_brt_cav_grail_knights	UI/units/infopics/wh_main_brt_grail_knights.png	-1	1	3	unit
wh2_main_brt_cav_knights_errant	UI/units/infopics/wh_dlc07_brt_knights_errant.png	-1	1	3	unit
wh2_main_brt_cav_knights_of_the_realm	UI/units/infopics/wh_main_brt_knights_realm.png	-1	1	3	unit
wh2_main_brt_cav_mounted_yeomen_0	UI/units/infopics/wh_main_brt_mounted_yeomen.png	-1	1	3	unit
wh2_main_brt_cav_mounted_yeomen_1	UI/units/infopics/wh_main_brt_mounted_yeomen_archers.png	-1	1	3	unit
wh2_main_brt_cav_pegasus_knights	UI/units/infopics/wh_main_brt_pegasus_knights.png	-1	1	3	unit
wh2_main_brt_cav_questing_knights	UI/units/infopics/wh_dlc07_brt_questing_knights.png	-1	1	3	unit
wh2_main_brt_cav_royal_hippogryph_knights	UI/units/infopics/wh_dlc07_brt_royal_hippogryph_knights.png	-1	1	3	unit
wh2_main_brt_cav_royal_pegasus_knights	UI/units/infopics/wh_dlc07_brt_royal_pegasus_knights.png	-1	1	3	unit
wh2_main_brt_cha_green_knight	ui/portraits/portholes/no_culture/brt_ch_green_knight_0.png	-1	1	2	generic
wh2_main_brt_inf_battle_pilgrims	UI/units/infopics/wh_dlc07_brt_battle_pilgrims.png	-1	1	3	unit
wh2_main_brt_inf_foot_squires	UI/units/infopics/wh_dlc07_brt_foot_squires.png	-1	1	3	unit
wh2_main_brt_inf_grail_reliquae	UI/units/infopics/wh_dlc07_brt_grail_reliquae.png	-1	1	3	unit
wh2_main_brt_inf_men_at_arms	UI/units/infopics/wh_main_brt_men_at_arms_halberd.png	-1	1	3	unit
wh2_main_brt_inf_men_at_arms_1	UI/units/infopics/wh_dlc07_brt_men_at_arms.png	-1	1	3	unit
wh2_main_brt_inf_men_at_arms_2	UI/units/infopics/wh_dlc07_brt_men_at_arms_shields.png	-1	1	3	unit
wh2_main_brt_inf_peasant_bowmen	UI/units/infopics/wh_main_brt_bowmen.png	-1	1	3	unit
wh2_main_brt_inf_peasant_mob	UI/units/infopics/wh_dlc07_brt_peasant_mob.png	-1	1	3	unit
wh2_main_brt_inf_spearmen_at_arms	UI/units/infopics/wh_main_brt_spearmen_at_arms_shield.png	-1	1	3	unit
wh2_main_brt_inf_spearmen_at_arms_1	UI/units/infopics/wh_dlc07_brt_spearmen_at_arms.png	-1	1	3	unit
wh2_main_bst_cav_razorgor_chariot_0	UI/units/infopics/wh_dlc03_bst_razorgor_chariot.png	-1	1	3	unit
wh2_main_bst_feral_manticore	UI/units/infopics/wh_dlc03_bst_feral_manticore.png	-1	1	3	unit
wh2_main_bst_inf_bestigor_herd_0	UI/units/infopics/wh_dlc03_bst_bestigor_herd.png	-1	1	3	unit
wh2_main_bst_inf_centigors_0	UI/units/infopics/wh_dlc03_bst_centigors.png	-1	1	3	unit
wh2_main_bst_inf_centigors_1	UI/units/infopics/wh_dlc03_bst_centigors_throwing_axes.png	-1	1	3	unit
wh2_main_bst_inf_centigors_2	UI/units/infopics/wh_dlc03_bst_centigors_great_weapons.png	-1	1	3	unit
wh2_main_bst_inf_chaos_warhounds_0	UI/units/infopics/wh_dlc03_bst_warhounds.png	-1	1	3	unit
wh2_main_bst_inf_chaos_warhounds_1	UI/units/infopics/wh_dlc03_bst_warhounds_poison.png	-1	1	3	unit
wh2_main_bst_inf_cygor_0	UI/units/infopics/wh_dlc03_bst_cygor.png	-1	1	3	unit
wh2_main_bst_inf_gor_herd_0	UI/units/infopics/wh_dlc03_bst_gor_herd_dual_weapons.png	-1	1	3	unit
wh2_main_bst_inf_gor_herd_1	UI/units/infopics/wh_dlc03_bst_gor_herd_shields.png	-1	1	3	unit
wh2_main_bst_inf_harpies_0	UI/units/infopics/wh_dlc05_bst_harpies.png	-1	1	3	unit
wh2_main_bst_inf_minotaurs_0	UI/units/infopics/wh_dlc03_bst_minotaurs.png	-1	1	3	unit
wh2_main_bst_inf_minotaurs_1	UI/units/infopics/wh_dlc03_bst_minotaurs_shield.png	-1	1	3	unit
wh2_main_bst_inf_minotaurs_2	UI/units/infopics/wh_dlc03_bst_minotaurs_great_weapons.png	-1	1	3	unit
wh2_main_bst_inf_razorgor_herd_0	UI/units/infopics/wh_dlc03_bst_razorgor_herd.png	-1	1	3	unit
wh2_main_bst_inf_ungor_herd_1	UI/units/infopics/wh_dlc03_bst_ungor_spearmen_shield.png	-1	1	3	unit
wh2_main_bst_inf_ungor_raiders_0	UI/units/infopics/wh_dlc03_bst_ungor_raiders.png	-1	1	3	unit
wh2_main_bst_inf_ungor_spearmen_0	UI/units/infopics/wh_dlc03_bst_ungor_spearmen.png	-1	1	3	unit
wh2_main_bst_inf_ungor_spearmen_1	UI/units/infopics/wh_dlc03_bst_ungor_herd_shield.png	-1	1	3	unit
wh2_main_bst_mon_chaos_spawn_0	UI/units/infopics/wh_dlc03_bst_spawn.png	-1	1	3	unit
wh2_main_bst_mon_giant_0	UI/units/infopics/wh_dlc03_bst_giant.png	-1	1	3	unit
wh2_main_chs_art_hellcannon	ui/units/infopics/wh_main_chs_hellcannon.png	-1	1	3	unit
wh2_main_chs_cav_chaos_chariot	UI/units/infopics/wh_main_chs_chariot.png	-1	1	3	unit
wh2_main_chs_cav_chaos_knights_0	UI/units/infopics/wh_main_chs_knights.png	-1	1	3	unit
wh2_main_chs_cav_chaos_knights_1	UI/units/infopics/wh_main_chs_knights_lance.png	-1	1	3	unit
wh2_main_chs_cav_gorebeast_chariot	UI/units/infopics/wh_dlc01_chs_gorebeast_chariot.png	-1	1	3	unit
wh2_main_chs_cav_marauder_horsemasters_0	ui/units/infopics/wh_dlc06_chs_marauder_horsemasters.png	-1	1	3	unit
wh2_main_chs_cav_marauder_horsemen_0	UI/units/infopics/wh_main_chs_marauder_horsemen.png	-1	1	3	unit
wh2_main_chs_cav_marauder_horsemen_1	UI/units/infopics/wh_main_chs_marauder_horsemen_throwing_axe.png	-1	1	3	unit
wh2_main_chs_cha_lord_of_change_0	UI/Portraits/portholes/no_culture/chs_lord_of_change_0.png	-1	1	2	generic
wh2_main_chs_inf_aspiring_champions_0	UI/units/infopics/wh_dlc06_chs_aspiring_champions.png	-1	1	3	unit
wh2_main_chs_inf_chaos_marauders_0	ui/units/infopics/wh_main_chs_marauder.png	-1	1	3	unit
wh2_main_chs_inf_chaos_marauders_1	UI/units/infopics/wh_main_chs_marauder_great_weapons.png	-1	1	3	unit
wh2_main_chs_inf_chaos_warriors_0	UI/units/infopics/wh_main_chs_warriors.png	-1	1	3	unit
wh2_main_chs_inf_chaos_warriors_1	UI/units/infopics/wh_main_chs_warriors_halberd.png	-1	1	3	unit
wh2_main_chs_inf_chaos_warriors_2	UI/units/infopics/wh_dlc01_chs_warriors_great_weapons.png	-1	1	3	unit
wh2_main_chs_inf_chosen_0	ui/units/infopics/wh_main_chs_chosen.png	-1	1	3	unit
wh2_main_chs_inf_chosen_1	UI/units/infopics/wh_main_chs_chosen_great_weapons.png	-1	1	3	unit
wh2_main_chs_inf_chosen_2	UI/units/infopics/wh_dlc01_chs_chosen_halberd.png	-1	1	3	unit
wh2_main_chs_inf_forsaken_0	UI/units/infopics/wh_dlc01_chs_forsaken.png	-1	1	3	unit
wh2_main_chs_mon_chaos_spawn	ui/units/infopics/wh_main_chs_spawn.png	-1	1	3	unit
wh2_main_chs_mon_chaos_warhounds_0	UI/units/infopics/wh_main_chs_warhounds.png	-1	1	3	unit
wh2_main_chs_mon_chaos_warhounds_1	UI/units/infopics/wh_main_chs_warhounds_poison.png	-1	1	3	unit
wh2_main_chs_mon_dragon_ogre	UI/units/infopics/wh_dlc01_chs_dragon_ogre.png	-1	1	3	unit
wh2_main_chs_mon_dragon_ogre_shaggoth	UI/units/infopics/wh_dlc01_chs_dragon_ogre_shaggoth.png	-1	1	3	unit
wh2_main_chs_mon_giant	UI/units/infopics/wh_main_chs_giant.png	-1	1	3	unit
wh2_main_chs_mon_trolls	UI/units/infopics/wh_main_chs_trolls.png	-1	1	3	unit
wh2_main_chs_mon_trolls_1	UI/units/infopics/wh_dlc01_chs_trolls_mace.png	-1	1	3	unit
wh2_main_cst_art_carronade	UI/units/infopics/wh2_dlc11_cst_carronade.png	-1	1	3	unit
wh2_main_cst_art_mortar	UI/units/infopics/wh2_dlc11_cst_mortar.png	-1	1	3	unit
wh2_main_cst_art_queen_bess	UI/units/infopics/wh2_dlc11_cst_queen_bess.png	-1	1	3	unit
wh2_main_cst_cav_deck_droppers_0	UI/units/infopics/wh2_dlc11_cst_deck_droppers.png	-1	1	3	unit
wh2_main_cst_cav_deck_droppers_1	UI/units/infopics/wh2_dlc11_cst_deck_droppers_bombers.png	-1	1	3	unit
wh2_main_cst_cav_deck_droppers_2	UI/units/infopics/wh2_dlc11_cst_deck_droppers_handgunners.png	-1	1	3	unit
wh2_main_cst_cha_aranessa_0	ui/portraits/portholes/no_culture/cst_cha_aranessa_saltspite_0.png	-1	1	2	generic
wh2_main_cst_cha_count_noctilus_0	UI/Portraits/Portholes/wh2_dlc11_cst_vampire_coast/cst_cha_count_noctilus_0.png	-1	1	2	generic
wh2_main_cst_cha_cylostra_direfin_0	ui/portraits/portholes/no_culture/cst_cylostra_0.png	-1	1	2	generic
wh2_main_cst_cha_luthor_harkon_0	ui/portraits/portholes/no_culture/cst_cha_luthor_harkon_0.png	-1	1	2	generic
wh2_main_cst_inf_deck_gunners_0	UI/units/infopics/wh2_dlc11_cst_deck_gunners.png	-1	1	3	unit
wh2_main_cst_inf_depth_guard_0	UI/units/infopics/wh2_dlc11_cst_depth_guard.png	-1	1	3	unit
wh2_main_cst_inf_depth_guard_1	UI/units/infopics/wh2_dlc11_cst_depth_guard_polearm.png	-1	1	3	unit
wh2_main_cst_inf_sartosa_free_company_0	UI/units/infopics/wh2_dlc11_cst_sartosa_free_company.png	-1	1	3	unit
wh2_main_cst_inf_sartosa_militia_0	UI/units/infopics/wh2_dlc11_cst_sartosa_militia.png	-1	1	3	unit
wh2_main_cst_inf_syreens	UI/units/infopics/wh2_dlc11_cst_syreens.png	-1	1	3	unit
wh2_main_cst_inf_zombie_deckhands_mob_0	UI/units/infopics/wh2_dlc11_cst_zombie_deckhands.png	-1	1	3	unit
wh2_main_cst_inf_zombie_deckhands_mob_1	UI/units/infopics/wh2_dlc11_cst_zombie_deckhands_polearm.png	-1	1	3	unit
wh2_main_cst_inf_zombie_gunnery_mob_0	UI/units/infopics/wh2_dlc11_cst_zombie_gunnery_mob.png	-1	1	3	unit
wh2_main_cst_inf_zombie_gunnery_mob_1	UI/units/infopics/wh2_dlc11_cst_zombie_gunnery_mob_handguns.png	-1	1	3	unit
wh2_main_cst_inf_zombie_gunnery_mob_2	UI/units/infopics/wh2_dlc11_cst_zombie_gunnery_mob_hand_cannon.png	-1	1	3	unit
wh2_main_cst_inf_zombie_gunnery_mob_3	UI/units/infopics/wh2_dlc11_cst_zombie_gunnery_mob_bombers.png	-1	1	3	unit
wh2_main_cst_mon_animated_hulks_0	UI/units/infopics/wh2_dlc11_cst_animated_hulks.png	-1	1	3	unit
wh2_main_cst_mon_bloated_corpse_0	UI/units/infopics/wh2_dlc11_cst_bloated_corpse.png	-1	1	3	unit
wh2_main_cst_mon_fell_bats	UI/units/infopics/wh_main_vmp_fell_bats.png	-1	1	3	unit
wh2_main_cst_mon_mournguls_0	UI/units/infopics/wh2_dlc11_cst_mournguls.png	-1	1	3	unit
wh2_main_cst_mon_necrofex_colossus_0	UI/units/infopics/wh2_dlc11_cst_necrofex_colossus.png	-1	1	3	unit
wh2_main_cst_mon_rotting_leviathan_0	UI/units/infopics/wh2_dlc11_cst_rotting_leviathan.png	-1	1	3	unit
wh2_main_cst_mon_rotting_prometheans_0	UI/units/infopics/wh2_dlc11_cst_rotting_prometheans.png	-1	1	3	unit
wh2_main_cst_mon_rotting_prometheans_gunnery_mob_0	UI/units/infopics/wh2_dlc11_cst_rotting_prometheans_gunnery_mob.png	-1	1	3	unit
wh2_main_cst_mon_scurvy_dogs	UI/units/infopics/wh2_dlc11_cst_scurvy_dogs.png	-1	1	3	unit
wh2_main_cst_mon_terrorgheist	UI/units/infopics/wh2_dlc11_cst_death_shriek_terrogheist.png	-1	1	3	unit
wh2_main_def_art_reaper_bolt_thrower	ui/units/infopics/wh2_main_def_reaper_bolt_thrower.png	-1	1	3	unit
wh2_main_def_cav_cold_one_chariot	ui/units/infopics/wh2_main_def_cold_one_chariot.png	-1	1	3	unit
wh2_main_def_cav_cold_one_knights_0	ui/units/infopics/wh2_main_def_cold_one_knights.png	-1	1	3	unit
wh2_main_def_cav_cold_one_knights_1	ui/units/infopics/wh2_main_def_cold_one_dread_knights.png	-1	1	3	unit
wh2_main_def_cav_dark_riders_0	ui/units/infopics/wh2_main_def_dark_riders.png	-1	1	3	unit
wh2_main_def_cav_dark_riders_1	ui/units/infopics/wh2_main_def_dark_riders_shield.png	-1	1	3	unit
wh2_main_def_cav_dark_riders_2	ui/units/infopics/wh2_main_def_dark_riders_crossbow.png	-1	1	3	unit
wh2_main_def_cav_doomfire_warlocks_0	UI/units/infopics/wh2_dlc10_def_cav_doomfire_warlocks.png	-1	1	3	unit
wh2_main_def_cha_crone	UI/Portraits/portholes/no_culture/def_crone_0.png	-1	1	2	generic
wh2_main_def_cha_lokhir_fellheart_0	UI/Portraits/portholes/no_culture/def_cha_lokhir_0.png	-1	1	2	generic
wh2_main_def_cha_malekith_0	ui/portraits/portholes/no_culture/def_malekith_0.png	-1	1	2	generic
wh2_main_def_cha_morathi_0	ui/portraits/portholes/no_culture/def_morathi_0.png	-1	1	2	generic
wh2_main_def_inf_black_ark_corsairs_0	ui/units/infopics/wh2_main_def_black_ark_corsairs.png	-1	1	3	unit
wh2_main_def_inf_black_ark_corsairs_1	ui/units/infopics/wh2_main_def_black_ark_corsairs_handbows.png	-1	1	3	unit
wh2_main_def_inf_black_guard_0	ui/units/infopics/wh2_main_def_black_guard.png	-1	1	3	unit
wh2_main_def_inf_bleakswords_0	ui/units/infopics/wh2_main_def_bleakswords.png	-1	1	3	unit
wh2_main_def_inf_darkshards_0	ui/units/infopics/wh2_main_def_darkshards.png	-1	1	3	unit
wh2_main_def_inf_darkshards_1	ui/units/infopics/wh2_main_def_darkshards_shields.png	-1	1	3	unit
wh2_main_def_inf_dreadspears_0	ui/units/infopics/wh2_main_def_dreadspears.png	-1	1	3	unit
wh2_main_def_inf_har_ganeth_executioners_0	ui/units/infopics/wh2_main_def_har_ganeth_executioners.png	-1	1	3	unit
wh2_main_def_inf_harpies	ui/units/infopics/wh2_main_def_harpies.png	-1	1	3	unit
wh2_main_def_inf_shades_0	ui/units/infopics/wh2_main_def_shades.png	-1	1	3	unit
wh2_main_def_inf_shades_1	ui/units/infopics/wh2_main_def_shades_dual_weapons.png	-1	1	3	unit
wh2_main_def_inf_shades_2	ui/units/infopics/wh2_main_def_shades_great_weapons.png	-1	1	3	unit
wh2_main_def_inf_sisters_of_slaughter	UI/units/infopics/wh2_dlc10_def_inf_sisters_of_slaughter.png	-1	1	3	unit
wh2_main_def_inf_witch_elves_0	ui/units/infopics/wh2_main_def_witch_elves.png	-1	1	3	unit
wh2_main_def_mon_black_dragon	ui/units/infopics/wh2_main_def_black_dragon.png	-1	1	3	unit
wh2_main_def_mon_kharibdyss_0	ui/units/infopics/wh2_dlc10_def_kharibdyss.png	-1	1	3	unit
wh2_main_def_mon_war_hydra_0	ui/units/infopics/wh2_main_def_war_hydra.png	-1	1	3	unit
wh2_main_dwf_art_bolt_thrower_0	UI/units/infopics/wh_dlc06_dwf_bolt_thrower.png	-1	1	3	unit
wh2_main_dwf_art_cannon	ui/units/infopics/wh_main_dwf_cannon.png	-1	1	3	unit
wh2_main_dwf_art_flame_cannon	UI/units/infopics/wh_main_dwf_flame_cannon.png	-1	1	3	unit
wh2_main_dwf_art_grudge_thrower	UI/units/infopics/wh_main_dwf_grudge_thrower.png	-1	1	3	unit
wh2_main_dwf_art_organ_gun	UI/units/infopics/wh_main_dwf_organ_gun.png	-1	1	3	unit
wh2_main_dwf_inf_bugmans_rangers_0	UI/units/infopics/wh_dlc06_dwf_rangers_bugmans.png	-1	1	3	unit
wh2_main_dwf_inf_dwarf_warrior_0	UI/units/infopics/wh_main_dwf_warriors.png	-1	1	3	unit
wh2_main_dwf_inf_dwarf_warrior_1	ui/units/infopics/wh_main_dwf_warriors_great_weapons.png	-1	1	3	unit
wh2_main_dwf_inf_giant_slayers_0	UI/units/infopics/wh2_dlc10_dwf_giant_slayers.png	-1	1	3	unit
wh2_main_dwf_inf_hammerers	ui/units/infopics/wh_main_dwf_hammerers.png	-1	1	3	unit
wh2_main_dwf_inf_ironbreakers	UI/units/infopics/wh_main_dwf_ironbreakers.png	-1	1	3	unit
wh2_main_dwf_inf_irondrakes_0	UI/units/infopics/wh_main_dwf_irondrakes.png	-1	1	3	unit
wh2_main_dwf_inf_irondrakes_2	ui/units/infopics/wh_main_dwf_irondrakes_troll_hammer.png	-1	1	3	unit
wh2_main_dwf_inf_longbeards	UI/units/infopics/wh_main_dwf_longbeards.png	-1	1	3	unit
wh2_main_dwf_inf_longbeards_1	ui/units/infopics/wh_main_dwf_longbeards_great_weapons.png	-1	1	3	unit
wh2_main_dwf_inf_miners_0	ui/units/infopics/wh_main_dwf_miners.png	-1	1	3	unit
wh2_main_dwf_inf_miners_1	ui/units/infopics/wh_main_dwf_miners_blasting_charges.png	-1	1	3	unit
wh2_main_dwf_inf_quarrellers_0	UI/units/infopics/wh_main_dwf_quarrellers.png	-1	1	3	unit
wh2_main_dwf_inf_quarrellers_1	ui/units/infopics/wh_main_dwf_quarrellers_great_weapons.png	-1	1	3	unit
wh2_main_dwf_inf_rangers_0	UI/units/infopics/wh_dlc06_dwf_rangers.png	-1	1	3	unit
wh2_main_dwf_inf_rangers_1	UI/units/infopics/wh_dlc06_dwf_rangers_great_axe.png	-1	1	3	unit
wh2_main_dwf_inf_slayers	ui/units/infopics/wh_main_dwf_slayers.png	-1	1	3	unit
wh2_main_dwf_inf_thunderers_0	UI/units/infopics/wh_main_dwf_thunderers.png	-1	1	3	unit
wh2_main_dwf_veh_gyrobomber	ui/units/infopics/wh_main_dwf_gyrobomber.png	-1	1	3	unit
wh2_main_dwf_veh_gyrocopter_0	UI/units/infopics/wh_main_dwf_gyrocopter.png	-1	1	3	unit
wh2_main_dwf_veh_gyrocopter_1	ui/units/infopics/wh_main_dwf_gyrocopter_brimstone.png	-1	1	3	unit
wh2_main_emp_art_great_cannon	ui/units/infopics/wh_main_emp_cannon.png	-1	1	3	unit
wh2_main_emp_art_helblaster_volley_gun	UI/units/infopics/wh_main_emp_helblaster_volley_gun.png	-1	1	3	unit
wh2_main_emp_art_helstorm_rocket_battery	UI/units/infopics/wh_main_emp_helstorm_rocket.png	-1	1	3	unit
wh2_main_emp_art_mortar	UI/units/infopics/wh_main_emp_mortar.png	-1	1	3	unit
wh2_main_emp_cav_demigryph_knights_0	ui/units/infopics/wh_main_emp_demigryph_knights.png	-1	1	3	unit
wh2_main_emp_cav_demigryph_knights_1	ui/units/infopics/wh_main_emp_demigryph_knights_halberd.png	-1	1	3	unit
wh2_main_emp_cav_empire_knights	UI/units/infopics/wh_main_emp_empire_knights.png	-1	1	3	unit
wh2_main_emp_cav_knights_blazing_sun_0	UI/units/infopics/wh_dlc04_emp_knights_blazing_sun.png	-1	1	3	unit
wh2_main_emp_cav_outriders_0	UI/units/infopics/wh_main_emp_outriders.png	-1	1	3	unit
wh2_main_emp_cav_outriders_1	ui/units/infopics/wh_main_emp_outriders_grenade_launcher.png	-1	1	3	unit
wh2_main_emp_cav_pistoliers_1	UI/units/infopics/wh_main_emp_pistoliers_brace_pistols.png	-1	1	3	unit
wh2_main_emp_cav_reiksguard	ui/units/infopics/wh_main_emp_reiksguard.png	-1	1	3	unit
wh2_main_emp_inf_crossbowmen	UI/units/infopics/wh_main_emp_crossbowmen.png	-1	1	3	unit
wh2_main_emp_inf_flagellants_0	UI/units/infopics/wh_dlc04_emp_flagellants.png	-1	1	3	unit
wh2_main_emp_inf_free_company_militia_0	UI/units/infopics/wh_dlc04_emp_free_company_militia.png	-1	1	3	unit
wh2_main_emp_inf_greatswords	ui/units/infopics/wh_main_emp_greatswords.png	-1	1	3	unit
wh2_main_emp_inf_halberdiers	UI/units/infopics/wh_main_emp_halberd.png	-1	1	3	unit
wh2_main_emp_inf_handgunners	UI/units/infopics/wh_main_emp_handgunners.png	-1	1	3	unit
wh2_main_emp_inf_spearmen_0	UI/units/infopics/wh_main_emp_spearmen.png	-1	1	3	unit
wh2_main_emp_inf_spearmen_1	ui/units/infopics/wh_main_emp_spearmen_shield.png	-1	1	3	unit
wh2_main_emp_inf_swordsmen	UI/units/infopics/wh_main_emp_swordsmen.png	-1	1	3	unit
wh2_main_emp_veh_luminark_of_hysh_0	ui/units/infopics/wh_main_emp_luminark.png	-1	1	3	unit
wh2_main_emp_veh_steam_tank	ui/units/infopics/wh_main_emp_steamtank.png	-1	1	3	unit
wh2_main_game_hint_lore_of_beasts	UI/skins/default/pre_battle_dlc03_lore_beasts.png	-1	1	2	battle
