key	event_start	event_stop	limitation_scale	use_obstruction	use_reverb	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	doppler_rtpc_name	culling_distance	x_offset	y_offset	z_offset
wh2_dlc12_war_machine_doom_flayer_movement	Battle_Individual_WarMachine_Doom_Flayer_Engine_Start	Battle_Individual_WarMachine_Doom_Flayer_Engine_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total	Battle_DoomFlayer_Engine_Speed_Rotating	Entity_Speed_Rotating	Battle_Ground_Type		140.0000	0.0000	0.0000	0.0000
wh2_dlc14_poison_wind_mortar_movement	Battle_Foely_Poison_Wind_Mortar_Movement_play	Battle_Foely_Poison_Wind_Mortar_Movement_stop	0.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		100.0000	0.0000	0.0000	0.0000
wh2_dlc15_rogue_idol_glow_vfx	Battle_Individual_Foley_Rogue_Idol_Persistent_VFX_Start	Battle_Individual_Foley_Rogue_Idol_Persistent_VFX_Stop	1.0000	false	false							60.0000	0.0000	0.0000	0.0000
wh2_dlc15_war_machine_pump_wagon_gears	Battle_Individual_Artillery_dlc15_Pump_Wagon_Gear_Loop_play	Battle_Individual_Artillery_dlc15_Pump_Wagon_Gear_Loop_break	0.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					140.0000	0.0000	0.0000	0.0000
wh2_dlc16_mutant_rat_ogre_loop	Battle_Individual_Foley_DLC16_Mutant_Rat_Ogre_Pack_Loop_play	Battle_Individual_Foley_DLC16_Mutant_Rat_Ogre_Pack_Loop_stop	1.0000	false	true							60.0000	0.0000	0.0000	0.0000
wh2_dlc_09_chariot_tmb_movement	Battle_Individual_Artillery_Metal_Chariot_Movement_Start	Battle_Individual_Artillery_Metal_Chariot_Movement_Stop	0.1000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh2_dlc_09_chariot_tmb_movement_rotation	Battle_Individual_Artillery_Metal_Chariot_Movement_Rotation_Start	Battle_Individual_Artillery_Metal_Chariot_Movement_Rotation_Stop	0.1000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh2_dlc_11_cylostra_aura	Battle_IND_Magic_Persistent_VFX_Cylostra_aura_Start	Battle_IND_Magic_Persistent_VFX_Cylostra_aura_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh2_flaming_sword	Battle_IND_Magic_Persistent_VFX_Tyrion_Flaming_Sword_Start	Battle_IND_Magic_Persistent_VFX_Tyrion_Flaming_Sword_Stop	1.0000	false	true							30.0000	0.0000	0.0000	0.0000
wh2_siege_tower_lizardmen_idle	Battle_Individual_Artillery_Siege_Tower_Lizardmen_Idle_Start	Battle_Individual_Artillery_Siege_Tower_Lizardmen_Idle_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh2_siege_tower_lizardmen_movement	Battle_Individual_Artillery_Siege_Tower_Lizardmen_Movement_Start	Battle_Individual_Artillery_Siege_Tower_Lizardmen_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh2_slann_platform_sound	Battle_Individual_Foley_Slann_Platform_Start	Battle_Individual_Foley_Slann_Platform_Stop	1.0000	false	true	Battle_Slann_Platform_Speed	Entity_Speed_Total					50.0000	0.0000	0.0000	0.0000
wh2_war_machine_hell_cannon_metal_movement	Battle_Individual_Artillery_Hell_Cannon_Metal_Movement_play	Battle_Individual_Artillery_Hell_Cannon_Metal_Movement_stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		400.0000	0.0000	0.0000	0.0000
wh2_war_machine_hell_cannon_metal_rotation	Battle_Individual_Artillery_Hell_Cannon_Metal_Rotation_play	Battle_Individual_Artillery_Hell_Cannon_Metal_Rotation_stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		400.0000	0.0000	0.0000	0.0000
wh2_war_machine_skull_catapult_movement_medium	Battle_Individual_Artillery_Screaming_Skull_Catapult_Movement_Start	Battle_Individual_Artillery_Screaming_Skull_Catapult_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		150.0000	0.0000	0.0000	0.0000
wh2_war_machine_tmb_casket_of_souls_idle	Battle_Individual_Artillery_Casket_Of_Souls_Idle_Start	Battle_Individual_Artillery_Casket_Of_Souls_Idle_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh2_war_machine_tmb_casket_of_souls_movement	Battle_Individual_Artillery_Casket_Of_Souls_Movement_Start	Battle_Individual_Artillery_Casket_Of_Souls_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		150.0000	0.0000	0.0000	0.0000
wh3_artillery_fire_rain_rocket_battery_movement	Battle_Artillery_Fire_Rain_Rocket_Battery_Movement_Start	Battle_Artillery_Fire_Rain_Rocket_Battery_Movement_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		160.0000	0.0000	0.0000	0.0000
wh3_boris_glaive	Battle_IND_Magic_Persistent_VFX_Boris_Glowing_Spear_Start	Battle_IND_Magic_Persistent_VFX_Boris_Glowing_Spear_Stop	1.0000	false	true							30.0000	0.0000	0.0000	0.0000
wh3_chs_chariot_idle	Battle_Individual_Artillery_Chaos_Idle_Start	Battle_Individual_Artillery_Chaos_Idle_Stop	1.0000	false	true					Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_chs_chariot_movement	Battle_Individual_Artillery_Chaos_Movement_Start	Battle_Individual_Artillery_Chaos_Movement_Stop	1.0000	false	true	Battle_Chariots_Movement_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_chs_chariot_rotate	Battle_Individual_Artillery_Chaos_Rotate_Start	Battle_Individual_Artillery_Chaos_Rotate_Stop	1.0000	false	true					Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_dlc20_chs_warshrine_idle_persistent_vfx	BAT_IND_Magic_Persistent_VFX_Warshrine_Chaos_Idle_Loop_Play	BAT_IND_Magic_Persistent_VFX_Warshrine_Chaos_Idle_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_chs_warshrine_movement_persistent_vfx	BAT_IND_Magic_Persistent_VFX_Warshrine_Chaos_Movement_Loop_Play	BAT_IND_Magic_Persistent_VFX_Warshrine_Chaos_Movement_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_kho_warshrine_idle_persistent_vfx	BAT_IND_Magic_Persistent_VFX_Warshrine_Khorne_Idle_Loop_Play	BAT_IND_Magic_Persistent_VFX_Warshrine_Khorne_Idle_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_kho_warshrine_movement_persistent_vfx	BAT_IND_Magic_Persistent_VFX_Warshrine_Khorne_Movement_Loop_Play	BAT_IND_Magic_Persistent_VFX_Warshrine_Khorne_Movement_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_nur_warshrine_idle_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Idle_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Idle_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_nur_warshrine_movement_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Movement_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Nurgle_Movement_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc20_sla_warshrine_idle_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Idle_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Idle_Loop_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc20_sla_warshrine_movement_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Movement_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Slaanesh_Movement_Loop_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc20_tze_warshrine_idle_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Idle_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Idle_Loop_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc20_tze_warshrine_movement_persistent_vfx	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Movement_Loop_Play	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Movement_Loop_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_astragoth_engine_idle	Battle_Individual_Foley_Human_Metallic_Lord_Engine_Loop_Start	Battle_Individual_Foley_Human_Metallic_Lord_Engine_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_bale_taurus_persistent_vfx_high	BAT_IND_Magic_Persistent_DLC23_Bale_Taurus_Loop_High_Play	BAT_IND_Magic_Persistent_DLC23_Bale_Taurus_Loop_High_Stop	0.1000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_bale_taurus_persistent_vfx_low	BAT_IND_Magic_Persistent_DLC23_Bale_Taurus_Loop_Low_Play	BAT_IND_Magic_Persistent_DLC23_Bale_Taurus_Loop_Low_Stop	0.1000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_lammasu_idle_persistent_vfx	BAT_IND_Magic_Persistent_DLC23_Lammasu_Loop_Idle_Play	BAT_IND_Magic_Persistent_DLC23_Lammasu_Loop_Idle_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_lammasu_movement_persistent_vfx	BAT_IND_Magic_Persistent_DLC23_Lammasu_Loop_Move_Play	BAT_IND_Magic_Persistent_DLC23_Lammasu_Loop_Move_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_engine_large_idle	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Idle_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Idle_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					140.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_engine_large_movement	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Engine_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Engine_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					140.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_engine_small_idle	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Idle_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Idle_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					140.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_engine_small_movement	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Engine_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Engine_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					140.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_vfx_steam_furnace	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Foley_Steam_Furnace_Loop_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Foley_Steam_Furnace_Loop_Stop	0.5000	false	true							70.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_wheel_large	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Wheels_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Large_Wheels_Stop	0.5000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		100.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_shared_wheel_small	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Wheels_Start	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Small_Wheels_Stop	0.5000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		100.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_skullcracker_blade	Battle_Individual_Artillery_DLC23_Skull_Cracker_Foley_Blade_Spin_Loop_Start	Battle_Individual_Artillery_DLC23_Skull_Cracker_Foley_Blade_Spin_Loop_Stop	1.0000	false	true							70.0000	0.0000	0.0000	0.0000
wh3_dlc23_chd_war_machine_skullcracker_chain	Battle_Individual_Artillery_DLC23_Skull_Cracker_Foley_Chains_Loop_Start	Battle_Individual_Artillery_DLC23_Skull_Cracker_Foley_Chains_Loop_Stop	1.0000	false	true							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_kdaai_destroyer_persistent_fire_loop	BAT_IND_Magic_Persistent_KdaaiDestroyerFire_Loop_Play	BAT_IND_Magic_Persistent_KdaaiDestroyerFire_Loop_Stop	1.0000	false	false							40.0000	0.0000	0.0000	0.0000
wh3_dlc23_war_machine_chd_battering_ram_Idle	Battle_Individual_Battering_Ram_CHD_Idle_Loop_Start	Battle_Individual_Battering_Ram_CHD_Idle_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					70.0000	0.0000	0.0000	0.0000
wh3_dlc23_war_machine_chd_battering_ram_movement	Battle_Individual_Battering_Ram_CHD_Movement_Loop_Start	Battle_Individual_Battering_Ram_CHD_Movement_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					200.0000	0.0000	0.0000	0.0000
wh3_dlc24_aekold_helbrass_vfx_sword	Battle_Individual_Cinematic_Kit_Aekold_Helbrass_Sword_Glow_Loop_Play	Battle_Individual_Cinematic_Kit_Aekold_Helbrass_Sword_Glow_Loop_Stop	1.0000	false	false							300.0000	0.0000	0.0000	0.0000
wh3_dlc24_cth_zhangu_war_drum_movement	Battle_Individual_Foley_Wardrum_Locomotion_Loop_Start	Battle_Individual_Foley_Wardrum_Locomotion_Loop_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total					60.0000	0.0000	0.0000	0.0000
wh3_dlc24_ksl_hag_witch_sled_movement	Battle_Individual_Artillery_Hag_Witch_Sled_Movement_Start	Battle_Individual_Artillery_Hag_Witch_Sled_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_dlc24_ksl_hag_witch_sled_movement_rotation	Battle_Individual_Artillery_Hag_Witch_Sled_Movement_Rotation_Start	Battle_Individual_Artillery_Hag_Witch_Sled_Movement_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_firebelly_burning_hammer	Battle_Ind_Foley_Firebelly_Persistent_Loop_Start	Battle_Ind_Foley_Firebelly_Persistent_Loop_Stop	1.0000	false	true							60.0000	0.0000	0.0000	0.0000
wh3_herald_of_khorne_sword	Battle_IND_Magic_Persistent_VFX_Flaming_Sword_Start	Battle_IND_Magic_Persistent_VFX_Flaming_Sword_Stop	1.0000	false	false							30.0000	0.0000	0.0000	0.0000
wh3_horror_orb	Battle_Individual_Foley_Horror_Orb_Loop_Play	Battle_Individual_Foley_Horror_Orb_Loop_Stop	1.0000	false	true							40.0000	0.0000	0.0000	0.0000
wh3_iron_dragon_foley	Battle_Individual_Foley_Iron_Dragon_Body_Loop_Play	Battle_Individual_Foley_Iron_Dragon_Body_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					60.0000	0.0000	0.0000	0.0000
wh3_kostaltyn_burning_mace	Battle_IND_Magic_Persistent_VFX_Flaming_Sword_Start	Battle_IND_Magic_Persistent_VFX_Flaming_Sword_Stop	1.0000	false	true							30.0000	0.0000	0.0000	0.0000
wh3_nurgle_flies	Battle_IND_Magic_Persistent_VFX_Nurgle_Flies_Start	Battle_IND_Magic_Persistent_VFX_Nurgle_Flies_Stop	1.0000	false	false							30.0000	0.0000	0.0000	0.0000
wh3_patriarch_satchel_glow	Battle_Individual_Foley_Patriarch_Satchel_Glow_Loop_Play	Battle_Individual_Foley_Patriarch_Satchel_Glow_Loop_Stop	1.0000	false	true							30.0000	0.0000	0.0000	0.0000
wh3_rot_fly_movement_wings	Battle_Individual_Foley_Rot_Fly_Wings_Start	Battle_Individual_Foley_Rot_Fly_Wings_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total		Entity_Speed_Rotating			130.0000	0.0000	0.0000	0.0000
wh3_skrag_cauldron	Battle_Individual_Foley_Skrag_Cauldron_Drag_Loop_Play	Battle_Individual_Foley_Skrag_Cauldron_Drag_Loop_Stop	1.0000	false	true							60.0000	0.0000	0.0000	0.0000
wh3_sla_hellflayer_chariot_idle	Battle_Individual_Artillery_Hellflayer_Idle_Start	Battle_Individual_Artillery_Hellflayer_Idle_Stop	1.0000	false	true					Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_sla_hellflayer_chariot_movement	Battle_Individual_Artillery_Hellflayer_Movement_Start	Battle_Individual_Artillery_Hellflayer_Movement_Stop	1.0000	false	true	Battle_Chariots_Movement_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_sla_hellflayer_chariot_rotate	Battle_Individual_Artillery_Hellflayer_Rotate_Start	Battle_Individual_Artillery_Hellflayer_Rotate_Stop	1.0000	false	true					Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh3_soul_grinder_movement_engine	Battle_Individual_Foley_Soul_Grinder_Engine_Start	Battle_Individual_Foley_Soul_Grinder_Engine_Stop	1.0000	false	true		Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		75.0000	0.0000	0.0000	0.0000
wh3_soul_grinder_nurgle_movement_engine	Battle_Individual_Foley_Soul_Grinder_Nur_Engine_Start	Battle_Individual_Foley_Soul_Grinder_Nur_Engine_Stop	1.0000	false	true		Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		75.0000	0.0000	0.0000	0.0000
wh3_soul_grinder_slaanesh_movement_engine	Battle_Individual_Foley_Soul_Grinder_Sla_Engine_Start	Battle_Individual_Foley_Soul_Grinder_Sla_Engine_Stop	1.0000	false	true		Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		75.0000	0.0000	0.0000	0.0000
wh3_soul_grinder_tzeentch_movement_engine	Battle_Individual_Foley_Soul_Grinder_Tze_Engine_Engine_Start	Battle_Individual_Foley_Soul_Grinder_Tze_Engine_Engine_Stop	1.0000	false	true		Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		75.0000	0.0000	0.0000	0.0000
wh3_storm_dragon_foley	Battle_Individual_Foley_Storm_Dragon_Body_Loop_Play	Battle_Individual_Foley_Storm_Dragon_Body_Loop_Stop	1.0000	false	false	Battle_Indivudual_Entity_Speed	Entity_Speed_Total					60.0000	0.0000	0.0000	0.0000
wh3_terracotta_sentinel_magic_gen_idle	Battle_Individual_Terracotta_Sentinel_Magic_Loop_Idle_Play	Battle_Individual_Terracotta_Sentinel_Magic_Loop_Idle_Stop	1.0000	false	true							75.0000	0.0000	0.0000	0.0000
wh3_terracotta_sentinel_magic_gen_twa08_ror	Battle_Individual_Magic_Persistent_TWA08_Terracotta_Sentinel_RoR_Loop_Play	Battle_Individual_Magic_Persistent_TWA08_Terracotta_Sentinel_RoR_Loop_Stop	1.0000	false	true							75.0000	0.0000	0.0000	0.0000
wh3_tze_burning_chariot_idle	Battle_Indvidual_Burning_Chariot_Loop_Idle_Start	Battle_Individual_Burning_Chariot_Loop_Idle_Stop	1.0000	false	true							140.0000	0.0000	0.0000	0.0000
wh3_tze_burning_chariot_moving	Battle_Indvidual_Burning_Chariot_Loop_Moving_Start	Battle_Individual_Burning_Chariot_Loop_Moving_Stop	1.0000	false	true							140.0000	0.0000	0.0000	0.0000
wh3_tze_burning_chariot_rotate	Battle_Indvidual_Burning_Chariot_Loop_Rotate_Start	Battle_Individual_Burning_Chariot_Loop_Rotate_Stop	1.0000	false	true							140.0000	0.0000	0.0000	0.0000
wh3_tze_soul_grinder_orb_loop	Battle_Individual_Foley_Tze_SoulGrinder_Orb_Start	Battle_Individual_Foley_Tze_SoulGrinder_Orb_Stop	1.0000	false	true							60.0000	0.0000	0.0000	0.0000
wh3_war_machine_Greasus_chariot_movement	Battle_Individual_War_Machine_Greasus_Chariot_Movement_Play	Battle_Individual_War_Machine_Greasus_Chariot_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh3_war_machine_Greasus_chariot_rotation	Battle_Individual_War_Machine_Greasus_Chariot_Rotation_Play	Battle_Individual_War_Machine_Greasus_Chariot_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh3_war_machine_bloodshrine_torches	Battle_Individual_Artillery_Bloodshrine_Torches_Loop_Start	Battle_Individual_Artillery_Bloodshrine_Torches_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					50.0000	0.0000	0.0000	0.0000
wh3_war_machine_burning_chariot_loop	Battle_Individual_WarMachine_Burning_Chariot_Start	Battle_Individual_WarMachine_Burning_Chariot_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total		Entity_Speed_Rotating			150.0000	0.0000	0.0000	0.0000
wh3_war_machine_chd_siege_tower_idle	Battle_Individual_Artillery_Siege_Tower_CHD_Idle_Loop_Start	Battle_Individual_Artillery_Siege_Tower_CHD_Idle_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					100.0000	0.0000	0.0000	0.0000
wh3_war_machine_chd_siege_tower_movement	Battle_Individual_Artillery_Siege_Tower_CHD_Movement_Loop_Start	Battle_Individual_Artillery_Siege_Tower_CHD_Movement_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					200.0000	0.0000	0.0000	0.0000
wh3_war_machine_kho_siege_tower_idle	Battle_Individual_Artillery_Siege_Tower_Khorne_Idle_Loop_Start	Battle_Individual_Artillery_Siege_Tower_Khorne_Idle_Loop_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					160.0000	0.0000	0.0000	0.0000
wh3_war_machine_kho_siege_tower_movement	Battle_Individual_Artillery_Generic_Artillery_Movement_Large_Khorne_Siege_Tower_Play	Battle_Individual_Artillery_Generic_Artillery_Movement_Large_Khorne_Siege_Tower_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					200.0000	0.0000	0.0000	0.0000
wh3_war_machine_kong_ming_sky_junk	Battle_Individual_Artillery_Kong_Ming_Sky_Junk_Foley_Loop_Close_Play	Battle_Individual_Artillery_Kong_Ming_Sky_Junk_Foley_Loop_Close_Stop	1.0000	false	true							140.0000	0.0000	0.0000	0.0000
wh3_war_machine_little_grom_sled_idle	Battle_Individual_Artillery_Little_Grom_Idle_Play	Battle_Individual_Artillery_Little_Grom_Idle_Stop	1.0000	false	true							40.0000	0.0000	0.0000	0.0000
wh3_war_machine_little_grom_sled_movement	Battle_Individual_Artillery_Little_Grom_Movement_Play	Battle_Individual_Artillery_Little_Grom_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		140.0000	0.0000	0.0000	0.0000
wh3_war_machine_nur_siege_tower_movement	Battle_Individual_Artillery_Generic_Artillery_Movement_Large_Nurgle_Siege_Tower_Play	Battle_Individual_Artillery_Generic_Artillery_Movement_Large_Nurgle_Siege_Tower_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					200.0000	0.0000	0.0000	0.0000
