environment	one_shot	type
dlc12_prophet_tropical_island	lizardmen_jungle_forest_wildlife_birds	forest
dlc12_prophet_tropical_island	lizardmen_jungle_forest_wildlife_distant	forest
dlc12_prophet_tropical_island	lizardmen_jungle_forest_wildlife_insects	forest
dlc12_prophet_tropical_island	lizardmen_jungle_forest_wildlife_mammals	forest
dlc12_prophet_tropical_island	lizardmen_jungle_forest_nature_one_shots	main
dlc12_skaven_qb_storm_daemon	lizardmen_jungle_forest_wildlife_distant	forest
dlc12_skaven_qb_storm_daemon	skaven_marsh_forest_nature_one_shots	forest
dlc12_skaven_qb_storm_daemon	skaven_marsh_forest_wildlife_birds	forest
dlc12_skaven_qb_storm_daemon	skaven_marsh_forest_wildlife_insects	forest
dlc12_skaven_qb_storm_daemon	skaven_marsh_forest_wildlife_mammals	forest
dlc12_skaven_qb_storm_daemon	skaven_desert_primary_nature_one_shots	main
dlc12_skaven_qb_storm_daemon	skaven_desert_primary_wildlife_insects	main
dlc13_lizardmen_qb_amber_bow	lizardmen_jungle_forest_nature_one_shots	forest
dlc13_lizardmen_qb_amber_bow	lizardmen_jungle_forest_wildlife_distant	forest
dlc13_lizardmen_qb_amber_bow	lizardmen_jungle_forest_wildlife_insects	forest
dlc13_lizardmen_qb_amber_bow	lizardmen_jungle_forest_wildlife_mammals	forest
dlc13_lizardmen_qb_amber_bow	skaven_marsh_forest_wildlife_birds	forest
dlc13_lizardmen_qb_amber_bow	lizardmen_jungle_forest_wildlife_insects	main
dlc13_lizardmen_qb_final_battle	lizardmen_jungle_forest_wildlife_birds	forest
dlc13_lizardmen_qb_final_battle	lizardmen_jungle_forest_wildlife_distant	forest
dlc13_lizardmen_qb_final_battle	lizardmen_swamp_primary_wildlife_one_shots	main
dlc13_lizardmen_qb_golden_tributes	lizardmen_jungle_forest_nature_one_shots	forest
dlc13_lizardmen_qb_golden_tributes	lizardmen_jungle_forest_wildlife_distant	forest
dlc13_lizardmen_qb_golden_tributes	lizardmen_jungle_forest_wildlife_insects	forest
dlc13_lizardmen_qb_golden_tributes	lizardmen_jungle_forest_wildlife_mammals	forest
dlc13_lizardmen_qb_golden_tributes	skaven_marsh_forest_wildlife_birds	forest
dlc13_lizardmen_qb_golden_tributes	lizardmen_jungle_forest_wildlife_insects	main
dlc13_lizardmen_qb_golden_tributes	weather_thunder_high	static
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_forest_nature_one_shots	forest
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_forest_wildlife_birds	forest
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_forest_wildlife_insects	forest
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_forest_wildlife_mammals	forest
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_primary_wildlife_insects	main
dlc13_lizardmen_qb_ogham_shard	dark_elves_marsh_primary_wildlife_mammals	main
dlc14_bretonnia_qb_guardian_of_lyonesse	vampire_coast_desert_island_forest_nature	forest
dlc14_bretonnia_qb_guardian_of_lyonesse	vampire_coast_desert_island_forest_wildlife	forest
dlc14_bretonnia_qb_guardian_of_lyonesse	vampire_coast_desert_island_plains_nature	main
dlc14_bretonnia_qb_guardian_of_lyonesse	vampire_coast_desert_island_plains_wildlife	main
dlc14_bretonnia_qb_guardian_of_lyonesse	vampire_coast_desert_island_sea_wildlife	sea
dlc14_bretonnia_qb_sword_of_lyonesse	tomb_kings_desert_primary_nature_one_shots	main
dlc14_bretonnia_qb_sword_of_lyonesse	tomb_kings_desert_primary_wildlife_birds	main
dlc14_bretonnia_qb_sword_of_lyonesse	tomb_kings_desert_primary_wildlife_insects	main
dlc14_bretonnia_qb_sword_of_lyonesse	tomb_kings_desert_secondary_nature_one_shots	urban
dlc14_bretonnia_qb_sword_of_lyonesse	tomb_kings_desert_secondary_wildlife_insects	urban
dlc14_bretonnia_qb_vanquisher_of_undead	tomb_kings_desert_primary_nature_one_shots	main
dlc14_bretonnia_qb_vanquisher_of_undead	tomb_kings_desert_primary_wildlife_birds	main
dlc14_bretonnia_qb_vanquisher_of_undead	tomb_kings_desert_primary_wildlife_insects	main
dlc14_bretonnia_qb_vanquisher_of_undead	tomb_kings_desert_secondary_nature_one_shots	main
dlc14_bretonnia_qb_vanquisher_of_undead	tomb_kings_desert_secondary_wildlife_insects	main
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_forest_nature_one_shots	forest
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_forest_wildlife_birds	forest
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_forest_wildlife_mammals	forest
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_primary_nature_one_shots_01	main
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_primary_nature_one_shots_02	main
dlc14_dark_elves_qb_warpsword_of_khaine	dark_elves_volcanic_primary_wildlife_mammals	main
dlc14_dark_elves_qb_warpsword_of_khaine	weather_thunder_high	static
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_forest_nature_one_shots	forest
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_forest_wildlife_birds	forest
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_forest_wildlife_close	forest
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_forest_wildlife_mammals	forest
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_primary_nature_one_shots_01	main
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_primary_nature_one_shots_02	main
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_primary_wildlife_birds	main
dlc17_beastmen_taurox_qb_rune_tortured_axes	dark_elves_cold_primary_wildlife_mammals	main
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_forest_nature_one_shots	forest
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_forest_wildlife_birds	forest
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_forest_wildlife_distant	forest
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_forest_wildlife_insects	forest
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_forest_wildlife_mammals	forest
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_primary_wildlife_birds	main
dlc17_dwarves_thorek_qb_klad_brakak	lizardmen_jungle_primary_wildlife_insects	main
dlc17_dwarves_thorek_qb_the_lost_vault	lizardmen_mountain_forest_wildife_one_shots	forest
dlc17_dwarves_thorek_qb_the_lost_vault	lizardmen_mountain_primary_wildlife_one_shots	main
dlc17_final_battle_heart_of_the_dark	beastmen_wildlife	main
dlc17_lizardmen_oxotyl_qb_the_golden_blowpipe_of_ptoohee	nordic_wildlife	main
dwarf	dwarf_wildlife	main
empire	empire_wildlife	forest
empire	generic_frog	lake
empire	empire_wildlife	main
empire	generic_seagull	sea
forge	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Cluck	forest
forge	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Scream	forest
forge	WH3_Faction_Khorne_Forest_Oneshot_Wood_Creature	forest
forge	WH3_Faction_Khorne_Forest_Oneshot_Wood_Movement	forest
forge	WH3_Faction_Khorne_Forest_Oneshot_Wood_Snaps	forest
forge	WH3_Faction_Khorne_Primary_Oneshot_Earth_Crack	main
forge	WH3_Faction_Khorne_Primary_Oneshot_Flame_Burst	main
forge	WH3_Faction_Khorne_Primary_Oneshot_Lava_Gurgle	main
forge	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Distant	main
forge	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Explosion	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Giant_Spider	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Mutant_Bull	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Pig	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Three_Headed_Hound	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_A	main
forge	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_B	main
forge	weather_thunder_low	static
greenskin	greenskin_wildlife	main
high_elves_beach	high_elves_beach_forest_nature_one_shots	forest
high_elves_beach	high_elves_beach_forest_wildlife_birds	forest
high_elves_beach	high_elves_beach_forest_wildlife_distant	forest
high_elves_beach	high_elves_beach_forest_wildlife_insects	forest
high_elves_beach	high_elves_beach_forest_wildlife_mammals	forest
high_elves_beach	high_elves_beach_primary_wildlife_birds	main
high_elves_beach	high_elves_beach_primary_wildlife_insects	main
high_elves_hills	high_elves_hills_forest_nature_one_shots	forest
high_elves_hills	high_elves_hills_forest_wildlife_birds	forest
high_elves_hills	high_elves_hills_forest_wildlife_distant	forest
high_elves_hills	high_elves_hills_forest_wildlife_insects	forest
high_elves_hills	high_elves_hills_forest_wildlife_mammals	forest
high_elves_hills	high_elves_hills_primary_wildlife_birds	main
high_elves_mwnl_steps_of_isha_01	high_elves_hills_forest_wildlife_insects	forest
high_elves_mwnl_steps_of_isha_01	high_elves_hills_forest_wildlife_mammals	forest
high_elves_mwnl_steps_of_isha_01	wood_elves_wildlife_generic	forest
high_elves_mwnl_steps_of_isha_02	high_elves_hills_forest_wildlife_insects	forest
high_elves_mwnl_steps_of_isha_02	high_elves_hills_forest_wildlife_mammals	forest
high_elves_mwnl_steps_of_isha_02	wood_elves_wildlife_generic	forest
high_elves_mwnl_steps_of_isha_02	vampire_wildlife	main
high_elves_mwnl_steps_of_isha_03	high_elves_hills_forest_nature_one_shots	forest
high_elves_mwnl_steps_of_isha_03	high_elves_hills_forest_wildlife_insects	forest
high_elves_mwnl_steps_of_isha_03	high_elves_hills_forest_wildlife_mammals	forest
high_elves_mwnl_steps_of_isha_03	wood_elves_wildlife_generic	forest
high_elves_mwnl_steps_of_isha_03	wood_elves_wildlife_generic	main
high_elves_mwnl_steps_of_isha_04	high_elves_hills_forest_nature_one_shots	forest
high_elves_mwnl_steps_of_isha_04	high_elves_hills_forest_wildlife_birds	forest
high_elves_mwnl_steps_of_isha_04	high_elves_hills_forest_wildlife_distant	forest
high_elves_mwnl_steps_of_isha_04	high_elves_hills_forest_wildlife_insects	forest
high_elves_mwnl_steps_of_isha_04	high_elves_hills_forest_wildlife_mammals	forest
high_elves_mwnl_steps_of_isha_04	high_elves_hills_primary_wildlife_birds	main
high_elves_qb_arnheim	high_elves_hills_forest_nature_one_shots	forest
high_elves_qb_arnheim	high_elves_hills_forest_wildlife_birds	forest
high_elves_qb_arnheim	high_elves_hills_forest_wildlife_distant	forest
high_elves_qb_arnheim	high_elves_hills_forest_wildlife_insects	forest
high_elves_qb_arnheim	high_elves_hills_forest_wildlife_mammals	forest
high_elves_qb_arnheim	high_elves_hills_primary_wildlife_birds	main
high_elves_qb_tower_of_hoeth	high_elves_hills_forest_nature_one_shots	forest
high_elves_qb_tower_of_hoeth	high_elves_hills_forest_wildlife_birds	forest
high_elves_qb_tower_of_hoeth	high_elves_hills_forest_wildlife_distant	forest
high_elves_qb_tower_of_hoeth	high_elves_hills_forest_wildlife_insects	forest
high_elves_qb_tower_of_hoeth	high_elves_hills_forest_wildlife_mammals	forest
high_elves_qb_tower_of_hoeth	high_elves_hills_primary_wildlife_birds	main
khorne	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Cluck	forest
khorne	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Scream	forest
khorne	WH3_Faction_Khorne_Forest_Oneshot_Wood_Creature	forest
khorne	WH3_Faction_Khorne_Forest_Oneshot_Wood_Movement	forest
khorne	WH3_Faction_Khorne_Forest_Oneshot_Wood_Snaps	forest
khorne	WH3_Faction_Khorne_Primary_Oneshot_Earth_Crack	main
khorne	WH3_Faction_Khorne_Primary_Oneshot_Flame_Burst	main
khorne	WH3_Faction_Khorne_Primary_Oneshot_Lava_Gurgle	main
khorne	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Distant	main
khorne	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Explosion	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Giant_Spider	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Mutant_Bull	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Pig	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Three_Headed_Hound	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_A	main
khorne	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_B	main
khorne	weather_thunder_low	static
khornestorm	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Cluck	forest
khornestorm	WH3_Faction_Khorne_Forest_Oneshot_Vulture_Scream	forest
khornestorm	WH3_Faction_Khorne_Forest_Oneshot_Wood_Creature	forest
khornestorm	WH3_Faction_Khorne_Forest_Oneshot_Wood_Movement	forest
