bonus_value_id	effect	special_ability_group
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_plague_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_ruin
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh2_main_lore_ruin_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc23_lore_hashut
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc23_lore_hashut_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc24_lore_hag
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc24_lore_hag_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_nurgle
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_nurgle_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_great_maw
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_great_maw_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_ice
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_ice_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_tempest
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_tempest_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_yang
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_yang_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_yin
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_of_yin_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_slaanesh
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_slaanesh_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_tzeentch
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_main_lore_tzeentch_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc03_lore_beasts
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc03_lore_wild
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc03_lore_wild_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc05_lore_life
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc05_lore_life_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc05_lore_shadows
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_big_waaagh
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_big_waaagh_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_death
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_death_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_fire
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_fire_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_heavens
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_heavens_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_light
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_light_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_lil_waaagh
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_lil_waaagh_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_metal
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_metal_upgraded
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_vampires
cost_percentage_mod	wh2_dlc14_effect_magic_cost_all_lores_percentage	wh_main_lore_vampires_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc09_lore_nehekhara
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc09_lore_nehekhara_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc11_lore_deep
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc11_lore_deep_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc12_lore_lord_kroak
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc14_lore_stealth
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_dlc14_lore_stealth_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_dark_magic
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_dark_magic_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_high_magic
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_high_magic_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_plague
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_plague_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_ruin
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh2_main_lore_ruin_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_dlc23_lore_hashut
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_dlc23_lore_hashut_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_dlc24_lore_hag
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_dlc24_lore_hag_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_nurgle
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_nurgle_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_great_maw
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_great_maw_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_ice
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_ice_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_tempest
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_tempest_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_yang
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_yang_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_yin
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_of_yin_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_slaanesh
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_slaanesh_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_tzeentch
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh3_main_lore_tzeentch_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc03_lore_beasts
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc03_lore_wild
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc03_lore_wild_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc05_lore_life
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc05_lore_life_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc05_lore_shadows
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_big_waaagh
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_big_waaagh_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_death
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_death_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_fire
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_fire_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_heavens
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_heavens_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_light
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_light_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_lil_waaagh
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_lil_waaagh_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_metal
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_metal_upgraded
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_vampires
cost_percentage_mod	wh2_dlc16_effect_magic_cost_all_lores_enemy	wh_main_lore_vampires_upgraded
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc03_lore_beasts
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc03_lore_wild
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc03_lore_wild_upgraded
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc05_lore_shadows
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_main_lore_death
cost_percentage_mod	wh2_dlc17_effect_bst_wom_costs_lore_beasts_wilds_shadows_death	wh_main_lore_death_upgraded
cost_percentage_mod	wh2_dlc17_effect_magic__reduce_wom_cost_vampires_percentage	wh_main_lore_vampires
cost_percentage_mod	wh2_dlc17_effect_magic__reduce_wom_cost_vampires_percentage	wh_main_lore_vampires_upgraded
cost_percentage_mod	wh3_dlc20_effect_ability_wom_cost_pct_nurgle_spells	wh3_main_lore_nurgle
cost_percentage_mod	wh3_dlc20_effect_ability_wom_cost_pct_nurgle_spells	wh3_main_lore_nurgle_upgraded
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_death_spells	wh3_dlc23_lore_hashut
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_death_spells	wh3_dlc23_lore_hashut_upgraded
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_death_spells	wh_main_lore_death
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_death_spells	wh_main_lore_death_upgraded
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_spells	wh3_dlc23_lore_hashut
cost_percentage_mod	wh3_dlc23_effect_ability_wom_cost_pct_lore_of_hashut_spells	wh3_dlc23_lore_hashut_upgraded
cost_percentage_mod	wh3_dlc25_effect_ability_wom_cost_pct_lore_of_nurgle_death	wh3_main_lore_nurgle
cost_percentage_mod	wh3_dlc25_effect_ability_wom_cost_pct_lore_of_nurgle_death	wh3_main_lore_nurgle_upgraded
cost_percentage_mod	wh3_dlc25_effect_ability_wom_cost_pct_lore_of_nurgle_death	wh_main_lore_death
cost_percentage_mod	wh3_dlc25_effect_ability_wom_cost_pct_lore_of_nurgle_death	wh_main_lore_death_upgraded
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_beasts	wh_dlc03_lore_beasts
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_beasts	wh_dlc03_lore_beasts_upgraded
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_fire	wh_main_lore_fire
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_fire	wh_main_lore_fire_upgraded
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_heavens	wh_main_lore_heavens
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_heavens	wh_main_lore_heavens_upgraded
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_light	wh_main_lore_light
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_light	wh_main_lore_light_upgraded
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_shadows	wh_dlc05_lore_shadows
recharge_rate_percentage_mod	wh3_main_effect_ability_cooldown_lore_of_shadows	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_death_spells	wh_main_lore_death
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_death_spells	wh_main_lore_death_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_fire_spells	wh_main_lore_fire
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_fire_spells	wh_main_lore_fire_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_heavens_spells	wh_main_lore_heavens
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_heavens_spells	wh_main_lore_heavens_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_light_spells	wh_main_lore_light
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_light_spells	wh_main_lore_light_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_shadows_spells	wh_dlc05_lore_shadows
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_shadows_spells	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_tzeentch_spells	wh3_main_lore_tzeentch
cost_percentage_mod	wh3_main_effect_ability_wom_cost_pct_tzeentch_spells	wh3_main_lore_tzeentch_upgraded
