key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
wh2_dlc09_tmb_cav_skeleton_horsemen_0	10	wh2_main_bone_30	2100	cavalry	34	cav_mel	wh2_dlc09_tmb_cav_skeleton_horsemen	hu1_tomb_hr1_tomb_steed_spear_and_shield	wh2_dlc09_tmb_skeleton	24	26	45	73	wh2_dlc09_tmb_mnt_tomb_steed	60	wh2_dlc09_tmb_cavalry_spear		4	wh_missile_block_30_wood	wh2_dlc09_tmb_cav_skeleton_horsemen	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cav_skeleton_horsemen_0	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_undead	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	10	wh2_main_bone_30	2100	cavalry	25	cav_mis	wh2_dlc09_tmb_cav_skeleton_horsemen_archers	hu1_tomb_hr1_tomb_steed_sword_and_bow	wh2_dlc09_tmb_skeleton_missile_mounted	20	22	45	70	wh2_dlc09_tmb_mnt_tomb_steed	60	wh2_dlc09_tmb_sword_short	wh2_dlc09_tmb_bow_horse	4	none	wh2_dlc09_tmb_cav_skeleton_horsemen_archers	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	18	0	0	0	0	0	0	ranged_harasser_flanker_undead	true	false	false	false	low	low	domination_cav			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_arkhan_0	10	wh2_main_plate_90	2100	inf_melee	12	com	wh2_dlc09_tmb_cha_arkhan	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	4832		0	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_arkhan_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_arkhan_1	10	wh2_main_plate_90	2100	cavalry	32	com	wh2_dlc09_tmb_cha_arkhan	hu1_tomb_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	5232	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_arkhan_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_arkhan_2	10	wh2_main_plate_110	2100	war_machine	75	com	wh2_dlc09_tmb_cha_arkhan	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	30	36	75	5588	wh2_dlc09_tmb_mnt_arkhan_tomb_steed_chariot	4	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_chariot	trained	wh2_dlc09_tmb_chariot_arkhan	wh2_dlc09_tmb_chariot_arkhan	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_arkhan_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large_bst	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khalida_0	10	wh2_main_bone_55	2100	inf_melee	70	com	wh2_dlc09_tmb_cha_khalida	hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	65	60	80	5315		0	wh2_dlc09_tmb_staff_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_infantry	trained			false	40.0000	1500.0000	wh2_dlc09_tmb_cha_khalida_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khalida_1	10	wh2_main_bone_110	2100	cavalry	70	com	wh2_dlc09_tmb_cha_khalida	hu1b_khalida_sn1_serpent_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	65	60	80	5927	wh2_dlc09_tmb_mnt_necroserpent_khalida	1	wh2_dlc09_tmb_necroserpent_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khalida_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khalida_2	10	wh2_main_bone_80	2100	war_machine	90	com	wh2_dlc09_tmb_cha_khalida	hu1b_tomb_wm_chariot01_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	35	26	80	6147	wh2_dlc09_tmb_mnt_tomb_steed_chariot	2	wh2_dlc09_tmb_chariot_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_chariot	trained	wh2_dlc09_tmb_chariot_character	wh2_dlc09_tmb_chariot_general	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khalida_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khatep_0	10	wh2_main_bone_40	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_khatep	hu1_liche_priest_staff_and_sword	wh2_dlc16_tmb_skeleton_khatep_hero_lord	28	38	75	3880		0	wh2_dlc09_tmb_sword_hero_khatep		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khatep_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khatep_1	10	wh2_main_bone_40	2100	cavalry	30	com	wh2_dlc09_tmb_cha_khatep	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc16_tmb_skeleton_khatep_hero_lord	28	38	75	4368	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_sword_hero_khatep		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khatep_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khatep_2	10	wh2_main_bone_80	2100	war_machine	75	com	wh2_dlc09_tmb_cha_khatep	hu1_liche_priest_staff_and_sword	wh2_dlc16_tmb_skeleton_khatep_hero_lord	28	24	75	5000	wh2_dlc09_tmb_mnt_tomb_steed_chariot	2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_chariot	trained	wh2_dlc09_tmb_chariot_character	wh2_dlc09_tmb_chariot	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khatep_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_khatep_3	10	wh2_main_bone_80	2100	war_machine	8	com	wh2_dlc09_tmb_cha_khatep	hu1_liche_priest_staff_and_sword	wh2_dlc16_tmb_skeleton_khatep_hero_lord	28	20	75	4800		0	wh2_dlc09_tmb_sword_casket_khatep	wh2_dlc09_tmb_casket_of_souls	1	none	wh2_dlc09_tmb_cha_khatep	wh_main_monster	trained		wh2_dlc09_tmb_veh_casket_of_souls	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_khatep_3	60	80	0	vo_sel_vampire_corpse_cart	vo_sel_melee	vo_sel_culture	1.0000	large	0	20	0	0	1	0	15	0	ranged_highvalue_undead	false	false	false	false	high	high	domination_characters			archer	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_death_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_death_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_death_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_death_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_light_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_light_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_light_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_light_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_shadow_0	10	wh2_main_bone_30	2100	inf_melee	10	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_shadow_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_liche_priest_shadow_1	10	wh2_main_bone_30	2100	cavalry	30	com	wh2_dlc09_tmb_cha_liche_priest	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_liche_priest_shadow_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_necrotect_0	10	wh2_main_bone_55	2100	inf_melee	20	com	wh2_dlc09_tmb_cha_necrotect	hu1_tomb_sword_and_whip	wh2_dlc09_tmb_skeleton_infantry_hero	45	30	65	3780		0	wh2_dlc09_tmb_sword_hero		1	none	wh2_dlc09_tmb_cha_necrotect	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_necrotect_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_necrotect_1	10	wh2_main_bone_80	2100	war_machine	75	com	wh2_dlc09_tmb_cha_necrotect	hu1_tomb_sword_and_whip	wh2_dlc09_tmb_skeleton_infantry_hero	28	24	65	4800	wh2_dlc09_tmb_mnt_tomb_steed_chariot	2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_necrotect	wh_main_chariot	trained	wh2_dlc09_tmb_chariot_character	wh2_dlc09_tmb_chariot	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_necrotect_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_settra_0	10	wh2_main_chainmail_80	2100	inf_melee	20	com	wh2_dlc09_tmb_cha_settra	hu1_settra_2handed_halberd	wh2_dlc16_tmb_skeleton_settra_hero_lord	60	55	85	5188		0	wh2_dlc09_tmb_halberd_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_settra_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	small	0	0	-15	0	0	0	15	0	melee_highvalue_undead	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_settra_1	10	wh2_main_chainmail_80	2100	cavalry	40	com	wh2_dlc09_tmb_cha_settra	hu1_tomb_hr1_tomb_steed_halberd	wh2_dlc16_tmb_skeleton_settra_hero_lord	60	55	85	5588	wh2_dlc09_tmb_mnt_tomb_steed_hero	1	wh2_dlc09_tmb_halberd_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_settra_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	0	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_settra_2	10	wh2_main_bone_110	2100	war_machine	100	com	wh2_dlc09_tmb_cha_settra	hu1_settra_wm_tomb_chariot01_2handed_halberd	wh2_dlc16_tmb_skeleton_settra_hero_lord	45	30	85	7388	wh2_dlc09_tmb_mnt_tomb_steed_chariot_settra	4	wh2_dlc09_tmb_chariot_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_chariot	trained	wh2_dlc09_tmb_chariot_settra	wh2_dlc09_tmb_chariot_settra	true	40.0000	1500.0000	wh2_dlc09_tmb_cha_settra_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_dlc09_tmb_cha_settra_3	10	wh2_dlc10_bone_95	2100	war_beast	64	com	wh2_dlc09_tmb_cha_settra	hu1_settra_2handed_halberd	wh2_dlc16_tmb_skeleton_settra_hero_lord	40	38	85	10000	wh2_dlc09_tmb_mnt_warsphinx_lord	1	wh2_dlc09_tmb_warsphinx_lord		1	none	wh2_dlc09_tmb_cha_settra	wh_main_monster	trained			true	40.0000	1500.0000	wh2_dlc09_tmb_cha_settra_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	-15	0	1	0	15	0	melee_flanker_shock_highvalue_undead	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
