currency_type	item_type	cost_value
supplies_currency	wh2_dlc09_tmb_cha_liche_priest_shadow_1	500.0000
supplies_currency	wh2_dlc09_tmb_cha_necrotect_0	550.0000
supplies_currency	wh2_dlc09_tmb_cha_necrotect_1	900.0000
supplies_currency	wh2_dlc09_tmb_cha_settra_0	1450.0000
supplies_currency	wh2_dlc09_tmb_cha_settra_1	1650.0000
supplies_currency	wh2_dlc09_tmb_cha_settra_2	2200.0000
supplies_currency	wh2_dlc09_tmb_cha_settra_3	2100.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_king_0	1100.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_king_1	1300.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_king_2	1350.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_king_3	2000.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_prince_0	700.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_prince_1	900.0000
supplies_currency	wh2_dlc09_tmb_cha_tomb_prince_2	950.0000
supplies_currency	wh2_dlc09_tmb_inf_crypt_ghouls	525.0000
supplies_currency	wh2_dlc09_tmb_inf_nehekhara_warriors_0	525.0000
supplies_currency	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	950.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_archers_0	475.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_archers_ror	675.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_spearmen_0	350.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	550.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	0.0000
supplies_currency	wh2_dlc09_tmb_inf_skeleton_warriors_0	325.0000
supplies_currency	wh2_dlc09_tmb_inf_tomb_guard_0	750.0000
supplies_currency	wh2_dlc09_tmb_inf_tomb_guard_1	850.0000
supplies_currency	wh2_dlc09_tmb_inf_tomb_guard_ror	1050.0000
supplies_currency	wh2_dlc09_tmb_mon_carrion_0	425.0000
supplies_currency	wh2_dlc09_tmb_mon_carrion_ror	500.0000
supplies_currency	wh2_dlc09_tmb_mon_dire_wolves	525.0000
supplies_currency	wh2_dlc09_tmb_mon_fell_bats	375.0000
supplies_currency	wh2_dlc09_tmb_mon_heirotitan_0	2000.0000
supplies_currency	wh2_dlc09_tmb_mon_necrosphinx_0	2000.0000
supplies_currency	wh2_dlc09_tmb_mon_necrosphinx_ror	2350.0000
supplies_currency	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	1200.0000
supplies_currency	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	1350.0000
supplies_currency	wh2_dlc09_tmb_mon_tomb_scorpion_0	1000.0000
supplies_currency	wh2_dlc09_tmb_mon_ushabti_0_summoned	0.0000
supplies_currency	wh2_dlc09_tmb_mon_ushabti_0	900.0000
supplies_currency	wh2_dlc09_tmb_mon_ushabti_1	1100.0000
supplies_currency	wh2_dlc09_tmb_mon_ushabti_ror	1300.0000
supplies_currency	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	1800.0000
supplies_currency	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	950.0000
supplies_currency	wh2_dlc09_tmb_veh_skeleton_chariot_0	800.0000
supplies_currency	wh2_dlc10_def_cav_doomfire_warlocks_0	1200.0000
supplies_currency	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	1550.0000
supplies_currency	wh2_dlc10_def_cav_raven_heralds_ror_0	900.0000
supplies_currency	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	1450.0000
supplies_currency	wh2_dlc10_def_cha_crone_0	1150.0000
supplies_currency	wh2_dlc10_def_cha_crone_1	1350.0000
supplies_currency	wh2_dlc10_def_cha_crone_4	1950.0000
supplies_currency	wh2_dlc10_def_cha_crone_5	1900.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_beasts_0	300.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_beasts_1	500.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_beasts_2	650.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_beasts_3	850.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_death_0	300.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_death_1	500.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_death_2	650.0000
supplies_currency	wh2_dlc10_def_cha_sorceress_death_3	850.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	450.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	650.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	800.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	950.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	1200.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	2300.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_0	450.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_1	650.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_2	800.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_3	950.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_4	1200.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_dark_5	2300.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_0	450.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_1	650.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_2	800.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_3	950.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_4	1200.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_death_5	2300.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_0	450.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_1	650.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_2	800.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_3	950.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_4	1200.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_fire_5	2300.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	450.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	650.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	800.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	950.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	1200.0000
supplies_currency	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	2300.0000
supplies_currency	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	1500.0000
supplies_currency	wh2_dlc10_def_inf_sisters_of_slaughter	1100.0000
supplies_currency	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	1050.0000
supplies_currency	wh2_dlc10_def_inf_the_bolt_fiends_ror_0	900.0000
supplies_currency	wh2_dlc10_def_inf_the_hellebronai_ror_0	650.0000
supplies_currency	wh2_dlc10_def_mon_chill_of_sontar_ror_0	1950.0000
supplies_currency	wh2_dlc10_def_mon_feral_manticore_0	800.0000
supplies_currency	wh2_dlc10_def_mon_kharibdyss_0	1650.0000
supplies_currency	wh2_dlc10_def_mon_war_hydra_boss	2300.0000
supplies_currency	wh2_dlc10_dwf_cha_thane_ghost_summoned_0	0.0000
supplies_currency	wh2_dlc10_dwf_inf_giant_slayers	1200.0000
supplies_currency	wh2_dlc10_hef_cav_the_fireborn_ror_0	1850.0000
supplies_currency	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	900.0000
supplies_currency	wh2_dlc10_hef_cha_alarielle_the_radiant_0	600.0000
supplies_currency	wh2_dlc10_hef_cha_alarielle_the_radiant_1	800.0000
supplies_currency	wh2_dlc10_hef_cha_alarielle_the_radiant_2	850.0000
supplies_currency	wh2_dlc10_hef_cha_alarielle_the_radiant_3	1150.0000
supplies_currency	wh2_dlc10_hef_cha_alith_anar_0	1100.0000
supplies_currency	wh2_dlc10_hef_cha_alith_anar_summoned_0	0.0000
supplies_currency	wh2_dlc10_hef_cha_alith_anar_summoned_1	0.0000
supplies_currency	wh2_dlc10_hef_cha_handmaiden_0	750.0000
supplies_currency	wh2_dlc10_hef_cha_handmaiden_1	950.0000
supplies_currency	wh2_dlc10_hef_cha_handmaiden_2	1000.0000
supplies_currency	wh2_dlc10_hef_cha_mage_heavens_0	300.0000
supplies_currency	wh2_dlc10_hef_cha_mage_heavens_1	500.0000
supplies_currency	wh2_dlc10_hef_cha_mage_heavens_2	800.0000
supplies_currency	wh2_dlc10_hef_cha_mage_shadows_0	300.0000
supplies_currency	wh2_dlc10_hef_cha_mage_shadows_1	500.0000
supplies_currency	wh2_dlc10_hef_cha_mage_shadows_2	800.0000
supplies_currency	wh2_dlc10_hef_cha_shadow_walker	1200.0000
supplies_currency	wh2_dlc10_hef_inf_dryads_0	575.0000
supplies_currency	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	1400.0000
supplies_currency	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	1650.0000
supplies_currency	wh2_dlc10_hef_inf_shadow_walkers_0	1100.0000
supplies_currency	wh2_dlc10_hef_inf_shadow_warriors_0	850.0000
supplies_currency	wh2_dlc10_hef_inf_sisters_of_avelorn_0	1100.0000
supplies_currency	wh2_dlc10_hef_inf_the_grey_ror_0	1150.0000
supplies_currency	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	850.0000
supplies_currency	wh2_dlc10_hef_inf_the_silverpelts_ror_0	1100.0000
supplies_currency	wh2_dlc10_hef_inf_the_storm_riders_ror_0	850.0000
supplies_currency	wh2_dlc10_hef_mon_treekin_0	950.0000
supplies_currency	wh2_dlc10_hef_mon_treeman_0	1575.0000
supplies_currency	wh2_dlc10_lzd_mon_carnosaur_boss	2500.0000
supplies_currency	wh2_dlc10_nor_mon_phoenix_flamespyre_boss	1700.0000
supplies_currency	wh2_dlc10_skv_mon_hell_pit_abomination_boss	2000.0000
supplies_currency	wh2_dlc11_cst_art_carronade	750.0000
supplies_currency	wh2_dlc11_cst_art_mortar	600.0000
supplies_currency	wh2_dlc11_cst_art_queen_bess	1600.0000
supplies_currency	wh2_dlc11_cst_cav_deck_droppers_0	450.0000
supplies_currency	wh2_dlc11_cst_cav_deck_droppers_1	500.0000
supplies_currency	wh2_dlc11_cst_cav_deck_droppers_2	700.0000
supplies_currency	wh2_dlc11_cst_cav_deck_droppers_ror_0	750.0000
supplies_currency	wh2_dlc11_cst_cav_knights_errant_0	0.0000
supplies_currency	wh2_dlc11_cst_cav_knights_errant_1	0.0000
supplies_currency	wh2_dlc11_cst_cav_knights_errant_2	0.0000
supplies_currency	wh2_dlc11_cst_cav_knights_of_the_realm	0.0000
supplies_currency	wh2_dlc11_cst_cav_questing_knights_0	0.0000
supplies_currency	wh2_dlc11_cst_cha_aranessa_0	850.0000
supplies_currency	wh2_dlc11_cst_cha_aranessa_1	1150.0000
supplies_currency	wh2_dlc11_cst_cha_cylostra_direfin_0	750.0000
supplies_currency	wh2_dlc11_cst_cha_cylostra_direfin_1	2150.0000
supplies_currency	wh2_dlc11_cst_cha_damned_paladin_0	900.0000
supplies_currency	wh2_dlc11_cst_cha_damned_paladin_1	1100.0000
supplies_currency	wh2_dlc11_cst_cha_gunnery_wight_0	600.0000
supplies_currency	wh2_dlc11_cst_cha_gunnery_wight_1	1100.0000
supplies_currency	wh2_dlc11_cst_cha_luthor_harkon_0	900.0000
supplies_currency	wh2_dlc11_cst_cha_luthor_harkon_1	2400.0000
supplies_currency	wh2_dlc11_cst_cha_mourngul_haunter	1450.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	950.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	1250.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_0	700.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_1	1100.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	700.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1	1100.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	700.0000
supplies_currency	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1	1100.0000
supplies_currency	wh2_dlc11_cst_inf_count_noctilus_0	1400.0000
supplies_currency	wh2_dlc11_cst_inf_count_noctilus_1	2100.0000
supplies_currency	wh2_dlc11_cst_inf_deck_gunners_0	700.0000
supplies_currency	wh2_dlc11_cst_inf_deck_gunners_ror_0	1050.0000
supplies_currency	wh2_dlc11_cst_inf_depth_guard_0	1200.0000
supplies_currency	wh2_dlc11_cst_inf_depth_guard_1	1300.0000
supplies_currency	wh2_dlc11_cst_inf_depth_guard_ror_0	1600.0000
supplies_currency	wh2_dlc11_cst_inf_sartosa_free_company_0	450.0000
supplies_currency	wh2_dlc11_cst_inf_sartosa_militia_0	450.0000
supplies_currency	wh2_dlc11_cst_inf_syreens	850.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	300.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	400.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0	0.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	475.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0	0.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	300.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	550.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	600.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	450.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	800.0000
supplies_currency	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0	0.0000
supplies_currency	wh2_dlc11_cst_mon_animated_hulks_0	750.0000
supplies_currency	wh2_dlc11_cst_mon_bloated_corpse_0	425.0000
supplies_currency	wh2_dlc11_cst_mon_fell_bats	350.0000
supplies_currency	wh2_dlc11_cst_mon_mournguls_0	1000.0000
supplies_currency	wh2_dlc11_cst_mon_mournguls_ror_0	1200.0000
supplies_currency	wh2_dlc11_cst_mon_necrofex_colossus_0	1900.0000
supplies_currency	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	2000.0000
supplies_currency	wh2_dlc11_cst_mon_rotting_leviathan_0	2000.0000
supplies_currency	wh2_dlc11_cst_mon_rotting_prometheans_0	1050.0000
supplies_currency	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	1350.0000
supplies_currency	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	1600.0000
supplies_currency	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0	0.0000
supplies_currency	wh2_dlc11_cst_mon_scurvy_dogs	500.0000
supplies_currency	wh2_dlc11_cst_mon_terrorgheist	2000.0000
supplies_currency	wh2_dlc11_def_cha_lokhir_fellheart_0	1000.0000
supplies_currency	wh2_dlc11_def_cha_lokhir_fellheart_1	2350.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	1050.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1	1300.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2	1500.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3	2200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0	950.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1	1200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2	1400.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3	2100.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0	750.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1	1000.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2	1200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3	2050.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0	1200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1	2200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0	950.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1	1200.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2	1400.0000
supplies_currency	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3	2100.0000
supplies_currency	wh2_dlc11_vmp_cha_heinrich_kemmler_1	650.0000
supplies_currency	wh2_dlc11_vmp_inf_crossbowmen	475.0000
supplies_currency	wh2_dlc11_vmp_inf_handgunners	600.0000
supplies_currency	wh2_dlc11_vmp_mon_varghulf_summoned	0.0000
supplies_currency	wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	1300.0000
supplies_currency	wh2_dlc12_lzd_cav_ripperdactyl_riders_0	1150.0000
supplies_currency	wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	1450.0000
supplies_currency	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	600.0000
supplies_currency	wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua	750.0000
supplies_currency	wh2_dlc12_lzd_cav_terradon_riders_ror_0	850.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_chief_red_crested_0	650.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_chief_red_crested_1	1050.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_chief_red_crested_2	1150.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_chief_red_crested_3	2200.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_priest_beasts_4	2200.0000
supplies_currency	wh2_dlc12_lzd_cha_skink_priest_heavens_4	2200.0000
supplies_currency	wh2_dlc12_lzd_cha_tehenhauin_0	1000.0000
supplies_currency	wh2_dlc12_lzd_cha_tehenhauin_1	1300.0000
supplies_currency	wh2_dlc12_lzd_cha_tehenhauin_2	1500.0000
supplies_currency	wh2_dlc12_lzd_cha_tehenhauin_3	2200.0000
supplies_currency	wh2_dlc12_lzd_cha_tiktaqto_0	700.0000
supplies_currency	wh2_dlc12_lzd_cha_tiktaqto_1	800.0000
supplies_currency	wh2_dlc12_lzd_inf_saurus_warriors_ror_0	1100.0000
supplies_currency	wh2_dlc12_lzd_inf_skink_red_crested_0	575.0000
supplies_currency	wh2_dlc12_lzd_inf_skink_red_crested_ror_0	825.0000
supplies_currency	wh2_dlc12_lzd_inf_temple_guards_ror_0	1550.0000
supplies_currency	wh2_dlc12_lzd_lzd_cha_kroak_0_boss	1200.0000
supplies_currency	wh2_dlc12_lzd_lzd_cha_kroak_0	1450.0000
supplies_currency	wh2_dlc12_lzd_mon_ancient_salamander_0	1050.0000
supplies_currency	wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	2050.0000
supplies_currency	wh2_dlc12_lzd_mon_ancient_stegadon_1	2050.0000
supplies_currency	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	2450.0000
supplies_currency	wh2_dlc12_lzd_mon_bastiladon_3_nakai	1000.0000
supplies_currency	wh2_dlc12_lzd_mon_bastiladon_3	1000.0000
supplies_currency	wh2_dlc12_lzd_mon_salamander_pack_0	850.0000
supplies_currency	wh2_dlc12_lzd_mon_salamander_pack_ror_0	1100.0000
supplies_currency	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	1200.0000
supplies_currency	wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	1300.0000
supplies_currency	wh2_dlc12_skv_cha_ikit_claw_0	1000.0000
supplies_currency	wh2_dlc12_skv_cha_ikit_claw_1	1250.0000
supplies_currency	wh2_dlc12_skv_cha_ikit_claw_2	1550.0000
supplies_currency	wh2_dlc12_skv_cha_warlock_master_0	700.0000
supplies_currency	wh2_dlc12_skv_cha_warlock_master_1	1200.0000
supplies_currency	wh2_dlc12_skv_cha_warlock_master_2	1500.0000
supplies_currency	wh2_dlc12_skv_inf_clanrats_ror_0	500.0000
supplies_currency	wh2_dlc12_skv_inf_plague_monk_censer_bearer_ror_0	1300.0000
supplies_currency	wh2_dlc12_skv_inf_ratling_gun_0	850.0000
supplies_currency	wh2_dlc12_skv_inf_ratling_gun_ror_0	1050.0000
supplies_currency	wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	1250.0000
supplies_currency	wh2_dlc12_skv_inf_stormvermin_ror_0	1350.0000
supplies_currency	wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	700.0000
supplies_currency	wh2_dlc12_skv_inf_warplock_jezzails_0	900.0000
supplies_currency	wh2_dlc12_skv_inf_warplock_jezzails_ror_0	1200.0000
supplies_currency	wh2_dlc12_skv_veh_doom_flayer_0	1200.0000
supplies_currency	wh2_dlc12_skv_veh_doom_flayer_ror_0	1450.0000
supplies_currency	wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	1450.0000
supplies_currency	wh2_dlc12_skv_veh_doomwheel_ror_0	1700.0000
supplies_currency	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	1700.0000
supplies_currency	wh2_dlc13_emp_art_great_cannon_imperial_supply	800.0000
supplies_currency	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	1050.0000
supplies_currency	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	1050.0000
supplies_currency	wh2_dlc13_emp_art_mortar_ror_0	800.0000
supplies_currency	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	1450.0000
supplies_currency	wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	1500.0000
supplies_currency	wh2_dlc13_emp_cav_empire_knights_imperial_supply	850.0000
supplies_currency	wh2_dlc13_emp_cav_empire_knights_ror_0	1000.0000
supplies_currency	wh2_dlc13_emp_cav_empire_knights_ror_1	1100.0000
supplies_currency	wh2_dlc13_emp_cav_empire_knights_ror_2	1000.0000
supplies_currency	wh2_dlc13_emp_cav_knights_blazing_sun_0_imperial_supply	1200.0000
supplies_currency	wh2_dlc13_emp_cav_outriders_1_imperial_supply	800.0000
supplies_currency	wh2_dlc13_emp_cav_outriders_ror_0	1000.0000
supplies_currency	wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	500.0000
supplies_currency	wh2_dlc13_emp_cav_pistoliers_ror_0	700.0000
supplies_currency	wh2_dlc13_emp_cav_reiksguard_imperial_supply	1150.0000
supplies_currency	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	600.0000
supplies_currency	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	750.0000
supplies_currency	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	700.0000
supplies_currency	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	475.0000
supplies_currency	wh2_dlc13_emp_cha_huntsmarshal_0	750.0000
supplies_currency	wh2_dlc13_emp_cha_markus_wulfhart_0	1000.0000
supplies_currency	wh2_dlc13_emp_inf_archers_0	350.0000
supplies_currency	wh2_dlc13_emp_inf_archers_ror_0	550.0000
supplies_currency	wh2_dlc13_emp_inf_crossbowmen_ror_0	675.0000
supplies_currency	wh2_dlc13_emp_inf_greatswords_imperial_supply	900.0000
supplies_currency	wh2_dlc13_emp_inf_greatswords_ror_0	1100.0000
supplies_currency	wh2_dlc13_emp_inf_halberdiers_imperial_supply	550.0000
supplies_currency	wh2_dlc13_emp_inf_halberdiers_ror_0	700.0000
supplies_currency	wh2_dlc13_emp_inf_handgunners_imperial_supply	600.0000
supplies_currency	wh2_dlc13_emp_inf_handgunners_ror_0	800.0000
supplies_currency	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	650.0000
supplies_currency	wh2_dlc13_emp_inf_huntsmen_0	650.0000
supplies_currency	wh2_dlc13_emp_inf_huntsmen_ror_0	900.0000
supplies_currency	wh2_dlc13_emp_inf_spearmen_ror_0	600.0000
supplies_currency	wh2_dlc13_emp_inf_swordsmen_ror_0	550.0000
supplies_currency	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	1700.0000
