key	display_order	inset_level	is_battle	enabled
campaign_defender_of_ulthuan	504	2	false	true
campaign_devotees	281	2	false	true
campaign_devotion	321	2	false	true
campaign_diplomacy	1200	0	false	true
campaign_diplomacy_screen	1247	1	false	true
campaign_disciple_armies	282	2	false	true
campaign_dragon_taming	509	2	false	true
campaign_dragonships	513	2	false	true
campaign_drawn_to_destruction	245	2	false	true
campaign_dread	844	2	false	true
campaign_drill_of_hashut	386	2	false	true
campaign_drop_down_lists	1013	2	false	true
campaign_dwarfs	720	1	false	true
campaign_dynasties	584	2	false	true
campaign_electoral_machinations	703	2	false	true
campaign_elf_glamouring	830	2	false	true
campaign_elven_council	827	2	false	true
campaign_elven_halls	825	2	false	true
campaign_emperors_mandate	704	2	false	true
campaign_empire	700	1	false	true
campaign_empowering_the_compass	346	2	false	true
campaign_encounters_at_sea	22	2	false	true
campaign_espionage	503	2	false	true
campaign_exalted_greater_daemons	184	1	false	true
campaign_faction_interfaces	1011	1	false	true
campaign_faction_management	1019	1	false	true
campaign_faction_summary_screen	1014	2	false	true
campaign_factions	1000	0	false	true
campaign_fleet_office	607	2	false	true
campaign_flesh_lab	577	2	false	true
campaign_fog_of_war	24	2	false	true
campaign_food	571	2	false	true
campaign_forbidden_workshop	575	2	false	true
campaign_forest_spirits_animals	829	2	false	true
campaign_forge_of_daith	828	2	false	true
campaign_forge_of_souls	152	1	false	true
campaign_forging_magic_items	723	2	false	true
campaign_fortifications	1343	2	false	true
campaign_fragments_of_sorcery	307	2	false	true
campaign_gardens_of_morr	709	2	false	true
campaign_garrison_armies	1342	2	false	true
campaign_geomantic_web	541	2	false	true
campaign_gifts_of_slaanesh	283	2	false	true
campaign_gods	862	2	false	true
campaign_gotrek_and_felix	950	1	false	true
campaign_great_bastion	343	2	false	true
campaign_green_knight	803	2	false	true
campaign_greenskins	740	1	false	true
campaign_grimoires	301	2	false	true
campaign_groms_cauldron	743	2	false	true
campaign_growth	1325	2	false	true
campaign_grudges	721	2	false	true
campaign_harmony	341	2	false	true
campaign_hellforge	383	2	false	true
campaign_hero_actions	1502	2	false	true
campaign_heroes	1501	1	false	true
campaign_hexes	326	2	false	true
campaign_high_elves	500	1	false	true
campaign_horde_growth	1016	2	false	true
campaign_hordes	1015	1	false	true
campaign_hostility	705	2	false	true
campaign_ice_court	324	2	false	true
campaign_imperial_authority	701	2	false	true
campaign_imperial_gunnery_school	708	2	false	true
campaign_income	1002	2	false	true
campaign_infamy	601	2	false	true
campaign_influence	501	2	false	true
campaign_intervention_armies	6	2	false	false
campaign_intrigue_at_the_court	502	2	false	true
campaign_ivory_road	344	2	false	true
campaign_jungle_nexus	557	2	false	true
campaign_khorne	240	1	false	true
campaign_kislev	320	1	false	true
campaign_labour	382	2	false	true
campaign_lizardmen	540	1	false	true
campaign_lord_kroak	544	2	false	true
campaign_lords	1504	1	false	true
campaign_loyalty	1505	2	false	true
campaign_magic_items	1512	1	false	true
campaign_malakais_adventures	727	2	false	true
campaign_marauding	864	2	false	true
campaign_marked_for_death	507	2	false	true
campaign_marks_of_ruination	845	2	false	true
campaign_marks_of_vindictiveness	287	2	false	true
campaign_matters_of_state	345	2	false	true
campaign_meat	361	2	false	true
campaign_mercenary_contracts	367	2	false	true
campaign_military_convoys	385	2	false	true
campaign_missions	1021	1	false	true
campaign_mist_landing	1634	2	false	true
campaign_money	1001	1	false	true
campaign_monster_pens	527	2	false	true
campaign_monsters	863	2	false	true
campaign_mortal_worlds_torment	506	2	false	true
campaign_mortuary_cult	582	2	false	true
campaign_motherland	322	2	false	true
campaign_nemesis_crown	45	1	false	true
campaign_non_aggression_pacts	1241	1	false	true
campaign_norsca	860	1	false	true
campaign_norscan_homelands	784	2	false	true
campaign_nurgle	260	1	false	true
campaign_oak_of_ages	823	2	false	true
campaign_oathgold	724	2	false	true
campaign_ogre_camps	362	2	false	true
campaign_ogre_kingdoms	360	1	false	true
campaign_outposts	1223	2	false	true
campaign_oxyotl_visions	560	2	false	true
campaign_path_of_the_butcher	366	2	false	true
campaign_path_to_glory	785	2	false	true
campaign_patrons_of_the_realms	510	2	false	true
campaign_peasants	802	2	false	true
campaign_pieces_of_eight	602	2	false	true
campaign_pirate_coves	608	2	false	true
campaign_plagues	574	2	false	true
campaign_plagues_of_nurgle	261	2	false	true
campaign_pleasurable_acts	286	2	false	true
campaign_ports	1344	2	false	true
campaign_post_battle_options	1704	1	false	true
campaign_post_battle_panel	1706	2	false	true
campaign_power_of_nature	505	2	false	true
campaign_pre_battle_options	1701	1	false	true
campaign_pre_battle_panel	1703	2	false	true
campaign_province_info_panel	1401	1	false	true
campaign_province_management	1320	1	false	true
campaign_province_overview_panel	1400	1	false	true
campaign_provinces	1300	0	false	true
campaign_public_order	1322	2	false	true
campaign_quests	1022	1	false	true
campaign_races	200	0	false	true
campaign_raiding	1631	2	false	true
campaign_raising_dead	761	2	false	true
campaign_raising_forces	1681	1	false	true
campaign_rampage	843	2	false	true
campaign_razing	1705	2	false	true
campaign_realm_of_chaos	150	0	false	true
campaign_recruit_hero_panel	1503	2	false	true
campaign_regiments_of_renown	1662	2	false	true
campaign_region_trading	1243	1	false	true
campaign_reinforcements	1711	1	false	true
campaign_resources	26	2	false	true
campaign_revolts	1323	2	false	true
campaign_rites	1020	1	false	true
campaign_ritual_currency	4	2	false	false
campaign_ritual_resource_sites	5	2	false	false
campaign_rituals	2	2	false	false
campaign_rituals_bar	3	2	false	false
campaign_rogue_armies	1686	1	false	true
campaign_rogue_pirates	605	2	false	true
campaign_ruins	1345	2	false	true
campaign_sacrifice_to_sotek	545	2	false	true
campaign_salvage	741	2	false	true
campaign_saving_and_loading	42	1	false	true
campaign_sayl_dark_ritual	866	2	false	true
campaign_sayl_manipulations	867	2	false	true
campaign_schemes	305	2	false	true
campaign_sea	21	2	false	true
campaign_sea_lanes	27	2	false	true
campaign_sea_shanties	606	2	false	true
campaign_secrets_of_the_white_tower	512	2	false	true
campaign_seduction	284	2	false	true
campaign_seductive_influence	285	2	false	true
campaign_settlement_climates	1341	2	false	true
campaign_settlements	1340	1	false	true
campaign_ship_building	609	2	false	true
campaign_siege_panel	1709	2	false	true
campaign_siege_warfare	1707	1	false	true
campaign_siege_weapons	1708	2	false	true
campaign_silent_sanctums	559	2	false	true
campaign_skaven	570	1	false	true
campaign_skaven_corruption	1383	2	false	true
campaign_skaven_loyalty	1507	2	false	true
campaign_skaven_shadowy_dealings	576	2	false	true
campaign_skaven_underworld	573	2	false	true
campaign_skull_throne	242	2	false	true
campaign_skulls	241	2	false	true
campaign_slaanesh	280	1	false	true
campaign_slaves	522	2	false	true
campaign_souls_resource	786	2	false	true
campaign_spirit_of_grungni	726	2	false	true
campaign_stances	1630	1	false	true
campaign_strategic_map	1012	2	false	true
campaign_summon_elector_counts	702	2	false	true
campaign_sword_of_khaine	523	2	false	true
campaign_tally_of_pestilence	264	2	false	true
campaign_tax	1321	2	false	true
campaign_technology	1018	1	false	true
campaign_technology_panel	1007	2	false	true
campaign_teleport_stance	302	2	false	true
campaign_terrain_types	23	2	false	true
campaign_the_eternal_dance	289	2	false	true
campaign_the_great_game	181	1	false	true
campaign_the_menace_below	572	2	false	true
campaign_throgg_troll_king	868	2	false	true
campaign_tomb_kings	580	1	false	true
campaign_tormentors_tributes	288	2	false	true
campaign_tower_of_zharr	384	2	false	true
campaign_trade	1242	1	false	true
campaign_treasure_maps	604	2	false	true
campaign_treasury_panel	1004	2	false	true
campaign_tribal_confederation	1245	1	false	true
campaign_trickster_cults	306	2	false	true
campaign_turns	41	1	false	true
campaign_tyrants_demands	365	2	false	true
campaign_tzeentch	300	1	false	true
campaign_underway	1632	2	false	true
campaign_unholy_manifestations	182	1	false	true
campaign_unit_cards	1641	2	false	true
campaign_unit_exchange	1682	1	false	true
campaign_unit_experience	1643	2	false	true
campaign_unit_info_panel	1646	2	false	true
campaign_unit_merging_and_disbanding	1645	2	false	true
campaign_unit_recruitment	1660	1	false	true
campaign_unit_recruitment_panel	1661	2	false	true
campaign_unit_replenishment	1644	2	false	true
campaign_unit_types	1642	2	false	true
campaign_units	1640	1	false	true
campaign_ursun	151	1	false	true
campaign_valiant_imperatives	511	2	false	true
campaign_vampire_coast	600	1	false	true
campaign_vampires	760	1	false	true
campaign_vampiric_corruption	1381	2	false	true
campaign_vampiric_loyalty	1506	2	false	true
campaign_vassalage	1246	1	false	true
campaign_victory_conditions	1023	1	false	true
campaign_waaagh	742	2	false	true
campaign_war	1240	1	false	true
campaign_war_coordination	1222	2	false	true
campaign_warbands	787	2	false	true
campaign_warmblood_invaders	558	2	false	false
campaign_warriors_of_chaos	780	1	false	true
campaign_winds_of_magic	44	1	false	true
campaign_winds_of_magic_manipulation	304	2	false	true
campaign_witchs_hut	325	2	false	true
campaign_wood_elves	820	1	false	true
campaign_worldroots	821	2	false	true
campaign_wrath_of_khorne	247	2	false	true
campaign_wulfharts_hunters	706	2	false	true
campaign_wulfrik_seafang_teleport	865	2	false	true
campaign_zones_of_control	1621	2	false	true
