key	campaign_key	faction_key	resource_filepath	is_benchmark
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh2_dlc17_bst_malagor	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh2_main_skv_clan_mors	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh3_dlc26_grn_gorbad_ironclaw	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh3_dlc29_skv_clan_scruten	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh3_main_kho_exiles_of_khorne	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh_main_dwf_dwarfs	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh_main_dwf_karak_kadrin	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_badlands_dwarf_holds_01	wh3_main_combi	wh_main_grn_crooked_moon	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_badlands_dwarf_holds_01.CindySceneManager	false
wh3_camp_flyover_border_princes_01	wh3_main_combi	wh2_dlc11_cst_pirates_of_sartosa	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_border_princes_01.CindySceneManager	false
wh3_camp_flyover_border_princes_01	wh3_main_combi	wh2_main_skv_clan_skryre	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_border_princes_01.CindySceneManager	false
wh3_camp_flyover_border_princes_01	wh3_main_combi	wh3_main_ogr_disciples_of_the_maw	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_border_princes_01.CindySceneManager	false
wh3_camp_flyover_border_princes_01	wh3_main_combi	wh_dlc05_bst_morghur_herd	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_border_princes_01.CindySceneManager	false
wh3_camp_flyover_border_princes_01	wh3_main_combi	wh_main_dwf_karak_izor	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_border_princes_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh2_dlc11_vmp_the_barrow_legion	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh2_dlc15_grn_broken_axe	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh_dlc05_wef_argwylon	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh_dlc05_wef_wood_elves	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh_main_brt_bretonnia	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_bretonnia_athel_01	wh3_main_combi	wh_main_brt_carcassonne	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_bretonnia_athel_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh2_main_def_hag_graef	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_dlc20_chs_kholek	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_dlc25_nur_epidemius	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_dlc25_nur_tamurkhan	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_dlc26_kho_arbaal	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_main_dae_daemon_prince	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh3_main_ksl_ursun_revivalists	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_chaoswastes_01	wh3_main_combi	wh_main_chs_chaos	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_chaoswastes_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh2_dlc09_skv_clan_rictus	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh2_dlc15_hef_imrik	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_cp1_cth_tiger_warriors	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_dlc23_chd_astragoth	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_dlc23_chd_legion_of_azgorh	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_dlc29_vmp_neferata	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_main_nur_poxmakers_of_nurgle	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_main_ogr_goldtooth	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh3_main_vmp_caravan_of_blue_roses	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_darklands_mountainsofmourn_01	wh3_main_combi	wh_main_grn_greenskins	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_darklands_mountainsofmourn_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh2_dlc16_wef_drycha	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh3_dlc20_chs_festus	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh3_dlc24_tze_the_deceivers	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh3_dlc26_ogr_golgfag	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh_dlc03_bst_beastmen	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh_main_emp_empire	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh_main_emp_middenland	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh_main_emp_wissenland	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_empire_01	wh3_main_combi	wh_main_vmp_schwartzhafen	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_empire_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh2_dlc11_def_the_blessed_dread	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh2_dlc13_emp_golden_order	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh2_dlc13_lzd_spirits_of_the_jungle	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh2_main_skv_clan_eshin	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_dlc20_chs_vilitch	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_dlc23_chd_zhatan	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_dlc27_nor_sayl	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_dlc27_sla_the_tormentors	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_main_cth_the_northern_provinces	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_grandcathay_01	wh3_main_combi	wh3_main_cth_the_western_provinces	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_grandcathay_01.CindySceneManager	false
wh3_camp_flyover_isthmus_01	wh3_main_combi	wh2_main_def_cult_of_pleasure	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_isthmus_01.CindySceneManager	false
wh3_camp_flyover_isthmus_01	wh3_main_combi	wh2_main_lzd_hexoatl	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_isthmus_01.CindySceneManager	false
wh3_camp_flyover_isthmus_01	wh3_main_combi	wh3_dlc24_ksl_daughters_of_the_forest	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_isthmus_01.CindySceneManager	false
wh3_camp_flyover_isthmus_01	wh3_main_combi	wh_dlc08_nor_norsca	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_isthmus_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_dlc11_cst_vampire_coast	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_dlc12_lzd_cult_of_sotek	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_dlc13_emp_the_huntmarshals_expedition	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_dlc17_lzd_oxyotl	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_main_lzd_itza	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_main_skv_clan_pestilens	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh2_twa03_def_rakarth	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh3_dlc24_cth_the_celestial_court	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh3_dlc26_kho_skulltaker	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh3_dlc27_sla_masque_of_slaanesh	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_lustria_01	wh3_main_combi	wh_main_brt_bordeleaux	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_lustria_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_dlc09_tmb_exiles_of_nehek	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_dlc11_cst_the_drowned	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_dlc16_wef_sisters_of_twilight	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_dlc17_bst_taurox	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_main_def_har_ganeth	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_main_def_naggarond	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh2_main_hef_nagarythe	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh3_dlc20_chs_sigvald	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh3_dlc20_chs_valkia	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_naggaroth_01	wh3_main_combi	wh3_main_dwf_the_ancestral_throng	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_naggaroth_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh2_dlc09_tmb_followers_of_nagash	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh2_dlc09_tmb_khemri	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh2_dlc14_brt_chevaliers_de_lyonesse	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh3_dlc29_nag_host_of_nagash	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh3_main_emp_cult_of_sigmar	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_nehekhara_araby_01	wh3_main_combi	wh_main_vmp_vampire_counts	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_nehekhara_araby_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh2_main_skv_clan_moulder	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_dlc20_chs_azazel	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_dlc25_dwf_malakai	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_dlc29_chs_host_of_the_triplets	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_main_chs_shadow_legion	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_main_ksl_the_great_orthodoxy	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh3_main_ksl_the_ice_court	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_norska_kislev_01	wh3_main_combi	wh_dlc08_nor_wintertooth	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_norska_kislev_01.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh2_dlc09_tmb_lybaras	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh2_dlc17_dwf_thorek_ironbrow	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh2_main_hef_order_of_loremasters	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
