component_id	event_id	falloff	value
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MAJOR	100	-70.0000
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MINOR	100	-10.0000
wh3_holds_grudges	PAST_EVENT_NEGATIVE_MODERATE	100	-25.0000
wh3_holds_grudges	PAST_EVENT_POSITIVE_MAJOR	100	50.0000
wh3_holds_grudges	PAST_EVENT_POSITIVE_MINOR	100	10.0000
wh3_holds_grudges	PAST_EVENT_POSITIVE_MODERATE	100	25.0000
wh3_holds_grudges	PEACE	25	10.0000
wh3_holds_grudges	RAIDING	50	-10.0000
wh3_holds_grudges	REBELLED_AGAINST	50	-60.0000
wh3_holds_grudges	REGION_GIFT	25	40.0000
wh3_holds_grudges	RETREATED_FROM_BATTLE	50	0.0000
wh3_holds_grudges	STATE_GIFT_ACCEPTED	50	0.0000
wh3_holds_grudges	STATE_GIFT_LARGE	40	40.0000
wh3_holds_grudges	STATE_GIFT_MEDIUM	20	20.0000
wh3_holds_grudges	STATE_GIFT_REFUSED	50	-10.0000
wh3_holds_grudges	STATE_GIFT_SMALL	10	10.0000
wh3_holds_grudges	TRADE_AGREEMENT	25	0.0000
wh3_holds_grudges	TRADE_AGREEMENT_BROKEN	50	-50.0000
wh3_holds_grudges	TRADE_AGREEMENT_DISSOLVED	50	0.0000
wh3_holds_grudges	TRADE_AGREEMENT_PAST	50	20.0000
wh3_holds_grudges	TRESPASSING	25	-10.0000
wh3_holds_grudges	TRESPASS_AFTER_WARNING	25	0.0000
wh3_holds_grudges	TRESPASS_WARNING	50	-10.0000
wh3_holds_grudges	TROOPS_ENSLAVED	50	0.0000
wh3_holds_grudges	TROOPS_EXECUTED	50	0.0000
wh3_holds_grudges	TROOPS_RELEASED	50	0.0000
wh3_holds_grudges	ULTIMATUM_ISSUED	50	-50.0000
wh3_holds_grudges	VASSALAGE	25	10.0000
wh3_holds_grudges	VASSALAGE_BROKEN	50	-100.0000
wh3_holds_grudges	VASSALAGE_CANCELLED	50	-50.0000
wh3_holds_grudges	VASSALAGE_FORCED	50	10.0000
wh3_holds_grudges	VORTEX_INTERVENTION	50	-20.0000
wh3_holds_grudges	WAR	50	0.0000
wh3_holds_grudges	WAR_PAST	50	-10.0000
wh3_tomb_kings	ALLY_REFUSED_TO_JOIN_WAR	12	-30.0000
wh3_tomb_kings	BATTLE_ALLY_SUPPORT_REFUSED	12	-10.0000
wh3_tomb_kings	BATTLE_ATTACK	10	-10.0000
wh3_tomb_kings	BATTLE_ATTACK_OFFENSIVE	10	-10.0000
wh3_tomb_kings	BATTLE_ATTACK_OWN_REGION	10	-10.0000
wh3_tomb_kings	BATTLE_SUPPORT	10	10.0000
wh3_tomb_kings	CITY_BESIEGED	10	0.0000
wh3_tomb_kings	CITY_LOOTED	10	-15.0000
wh3_tomb_kings	CITY_OCCUPIED	10	0.0000
wh3_tomb_kings	CITY_RAZED	10	-40.0000
wh3_tomb_kings	CITY_SACKED	10	-25.0000
wh3_tomb_kings	CLIENT_STATE	15	10.0000
wh3_tomb_kings	CLIENT_STATE_BROKEN	15	-80.0000
wh3_tomb_kings	DEFENSIVE_ALLIANCE	15	10.0000
wh3_tomb_kings	DEFENSIVE_ALLIANCE_BROKEN	15	-60.0000
wh3_tomb_kings	DEFENSIVE_ALLIANCE_PAST	15	50.0000
wh3_tomb_kings	DIPLOMATIC_MARRIAGE	15	20.0000
wh3_tomb_kings	DIVORCE	15	-40.0000
wh3_tomb_kings	FACTION_KILLED	15	-60.0000
wh3_tomb_kings	FACTION_LIBERATED	15	50.0000
wh3_tomb_kings	FOREIGN_SLOT_RENOUNCED	25	-10.0000
wh3_tomb_kings	HOSTILE_AGENT_ACTION	10	-5.0000
wh3_tomb_kings	JOINED_CONFEDERATION	15	0.0000
wh3_tomb_kings	MILITARY_ACCESS	12	0.0000
wh3_tomb_kings	MILITARY_ACCESS_BROKEN	15	-40.0000
wh3_tomb_kings	MILITARY_ACCESS_DISSOLVED	15	0.0000
wh3_tomb_kings	MILITARY_ALLIANCE	15	20.0000
wh3_tomb_kings	MILITARY_ALLIANCE_BROKEN	15	-90.0000
wh3_tomb_kings	MILITARY_ALLIANCE_PAST	15	50.0000
wh3_tomb_kings	NON_AGGRESSION_PACT	15	5.0000
wh3_tomb_kings	NON_AGGRESSION_PACT_BROKEN	15	-40.0000
wh3_tomb_kings	NON_AGGRESSION_PACT_PAST	15	0.0000
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MAJOR	50	-70.0000
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MINOR	50	-10.0000
wh3_tomb_kings	PAST_EVENT_NEGATIVE_MODERATE	50	-25.0000
wh3_tomb_kings	PAST_EVENT_POSITIVE_MAJOR	50	50.0000
wh3_tomb_kings	PAST_EVENT_POSITIVE_MINOR	50	10.0000
wh3_tomb_kings	PAST_EVENT_POSITIVE_MODERATE	50	25.0000
wh3_tomb_kings	PEACE	15	20.0000
wh3_tomb_kings	RAIDING	10	-10.0000
wh3_tomb_kings	REBELLED_AGAINST	15	-60.0000
wh3_tomb_kings	REGION_GIFT	15	40.0000
wh3_tomb_kings	RETREATED_FROM_BATTLE	15	0.0000
wh3_tomb_kings	STATE_GIFT_ACCEPTED	15	0.0000
wh3_tomb_kings	STATE_GIFT_LARGE	20	20.0000
wh3_tomb_kings	STATE_GIFT_MEDIUM	15	15.0000
wh3_tomb_kings	STATE_GIFT_REFUSED	15	-10.0000
wh3_tomb_kings	STATE_GIFT_SMALL	10	10.0000
wh3_tomb_kings	TRADE_AGREEMENT	15	10.0000
wh3_tomb_kings	TRADE_AGREEMENT_BROKEN	15	-30.0000
wh3_tomb_kings	TRADE_AGREEMENT_DISSOLVED	15	0.0000
wh3_tomb_kings	TRADE_AGREEMENT_PAST	15	40.0000
wh3_tomb_kings	TRESPASSING	5	-10.0000
wh3_tomb_kings	TRESPASS_AFTER_WARNING	15	0.0000
wh3_tomb_kings	TRESPASS_WARNING	15	-10.0000
wh3_tomb_kings	VASSALAGE	15	10.0000
wh3_tomb_kings	VASSALAGE_BROKEN	15	-80.0000
wh3_tomb_kings	VASSALAGE_CANCELLED	15	-50.0000
wh3_tomb_kings	VASSALAGE_FORCED	15	10.0000
wh3_tomb_kings	VORTEX_INTERVENTION	15	-20.0000
wh3_tomb_kings	WAR	25	0.0000
wh3_tomb_kings	WAR_PAST	25	-10.0000
