key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate	height_map_mesh	ground_type	can_burn	audio_count_as_urban	ability_radius	shares_reload_between_emitters	togleable_icon_path	audio_construction_type_switch	audio_faction_switch	tower_group	destructible
blk_ksl_tower_30m_02	generic	glb_tower_wood_01	rock	4000	wh3_settlement_tower_ksl_crossbow_improved		100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	true				default_value	default
blk_ksl_tower_30m_03	generic	glb_tower_wood_01	rock	4000	wh3_settlement_tower_ksl_lightning		100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	true				default_value	default
blk_ksl_tower_30m_04	generic	glb_tower_wood_01	rock	4000	wh3_settlement_tower_ksl_ice_shards		100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	true				default_value	default
blk_platform_corner_45	generic	blk_platform_corner_45	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
blk_platform_corner_90	generic	blk_platform_corner_90	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
blk_platform_straight_01	generic	blk_platform_straight_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
blk_platform_tunnel	generic	blk_platform_tunnel	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
blk_tower_17m_01	generic	blk_tower_17m_01	rock	2000	wh3_settlement_tower_brt_arrow	arrow_tower	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
blk_triangle10x10_01	generic	blk_triangle10x10_01	rock	15			100		false	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
blk_watch_tower_01	fort_tower	blk_watch_tower_01	wood	1000	wh3_settlement_tower_siege_prototype_watchsettlement_tower_arrow	watchtower	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_alpha_bunting	incidental	brt_alpha_bunting	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_bunting_01	incidental	brt_alpha_bunting_01	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_alpha_bunting_short_01	incidental	brt_alpha_bunting_short_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_alpha_cup_01	incidental	brt_alpha_cup_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_dove	incidental	brt_alpha_dove	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_dragon	incidental	brt_alpha_dragon	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_huge_01	incidental	brt_alpha_flag_huge_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_large_01	incidental	brt_alpha_flag_large_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_large_02	incidental	brt_alpha_flag_large_02	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_med_01	incidental	brt_alpha_flag_med_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_med_02	incidental	brt_alpha_flag_med_02	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_small_01	incidental	brt_alpha_flag_small_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_small_02	incidental	brt_alpha_flag_small_02	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_flag_tall_01	incidental	brt_alpha_flag_tall_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_fluer	incidental	brt_alpha_fluer	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_railing	incidental	brt_alpha_railing	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_shield_01	incidental	brt_alpha_shield_01	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_shield_02	incidental	brt_alpha_shield_02	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_shield_03	incidental	brt_alpha_shield_03	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_alpha_shield_04	incidental	brt_alpha_shield_04	rock	15			100		true	0	false		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_balcony_01	generic	brt_balcony_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_balcony_02	generic	brt_balcony_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_balcony_03	generic	brt_balcony_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_balcony_04	generic	brt_balcony_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_barricade_blocker_01	generic	glb_barricade_blocker	rock	12000		barricade_blocker	100	barricade_blocker	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_blocker	blocker	brt	default_value	default
brt_barricade_monument_01	generic	glb_barricade_monument_01	rock	2500		barricade_monument	100	barricade_monument	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_monument	monument	brt	default_value	default
brt_barricade_platform_01	generic	glb_barricade_01	rock	6000		barricade_platform	100	barricade_platform	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_platform	barricade	brt	default_value	default
brt_barricade_trap_01	generic	glb_barricade_traps_01	wood	2500		barricade_trap	100	barricade_trap	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_trap	trap	brt	default_value	default
brt_block_01	generic	brt_block_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_block_02	generic	brt_block_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_blockout_tower_40m	generic	brt_blockout_tower_40m	rock	1000			100		false	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_blockwall_01	generic	brt_blockwall_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bolderlrg_01	generic	brt_bolderlrg_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_boldermed_01	generic	brt_boldermed_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_boldermed_02	generic	brt_boldermed_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_boldersml_01	generic	brt_boldersml_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_boldersml_02	generic	brt_boldersml_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_bridge_01	generic	brt_bridge_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridge_02	generic	brt_bridge_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridge_03	generic	brt_bridge_03	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridge_32m_01	bridge	brt_bridge_32m_01	rock	15		bridge	100	bridge.png	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_bridge_edge_01	generic	brt_bridge_edge_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_bridge_edge_02	generic	brt_bridge_edge_02	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_bridgebay_01	generic	brt_bridgebay_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridgebay_02	generic	brt_bridgebay_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridgebay_03	generic	brt_bridgebay_03	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_bridgetower_01	generic	brt_bridgetower_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_bridgetower_02	generic	brt_bridgetower_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_building_rubble_01	generic	brt_building_rubble_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_building_rubble_02	generic	brt_building_rubble_02	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_building_rubble_03	generic	brt_building_rubble_03	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_building_rubble_04	generic	brt_building_rubble_04	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_building_rubble_05	generic	brt_building_rubble_05	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_cliff_01	generic	brt_cliff_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_cliff_02	generic	brt_cliff_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_cliff_03	generic	brt_cliff_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_cliff_04	generic	brt_cliff_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_crane_01	generic	brt_crane_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_door_pc_01	generic	brt_door_pc_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_dormer_01	generic	brt_dormer_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_dormer_02	generic	brt_dormer_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_dormer_03	generic	brt_dormer_03	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_dormer_04	generic	brt_dormer_04	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_dormer_05	generic	brt_dormer_05	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_grapevines_01	fort_wall	brt_grapevines_01	rock	1000		fort_wall	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_grapevines_02	fort_wall	brt_grapevines_02	rock	1000		fort_wall	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_grapevines_03	fort_wall	brt_grapevines_03	rock	1000		fort_wall	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_grapevines_04	fort_wall	brt_grapevines_04	rock	1000		fort_wall	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_house_add_01	generic	brt_house_add_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_02	generic	brt_house_add_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_03	generic	brt_house_add_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_04	generic	brt_house_add_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_05	generic	brt_house_add_05	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_06	generic	brt_house_add_06	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_07	generic	brt_house_add_07	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_08	generic	brt_house_add_08	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_09	generic	brt_house_add_09	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_10	generic	brt_house_add_10	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_11	generic	brt_house_add_11	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_add_12	generic	brt_house_add_12	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_domestic_01	generic	brt_house_domestic_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_domestic_02	generic	brt_house_domestic_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_domestic_03	generic	brt_house_domestic_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_chm_01	generic	brt_house_pc_chm_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_chm_02	generic	brt_house_pc_chm_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_chm_03	generic	brt_house_pc_chm_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_chm_04	generic	brt_house_pc_chm_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_chm_05	generic	brt_house_pc_chm_05	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_lrg_01	generic	brt_house_pc_lrg_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_lrg_02	generic	brt_house_pc_lrg_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_lrg_03	generic	brt_house_pc_lrg_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_lrg_04	generic	brt_house_pc_lrg_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_med_01	generic	brt_house_pc_med_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_med_02	generic	brt_house_pc_med_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_med_03	generic	brt_house_pc_med_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_med_04	generic	brt_house_pc_med_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_sml_01	generic	brt_house_pc_sml_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_sml_02	generic	brt_house_pc_sml_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_sml_03	generic	brt_house_pc_sml_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_sml_04	generic	brt_house_pc_sml_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_tall_01	generic	brt_house_pc_tall_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_tall_02	generic	brt_house_pc_tall_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_tall_03	generic	brt_house_pc_tall_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_tall_04	generic	brt_house_pc_tall_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_tall_05	generic	brt_house_pc_tall_05	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_twr_01	generic	brt_house_pc_twr_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_twr_02	generic	brt_house_pc_twr_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_twr_04	generic	brt_house_pc_twr_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_twr_05	generic	brt_house_pc_twr_05	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_pc_twr_06	generic	brt_house_pc_twr_06	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_slum_01	generic	brt_house_slum_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_house_slum_02	generic	brt_house_slum_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false				default_value	always_indestructible
brt_house_slum_03	generic	brt_house_slum_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false				default_value	always_indestructible
brt_house_stairs_01	generic	brt_house_stairs_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_house_stairs_02	generic	brt_house_stairs_02	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_house_stairs_03	generic	brt_house_stairs_03	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_house_stkd_01	generic	brt_house_stkd_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_stkd_02	generic	brt_house_stkd_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_stkd_03	generic	brt_house_stkd_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_stkd_04	generic	brt_house_stkd_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_01	generic	brt_house_ter_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_02	generic	brt_house_ter_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_03	generic	brt_house_ter_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_04	generic	brt_house_ter_04	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_05	generic	brt_house_ter_05	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_ter_06	generic	brt_house_ter_06	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_wooden_01	generic	brt_house_wooden_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_wooden_02	incidental	brt_house_wooden_02	rock	10			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_house_wooden_03	generic	brt_house_wooden_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_01	generic	brt_landscape_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_01_a	generic	brt_landscape_01_a	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_landscape_02	generic	brt_landscape_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_03	generic	brt_landscape_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_03_a	generic	brt_landscape_03_a	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_landscape_bridge_01	generic	brt_landscape_bridge_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_walling_01	generic	brt_landscape_walling_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_walling_02	generic	brt_landscape_walling_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_walling_45	generic	brt_landscape_walling_45	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_walling_45_f	generic	brt_landscape_walling_45_f	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_landscape_walling_end	generic	brt_landscape_walling_end	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_lotl_01	generic	brt_lotl_01	rock	15		key_building	100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_lotl_02	generic	brt_lotl_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
brt_lotl_vines_01	generic	brt_lotl_vines_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	always_indestructible
brt_marketdecotarp_03	incidental	brt_marketdecotarp_03	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_marketdecotarp_06	incidental	brt_marketdecotarp_06	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_menhir_01	generic	brt_menhir_01	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_menhir_02	generic	brt_menhir_02	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_menhir_03	generic	brt_menhir_03	rock	500			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_circled_01	generic	brt_outfield_circled_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_skybridge_01	generic	brt_outfield_skybridge_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_01	generic	brt_outfield_struc_wall_01	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_01_arched	generic	brt_outfield_struc_wall_01_arched	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_02	generic	brt_outfield_struc_wall_02	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_03	generic	brt_outfield_struc_wall_03	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_04	generic	brt_outfield_struc_wall_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_long_ascend	generic	brt_outfield_struc_wall_long_ascend	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_struc_wall_long_curved	generic	brt_outfield_struc_wall_long_curved	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_outfield_tower_base	generic	brt_outfield_tower_base	rock	15			100		true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
brt_prop_junk_01	incidental	brt_prop_junk_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
