art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
wh2_dlc09_art_set_tmb_tomb_king_04	general				false	true	wh2_dlc09_tmb_tomb_king	1.0000
wh2_dlc09_art_set_tmb_tomb_king_05	general				false	true	wh2_dlc09_tmb_tomb_king	1.0000
wh2_dlc09_art_set_tmb_tomb_prince_01	champion				false	true	wh2_dlc09_tmb_tomb_prince	1.0000
wh2_dlc09_art_set_tmb_tomb_prince_02	champion				false	true	wh2_dlc09_tmb_tomb_prince	1.0000
wh2_dlc09_art_set_tmb_tomb_prince_03	champion				false	true	wh2_dlc09_tmb_tomb_prince	1.0000
wh2_dlc09_art_set_tmb_tomb_prince_04	champion				false	true	wh2_dlc09_tmb_tomb_prince	1.0000
wh2_dlc09_art_set_tmb_tomb_prince_05	champion				false	true	wh2_dlc09_tmb_tomb_prince	1.0000
wh2_dlc09_tmb_tomb_king_alkhazzar_ii	general				false	true	wh2_dlc09_tmb_tomb_king_alkhazzar_ii	1.0000
wh2_dlc09_tmb_tomb_king_lahmizzash	general				false	true	wh2_dlc09_tmb_tomb_king_lahmizzash	1.0000
wh2_dlc09_tmb_tomb_king_rakhash	general				false	true	wh2_dlc09_tmb_tomb_king_rakhash	1.0000
wh2_dlc09_tmb_tomb_king_setep	general				false	true	wh2_dlc09_tmb_tomb_king_setep	1.0000
wh2_dlc09_tmb_tomb_king_thutep	general				false	true	wh2_dlc09_tmb_tomb_king_thutep	1.0000
wh2_dlc09_tmb_tomb_king_wakhaf	general				false	true	wh2_dlc09_tmb_tomb_king_wakhaf	1.0000
wh2_dlc10_art_set_carnosuar_01	general				false	true	wh2_dlc10_lzd_mon_carnosaur_boss	0.7000
wh2_dlc10_art_set_def_crone_hellebron	general				false	true	wh2_dlc10_def_crone_hellebron	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_beasts_01	general				false	true	wh2_dlc10_def_supreme_sorceress_beasts	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_beasts_02	general				false	true	wh2_dlc10_def_supreme_sorceress_beasts	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_beasts_03	general				false	true	wh2_dlc10_def_supreme_sorceress_beasts	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_beasts_04	general				false	true	wh2_dlc10_def_supreme_sorceress_beasts	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_beasts_05	general				false	true	wh2_dlc10_def_supreme_sorceress_beasts	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_dark_01	general				false	true	wh2_dlc10_def_supreme_sorceress_dark	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_dark_02	general				false	true	wh2_dlc10_def_supreme_sorceress_dark	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_dark_03	general				false	true	wh2_dlc10_def_supreme_sorceress_dark	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_dark_04	general				false	true	wh2_dlc10_def_supreme_sorceress_dark	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_dark_05	general				false	true	wh2_dlc10_def_supreme_sorceress_dark	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_death_01	general				false	true	wh2_dlc10_def_supreme_sorceress_death	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_death_02	general				false	true	wh2_dlc10_def_supreme_sorceress_death	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_death_03	general				false	true	wh2_dlc10_def_supreme_sorceress_death	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_death_04	general				false	true	wh2_dlc10_def_supreme_sorceress_death	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_death_05	general				false	true	wh2_dlc10_def_supreme_sorceress_death	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_fire_01	general				false	true	wh2_dlc10_def_supreme_sorceress_fire	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_fire_02	general				false	true	wh2_dlc10_def_supreme_sorceress_fire	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_fire_03	general				false	true	wh2_dlc10_def_supreme_sorceress_fire	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_fire_04	general				false	true	wh2_dlc10_def_supreme_sorceress_fire	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_fire_05	general				false	true	wh2_dlc10_def_supreme_sorceress_fire	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_shadow_01	general				false	true	wh2_dlc10_def_supreme_sorceress_shadow	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_shadow_02	general				false	true	wh2_dlc10_def_supreme_sorceress_shadow	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_shadow_03	general				false	true	wh2_dlc10_def_supreme_sorceress_shadow	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_shadow_04	general				false	true	wh2_dlc10_def_supreme_sorceress_shadow	1.0000
wh2_dlc10_art_set_def_supreme_sorceress_shadow_05	general				false	true	wh2_dlc10_def_supreme_sorceress_shadow	1.0000
wh2_dlc10_art_set_flamespyre_phoenix_01	general				false	true	wh2_dlc10_nor_phoenix_flamespyre_boss	0.7000
wh2_dlc10_art_set_hef_alarielle	general				false	true	wh2_dlc10_hef_alarielle	1.0000
wh2_dlc10_art_set_hef_alith_anar_01	general				false	true	wh2_dlc10_hef_alith_anar	1.0000
wh2_dlc10_art_set_hef_shadow_walker_01	spy				false	true	wh2_dlc10_hef_shadow_walker	1.0000
wh2_dlc10_def_mon_war_hydra_01	general				false	true	wh2_dlc10_def_mon_war_hydra_boss	0.7000
wh2_dlc10_hef_handmaiden_01	dignitary				false	false	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_hef_handmaiden_02	dignitary				false	false	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_hef_handmaiden_03	dignitary				false	false	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_hef_handmaiden_04	dignitary				false	false	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_hef_handmaiden_05	dignitary				false	false	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_hef_handmaiden_qb_general	general				false	true	wh2_dlc10_hef_handmaiden	1.0000
wh2_dlc10_skv_mon_hell_pit_abomination_01	general				false	true	wh2_dlc10_skv_mon_hell_pit_abomination_boss	0.7000
wh2_dlc11_art_set_cst_admiral_death_01	general				false	true	wh2_dlc11_cst_admiral_death	1.0000
wh2_dlc11_art_set_cst_admiral_death_02	general				false	true	wh2_dlc11_cst_admiral_death	1.0000
wh2_dlc11_art_set_cst_admiral_death_03	general				false	true	wh2_dlc11_cst_admiral_death	1.0000
wh2_dlc11_art_set_cst_admiral_death_04	general				false	true	wh2_dlc11_cst_admiral_death	1.0000
wh2_dlc11_art_set_cst_admiral_deep_01	general				false	true	wh2_dlc11_cst_admiral_deep	1.0000
wh2_dlc11_art_set_cst_admiral_deep_02	general				false	true	wh2_dlc11_cst_admiral_deep	1.0000
wh2_dlc11_art_set_cst_admiral_deep_03	general				false	true	wh2_dlc11_cst_admiral_deep	1.0000
wh2_dlc11_art_set_cst_admiral_deep_04	general				false	true	wh2_dlc11_cst_admiral_deep	1.0000
wh2_dlc11_art_set_cst_admiral_female_death_01	general				false	true	wh2_dlc11_cst_admiral_fem_death	1.0000
wh2_dlc11_art_set_cst_admiral_female_death_02	general				false	true	wh2_dlc11_cst_admiral_fem_death	1.0000
wh2_dlc11_art_set_cst_admiral_female_death_03	general				false	true	wh2_dlc11_cst_admiral_fem_death	1.0000
wh2_dlc11_art_set_cst_admiral_female_death_04	general				false	true	wh2_dlc11_cst_admiral_fem_death	1.0000
wh2_dlc11_art_set_cst_admiral_female_deep_01	general				false	true	wh2_dlc11_cst_admiral_fem_deep	1.0000
wh2_dlc11_art_set_cst_admiral_female_deep_02	general				false	true	wh2_dlc11_cst_admiral_fem_deep	1.0000
wh2_dlc11_art_set_cst_admiral_female_deep_03	general				false	true	wh2_dlc11_cst_admiral_fem_deep	1.0000
wh2_dlc11_art_set_cst_admiral_female_deep_04	general				false	true	wh2_dlc11_cst_admiral_fem_deep	1.0000
wh2_dlc11_art_set_cst_admiral_female_vampires_01	general				false	true	wh2_dlc11_cst_admiral_fem_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_female_vampires_02	general				false	true	wh2_dlc11_cst_admiral_fem_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_female_vampires_03	general				false	true	wh2_dlc11_cst_admiral_fem_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_female_vampires_04	general				false	true	wh2_dlc11_cst_admiral_fem_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_tech_01	general				false	true	wh2_dlc11_cst_admiral_tech_01	1.0000
wh2_dlc11_art_set_cst_admiral_tech_02	general				false	true	wh2_dlc11_cst_admiral_tech_02	1.0000
wh2_dlc11_art_set_cst_admiral_tech_03	general				false	true	wh2_dlc11_cst_admiral_tech_03	1.0000
wh2_dlc11_art_set_cst_admiral_tech_04_female	general				false	true	wh2_dlc11_cst_admiral_tech_04	1.0000
wh2_dlc11_art_set_cst_admiral_vampires_01	general				false	true	wh2_dlc11_cst_admiral_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_vampires_02	general				false	true	wh2_dlc11_cst_admiral_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_vampires_03	general				false	true	wh2_dlc11_cst_admiral_vampires	1.0000
wh2_dlc11_art_set_cst_admiral_vampires_04	general				false	true	wh2_dlc11_cst_admiral_vampires	1.0000
wh2_dlc11_art_set_cst_aranessa_1	general				false	true	wh2_dlc11_cst_aranessa	1.0000
wh2_dlc11_art_set_cst_aranessa_2	general				false	true	wh2_dlc11_cst_aranessa	1.0000
wh2_dlc11_art_set_cst_aranessa_3	general				false	true	wh2_dlc11_cst_aranessa	1.0000
wh2_dlc11_art_set_cst_aranessa_4	general				false	true	wh2_dlc11_cst_aranessa	1.0000
wh2_dlc11_art_set_cst_barron_von_heastie	general				false	true	wh2_dlc11_cst_admiral_death	1.0000
wh2_dlc11_art_set_cst_cylostra_1	general				false	true	wh2_dlc11_cst_cylostra	1.0000
wh2_dlc11_art_set_cst_cylostra_2	general				false	true	wh2_dlc11_cst_cylostra	1.0000
wh2_dlc11_art_set_cst_cylostra_3	general				false	true	wh2_dlc11_cst_cylostra	1.0000
wh2_dlc11_art_set_cst_cylostra_4	general				false	true	wh2_dlc11_cst_cylostra	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_01	dignitary				false	false	wh2_dlc11_cst_fleet_captain_death	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_01_deep	dignitary				false	false	wh2_dlc11_cst_fleet_captain_deep	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_01_vampires	dignitary				false	false	wh2_dlc11_cst_fleet_captain_vampires	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_02	dignitary				false	false	wh2_dlc11_cst_fleet_captain_death	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_02_deep	dignitary				false	false	wh2_dlc11_cst_fleet_captain_deep	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_02_vampires	dignitary				false	false	wh2_dlc11_cst_fleet_captain_vampires	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_03	dignitary				false	false	wh2_dlc11_cst_fleet_captain_death	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_03_deep	dignitary				false	false	wh2_dlc11_cst_fleet_captain_deep	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_03_vampires	dignitary				false	false	wh2_dlc11_cst_fleet_captain_vampires	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_04	dignitary				false	false	wh2_dlc11_cst_fleet_captain_death	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_04_deep	dignitary				false	false	wh2_dlc11_cst_fleet_captain_deep	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_04_vampires	dignitary				false	false	wh2_dlc11_cst_fleet_captain_vampires	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_05	dignitary				false	false	wh2_dlc11_cst_fleet_captain_death	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_05_deep	dignitary				false	false	wh2_dlc11_cst_fleet_captain_deep	1.0000
wh2_dlc11_art_set_cst_fleet_captain_campaign_05_vampires	dignitary				false	false	wh2_dlc11_cst_fleet_captain_vampires	1.0000
wh2_dlc11_art_set_cst_ghost_paladin	spy				false	true	wh2_dlc11_cst_ghost_paladin	1.0000
wh2_dlc11_art_set_cst_gunnery_wight_01	engineer				false	true	wh2_dlc11_cst_gunnery_wight	1.0000
wh2_dlc11_art_set_cst_gunnery_wight_02	engineer				false	true	wh2_dlc11_cst_gunnery_wight	1.0000
wh2_dlc11_art_set_cst_harkon_1	general				false	true	wh2_dlc11_cst_harkon	1.0000
wh2_dlc11_art_set_cst_harkon_2	general				false	true	wh2_dlc11_cst_harkon	1.0000
wh2_dlc11_art_set_cst_harkon_3	general				false	true	wh2_dlc11_cst_harkon	1.0000
wh2_dlc11_art_set_cst_harkon_4	general				false	true	wh2_dlc11_cst_harkon	1.0000
wh2_dlc11_art_set_cst_mourngul_haunter_01	champion				false	true	wh2_dlc11_cst_mourngul	1.0000
wh2_dlc11_art_set_cst_mourngul_haunter_02	champion				false	true	wh2_dlc11_cst_mourngul	1.0000
wh2_dlc11_art_set_cst_mourngul_haunter_03	champion				false	true	wh2_dlc11_cst_mourngul	1.0000
wh2_dlc11_art_set_cst_noctilus_1	general				false	true	wh2_dlc11_cst_noctilus	1.0000
wh2_dlc11_art_set_cst_noctilus_2	general				false	true	wh2_dlc11_cst_noctilus	1.0000
wh2_dlc11_art_set_cst_noctilus_3	general				false	true	wh2_dlc11_cst_noctilus	1.0000
wh2_dlc11_art_set_cst_noctilus_4	general				false	true	wh2_dlc11_cst_noctilus	1.0000
wh2_dlc11_art_set_def_lokhir_1	general				false	true	wh2_dlc11_def_lokhir	1.0000
wh2_dlc11_art_set_vmp_bloodline_blood_dragon_01	general				false	true	wh2_dlc11_vmp_bloodline_blood_dragon	1.0000
wh2_dlc11_art_set_vmp_bloodline_lahmian_01	general				false	true	wh2_dlc11_vmp_bloodline_lahmian	1.0000
wh2_dlc11_art_set_vmp_bloodline_necrarch_01	general				false	true	wh2_dlc11_vmp_bloodline_necrarch	1.0000
wh2_dlc11_art_set_vmp_bloodline_strigoi_01	general				false	true	wh2_dlc11_vmp_bloodline_strigoi	1.0000
wh2_dlc11_art_set_vmp_bloodline_von_carstein_01	general				false	true	wh2_dlc11_vmp_bloodline_von_carstein	1.0000
wh2_dlc12_art_set_lzd_lord_kroak_01	wizard				false	true	wh2_dlc12_lzd_lord_kroak	0.9000
wh2_dlc12_art_set_lzd_lord_kroak_01_boss	wizard				false	true	wh2_dlc12_lzd_lord_kroak_boss	0.9000
wh2_dlc12_art_set_lzd_red_crested_skink_chief_01	general				false	true	wh2_dlc12_lzd_red_crested_skink_chief	1.0000
wh2_dlc12_art_set_lzd_red_crested_skink_chief_02	general				false	true	wh2_dlc12_lzd_red_crested_skink_chief	1.0000
wh2_dlc12_art_set_lzd_red_crested_skink_chief_03	general				false	true	wh2_dlc12_lzd_red_crested_skink_chief	1.0000
wh2_dlc12_art_set_lzd_red_crested_skink_chief_legendary	general				false	true	wh2_dlc12_lzd_red_crested_skink_chief_legendary	1.0000
wh2_dlc12_art_set_skv_ikit_claw	general				false	true	wh2_dlc12_skv_ikit_claw	1.0000
wh2_dlc12_art_set_skv_warlock_master_01	general				false	true	wh2_dlc12_skv_warlock_master	1.0000
wh2_dlc12_art_set_skv_warlock_master_02	general				false	true	wh2_dlc12_skv_warlock_master	1.0000
wh2_dlc12_art_set_skv_warlock_master_03	general				false	true	wh2_dlc12_skv_warlock_master	1.0000
wh2_dlc12_art_set_skv_warlock_master_04	general				false	true	wh2_dlc12_skv_warlock_master	1.0000
wh2_dlc12_art_set_skv_warlock_master_05	general				false	true	wh2_dlc12_skv_warlock_master	1.0000
wh2_dlc12_lzd_tehenhauin_01	general				false	true	wh2_dlc12_lzd_tehenhauin	1.0000
wh2_dlc12_lzd_tiktaqto	general				false	true	wh2_dlc12_lzd_tiktaqto	1.0000
wh2_dlc13_art_set_emp_hunter_doctor_hertwig_van_hal	spy				false	true	wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	1.0000
wh2_dlc13_art_set_emp_hunter_jorek_grimm_0	engineer				false	true	wh2_dlc13_emp_hunter_jorek_grimm	1.0000
wh2_dlc13_art_set_emp_hunter_kalara_of_wydrioth_0	spy				false	true	wh2_dlc13_emp_hunter_kalara_of_wydrioth	1.0000
wh2_dlc13_art_set_emp_hunter_rodrik_l_anguille_0	champion				false	true	wh2_dlc13_emp_hunter_rodrik_l_anguille	1.0000
wh2_dlc13_art_set_emp_markus_wulfhart_0	general				false	true	wh2_dlc13_emp_cha_markus_wulfhart	1.0000
wh2_dlc13_at_set_emp_huntsmarshal_01	general				false	true	wh2_dlc13_emp_cha_huntsmarshal	1.0000
wh2_dlc13_at_set_emp_huntsmarshal_02	general				false	true	wh2_dlc13_emp_cha_huntsmarshal	1.0000
wh2_dlc13_at_set_emp_huntsmarshal_03	general				false	true	wh2_dlc13_emp_cha_huntsmarshal	1.0000
wh2_dlc13_lzd_gor_rok_01	general				false	true	wh2_dlc13_lzd_gor_rok	1.0000
wh2_dlc13_lzd_kroxigor_ancient_01	general				false	true	wh2_dlc13_lzd_kroxigor_ancient	1.0000
wh2_dlc13_lzd_kroxigor_ancient_02	general				false	true	wh2_dlc13_lzd_kroxigor_ancient	1.0000
wh2_dlc13_lzd_kroxigor_ancient_03	general				false	true	wh2_dlc13_lzd_kroxigor_ancient	1.0000
wh2_dlc13_lzd_kroxigor_ancient_horde_01	general				false	true	wh2_dlc13_lzd_kroxigor_ancient_horde	1.0000
wh2_dlc13_lzd_kroxigor_ancient_horde_02	general				false	true	wh2_dlc13_lzd_kroxigor_ancient_horde	1.0000
wh2_dlc13_lzd_kroxigor_ancient_horde_03	general				false	true	wh2_dlc13_lzd_kroxigor_ancient_horde	1.0000
wh2_dlc13_lzd_nakai_01	general				false	true	wh2_dlc13_lzd_nakai	1.0000
wh2_dlc13_lzd_red_crested_skink_chief_horde_01	general				false	true	wh2_dlc13_lzd_red_crested_skink_chief_horde	1.0000
wh2_dlc13_lzd_red_crested_skink_chief_horde_02	general				false	true	wh2_dlc13_lzd_red_crested_skink_chief_horde	1.0000
wh2_dlc13_lzd_red_crested_skink_chief_horde_03	general				false	true	wh2_dlc13_lzd_red_crested_skink_chief_horde	1.0000
wh2_dlc13_lzd_saurus_old_blood_horde_01	general				false	true	wh2_dlc13_lzd_saurus_old_blood_horde	1.0000
wh2_dlc13_lzd_saurus_old_blood_horde_02	general				false	true	wh2_dlc13_lzd_saurus_old_blood_horde	1.0000
wh2_dlc13_lzd_saurus_old_blood_horde_03	general				false	true	wh2_dlc13_lzd_saurus_old_blood_horde	1.0000
wh2_dlc13_lzd_skink_chief_horde_01	spy				false	true	wh2_dlc13_lzd_skink_chief_horde	1.0000
wh2_dlc13_lzd_skink_chief_horde_02	spy				false	true	wh2_dlc13_lzd_skink_chief_horde	1.0000
wh2_dlc13_lzd_skink_chief_horde_03	spy				false	true	wh2_dlc13_lzd_skink_chief_horde	1.0000
wh2_dlc14_art_set_brt_henri_le_massif	champion				false	true	wh2_dlc14_brt_henri_le_massif	1.0000
wh2_dlc14_art_set_brt_repanse	general				false	true	wh2_dlc14_brt_repanse	1.0000
wh2_dlc14_art_set_def_high_beastmaster_01	general				false	true	wh2_dlc14_def_high_beastmaster	1.0000
wh2_dlc14_art_set_def_high_beastmaster_02	general				false	true	wh2_dlc14_def_high_beastmaster	1.0000
wh2_dlc14_art_set_def_high_beastmaster_03	general				false	true	wh2_dlc14_def_high_beastmaster	1.0000
wh2_dlc14_art_set_def_malus_darkblade_01	general				false	true	wh2_dlc14_def_malus_darkblade	1.0000
wh2_dlc14_art_set_def_malus_darkblade_tzarkan	general				false	true	wh2_dlc14_dummy_tzarkan	1.0000
wh2_dlc14_art_set_def_master_01	champion				false	true	wh2_dlc14_def_master	1.0000
wh2_dlc14_art_set_def_master_02	champion				false	true	wh2_dlc14_def_master	1.0000
wh2_dlc14_art_set_def_master_03	champion				false	true	wh2_dlc14_def_master	1.0000
wh2_dlc14_art_set_def_master_qb_general	general				false	true	wh2_dlc14_def_master	1.0000
wh2_dlc14_art_set_skv_eshin_sorcerer_01	wizard				false	true	wh2_dlc14_skv_eshin_sorcerer	1.0000
wh2_dlc14_art_set_skv_eshin_sorcerer_02	wizard				false	true	wh2_dlc14_skv_eshin_sorcerer	1.0000
wh2_dlc14_art_set_skv_eshin_sorcerer_03	wizard				false	true	wh2_dlc14_skv_eshin_sorcerer	1.0000
wh2_dlc14_art_set_skv_master_assassin_01	general				false	true	wh2_dlc14_skv_master_assassin	1.0000
wh2_dlc14_art_set_skv_master_assassin_02	general				false	true	wh2_dlc14_skv_master_assassin	1.0000
wh2_dlc14_art_set_skv_master_assassin_03	general				false	true	wh2_dlc14_skv_master_assassin	1.0000
wh2_dlc14_art_set_skv_snikch	general				false	true	wh2_dlc14_skv_deathmaster_snikch	1.0000
wh2_dlc14_art_set_skv_snikch_tzarkan	general				false	true	wh2_dlc14_dummy_tzarkan	1.0000
wh2_dlc15_art_set_black_dragon_01	general				false	true	wh2_dlc15_hef_black_dragon_boss_imrik	0.7000
wh2_dlc15_art_set_forest_dragon_01	general				false	true	wh2_dlc15_hef_forest_dragon_boss_imrik	0.7000
wh2_dlc15_art_set_grn_grom	general				false	true	wh2_dlc15_grn_grom_the_paunch	1.0000
wh2_dlc15_art_set_grn_river_troll_hag_01	runesmith				false	false	wh2_dlc15_grn_river_troll_hag	0.6500
wh2_dlc15_art_set_grn_river_troll_hag_02	runesmith				false	false	wh2_dlc15_grn_river_troll_hag	0.6500
wh2_dlc15_art_set_grn_river_troll_hag_03	runesmith				false	false	wh2_dlc15_grn_river_troll_hag	0.6500
wh2_dlc15_art_set_grn_river_troll_hag_04	runesmith				false	false	wh2_dlc15_grn_river_troll_hag	0.6500
wh2_dlc15_art_set_grn_river_troll_hag_05	runesmith				false	false	wh2_dlc15_grn_river_troll_hag	0.6500
wh2_dlc15_art_set_hef_archmage_01	general				false	true	wh2_dlc15_hef_archmage_high	1.0000
wh2_dlc15_art_set_hef_archmage_02	general				false	true	wh2_dlc15_hef_archmage_beasts	1.0000
wh2_dlc15_art_set_hef_archmage_03	general				false	true	wh2_dlc15_hef_archmage_death	1.0000
wh2_dlc15_art_set_hef_archmage_04	general				false	true	wh2_dlc15_hef_archmage_fire	1.0000
wh2_dlc15_art_set_hef_archmage_05	general				false	true	wh2_dlc15_hef_archmage_life	1.0000
wh2_dlc15_art_set_hef_archmage_06	general				false	true	wh2_dlc15_hef_archmage_light	1.0000
wh2_dlc15_art_set_hef_archmage_07	general				false	true	wh2_dlc15_hef_archmage_metal	1.0000
wh2_dlc15_art_set_hef_archmage_08	general				false	true	wh2_dlc15_hef_archmage_heavens	1.0000
wh2_dlc15_art_set_hef_archmage_09	general				false	true	wh2_dlc15_hef_archmage_shadows	1.0000
wh2_dlc15_art_set_hef_eltharion	general				false	true	wh2_dlc15_hef_eltharion	1.0000
wh2_dlc15_art_set_hef_imrik	general				false	true	wh2_dlc15_hef_imrik	1.0000
