faction_key	campaign_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_black_dragon		x	21
		1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_cold_one		x	11
		1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_pegasus		x	15
		1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_steed		x	6
		1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_manticore		x	17
		1	wh2_dlc10_skill_dwf_generic_oath_of_forging		x	2
		1	wh2_dlc10_skill_dwf_runesmith_generic_master_of_the_forge		x	2
		1	wh2_dlc10_skill_hef_alarielle_fire_and_blood_1		x	11
		1	wh2_dlc10_skill_hef_alarielle_mount_barded_ithilmar_steed		x	6
		1	wh2_dlc10_skill_hef_alarielle_mount_elven_steed		x	6
		1	wh2_dlc10_skill_hef_alarielle_mount_great_eagle		x	15
		1	wh2_dlc10_skill_hef_alarielle_tradition_1		x	11
		1	wh2_dlc10_skill_hef_alarielle_unique_chaos_bane		x	13
		1	wh2_dlc10_skill_hef_alarielle_unique_ishas_blessing		x	7
		1	wh2_dlc10_skill_hef_alarielle_unique_touch_of_the_everqueen		x	11
		1	wh2_dlc10_skill_hef_alarielle_unique_ward_of_isha		x	7
		1	wh2_dlc10_skill_hef_alith_anar_unique_infiltrator		x	7
		1	wh2_dlc10_skill_hef_alith_anar_unique_no_rest_for_wicked		x	11
		1	wh2_dlc10_skill_hef_alith_anar_unique_revenant		x	9
		1	wh2_dlc10_skill_hef_handmaiden_barded_ithilmar_steed		x	6
		1	wh2_dlc10_skill_hef_handmaiden_diplomat_0		x	11
		1	wh2_dlc10_skill_hef_handmaiden_diplomat_1		x	11
		1	wh2_dlc10_skill_hef_handmaiden_diplomat_2		x	11
		1	wh2_dlc10_skill_hef_handmaiden_diplomat_3		x	11
		1	wh2_dlc10_skill_hef_handmaiden_elven_steed		x	3
		1	wh2_dlc10_skill_hef_handmaiden_favoured_of_isha		x	15
		1	wh2_dlc10_skill_hef_handmaiden_lieutenant_0		x	11
		1	wh2_dlc10_skill_hef_handmaiden_lieutenant_1		x	11
		1	wh2_dlc10_skill_hef_handmaiden_lieutenant_2		x	11
		1	wh2_dlc10_skill_hef_handmaiden_lieutenant_3		x	11
		1	wh2_dlc10_skill_hef_handmaiden_protector_0		x	11
		1	wh2_dlc10_skill_hef_handmaiden_protector_1		x	11
		1	wh2_dlc10_skill_hef_handmaiden_protector_2		x	11
		1	wh2_dlc10_skill_hef_handmaiden_protector_3		x	11
		1	wh2_dlc10_skill_hef_mage_heavens_mount_elven_steed		x	6
		1	wh2_dlc10_skill_hef_mage_heavens_mount_ithilmar_chariot		x	13
		1	wh2_dlc10_skill_hef_mage_shadows_mount_elven_steed		x	6
		1	wh2_dlc10_skill_hef_mage_shadows_mount_ithilmar_chariot		x	13
		1	wh2_dlc11_skill_cst_agent_crime_1		x	8
		1	wh2_dlc11_skill_cst_agent_crime_2		x	8
		1	wh2_dlc11_skill_cst_agent_crime_3		x	8
		1	wh2_dlc11_skill_cst_aranessa_unique_0		x	11
		1	wh2_dlc11_skill_cst_arsonist_aranessa		x	8
		1	wh2_dlc11_skill_cst_cylostra_unique_0		x	11
		1	wh2_dlc11_skill_cst_cylostra_unique_1		x	2
		1	wh2_dlc11_skill_cst_cylostra_unique_2		x	5
		1	wh2_dlc11_skill_cst_cylostra_unique_3		x	8
		1	wh2_dlc11_skill_cst_cylostra_unique_4		x	11
		1	wh2_dlc11_skill_cst_cylostra_unique_5		x	11
		1	wh2_dlc11_skill_cst_lokhir_mount_maelstrom		x	17
		1	wh2_dlc11_skill_cst_lokhir_unique_0		x	11
		1	wh2_dlc11_skill_cst_lord_crime_0		x	8
		1	wh2_dlc11_skill_cst_lord_crime_1		x	8
		1	wh2_dlc11_skill_cst_lord_crime_2		x	8
		1	wh2_dlc11_skill_cst_lord_crime_2_sword		x	8
		1	wh2_dlc11_skill_cst_lord_crime_3		x	8
		1	wh2_dlc11_skill_cst_loyal_lord		x	29
		1	wh2_dlc11_skill_cst_luthor_unique_0		x	11
		1	wh2_dlc11_skill_cst_misc_1		x	4
		1	wh2_dlc11_skill_cst_misc_2		x	9
		1	wh2_dlc11_skill_cst_misc_haunter_of_the_dark		x	4
		1	wh2_dlc11_skill_cst_mount_admiral_death_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_deep_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_fem_death_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_fem_deep_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_fem_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_tech_01_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_tech_02_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_tech_03_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_admiral_tech_04_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_aranessa_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_cylostra_rotting_leviathan		x	17
		1	wh2_dlc11_skill_cst_mount_fleet_captain_death_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_fleet_captain_deep_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_fleet_captain_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_gunnery_wight_rotting_promethean		x	9
		1	wh2_dlc11_skill_cst_mount_harkon_death_shriek_terrorgheist		x	17
		1	wh2_dlc11_skill_cst_mount_noctilus_necrofex_colossus		x	17
		1	wh2_dlc11_skill_cst_noctilus_unique_0		x	11
		1	wh2_dlc11_skill_cst_noctilus_unique_1		x	11
		1	wh2_dlc11_skill_cst_noctilus_unique_2		x	11
		1	wh2_dlc11_skill_cst_noctilus_unique_3		x	11
		1	wh2_dlc11_skill_cst_noctilus_unique_4		x	11
		1	wh2_dlc11_skill_cst_noctilus_unique_5		x	11
		1	wh2_dlc11_skill_cst_poacher_aranessa		x	8
		1	wh2_dlc11_skill_cst_smuggler_aranessa		x	8
		1	wh2_dlc11_skill_emp_boris_unique_imperial_griffon		x	15
		1	wh2_dlc11_skill_emp_boris_unique_imperial_pegasus		x	11
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_barded_nightmare		x	7
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_doomrider		x	9
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_grave_sentinels		x	9
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_hellsteed		x	9
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_the_ordo_draconis		x	9
		1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_zombie_dragon		x	17
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_barded_nightmare		x	7
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_deathly_vigour		x	5
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_hellsteed		x	9
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_hive_mind		x	9
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_queen_bee		x	9
		1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_zombie_dragon		x	17
		1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_barded_nightmare		x	7
		1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_cynosure		x	5
		1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_hellsteed		x	9
		1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_zombie_dragon		x	17
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_curse_of_vorag		x	9
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_grave_eaters		x	5
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_infinite_hatred		x	9
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_monstrosities_of_morr		x	9
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_terrorgheist		x	19
		1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_the_grotesque_court		x	9
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_barded_nightmare		x	7
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_benevolent_overlord		x	9
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_cattle_herder		x	9
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_fell_nest		x	9
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_hellsteed		x	9
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_sylvanian_marksmen		x	4
		1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_zombie_dragon		x	17
		1	wh2_dlc11_skill_vmp_isabella_unique_5		x	11
		1	wh2_dlc11_skill_vmp_lord_unique_kemmler_barded_nightmare		x	7
		1	wh2_dlc12_skill_brt_hidden_skill_all_bretonnian_vows_king_louen		x	1
		1	wh2_dlc12_skill_brt_hidden_skill_bretonnian_knights_vow_alberic		x	1
		1	wh2_dlc12_skill_lzd_kroak_campaign_irrepressible		x	14
		1	wh2_dlc12_skill_lzd_lord_kroak_colossal_deliverance		x	9
		1	wh2_dlc12_skill_lzd_lord_kroak_colossal_deliverance_cooldown		x	19
		1	wh2_dlc12_skill_lzd_lord_kroak_eternity_guardians		x	11
		1	wh2_dlc12_skill_lzd_lord_kroak_first_spawn		x	11
		1	wh2_dlc12_skill_lzd_lord_kroak_greater_ward_of_the_old_ones		x	11
		1	wh2_dlc12_skill_lzd_lord_kroak_ultimate_deliverance		x	19
		1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_ancient_stegadon		x	20
		1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_horned_one		x	6
		1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_ripperdactyl		x	9
		1	wh2_dlc12_skill_lzd_red_crested_skink_chief_warriors_crest		x	11
		1	wh2_dlc12_skill_lzd_skink_chief_mount_ancient_stegadon		x	20
		1	wh2_dlc12_skill_lzd_skink_priest_beasts_mount_ancient_stegadon		x	23
		1	wh2_dlc12_skill_lzd_skink_priest_beasts_mount_ancient_stegadon_engine_gods		x	26
		1	wh2_dlc12_skill_lzd_skink_priest_heavens_mount_ancient_stegadon		x	23
		1	wh2_dlc12_skill_lzd_skink_priest_heavens_mount_ancient_stegadon_engine_gods		x	26
		1	wh2_dlc12_skill_lzd_tehenhauin_0		x	11
		1	wh2_dlc12_skill_lzd_tehenhauin_4		x	11
		1	wh2_dlc12_skill_lzd_tehenhauin_mount_ancient_stegadon_engine_gods		x	19
		1	wh2_dlc12_skill_lzd_tehenhauin_mount_horned_one		x	6
		1	wh2_dlc12_skill_lzd_tehenhauin_mount_ripperdactyl		x	9
		1	wh2_dlc12_skill_lzd_tiktaqto_unique_precision_strike		x	11
		1	wh2_dlc12_skill_lzd_tlaqua_skink_priest_beasts_mount_ancient_stegadon_engine_gods		x	26
		1	wh2_dlc12_skill_lzd_tlaqua_skink_priest_heavens_mount_ancient_stegadon_engine_gods		x	26
		1	wh2_dlc12_skill_skv_engineer_unique_0		x	9
		1	wh2_dlc12_skill_skv_engineer_unique_1		x	9
		1	wh2_dlc12_skill_skv_engineer_unique_2		x	12
		1	wh2_dlc12_skill_skv_engineer_unique_3		x	12
		1	wh2_dlc12_skill_skv_engineer_unique_4		x	12
		1	wh2_dlc12_skill_skv_ikit_mount_doom_flayer		x	6
		1	wh2_dlc12_skill_skv_ikit_mount_doomwheel		x	14
		1	wh2_dlc12_skill_skv_ikit_unique_0		x	9
		1	wh2_dlc12_skill_skv_warlock_master_mount_doom_flayer		x	6
		1	wh2_dlc12_skill_skv_warlock_master_mount_doomwheel		x	14
		1	wh2_dlc13_skill_emp_hertwig_unique_sigmars_will		x	9
		1	wh2_dlc13_skill_emp_jorek_unique_resourceful		x	9
		1	wh2_dlc13_skill_emp_kalara_unique_endurance		x	9
		1	wh2_dlc13_skill_emp_rodrik_unique_experienced_plunderer		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_0		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_1		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_2		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_3		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_4		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_5		x	9
		1	wh2_dlc13_skill_emp_wulfhart_unique_6		x	9
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_misc_2		x	7
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_0		x	9
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_1		x	9
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_2		x	9
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_3		x	11
		1	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_4		x	11
		1	wh2_dlc13_skill_lzd_gor_rok_unique_0		x	9
		1	wh2_dlc13_skill_lzd_gor_rok_unique_1		x	9
		1	wh2_dlc13_skill_lzd_gor_rok_unique_2		x	9
		1	wh2_dlc13_skill_lzd_gor_rok_unique_3		x	9
		1	wh2_dlc13_skill_lzd_gor_rok_unique_4		x	9
		1	wh2_dlc13_skill_lzd_gor_rok_unique_5		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_0		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_1		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_2		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_3		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_4		x	9
		1	wh2_dlc13_skill_lzd_nakai_unique_5		x	9
		1	wh2_dlc14_skill_brt_henri_le_massif_bannermen		x	15
		1	wh2_dlc14_skill_brt_henri_le_massif_chain_mail		x	4
		1	wh2_dlc14_skill_brt_henri_le_massif_hippogryph		x	13
		1	wh2_dlc14_skill_brt_henri_le_massif_slayer_of_beasts		x	7
		1	wh2_dlc14_skill_brt_repanse_banner_of_lyonesse		x	9
		1	wh2_dlc14_skill_brt_repanse_the_peoples_hero		x	8
		1	wh2_dlc14_skill_def_beastmaster_cold_ones		x	7
		1	wh2_dlc14_skill_def_high_beastmaster_mount_manticore		x	13
		1	wh2_dlc14_skill_def_high_beastmaster_mount_scourgerunner_chariot		x	8
		1	wh2_dlc14_skill_def_lord_beast_tamer		x	12
		1	wh2_dlc14_skill_def_malus_mount_spite		x	6
		1	wh2_dlc14_skill_def_malus_unique_cold_heart		x	8
		1	wh2_dlc14_skill_def_malus_unique_contempt_and_hatred		x	14
		1	wh2_dlc14_skill_def_malus_unique_drachau_tyrant		x	10
		1	wh2_dlc14_skill_def_malus_unique_malus_cooldowns		x	7
		1	wh2_dlc14_skill_def_malus_unique_tzarkan_cooldowns		x	7
		1	wh2_dlc14_skill_def_master_mount_cold_one		x	8
		1	wh2_dlc14_skill_def_master_mount_cold_one_chariot		x	12
		1	wh2_dlc14_skill_def_master_mount_dark_pegasus		x	12
		1	wh2_dlc14_skill_def_master_mount_dark_steed		x	6
		1	wh2_dlc14_skill_def_master_unique_noble_born		x	3
		1	wh2_dlc14_skill_def_master_unique_sycophantic_schemer		x	5
		1	wh2_dlc14_skill_def_master_unique_weakness_abhorred		x	7
		1	wh2_dlc14_skill_skv_eshin_sorceror_magic_warpfireball		x	7
		1	wh2_dlc14_skill_skv_eshin_sorceror_unique_cathayan_training		x	6
		1	wh2_dlc14_skill_skv_eshin_sorceror_unique_defense		x	4
		1	wh2_dlc14_skill_skv_master_assassin_expert_ambusher		x	5
		1	wh2_dlc14_skill_skv_snikch_expert_thief		x	5
		1	wh2_dlc14_skill_skv_snikch_from_the_shadows		x	15
		1	wh2_dlc14_skill_skv_snikch_hero_self_defence		x	7
		1	wh2_dlc14_skill_skv_snikch_jump_scare		x	7
		1	wh2_dlc15_skill_all_magic_all_11_arcane_conduit_levelreq		x	7
		1	wh2_dlc15_skill_grn_champion_unique_black_orc_big_boss_back_on_yer_feet		x	13
		1	wh2_dlc15_skill_grn_fermented_fungi_skarsnik		x	11
		1	wh2_dlc15_skill_grn_grom_comin_back		x	9
		1	wh2_dlc15_skill_grn_grom_down_to_size		x	5
		1	wh2_dlc15_skill_grn_grom_great_immensity		x	11
		1	wh2_dlc15_skill_grn_lord_battle_goblintide		x	9
		1	wh2_dlc15_skill_grn_river_troll_hag_bag_batterin		x	15
		1	wh2_dlc15_skill_grn_river_troll_hag_slimy_shanks		x	7
		1	wh2_dlc15_skill_grn_river_troll_hag_teach_em_right		x	9
		1	wh2_dlc15_skill_grn_spy_unique_goblin_big_boss_ambusher		x	5
		1	wh2_dlc15_skill_grn_they_needs_stabbin		x	11
		1	wh2_dlc15_skill_hef_alastar_ancestral_axes		x	9
		1	wh2_dlc15_skill_hef_alastar_clearcutting_maneuvers		x	7
		1	wh2_dlc15_skill_hef_alastar_lions_pride		x	11
		1	wh2_dlc15_skill_hef_alastar_white_lion_chariot		x	8
		1	wh2_dlc15_skill_hef_archmage_absolute_control		x	13
		1	wh2_dlc15_skill_hef_archmage_beasts_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_beasts_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_beasts_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_beasts_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_crackling_potency		x	9
		1	wh2_dlc15_skill_hef_archmage_death_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_death_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_death_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_death_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_fire_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_fire_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_fire_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_fire_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_greater_ward		x	7
		1	wh2_dlc15_skill_hef_archmage_heavens_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_heavens_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_heavens_mount_ithilmar_chariot		x	13
