key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
wh2_dlc09_lord_trait_tmb_settra	Settra the Imperishable is the king of all Tomb Kings. He is a ruthless leader whose thirst for conquest knows no bounds. Settra's power is far greater than any other Tomb King, and his unyielding will is such that he never needs to return to his sarcophagus to rest.	Imperishable	faction	1	character.png	false	false	true
wh2_dlc09_payload_dilemma_almighty_monuments_first	Geheb's gifts empower our warriors.	Monument to Geheb	faction	1	weapon_damage.png	true	false	true
wh2_dlc09_payload_dilemma_almighty_monuments_second	Khsar's gifts empower our riders.	Monument to Khsar	faction	1	charge.png	true	false	true
wh2_dlc09_payload_dilemma_crumbling_buildings_first	This building shall not fall. We shall see that it is restored.	Reinforced Temple	faction	1	income.png	true	false	true
wh2_dlc09_payload_dilemma_drying_rivers_first	What need have we of water? The sand is our source of our sustenance and power.	Dried-Up River	faction	1	income.png	true	false	true
wh2_dlc09_payload_dilemma_drying_rivers_second	Make it happen - we will continue to use these waters.	Flowing River	faction	1	income.png	true	false	true
wh2_dlc09_payload_dilemma_eternal_servitude_first	I am sure we can spare some extra bodies to ease the Liche Priests' burden.	Servants Sent	faction	1	magic_character.png	true	false	true
wh2_dlc09_payload_dilemma_eternal_servitude_second	The Liche Priests' work is for the benefit of all Nehekhara - give them all the resources they require.	Sufficient Servants	faction	1	magic_character.png	true	false	true
wh2_dlc09_payload_dilemma_glorious_structures_first	Our restored buildings will produce ever-greater troop numbers!	Militia Restored	faction	1	treasury.png	true	false	true
wh2_dlc09_payload_dilemma_glorious_structures_second	Our lands will shine once again with the wealth and prosperity!	Settlements Restored	faction	1	treasury.png	true	false	true
wh2_dlc09_payload_dilemma_liche_priest_first	Let's see how he views the concept of loyalty one thousand years hence!	Liche Priest Buried	faction	1	treasury.png	true	false	true
wh2_dlc09_payload_dilemma_liche_priest_second	In the final analysis, he is our servant; he will feel an overwhelming urge to obey!	Liche Priest Ignored	faction	1	agent.png	true	false	true
wh2_dlc09_payload_dilemma_scaly_sacrifice_first	There are bigger lizards to fry than this pathetic band. Onwards!	Moving Forward	faction	1	campaign_movement.png	true	false	true
wh2_dlc09_payload_dilemma_scaly_sacrifice_second	How convenient! These sacrifices were just waiting for our arrival - fetch the altar!	Lizard Sacrifice	faction	1	experience.png	true	false	true
wh2_dlc09_payload_dilemma_sinking_pyramid_first	There are always more bones to be unearthed and reanimated…	Servants Sacrificed	faction	1	growth.png	true	false	true
wh2_dlc09_payload_dilemma_sinking_pyramid_second	No matter the order, our troops obey to the bitter end and beyond.	Warriors Sacrificed	faction	1	replenishment.png	true	false	true
wh2_dlc09_payload_dilemma_soulless_sphinx_first	Although the source of this sphinx's power is unknown to us, its strength cannot be denied!	Unknown Soul	faction	1	melee.png	true	false	true
wh2_dlc09_payload_dilemma_soulless_sphinx_second	Those gods banished from our pantheon were exiled for good reason, we cannot risk their return to this plane of existence.	Sphinx Destroyed	faction	1	melee.png	true	false	true
wh2_dlc09_payload_dilemma_stray_mortals_first	We have no need for mortals, who require care and sustenance beyond the binding spell. They won't make it out of the desert alive.	Lost to the Desert	faction	1	public_order.png	true	false	true
wh2_dlc09_payload_dilemma_stray_mortals_second	Alive or dead, it matters not. These creatures will serve us one way or another.	Living Servants	faction	1	growth.png	true	false	true
wh2_dlc09_payload_dilemma_the_banisher_first	Those troops in the service of a Tomb King should march with him into the afterlife, forever at his side.	Burial	faction	1	morale.png	true	false	true
wh2_dlc09_payload_improved_agent_tmb_liche_priest	Your Liche Priests have been greatly improved!	Ancient Liche Priests	faction	1	wizard.png	true	false	true
wh2_dlc09_payload_improved_agent_tmb_necrotect	Your Necrotects have been greatly improved!	Advanced Necrotects	faction	1	necrotect.png	true	false	true
wh2_dlc09_payload_improved_agent_tmb_tomb_prince	Your Tomb Princes have been greatly improved!	Illustrious Tomb Princes	faction	1	tomb_prince.png	true	false	true
wh2_dlc09_payload_incident_a_noble_mistake	The Bretonnians will pay dearly for such mistakes.	Foolish Bretonnians	faction	1	diplomacy.png	true	false	true
wh2_dlc09_payload_incident_boiling_point	This liquid concoction is more effective than it looks!	Incinerated Bones	faction	1	armour.png	true	false	true
wh2_dlc09_payload_incident_cache_of_asaph	The sky will turn black when our arrows are loosed as one!	Blessed Arrows	faction	1	ranged_damage.png	true	false	true
wh2_dlc09_payload_incident_glimpse_into_the_realm	It has to be a mistake! This cannot be all there is!	Broken Soul	faction	1	campaign_movement.png	true	false	true
wh2_dlc09_payload_incident_jungle_warriors	These jungles hold untold secrets, if you are bold enough to search for them!	Jungle Secrets	faction	1	campaign_movement.png	true	false	true
wh2_dlc09_payload_incident_liquid_sand	The desert giveth and the desert taketh away. It is the order of things.	Quicksand	faction	1	campaign_movement.png	true	false	true
wh2_dlc09_payload_incident_memories_of_the_past	Reminders of their former lives induce rage in our Unliving Lords.	False Life	faction	1	morale.png	true	false	true
wh2_dlc09_payload_incident_paychest_mercenaries	These armies will be stopped dead before they even embark!	Mercenaries	faction	1	agent.png	true	false	true
wh2_dlc09_payload_incident_riders_graveyard	Those strong horse bones will improve our cavalry no end!	Strong Breed	faction	1	experience.png	true	false	true
wh2_dlc09_payload_incident_undead_pirates	Behold! The Lore of Nehekhara!	Magic Unleashed	faction	1	magic_campaign.png	true	false	true
wh2_dlc09_payload_incident_unearthed_knowledge	These ancient writings contain knowledge yet untold.	Fresh Transcripts	faction	1	melee.png	true	false	true
wh2_dlc09_payload_morale_versus_bretonnia	Your warriors relish the opportunity to do battle with the Bretonnian dukedoms.	Bretonnian Conflict	faction	1	morale.png	true	false	true
wh2_dlc09_payload_morale_versus_tomb_kings	Your warriors relish the opportunity to do battle with the Tomb Kings.	Tomb King Conflict	faction	1	morale.png	true	false	true
wh2_dlc09_payload_training_cavalry	Your armies are focusing on cavalry training.	Cavalry Focus	faction	1	experience.png	true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_1			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_10			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_11			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_12			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_13			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_14			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_15			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_16			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_17			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_18			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_19			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_2			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_20			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_21			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_22			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_23			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_24			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_25			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_3			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_4			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_5			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_6			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_7			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_8			faction	0		true	false	true
wh2_dlc09_ritual_crafting_tmb_army_capacity_9			faction	0		true	false	true
wh2_dlc09_ritual_skv_thirteen_rictus	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	faction	1	effect_rite.png	true	false	true
wh2_dlc09_ritual_tmb_geheb	{{tr:wh2_dlc09_ritual_tmb_geheb_description}}	Great Incantation of Geheb	faction	1	effect_rite.png	true	false	true
wh2_dlc09_ritual_tmb_khsar	{{tr:wh2_dlc09_ritual_tmb_khsar_description}}	Great Incantation of Khsar	faction	1	effect_rite.png	true	false	true
wh2_dlc09_ritual_tmb_tahoth	{{tr:wh2_dlc09_ritual_tmb_tahoth_description}}	Great Incantation of Tahoth	faction	1	effect_rite.png	true	false	true
wh2_dlc09_settra_sacrifice	Phakth is pleased with his tribute. As the knife strikes home and the Norscan exhales his last, a glow suffuses Settra's troop, and a bright beam pierces the firmament, highlighting a point of land far-distant. A Liche Priest produces a map and marks the destination. 	Phakth's Blessing	faction	1	replenishment.png	true	false	true
wh2_dlc09_settra_skeleton_rank	The Liche Priests bend to their work. As the Norscan is swiftly denuded, he babbles the source of his wealth: Ice Tooth Mountain. His outsized skeleton is soon back on its feet; it is an impressive specimen indeed. Settra commands it to lead the way to the resting-place of his crown. 	Fresh Bones	faction	1	experience.png	true	false	true
wh2_dlc09_the_blessed_blade_of_ptra_reward_1	The new labourers toil under the Necrotects' whips. In time, Settra walks the path to the King’s Valley, where mighty statues of the gods, and kings of dynasties past, stand in eternal splendour. And towering at their head, Settra himself: a gleaming vision of polished marble, studded with glinting jewels and gold filigree. The tribute is a fitting one; Settra is pleased. The Necrotects and their new charges have served him well. He commands their deployment across his burgeoning new kingdom.	Nehekharan Splendour	faction	1	construction.png	true	false	true
wh2_dlc09_the_blessed_blade_of_ptra_reward_2	Word of this new wonder has spread throughout the kingdom. The denizens of Nehekhara feel pride, something they have not felt in an age. Settra rebuilds! Nehekhara will be made glorious again!	Nehekharan Pride	faction	1	public_order_happy.png	true	false	true
wh2_dlc09_tmb_arkhan_tomb_blade_of_arkhan_stage_3a		Ancient Artifacts	faction	1	technology.png	true	false	true
wh2_dlc09_tmb_arkhan_tomb_blade_of_arkhan_stage_3b		Mark of the Necromancer	faction	1	diplomacy.png	true	false	true
wh2_dlc09_tomb_king_difficulty_AI_easy			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_AI_hard			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_AI_legendary			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_AI_normal			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_AI_very_hard			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_player_easy			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_player_hard			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_player_legendary			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_player_normal			faction	0		true	false	true
wh2_dlc09_tomb_king_difficulty_player_very_hard			faction	0		true	false	true
wh2_dlc09_tomb_king_victory	Across the lands of Nehekhara the sands lay still and the great cacophony of battle is silent for now. Victory is yours!	Victory!	faction	1	books_of_nagash.png	true	false	true
wh2_dlc10_alarielle_start_ap_bonus	All will feel the strength and beauty of Alarielle – the bodies of those who dare defy the Everqueen will be pierced by her sheer radiance!	Mother & Protector	faction	1	armour_piercing.png	true	false	true
wh2_dlc10_alith_anar_assassination_hellebron	Nothing shall move the Shadow King, not even the wailing, screeching attacks of the Crone.	Slay the Blood Queen	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_malekith	To stand as the Witch King's executioner is to reach into the black heart of every Dark Elf and squeeze!	Kill Malekith	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_morathi	With the death of Morathi, an age of enlightenment shall spread across a land once draped in shadow.	Murder Morathi 	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_1	Peace is achieved only when there's nothing left to kill!	Call to Kill 	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_2	The Shadowlands has a new enemy; the king must act and cull the threat before it festers into war.	The Culling	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_3	The Shadow King will do anything to protect his realm. His warriors have learned of a threat that needs silencing.	A Fresh Target	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_dark_elf_1	Peace when the Druchii still breathe? Not for the Shadow King!	Slaughter the Sycophant	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_dark_elf_2	War or peace - it matters not, a Druchii is always a viable target. The less of their treacherous kind exist, the safer Nagarythe will be.	There is Never Peace	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_peace_dark_elf_3	Loec’s ravens squawk the name of another of Malekith’s minions to slay. Their time can be measured in mere moments from now on.	Druchii Slayer	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_1	War comes and the Shadow King shall be at its forefront.	War Crime	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_2	Those who provoke the Shadow King to war surely do not value life, for they will be deprived of it soon enough!	War with the Shadow	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_3	Although a High Elf, Anar does not play by the same rules as his noble kin; war is not just fought on the battlefield.	Shadow War	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_dark_elf_1	Alith Anar's gruesome reputation spreads amongst the Dark Elves!	Kill the Druchii Scum 	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_dark_elf_2	Loec, the God of Deadly Dances, has given Anar a name - a Dark Elf whose own dance should end, war or not.	Murderous Dance	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_alith_anar_assassination_war_dark_elf_3	The only good Druchii is a dead one. To aid the war, Anar must hunt once more; now he knows the identity of his prey.	Stalk & Slay	faction	1	dlc10_assassination_targets.png	true	false	true
wh2_dlc10_bundle_alarielle_corruption_0	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_dlc10_bundle_anc_magic_standard_banner_of_avelorn		Banner of Avelorn	character	1	public_order.png	true	false	true
wh2_dlc10_bundle_blood_voyage	The Blood Voyage has been spat forth from Har Ganeth and marches upon Ulthuan!	Blood Voyage	force	1	dlc10_blood_voyage.png	true	false	true
wh2_dlc10_bundle_blood_voyage_active	[[col:red]]WARNING: The [[img:blood_voyage]][[/img]]Blood Voyage is currently active and is targeting Ulthuan - if possible you should prepare defences![[/col]]	Blood Voyage Active	faction	1	dlc10_blood_voyage.png	true	false	true
wh2_dlc10_bundle_blood_voyage_player	The Blood Voyage has been spat forth from Har Ganeth; it is yours to command!	Blood Voyage	force	1	dlc10_blood_voyage.png	true	false	true
wh2_dlc10_bundle_death_night_alarielle	Alarielle the Radiant! There's no finer target than one so beautiful; Khaine will surely approve your violence against her!	Khaine's Reward	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_bundle_death_night_morathi	Long has Morathi held the secrets to eternal youth; they are kept from you no longer!	Morathi's Secrets	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_bundle_death_night_morathi_untainted	For Khaine to reign supreme – as god of gods – Chaos must be stripped from these lands.	Purge of Chaos	faction	1	corruption.png	true	false	true
wh2_dlc10_bundle_monster_hunt_army_rampage			force	0		true	false	true
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	Uses Shadow Realm Pathways to traverse the world.	Stance: Use Shadow Realm Pathways	force	1	subterranean.png	true	false	true
wh2_dlc10_dark_elf_fortress_gate			region	0		true	false	true
wh2_dlc10_death_night_effect_1	All but a withered husk, Hellebron must bathe in the blood of the murdered if she and her coven are to be revitalised.	Crone	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_death_night_effect_2	How unfair! Why does Morathi not suffer this curse? Hellebron's true age is revealed without the lustre of Death Night!	Bitter 	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_death_night_effect_3	All must bow before the Bride of Khaine, and even then they will be needed to fill the cauldron!	Respected	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_death_night_effect_4	The Crone stalks the lands and her followers revel in the slaughter - such a wonderous time!	Joyous	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_death_night_effect_5	The Blood Queen is young - all who witness her beatific aspect are caught in its lethal glamour.	Blood Queen	faction	1	dlc10_death_night.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_1	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 69%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_10	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 100%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_2	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 72%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_3	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 76%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_4	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 79%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_5	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 82%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_6	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 86%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_7	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 89%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_8	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 93%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_all_9	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 96%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_1	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 31%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_10	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 1%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_2	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 28%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_3	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 24%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_4	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 21%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
wh2_dlc10_defender_of_ulthuan_inner_5	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 18%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true	false	true
