key	owner_bundle	faction_swapping_id	hidden_settlement_override	terrain_patch_area	unnamed colour group_1
wh3_main_chaos_region_bloodwind_keep		emp	false		39568D
wh3_main_chaos_region_bohsenfels		emp	false		3257AB
wh3_main_chaos_region_bolgasgrad		emp	false		E07B82
wh3_main_chaos_region_brass_keep		emp	false		627CC7
wh3_main_chaos_region_bridge_of_brass		emp	false		35C8C0
wh3_main_chaos_region_bridge_of_heaven		emp	false		1D8206
wh3_main_chaos_region_broekwater		emp	false		36A0C5
wh3_main_chaos_region_castle_alexandronov		emp	false		2F1904
wh3_main_chaos_region_castle_drachenfels		emp	false		1CB80D
wh3_main_chaos_region_castle_drakenhof		emp	false		D01A3C
wh3_main_chaos_region_chasm_of_torment		emp	false		3EAF5E
wh3_main_chaos_region_chimera_plateau		emp	false		D16F6F
wh3_main_chaos_region_city_of_monkeys		emp	false		AD24BA
wh3_main_chaos_region_city_of_splinters		emp	false		149413
wh3_main_chaos_region_city_of_the_shugengan		emp	false		178C82
wh3_main_chaos_region_cliff_of_beasts		emp	false		69D828
wh3_main_chaos_region_crookback_mountain		emp	false		E58309
wh3_main_chaos_region_darkhold		emp	false		FB06AD
wh3_main_chaos_region_delberz		emp	false		7DB5D4
wh3_main_chaos_region_dharko_wharf		emp	false		22DD6C
wh3_main_chaos_region_dhazhyn		emp	false		B30484
wh3_main_chaos_region_dietershafen		emp	false		E8A053
wh3_main_chaos_region_doomkeep		emp	false		FDCA9F
wh3_main_chaos_region_dragon_fang_mount		emp	false		1583E8
wh3_main_chaos_region_dragon_gate		emp	false		4F1E1A
wh3_main_chaos_region_dragon_river		emp	false		000000
wh3_main_chaos_region_dragons_crossroad		emp	false		30430F
wh3_main_chaos_region_dragons_death		emp	false		DE101F
wh3_main_chaos_region_dushyka		emp	false		73F7B9
wh3_main_chaos_region_eagle_eyries		emp	false		36114D
wh3_main_chaos_region_eilhart		emp	false		BF2446
wh3_main_chaos_region_erengrad		emp	false		5C1FCB
wh3_main_chaos_region_fallen_city		emp	false		8D9435
wh3_main_chaos_region_fire_mouth		emp	false		A8B32A
wh3_main_chaos_region_floating_mountain		emp	false		7390E7
wh3_main_chaos_region_fort_bergbres		emp	false		440375
wh3_main_chaos_region_fort_dolganyeir		emp	false		FE5A2E
wh3_main_chaos_region_fort_dorznye_vort		emp	false		7E0120
wh3_main_chaos_region_fort_jakova		emp	false		23B071
wh3_main_chaos_region_fort_ostrosk		emp	false		550FB2
wh3_main_chaos_region_fort_straghov		emp	false		3A8B2B
wh3_main_chaos_region_fortenhof		emp	false		52533D
wh3_main_chaos_region_fortress_of_eyes		emp	false		93E7AE
wh3_main_chaos_region_fortress_of_the_damned		emp	false		2E53D3
wh3_main_chaos_region_foul_fortress		emp	false		64505A
wh3_main_chaos_region_foundry_of_bones		emp	false		E04536
wh3_main_chaos_region_frozen_landing		emp	false		123C95
wh3_main_chaos_region_frozen_sea		emp	false		000000
wh3_main_chaos_region_gerslev		emp	false		DE0AD4
wh3_main_chaos_region_glut_port		emp	false		C170A2
wh3_main_chaos_region_gnashraks_lair		emp	false		EA124D
wh3_main_chaos_region_gorger_rock		emp	false		D18EBB
wh3_main_chaos_region_gorssel		emp	false		5E6B56
wh3_main_chaos_region_graeling_moot		emp	false		40C932
wh3_main_chaos_region_granite_spikes		emp	false		606CDC
wh3_main_chaos_region_great_hall_of_greasus		emp	false		744722
wh3_main_chaos_region_great_river		emp	false		000000
wh3_main_chaos_region_grim_duraz		emp	false		FE7E8B
wh3_main_chaos_region_grimtop		emp	false		393706
wh3_main_chaos_region_grissenwald		emp	false		A78840
wh3_main_chaos_region_gristle_valley		emp	false		B9AA83
wh3_main_chaos_region_hanyu_port		emp	false		DC24BB
wh3_main_chaos_region_hell_pit		emp	true		DA1912
wh3_main_chaos_region_hellcade_drove		emp	false		D6B3AE
wh3_main_chaos_region_hergig		emp	false		2198AF
wh3_main_chaos_region_hissing_pits		emp	false		14DA80
wh3_main_chaos_region_howling_rock		emp	false		1E4B60
wh3_main_chaos_region_ice_caverns_of_ymirdrak		emp	false		87EB4A
wh3_main_chaos_region_icedrake_fjord		emp	false		642B0F
wh3_main_chaos_region_icespewer		emp	false		DC5D8C
wh3_main_chaos_region_igerov		emp	false		263C0E
wh3_main_chaos_region_infernius		emp	false		10B9FC
wh3_main_chaos_region_iron_storm		emp	false		8F01A6
wh3_main_chaos_region_jade_river		emp	false		000000
wh3_main_chaos_region_jade_wind_mountain		emp	false		EE01D4
wh3_main_chaos_region_karak_azgaraz		emp	false		6CB31A
wh3_main_chaos_region_karak_azorn		emp	false		EE6E33
wh3_main_chaos_region_karak_dum		emp	false		D038AA
wh3_main_chaos_region_karak_kadrin		emp	false		A7A94F
wh3_main_chaos_region_karak_krakaten		emp	false		DA9245
wh3_main_chaos_region_karak_raziak		emp	false		D8A8E8
wh3_main_chaos_region_karak_ungor		emp	false		359243
wh3_main_chaos_region_karak_vlag		emp	false		AE9E9B
wh3_main_chaos_region_karak_vrag		emp	false		563306
wh3_main_chaos_region_karak_ziflin		emp	false		E792E5
wh3_main_chaos_region_khazid_irkulaz		emp	false		3CD88D
wh3_main_chaos_region_kislev		emp	false		1AE084
wh3_main_chaos_region_konigstein_tower		emp	false		BB1200
wh3_main_chaos_region_kraka_dorden		emp	false		628319
wh3_main_chaos_region_kraka_drak		emp	false		5E9506
wh3_main_chaos_region_kraken_sea		emp	false		000000
wh3_main_chaos_region_kraz_und		emp	false		BDD2AB
wh3_main_chaos_region_krudenwald		emp	false		9D585F
wh3_main_chaos_region_kunlan		emp	false		7A3E59
wh3_main_chaos_region_kurak_peak		emp	false		47F102
wh3_main_chaos_region_kusel		emp	false		E55263
wh3_main_chaos_region_land_of_the_plaguelord		emp	false	wh3_main_patch_area_nurgle_realm	000000
wh3_main_chaos_region_laurelorn_forest		emp	false		9D93EF
wh3_main_chaos_region_leblya		emp	false		C74747
wh3_main_chaos_region_longship_graveyard		emp	false		04CB13
wh3_main_chaos_region_marienburg		emp	false		FED1E0
wh3_main_chaos_region_middenheim		emp	false		CA7027
wh3_main_chaos_region_mines_of_gorgoth		emp	false		5BECD7
wh3_main_chaos_region_mines_of_nan_yang		emp	false		4C6649
wh3_main_chaos_region_ming_zhu		emp	false		F553EC
wh3_main_chaos_region_mist_gorge		emp	false		462BAB
wh3_main_chaos_region_mount_cragg		emp	false		9ED987
wh3_main_chaos_region_mount_grey_hag		emp	false		B404EE
wh3_main_chaos_region_mount_grimfang		emp	false		FE2255
wh3_main_chaos_region_mount_gunbad		emp	false		36D481
wh3_main_chaos_region_mount_thug		emp	false		28F6FD
wh3_main_chaos_region_nan_gau		emp	false		E6F206
wh3_main_chaos_region_nan_li		emp	false		EFE3B2
wh3_main_chaos_region_nonchang		emp	false		F70444
wh3_main_chaos_region_norden		emp	false		7D758C
wh3_main_chaos_region_novchozy		emp	false		E7F8CF
wh3_main_chaos_region_nuln		emp	false		CBAF52
wh3_main_chaos_region_oakenhammer		emp	false		AA9E08
wh3_main_chaos_region_osterwald		emp	false		520084
wh3_main_chaos_region_pack_ice_bay		emp	false		B3442D
wh3_main_chaos_region_palace_of_princes		emp	false		A715F8
wh3_main_chaos_region_pigbarter		emp	false		0AAFFA
wh3_main_chaos_region_pillar_of_skulls		emp	false		B50180
wh3_main_chaos_region_plesk		emp	false		EA68D8
wh3_main_chaos_region_po_mei		emp	false		F7A9E2
wh3_main_chaos_region_praag		emp	false		7BF190
wh3_main_chaos_region_qiang		emp	false		F61BD6
wh3_main_chaos_region_realm_of_chaos		emp	false		000000
wh3_main_chaos_region_realm_of_the_sorcerer_1		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_2		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_3		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_4		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_5		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_6		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_realm_of_the_sorcerer_7		emp	false	wh3_main_patch_area_tzeentch_realm	000000
wh3_main_chaos_region_red_fortress		emp	false		886702
wh3_main_chaos_region_rosche		emp	false		9D4F8D
wh3_main_chaos_region_sabre_mountain		emp	false		C18057
wh3_main_chaos_region_salzenmund		emp	false		BF607D
wh3_main_chaos_region_sea_of_chaos		emp	false		000000
wh3_main_chaos_region_sea_of_claws		emp	false		000000
wh3_main_chaos_region_seep_gore		emp	false		4E410D
wh3_main_chaos_region_sepukzy		emp	false		6C28E1
wh3_main_chaos_region_serpent_jetty		emp	false		4A997D
wh3_main_chaos_region_shambletown		emp	false		153C1B
wh3_main_chaos_region_shang_wu		emp	false		ACA066
wh3_main_chaos_region_shang_yang		emp	false		91B8A9
wh3_main_chaos_region_shattered_stone_bay		emp	false		D2C5B9
wh3_main_chaos_region_shi_long		emp	false		0FB631
wh3_main_chaos_region_shrine_of_the_alchemist		emp	false		592ED5
wh3_main_chaos_region_siegfriedhof		emp	false		F5482C
wh3_main_chaos_region_sjoktraken		emp	false		405EB1
wh3_main_chaos_region_skrap_towers		emp	false		D807D8
wh3_main_chaos_region_slaanesh_fifth		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_first		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_fourth		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_second		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_sixth		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_01		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_02		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_03		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_04		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_05		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_06		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_07		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_start_08		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_slaanesh_third		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_snake_gate		emp	false		0B1D40
wh3_main_chaos_region_stormvrack_mount		emp	false		426801
wh3_main_chaos_region_tai_tzu		emp	false		B851DD
wh3_main_chaos_region_talabheim		emp	false		A29EE3
wh3_main_chaos_region_temple_of_elemental_winds		emp	false		4A4D82
wh3_main_chaos_region_temple_of_heimkel		emp	false		E4B00F
wh3_main_chaos_region_terracotta_graveyard		emp	false		EFB521
wh3_main_chaos_region_the_bleeding_spire		emp	false		CED13A
wh3_main_chaos_region_the_blighted_grove		emp	false		EE4A07
wh3_main_chaos_region_the_blood_gods_domain		emp	false	wh3_main_patch_area_khorne_realm	000000
wh3_main_chaos_region_the_brass_glacier		emp	false		763C14
wh3_main_chaos_region_the_burning_monolith		emp	false		0C479F
wh3_main_chaos_region_the_challenge_stone		emp	false		637FF1
wh3_main_chaos_region_the_crystal_spires		emp	false		0A63BF
wh3_main_chaos_region_the_daemons_stump		emp	false		BD3D8F
wh3_main_chaos_region_the_dark_princes_realm		emp	false	wh3_main_patch_area_slaanesh_realm	000000
wh3_main_chaos_region_the_falls_of_doom		emp	false		44D75E
wh3_main_chaos_region_the_fetid_catacombs		emp	false		B742DA
wh3_main_chaos_region_the_folly_of_malofex		emp	false		B4C994
wh3_main_chaos_region_the_forbidden_citadel		emp	false		2F070F
wh3_main_chaos_region_the_forest_of_decay		emp	false		036430
wh3_main_chaos_region_the_forge_of_souls		emp	false	wh3_main_patch_area_forge_of_souls	000000
wh3_main_chaos_region_the_fortress_of_vorag		emp	false		B2EAC9
wh3_main_chaos_region_the_gallows_tree		emp	false		20C688
wh3_main_chaos_region_the_gates_of_zharr		emp	false		E8D9E9
wh3_main_chaos_region_the_gulf_of_kislev		emp	false		000000
wh3_main_chaos_region_the_last_sky_castle		emp	false		136706
wh3_main_chaos_region_the_monolith_of_katam		emp	false		7EC72F
wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe		emp	false		619672
wh3_main_chaos_region_the_monolith_of_the_void		emp	false		627A40
wh3_main_chaos_region_the_palace_of_ruin		emp	false		D1DF42
wh3_main_chaos_region_the_red_abyss		emp	false		B966FE
wh3_main_chaos_region_the_sea_of_dread		emp	false		000000
wh3_main_chaos_region_the_sentinels		emp	false		BD8D04
wh3_main_chaos_region_the_shifting_monolith		emp	false		DC3241
wh3_main_chaos_region_the_silver_pinnacle		emp	false		14E02F
wh3_main_chaos_region_the_silvered_tower_of_sorcerers		emp	false		7DFCA2
wh3_main_chaos_region_the_sky_monolith		emp	false		51D301
wh3_main_chaos_region_the_sunken_sewers		emp	false		01BB7F
wh3_main_chaos_region_the_tower_of_flies		emp	false		484698
wh3_main_chaos_region_the_tower_of_gorgoth		emp	false		F960F0
wh3_main_chaos_region_the_tower_of_khrakk		emp	false		0A18A7
wh3_main_chaos_region_the_tower_of_torment		emp	false		0D9D13
wh3_main_chaos_region_the_twisted_towers		emp	false		49BC46
wh3_main_chaos_region_the_vale_of_nightmares		emp	false		13B625
wh3_main_chaos_region_the_volary		emp	false		1B58F8
wh3_main_chaos_region_the_writhing_fortress		emp	false		924EE1
wh3_main_chaos_region_titans_notch		emp	false		29FB6F
wh3_main_chaos_region_tower_of_ashshair		emp	false		A324D1
wh3_main_chaos_region_tower_of_grief		emp	false		AFC406
wh3_main_chaos_region_tree_of_damned_shades		emp	false		3C9F1E
wh3_main_chaos_region_troll_fjord		emp	false		F72827
wh3_main_chaos_region_turtle_gate		emp	false		EFD636
wh3_main_chaos_region_ubersreik		emp	false		960346
wh3_main_chaos_region_uzkulak		emp	false		390AC8
wh3_main_chaos_region_uzkulany		emp	false		82895B
wh3_main_chaos_region_vale_of_titans		emp	false		917C26
wh3_main_chaos_region_village_of_the_moon		emp	false		0D2CAB
wh3_main_chaos_region_village_of_the_tigermen		emp	false		CA754E
wh3_main_chaos_region_volcanos_heart		emp	false		74D1A1
wh3_main_chaos_region_volksgrad		emp	false		08E963
wh3_main_chaos_region_waldenhof		emp	false		365FD1
wh3_main_chaos_region_wei_jin		emp	false		197EA6
wh3_main_chaos_region_weng_chang		emp	false		68869A
wh3_main_chaos_region_winter_pyre		emp	false		FB1427
wh3_main_chaos_region_wolfenburg		emp	false		E0E0AD
wh3_main_chaos_region_wurtbad		emp	false		020035
wh3_main_chaos_region_wurzen		emp	false		19F66B
wh3_main_chaos_region_xen_wu		emp	false		6D2FF6
wh3_main_chaos_region_xing_po		emp	false		DD231A
wh3_main_chaos_region_yetchitch		emp	false		43E91A
wh3_main_chaos_region_yhetee_peak		emp	false		B9039B
wh3_main_chaos_region_zamoski		emp	false		C879C9
wh3_main_chaos_region_zanbaijin		emp	false		8F475C
wh3_main_chaos_region_zerulous		emp	false		1A9245
wh3_main_chaos_region_zhanshi		emp	false		EA681C
wh3_main_chaos_region_zharr_naggrund		emp	false		804A08
wh3_main_chaos_region_zhufbar		emp	false		367431
wh3_main_chaos_region_zoishenk		emp	false		BEE895
wh3_main_combi_region_aarnau		emp	false		A8F903
wh3_main_combi_region_agrul_migdhal		emp	false		5F1AD7
wh3_main_combi_region_akendorf		emp	false		F28E35
wh3_main_combi_region_al_haikk		emp	false		7C3108
wh3_main_combi_region_altar_of_facades		emp	false		DAFCD0
wh3_main_combi_region_altar_of_spawns		emp	false		CB4B60
wh3_main_combi_region_altar_of_the_crimson_harvest		emp	false		B14B33
wh3_main_combi_region_altar_of_the_horned_rat		emp	false		1994AC
wh3_main_combi_region_altar_of_ultimate_darkness		emp	false		64BC78
wh3_main_combi_region_altdorf		emp	false		B8AB8A
wh3_main_combi_region_amblepeak		emp	false		AA9D27
wh3_main_combi_region_ancient_city_of_quintex		emp	false		7D05A7
wh3_main_combi_region_angerrial		emp	false		76439A
wh3_main_combi_region_antoch		emp	false		6E9042
wh3_main_combi_region_aquitaine		emp	false		C3AC64
wh3_main_combi_region_argalis		emp	false		ADF5E5
wh3_main_combi_region_arnheim		emp	false		6984A1
wh3_main_combi_region_ash_ridge_mountains		emp	false		704F7B
wh3_main_combi_region_ashrak		emp	false		00FD29
wh3_main_combi_region_averheim		emp	false		529A79
wh3_main_combi_region_avethir		emp	false		DDE214
wh3_main_combi_region_axlotl		emp	false		807CD5
wh3_main_combi_region_baleful_hills		emp	false		DB1E1E
wh3_main_combi_region_bamboo_crossing		emp	false		DBC8C8
wh3_main_combi_region_barag_dawazbag		emp	false		0A1A93
wh3_main_combi_region_barak_varr		emp	false		2FF9CD
wh3_main_combi_region_bay_of_blades		emp	false		D25D25
wh3_main_combi_region_bechafen		emp	false		428C2E
wh3_main_combi_region_beichai		emp	false		75A262
wh3_main_combi_region_bhagar		emp	false		F3F238
wh3_main_combi_region_bilbali		emp	false		CA4C25
wh3_main_combi_region_bilious_cliffs		emp	false		DC9A9A
wh3_main_combi_region_bitter_bay		emp	false		4E17B2
wh3_main_combi_region_bitterstone_mine		emp	false		0E9745
wh3_main_combi_region_black_crag		emp	false		627564
wh3_main_combi_region_black_creek_spire		emp	false		1C47E5
wh3_main_combi_region_black_fang		emp	false		0E5934
wh3_main_combi_region_black_fortress		emp	false		D25BF5
wh3_main_combi_region_black_iron_mine		emp	false		6CD50D
wh3_main_combi_region_black_pyramid_of_nagash		emp	false		67FD79
wh3_main_combi_region_black_rock		emp	false		D22FBB
wh3_main_combi_region_black_tower_of_arkhan		emp	false		F0B9A5
wh3_main_combi_region_blacklight_tower		emp	false		0743B5
wh3_main_combi_region_blackstone_post		emp	false		CFF82C
wh3_main_combi_region_bleak_hold_fortress		emp	false		A99D6D
wh3_main_combi_region_blizzardpeak		emp	false		91A7C6
wh3_main_combi_region_blood_mountain		emp	false		F0C66F
wh3_main_combi_region_bloodpeak		emp	false		13AB6C
wh3_main_combi_region_bloodwind_keep		emp	false		847F37
wh3_main_combi_region_blue_river		emp	false		000000
wh3_main_combi_region_bordeleaux		emp	false		B9BD8D
wh3_main_combi_region_brass_keep		emp	false		3C7CB4
wh3_main_combi_region_bridge_of_heaven		emp	false		BC00C9
wh3_main_combi_region_brionne		emp	false		21AF9C
wh3_main_combi_region_cairn_thel		emp	false		D691AB
wh3_main_combi_region_carroburg		emp	false		D37906
wh3_main_combi_region_castle_alexandronov		emp	false		AE24AD
wh3_main_combi_region_castle_artois		emp	false		956F9F
wh3_main_combi_region_castle_bastonne		emp	false		E4E407
wh3_main_combi_region_castle_carcassonne		emp	false		377BCD
wh3_main_combi_region_castle_drakenhof		emp	false		0F9F1D
wh3_main_combi_region_castle_of_splendour		emp	false		9BEC45
wh3_main_combi_region_castle_templehof		emp	false		DE0B6D
wh3_main_combi_region_castle_von_rauken		emp	false		D6BA4F
wh3_main_combi_region_caverns_of_sotek		emp	false		457275
wh3_main_combi_region_celestial_lake		emp	false		000000
wh3_main_combi_region_celestial_monastery		emp	false		DB5555
wh3_main_combi_region_chamber_of_visions		emp	false		008906
wh3_main_combi_region_chaos_wasteland		emp	false		EB06DF
wh3_main_combi_region_chaqua		emp	false		4711AF
wh3_main_combi_region_chill_road		emp	false		98B123
wh3_main_combi_region_chimai		emp	false		496800
wh3_main_combi_region_chupayotl		emp	false		F78635
wh3_main_combi_region_circle_of_destruction		emp	false		A0636E
wh3_main_combi_region_citadel_of_dusk		emp	false		5B1352
wh3_main_combi_region_citadel_of_lead		emp	false		2F1138
wh3_main_combi_region_city_of_the_shugengan		emp	false		A32008
wh3_main_combi_region_clar_karond		emp	false		4E60F5
wh3_main_combi_region_clarak_spire		emp	false		4C39EC
wh3_main_combi_region_cliff_of_beasts		emp	false		1061D4
wh3_main_combi_region_copher		emp	false		9EE543
wh3_main_combi_region_couronne		emp	false		58B57F
wh3_main_combi_region_crag_halls_of_findol		emp	false		3CFCED
wh3_main_combi_region_cragroth_deep		emp	false		FC15E6
wh3_main_combi_region_crookback_mountain		emp	false		C63277
wh3_main_combi_region_crooked_fang_fort		emp	false		ED1BF7
wh3_main_combi_region_crucible_of_delights		emp	false		E1E4C4
wh3_main_combi_region_cuexotl		emp	false		CFD768
wh3_main_combi_region_daemons_gate		emp	false		BC154C
wh3_main_combi_region_daemons_landing		emp	false		000000
wh3_main_combi_region_dagraks_end		emp	false		38E994
wh3_main_combi_region_dai_cheng		emp	false		C9945C
wh3_main_combi_region_dargoth		emp	false		AADD17
wh3_main_combi_region_darkhold		emp	false		D35DE9
wh3_main_combi_region_dawns_light		emp	false		173802
wh3_main_combi_region_deaths_head_monoliths		emp	false		5E2DDD
wh3_main_combi_region_deff_gorge		emp	false		52CB6D
wh3_main_combi_region_desolation_of_drakenmoor		emp	false		39A101
wh3_main_combi_region_desolation_of_nagash		emp	false		731CD8
wh3_main_combi_region_dietershafen		emp	false		8E1E56
wh3_main_combi_region_dok_karaz		emp	false		791D8C
wh3_main_combi_region_doom_glade		emp	false		9A0308
wh3_main_combi_region_doomkeep		emp	false		301A69
wh3_main_combi_region_dotternbach		emp	false		BF0A49
wh3_main_combi_region_drackla_spire		emp	false		A6A209
wh3_main_combi_region_dragon_fang_mount		emp	false		D81190
wh3_main_combi_region_dragon_gate		emp	false		C07A62
wh3_main_combi_region_dragonhorn_mines		emp	false		AF2741
wh3_main_combi_region_dragons_crossroad		emp	false		9156B7
wh3_main_combi_region_dread_rock		emp	false		7CFDF5
wh3_main_combi_region_dringorackaz		emp	false		BB4D71
wh3_main_combi_region_dusk_peaks		emp	false		79BEA7
wh3_main_combi_region_eagle_eyries		emp	false		EC77A6
wh3_main_combi_region_eagle_gate		emp	false		216FD5
wh3_main_combi_region_eastern_sea_of_dread		emp	false		000000
wh3_main_combi_region_eilhart		emp	false		63B75C
wh3_main_combi_region_ekrund		emp	false		C3A881
wh3_main_combi_region_el_kalabad		emp	false		FFF025
wh3_main_combi_region_eldar_spire		emp	false		AB6B26
wh3_main_combi_region_elessaeli		emp	false		0BCC94
wh3_main_combi_region_elisia		emp	false		1A2EC2
wh3_main_combi_region_erengrad		emp	false		7524B4
wh3_main_combi_region_eschen		emp	false		0E6442
wh3_main_combi_region_essen		emp	false		B42F23
wh3_main_combi_region_evershale		emp	false		F24CD1
wh3_main_combi_region_eye_of_the_panther		emp	false		A3DEA8
wh3_main_combi_region_fallen_gates		emp	false		E97923
wh3_main_combi_region_fallen_king_mountain		emp	false		DF1120
wh3_main_combi_region_fateweavers_crevasse		emp	false		504FF6
wh3_main_combi_region_fire_mouth		emp	false		ACFB12
wh3_main_combi_region_flayed_rock		emp	false		93BB73
wh3_main_combi_region_flensburg		emp	false		912977
wh3_main_combi_region_floating_mountain		emp	false		0663D7
wh3_main_combi_region_floating_pyramid		emp	false		8E5C80
wh3_main_combi_region_floating_village		emp	false		033A25
wh3_main_combi_region_forest_of_arnheim		emp	false		99B528
wh3_main_combi_region_forest_of_gloom		emp	false		FCD51B
wh3_main_combi_region_fort_bergbres		emp	false		F26EF5
wh3_main_combi_region_fort_jakova		emp	false		41FED1
wh3_main_combi_region_fort_oberstyre		emp	false		FC8B91
wh3_main_combi_region_fort_ostrosk		emp	false		A5E9FF
wh3_main_combi_region_fort_soll		emp	false		09604C
wh3_main_combi_region_fort_straghov		emp	false		279D43
wh3_main_combi_region_fortress_of_dawn		emp	false		DA8991
wh3_main_combi_region_fortress_of_eyes		emp	false		56095E
wh3_main_combi_region_fortress_of_the_damned		emp	false		CB3366
wh3_main_combi_region_foundry_of_bones		emp	false		AFA919
wh3_main_combi_region_frozen_landing		emp	false		3E75B7
wh3_main_combi_region_frozen_sea		emp	false		000000
wh3_main_combi_region_fu_chow		emp	false		2666F2
wh3_main_combi_region_fu_hung		emp	false		68263F
wh3_main_combi_region_fuming_serpent		emp	false		C0E9DD
wh3_main_combi_region_fyrus		emp	false		207B63
wh3_main_combi_region_gaean_vale		emp	false		F0D513
wh3_main_combi_region_galbaraz		emp	false		4A4AA9
wh3_main_combi_region_ghrond		emp	false		736B45
wh3_main_combi_region_gisoreux		emp	false		E417E7
wh3_main_combi_region_gnashraks_lair		emp	false		056EB9
wh3_main_combi_region_gnobbly_gorge		emp	false		4A4B77
wh3_main_combi_region_golden_ziggurat		emp	false		52DA1D
wh3_main_combi_region_gor_gazan		emp	false		9CBD9C
wh3_main_combi_region_gorger_rock		emp	false		5733CA
wh3_main_combi_region_gorssel		emp	false		D56F58
wh3_main_combi_region_graeling_moot		emp	false		D6C5A1
wh3_main_combi_region_granite_massif		emp	false		AF4CC1
