key	is_gds_driven
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENT_NEAR_FARAWAY_RIFT_NEAR_ARMY	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_FORCES_IN_CATHAY_SHOULDNT_ENTER	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_KISLEV_MAJOR_CITY	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_KNOWN_AND_UNKNOWN_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_KNOWN_AND_UNKNOWN_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_FACTION	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_NEARBY_ENEMY_CORRUPTED_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_NEARBY_HIGH_CORRUPTION_REGION_WITH_LARGE_ARMIES	true
CAI_TMS_GDS_TASK_GENERATOR_ATTACK_REGIONS_IN_CATHAY_SHOULDNT_ENTER	true
CAI_TMS_GDS_TASK_GENERATOR_AVOID_TARGETING_CHAOS_CORRUPTED_ABANDONED_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_AVOID_TARGETING_CHAOS_CORRUPTED_FORCES	true
CAI_TMS_GDS_TASK_GENERATOR_AVOID_TARGETING_CHAOS_CORRUPTED_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_BAY_OF_BLADES_EARLY	true
CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY	true
CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID	true
CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE	true
CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_NEAR_OUR_FORCES	true
CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY	true
CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID	true
CAI_TMS_GDS_TASK_GENERATOR_DEFEND_OWN_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE	true
CAI_TMS_GDS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY	true
CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS	true
CAI_TMS_GDS_TASK_GENERATOR_HORDE_MOVE_TO_ATTACK_ENEMY_FORCES_WHEN_TRESPASS_WARNED	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_ALL_ENEMY_REGIONS_IF_NO_ARMIES_IN_STANCE	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES_IF_NO_ARMIES_IN_STANCE	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_ARMIES	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_SETTLEMENTS	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_NEARBY_IF_NO_ARMIES_IN_STANCE	true
CAI_TMS_GDS_TASK_GENERATOR_RAID_NONENEMY_REGIONS_AT_OUR_FORCES_IF_NO_ARMIES_IN_STANCE	true
CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY	true
CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_HIGH_QUALITY_REGION	true
CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_HIGH_VARIETY_REGION	true
CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_LOCAL_REGION	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_ABANDONED_REGIONS_WITH_LOW_HP_FORCES	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_ALL_RIFTS_IF_COMPLETED_ALL_REALMS	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_IN_OUR_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_IN_OUR_REGIONS_IF_CHAOS_CORRUPTION_HIGH_NONSCALED	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_ARMIES_IF_LOW_HP_AND_FAR	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_COLLECTED_SOUL_THIS_CYCLE	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_CHAOS_CORRUPTION_HIGH	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_COLLECTED_SOUL_THIS_CYCLE	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_HAS_MORE_SOULS	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_IN_A_REALM	true
CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_NEAR_VICTORY	true
CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES	true
CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES_TO_OGRE_CAMP	true
CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_TO_CAPITOL_WHEN_TRESPASS_WARNED	true
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_ALLIED_HUMAN_TERRITORY	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY_FOR_PUBLIC_ORDER_CONTROL	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_HUMAN	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_MAIN_THREAT	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_HUMAN	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_MAIN_THREAT	false
CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS	false
CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_AGENTS_IN_OWNED_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_AGENTS_LEVEL_SCALED	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_FORCES_SIZE_SCALED	false
CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_FORCES_NEAR_FACTION_LEADER	false
CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES	false
CAI_TMS_TASK_GENERATOR_ATTACK_FOOD_PRODUCING_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_HUMAN_AT_WAR_NOT_SETTLED	false
CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_HUMAN_AT_WAR_SETTLED	false
CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_NON_HUMAN_AT_WAR_NOT_SETTLED	false
CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_NON_HUMAN_AT_WAR_SETTLED	false
CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_OWN_FOREIGN_SLOT_REGIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED	false
CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY	false
CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED	false
CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY	false
CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_RAZED_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED	false
CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY	false
CAI_TMS_TASK_GENERATOR_ATTACK_RITUAL_LOCATIONS	false
CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES	false
CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES	false
CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_SPREAD_PLAGUE	false
CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_TRIGGER_EARTHQUAKE	false
CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_AGENTS_WITH_TAGGED_AGENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_FORCES_WITH_TAGGED_FORCES	false
CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_HUMAN_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS	false
CAI_TMS_TASK_GENERATOR_BEASTMEN_ATTACK_POTENTIAL_HERDSTONE_SITES	false
CAI_TMS_TASK_GENERATOR_BUILD_UP_NAVIES	false
CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE	false
CAI_TMS_TASK_GENERATOR_COMPLETE_SEA_REGION_CONTROL	false
CAI_TMS_TASK_GENERATOR_CONSOLIDATE_BORDERS	false
CAI_TMS_TASK_GENERATOR_CONTINUE_RAID_REGIONS_TO_IMPROVE_MORALE	false
CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY	false
CAI_TMS_TASK_GENERATOR_DEFEND_BESIEGED_SETTLEMENT	false
CAI_TMS_TASK_GENERATOR_DEFEND_FLAGGED_VICTORY_CONDITION_REGIONS	false
CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS	false
CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT	false
CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY	false
CAI_TMS_TASK_GENERATOR_DEFEND_RITUAL_LOCATIONS	false
CAI_TMS_TASK_GENERATOR_DEFEND_SEA_REGIONS	false
CAI_TMS_TASK_GENERATOR_DEFEND_UNDEFENDED_RITUAL_LOCATIONS	false
CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_DIFFERENT_CULTURED_NEIGHBOURING_REGION	false
CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_EMBED_AGENT_TO_IMPROVE_MORALE	false
CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY	false
CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION	false
CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY	false
CAI_TMS_TASK_GENERATOR_MOVE_TOWARDS_PLAYER_HORDE	false
CAI_TMS_TASK_GENERATOR_MOVE_TOWARDS_PLAYER_SETTLED	false
CAI_TMS_TASK_GENERATOR_MOVE_TOWARDS_VICTORY_CONDITION_REGIONS_HORDE	false
CAI_TMS_TASK_GENERATOR_MOVE_TOWARDS_VICTORY_CONDITION_REGIONS_SETTLED	false
CAI_TMS_TASK_GENERATOR_RAID_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_RAID_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED	false
CAI_TMS_TASK_GENERATOR_RAID_OWN_SETTLEMENT_NEIGHBOURING_ENEMY_REGIONS_TO_IMPROVE_MORALE	false
CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS	false
CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES	false
CAI_TMS_TASK_GENERATOR_RAID_UNDEFENDED_REGIONS_TO_IMPROVE_MORALE	false
CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS	false
CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY	false
CAI_TMS_TASK_GENERATOR_RECAPTURE_RITUAL_LOCATIONS	false
CAI_TMS_TASK_GENERATOR_RECRUIT_AVAILABLE_NAVY	false
CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS	false
CAI_TMS_TASK_GENERATOR_RECRUIT_HIGHER_QUALITY_UNITS	false
CAI_TMS_TASK_GENERATOR_REGIONLESS_FACTION_FORCES_SHOULD_ATTACK_LOCAL_REGIONS	false
CAI_TMS_TASK_GENERATOR_SACK_SETTLEMENT_TO_IMPROVE_MORALE	false
CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_BRETONNIA_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_BRETONNIA_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_BRETONNIA_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_BRETONNIA_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_AGENTS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_WAAGH_AGAINST_EMPIRE_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_WAAGH_AGAINST_EMPIRE_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_WAAGH_AGAINST_EMPIRE_RAID_REGIONS	false
CAI_TMS_TASK_GENERATOR_WAAGH_ARMY_FOLLOW_LEADER	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_OUR_ISSUED_TARGET_FORCES	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_OUR_ISSUED_TARGET_REGIONS	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES	false
CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES_TO_FORCE	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_FACTION_LEADER_TO_SAFE_POSITION	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_MEAT_ARMIES_TO_FORCE	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_MORALE_ARMIES	false
CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION	false
