armory_item	effect	effect_scope	value
wh3_main_dae_cha_daemon_prince_arm_l_bird_1	wh3_main_effect_ability_overcast_infernal_gateway	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_1	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh3_main_effect_ability_enable_infernal_gateway	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh3_main_effect_ability_overcast_infernal_gateway	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_3	wh2_main_effect_ability_overcast_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_3	wh_main_effect_ability_enable_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_3	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_3	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh2_main_effect_ability_overcast_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh_main_effect_ability_enable_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_5	wh3_main_effect_ability_enable_infernal_gateway	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_5	wh3_main_effect_ability_overcast_infernal_gateway	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_5	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_5	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh2_main_effect_ability_overcast_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh_main_effect_ability_enable_transmutation_of_lead	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_1	wh3_main_effect_ability_enable_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_1	wh3_main_effect_ability_overcast_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_1	wh_main_effect_character_stat_unit_health	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_2	wh3_main_effect_ability_enable_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_2	wh3_main_effect_ability_overcast_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_2	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh3_main_effect_ability_enable_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh3_main_effect_ability_overcast_fleshy_abundance	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh_main_effect_character_stat_melee_defence	character_to_character_own	18.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	wh_main_effect_ability_enable_the_fate_of_bjuna	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	wh_main_effect_character_stat_unit_health	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh_main_effect_ability_enable_the_fate_of_bjuna	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	wh_main_effect_ability_enable_the_fate_of_bjuna	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	wh_main_effect_character_stat_melee_defence	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_effect_ability_enable_slicing_shards	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_effect_ability_overcast_slicing_shards	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	wh2_dlc10_effect_character_stat_enable_sundering_attacks	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	60.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh2_main_effect_ability_overcast_pit_of_shades	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh_dlc05_effect_ability_enable_pit_of_shades	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	wh2_dlc10_effect_character_stat_enable_sundering_attacks	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	45.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh3_main_effect_ability_enable_slicing_shards	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh3_main_effect_ability_overcast_slicing_shards	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	45.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh2_main_effect_ability_overcast_pit_of_shades	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh_dlc05_effect_ability_enable_pit_of_shades	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	45.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	wh3_main_effect_ability_enable_deathbringer	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	wh3_main_effect_ability_enable_deathbringer	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	wh3_main_effect_ability_enable_deathbringer	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	wh3_main_effect_ability_enable_for_the_slaughter	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	wh3_main_effect_ability_enable_for_the_slaughter	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	wh3_main_effect_ability_enable_for_the_slaughter	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	wh_main_effect_character_stat_fire_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_1	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh_main_effect_character_stat_fire_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_1	wh3_main_effect_ability_enable_gate_of_chaos	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_1	wh3_main_effect_ability_enable_tzeentch_blue_fire_of_tzeentch	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_1	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_effect_ability_enable_blue_fire	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_effect_ability_enable_tzeentch_blue_fire_of_tzeentch	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh2_main_effect_ability_overcast_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh3_main_effect_ability_enable_blue_fire	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh_main_effect_ability_enable_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh2_main_effect_ability_overcast_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh3_main_effect_ability_enable_gate_of_chaos	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh_main_effect_ability_enable_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_5	wh3_main_effect_ability_enable_gate_of_chaos	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_5	wh3_main_effect_ability_enable_tzeentch_blue_fire_of_tzeentch	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_5	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh2_main_effect_ability_overcast_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh3_main_effect_ability_enable_gate_of_chaos	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh_main_effect_ability_enable_plague_of_rust	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	wh3_main_effect_ability_enable_virulent_contagion	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	wh_main_effect_character_stat_unit_health	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	wh3_main_effect_ability_enable_unending_feast	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	wh3_main_effect_ability_enable_virulent_contagion	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	18.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	wh3_main_effect_ability_enable_unending_feast	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	wh_main_effect_character_stat_unit_health	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh2_main_effect_ability_overcast_spirit_leech	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh_main_effect_ability_enable_spirit_leech	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh3_main_effect_ability_enable_stream_of_corruption	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh3_main_effect_ability_overcast_stream_of_corruption	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh_main_effect_character_stat_melee_attack	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	7.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	60.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	wh3_main_effect_ability_enable_slaanesh_lash_of_slaanesh	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	90.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	wh3_main_effect_ability_enable_slaanesh_lash_of_slaanesh	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	60.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh2_main_effect_ability_overcast_melkoths_enfeebling_foe	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh_dlc05_effect_ability_enable_enfeebling_foe	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	75.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	75.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh2_main_effect_ability_overcast_melkoths_enfeebling_foe	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh_dlc05_effect_ability_enable_enfeebling_foe	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	75.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_acquiescence	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_blissful_rapture	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_hysterical_frenzy	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_mortal_blow	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_phantasmagoria	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_slaanesh_lash_of_slaanesh	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_slaanesh_pavane_of_slaanesh	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_ability_enable_slicing_shards	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_attribute_enable_devestating_flanker	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_attribute_enable_flight	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_daemonic_instability	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_effect_single_entity_wounded	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	wh3_main_effect_ability_enable_bound_the_portalglyph	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	wh3_main_effect_ability_enable_daemonic_onslaught	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	wh3_main_effect_attribute_enable_flight	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	wh3_main_effect_daemonic_instability	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	wh3_main_effect_single_entity_wounded	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_fe_torso_bird_06	wh3_main_effect_ability_enable_fires_of_change	character_to_character_own	1.0000
