key	description_text	faction	header_text	image_path	priority_index
wh2_dlc13_lzd_spirits_of_the_jungle_3	cheatsheet_lzd_blessed_spawnings_text	wh2_dlc13_lzd_spirits_of_the_jungle	war.camp.hp.blessed_spawnings.001		3
wh2_dlc14_brt_chevaliers_de_lyonesse_1	cheatsheet_brt_water_supplies_text	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.bretonnian_desert_thirst.001		1
wh2_dlc14_brt_chevaliers_de_lyonesse_2	cheatsheet_brt_chivalry_text	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.chivalry.001		2
wh2_dlc14_brt_chevaliers_de_lyonesse_3	cheatsheet_brt_bretonnian_vows_text	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.bretonnian_vows.001		3
wh2_dlc14_brt_chevaliers_de_lyonesse_4	cheatsheet_brt_peasants_text	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.peasants.001		4
wh2_dlc15_grn_bonerattlaz_1	cheatsheet_grn_waaagh_text	wh2_dlc15_grn_bonerattlaz	war.camp.hp.waaagh.001		1
wh2_dlc15_grn_bonerattlaz_2	cheatsheet_grn_scrap_text	wh2_dlc15_grn_bonerattlaz	war.camp.hp.greenskins_salvage.001		2
wh2_dlc15_grn_bonerattlaz_3	cheatsheet_underway_text	wh2_dlc15_grn_bonerattlaz	war.camp.hp.underway.001		3
wh2_dlc15_grn_broken_axe_1	cheatsheet_grn_groms_cauldron_text	wh2_dlc15_grn_broken_axe	war.camp.hp.greenskins_groms_cauldron.001		1
wh2_dlc15_grn_broken_axe_2	cheatsheet_grn_waaagh_text	wh2_dlc15_grn_broken_axe	war.camp.hp.waaagh.001		2
wh2_dlc15_grn_broken_axe_3	cheatsheet_grn_scrap_text	wh2_dlc15_grn_broken_axe	war.camp.hp.greenskins_salvage.001		3
wh2_dlc15_grn_broken_axe_4	cheatsheet_underway_text	wh2_dlc15_grn_broken_axe	war.camp.hp.underway.001		4
wh2_dlc15_hef_imrik_1	cheatsheet_hef_dragon_taming_text	wh2_dlc15_hef_imrik	war.camp.hp.high_elves_dragon_taming.001		1
wh2_dlc15_hef_imrik_2	cheatsheet_hef_influence_text	wh2_dlc15_hef_imrik	war.camp.hp.influence.001		2
wh2_dlc15_hef_imrik_3	cheatsheet_hef_patrons_realms_text	wh2_dlc15_hef_imrik	war.camp.hp.patrons_realms.001		3
wh2_dlc15_hef_imrik_4	cheatsheet_hef_sword_of_khaine_text	wh2_dlc15_hef_imrik	war.camp.hp.sword_of_khaine.001		4
wh2_dlc16_wef_drycha_1	war.camp.hp.wood_elves_new_worldroots.002	wh2_dlc16_wef_drycha	war.camp.hp.wood_elves_new_worldroots.001		1
wh2_dlc16_wef_drycha_2	war.camp.hp.oak_of_ages.002	wh2_dlc16_wef_drycha	war.camp.hp.oak_of_ages.001		2
wh2_dlc16_wef_drycha_3	war.camp.advice.offices.info_002	wh2_dlc16_wef_drycha	war.camp.advice.offices.info_001		3
wh2_dlc16_wef_drycha_4	war.camp.hp.wood_elves_forest_spirits_animals.002	wh2_dlc16_wef_drycha	war.camp.hp.wood_elves_forest_spirits_animals.001		4
wh2_dlc16_wef_sisters_of_twilight_1	war.camp.hp.wood_elves_new_worldroots.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.wood_elves_new_worldroots.001		1
wh2_dlc16_wef_sisters_of_twilight_2	war.camp.hp.wood_elves_forge_of_daith.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.wood_elves_forge_of_daith.001		2
wh2_dlc16_wef_sisters_of_twilight_3	war.camp.hp.oak_of_ages.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.oak_of_ages.001		3
wh2_dlc16_wef_sisters_of_twilight_4	war.camp.advice.offices.info_002	wh2_dlc16_wef_sisters_of_twilight	war.camp.advice.offices.info_001		4
wh2_dlc17_bst_malagor_1	cheatsheet_bst_bloodgrounds_text	wh2_dlc17_bst_malagor	war.camp.hp.bloodgrounds.001		1
wh2_dlc17_bst_malagor_2	cheatsheet_bst_marks_of_ruination_text	wh2_dlc17_bst_malagor	war.camp.hp.marks_of_ruination.001		2
wh2_dlc17_bst_malagor_3	cheatsheet_bst_dread_panel_text	wh2_dlc17_bst_malagor	war.camp.hp.dread_panel.001		3
wh2_dlc17_bst_malagor_4	cheatsheet_bst_bestial_rage_text	wh2_dlc17_bst_malagor	war.camp.hp.bestial_rage.001		4
wh2_dlc17_bst_taurox_1	cheatsheet_bst_rampage_text	wh2_dlc17_bst_taurox	war.camp.hp.rampage.001		1
wh2_dlc17_bst_taurox_2	cheatsheet_bst_bloodgrounds_text	wh2_dlc17_bst_taurox	war.camp.hp.bloodgrounds.001		2
wh2_dlc17_bst_taurox_3	cheatsheet_bst_marks_of_ruination_text	wh2_dlc17_bst_taurox	war.camp.hp.marks_of_ruination.001		3
wh2_dlc17_bst_taurox_4	cheatsheet_bst_dread_bestial_rage_text	wh2_dlc17_bst_taurox	cheatsheet_bst_dread_bestial_rage_header		4
wh2_dlc17_dwf_thorek_ironbrow_1	cheatsheet_dwf_artefacts_text	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.thorek_artefacts.001	UI/help_images/dwarfs.png	1
wh2_dlc17_dwf_thorek_ironbrow_2	cheatsheet_dwf_age_of_reckoning	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.age_of_reckoning.001		2
wh2_dlc17_dwf_thorek_ironbrow_3	cheatsheet_dwf_grudges_text	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.grudges.001		3
wh2_dlc17_dwf_thorek_ironbrow_4	cheatsheet_dwf_the_forge_text	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.forging_magic_items.001		4
wh2_dlc17_lzd_oxyotl_1	cheatsheet_oxyotl_visions_text	wh2_dlc17_lzd_oxyotl	war.camp.hp.oxyotl_visions.001		1
wh2_dlc17_lzd_oxyotl_2	cheatsheet_lizardmen_silent_sanctums_text	wh2_dlc17_lzd_oxyotl	war.camp.hp.lizardmen_silent_sanctums.001		2
wh2_dlc17_lzd_oxyotl_3	cheatsheet_lzd_geomantic_web_text	wh2_dlc17_lzd_oxyotl	war.camp.hp.geomantic_web.001		3
wh2_dlc17_lzd_oxyotl_4	cheatsheet_lzd_blessed_spawnings_text	wh2_dlc17_lzd_oxyotl	war.camp.hp.blessed_spawnings.001		4
wh2_main_def_cult_of_pleasure_1	cheatsheet_def_slaves_text	wh2_main_def_cult_of_pleasure	war.camp.hp.slaves.001		1
wh2_main_def_cult_of_pleasure_2	cheatsheet_def_black_arks_text	wh2_main_def_cult_of_pleasure	war.camp.hp.black_arks.001		2
wh2_main_def_cult_of_pleasure_3	cheatsheet_def_sword_of_khaine_text	wh2_main_def_cult_of_pleasure	war.camp.hp.sword_of_khaine.001		3
wh2_main_def_hag_graef_1	cheatsheet_def_possession_text	wh2_main_def_hag_graef	war.camp.hp.possession_tzarkan.001		1
wh2_main_def_hag_graef_2	cheatsheet_def_slaves_text	wh2_main_def_hag_graef	war.camp.hp.slaves.001		2
wh2_main_def_hag_graef_3	cheatsheet_def_black_arks_text	wh2_main_def_hag_graef	war.camp.hp.black_arks.001		3
wh2_main_def_hag_graef_4	cheatsheet_def_sword_of_khaine_text	wh2_main_def_hag_graef	war.camp.hp.sword_of_khaine.001		4
wh2_main_def_har_ganeth_1	cheatsheet_def_death_night_text	wh2_main_def_har_ganeth	war.camp.hp.death_night.001		1
wh2_main_def_har_ganeth_2	cheatsheet_def_blood_voyage_text	wh2_main_def_har_ganeth	war.camp.hp.blood_voyage.001		2
wh2_main_def_har_ganeth_3	cheatsheet_def_slaves_text	wh2_main_def_har_ganeth	war.camp.hp.slaves.001		3
wh2_main_def_har_ganeth_4	cheatsheet_def_black_arks_sword_of_khaine_text	wh2_main_def_har_ganeth	cheatsheet_def_black_arks_sword_of_khaine_header		4
wh2_main_def_naggarond_1	cheatsheet_def_slaves_text	wh2_main_def_naggarond	war.camp.hp.slaves.001		1
wh2_main_def_naggarond_2	cheatsheet_def_black_arks_text	wh2_main_def_naggarond	war.camp.hp.black_arks.001		2
wh2_main_def_naggarond_3	cheatsheet_def_sword_of_khaine_text	wh2_main_def_naggarond	war.camp.hp.sword_of_khaine.001		3
wh2_main_hef_avelorn_1	cheatsheet_hef_defender_of_ulthuan_text	wh2_main_hef_avelorn	war.camp.hp.defender_of_ulthuan.001		1
wh2_main_hef_avelorn_2	cheatsheet_hef_torment_power_of_nature_text	wh2_main_hef_avelorn	cheatsheet_hef_torment_power_of_nature_header		2
wh2_main_hef_avelorn_3	cheatsheet_hef_influence_text	wh2_main_hef_avelorn	war.camp.hp.influence.001		3
wh2_main_hef_avelorn_4	cheatsheet_hef_patrons_realms_text	wh2_main_hef_avelorn	war.camp.hp.patrons_realms.001		4
wh2_main_hef_eataine_1	cheatsheet_hef_valiant_imperatives_text	wh2_main_hef_eataine	war.camp.hp.valiant_imperatives.001		1
wh2_main_hef_eataine_2	cheatsheet_hef_influence_text	wh2_main_hef_eataine	war.camp.hp.influence.001		2
wh2_main_hef_eataine_3	cheatsheet_hef_patrons_realms_text	wh2_main_hef_eataine	war.camp.hp.patrons_realms.001		3
wh2_main_hef_eataine_4	cheatsheet_hef_sword_of_khaine_text	wh2_main_hef_eataine	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_nagarythe_1	cheatsheet_hef_marked_for_death_text	wh2_main_hef_nagarythe	war.camp.hp.marked_for_death.001		1
wh2_main_hef_nagarythe_2	cheatsheet_hef_influence_text	wh2_main_hef_nagarythe	war.camp.hp.influence.001		2
wh2_main_hef_nagarythe_3	cheatsheet_hef_patrons_realms_text	wh2_main_hef_nagarythe	war.camp.hp.patrons_realms.001		3
wh2_main_hef_nagarythe_4	cheatsheet_hef_sword_of_khaine_text	wh2_main_hef_nagarythe	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_order_of_loremasters_1	cheatsheet_hef_secrets_of_the_white_tower_text	wh2_main_hef_order_of_loremasters	war.camp.hp.secrets_of_the_white_tower.001		1
wh2_main_hef_order_of_loremasters_2	cheatsheet_hef_influence_text	wh2_main_hef_order_of_loremasters	war.camp.hp.influence.001		2
wh2_main_hef_order_of_loremasters_3	cheatsheet_hef_patrons_realms_text	wh2_main_hef_order_of_loremasters	war.camp.hp.patrons_realms.001		3
wh2_main_hef_order_of_loremasters_4	cheatsheet_hef_sword_of_khaine_text	wh2_main_hef_order_of_loremasters	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_yvresse_1	cheatsheet_hef_athel_tamarha_text	wh2_main_hef_yvresse	war.camp.hp.high_elves_athel_tamarha.001		1
wh2_main_hef_yvresse_2	cheatsheet_hef_influence_text	wh2_main_hef_yvresse	war.camp.hp.influence.001		2
wh2_main_hef_yvresse_3	cheatsheet_hef_patrons_realms_text	wh2_main_hef_yvresse	war.camp.hp.patrons_realms.001		3
wh2_main_hef_yvresse_4	cheatsheet_hef_sword_of_khaine_text	wh2_main_hef_yvresse	war.camp.hp.sword_of_khaine.001		4
wh2_main_lzd_hexoatl_1	cheatsheet_lzd_blessed_spawnings_text	wh2_main_lzd_hexoatl	war.camp.hp.blessed_spawnings.001		1
wh2_main_lzd_hexoatl_2	cheatsheet_lzd_geomantic_web_text	wh2_main_lzd_hexoatl	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_hexoatl_3	cheatsheet_lzd_astromancy_text	wh2_main_lzd_hexoatl	war.camp.hp.astromancy.001		3
wh2_main_lzd_hexoatl_4	cheatsheet_lzd_lord_kroak_text	wh2_main_lzd_hexoatl	war.camp.hp.lizardmen_lord_kroak.001		4
wh2_main_lzd_itza_1	cheatsheet_lzd_blessed_spawnings_text	wh2_main_lzd_itza	war.camp.hp.blessed_spawnings.001		1
wh2_main_lzd_itza_2	cheatsheet_lzd_geomantic_web_text	wh2_main_lzd_itza	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_itza_3	cheatsheet_lzd_astromancy_text	wh2_main_lzd_itza	war.camp.hp.astromancy.001		3
wh2_main_lzd_itza_4	cheatsheet_lzd_lord_kroak_itza_text	wh2_main_lzd_itza	war.camp.hp.lizardmen_lord_kroak.001		4
wh2_main_lzd_last_defenders_1	cheatsheet_lzd_blessed_spawnings_text	wh2_main_lzd_last_defenders	war.camp.hp.blessed_spawnings.001		1
wh2_main_lzd_last_defenders_2	cheatsheet_lzd_geomantic_web_text	wh2_main_lzd_last_defenders	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_last_defenders_3	cheatsheet_lzd_astromancy_text	wh2_main_lzd_last_defenders	war.camp.hp.astromancy.001		3
wh2_main_lzd_last_defenders_4	cheatsheet_lzd_lord_kroak_text	wh2_main_lzd_last_defenders	war.camp.hp.lizardmen_lord_kroak.001		4
wh2_main_lzd_tlaqua_1	cheatsheet_lzd_blessed_spawnings_text	wh2_main_lzd_tlaqua	war.camp.hp.blessed_spawnings.001		1
wh2_main_lzd_tlaqua_2	cheatsheet_lzd_geomantic_web_text	wh2_main_lzd_tlaqua	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_tlaqua_3	cheatsheet_lzd_astromancy_text	wh2_main_lzd_tlaqua	war.camp.hp.astromancy.001		3
wh2_main_lzd_tlaqua_4	cheatsheet_lzd_lord_kroak_text	wh2_main_lzd_tlaqua	war.camp.hp.lizardmen_lord_kroak.001		4
wh2_main_skv_clan_eshin_1	war.camp.hp.shadowy_dealings.002	wh2_main_skv_clan_eshin	war.camp.hp.shadowy_dealings.001		1
wh2_main_skv_clan_eshin_2	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_eshin	war.camp.hp.skaven_underworld.001		2
wh2_main_skv_clan_eshin_3	war.camp.hp.food.002	wh2_main_skv_clan_eshin	war.camp.hp.food.001		3
wh2_main_skv_clan_eshin_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_eshin	war.camp.hp.skaven_corruption.001		4
wh2_main_skv_clan_mors_1	cheatsheet_skv_underempire_text	wh2_main_skv_clan_mors	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_mors_2	cheatsheet_skv_food_text	wh2_main_skv_clan_mors	war.camp.hp.food.001		2
wh2_main_skv_clan_mors_3	cheatsheet_skv_menace_below_text	wh2_main_skv_clan_mors	war.camp.hp.the_menace_below.001		3
wh2_main_skv_clan_mors_4	cheatsheet_underway_text	wh2_main_skv_clan_mors	war.camp.hp.underway.001		4
wh2_main_skv_clan_moulder_1	war.camp.hp.skaven_flesh_lab.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_flesh_lab.001		1
wh2_main_skv_clan_moulder_2	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_underworld.001		2
wh2_main_skv_clan_moulder_3	war.camp.hp.food.002	wh2_main_skv_clan_moulder	war.camp.hp.food.001		3
wh2_main_skv_clan_moulder_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_corruption.001		4
wh2_main_skv_clan_pestilens_1	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_pestilens	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_pestilens_2	war.camp.hp.food.002	wh2_main_skv_clan_pestilens	war.camp.hp.food.001		2
wh2_main_skv_clan_pestilens_3	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_pestilens	war.camp.hp.skaven_corruption.001		3
wh2_main_skv_clan_skryre_1	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_skryre_2	war.camp.hp.skaven_forbidden_workshop.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_forbidden_workshop.001		2
wh2_main_skv_clan_skryre_3	war.camp.hp.food.002	wh2_main_skv_clan_skryre	war.camp.hp.food.001		3
wh2_main_skv_clan_skryre_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_corruption.001		4
wh2_twa03_def_rakarth_1	cheatsheet_def_monster_pens_text	wh2_twa03_def_rakarth	cheatsheet_def_monster_pens_header		1
wh2_twa03_def_rakarth_2	cheatsheet_def_slaves_text	wh2_twa03_def_rakarth	war.camp.hp.slaves.001		2
wh2_twa03_def_rakarth_3	cheatsheet_def_black_arks_text	wh2_twa03_def_rakarth	war.camp.hp.black_arks.001		3
wh2_twa03_def_rakarth_4	cheatsheet_def_sword_of_khaine_text	wh2_twa03_def_rakarth	war.camp.hp.sword_of_khaine.001		4
wh3_dlc20_chs_azazel_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_azazel_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_azazel_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_azazel_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_festus_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_festus_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_festus_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_festus_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_kholek_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_kholek_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_kholek_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_kholek_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_sigvald_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_sigvald_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_sigvald_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_dark_fortresses_header		3
