region_group_key	region_key
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_fort_oberstyre
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_fort_ostrosk
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_fort_straghov
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_gorssel
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_grenzstadt
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_grunburg
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_helmgart
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_hergig
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_kemperbad
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_kislev
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_marienburg
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_middenheim
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_norden
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_nuln
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_pfeildorf
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_port_reaver
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_praag
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_salzenmund
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_swamp_town
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_swartzhafen
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_talabheim
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_the_moot
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_volksgrad
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_waldenhof
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_weismund
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_wissenburg
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_wolfenburg
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_wurtbad
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_zavastra
VICTORY_CONDITION_REGIONS_EMP	wh3_main_combi_region_zoishenk
VICTORY_CONDITION_REGIONS_GRN	wh3_main_combi_region_karak_eight_peaks
VICTORY_CONDITION_REGIONS_KHALIDA	wh3_main_combi_region_castle_drakenhof
VICTORY_CONDITION_REGIONS_KHALIDA	wh3_main_combi_region_castle_templehof
VICTORY_CONDITION_REGIONS_KHALIDA	wh3_main_combi_region_ka_sabar
VICTORY_CONDITION_REGIONS_KHALIDA	wh3_main_combi_region_lahmia
VICTORY_CONDITION_REGIONS_KHALIDA	wh3_main_combi_region_the_awakening
VICTORY_CONDITION_REGIONS_OAK_OF_AGES	wh3_main_combi_region_the_oak_of_ages
VICTORY_CONDITION_REGIONS_TMB	wh3_main_combi_region_black_pyramid_of_nagash
VICTORY_CONDITION_REGIONS_TMB	wh3_main_combi_region_black_tower_of_arkhan
VICTORY_CONDITION_REGIONS_TMB	wh3_main_combi_region_khemri
VICTORY_CONDITION_REGIONS_TMB	wh3_main_combi_region_numas
VICTORY_CONDITION_REGIONS_TMB	wh3_main_combi_region_sorcerers_islands
wh3_main_region_hint_group_capture_other_subculture_Cathay	wh3_main_chaos_region_dragon_gate
wh3_main_region_hint_group_capture_other_subculture_Cathay	wh3_main_chaos_region_snake_gate
wh3_main_region_hint_group_capture_other_subculture_Cathay	wh3_main_chaos_region_turtle_gate
wh3_main_region_hint_group_capture_other_subculture_Chaos_vs_Cathay	wh3_main_chaos_region_dragon_gate
wh3_main_region_hint_group_capture_other_subculture_Chaos_vs_Cathay	wh3_main_chaos_region_snake_gate
wh3_main_region_hint_group_capture_other_subculture_Chaos_vs_Cathay	wh3_main_chaos_region_turtle_gate
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_bloodpeak
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_fort_straghov
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_novchozy
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_tower_of_ashshair
wh3_main_region_hint_group_capture_other_subculture_Chaos	wh3_main_chaos_region_troll_fjord
wh3_main_region_hint_group_capture_other_subculture_Daemon_Prince	wh3_main_chaos_region_altdorf
wh3_main_region_hint_group_capture_other_subculture_Daemon_Prince	wh3_main_chaos_region_castle_alexandronov
wh3_main_region_hint_group_capture_other_subculture_Daemon_Prince	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_fort_jakova
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_mist_gorge
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_novchozy
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_qiang
wh3_main_region_hint_group_capture_other_subculture_Greenskin	wh3_main_chaos_region_tower_of_ashshair
wh3_main_region_hint_group_capture_other_subculture_Khorne	wh3_main_chaos_region_castle_alexandronov
wh3_main_region_hint_group_capture_other_subculture_Khorne	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Khorne	wh3_main_chaos_region_novchozy
wh3_main_region_hint_group_capture_other_subculture_Norsca	wh3_main_chaos_region_erengrad
wh3_main_region_hint_group_capture_other_subculture_Norsca	wh3_main_chaos_region_fort_straghov
wh3_main_region_hint_group_capture_other_subculture_Norsca	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Norsca	wh3_main_chaos_region_marienburg
wh3_main_region_hint_group_capture_other_subculture_Norsca	wh3_main_chaos_region_volksgrad
wh3_main_region_hint_group_capture_other_subculture_Nurgle	wh3_main_chaos_region_karak_azorn
wh3_main_region_hint_group_capture_other_subculture_Nurgle	wh3_main_chaos_region_kraka_drak
wh3_main_region_hint_group_capture_other_subculture_Nurgle	wh3_main_chaos_region_the_volary
wh3_main_region_hint_group_capture_other_subculture_Nurgle	wh3_main_chaos_region_zhufbar
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_fort_jakova
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_hanyu_port
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_nan_gau
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_novchozy
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_qiang
wh3_main_region_hint_group_capture_other_subculture_Ogre	wh3_main_chaos_region_tower_of_ashshair
wh3_main_region_hint_group_capture_other_subculture_Slaanesh	wh3_main_chaos_region_castle_alexandronov
wh3_main_region_hint_group_capture_other_subculture_Slaanesh	wh3_main_chaos_region_kislev
wh3_main_region_hint_group_capture_other_subculture_Slaanesh	wh3_main_chaos_region_laurelorn_forest
wh3_main_region_hint_group_capture_other_subculture_Tzeentch	wh3_main_chaos_region_great_hall_of_greasus
wh3_main_region_hint_group_capture_other_subculture_Tzeentch	wh3_main_chaos_region_hanyu_port
wh3_main_region_hint_group_capture_other_subculture_Tzeentch	wh3_main_chaos_region_nan_gau
wh3_main_region_hint_group_capture_other_subculture_Tzeentch	wh3_main_chaos_region_novchozy
wh3_main_region_hint_group_capture_other_subculture_Tzeentch	wh3_main_chaos_region_the_sunken_sewers
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_angerrial
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_eagle_gate
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_elessaeli
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_elisia
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_evershale
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_gaean_vale
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_griffon_gate
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_lothern
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_mistnar
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_phoenix_gate
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_port_elistor
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_shrine_of_asuryan
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_shrine_of_khaine
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_shrine_of_loec
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_the_galleons_graveyard
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_achare
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_anlec
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_anroc
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_dranil
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_elyr
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_finu
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_koruali
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_saroir
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_sethai
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tor_yvresse
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tower_of_lysean
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_tralinia
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_unicorn_gate
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_vauls_anvil_ulthuan
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_white_tower_of_hoeth
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_whitefire_tor
wh3_main_region_hint_profile_theatre_ulthuan	wh3_main_combi_region_whitepeak
