key	model_id	building_bmd	port_bmd	construction_bmd	damaged_bmd	destroyed_bmd	port_construction_bmd	port_walled_bmd	wall_bmd	on_sea_bmd	devastated_bmd	devastated_occupied_bmd
1074557006	wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_3	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1079045133	wh2_dlc09_special_settlement_pyramid_of_nagash_grn_3	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1088304276	wh3_main_cth_bastion_primary_ruin	prefabs\campaign\cth_bastion_gate_ruin.bmd	prefabs\campaign\cth_bastion_gate_ruin.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\cth_bastion_gate_ruin.bmd	prefabs\campaign\cth_bastion_gate_ruin.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1094916265	wh2_dlc17_bst_settlement_major_5	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd		prefabs\campaign\wef_oak_of_ages_ruin_01.bmd	prefabs\campaign\wef_oak_of_ages_ruin_01.bmd
1096407400	wh3_main_tze_settlement_minor_2	prefabs/campaign/chs_minor_tze_02.bmd	prefabs/campaign/chs_port_minor_tze_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_tze_04.bmd	prefabs/campaign/chs_minor_tze_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1100073688	wh3_main_sla_settlement_major_2	prefabs/campaign/chs_major_sla_02.bmd	prefabs/campaign/chs_port_major_sla_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_sla_02.bmd	prefabs/campaign/chs_major_sla_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1102674497	wh2_dlc17_bst_settlement_major_1	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd		prefabs\campaign\wef_oak_of_ages_ruin_01.bmd	prefabs\campaign\wef_oak_of_ages_ruin_01.bmd
1111129797	wh3_main_ogr_camp_town_centre_3	prefabs\campaign\ogr_horde_settlement_3.bmd										
1125295081	wh2_dlc11_vampirecoast_settlement_major_2	prefabs/campaign/vampire_coast_port_major_2.bmd	prefabs/campaign/vampire_coast_port_major_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_major_2.bmd	prefabs/campaign/vampire_coast_port_major_2.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
113693374	wh3_dlc29_special_settlement_middenheim_2_emp	prefabs/campaign/empire_town_middenheim_01.bmd	prefabs\campaign\empire_port_major_2.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_2.bmd	prefabs/campaign/empire_town_middenheim_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1143701158	wh3_main_tze_settlement_major_5	prefabs/campaign/chs_major_tze_05.bmd	prefabs/campaign/chs_port_major_tze_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_tze_05.bmd	prefabs/campaign/chs_major_tze_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1147495996	wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_1	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1148085323	wh2_dlc12_dummy_nuclear_ruins_lizardmen	prefabs\campaign\lzd_settlement_ruin_nuked.bmd	prefabs\campaign\lzd_settlement_port_ruin_nuked.bmd					prefabs\campaign\lzd_settlement_port_ruin_nuked.bmd	prefabs\campaign\lzd_settlement_ruin_nuked.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
114825217	wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_5	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1149244811	wh3_main_dae_settlement_major_3	prefabs/campaign/chs_major_03.bmd	prefabs/campaign/chs_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_03.bmd	prefabs/campaign/chs_major_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
115255614	wh3_main_building_ksl_settlement_minor_3	prefabs/campaign/ksl_minor_03.bmd	prefabs/campaign/ksl_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/ksl_port_minor_04.bmd	prefabs/campaign/ksl_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1157625289	wh2_dlc09_tmb_settlement_minor_1	prefabs\campaign\tmb_minor_01.bmd	prefabs\campaign\tmb_minor_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\tmb_minor_port_04.bmd	prefabs\campaign\tmb_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1159506741	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
116626720	wh3_main_building_ksl_settlement_major_2	prefabs/campaign/ksl_major_02.bmd	prefabs/campaign/ksl_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/ksl_port_major_02.bmd	prefabs/campaign/ksl_major_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1171107388	wh2_dlc13_building_lzd_horde_settlement_major_1	prefabs\campaign\lzd_horde_major_1.bmd										
1185998465	wh3_main_nur_settlement_major_2	prefabs/campaign/chs_major_nur_02.bmd	prefabs/campaign/chs_port_major_nur_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_nur_02.bmd	prefabs/campaign/chs_major_nur_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1190611999	wh2_dlc17_bst_settlement_major_3	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd		prefabs\campaign\wef_oak_of_ages_ruin_01.bmd	prefabs\campaign\wef_oak_of_ages_ruin_01.bmd
1191494245	wh3_main_dae_settlement_minor_1	prefabs/campaign/chs_minor_01.bmd	prefabs/campaign/chs_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_04.bmd	prefabs/campaign/chs_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1213915469	wh3_main_pro_building_nor_settlement_minor_1	prefabs/campaign/pro_norsca_minor_1.bmd	prefabs\campaign\norsca_minor_port_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\norsca_minor_port_1.bmd	prefabs/campaign/norsca_minor_1.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1217798992	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_2	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1235540823	wh3_prologue_building_ksl_minor_1	prefabs/campaign/ksl_prologue_minor_01.bmd		prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd							
1247730611	wh2_dlc09_tmb_settlement_major_2	prefabs/campaign/tmb_major_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_major_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
125	wh_main_building_emp_settlement_major_1	prefabs/campaign/empire_town_1.bmd	prefabs\campaign\empire_port_major_1.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_1.bmd	prefabs/campaign/empire_town_1.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1251045459	wh2_dlc09_special_settlement_pyramid_of_nagash_brt_3	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1251774244	wh3_main_ogr_camp_town_centre_1	prefabs\campaign\ogr_horde_settlement_1.bmd										
1258169874	wh3_main_building_ksl_settlement_major_1	prefabs/campaign/ksl_major_01.bmd	prefabs/campaign/ksl_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/ksl_port_major_01.bmd	prefabs/campaign/ksl_major_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
126455757	wh2_dlc09_special_settlement_pyramid_of_nagash_skv_1	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1267176743	wh3_dlc29_special_settlement_middenheim_1_emp	prefabs/campaign/empire_town_middenheim_01.bmd	prefabs\campaign\empire_port_major_1.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_1.bmd	prefabs/campaign/empire_town_middenheim_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1269457439	wh3_dlc29_special_settlement_middenheim_3_emp	prefabs/campaign/empire_town_middenheim_01.bmd	prefabs\campaign\empire_port_major_3.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_3.bmd	prefabs/campaign/empire_town_middenheim_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1272762184	wh2_dlc09_tmb_settlement_major_1	prefabs/campaign/tmb_major_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_major_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1296824035	wh2_dlc11_vampirecoast_settlement_minor_3	prefabs/campaign/vampire_coast_port_minor_3.bmd	prefabs/campaign/vampire_coast_port_minor_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1311473049	wh2_dlc13_building_lzd_horde_settlement_major_4	prefabs\campaign\lzd_horde_major_4.bmd										
1324294280	wh3_main_kho_settlement_major_2	prefabs/campaign/chs_major_kho_02.bmd	prefabs/campaign/chs_port_major_kho_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_kho_02.bmd	prefabs/campaign/chs_major_kho_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1326140685	wh2_dlc11_vampirecoast_settlement_minor_4	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
132787172	wh2_dlc12_dummy_nuclear_ruins_tombking_settra	prefabs\campaign\tmb_ruin_settra_nuked.bmd	prefabs\campaign\tmb_ruin_port_nuked.bmd					prefabs\campaign\tmb_ruin_port_nuked.bmd	prefabs\campaign\tmb_ruin_settra_nuked.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
133	wh_main_building_emp_settlement_major_2	prefabs/campaign/empire_town_2.bmd	prefabs\campaign\empire_port_major_2.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_2.bmd	prefabs/campaign/empire_town_2.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1331471190	wh3_main_tze_settlement_minor_1	prefabs/campaign/chs_minor_tze_01.bmd	prefabs/campaign/chs_port_minor_tze_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_tze_04.bmd	prefabs/campaign/chs_minor_tze_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
134	wh_main_building_emp_settlement_major_3	prefabs/campaign/empire_town_3.bmd	prefabs\campaign\empire_port_major_3.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_3.bmd	prefabs/campaign/empire_town_3.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1342873531	wh2_dlc09_special_settlement_pyramid_of_nagash_hef_2	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1350571227	wh2_dlc09_tmb_settlement_khemri_4	prefabs/campaign/tmb_settra_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_settra_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1356962281	wh3_dlc23_chd_settlement_tower_3	prefabs/campaign/chd_major_03.bmd	prefabs/campaign/chd_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chd_major_03.bmd	prefabs/campaign/chd_major_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
