bonus_value_id	effect	agent_action_record
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_champion_passive_spread_public_order
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_champion_passive_spread_public_order_horde
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_champion_passive_stimulate_growth
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_assist_army_replenish_troops
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_agent_wound
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_army_assault_units
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_army_hinder_replenishment
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_settlement_assault_garrison
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_settlement_damage_building
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_settlement_damage_walls
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_hinder_settlement_scout_settlement
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_passive_spread_corruption
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_passive_spread_corruption_chs
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_passive_spread_corruption_vmp
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_passive_spread_public_order
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_dignitary_passive_stimulate_growth
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_assist_army_increase_mobility
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_assist_army_training
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_agent_wound
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_army_block_army
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_settlement_damage_walls
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_settlement_scout_settlement
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_settlement_steal_technology
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_hinder_settlement_warlock_engineer_ritual
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_engineer_passive_boost_income
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_assist_army_scouting
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_assist_army_training
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_hinder_agent_wound
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_hinder_army_hinder_replenishment
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_hinder_settlement_damage_walls
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_hinder_settlement_scout_settlement
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_passive_spread_corruption
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_runesmith_passive_spread_public_order
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_assist_army_increase_mobility
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_assist_army_replenish_troops
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_assist_army_replenish_troops_horde
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_assist_army_scavenge
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_assist_army_training
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_agent_assassinate
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_army_assault_units
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_army_block_army
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_army_hinder_replenishment
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_character_assassinate
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_settlement_assault_garrison
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_settlement_damage_walls
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_hinder_settlement_scout_settlement
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_passive_boost_income
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_passive_increase_slave_income
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_passive_spread_corruption
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_passive_spread_public_order
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_spy_passive_stimulate_growth
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_assist_army_replenish_troops
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_assist_army_scouting
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_agent_wound
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_army_assault_unit
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_army_block_army
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_army_hinder_replenishment
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_settlement_damage_building
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_settlement_damage_walls
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_settlement_plague_priest_ritual
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_settlement_scout_settlement
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_hinder_settlement_steal_technology
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_passive_boost_income
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_passive_spread_corruption
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_passive_spread_corruption_chs
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_passive_spread_corruption_skv
cost_mod	wh2_dlc11_effect_agent_action_cost_mod_excluding_pirate_coves	wh2_main_agent_action_wizard_passive_spread_public_order
active	wh2_dlc11_effect_agent_action_enable_champion_assist_province_dig_for_treasure	wh2_dlc11_agent_action_champion_assist_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_champion_hinder_province_dig_for_treasure	wh2_dlc11_agent_action_champion_hinder_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_champion_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_champion_hinder_settlement_treasure_hunt
active	wh2_dlc11_effect_agent_action_enable_dignitary_hinder_settlement_establish_pirate_cove	wh2_dlc11_agent_action_dignitary_hinder_settlement_establish_pirate_cove
active	wh2_dlc11_effect_agent_action_enable_dignitary_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_dignitary_hinder_settlement_treasure_hunt
active	wh2_dlc11_effect_agent_action_enable_digtinary_assist_province_dig_for_treasure	wh2_dlc11_agent_action_dignitary_assist_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_digtinary_hinder_province_dig_for_treasure	wh2_dlc11_agent_action_dignitary_hinder_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_engineer_assist_province_dig_for_treasure	wh2_dlc11_agent_action_engineer_assist_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_engineer_hinder_province_dig_for_treasure	wh2_dlc11_agent_action_engineer_hinder_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_engineer_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_engineer_hinder_settlement_treasure_hunt
active	wh2_dlc11_effect_agent_action_enable_runesmith_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_runesmith_hinder_settlement_treasure_hunt
active	wh2_dlc11_effect_agent_action_enable_spy_assist_province_dig_for_treasure	wh2_dlc11_agent_action_spy_assist_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_spy_hinder_province_dig_for_treasure	wh2_dlc11_agent_action_spy_hinder_province_dig_for_treasure
active	wh2_dlc11_effect_agent_action_enable_spy_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_spy_hinder_settlement_treasure_hunt
active	wh2_dlc11_effect_agent_action_enable_wizard_hinder_settlement_treasure_hunt	wh2_dlc11_agent_action_wizard_hinder_settlement_treasure_hunt
success_mod	wh2_dlc11_effect_agent_action_hinder_settlement_establish_pirate_cove_buff	wh2_dlc11_agent_action_dignitary_hinder_settlement_establish_pirate_cove
cost_mod	wh2_dlc11_effect_agent_action_hinder_settlement_establish_pirate_cove_cost_mod_hidden	wh2_dlc11_agent_action_dignitary_hinder_settlement_establish_pirate_cove
cost_mod	wh2_dlc11_effect_agent_action_hinder_settlement_establish_pirate_cove_cost_mod	wh2_dlc11_agent_action_dignitary_hinder_settlement_establish_pirate_cove
success_mod	wh2_dlc11_effect_agent_action_success_chance_dignitary_establish_pirate_cove	wh2_dlc11_agent_action_dignitary_hinder_settlement_establish_pirate_cove
success_mod	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire_unique	wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire_unique
success_mod	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire	wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire
success_mod	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire	wh2_dlc16_agent_action_champion_hinder_settlement_expand_underempire
active	wh2_dlc12_effect_agent_action_enable_engineer_hinder_settlement_expand_underempire_unique	wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire_unique
active	wh2_dlc12_effect_agent_action_enable_engineer_hinder_settlement_expand_underempire	wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire
active	wh2_dlc12_effect_agent_action_enable_kroak_assist_army_replenish_troops	wh2_dlc12_agent_action_kroak_assist_army_replenish_troops
active	wh2_dlc12_effect_agent_action_enable_kroak_assist_army_training	wh2_dlc12_agent_action_kroak_assist_army_training
active	wh2_dlc12_effect_agent_action_enable_kroak_hinder_settlement_lord_kroak_colossal_deliverance_cooldown	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_2
disabled	wh2_dlc12_effect_agent_action_enable_kroak_hinder_settlement_lord_kroak_colossal_deliverance_cooldown	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_1
active	wh2_dlc12_effect_agent_action_enable_kroak_hinder_settlement_lord_kroak_colossal_deliverance	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_1
active	wh2_dlc12_effect_agent_action_enable_kroak_hinder_settlement_lord_kroak_ultimate_deliverance	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_settlement
disabled	wh2_dlc12_effect_agent_action_enable_kroak_hinder_settlement_lord_kroak_ultimate_deliverance	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_1
active	wh2_dlc12_effect_agent_action_enable_kroak_passive_boost_income	wh2_dlc12_agent_action_kroak_passive_boost_income
active	wh2_dlc12_effect_agent_action_enable_kroak_passive_stimulate_growth	wh2_dlc12_agent_action_kroak_passive_stimulate_growth
cost_mod	wh2_dlc12_effect_agent_action_expand_under_empire_cost_mod_hidden	wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire
cost_mod	wh2_dlc12_effect_agent_action_expand_under_empire_cost_mod_hidden	wh2_dlc16_agent_action_champion_hinder_settlement_expand_underempire
disabled	wh2_dlc12_effect_agent_action_success_chance_kroak_hinder_settlement_settlement	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_settlement
disabled	wh2_dlc12_effect_agent_action_success_chance_kroak_hinder_settlement_walls	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_1
disabled	wh2_dlc12_effect_agent_action_success_chance_kroak_hinder_settlement_walls	wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_2
active	wh2_dlc15_effect_agent_action_enable_runesmith_assist_army_replenish_troops	wh2_dlc15_agent_action_runesmith_assist_army_replenish_troops
active	wh2_dlc15_effect_agent_action_enable_runesmith_hinder_army_damage_unit	wh2_dlc15_agent_action_runesmith_hinder_army_assault_unit
active	wh2_dlc15_effect_agent_action_enable_runesmith_hinder_settlement_steal_technology	wh2_dlc15_agent_action_runesmith_hinder_settlement_steal_technology
active	wh2_dlc16_agent_actrion_champion_hinder_settlement_expand_underempire	wh2_dlc16_agent_action_champion_hinder_settlement_expand_underempire
active	wh2_dlc16_effect_agent_action_enable_dignitary_assist_army_enhance_mobility	wh2_dlc16_agent_action_dignitary_assist_army_increase_mobility
active	wh2_dlc16_effect_agent_action_enable_dignitary_hinder_army_damage_unit	wh2_dlc16_agent_action_dignitary_hinder_army_assault_unit
active	wh2_dlc16_effect_agent_action_enable_dignitary_passive_boost_income	wh2_dlc16_agent_action_dignitary_passive_boost_income
active	wh2_dlc16_effect_agent_action_enable_runesmith_assist_army_replenish_troops	wh2_dlc15_agent_action_runesmith_assist_army_replenish_troops
active	wh2_dlc16_effect_agent_action_enable_runesmith_assist_army_scavenge_buff	wh2_dlc16_agent_action_runesmith_assist_army_scavenge_buff
active	wh2_dlc16_effect_agent_action_enable_runesmith_hinder_settlement_damage_building	wh2_dlc16_agent_action_runesmith_hinder_settlement_damage_building
active	wh2_dlc16_effect_agent_action_enable_runesmith_passive_stimulate_growth	wh2_dlc16_agent_action_runesmith_passive_stimulate_growth
active	wh2_dlc16_effect_agent_action_enable_wizard_hinder_settlement_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_ariel
disabled	wh2_dlc16_effect_agent_action_success_chance_ariel_hinder_settlement_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_ariel
active	wh2_dlc17_effect_agent_action_enable_runesmith_assist_army_harden_armour	wh2_dlc17_agent_action_runesmith_assist_army_improve_armour
active	wh2_dlc17_effect_agent_action_enable_runesmith_assist_army_increase_mobility	wh2_dlc17_agent_action_runesmith_assist_army_increase_mobility
active	wh2_dlc17_effect_agent_action_enable_runesmith_assist_army_sharpen_weapons	wh2_dlc17_agent_action_runesmith_assist_army_improve_weapons
active	wh2_dlc17_effect_agent_action_enable_runesmith_hinder_settlement_assault_garrison	wh2_dlc17_agent_action_runesmith_hinder_settlement_assault_garrison
active	wh2_dlc17_effect_agent_action_enable_spy_passive_spread_corruption_chs	wh2_dlc17_agent_action_spy_passive_spread_corruption_chs
active	wh2_main_effect_agent_action_enable_champion_assist_army_dummy_green_knight	wh2_main_agent_action_champion_assist_army_green_knight
active	wh2_main_effect_agent_action_enable_champion_assist_army_replenish_troops	wh2_main_agent_action_champion_assist_army_replenish_troops
active	wh2_main_effect_agent_action_enable_champion_assist_army_scavenge	wh2_main_agent_action_champion_assist_army_scavenge
active	wh2_main_effect_agent_action_enable_champion_assist_army_scouting	wh2_main_agent_action_champion_assist_army_scouting
active	wh2_main_effect_agent_action_enable_champion_assist_army_training	wh2_main_agent_action_champion_assist_army_training
active	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	wh2_main_agent_action_champion_hinder_agent_assassinate
active	wh2_main_effect_agent_action_enable_champion_hinder_agent_wound	wh2_main_agent_action_champion_hinder_agent_wound
active	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	wh2_main_agent_action_champion_hinder_army_assault_units
active	wh2_main_effect_agent_action_enable_champion_hinder_army_block_army	wh2_main_agent_action_champion_hinder_army_block_army
active	wh2_main_effect_agent_action_enable_champion_hinder_army_hinder_replenishment	wh2_main_agent_action_champion_hinder_army_hinder_replenishment
active	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	wh2_main_agent_action_champion_hinder_settlement_assault_garrison
active	wh2_main_effect_agent_action_enable_champion_hinder_settlement_damage_building	wh2_main_agent_action_champion_hinder_settlement_damage_building
active	wh2_main_effect_agent_action_enable_champion_hinder_settlement_damage_walls	wh2_main_agent_action_champion_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_champion_hinder_settlement_gain_influence	wh2_main_agent_action_champion_hinder_settlement_gain_influence
active	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	wh2_main_agent_action_champion_hinder_settlement_scout_settlement
active	wh2_main_effect_agent_action_enable_champion_passive_increase_trade	wh2_main_agent_action_champion_passive_increase_trade
active	wh2_main_effect_agent_action_enable_champion_passive_spread_corruption_vmp	wh2_main_agent_action_champion_passive_spread_corruption_vmp
active	wh2_main_effect_agent_action_enable_champion_passive_spread_public_order_horde	wh2_main_agent_action_champion_passive_spread_public_order_horde
active	wh2_main_effect_agent_action_enable_champion_passive_spread_public_order	wh2_main_agent_action_champion_passive_spread_public_order
active	wh2_main_effect_agent_action_enable_champion_passive_stimulate_growth	wh2_main_agent_action_champion_passive_stimulate_growth
active	wh2_main_effect_agent_action_enable_dignitary_assist_army_replenish_troops	wh2_main_agent_action_dignitary_assist_army_replenish_troops
active	wh2_main_effect_agent_action_enable_dignitary_hinder_agent_wound	wh2_main_agent_action_dignitary_hinder_agent_wound
active	wh2_main_effect_agent_action_enable_dignitary_hinder_army_assault_units	wh2_main_agent_action_dignitary_hinder_army_assault_units
active	wh2_main_effect_agent_action_enable_dignitary_hinder_army_hinder_replenishment	wh2_main_agent_action_dignitary_hinder_army_hinder_replenishment
active	wh2_main_effect_agent_action_enable_dignitary_hinder_settlement_assault_garrison	wh2_main_agent_action_dignitary_hinder_settlement_assault_garrison
active	wh2_main_effect_agent_action_enable_dignitary_hinder_settlement_damage_building	wh2_main_agent_action_dignitary_hinder_settlement_damage_building
active	wh2_main_effect_agent_action_enable_dignitary_hinder_settlement_damage_walls	wh2_main_agent_action_dignitary_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_dignitary_hinder_settlement_scout_settlement	wh2_main_agent_action_dignitary_hinder_settlement_scout_settlement
active	wh2_main_effect_agent_action_enable_dignitary_passive_spread_corruption_chs	wh2_main_agent_action_dignitary_passive_spread_corruption_chs
active	wh2_main_effect_agent_action_enable_dignitary_passive_spread_corruption_vmp	wh2_main_agent_action_dignitary_passive_spread_corruption_vmp
active	wh2_main_effect_agent_action_enable_dignitary_passive_spread_corruption	wh2_main_agent_action_dignitary_passive_spread_corruption
active	wh2_main_effect_agent_action_enable_dignitary_passive_spread_public_order	wh2_main_agent_action_dignitary_passive_spread_public_order
active	wh2_main_effect_agent_action_enable_dignitary_passive_stimulate_growth	wh2_main_agent_action_dignitary_passive_stimulate_growth
active	wh2_main_effect_agent_action_enable_engineer_assist_army_enhance_mobility	wh2_main_agent_action_engineer_assist_army_increase_mobility
active	wh2_main_effect_agent_action_enable_engineer_assist_army_training	wh2_main_agent_action_engineer_assist_army_training
active	wh2_main_effect_agent_action_enable_engineer_hinder_agent_wound	wh2_main_agent_action_engineer_hinder_agent_wound
active	wh2_main_effect_agent_action_enable_engineer_hinder_army_block_army	wh2_main_agent_action_engineer_hinder_army_block_army
active	wh2_main_effect_agent_action_enable_engineer_hinder_settlement_damage_walls	wh2_main_agent_action_engineer_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_engineer_hinder_settlement_scout_settlement	wh2_main_agent_action_engineer_hinder_settlement_scout_settlement
active	wh2_main_effect_agent_action_enable_engineer_hinder_settlement_steal_technology	wh2_main_agent_action_engineer_hinder_settlement_steal_technology
active	wh2_main_effect_agent_action_enable_engineer_hinder_settlement_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_warlock_engineer_ritual
active	wh2_main_effect_agent_action_enable_engineer_passive_boost_income	wh2_main_agent_action_engineer_passive_boost_income
active	wh2_main_effect_agent_action_enable_runesmith_assist_army_scouting	wh2_main_agent_action_runesmith_assist_army_scouting
active	wh2_main_effect_agent_action_enable_runesmith_assist_army_training	wh2_main_agent_action_runesmith_assist_army_training
active	wh2_main_effect_agent_action_enable_runesmith_hinder_agent_wound	wh2_main_agent_action_runesmith_hinder_agent_wound
active	wh2_main_effect_agent_action_enable_runesmith_hinder_army_hinder_replenishment	wh2_main_agent_action_runesmith_hinder_army_hinder_replenishment
active	wh2_main_effect_agent_action_enable_runesmith_hinder_settlement_damage_walls	wh2_main_agent_action_runesmith_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_runesmith_hinder_settlement_scout_settlement	wh2_main_agent_action_runesmith_hinder_settlement_scout_settlement
