key	slot_type
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	torso
wh3_main_dae_cha_daemon_prince_fe_torso_bird_06	torso
wh3_main_dae_cha_daemon_prince_fe_torso_brasscollar_04	torso
wh3_main_dae_cha_daemon_prince_fe_torso_corpulent_06	torso
wh3_main_dae_cha_daemon_prince_fe_weapon_bloodthirster_great_axe_01	weapon_1
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_great_unclean_one_sword_01	weapon_2
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_keeper_of_secrets_shield_01	shield
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_lord_of_change_staff_01	weapon_2
wh3_main_dae_cha_daemon_prince_fe_weapon_sword_01	weapon_2
wh3_main_dae_cha_daemon_prince_fe_wings_base_02	wings
wh3_main_dae_cha_daemon_prince_fe_wings_beast_05	wings
wh3_main_dae_cha_daemon_prince_fe_wings_bird_06	wings
wh3_main_dae_cha_daemon_prince_fe_wings_corpulent_04	wings
wh3_main_dae_cha_daemon_prince_fe_wings_sensuous_06	wings
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_1	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_2	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_3	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_4	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_5	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_6	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_7	head
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_8	head
wh3_main_dae_cha_daemon_prince_head_base_1	head
wh3_main_dae_cha_daemon_prince_head_base_10	head
wh3_main_dae_cha_daemon_prince_head_base_11	head
wh3_main_dae_cha_daemon_prince_head_base_2	head
wh3_main_dae_cha_daemon_prince_head_base_3	head
wh3_main_dae_cha_daemon_prince_head_base_4	head
wh3_main_dae_cha_daemon_prince_head_base_5	head
wh3_main_dae_cha_daemon_prince_head_base_6	head
wh3_main_dae_cha_daemon_prince_head_base_7	head
wh3_main_dae_cha_daemon_prince_head_base_8	head
wh3_main_dae_cha_daemon_prince_head_base_9	head
wh3_main_dae_cha_daemon_prince_head_beast_1	head
wh3_main_dae_cha_daemon_prince_head_beast_2	head
wh3_main_dae_cha_daemon_prince_head_beast_3	head
wh3_main_dae_cha_daemon_prince_head_beast_4	head
wh3_main_dae_cha_daemon_prince_head_beast_5	head
wh3_main_dae_cha_daemon_prince_head_beast_6	head
wh3_main_dae_cha_daemon_prince_head_bird_1	head
wh3_main_dae_cha_daemon_prince_head_bird_2	head
wh3_main_dae_cha_daemon_prince_head_bird_3	head
wh3_main_dae_cha_daemon_prince_head_bird_4	head
wh3_main_dae_cha_daemon_prince_head_bird_5	head
wh3_main_dae_cha_daemon_prince_head_bird_6	head
wh3_main_dae_cha_daemon_prince_head_bird_7	head
wh3_main_dae_cha_daemon_prince_head_bird_8	head
wh3_main_dae_cha_daemon_prince_head_corpulent_1	head
wh3_main_dae_cha_daemon_prince_head_corpulent_2	head
wh3_main_dae_cha_daemon_prince_head_corpulent_3	head
wh3_main_dae_cha_daemon_prince_head_corpulent_4	head
wh3_main_dae_cha_daemon_prince_head_corpulent_5	head
wh3_main_dae_cha_daemon_prince_head_corpulent_6	head
wh3_main_dae_cha_daemon_prince_legs_base_1	legs
wh3_main_dae_cha_daemon_prince_legs_base_2	legs
wh3_main_dae_cha_daemon_prince_legs_base_3	legs
wh3_main_dae_cha_daemon_prince_legs_base_4	legs
wh3_main_dae_cha_daemon_prince_legs_base_5	legs
wh3_main_dae_cha_daemon_prince_legs_base_6	legs
wh3_main_dae_cha_daemon_prince_legs_beast_1	legs
wh3_main_dae_cha_daemon_prince_legs_beast_2	legs
wh3_main_dae_cha_daemon_prince_legs_beast_3	legs
wh3_main_dae_cha_daemon_prince_legs_beast_4	legs
wh3_main_dae_cha_daemon_prince_legs_beast_5	legs
wh3_main_dae_cha_daemon_prince_legs_beast_6	legs
wh3_main_dae_cha_daemon_prince_legs_beast_7	legs
wh3_main_dae_cha_daemon_prince_legs_beast_8	legs
wh3_main_dae_cha_daemon_prince_legs_bird_1	legs
wh3_main_dae_cha_daemon_prince_legs_bird_2	legs
wh3_main_dae_cha_daemon_prince_legs_bird_3	legs
wh3_main_dae_cha_daemon_prince_legs_bird_4	legs
wh3_main_dae_cha_daemon_prince_legs_bird_5	legs
wh3_main_dae_cha_daemon_prince_legs_bird_6	legs
wh3_main_dae_cha_daemon_prince_legs_bird_7	legs
wh3_main_dae_cha_daemon_prince_legs_bird_8	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_1	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_2	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_3	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_4	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_5	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_6	legs
wh3_main_dae_cha_daemon_prince_legs_corpulent_7	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_1	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_2	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_3	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_4	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_5	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_6	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_7	legs
wh3_main_dae_cha_daemon_prince_legs_daemonette_8	legs
wh3_main_dae_cha_daemon_prince_tail_base_1	tail
wh3_main_dae_cha_daemon_prince_tail_base_2	tail
wh3_main_dae_cha_daemon_prince_tail_base_3	tail
wh3_main_dae_cha_daemon_prince_tail_base_4	tail
wh3_main_dae_cha_daemon_prince_tail_base_5	tail
wh3_main_dae_cha_daemon_prince_tail_base_6	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_1	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_2	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_3	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_4	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_5	tail
wh3_main_dae_cha_daemon_prince_tail_corpulent_6	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_1	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_2	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_3	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_4	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_5	tail
wh3_main_dae_cha_daemon_prince_tail_fiend_6	tail
wh3_main_dae_cha_daemon_prince_tail_living_1	tail
wh3_main_dae_cha_daemon_prince_tail_living_2	tail
wh3_main_dae_cha_daemon_prince_tail_living_3	tail
wh3_main_dae_cha_daemon_prince_tail_living_4	tail
wh3_main_dae_cha_daemon_prince_tail_living_5	tail
wh3_main_dae_cha_daemon_prince_tail_living_6	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_1	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_2	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_3	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_4	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_5	tail
wh3_main_dae_cha_daemon_prince_tail_snapping_6	tail
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	torso
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	torso
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_3	torso
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_4	torso
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_5	torso
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	torso
wh3_main_dae_cha_daemon_prince_torso_base_1	torso
wh3_main_dae_cha_daemon_prince_torso_base_10	torso
wh3_main_dae_cha_daemon_prince_torso_base_2	torso
wh3_main_dae_cha_daemon_prince_torso_base_3	torso
wh3_main_dae_cha_daemon_prince_torso_base_4	torso
wh3_main_dae_cha_daemon_prince_torso_base_5	torso
wh3_main_dae_cha_daemon_prince_torso_base_6	torso
wh3_main_dae_cha_daemon_prince_torso_base_7	torso
wh3_main_dae_cha_daemon_prince_torso_base_8	torso
wh3_main_dae_cha_daemon_prince_torso_base_9	torso
wh3_main_dae_cha_daemon_prince_torso_bird_1	torso
wh3_main_dae_cha_daemon_prince_torso_bird_2	torso
wh3_main_dae_cha_daemon_prince_torso_bird_3	torso
wh3_main_dae_cha_daemon_prince_torso_bird_4	torso
wh3_main_dae_cha_daemon_prince_torso_bird_5	torso
wh3_main_dae_cha_daemon_prince_torso_bird_6	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_1	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_2	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_3	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_4	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_5	torso
wh3_main_dae_cha_daemon_prince_torso_brasscollar_6	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_1	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_2	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_3	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_4	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_5	torso
wh3_main_dae_cha_daemon_prince_torso_corpulent_6	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	torso
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	torso
wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	torso
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_2	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_3	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_2	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_3	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_1	shield
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_2	shield
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_3	shield
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_4	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_5	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_2	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_3	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_1	shield
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_2	shield
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_3	shield
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_2	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_3	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_4	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_1	shield
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_2	shield
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_3	shield
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_2	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_3	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_1	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_2	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_3	weapon_1
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_1	shield
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_2	shield
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_3	shield
wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_weapon_sword_1	weapon_2
wh3_main_dae_cha_daemon_prince_wings_base_1	wings
wh3_main_dae_cha_daemon_prince_wings_base_2	wings
wh3_main_dae_cha_daemon_prince_wings_base_3	wings
wh3_main_dae_cha_daemon_prince_wings_base_4	wings
wh3_main_dae_cha_daemon_prince_wings_base_5	wings
wh3_main_dae_cha_daemon_prince_wings_base_6	wings
wh3_main_dae_cha_daemon_prince_wings_beast_1	wings
wh3_main_dae_cha_daemon_prince_wings_beast_2	wings
wh3_main_dae_cha_daemon_prince_wings_beast_3	wings
wh3_main_dae_cha_daemon_prince_wings_beast_4	wings
wh3_main_dae_cha_daemon_prince_wings_beast_5	wings
wh3_main_dae_cha_daemon_prince_wings_beast_6	wings
wh3_main_dae_cha_daemon_prince_wings_bird_1	wings
wh3_main_dae_cha_daemon_prince_wings_bird_2	wings
wh3_main_dae_cha_daemon_prince_wings_bird_3	wings
wh3_main_dae_cha_daemon_prince_wings_bird_4	wings
wh3_main_dae_cha_daemon_prince_wings_bird_5	wings
wh3_main_dae_cha_daemon_prince_wings_bird_6	wings
wh3_main_dae_cha_daemon_prince_wings_bird_7	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_1	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_2	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_3	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_4	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_5	wings
wh3_main_dae_cha_daemon_prince_wings_corpulent_6	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_1	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_2	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_3	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_4	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_5	wings
wh3_main_dae_cha_daemon_prince_wings_sensuous_6	wings
