key	agent_subtype	factorial_effect	value	scope
1734304689	wh2_main_def_sorceress_shadow	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1740450002	wh2_dlc15_hef_mage_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
174389024	wh2_dlc16_wef_coeddil_qb	skaven_discoverability_characters	25	EFS_ONLY_OTHERS
1749202386	wh3_survival_nur_cha_daemon_prince_of_nurgle	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1765018330	wh3_main_cth_alchemist	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1785922420	wh_dlc03_bst_bray_shaman_shadows	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1794737205	wh3_main_tze_cultist	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
181938830	wh2_dlc12_lzd_lord_kroak_boss	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1820603976	wh_main_brt_damsel_heavens	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1825436052	wh2_pro08_neu_gotrek	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
182668719	wh2_dlc10_hef_mage_shadows	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1831531016	wh2_main_hef_mage_high	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1842483648	wh_main_emp_captain	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1848353603	wh2_main_skv_warlock_engineer	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
1854184678	wh2_main_lzd_skink_priest_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1861089164	wh_dlc05_wef_branchwraith	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1893310073	wh3_pro11_chs_cha_harald_hammerstorm	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1908818967	wh2_dlc14_dummy_tzarkan	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
192646079	wh_dlc03_bst_bray_shaman_wild	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1937278895	wh_dlc08_nor_shaman_sorcerer_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1941053004	wh2_dlc13_emp_hunter_kalara_of_wydrioth	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1950007484	wh2_dlc12_lzd_tlaqua_skink_priest_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1951681659	wh_dlc05_wef_spellsinger_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1960358541	wh_dlc03_emp_boris_todbringer	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1960863921	wh2_dlc09_tmb_liche_priest_nehekhara	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1966924382	wh2_dlc11_cst_fleet_captain_vampires	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
198792282	wh2_dlc14_def_master	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1993721093	wh3_dlc24_ksl_hag_witch_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
1994405129	wh2_dlc11_cst_fleet_captain_deep	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2006261322	wh2_dlc10_hef_shadow_walker	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2019402368	wh3_main_nur_plagueridden_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2028542520	wh3_main_kho_bloodreaper	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2031387731	wh_dlc05_wef_waystalker	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2048826025	wh3_dlc23_chd_bull_centaur_taurruk	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2056523936	wh_dlc03_bst_bray_shaman_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2081694854	wh_main_grn_goblin_big_boss	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2117630998	wh2_dlc16_wef_malicious_branchwraith_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2123194972	wh_dlc08_nor_shaman_sorcerer_metal	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2129221324	wh3_survival_sla_cha_daemon_prince_of_slaanesh	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
213092948	wh3_main_ksl_frost_maiden_ice	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2131816674	wh3_main_ksl_patriarch	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2141860001	wh3_dlc24_ksl_the_golden_knight	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
2143622860	wh_dlc06_dwf_master_engineer_ghost	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
22479495	wh3_main_pro_kho_cultist	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
239897978	wh2_dlc15_hef_mage_metal	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
248092420	wh3_main_kho_cultist	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
248359283	wh2_dlc16_skv_packmaster	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
251311945	wh2_main_skv_plague_priest_ritual	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
255354206	wh_main_teb_bright_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
262261642	wh_main_dwf_runesmith	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
266825972	wh_main_emp_light_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
273232994	wh3_dlc24_chs_exalted_hero_mtze	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
280448327	wh2_dlc09_tmb_liche_priest_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
295712716	wh2_main_skv_assassin	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
306906075	wh_main_vmp_banshee	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
310140925	wh3_main_sla_alluress_shadow	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
310736944	wh2_dlc16_wef_malicious_branchwraith_life	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
317709231	wh_dlc03_emp_amber_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
327637726	wh2_dlc16_skv_packmaster	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
338271254	wh2_dlc16_skv_chieftain	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
344831870	wh2_main_skv_plague_priest	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
348504555	wh_main_emp_celestial_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
349054261	wh3_main_dae_daemon_prince_nurgle_fe	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
351357893	wh_main_nor_chaos_sorcerer_metal	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
372616519	wh2_main_skv_warlock_engineer_ritual	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
393232333	wh2_dlc17_lzd_mon_dread_saurian_qb_boss	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
417293838	wh2_twa03_def_rakarth	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
422634373	wh_main_vmp_vampire_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
434644892	wh3_main_dae_daemon_prince_slaanesh_fe	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
435227747	wh2_dlc15_hef_mage_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
436215342	wh_dlc08_nor_fimir_balefiend_fire	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
438976751	wh_dlc07_brt_damsel_life	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
513503555	wh3_dlc23_chd_infernal_castellan	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
519379982	wh3_main_nur_cultist_plague_ritual	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
530044139	wh3_dlc24_cth_gate_master	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
537842535	wh2_dlc12_lzd_tlaqua_skink_chief	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
544336017	wh2_dlc17_vmp_kevon_lloydstein	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
551315738	wh3_dlc20_chs_exalted_hero_mnur	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
573506421	wh_dlc06_dwf_thane_ghost_1	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
578351247	wh3_dlc24_ksl_hag_witch_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
593894788	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
603526773	wh2_dlc11_cst_mourngul	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
618369063	wh2_dlc13_lzd_skink_chief_horde	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
632472522	wh_main_emp_bright_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
64655701	wh2_dlc09_tmb_necrotect_ritual	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
648260461	wh_dlc05_emp_grey_wizard	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
653510195	wh2_dlc09_tmb_tomb_prince	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
655916668	wh3_survival_dae_cha_belakor_01	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
656861558	wh2_main_lzd_skink_chief	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
668739787	wh2_main_def_death_hag	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
705503948	wh2_dlc11_cst_fleet_captain_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
712142619	wh3_main_ksl_frost_maiden_tempest	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
721818110	wh3_survival_tze_cha_daemon_prince_of_tzeentch	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
725700584	wh3_main_sla_cultist	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
739473901	wh2_dlc11_cst_ghost_paladin	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
744618061	wh2_main_skv_warlock_engineer_ritual	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
744754209	wh3_main_pro_kho_herald_of_khorne	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
757989139	wh3_prologue_general_test	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
762104672	wh3_main_ogr_butcher_great_maw	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
767709249	wh2_dlc16_skv_ghoritch	skaven_discoverability_characters	-10	EFS_ONLY_OWNER
770302568	wh_main_vmp_wight_king	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
771748336	wh_dlc03_bst_bray_shaman_beasts	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
772556992	wh_dlc08_nor_skin_wolf_werekin	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
772872112	wh2_main_skv_warlock_engineer	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
777941636	wh2_dlc17_bst_wargor	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
798748096	wh2_dlc16_skv_ghoritch_boss	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
800134874	wh2_main_lzd_skink_priest_heavens	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
812053056	wh_main_chs_chaos_sorcerer_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
817880726	wh2_dlc14_skv_eshin_sorcerer	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
831386255	wh_main_vmp_necromancer	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
845593373	wh2_pro09_grn_black_orc_big_boss	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
846183924	wh2_dlc16_skv_ghoritch	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
855071843	wh2_dlc16_skv_chieftain	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
873316416	wh2_main_hef_noble	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
874279004	wh_main_chs_chaos_sorcerer_fire	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
88279503	wh2_dlc10_hef_handmaiden	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
88327437	wh2_dlc10_def_sorceress_death	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
890392266	wh3_dlc24_ksl_hag_witch_hag	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
892993864	wh2_dlc14_brt_henri_le_massif	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
89568227	wh3_main_pro_ksl_frost_maiden_ice	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
909292923	wh3_dlc23_chd_daemonsmith_sorcerer_metal	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
930092199	wh3_dlc20_chs_sorcerer_tzeentch_mtze	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
931512052	wh_dlc07_chs_chaos_sorcerer_shadow	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
948108114	wh3_dlc24_cth_saytang_the_watcher	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
949218759	wh_main_dwf_master_engineer	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
949270873	wh_dlc08_nor_kihar	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
9720344	wh3_dlc23_neu_ulrika	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
983840847	wh3_main_dae_daemon_prince_khorne_fe	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
98877780	wh3_survival_kho_cha_daemon_prince_of_khorne	skaven_discoverability_characters	15	EFS_ONLY_OTHERS
