key	index	subculture	category	name_group	skin	ui_skin	is_rebel	flags_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	rebel_colour_r	rebel_colour_g	rebel_colour_b	military_group	movie_death_event	unit_regiment_name_group	ship_name_group	pre_battle_speech_parameter	card_colour_r	card_colour_g	card_colour_b	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	win_movie	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	feature_forest	default_audio_actor_vo_group	text_replacement_key	neutral_reinforcement_factions	can_accept_gifts_when_dead	uniform_colour_primary	uniform_colour_secondary	uniform_colour_tertiary	banner_colour_primary	banner_colour_secondary	banner_colour_tertiary	primary_colour	override_target_unit_vo_culture	music_feedback_group	ui_main_theme_skin
wh2_dlc09_tmb_khemri	19450337	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_khemri	92.0000	174.0000	202.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	EA2023	72ECE8	000000	5CAECA	E6AF00	000000	5CAECA	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_lybaras	1459149038	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_lybaras	186.0000	182.0000	163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	DDD9C4	459188	000000	BAB6A3	55B188	000000	BAB6A3	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_numas	790464365	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_numas	179.0000	34.0000	37.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	C00000	DDD9C4	000000	B32225	E1DBC4	000000	B32225	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_rakaph_dynasty	1958151514	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_rakaph_dynasty	215.0000	159.0000	37.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	DF8603	459188	000000	D79F25	60BA9F	000000	D79F25	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_the_sentinels	1559085004	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_the_sentinels	47.0000	49.0000	51.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	2F3133	488C6F	000000	2F3133	488C6F	000000	2F3133	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tomb_kings	2041770580	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_khemri	92.0000	174.0000	202.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	EA2023	72ECE8	000000	5CAECA	E6AF00	000000	5CAECA	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tomb_kings_rebels	447441815	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	true	ui\flags\wh2_dlc09_tmb_tomb_kings_rebels	57.0000	53.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				false	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	262626	E2AC00	000000	393530	EAC100	000000	393530	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb1	1294095803	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	UI\Flags\wh2_dlc09_tmb_tomb_kings_rebels	57.0000	53.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	262626	E2AC00	000000	393530	EAC100	000000	393530	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb2	968855831	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	UI\Flags\wh2_dlc09_tmb_tomb_kings_rebels	57.0000	53.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	262626	E2AC00	000000	393530	EAC100	000000	393530	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb3	886208688	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	UI\Flags\wh2_dlc09_tmb_tomb_kings_rebels	57.0000	53.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	262626	E2AC00	000000	393530	EAC100	000000	393530	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb4	7799353	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	UI\Flags\wh2_dlc09_tmb_tomb_kings_rebels	57.0000	53.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	262626	E2AC00	000000	393530	EAC100	000000	393530	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb_exiles_of_nehek	1936240960	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_exiles_of_nehek	184.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	DDD9C4	C00000	000000	C8C3B2	B80101	BA8415	B80101	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb_followers_of_nagash	1939857287	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_followers_of_nagash	218.0000	201.0000	47.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings_arkhan	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	E2AC00	262626	000000	DAC92F	35332D	000000	DAC92F	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb_khemri	1526613030	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_khemri	92.0000	174.0000	202.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	EA2023	72ECE8	000000	5CAECA	E6AF00	000000	5CAECA	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc09_tmb_tombking_qb_lybaras	387340941	wh2_dlc09_sc_tmb_tomb_kings		names_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_tomb_kings	false	ui\flags\wh2_dlc09_tmb_lybaras	186.0000	182.0000	163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc09_tomb_kings	0	names_tmb_tomb_kings	names_tmb_tomb_kings	FACTION_ODA	0.0000	0.0000	0.0000	wh2_dlc09_vo_culture_Tomb_Kings	wh_mp_force_gen_tomb_kings	tmb				true	WH_Tomb_Kings	LOCKED_STANDARD	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King		all	false	DDD9C4	459188	000000	BAB6A3	55B188	000000	BAB6A3	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_caledor_sky
wh2_dlc10_def_blood_voyage	1218427764	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_dlc10_def_blood_voyage	128.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_def	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	LOCKED_STANDARD	wh2_main_vo_actor_Dark_Elves_Death_Hag		all	false	323232	C9C48D	010101	353434	B39E61	BFBFBF	800000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_dlc11_brt_bretonnia_dil	741995897	wh2_main_rogue		names_brt_bretonnia	wh_main_brt_bretonnia	wh_main_brt_bretonnia	false	ui\flags\wh_main_brt_bretonnia_rebels	248.0000	244.0000	228.0000	0.0000	0.0000	0.0000	228.0000	180.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_bretonnia	0	names_brt_bretonnia	names_brt_bretonnia	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Bretonnian	default	brt				false	WH_Bretonnia	LOCKED_STANDARD	wh_main_vo_actor_Bretonnian_Lord		all	false	F8F4E4	323232	F8F4E4	3232B2	F3D632	C83232	F8F4E4	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	1829725752	wh2_main_rogue		names_def_dark_elves	wh2_main_rogue_armies	wh2_main_rogue_armies	false	ui\flags\wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	128.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	default	def				false	WH_Dark_Elves	MIGRATORY_HORDE	wh2_main_vo_actor_Dark_Elves_DreadlordFemale		all	false	9D9887	2D2D2D	010101	262626	DDDDDD	35A1F2	800000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
