ancillary	required_skill	required_skill_level
wh2_dlc15_anc_mount_hef_archmage_heavens_ithilmar_chariot	wh2_dlc15_skill_hef_archmage_heavens_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_heavens_moon_dragon	wh2_dlc15_skill_hef_archmage_heavens_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_archmage_high_barded_warhorse	wh2_dlc15_skill_hef_archmage_high_mount_barded_ithilmar_steed	1
wh2_dlc15_anc_mount_hef_archmage_high_great_eagle	wh2_dlc15_skill_hef_archmage_high_mount_great_eagle	1
wh2_dlc15_anc_mount_hef_archmage_high_ithilmar_chariot	wh2_dlc15_skill_hef_archmage_high_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_high_moon_dragon	wh2_dlc15_skill_hef_archmage_high_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_archmage_life_barded_warhorse	wh2_dlc15_skill_hef_archmage_life_mount_barded_ithilmar_steed	1
wh2_dlc15_anc_mount_hef_archmage_life_great_eagle	wh2_dlc15_skill_hef_archmage_life_mount_great_eagle	1
wh2_dlc15_anc_mount_hef_archmage_life_ilthilmar_chariot	wh2_dlc15_skill_hef_archmage_life_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_life_moon_dragon	wh2_dlc15_skill_hef_archmage_life_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_archmage_light_barded_warhorse	wh2_dlc15_skill_hef_archmage_light_mount_barded_ithilmar_steed	1
wh2_dlc15_anc_mount_hef_archmage_light_great_eagle	wh2_dlc15_skill_hef_archmage_light_mount_great_eagle	1
wh2_dlc15_anc_mount_hef_archmage_light_ithilmar_chariot	wh2_dlc15_skill_hef_archmage_light_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_light_moon_dragon	wh2_dlc15_skill_hef_archmage_light_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_archmage_metal_barded_warhorse	wh2_dlc15_skill_hef_archmage_metal_mount_barded_ithilmar_steed	1
wh2_dlc15_anc_mount_hef_archmage_metal_great_eagle	wh2_dlc15_skill_hef_archmage_metal_mount_great_eagle	1
wh2_dlc15_anc_mount_hef_archmage_metal_ilthilmar_chariot	wh2_dlc15_skill_hef_archmage_metal_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_metal_moon_dragon	wh2_dlc15_skill_hef_archmage_metal_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_archmage_shadows_barded_warhorse	wh2_dlc15_skill_hef_archmage_shadows_mount_barded_ithilmar_steed	1
wh2_dlc15_anc_mount_hef_archmage_shadows_great_eagle	wh2_dlc15_skill_hef_archmage_shadows_mount_great_eagle	1
wh2_dlc15_anc_mount_hef_archmage_shadows_ilthilmar_chariot	wh2_dlc15_skill_hef_archmage_shadows_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_archmage_shadows_moon_dragon	wh2_dlc15_skill_hef_archmage_shadows_mount_moon_dragon	1
wh2_dlc15_anc_mount_hef_eltharion_barded_warhorse	wh2_dlc15_skill_hef_eltharion_mount_barded_warhorse	1
wh2_dlc15_anc_mount_hef_eltharion_stormwing	wh2_dlc15_skill_hef_eltharion_mount_stormwing	1
wh2_dlc15_anc_mount_hef_imrik_dragon_minaithnir	wh2_dlc15_skill_hef_imrik_mount_minaithnir	1
wh2_dlc15_anc_mount_hef_imrik_dragon_prince_warhorse	wh2_dlc15_skill_hef_imrik_mount_dragon_prince_steed	1
wh2_dlc15_anc_mount_hef_mage_beasts_elven_steed	wh2_dlc15_skill_hef_mage_beasts_mount_elven_steed	1
wh2_dlc15_anc_mount_hef_mage_beasts_ithilmar_chariot	wh2_dlc15_skill_hef_mage_beasts_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_mage_death_elven_steed	wh2_dlc15_skill_hef_mage_death_mount_elven_steed	1
wh2_dlc15_anc_mount_hef_mage_death_ithilmar_chariot	wh2_dlc15_skill_hef_mage_death_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_mage_fire_elven_steed	wh2_dlc15_skill_hef_mage_fire_mount_elven_steed	1
wh2_dlc15_anc_mount_hef_mage_fire_ithilmar_chariot	wh2_dlc15_skill_hef_mage_fire_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_mage_fire_sun_dragon	wh2_dlc15_skill_hef_mage_fire_mount_sun_dragon	1
wh2_dlc15_anc_mount_hef_mage_metal_elven_steed	wh2_dlc15_skill_hef_mage_metal_mount_elven_steed	1
wh2_dlc15_anc_mount_hef_mage_metal_ithilmar_chariot	wh2_dlc15_skill_hef_mage_metal_mount_ithilmar_chariot	1
wh2_dlc15_anc_mount_hef_prince_griffon	wh2_dlc15_skill_hef_prince_mount_griffon	1
wh2_dlc15_anc_mount_hef_princess_griffon	wh2_dlc15_skill_hef_princess_mount_griffon	1
wh2_dlc15_anc_mount_hef_teclis_arcane_phoenix	wh2_dlc15_skill_hef_teclis_mount_arcane_phoenix	1
wh2_dlc16_anc_mount_skv_cha_chieftain_bonebreaker	wh2_dlc16_skill_skv_chieftain_mount_1	1
wh2_dlc16_anc_mount_skv_cha_packmaster_brood_horror	wh2_dlc16_skill_skv_packmaster_mount_2	1
wh2_dlc16_anc_mount_skv_cha_throt_the_unclean_brood_horror	wh2_dlc16_skill_mount_skv_cha_throt_the_unclean_brood_horror	1
wh2_dlc16_anc_mount_skv_cha_warlord_brood_horror	wh2_dlc16_skill_skv_warlord_mount_2	1
wh2_dlc16_anc_mount_wef_cha_female_glade_lord_great_stag	wh2_dlc16_skill_wef_glade_lord_mount_great_stag_fem	1
wh2_dlc16_anc_mount_wef_cha_glade_lord_great_stag	wh2_dlc16_skill_wef_glade_lord_mount_great_stag	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_beasts_elven_steed	wh2_dlc16_skill_wef_spellweaver_beasts_mount_1	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_beasts_great_eagle	wh2_dlc16_skill_wef_spellweaver_beasts_mount_3	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_beasts_unicorn	wh2_dlc16_skill_wef_spellweaver_beasts_mount_2	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_dark_elven_steed	wh2_dlc16_skill_wef_spellweaver_dark_mount_1	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_dark_great_eagle	wh2_dlc16_skill_wef_spellweaver_dark_mount_3	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_dark_unicorn	wh2_dlc16_skill_wef_spellweaver_dark_mount_2	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_high_elven_steed	wh2_dlc16_skill_wef_spellweaver_high_mount_1	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_high_great_eagle	wh2_dlc16_skill_wef_spellweaver_high_mount_3	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_high_unicorn	wh2_dlc16_skill_wef_spellweaver_high_mount_2	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_life_elven_steed	wh2_dlc16_skill_wef_spellweaver_life_mount_1	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_life_great_eagle	wh2_dlc16_skill_wef_spellweaver_life_mount_3	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_life_unicorn	wh2_dlc16_skill_wef_spellweaver_life_mount_2	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_shadows_elven_steed	wh2_dlc16_skill_wef_spellweaver_shadows_mount_1	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_shadows_great_eagle	wh2_dlc16_skill_wef_spellweaver_shadows_mount_3	1
wh2_dlc16_anc_mount_wef_cha_spellweaver_shadows_unicorn	wh2_dlc16_skill_wef_spellweaver_shadows_mount_2	1
wh2_dlc17_anc_mount_bst_cha_beastlord_tuskgor_chariot	wh2_dlc17_skill_bst_beastlord_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_bray_shaman_beasts_tuskgor_chariot	wh2_dlc17_skill_bst_bray_shaman_beasts_unique_tuskgor	1
