key	no_going_back_level	hidden	precedence	icon	ui_priority	pre_battle_speech_parameter	remove_on_skill_reset
wh2_dlc13_trait_defeated_wulfhart	1	false	1	human	1		false
wh2_dlc13_trait_hertwig_focused	1	false	1	personality	1		false
wh2_dlc13_trait_hertwig_legendary_physician	1	false	1	hertwig_legendary_physician	1		false
wh2_dlc13_trait_hertwig_van_hal_bloodline	1	false	1	hertwig_van_hal_bloodline	1		false
wh2_dlc13_trait_jorek_creator	1	false	1	personality	1		false
wh2_dlc13_trait_jorek_magnificent_engineer	1	false	1	jorek_magnificent_engineer	1		false
wh2_dlc13_trait_kalara_fervent	1	false	1	personality	1		false
wh2_dlc13_trait_kalara_ishas_blessing	1	false	1	kalara_ishas_blessing	1		false
wh2_dlc13_trait_kalara_pursuer	1	false	1	personality	1		false
wh2_dlc13_trait_rodrik_executed_captive	1	false	1	personality	1		false
wh2_dlc13_trait_rodrik_merciful	1	false	1	personality	1		false
wh2_dlc13_trait_rodrik_sworn_to_wulfhart	1	false	1	personality	1		false
wh2_dlc13_trait_rodrik_targeted_by_duke_tudual	1	false	1	personality	1		false
wh2_dlc13_trait_rodrik_wolf_hearted	1	false	1	rodrik_wolf_hearted	1		false
wh2_dlc14_trait_defeated_gotrek	1	false	1	dwarf	1		false
wh2_dlc14_trait_defeated_malus	1	false	1	dark_elves	1		false
wh2_dlc14_trait_defeated_repanse	1	false	1	bretonnia	1		false
wh2_dlc14_trait_defeated_snikch	1	false	1	skaven	1		false
wh2_dlc15_grom_food_collector	1	false	1	personality	0		false
wh2_dlc15_trait_defeated_eltharion	1	false	1	high_elves	1		false
wh2_dlc15_trait_defeated_grom	1	false	1	greenskin	1		false
wh2_dlc15_trait_defeated_imrik	1	false	1	high_elves	1		false
wh2_dlc15_trait_dragon_black_imrik	1	false	1	imrik_black_dragon	1		false
wh2_dlc15_trait_dragon_forest_imrik	1	false	1	imrik_forest_dragon	1		false
wh2_dlc15_trait_dragon_moon_imrik	1	false	1	imrik_moon_dragon	1		false
wh2_dlc15_trait_dragon_star_imrik	1	false	1	imrik_star_dragon	1		false
wh2_dlc15_trait_dragon_sun_imrik	1	false	1	imrik_sun_dragon	1		false
wh2_dlc15_trait_mistwalker_sentinel	1	false	999	personality	1		false
wh2_dlc15_trait_mistwalker_shadow	1	false	999	personality	1		false
wh2_dlc15_trait_mistwalker_watcher	1	false	999	personality	1		false
wh2_dlc15_trait_white_wolf	1	false	1	trait_good	1		false
wh2_dlc16_trait_drycha_potion_sacre	1	false	1	wood_elf	1		false
wh2_dlc16_trait_sisters_mount_summons	1	false	1	wood_elf	1		false
wh2_dlc17_trait_defeated_oxyotl	1	false	1	lizardmen	1		false
wh2_dlc17_trait_defeated_taurox	1	false	1	beastmen	1		false
wh2_dlc17_trait_defeated_thorek	1	false	1	dwarf	1		false
wh2_dlc17_trait_kazador_thunderhorn	1	false	1	dwarf	1		false
wh2_dlc17_trait_kevin_lloyd	1	false	1	vampire_counts	1		false
wh2_dlc17_trait_taurox_hidden_rampage_complete	1	false	1	beastmen	1		false
wh2_dlc17_trait_taurox_hidden_rampage_high_momentum	1	false	1	beastmen	1		false
wh2_dlc17_trait_taurox_hidden_rampage_multiple_wins_same_turn	1	false	1	beastmen	1		false
wh2_dlc17_trait_taurox_hidden_rampage_solo_army	1	false	1	beastmen	1		false
wh2_dlc17_trait_unique_expedient_engineer	1	false	1	trait_good	1		false
wh2_dlc17_trait_unique_loracle	1	false	1	trait_good	1		false
wh2_dlc17_trait_unique_rider_of_typo	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_assassinate	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_assault_garrison	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_assault_unit	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_assault_units	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_block_army	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_damage_building	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_damage_walls	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_hinder_replenishment	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_steal_technology	1	false	1	trait_good	1		false
wh2_main_trait_agent_action_wound	1	false	1	trait_good	1		false
wh2_main_trait_agent_actions	1	false	1	trait_good	1		false
wh2_main_trait_agent_actions_against_beastmen	1	false	1	beastmen	1		false
wh2_main_trait_agent_actions_against_cathay	1	false	1	cathay	1		false
wh2_main_trait_agent_actions_against_chaos	1	false	1	chaos	1		false
wh2_main_trait_agent_actions_against_chaos_dwarfs	1	false	1	chaos_dwarfs	1		false
wh2_main_trait_agent_actions_against_daemons	1	false	1	daemons	1		false
wh2_main_trait_agent_actions_against_dark_elves	1	false	1	dark_elves	1		false
wh2_main_trait_agent_actions_against_dwarfs	1	false	1	dwarf	1		false
wh2_main_trait_agent_actions_against_greenskins	1	false	1	greenskin	1		false
wh2_main_trait_agent_actions_against_high_elves	1	false	1	high_elves	1		false
wh2_main_trait_agent_actions_against_humans	1	false	1	human	1		false
wh2_main_trait_agent_actions_against_khorne	1	false	1	khorne	1		false
wh2_main_trait_agent_actions_against_kislev	1	false	1	kislev	1		false
wh2_main_trait_agent_actions_against_lizardmen	1	false	1	lizardmen	1		false
wh2_main_trait_agent_actions_against_nurgle	1	false	1	nurgle	1		false
wh2_main_trait_agent_actions_against_ogre_kingdoms	1	false	1	ogre_kingdoms	1		false
wh2_main_trait_agent_actions_against_skaven	1	false	1	skaven	1		false
wh2_main_trait_agent_actions_against_slaanesh	1	false	1	slaanesh	1		false
wh2_main_trait_agent_actions_against_tomb_kings	1	false	1	tomb_kings	1		false
wh2_main_trait_agent_actions_against_tzeentch	1	false	1	tzeentch	1		false
wh2_main_trait_agent_actions_against_vampire_coast	1	false	1	vampire_coast	1		false
wh2_main_trait_agent_actions_against_vampires	1	false	1	vampire_counts	1		false
wh2_main_trait_agent_actions_against_wood_elves	1	false	1	wood_elf	1		false
wh2_main_trait_agent_target_fail	1	false	1	trait_good	1		false
wh2_main_trait_agent_target_success	1	false	1	trait_bad	-1		false
wh2_main_trait_attacking_defeat	1	false	1	trait_bad	-1		false
wh2_main_trait_attacking_victory	1	false	1	trait_good	1		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_beasts_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_beasts_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_beasts_3	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_a_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_a_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_b_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_b_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_c_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_c_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_3	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_3	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_3	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_4	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_5	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_3	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_sorcery_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_sorcery_2	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_worship_1	1	false	1	dark_elves	0		false
wh2_main_trait_black_ark_building_wh2_main_horde_def_worship_2	1	false	1	dark_elves	0		false
wh2_main_trait_brutally_honest	1	false	1	skaven	1		false
wh2_main_trait_builder	1	false	1	trait_good	1		false
wh2_main_trait_casualties	1	false	1	trait_good	1		false
wh2_main_trait_corrupted_chaos	1	false	1	trait_bad	-1		false
wh2_main_trait_corrupted_skaven	1	false	1	trait_bad	-1		false
wh2_main_trait_corrupted_vampire	1	false	1	trait_bad	-1		false
wh2_main_trait_def_assassins_end	1	false	1	trait_good	1		false
wh2_main_trait_def_favoured	1	false	1	trait_good	1		false
wh2_main_trait_def_name_of_power_ar_01_lifequencher	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_03_shadowdart	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_04_barbstorm	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_05_beastbinder	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_06_fangshield	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_07_wrathbringer	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_08_moonshadow	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_09_granitestance	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_11_krakenclaw	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ar_12_grimgaze	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_01_dreadtongue	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_02_darkpath	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_03_khainemarked	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_05_leviathanrage	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_06_emeraldeye	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_07_barbedlash	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_08_pathguard	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_ca_12_the_tormentor	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_01_blackstone	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_02_wyrmscale	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_03_poisonblade	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_04_headreaper	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_05_spiteheart	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_06_soulblaze	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_07_bloodscourge	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_08_griefbringer	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_10_fatedshield	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_11_drakecleaver	1	false	1	dark_elves	1		true
wh2_main_trait_def_name_of_power_co_12_hydrablood	1	false	1	dark_elves	1		true
wh2_main_trait_defeated_alberic_de_bordeleaux	1	false	1	bretonnia	1		false
wh2_main_trait_defeated_archaon_the_everchosen	1	false	1	chaos	1		false
wh2_main_trait_defeated_azhag_the_slaughterer	1	false	1	greenskin	1		false
wh2_main_trait_defeated_balthasar_gelt	1	false	1	human	1		false
wh2_main_trait_defeated_belegar_ironhammer	1	false	1	dwarf	1		false
wh2_main_trait_defeated_drycha	1	false	1	wood_elf	1		false
wh2_main_trait_defeated_durthu	1	false	1	wood_elf	1		false
wh2_main_trait_defeated_fay_enchantress	1	false	1	bretonnia	1		false
wh2_main_trait_defeated_grimgor_ironhide	1	false	1	greenskin	1		false
wh2_main_trait_defeated_grombrindal	1	false	1	dwarf	1		false
wh2_main_trait_defeated_heinrich_kemmler	1	false	1	vampire_counts	1		false
wh2_main_trait_defeated_helmen_ghorst	1	false	1	vampire_counts	1		false
wh2_main_trait_defeated_isabella_von_carstein	1	false	1	vampire_counts	1		false
wh2_main_trait_defeated_karl_franz	1	false	1	human	1		false
wh2_main_trait_defeated_khazrak_one_eye	1	false	1	beastmen	1		false
wh2_main_trait_defeated_kholek_suneater	1	false	1	chaos	1		false
wh2_main_trait_defeated_kroq_gar	1	false	1	lizardmen	1		false
wh2_main_trait_defeated_lord_mazdamundi	1	false	1	lizardmen	1		false
wh2_main_trait_defeated_lord_skrolk	1	false	1	skaven	1		false
wh2_main_trait_defeated_lord_strolk	1	false	1	skaven	1		false
wh2_main_trait_defeated_louen_leoncouer	1	false	1	bretonnia	1		false
wh2_main_trait_defeated_malagor_the_dark_omen	1	false	1	beastmen	1		false
wh2_main_trait_defeated_malekith	1	false	1	dark_elves	1		false
wh2_main_trait_defeated_mannfred_von_carstein	1	false	1	vampire_counts	1		false
wh2_main_trait_defeated_morathi	1	false	1	dark_elves	1		false
wh2_main_trait_defeated_morghur_the_shadowgave	1	false	1	beastmen	1		false
wh2_main_trait_defeated_orion	1	false	1	wood_elf	1		false
wh2_main_trait_defeated_prince_sigvald	1	false	1	chaos	1		false
wh2_main_trait_defeated_queen_headtaker	1	false	1	skaven	1		false
wh2_main_trait_defeated_sisters_of_twilight	1	false	1	wood_elf	1		false
wh2_main_trait_defeated_skarsnik	1	false	1	greenskin	1		false
wh2_main_trait_defeated_teclis	1	false	1	high_elves	1		false
wh2_main_trait_defeated_thorgrim_grudgebearer	1	false	1	dwarf	1		false
wh2_main_trait_defeated_throt	1	false	1	skaven	1		false
wh2_main_trait_defeated_tyrion	1	false	1	high_elves	1		false
wh2_main_trait_defeated_ungrim_ironfist	1	false	1	dwarf	1		false
wh2_main_trait_defeated_vlad_von_carstein	1	false	1	vampire_counts	1		false
wh2_main_trait_defeated_volkmar_the_grim	1	false	1	human	1		false
wh2_main_trait_defeated_wurzzag	1	false	1	greenskin	1		false
wh2_main_trait_defeats	1	false	1	trait_bad	-1		false
wh2_main_trait_defeats_against_beastmen	1	false	1	beastmen	-1		false
wh2_main_trait_defeats_against_cathay	1	false	1	cathay	-1		false
wh2_main_trait_defeats_against_chaos	1	false	1	chaos	-1		false
wh2_main_trait_defeats_against_chaos_dwarfs	1	false	1	chaos_dwarfs	-1		false
wh2_main_trait_defeats_against_daemons	1	false	1	daemons	-1		false
wh2_main_trait_defeats_against_dark_elves	1	false	1	dark_elves	-1		false
wh2_main_trait_defeats_against_dwarfs	1	false	1	dwarf	-1		false
wh2_main_trait_defeats_against_greenskins	1	false	1	greenskin	-1		false
wh2_main_trait_defeats_against_high_elves	1	false	1	high_elves	-1		false
wh2_main_trait_defeats_against_humans	1	false	1	human	-1		false
wh2_main_trait_defeats_against_khorne	1	false	1	khorne	-1		false
wh2_main_trait_defeats_against_kislev	1	false	1	kislev	-1		false
wh2_main_trait_defeats_against_lizardmen	1	false	1	lizardmen	-1		false
wh2_main_trait_defeats_against_nurgle	1	false	1	nurgle	-1		false
wh2_main_trait_defeats_against_ogre_kingdoms	1	false	1	ogre_kingdoms	-1		false
wh2_main_trait_defeats_against_skaven	1	false	1	skaven	-1		false
wh2_main_trait_defeats_against_slaanesh	1	false	1	slaanesh	-1		false
wh2_main_trait_defeats_against_tomb_kings	1	false	1	tomb_kings	-1		false
wh2_main_trait_defeats_against_tzeentch	1	false	1	tzeentch	-1		false
wh2_main_trait_defeats_against_vampire_coast	1	false	1	vampire_coast	-1		false
wh2_main_trait_defeats_against_vampires	1	false	1	vampire_counts	-1		false
wh2_main_trait_defeats_against_wood_elves	1	false	1	wood_elf	-1		false
wh2_main_trait_defeats_at_sea	1	false	1	trait_bad	-1		false
wh2_main_trait_defending_defeat	1	false	1	trait_bad	-1		false
wh2_main_trait_defending_victory	1	false	1	trait_good	1		false
wh2_main_trait_exploring	1	false	1	trait_good	1		false
wh2_main_trait_far_from_capital	1	false	1	trait_good	1		false
wh2_main_trait_fighter	1	false	1	trait_good	1		false
wh2_main_trait_general_status_all_cursed	1	false	1	trait_bad	-1		false
wh2_main_trait_innate_dummy_oglok	1	false	99	personality	1		false
wh2_main_trait_innate_dummy_raknik	1	false	99	personality	1		false
wh2_main_trait_lazy	1	false	1	trait_bad	-1		false
wh2_main_trait_lone_wolf	1	false	1	trait_good	1		false
wh2_main_trait_non_corrupted	1	false	1	trait_good	0		false
wh2_main_trait_pacifist	1	false	1	trait_bad	-1		false
wh2_main_trait_post_battle_execute	1	false	1	trait_good	1		false
wh2_main_trait_post_battle_ransom	1	false	1	trait_good	1		false
wh2_main_trait_public_order	1	false	1	trait_good	1		false
wh2_main_trait_razing	1	false	1	trait_good	1		false
wh2_main_trait_reinforcing	1	false	1	trait_good	1		false
wh2_main_trait_reinforcing_beastmen	1	false	1	beastmen	1		false
wh2_main_trait_reinforcing_cathay	1	false	1	cathay	1		false
wh2_main_trait_reinforcing_chaos	1	false	1	chaos	1		false
wh2_main_trait_reinforcing_chaos_dwarfs	1	false	1	chaos_dwarfs	1		false
wh2_main_trait_reinforcing_daemons	1	false	1	daemons	1		false
wh2_main_trait_reinforcing_dark_elves	1	false	1	dark_elves	1		false
wh2_main_trait_reinforcing_dwarfs	1	false	1	dwarf	1		false
wh2_main_trait_reinforcing_greenskins	1	false	1	greenskin	1		false
wh2_main_trait_reinforcing_high_elves	1	false	1	high_elves	1		false
wh2_main_trait_reinforcing_humans	1	false	1	human	1		false
wh2_main_trait_reinforcing_khorne	1	false	1	khorne	1		false
wh2_main_trait_reinforcing_kislev	1	false	1	kislev	1		false
wh2_main_trait_reinforcing_lizardmen	1	false	1	lizardmen	1		false
wh2_main_trait_reinforcing_nurgle	1	false	1	nurgle	1		false
wh2_main_trait_reinforcing_ogre_kingdoms	1	false	1	ogre_kingdoms	1		false
wh2_main_trait_reinforcing_skaven	1	false	1	skaven	1		false
wh2_main_trait_reinforcing_slaanesh	1	false	1	slaanesh	1		false
wh2_main_trait_reinforcing_tomb_kings	1	false	1	tomb_kings	1		false
wh2_main_trait_reinforcing_tzeentch	1	false	1	tzeentch	1		false
wh2_main_trait_reinforcing_vampire_coast	1	false	1	vampire_coast	1		false
wh2_main_trait_reinforcing_vampires	1	false	1	vampire_counts	1		false
wh2_main_trait_reinforcing_wood_elves	1	false	1	wood_elf	1		false
wh2_main_trait_routed	1	false	1	trait_bad	-1		false
wh2_main_trait_ruler_personality_kroq_gar_ancient_spawn	1	false	1	lizardmen	0		false
wh2_main_trait_ruler_personality_malekith_witch_king	1	false	1	dark_elves	0		false
wh2_main_trait_ruler_personality_morathi_dark_manipulator	1	false	1	dark_elves	0		false
wh2_main_trait_ruler_personality_tiranoc_chariots	1	false	1	high_elves	1		false
wh2_main_trait_ruler_personality_tyrion_no_politician	1	false	1	high_elves	0		false
wh2_main_trait_sacking	1	false	1	trait_good	1		false
wh2_main_trait_sea_legs	1	false	1	trait_good	1		false
wh2_main_trait_siege_defeat	1	false	1	trait_bad	-1		false
wh2_main_trait_siege_victory	1	false	1	trait_good	1		false
wh2_main_trait_skv_badly_mutated	1	false	1	skaven	1		false
wh2_main_trait_skv_boom_master	1	false	1	skaven	1		false
wh2_main_trait_skv_flayed_tail	1	false	1	skaven	1		false
wh2_main_trait_skv_musk_of_the_overlord	1	false	1	skaven	1		false
wh2_main_trait_skv_one_eye	1	false	1	skaven	1		false
wh2_main_trait_slaver	1	false	1	trait_good	1		false
wh2_main_trait_stance_ambushing	1	false	1	trait_good	1		false
wh2_main_trait_stance_astromancy	1	false	1	trait_good	1		false
wh2_main_trait_stance_channeling	1	false	1	trait_good	1		false
wh2_main_trait_stance_forced_march	1	false	1	trait_good	1		false
wh2_main_trait_stance_raiding	1	false	1	trait_good	1		false
wh2_main_trait_stance_recruiting	1	false	1	trait_good	1		false
wh2_main_trait_stance_stalking	1	false	1	trait_good	1		false
wh2_main_trait_stance_tunneling	1	false	1	trait_good	1		false
wh2_main_trait_wins	1	false	1	trait_good	1		false
wh2_main_trait_wins_against_beastmen	1	false	1	beastmen	1		false
wh2_main_trait_wins_against_cathay	1	false	1	cathay	1		false
wh2_main_trait_wins_against_chaos	1	false	1	chaos	1		false
wh2_main_trait_wins_against_chaos_dwarfs	1	false	1	chaos_dwarfs	1		false
wh2_main_trait_wins_against_daemons	1	false	1	daemons	1		false
wh2_main_trait_wins_against_dark_elves	1	false	1	dark_elves	1		false
wh2_main_trait_wins_against_dwarfs	1	false	1	dwarf	1		false
wh2_main_trait_wins_against_greenskins	1	false	1	greenskin	1		false
wh2_main_trait_wins_against_high_elves	1	false	1	high_elves	1		false
wh2_main_trait_wins_against_humans	1	false	1	human	1		false
wh2_main_trait_wins_against_khorne	1	false	1	khorne	1		false
wh2_main_trait_wins_against_kislev	1	false	1	kislev	1		false
wh2_main_trait_wins_against_lizardmen	1	false	1	lizardmen	1		false
wh2_main_trait_wins_against_nurgle	1	false	1	nurgle	1		false
wh2_main_trait_wins_against_ogre_kingdoms	1	false	1	ogre_kingdoms	1		false
wh2_main_trait_wins_against_rogue_armies	1	false	1	trait_good	1		false
wh2_main_trait_wins_against_skaven	1	false	1	skaven	1		false
wh2_main_trait_wins_against_slaanesh	1	false	1	slaanesh	1		false
wh2_main_trait_wins_against_tomb_kings	1	false	1	tomb_kings	1		false
wh2_main_trait_wins_against_tzeentch	1	false	1	tzeentch	1		false
wh2_main_trait_wins_against_vampire_coast	1	false	1	vampire_coast	1		false
wh2_main_trait_wins_against_vampires	1	false	1	vampire_counts	1		false
wh2_main_trait_wins_against_wood_elves	1	false	1	wood_elf	1		false
wh2_main_trait_wins_at_sea	1	false	1	trait_good	1		false
wh2_main_trait_wounded	1	false	1	trait_good	1		false
wh2_pro08_trait_felix	0	false	999	personality	1		false
wh2_pro08_trait_gotrek	0	false	999	personality	1		false
wh2_twa03_trait_defeated_rakarth	1	false	1	dark_elves	1		false
wh3_dlc20_legacy_trait_exalted_hero_to_marked	1	false	1	personality	0		false
wh3_dlc20_legacy_trait_lord_to_daemon_prince	1	false	1	personality	0		false
wh3_dlc20_legacy_trait_lord_undivided_to_marked	1	false	1	personality	0		false
wh3_dlc20_legacy_trait_sorcerer_death	1	false	1	personality	0		false
wh3_dlc20_legacy_trait_sorcerer_fire	1	false	1	personality	0		false
