key	unbound_decision_item_type	conditionally_spawnable_force	plague	ritual	decision_interface	province_initiative	compass_direction	plague_component	plague_recipe	occupation_decision	teleportation_node_template	FIXME	culture_occupation_decision	compass_action	initiative	initiative_set
nurgle_plague_ochre_pox			wh3_main_plague_daemon_prince_ochre_pox		military_force_plagues							true	0			
nurgle_plague_recipe_agent_army_buboes_0				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_base_buboes			true	0			
nurgle_plague_recipe_agent_army_buboes_1				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_buboes_1			true	0			
nurgle_plague_recipe_agent_army_buboes_2				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_buboes_2			true	0			
nurgle_plague_recipe_agent_army_buboes_3				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_buboes_3			true	0			
nurgle_plague_recipe_agent_army_buboes_4				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_buboes_4			true	0			
nurgle_plague_recipe_agent_army_buboes_5				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_buboes_5			true	0			
nurgle_plague_recipe_agent_army_rot_0				wh3_main_ritual_nur_plague_agent_army	rituals				wh3_plague_recipe_base_rot			true	0			
nurgle_plague_recipe_agent_army_rot_1				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_rot_1			true	0			
nurgle_plague_recipe_agent_army_rot_2				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_rot_2			true	0			
nurgle_plague_recipe_agent_army_rot_3				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_rot_3			true	0			
nurgle_plague_recipe_agent_army_rot_4				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_rot_4			true	0			
nurgle_plague_recipe_agent_army_rot_5				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_rot_5			true	0			
nurgle_plague_recipe_agent_settlement_rot_0				wh3_main_ritual_nur_plague_agent_settlement	rituals				wh3_plague_recipe_base_rot			true	0			
nurgle_plague_recipe_target_own_army_ague_0				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_base_ague			true	0			
nurgle_plague_recipe_target_own_army_ague_1				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_ague_1			true	0			
nurgle_plague_recipe_target_own_army_ague_2				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_ague_2			true	0			
nurgle_plague_recipe_target_own_army_ague_3				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_ague_3			true	0			
nurgle_plague_recipe_target_own_army_ague_4				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_ague_4			true	0			
nurgle_plague_recipe_target_own_army_ague_5				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_ague_5			true	0			
nurgle_plague_recipe_target_own_army_rot_0				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_base_rot			true	0			
nurgle_plague_recipe_target_own_army_shakes_0				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_base_shakes			true	0			
nurgle_plague_recipe_target_own_army_shakes_1				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_shakes_1			true	0			
nurgle_plague_recipe_target_own_army_shakes_2				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_shakes_2			true	0			
nurgle_plague_recipe_target_own_army_shakes_3				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_shakes_3			true	0			
nurgle_plague_recipe_target_own_army_shakes_4				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_shakes_4			true	0			
nurgle_plague_recipe_target_own_army_shakes_5				wh3_main_ritual_nur_plague_target_army	rituals				wh3_plague_recipe_shakes_5			true	0			
nurgle_plague_recipe_target_own_settlement_pox_0				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_base_pox			true	0			
nurgle_plague_recipe_target_own_settlement_pox_1				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_pox_1			true	0			
nurgle_plague_recipe_target_own_settlement_pox_2				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_pox_2			true	0			
nurgle_plague_recipe_target_own_settlement_pox_3				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_pox_3			true	0			
nurgle_plague_recipe_target_own_settlement_pox_4				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_pox_4			true	0			
nurgle_plague_recipe_target_own_settlement_pox_5				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_pox_5			true	0			
nurgle_plague_recipe_target_own_settlement_rot_0				wh3_main_ritual_nur_plague_target_settlement	rituals				wh3_plague_recipe_base_rot			true	0			
nurgle_plague_the_red_ague			wh3_main_plague_daemon_prince_the_red_ague		military_force_plagues							true	0			
occupation_decision_colonise					occupation_decision					occupation_decision_colonise		true	0			
occupation_decision_colonise_and_vassal					occupation_decision					occupation_decision_colonise_and_vassal		true	0			
occupation_decision_colonise_chaos_dwarfs_factory					occupation_decision							true	685598421			
occupation_decision_colonise_chaos_dwarfs_outpost					occupation_decision							true	462497600			
occupation_decision_colonise_chaos_dwarfs_tower					occupation_decision							true	1642586277			
occupation_decision_colonise_dae_khorne					occupation_decision							true	258352084			
occupation_decision_colonise_dae_nurgle					occupation_decision							true	1552741063			
occupation_decision_colonise_dae_slaanesh					occupation_decision							true	390372202			
occupation_decision_colonise_dae_tzeentch					occupation_decision							true	402252451			
occupation_decision_do_nothing					occupation_decision					occupation_decision_do_nothing		true	0			
occupation_decision_establish_foreign_parasitic					occupation_decision							true	1160131797			
occupation_decision_establish_foreign_slot					occupation_decision					occupation_decision_establish_foreign_slot		true	0			
occupation_decision_establish_foreign_symbolic					occupation_decision							true	912058518			
occupation_decision_force_confederation					occupation_decision							true	1067868589			
occupation_decision_gift_to_another_faction					occupation_decision					occupation_decision_gift_to_another_faction		true	0			
occupation_decision_liberate					occupation_decision					occupation_decision_liberate		true	0			
occupation_decision_loot					occupation_decision					occupation_decision_loot		true	0			
occupation_decision_nakai_itzl					occupation_decision							true	2006277474			
occupation_decision_nakai_quetzl					occupation_decision							true	696983577			
occupation_decision_nakai_xholankha					occupation_decision							true	1211561161			
occupation_decision_occupy					occupation_decision					occupation_decision_occupy		true	0			
occupation_decision_occupy_and_vassal					occupation_decision					occupation_decision_occupy_and_vassal		true	0			
occupation_decision_occupy_chaos_dwarfs_factory					occupation_decision							true	1899472825			
occupation_decision_occupy_chaos_dwarfs_outpost					occupation_decision							true	222165943			
occupation_decision_occupy_chaos_dwarfs_tower					occupation_decision							true	309401646			
occupation_decision_occupy_dae_khorne					occupation_decision							true	2114891607			
occupation_decision_occupy_dae_nurgle					occupation_decision							true	1094801031			
occupation_decision_occupy_dae_slaanesh					occupation_decision							true	1842870344			
occupation_decision_occupy_dae_tzeentch					occupation_decision							true	1650533241			
occupation_decision_occupy_heathland					occupation_decision							true	658217422			
occupation_decision_raze					occupation_decision					occupation_decision_raze		true	0			
occupation_decision_raze_and_advance					occupation_decision							true	411			
occupation_decision_raze_and_loot					occupation_decision							true	1172			
occupation_decision_raze_evil_brettonia					occupation_decision							true	404			
occupation_decision_raze_friend_brettonia					occupation_decision							true	367			
occupation_decision_raze_heathland					occupation_decision							true	1598549406			
occupation_decision_raze_moulder					occupation_decision							true	361127595			
occupation_decision_raze_neutral_brettonia					occupation_decision							true	408			
occupation_decision_raze_without_occupy					occupation_decision					occupation_decision_raze_without_occupy		true	0			
occupation_decision_raze_without_occupy_kho_army					occupation_decision							true	1673500944			
occupation_decision_raze_without_occupy_kho_skulls					occupation_decision							true	2135151227			
occupation_decision_reinstate_elector					occupation_decision							true	512551807			
occupation_decision_resettle					occupation_decision					occupation_decision_resettle		true	0			
occupation_decision_resettle_and_vassal					occupation_decision					occupation_decision_resettle_and_vassal		true	0			
occupation_decision_resettle_chaos_dwarfs_tower					occupation_decision							true	1830471298			
occupation_decision_resettle_dae_khorne					occupation_decision							true	1913205844			
occupation_decision_resettle_dae_nurgle					occupation_decision							true	1716173921			
occupation_decision_resettle_dae_slaanesh					occupation_decision							true	1968313178			
occupation_decision_resettle_dae_tzeentch					occupation_decision							true	260200307			
occupation_decision_return_elector					occupation_decision							true	469931029			
occupation_decision_sack					occupation_decision					occupation_decision_sack		true	0			
occupation_decision_sack_evil_brettonia					occupation_decision							true	414			
occupation_decision_sack_friend_brettonia					occupation_decision							true	386			
occupation_decision_treasure_hunt					occupation_decision					occupation_decision_treasure_hunt		true	0			
occupation_decision_vassal					occupation_decision					occupation_decision_vassal		true	0			
ogre_great_maw_bloody_and_raw				wh3_main_ritual_ogr_great_maw_bloody_and_raw	rituals							true	0			
ogre_great_maw_come_and_get_it				wh3_main_ritual_ogr_great_maw_come_and_get_it	rituals							true	0			
ogre_great_maw_fill_yer_bellies				wh3_main_ritual_ogr_great_maw_fill_yer_bellies	rituals							true	0			
ogre_great_maw_give_me_gut_magic				wh3_main_ritual_ogr_great_maw_give_me_gut_magic	rituals							true	0			
promise_of_perfection_take_unit	promise_of_perfection_take_unit				promise_of_perfection							true	0			
rift_teleport_to_forge_of_souls					rift_realm						wh3_main_teleportation_node_template_forge_of_souls	true	0			
rift_teleport_to_poi_offensive	rift_teleport_to_poi				rift_teleport							true	0			
rift_teleport_to_poi_withdraw	rift_teleport_to_poi				rift_teleport							true	0			
rift_teleport_to_realm_khorne					rift_realm						wh3_main_teleportation_node_template_kho_realm	true	0			
rift_teleport_to_realm_nurgle					rift_realm						wh3_main_teleportation_node_template_nur_realm	true	0			
rift_teleport_to_realm_slaanesh					rift_realm						wh3_main_teleportation_node_template_sla_realm	true	0			
rift_teleport_to_realm_tzeentch					rift_realm						wh3_main_teleportation_node_template_tze_realm	true	0			
summon_disciple_army		wh3_main_sla_disciple_army			summon_spawnable_force_at_force							true	0			
trespass_warning_accept	trespass_warning_accept				trespass_warning							true	0			
undeploy_ogre_camp	disband_military_force				disband_military_forces							true	0			
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne_set_valkia					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne	wh3_dlc20_character_initiative_set_lord_mko_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne	wh3_dlc20_character_initiative_set_lord_mko_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle_from_und_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle_from_und	wh3_dlc20_character_initiative_set_lord_upgrades_festus
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_from_und_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_from_und	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_azazel
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh	wh3_dlc20_character_initiative_set_lord_msla_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh	wh3_dlc20_character_initiative_set_lord_msla_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch_from_und_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch_from_und	wh3_dlc20_character_initiative_set_lord_upgrades_vilitch
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_lord_upgrades_azazel
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_lord_upgrades_festus
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided_set_valkia					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_lord_upgrades_valkia
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_lord_upgrades_vilitch
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_lord_upgrades_warriors
wh3_dlc20_character_initiative_ascend_sorcerer_lord_death_to_daemon_prince_undivided_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors
wh3_dlc20_character_initiative_ascend_sorcerer_lord_fire_to_daemon_prince_undivided_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_ascend_sorcerer_lord_to_daemon_prince_undivided_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_azazel
wh3_dlc20_character_initiative_ascend_sorcerer_lord_to_daemon_prince_undivided_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus
wh3_dlc20_character_initiative_ascend_sorcerer_lord_to_daemon_prince_undivided_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch
wh3_dlc20_character_initiative_devote_exalted_hero_to_khorne_set_valkia					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_exalted_hero_to_khorne	wh3_dlc20_character_initiative_set_exalted_hero_upgrades_valkia
wh3_dlc20_character_initiative_devote_exalted_hero_to_khorne_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_exalted_hero_to_khorne	wh3_dlc20_character_initiative_set_exalted_hero_upgrades_warriors
wh3_dlc20_character_initiative_devote_exalted_hero_to_nurgle_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_exalted_hero_to_nurgle	wh3_dlc20_character_initiative_set_exalted_hero_upgrades_festus
wh3_dlc20_character_initiative_devote_exalted_hero_to_nurgle_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_exalted_hero_to_nurgle	wh3_dlc20_character_initiative_set_exalted_hero_upgrades_warriors
wh3_dlc20_character_initiative_devote_lord_to_khorne_set_valkia					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_khorne	wh3_dlc20_character_initiative_set_lord_upgrades_valkia
wh3_dlc20_character_initiative_devote_lord_to_khorne_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_khorne	wh3_dlc20_character_initiative_set_lord_upgrades_warriors
wh3_dlc20_character_initiative_devote_lord_to_nurgle_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_nurgle	wh3_dlc20_character_initiative_set_lord_upgrades_festus
wh3_dlc20_character_initiative_devote_lord_to_nurgle_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_nurgle	wh3_dlc20_character_initiative_set_lord_upgrades_warriors
wh3_dlc20_character_initiative_devote_lord_to_slaanesh_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_slaanesh	wh3_dlc20_character_initiative_set_lord_upgrades_azazel
wh3_dlc20_character_initiative_devote_lord_to_slaanesh_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_lord_to_slaanesh	wh3_dlc20_character_initiative_set_lord_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_death_to_slaanesh_slaanesh_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_slaanesh	wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_death_to_tzeentch_tzeentch_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_fire_to_slaanesh_slaanesh_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_slaanesh	wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_fire_to_tzeentch_tzeentch_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_death_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_death	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_death_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_death	wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_nurgle_set_festus					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_nurgle_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors
