bonus_value_id	effect	subculture
diplomatic_mod	wh2_dlc15_faction_diplomacy_bonus_all_order_factions	wh_main_sc_emp_empire
diplomatic_mod	wh2_dlc15_faction_diplomacy_bonus_all_order_factions	wh_main_sc_teb_teb
diplomatic_mod	wh2_dlc16_diplomacy_bonus_all_elves	wh2_main_sc_def_dark_elves
diplomatic_mod	wh2_dlc16_diplomacy_bonus_all_elves	wh2_main_sc_hef_high_elves
diplomatic_mod	wh2_dlc16_diplomacy_bonus_all_elves	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_other	wh2_main_faction_political_diplomacy_mod_confederation_dark_elves	wh2_main_sc_def_dark_elves
diplomatic_mod_other	wh2_main_faction_political_diplomacy_mod_confederation_high_elves	wh2_main_sc_hef_high_elves
diplomatic_mod_other	wh2_main_faction_political_diplomacy_mod_confederation_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod_other	wh2_main_faction_political_diplomacy_mod_confederation_skaven	wh2_main_sc_skv_skaven
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_dark_elves	wh2_main_sc_def_dark_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_empire_kislev_teb	wh3_main_sc_ksl_kislev
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_empire_kislev_teb	wh_main_sc_emp_empire
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_empire_kislev_teb	wh_main_sc_teb_teb
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_high_elves_lizardmen	wh2_main_sc_hef_high_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_high_elves_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_high_elves	wh2_main_sc_hef_high_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh2_main_sc_def_dark_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh2_main_sc_skv_skaven
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_cth_cathay
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_dae_daemons
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_kho_khorne
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_ksl_kislev
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_nur_nurgle
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_brt_bretonnia
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_chs_chaos
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_emp_empire
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_grn_greenskins
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_teb_teb
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh2_main_sc_hef_high_elves
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh3_main_sc_cth_cathay
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh3_main_sc_ksl_kislev
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh_main_sc_brt_bretonnia
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh_main_sc_emp_empire
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_men_high_elves	wh_main_sc_teb_teb
diplomatic_mod_ritual	wh2_main_faction_political_diplomacy_mod_ritual_dark_elves	wh2_main_sc_def_dark_elves
diplomatic_mod_ritual	wh2_main_faction_political_diplomacy_mod_ritual_high_elves	wh2_main_sc_hef_high_elves
diplomatic_mod_ritual	wh2_main_faction_political_diplomacy_mod_ritual_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod_ritual	wh2_main_faction_political_diplomacy_mod_ritual_skaven	wh2_main_sc_skv_skaven
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_skaven	wh2_main_sc_skv_skaven
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_dark_elves	wh2_main_sc_def_dark_elves
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_high_elves_lizardmen	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_high_elves_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_high_elves	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_lizardmen	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh3_main_sc_cth_cathay
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh3_main_sc_ksl_kislev
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh_main_sc_emp_empire
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_order	wh_main_sc_teb_teb
diplomatic_mod_tech	wh2_main_faction_political_diplomacy_mod_technology_skaven	wh2_main_sc_skv_skaven
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_chs_nor	wh_dlc08_sc_nor_norsca
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_chs_nor	wh_main_sc_chs_chaos
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_khorne	wh3_main_sc_kho_khorne
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_norsca	wh_dlc08_sc_nor_norsca
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_nurgle	wh3_main_sc_nur_nurgle
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_skv_bst_nor	wh2_main_sc_skv_skaven
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_skv_bst_nor	wh_dlc03_sc_bst_beastmen
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_skv_bst_nor	wh_dlc08_sc_nor_norsca
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_slaanesh	wh3_main_sc_sla_slaanesh
favour_points_generation_percentage_mod	wh3_dlc20_effect_allegiance_points_mod_tzeentch	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh3_dlc20_effect_diplomacy_emp_ksl_cth_brt	wh3_main_sc_cth_cathay
diplomatic_mod	wh3_dlc20_effect_diplomacy_emp_ksl_cth_brt	wh3_main_sc_ksl_kislev
diplomatic_mod	wh3_dlc20_effect_diplomacy_emp_ksl_cth_brt	wh_main_sc_brt_bretonnia
diplomatic_mod	wh3_dlc20_effect_diplomacy_emp_ksl_cth_brt	wh_main_sc_emp_empire
diplomatic_mod	wh3_dlc20_effect_diplomacy_emp_ksl_cth_brt	wh_main_sc_teb_teb
diplomatic_mod	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	wh_main_sc_chs_chaos
favour_points_generation_percentage_mod	wh3_dlc23_effect_allegiance_points_mod_chaos_dwarfs	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_dae_daemons
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_kho_khorne
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_nur_nurgle
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh3_dlc23_effect_skill_astragoth_diplomacy_mod	wh_main_sc_chs_chaos
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_chaos_dwarfs_chaos_norsca	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_chaos_dwarfs_chaos_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_chaos_dwarfs_chaos_norsca	wh_main_sc_chs_chaos
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_chaos_dwarfs	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh2_main_sc_skv_skaven
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh_main_sc_grn_greenskins
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh3_dlc23_faction_political_diplomacy_mod_greenskins_skaven_ogres_vampire_counts_vampire_coast_tomb_kings	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh3_main_sc_cth_cathay
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh3_main_sc_ksl_kislev
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh_main_sc_brt_bretonnia
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh_main_sc_emp_empire
diplomatic_mod	wh3_dlc25_effect_diplomacy_emp_ksl_cth_brt_teb_dwarfs	wh_main_sc_teb_teb
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_main_sc_dae_daemons
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_main_sc_kho_khorne
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_main_sc_nur_nurgle
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh3_dlc25_faction_political_diplomacy_mod_chaos_norsca_beastmen_daemons	wh_main_sc_chs_chaos
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_bretonnia	wh_main_sc_brt_bretonnia
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_cathay	wh3_main_sc_cth_cathay
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_dark_elves	wh2_main_sc_def_dark_elves
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_dwarfs	wh_main_sc_dwf_dwarfs
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_empire	wh_main_sc_emp_empire
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_greenskins	wh_main_sc_grn_greenskins
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_greenskins	wh_main_sc_grn_savage_orcs
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_high_elves	wh2_main_sc_hef_high_elves
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_kislev	wh3_main_sc_ksl_kislev
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_lizardmen	wh2_main_sc_lzd_lizardmen
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_ogres	wh3_main_sc_ogr_ogre_kingdoms
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_skaven	wh2_main_sc_skv_skaven
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_tomb_kings	wh2_dlc09_sc_tmb_tomb_kings
favour_points_generation_percentage_mod	wh3_main_effect_allegiance_points_mod_vampire_counts	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh3_main_faction_diplomacy_mod_skaven_greenskins_chaosdwarfs	wh2_main_sc_skv_skaven
diplomatic_mod	wh3_main_faction_diplomacy_mod_skaven_greenskins_chaosdwarfs	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh3_main_faction_diplomacy_mod_skaven_greenskins_chaosdwarfs	wh_main_sc_grn_greenskins
diplomatic_mod	wh3_main_faction_diplomacy_mod_skaven_greenskins	wh2_main_sc_skv_skaven
diplomatic_mod	wh3_main_faction_diplomacy_mod_skaven_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_cathay	wh3_main_sc_cth_cathay
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_cathay	wh3_main_sc_cth_cathay
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_daemons	wh3_main_sc_dae_daemons
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_khorne	wh3_main_sc_kho_khorne
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_nurgle	wh3_main_sc_nur_nurgle
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_ogre_kingdoms	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_slaanesh	wh3_main_sc_sla_slaanesh
diplomatic_mod_other	wh3_main_faction_political_diplomacy_mod_confederation_tzeentch	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_daemons	wh3_main_sc_dae_daemons
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_daemons	wh3_main_sc_kho_khorne
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_daemons	wh3_main_sc_nur_nurgle
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_daemons	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_daemons	wh3_main_sc_tze_tzeentch
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_khorne_slaanesh	wh3_main_sc_kho_khorne
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_khorne_slaanesh	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_khorne	wh3_main_sc_kho_khorne
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_kislev	wh3_main_sc_ksl_kislev
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_nurgle	wh3_main_sc_nur_nurgle
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogre_kingdoms	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh3_main_sc_cth_cathay
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh3_main_sc_ksl_kislev
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh_main_sc_brt_bretonnia
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh_main_sc_emp_empire
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_ogres_men	wh_main_sc_teb_teb
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_slaanesh	wh3_main_sc_sla_slaanesh
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_chaos_beastmen_norsca	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_chaos_beastmen_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_chaos_beastmen_norsca	wh_main_sc_chs_chaos
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_khorne	wh3_main_sc_kho_khorne
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_ogre_kingdoms	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod_tech	wh3_main_faction_political_diplomacy_mod_technology_slaanesh	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_tzeentch	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_vampiric_undead	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_vampiric_undead	wh_main_sc_vmp_vampire_counts
sacking_mod	wh3_main_ie_effect_campaign_sacking_income_darklands_mourne_cathay_factions	wh3_dlc23_sc_chd_chaos_dwarfs
sacking_mod	wh3_main_ie_effect_campaign_sacking_income_darklands_mourne_cathay_factions	wh3_main_sc_cth_cathay
sacking_mod	wh3_main_ie_effect_campaign_sacking_income_darklands_mourne_cathay_factions	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh_dlc03_faction_political_diplomacy_mod_beastmen	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh_dlc03_faction_political_diplomacy_mod_technology_beastmen	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh_dlc05_faction_political_diplomacy_mod_bretonnia	wh_main_sc_brt_bretonnia
diplomatic_mod_other	wh_dlc05_faction_political_diplomacy_mod_confederation_wood_elves	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_tech	wh_dlc05_faction_political_diplomacy_mod_technology_bretonnia	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh_dlc05_faction_political_diplomacy_mod_technology_teb_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod_tech	wh_dlc05_faction_political_diplomacy_mod_technology_teb_norsca	wh_main_sc_teb_teb
diplomatic_mod_tech	wh_dlc05_faction_political_diplomacy_mod_technology_wood_elves	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh_dlc05_faction_political_diplomacy_mod_wood_elves	wh_dlc05_sc_wef_wood_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_dlc05_sc_wef_wood_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_brt_bretonnia
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_dwf_dwarfs
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_teb_teb
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh3_main_sc_ksl_kislev
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_emp_empire
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_grn_greenskins
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_vmp_vampire_counts
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_dlc09_sc_tmb_tomb_kings
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_dlc11_sc_cst_vampire_coast
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_def_dark_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_hef_high_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_lzd_lizardmen
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_skv_skaven
diplomatic_mod	wh_dlc15_faction_diplomacy_bonus_vampires_arkhan	wh_main_sc_vmp_vampire_counts
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_rogue
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_rogue_chaos
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_sc_def_dark_elves
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_sc_hef_high_elves
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_sc_lzd_lizardmen
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh2_main_sc_skv_skaven
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_cth_cathay
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_dae_daemons
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_kho_khorne
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_ksl_kislev
