provincial_initiative_key	subculture	province	faction	always_include
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_chrace	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_citadel_of_dusk	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_cothique	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_eataine	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_ellyrion	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_fortress_of_dawn	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_nagarythe	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_order_of_loremasters	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_saphery	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_tiranoc	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_tor_elasor	false
wh2_main_edict_hef_tribute_for_the_king			wh2_main_hef_yvresse	false
wh2_main_edict_hef_tribute_for_the_king			wh3_dlc27_hef_aislinn_confederation_owner	false
wh2_main_edict_lzd_alignment_of_crafting	wh2_main_sc_lzd_lizardmen			false
wh2_main_edict_lzd_alignment_of_monuments	wh2_main_sc_lzd_lizardmen			false
wh2_main_edict_lzd_alignment_of_order	wh2_main_sc_lzd_lizardmen			false
wh2_main_edict_lzd_alignment_of_war	wh2_main_sc_lzd_lizardmen			false
wh2_main_edict_skv_devious_planning	wh2_main_sc_skv_skaven			false
wh2_main_edict_skv_efficient_planning	wh2_main_sc_skv_skaven			false
wh2_main_edict_skv_expansionist_planning	wh2_main_sc_skv_skaven			false
wh2_main_edict_skv_martial_planning	wh2_main_sc_skv_skaven			false
wh3_dlc20_edict_chs_azazal_dark_delights			wh3_dlc20_chs_azazel	false
wh3_dlc20_edict_chs_azazal_exploit_vassals			wh3_dlc20_chs_azazel	false
wh3_dlc20_edict_chs_defence	wh_main_sc_chs_chaos			false
wh3_dlc20_edict_chs_festus_exploit_vassals			wh3_dlc20_chs_festus	false
wh3_dlc20_edict_chs_festus_plague_apothecary			wh3_dlc20_chs_festus	false
wh3_dlc20_edict_chs_valkia_exploit_vassals			wh3_dlc20_chs_valkia	false
wh3_dlc20_edict_chs_valkia_legion_of_hate			wh3_dlc20_chs_valkia	false
wh3_dlc20_edict_chs_vilitch_exploit_vassals			wh3_dlc20_chs_vilitch	false
wh3_dlc20_edict_chs_vilitch_insights_of_the_void			wh3_dlc20_chs_vilitch	false
wh3_dlc20_edict_woc_exploit_vassals			wh3_dlc20_chs_kholek	false
wh3_dlc20_edict_woc_exploit_vassals			wh3_dlc20_chs_sigvald	false
wh3_dlc20_edict_woc_exploit_vassals			wh3_main_chs_shadow_legion	false
wh3_dlc20_edict_woc_exploit_vassals			wh_main_chs_chaos	false
wh3_dlc20_edict_woc_portent_of_doom			wh3_dlc20_chs_kholek	false
wh3_dlc20_edict_woc_portent_of_doom			wh3_dlc20_chs_sigvald	false
wh3_dlc20_edict_woc_portent_of_doom			wh3_main_chs_shadow_legion	false
wh3_dlc20_edict_woc_portent_of_doom			wh_main_chs_chaos	false
wh3_dlc23_edict_chd_architects	wh3_dlc23_sc_chd_chaos_dwarfs			false
wh3_dlc23_edict_chd_armaments	wh3_dlc23_sc_chd_chaos_dwarfs			false
wh3_dlc23_edict_chd_higher_quotas	wh3_dlc23_sc_chd_chaos_dwarfs			false
wh3_dlc23_edict_chd_smoke_stacks	wh3_dlc23_sc_chd_chaos_dwarfs			false
wh3_dlc24_edict_ksl_anti_chaos		wh3_main_combi_province_mountains_end	wh3_main_ksl_the_great_orthodoxy	false
wh3_dlc24_edict_ksl_anti_chaos		wh3_main_combi_province_mountains_end	wh3_main_ksl_the_ice_court	false
wh3_dlc24_edict_ksl_anti_chaos		wh3_main_combi_province_mountains_end	wh3_main_ksl_ursun_revivalists	false
wh3_dlc24_edict_ksl_anti_chaos			wh3_main_ksl_ursun_revivalists	false
wh3_dlc27_edict_hef_aislinn_corruption			wh3_dlc27_hef_aislinn	false
wh3_dlc27_edict_hef_aislinn_economy			wh3_dlc27_hef_aislinn	false
wh3_dlc27_edict_hef_aislinn_growth			wh3_dlc27_hef_aislinn	false
wh3_dlc27_edict_sla_announce_supremacy_dechala			wh3_dlc27_sla_the_tormentors	false
wh3_dlc27_edict_sla_corral_the_thralls			wh3_dlc27_sla_the_tormentors	false
wh3_dlc27_edict_sla_indulge_in_torment_dechala			wh3_dlc27_sla_the_tormentors	false
wh3_dlc27_edict_sla_palatial_delights_dechala			wh3_dlc27_sla_the_tormentors	false
wh3_main_edict_cth_the_fire_dragons_statute	wh3_main_sc_cth_cathay			false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_chaos_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_chaos_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_chaos_province_western_great_bastion		false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_combi_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_combi_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_growth	wh3_main_sc_cth_cathay	wh3_main_combi_province_western_great_bastion		false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_central_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_central_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_eastern_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_eastern_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_western_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_chaos_province_western_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_central_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_central_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_eastern_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_eastern_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_western_great_bastion	wh3_main_cth_the_northern_provinces	false
wh3_main_edict_cth_the_great_bastion_patrol		wh3_main_combi_province_western_great_bastion	wh3_main_cth_the_western_provinces	false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_chaos_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_chaos_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_chaos_province_western_great_bastion		false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_combi_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_combi_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_replenish	wh3_main_sc_cth_cathay	wh3_main_combi_province_western_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_chaos_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_chaos_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_chaos_province_western_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_combi_province_central_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_combi_province_eastern_great_bastion		false
wh3_main_edict_cth_the_great_bastion_train	wh3_main_sc_cth_cathay	wh3_main_combi_province_western_great_bastion		false
wh3_main_edict_cth_the_iron_dragons_statute	wh3_main_sc_cth_cathay			false
wh3_main_edict_cth_the_jade_dragons_statute	wh3_main_sc_cth_cathay			false
wh3_main_edict_cth_the_sea_dragons_statute	wh3_main_sc_cth_cathay			false
wh3_main_edict_cth_the_storm_dragons_statute	wh3_main_sc_cth_cathay			false
wh3_main_edict_dae_foster_cults			wh3_dlc20_chs_kholek	false
wh3_main_edict_dae_foster_cults			wh3_main_chs_shadow_legion	false
wh3_main_edict_dae_foster_cults	wh3_main_sc_dae_daemons			false
wh3_main_edict_dae_foster_cults			wh_main_chs_chaos	false
wh3_main_edict_dae_khorne	wh3_main_sc_dae_daemons			false
wh3_main_edict_dae_nurgle	wh3_main_sc_dae_daemons			false
wh3_main_edict_dae_slaanesh	wh3_main_sc_dae_daemons			false
wh3_main_edict_dae_tzeentch	wh3_main_sc_dae_daemons			false
wh3_main_edict_kho_destroy	wh3_main_sc_kho_khorne			false
wh3_main_edict_kho_foster_cults			wh3_dlc20_chs_valkia	false
wh3_main_edict_kho_foster_cults	wh3_main_sc_kho_khorne			false
wh3_main_edict_kho_kill	wh3_main_sc_kho_khorne			false
wh3_main_edict_kho_maim	wh3_main_sc_kho_khorne			false
wh3_main_edict_ksl_awaken_the_land	wh3_main_sc_ksl_kislev			false
wh3_main_edict_ksl_purge_the_steppes	wh3_main_sc_ksl_kislev			false
wh3_main_edict_ksl_relief_columns	wh3_main_sc_ksl_kislev			false
wh3_main_edict_ksl_the_power_of_the_church	wh3_main_sc_ksl_kislev			false
wh3_main_edict_nur_foster_cults			wh3_dlc20_chs_festus	false
wh3_main_edict_nur_foster_cults	wh3_main_sc_nur_nurgle			false
wh3_main_edict_nur_plague_gods_greenhouse	wh3_main_sc_nur_nurgle			false
wh3_main_edict_nur_plague_gods_nursery	wh3_main_sc_nur_nurgle			false
wh3_main_edict_nur_plague_gods_pasture	wh3_main_sc_nur_nurgle			false
wh3_main_edict_ogr_crude_ingenuity	wh3_main_sc_ogr_ogre_kingdoms			false
wh3_main_edict_ogr_feasts_for_the_strong	wh3_main_sc_ogr_ogre_kingdoms			false
wh3_main_edict_ogr_might_makes_right	wh3_main_sc_ogr_ogre_kingdoms			false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_main_sla_exquisite_pain	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_main_sla_rapturous_excess	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_main_sla_seducers_of_slaanesh	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_main_sla_slaanesh	false
wh3_main_edict_sla_cavalcade_of_dark_desires	wh3_main_sc_sla_slaanesh		wh3_main_sla_subtle_torture	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_main_sla_exquisite_pain	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_main_sla_rapturous_excess	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_main_sla_seducers_of_slaanesh	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_main_sla_slaanesh	false
wh3_main_edict_sla_festival_of_drinking_and_delights	wh3_main_sc_sla_slaanesh		wh3_main_sla_subtle_torture	false
wh3_main_edict_sla_foster_cults			wh3_dlc20_chs_azazel	false
wh3_main_edict_sla_foster_cults			wh3_dlc20_chs_sigvald	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_main_sla_exquisite_pain	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_main_sla_rapturous_excess	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_main_sla_seducers_of_slaanesh	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_main_sla_slaanesh	false
wh3_main_edict_sla_foster_cults	wh3_main_sc_sla_slaanesh		wh3_main_sla_subtle_torture	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_main_sla_exquisite_pain	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_main_sla_rapturous_excess	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_main_sla_seducers_of_slaanesh	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_main_sla_slaanesh	false
wh3_main_edict_sla_revels_of_eternal_pleasure	wh3_main_sc_sla_slaanesh		wh3_main_sla_subtle_torture	false
wh3_main_edict_tze_egrimms_contrivance_algorithm	wh3_main_sc_tze_tzeentch			false
wh3_main_edict_tze_foster_cults			wh3_dlc20_chs_vilitch	false
wh3_main_edict_tze_foster_cults	wh3_main_sc_tze_tzeentch			false
wh3_main_edict_tze_mutalith_prism_formulae	wh3_main_sc_tze_tzeentch			false
wh3_main_edict_tze_the_architects_theorem	wh3_main_sc_tze_tzeentch			false
wh3_main_ie_edict_nor_construction	wh_dlc08_sc_nor_norsca			false
wh3_main_ie_edict_nor_corruption	wh_dlc08_sc_nor_norsca			false
wh3_main_ie_edict_nor_defence	wh_dlc08_sc_nor_norsca			false
wh3_main_ie_edict_nor_recruitment	wh_dlc08_sc_nor_norsca			false
wh_main_edict_brt_extensive_patrols	wh_main_sc_brt_bretonnia			false
wh_main_edict_brt_levy_tithes	wh_main_sc_brt_bretonnia			false
wh_main_edict_brt_realm_of_chivalry	wh_main_sc_brt_bretonnia			false
wh_main_edict_brt_the_peasants_duty	wh_main_sc_brt_bretonnia			false
wh_main_edict_brt_venerate_the_lady	wh_main_sc_brt_bretonnia			false
wh_main_edict_dwf_empower_the_guilds	wh_main_sc_dwf_dwarfs			false
wh_main_edict_dwf_high_kings_tribute	wh_main_sc_dwf_dwarfs			false
wh_main_edict_dwf_masters_of_steel_and_stone	wh_main_sc_dwf_dwarfs			false
wh_main_edict_dwf_venerate_the_ancestors	wh_main_sc_dwf_dwarfs			false
wh_main_edict_emp_collect_tribute	wh_main_sc_teb_teb			false
wh_main_edict_emp_council_of_burgomeisters	wh_main_sc_emp_empire			false
wh_main_edict_emp_foster_independence	wh_main_sc_teb_teb			false
wh_main_edict_emp_host_festag	wh_main_sc_emp_empire			false
wh_main_edict_emp_host_festag	wh_main_sc_teb_teb			false
wh_main_edict_emp_imperial_taxation	wh_main_sc_emp_empire			false
wh_main_edict_emp_levy_conscripts	wh_main_sc_teb_teb			false
wh_main_edict_emp_sigmarite_dogma	wh_main_sc_emp_empire			false
wh_main_edict_emp_state_troop_levy	wh_main_sc_emp_empire			false
wh_main_edict_emp_stimulate_trade	wh_main_sc_teb_teb			false
wh_main_edict_grn_brag_about_da_boss	wh_main_sc_grn_greenskins			false
wh_main_edict_grn_brag_about_da_boss	wh_main_sc_grn_savage_orcs			false
wh_main_edict_grn_camp_ruckus	wh_main_sc_grn_greenskins			false
wh_main_edict_grn_camp_ruckus	wh_main_sc_grn_savage_orcs			false
wh_main_edict_grn_give_it_ere	wh_main_sc_grn_greenskins			false
wh_main_edict_grn_give_it_ere	wh_main_sc_grn_savage_orcs			false
wh_main_edict_vmp_evocation_of_nagash	wh_main_sc_vmp_vampire_counts			false
wh_main_edict_vmp_foster_terror	wh_main_sc_vmp_vampire_counts			false
wh_main_edict_vmp_harvest_corpses	wh_main_sc_vmp_vampire_counts			false
wh_main_edict_vmp_repress_mortals	wh_main_sc_vmp_vampire_counts			false
