ability	land_unit
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_arkhan_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_arkhan_2
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_character_passive_blessing_of_asaph	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_lord_abilities_venom_wave	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khalida_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khalida_0
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_character_passive_blessing_of_asaph	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_lord_abilities_venom_wave	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khalida_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khalida_1
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_character_passive_blessing_of_asaph	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_lord_abilities_venom_wave	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khalida_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khalida_2
wh2_dlc09_lord_abilities_sand_storm	wh2_dlc09_tmb_cha_khatep_0
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khatep_0
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khatep_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khatep_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khatep_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khatep_0
wh_main_character_abilities_arcane_conduit	wh2_dlc09_tmb_cha_khatep_0
wh2_dlc09_lord_abilities_sand_storm	wh2_dlc09_tmb_cha_khatep_1
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khatep_1
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khatep_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khatep_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khatep_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khatep_1
wh_main_character_abilities_arcane_conduit	wh2_dlc09_tmb_cha_khatep_1
wh2_dlc09_lord_abilities_sand_storm	wh2_dlc09_tmb_cha_khatep_2
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khatep_2
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khatep_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khatep_2
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khatep_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khatep_2
wh_main_character_abilities_arcane_conduit	wh2_dlc09_tmb_cha_khatep_2
wh2_dlc09_lord_abilities_sand_storm	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_unit_passive_covenant_of_power	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_khatep_3
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_khatep_3
wh_main_character_abilities_arcane_conduit	wh2_dlc09_tmb_cha_khatep_3
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_death_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_death_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_death_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_death_0
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_death_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_death_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_death_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_death_1
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_light_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_light_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_light_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_light_0
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_light_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_light_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_light_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_light_1
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_shadow_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_shadow_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_shadow_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_shadow_0
wh2_dlc09_character_abilities_curse_of_khsar	wh2_dlc09_tmb_cha_liche_priest_shadow_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_liche_priest_shadow_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_liche_priest_shadow_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_liche_priest_shadow_1
wh2_dlc09_character_abilities_restore	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_character_passive_stone_shaper	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_character_passive_wrath_of_the_creator	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_necrotect_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_character_abilities_restore	wh2_dlc09_tmb_cha_necrotect_1
wh2_dlc09_character_passive_stone_shaper	wh2_dlc09_tmb_cha_necrotect_1
wh2_dlc09_character_passive_wrath_of_the_creator	wh2_dlc09_tmb_cha_necrotect_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_necrotect_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_necrotect_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_necrotect_1
wh2_dlc09_character_passive_unyielding_will	wh2_dlc09_tmb_cha_settra_0
wh2_dlc09_lord_abilities_wrath_of_ptra	wh2_dlc09_tmb_cha_settra_0
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_settra_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_settra_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_settra_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_settra_0
wh2_dlc09_character_passive_unyielding_will	wh2_dlc09_tmb_cha_settra_1
wh2_dlc09_lord_abilities_wrath_of_ptra	wh2_dlc09_tmb_cha_settra_1
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_settra_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_settra_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_settra_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_settra_1
wh2_dlc09_character_passive_unyielding_will	wh2_dlc09_tmb_cha_settra_2
wh2_dlc09_lord_abilities_wrath_of_ptra	wh2_dlc09_tmb_cha_settra_2
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_settra_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_settra_2
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_settra_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_settra_2
wh2_dlc09_character_passive_unyielding_will	wh2_dlc09_tmb_cha_settra_3
wh2_dlc09_lord_abilities_wrath_of_ptra	wh2_dlc09_tmb_cha_settra_3
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_settra_3
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_settra_3
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_settra_3
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_settra_3
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_character_abilities_tomb_king_rally	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_king_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_character_abilities_tomb_king_rally	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_king_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_king_1
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_character_abilities_tomb_king_rally	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_king_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_king_2
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_character_abilities_tomb_king_rally	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_lord_passive_my_will_be_done	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_lord_passive_the_curse	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_king_3
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_king_3
wh2_dlc09_character_abilities_curse_of_djaf	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_unit_passive_guardian	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_prince_0
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_character_abilities_curse_of_djaf	wh2_dlc09_tmb_cha_tomb_prince_1
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_prince_1
wh2_dlc09_unit_passive_guardian	wh2_dlc09_tmb_cha_tomb_prince_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_prince_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_prince_1
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_prince_1
wh2_dlc09_character_abilities_curse_of_djaf	wh2_dlc09_tmb_cha_tomb_prince_2
wh2_dlc09_character_abilities_strike_of_tombs	wh2_dlc09_tmb_cha_tomb_prince_2
wh2_dlc09_unit_passive_guardian	wh2_dlc09_tmb_cha_tomb_prince_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_cha_tomb_prince_2
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_cha_tomb_prince_2
wh3_main_unit_passive_single_entity	wh2_dlc09_tmb_cha_tomb_prince_2
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_crypt_ghouls
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_crypt_ghouls
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_skeleton_archers_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_skeleton_archers_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_skeleton_archers_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_archers_ror
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_archers_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
wh2_dlc09_unit_passive_unbinding_skeleton_warriors	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_inf_tomb_guard_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_inf_tomb_guard_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_inf_tomb_guard_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_inf_tomb_guard_ror
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_inf_tomb_guard_ror
wh_main_unit_passive_regeneration	wh2_dlc09_tmb_inf_tomb_guard_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_mon_carrion_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_mon_carrion_0
wh2_dlc09_unit_abilities_death_from_above	wh2_dlc09_tmb_mon_carrion_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_mon_carrion_ror
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_mon_carrion_ror
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_mon_dire_wolves
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_mon_dire_wolves
