phase	stat	value	how
wh2_dlc09_item_abilities_elixir_of_might	stat_melee_damage_base	1.6000	mult
wh2_dlc09_item_abilities_enkhils_kanopi	stat_resistance_magic	60.0000	add
wh2_dlc09_item_passive_crown_of_nehekhara	stat_charge_bonus	1.1000	mult
wh2_dlc09_item_passive_crown_of_nehekhara	stat_melee_damage_ap	1.1200	mult
wh2_dlc09_item_passive_crown_of_nehekhara	stat_melee_damage_base	1.1200	mult
wh2_dlc09_item_passive_lucky_skullhelm	scalar_speed	1.2500	mult
wh2_dlc09_item_passive_lucky_skullhelm	stat_resistance_all	40.0000	add
wh2_dlc09_item_passive_scorpion_armour	stat_resistance_all	20.0000	add
wh2_dlc09_lord_abilities_the_liber_mortis	stat_morale	8.0000	add
wh2_dlc09_lord_abilities_the_liber_mortis	stat_resistance_physical	40.0000	add
wh2_dlc09_lord_passive_my_will_be_done	stat_melee_attack	5.0000	add
wh2_dlc09_lord_passive_my_will_be_done	stat_melee_defence	5.0000	add
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	stat_bonus_vs_large	16.0000	add
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	stat_melee_damage_ap	1.2500	mult
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	stat_melee_damage_base	1.2500	mult
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	stat_melee_damage_ap	1.2500	mult
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	stat_melee_damage_base	1.2500	mult
wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded	stat_resistance_physical	40.0000	add
wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	stat_resistance_physical	40.0000	add
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	scalar_missile_damage_ap	1.4000	mult
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	scalar_missile_damage_base	1.4000	mult
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	stat_reloading	40.0000	add
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	scalar_missile_damage_ap	1.4000	mult
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	scalar_missile_damage_base	1.4000	mult
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	stat_melee_attack	-40.0000	add
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	stat_melee_defence	-24.0000	add
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	stat_melee_attack	-24.0000	add
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	stat_melee_defence	-24.0000	add
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded	scalar_speed	0.5500	mult
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	scalar_speed	0.7500	mult
wh2_dlc09_unit_contact_shieldbreaker	stat_missile_block_chance	-24.0000	add
wh2_dlc09_unit_passive_guardian	stat_resistance_physical	15.0000	add
wh2_dlc09_weapon_abilities_blade_of_setep	stat_armour	-30.0000	add
wh2_dlc09_weapon_abilities_blade_of_setep	stat_resistance_physical	-20.0000	add
wh2_dlc10_character_abilities_entangle	stat_weakness_flame	-20.0000	add
wh2_dlc10_hef_unit_passive_ability_guardian	stat_resistance_physical	15.0000	add
wh2_dlc10_hero_passive_quicksilver_shot	stat_reloading	10.0000	add
wh2_dlc10_item_abilities_fear_of_aramar	stat_morale	-24.0000	add
wh2_dlc10_item_abilities_speed_of_lykos	scalar_speed	1.2500	mult
wh2_dlc10_item_abilities_stave_of_avelorn	scalar_miscast_chance	0.0000	mult
wh2_dlc10_item_abilities_the_amber_trance_self	stat_morale	16.0000	add
wh2_dlc10_item_abilities_the_amber_trance	stat_morale	-16.0000	add
wh2_dlc10_item_passive_amulet_of_dark_fire	stat_resistance_magic	20.0000	add
wh2_dlc10_item_passive_dragon_slayers_fang	stat_melee_defence	10.0000	add
wh2_dlc10_item_passive_dragon_slayers_fang	stat_resistance_all	10.0000	add
wh2_dlc10_item_passive_gate_keepers_belt	stat_resistance_all	40.0000	add
wh2_dlc10_item_passive_gate_keepers_helm	stat_resistance_magic	20.0000	add
wh2_dlc10_item_passive_gate_keepers_helm	stat_resistance_missile	10.0000	add
wh2_dlc10_item_passive_ironbeards_bracers	scalar_speed	1.1000	mult
wh2_dlc10_item_passive_ironbeards_bracers	stat_resistance_physical	20.0000	add
wh2_dlc10_item_passive_ironbeards_ring	stat_weakness_flame	-20.0000	add
wh2_dlc10_item_passive_ironwardens_shield	stat_resistance_all	10.0000	add
wh2_dlc10_item_passive_old_guards_armour	stat_melee_attack	-8.0000	add
wh2_dlc10_item_passive_prospectors_spyglass	stat_accuracy	15.0000	add
wh2_dlc10_item_passive_ring_of_vengeance	stat_melee_attack	5.0000	add
wh2_dlc10_item_passive_ring_of_vengeance	stat_morale	12.0000	add
wh2_dlc10_item_passive_shieldstone_of_isha	stat_resistance_physical	10.0000	add
wh2_dlc10_item_passive_stone_of_midnight	stat_resistance_missile	20.0000	add
wh2_dlc10_item_passive_the_shadow_crown	scalar_speed	1.1500	mult
wh2_dlc10_item_passive_the_shadow_crown	stat_melee_defence	5.0000	add
wh2_dlc10_lord_abilities_gaze_of_khaine	stat_melee_attack	24.0000	add
wh2_dlc10_lord_abilities_gaze_of_khaine	stat_melee_damage_ap	1.2500	mult
wh2_dlc10_lord_abilities_gaze_of_khaine	stat_melee_damage_base	1.2500	mult
wh2_dlc10_lord_abilities_gaze_of_khaine	stat_morale	8.0000	add
wh2_dlc10_lord_abilities_oath_of_vengeance	stat_melee_defence	-24.0000	add
wh2_dlc10_lord_abilities_red_ruin	stat_melee_damage_ap	1.7500	mult
wh2_dlc10_lord_abilities_red_ruin	stat_melee_damage_base	1.7500	mult
wh2_dlc10_lord_abilities_red_ruin	stat_melee_defence	-24.0000	add
wh2_dlc10_lord_passive_blood_frenzy_1	stat_melee_damage_ap	1.1000	mult
wh2_dlc10_lord_passive_blood_frenzy_2	stat_melee_damage_ap	1.2000	mult
wh2_dlc10_lord_passive_blood_frenzy_3	stat_melee_damage_ap	1.2500	mult
wh2_dlc10_quest_abilities_insane_head	stat_armour	-35.0000	add
wh2_dlc10_quest_abilities_insane_head	stat_melee_attack	12.0000	add
wh2_dlc10_quest_abilities_insane_head	stat_melee_defence	-24.0000	add
wh2_dlc10_quest_abilities_regenerating_head	stat_resistance_flame	80.0000	add
wh2_dlc10_quest_abilities_unidentified_hydra_head	stat_resistance_flame	80.0000	add
wh2_dlc10_quest_passive_mother_of_flame	scalar_speed	1.2500	mult
wh2_dlc10_quest_passive_mother_of_flame	stat_melee_attack	12.0000	add
wh2_dlc10_quest_passive_mother_of_flame	stat_resistance_physical	20.0000	add
wh2_dlc10_quest_passive_primal_rage_i	stat_melee_damage_ap	1.2500	mult
wh2_dlc10_quest_passive_primal_rage_i	stat_melee_damage_base	1.2500	mult
wh2_dlc10_quest_passive_primal_rampage_iii	stat_melee_attack	15.0000	add
wh2_dlc10_quest_passive_primal_rampage_iii	stat_melee_damage_ap	1.4800	mult
wh2_dlc10_quest_passive_primal_rampage_iii	stat_resistance_all	80.0000	add
wh2_dlc10_quest_passive_primal_rampage_ii	stat_melee_attack	7.0000	add
wh2_dlc10_quest_passive_primal_rampage_ii	stat_melee_damage_ap	1.2500	mult
wh2_dlc10_quest_passive_primal_rampage_ii	stat_resistance_all	20.0000	add
wh2_dlc10_quest_passive_primal_rampage_i	stat_resistance_all	10.0000	add
wh2_dlc10_unit_passive_abyssal_howl	stat_morale	-8.0000	add
wh2_dlc10_unit_passive_the_trial_of_blades	stat_melee_attack	8.0000	add
wh2_dlc10_unit_passive_the_trial_of_blades	stat_melee_damage_ap	4.0000	add
wh2_dlc10_weapon_passive_dragon_slayers_axe	stat_melee_attack	5.0000	add
wh2_dlc10_weapon_passive_dragon_slayers_axe	stat_melee_damage_ap	1.1000	mult
wh2_dlc10_weapon_passive_dragon_slayers_axe	stat_melee_damage_base	1.1000	mult
wh2_dlc10_weapon_passive_shadow_of_khaine	scalar_splash_attack_power	3.0000	mult
wh2_dlc11_army_abilities_shanty_verse_1	stat_melee_defence	20.0000	add
wh2_dlc11_army_abilities_shanty_verse_1	stat_reloading	20.0000	add
wh2_dlc11_army_abilities_shanty_verse_2	stat_melee_defence	30.0000	add
wh2_dlc11_army_abilities_shanty_verse_2	stat_reloading	30.0000	add
wh2_dlc11_army_abilities_shanty_verse_3	stat_melee_defence	40.0000	add
wh2_dlc11_army_abilities_shanty_verse_3	stat_reloading	40.0000	add
wh2_dlc11_character_abilities_all_hands_hoay	stat_melee_damage_ap	1.2500	mult
wh2_dlc11_character_abilities_all_hands_hoay	stat_melee_damage_base	1.2500	mult
wh2_dlc11_character_abilities_all_hands_hoay	stat_morale	16.0000	add
wh2_dlc11_character_abilities_avast_ye	stat_melee_damage_ap	1.2500	mult
wh2_dlc11_character_abilities_avast_ye	stat_melee_damage_base	1.2500	mult
wh2_dlc11_character_abilities_avast_ye	stat_morale	8.0000	add
wh2_dlc11_character_abilities_ballistic_enchantment	stat_accuracy	60.0000	add
wh2_dlc11_character_abilities_ballistic_enchantment	stat_reloading	20.0000	add
wh2_dlc11_character_abilities_cackle_fruit	scalar_speed	0.5500	mult
wh2_dlc11_character_abilities_hornswaggle	scalar_speed	0.7500	mult
wh2_dlc11_character_abilities_hornswaggle	stat_armour	-30.0000	add
wh2_dlc11_character_abilities_hornswaggle	stat_melee_defence	-24.0000	add
wh2_dlc11_character_abilities_taunt	scalar_speed	0.7500	mult
wh2_dlc11_character_abilities_taunt	stat_armour	-30.0000	add
wh2_dlc11_character_abilities_taunt	stat_melee_defence	-24.0000	add
wh2_dlc11_hero_abilities_bomb_throw	scalar_missile_damage_ap	1.2000	mult
wh2_dlc11_hero_passive_dead_eyes	scalar_missile_damage_ap	1.1000	mult
wh2_dlc11_hero_passive_dead_eyes	scalar_missile_damage_base	1.1000	mult
wh2_dlc11_item_abilities_moonshine	stat_melee_damage_ap	1.2500	mult
wh2_dlc11_item_abilities_moonshine	stat_melee_damage_base	1.2500	mult
wh2_dlc11_item_abilities_moonshine	stat_resistance_flame	-40.0000	add
wh2_dlc11_item_passive_helm_of_the_kraken	stat_melee_defence	10.0000	add
wh2_dlc11_lord_abilities_claws_of_mourkain	stat_melee_damage_ap	1.5000	mult
wh2_dlc11_lord_abilities_dark_protection	stat_melee_defence	24.0000	add
wh2_dlc11_lord_abilities_dark_protection	stat_resistance_all	20.0000	add
wh2_dlc11_lord_abilities_dreaded_duelist	stat_melee_attack	24.0000	add
wh2_dlc11_lord_abilities_dreaded_duelist	stat_melee_defence	24.0000	add
wh2_dlc11_lord_abilities_ghoul_king_of_ushoran	stat_morale	8.0000	add
wh2_dlc11_lord_abilities_heart_piercing	stat_charge_bonus	1.4000	mult
wh2_dlc11_lord_abilities_heart_piercing	stat_melee_damage_ap	1.5000	mult
wh2_dlc11_lord_abilities_lightning_reflexes	scalar_speed	1.2500	mult
wh2_dlc11_lord_abilities_lightning_reflexes	stat_resistance_all	20.0000	add
wh2_dlc11_lord_abilities_mananns_luck	stat_melee_defence	24.0000	add
wh2_dlc11_lord_abilities_mananns_luck	stat_resistance_all	20.0000	add
wh2_dlc11_lord_abilities_seduction	scalar_speed	0.7500	mult
wh2_dlc11_lord_abilities_seduction	stat_melee_attack	-24.0000	add
wh2_dlc11_lord_abilities_song_of_enthrallment	scalar_speed	0.5500	mult
wh2_dlc11_lord_abilities_song_of_enthrallment	stat_melee_attack	-24.0000	add
wh2_dlc11_lord_abilities_spearfishers_net	stat_melee_defence	-24.0000	add
wh2_dlc11_lord_abilities_storm_of_the_night	scalar_speed	0.4000	mult
wh2_dlc11_lord_abilities_transfix	scalar_speed	1.2500	mult
wh2_dlc11_lord_abilities_transfix	stat_resistance_all	20.0000	add
wh2_dlc11_lord_passive_honour_or_death	stat_morale	8.0000	add
wh2_dlc11_lord_passive_honour_or_death	stat_resistance_all	10.0000	add
wh2_dlc11_lord_passive_magical_void	stat_resistance_magic	30.0000	add
wh2_dlc11_lord_passive_merciless_slaver	stat_morale	-6.0000	add
wh2_dlc11_quest_battle_supply	scalar_speed	1.2500	mult
wh2_dlc11_spell_deep_fog_of_the_damned_upgraded	stat_melee_attack	-40.0000	add
wh2_dlc11_spell_deep_fog_of_the_damned_upgraded	stat_morale	-8.0000	add
wh2_dlc11_spell_deep_fog_of_the_damned	stat_melee_attack	-24.0000	add
wh2_dlc11_spell_deep_fog_of_the_damned	stat_morale	-8.0000	add
wh2_dlc11_spell_deep_krakens_pull	scalar_speed	0.5500	mult
wh2_dlc11_spell_deep_spiteful_shot_upgraded	stat_accuracy	90.0000	add
wh2_dlc11_spell_deep_spiteful_shot	stat_accuracy	90.0000	add
wh2_dlc11_spell_deep_tidecall	scalar_speed	0.7500	mult
wh2_dlc11_unit_contact_charmed	stat_melee_attack	-8.0000	add
wh2_dlc11_unit_contact_disrupted	stat_resistance_physical	-10.0000	add
wh2_dlc11_unit_contact_monstrous_impact	scalar_charge_speed	0.4000	mult
wh2_dlc11_unit_contact_monstrous_impact	scalar_speed	0.4000	mult
wh2_dlc11_unit_passive_extra_powder	scalar_missile_damage_ap	1.3000	mult
wh2_dlc11_unit_passive_extra_powder	scalar_missile_damage_base	1.3000	mult
wh2_dlc11_unit_passive_extra_powder	scalar_missile_explosion_damage_ap	1.3000	mult
wh2_dlc11_unit_passive_extra_powder	scalar_missile_explosion_damage_base	1.3000	mult
wh2_dlc11_weapon_passive_krakens_bane	stat_bonus_vs_large	8.0000	add
wh2_dlc11_weapon_passive_krakens_bane	stat_melee_attack	5.0000	add
wh2_dlc12_character_abilities_supreme_shield_of_the_old_ones	stat_resistance_all	40.0000	add
wh2_dlc12_item_passive_braid_of_bordeleaux	stat_bonus_vs_large	12.0000	add
wh2_dlc12_item_passive_braid_of_bordeleaux	stat_morale	4.0000	add
wh2_dlc12_item_passive_golden_death_mask	stat_melee_attack	-8.0000	add
wh2_dlc12_item_passive_mask_of_heavens	stat_armour	23.0000	add
wh2_dlc12_item_passive_mask_of_heavens	stat_melee_defence	10.0000	add
wh2_dlc12_item_passive_plaque_of_sotek	stat_morale	12.0000	add
wh2_dlc12_item_passive_plaque_of_sotek	stat_resistance_all	20.0000	add
wh2_dlc12_lord_abilities_drop_sphere_of_tepok	scalar_speed	0.4000	mult
wh2_dlc12_lord_abilities_master_of_the_skies	scalar_speed	1.2500	mult
wh2_dlc12_lord_abilities_master_of_the_skies	stat_melee_defence	40.0000	add
wh2_dlc12_lord_abilities_warriors_crest	stat_melee_attack	40.0000	add
wh2_dlc12_lord_abilities_warriors_crest	stat_melee_defence	24.0000	add
wh2_dlc12_lord_passive_adrenaline_rush	stat_melee_damage_ap	1.5000	mult
wh2_dlc12_lord_passive_secondwind_serum	stat_melee_defence	12.0000	add
wh2_dlc12_unit_abilities_shield_of_chaqua	stat_resistance_missile	40.0000	add
wh2_dlc12_unit_abilities_toad_rage	stat_melee_damage_ap	1.5000	mult
wh2_dlc12_unit_abilities_toad_rage	stat_melee_damage_base	1.5000	mult
wh2_dlc12_unit_contact_flammable	stat_weakness_flame	-20.0000	add
wh2_dlc12_unit_contact_sundered_armour	stat_armour	-30.0000	add
wh2_dlc12_unit_contact_suppressive_fire	scalar_speed	0.7000	mult
wh2_dlc12_unit_passive_blade_swirl	stat_resistance_missile	10.0000	add
wh2_dlc12_unit_passive_portent_of_warding	stat_resistance_all	5.0000	add
wh2_dlc12_unit_passive_the_best_defence	stat_armour	24.0000	add
wh2_dlc12_unit_passive_witness_me	stat_resistance_all	40.0000	add
wh2_dlc12_weapon_passive_blade_of_the_ancient_skies	stat_melee_attack	15.0000	add
wh2_dlc12_weapon_passive_blade_of_the_ancient_skies	stat_melee_damage_ap	1.2000	mult
wh2_dlc12_weapon_passive_blade_of_the_ancient_skies	stat_melee_damage_base	1.2000	mult
wh2_dlc12_weapon_passive_blade_of_the_serpents_tongue	stat_charge_bonus	1.1000	mult
wh2_dlc13_armour_passive_obsinite_plate	stat_melee_attack	-8.0000	add
wh2_dlc13_character_ability_big_boom_contact	stat_melee_defence	-24.0000	add
wh2_dlc13_character_ability_hunters_call	stat_melee_defence	24.0000	add
wh2_dlc13_character_ability_ishas_rain_contact	scalar_speed	0.7500	mult
wh2_dlc13_final_battle_abilities_shield_of_the_old_ones	stat_morale	8.0000	add
wh2_dlc13_final_battle_abilities_shield_of_the_old_ones	stat_resistance_all	20.0000	add
wh2_dlc13_final_battle_character_abilities_rodrik_ward_save_reduction	stat_resistance_all	-50.0000	add
wh2_dlc13_item_abilities_shield_of_aeons	stat_armour	60.0000	add
wh2_dlc13_item_passive_band_of_loyalty	stat_resistance_physical	10.0000	add
wh2_dlc13_item_passive_golden_tributes	stat_resistance_all	10.0000	add
wh2_dlc13_lord_abilities_aura_of_inertia	scalar_speed	0.7500	mult
wh2_dlc13_lord_abilities_aura_of_inertia	stat_morale	-8.0000	add
wh2_dlc13_lord_abilities_funnel_of_flame	stat_reloading	30.0000	add
wh2_dlc13_lord_abilities_hail_of_fire	stat_reloading	30.0000	add
wh2_dlc13_lord_abilities_miasma_of_despair	scalar_speed	0.7500	mult
wh2_dlc13_lord_abilities_miasma_of_despair	stat_morale	-8.0000	add
wh2_dlc13_lord_abilities_monstrous_strength	stat_bonus_vs_infantry	16.0000	add
wh2_dlc13_lord_abilities_monstrous_strength	stat_melee_damage_ap	1.2500	mult
wh2_dlc13_lord_abilities_monstrous_strength	stat_melee_damage_base	1.2500	mult
wh2_dlc13_lord_abilities_oil_flask	scalar_speed	0.5500	mult
wh2_dlc13_lord_abilities_oil_flask	stat_weakness_flame	-40.0000	add
wh2_dlc13_lord_abilities_primal_roar	stat_melee_attack	40.0000	add
wh2_dlc13_lord_abilities_primal_roar	stat_resistance_physical	20.0000	add
wh2_dlc13_lord_abilities_rock_of_itza	stat_resistance_physical	40.0000	add
wh2_dlc13_lord_passive_endurance_aura	stat_melee_defence	5.0000	add
wh2_dlc13_lord_passive_endurance_aura	stat_resistance_missile	5.0000	add
wh2_dlc13_lord_passive_fleet_footed	scalar_entity_acceleration_modifier	1.1800	mult
wh2_dlc13_lord_passive_fleet_footed	scalar_speed	1.1500	mult
wh2_dlc13_lord_passive_merely_a_fleshwound	stat_melee_attack	12.0000	add
wh2_dlc13_lord_passive_merely_a_fleshwound	stat_morale	6.0000	add
wh2_dlc13_lord_passive_to_the_death	stat_melee_attack	8.0000	add
wh2_dlc13_lord_passive_to_the_death	stat_morale	4.0000	add
wh2_dlc13_lord_passive_trueshot_aura	scalar_missile_damage_ap	1.0500	mult
wh2_dlc13_lord_passive_trueshot_aura	scalar_missile_damage_base	1.0500	mult
wh2_dlc13_lord_passive_trueshot_aura	stat_reloading	5.0000	add
wh2_dlc13_unit_abilities_bathed_in_blood	stat_melee_attack	5.0000	add
wh2_dlc13_unit_abilities_bathed_in_blood	stat_morale	4.0000	add
wh2_dlc13_unit_abilities_blinding_radiance	stat_melee_attack	-8.0000	add
wh2_dlc13_unit_passive_dread_aversion	stat_morale	-8.0000	add
wh2_dlc13_weapon_abilities_averland_runefang	stat_melee_attack	-40.0000	add
wh2_dlc13_weapon_abilities_averland_runefang	stat_melee_damage_base	0.4000	mult
wh2_dlc13_weapon_abilities_drakwald_runefang	stat_resistance_physical	40.0000	add
wh2_dlc13_weapon_abilities_hochland_runefang	stat_armour	-60.0000	add
wh2_dlc13_weapon_abilities_hochland_runefang	stat_melee_defence	-24.0000	add
wh2_dlc13_weapon_abilities_mace_of_ulumak	stat_melee_attack	40.0000	add
wh2_dlc13_weapon_abilities_mace_of_ulumak	stat_melee_damage_ap	1.5000	mult
wh2_dlc13_weapon_abilities_mace_of_ulumak	stat_melee_damage_base	1.5000	mult
wh2_dlc13_weapon_abilities_ostermark_runefang	stat_bonus_vs_large	32.0000	add
wh2_dlc13_weapon_abilities_ostland_runefang	stat_melee_damage_ap	1.5000	mult
wh2_dlc13_weapon_abilities_ostland_runefang	stat_melee_damage_base	1.5000	mult
wh2_dlc13_weapon_abilities_talabecland_runefang	stat_melee_attack	40.0000	add
wh2_dlc13_weapon_abilities_wissenland_runefang	scalar_speed	0.5500	mult
wh2_dlc13_weapon_passive_solland_runefang	stat_morale	-8.0000	add
wh2_dlc13_weapon_passive_stirland_runefang	stat_melee_attack	8.0000	add
wh2_dlc14_character_abilities_henri_le_massif_exploit_weakness	stat_melee_defence	-24.0000	add
wh2_dlc14_character_passive_discombobulate	stat_armour	-15.0000	add
wh2_dlc14_character_passive_discombobulate	stat_melee_defence	-5.0000	add
wh2_dlc14_contact_maddening	stat_melee_defence	-10.0000	add
wh2_dlc14_contact_maddening	stat_morale	-10.0000	add
wh2_dlc14_item_passive_idol_of_darkness	scalar_speed	0.5500	mult
wh2_dlc14_item_passive_idol_of_darkness	stat_melee_defence	-5.0000	add
wh2_dlc14_item_passive_the_cloak_of_shadows	stat_melee_defence	-10.0000	add
wh2_dlc14_item_passive_the_cloak_of_shadows	stat_morale	-4.0000	add
wh2_dlc14_lord_abilities_beastslaver	stat_bonus_vs_large	16.0000	add
wh2_dlc14_lord_abilities_beastslaver	stat_melee_damage_ap	1.2500	mult
wh2_dlc14_lord_abilities_beastslaver	stat_melee_damage_base	1.2500	mult
wh2_dlc14_lord_abilities_bloodstorm	stat_resistance_all	20.0000	add
wh2_dlc14_lord_abilities_looming_dread	scalar_speed	0.5500	mult
wh2_dlc14_lord_abilities_looming_dread	stat_melee_defence	-24.0000	add
wh2_dlc14_lord_abilities_looming_dread	stat_resistance_missile	-20.0000	add
wh2_dlc14_lord_abilities_the_blood_price	stat_melee_damage_ap	1.6000	mult
wh2_dlc14_lord_abilities_the_blood_price	stat_melee_damage_base	1.6000	mult
wh2_dlc14_lord_abilities_the_blood_price	stat_resistance_all	20.0000	add
wh2_dlc14_lord_abilities_the_daemons_curse	stat_melee_defence	-24.0000	add
wh2_dlc14_lord_abilities_the_daemons_curse	stat_morale	-10.0000	add
wh2_dlc14_lord_abilities_whiplash	scalar_charge_speed	1.2500	mult
wh2_dlc14_lord_abilities_whiplash	stat_charge_bonus	1.2000	mult
wh2_dlc14_lord_abilities_whiplash	stat_melee_damage_ap	1.5000	mult
wh2_dlc14_lord_abilities_whiplash	stat_melee_damage_base	1.5000	mult
wh2_dlc14_lord_passive_fleur_de_lys_banner	stat_melee_attack	8.0000	add
wh2_dlc14_lord_passive_fleur_de_lys_banner	stat_melee_defence	10.0000	add
wh2_dlc14_lore_passive_toxic_rain	scalar_missile_damage_ap	0.9000	mult
wh2_dlc14_lore_passive_toxic_rain	scalar_missile_damage_base	0.9000	mult
wh2_dlc14_lore_passive_toxic_rain	scalar_speed	0.9000	mult
wh2_dlc14_lore_passive_toxic_rain	stat_melee_damage_ap	0.9000	mult
wh2_dlc14_lore_passive_toxic_rain	stat_melee_damage_base	0.9000	mult
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	stat_armour	-30.0000	add
wh2_dlc14_spell_ruin_flensing_ruin	stat_armour	-30.0000	add
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	stat_armour	60.0000	add
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	stat_resistance_missile	20.0000	add
wh2_dlc14_spell_stealth_armour_of_darkness	stat_armour	60.0000	add
wh2_dlc14_spell_stealth_armour_of_darkness	stat_resistance_missile	20.0000	add
wh2_dlc14_spell_stealth_brittle_bone_upgraded	scalar_speed	0.7500	mult
wh2_dlc14_spell_stealth_brittle_bone_upgraded	stat_melee_defence	-40.0000	add
wh2_dlc14_spell_stealth_brittle_bone	scalar_speed	0.7500	mult
wh2_dlc14_spell_stealth_brittle_bone	stat_melee_defence	-40.0000	add
wh2_dlc14_spell_stealth_veil_of_shadows	scalar_speed	0.5500	mult
wh2_dlc14_spell_stealth_veil_of_shadows	stat_morale	-8.0000	add
wh2_dlc14_unit_abilities_warp_quake	scalar_speed	0.7500	mult
wh2_dlc14_unit_contact_poisoned_wind_alt	stat_morale	-10.0000	add
wh2_dlc14_unit_passive_aura_of_agony	stat_melee_defence	-7.0000	add
wh2_dlc14_unit_passive_aura_of_agony	stat_morale	-4.0000	add
wh2_dlc14_unit_passive_aura_of_ardour	stat_melee_attack	7.0000	add
wh2_dlc14_unit_passive_aura_of_ardour	stat_morale	4.0000	add
wh2_dlc14_unit_passive_barbed_net	scalar_speed	0.9000	mult
wh2_dlc14_unit_passive_barbed_net	stat_resistance_missile	-10.0000	add
wh2_dlc14_unit_passive_duck_and_weave	scalar_speed	1.1000	mult
wh2_dlc14_unit_passive_duck_and_weave	stat_melee_defence	10.0000	add
wh2_dlc14_unit_passive_duck_and_weave	stat_resistance_physical	10.0000	add
wh2_dlc14_weapon_abilities_sword_of_lyonesse	stat_melee_attack	40.0000	add
wh2_dlc14_weapon_abilities_sword_of_lyonesse	stat_melee_damage_ap	1.5000	mult
wh2_dlc14_weapon_abilities_sword_of_lyonesse	stat_melee_damage_base	1.5000	mult
wh2_dlc14_weapon_abilities_warpsword_of_khaine	stat_resistance_all	5.0000	add
wh2_dlc15_abilities_fermented_fungi	stat_melee_defence	-24.0000	add
