id	incident_key	option_key	value	target
1031581522	wh3_dlc23_story_panel_narrative_relic_02	GEN_TARGET_NONE		default
1031751838	wh2_dlc16_incident_wef_ritual_succeeded_the_haunted_forest	GEN_TARGET_MODEL		default
1031995413	wh2_main_incident_skv_agent_engineer	CND_UNIQUE		default
1032202770	wh2_main_incident_lzd_morale_up_public_order_up	GEN_TARGET_REGION		default
1032219655	wh2_dlc09_tmb_incident_unearthed_knowledge	GEN_TARGET_NONE		default
103227280	wh3_dlc23_chd_convoy_new_contracts	VAR_CHANCE	100	default
1034201737	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_8	GEN_TARGET_PARENT		default
1034788837	wh2_twa03_incident_rakarth_raid_manticore	VAR_CHANCE	100	default
1034992884	wh2_main_incident_hef_morale_up_melee_defense_up_against_def	CND_FIRST_ROUND	5	default
1035145611	wh2_main_incident_skv_siege_time_down	CND_FIRST_ROUND	5	default
1035312499	wh2_dlc16_incident_wef_ritual_begun_the_haunted_forest	VAR_CHANCE	100	default
1035370476	wh2_main_incident_all_construction_cost_up	GEN_TARGET_NONE		default
1036232586	wh3_main_incident_wh3_main_nur_lair_of_the_maggot_lord	GEN_TARGET_MODEL		default
1036736554	wh3_main_incident_ritual_tze_cotw_borrow_time	VAR_CHANCE	100	default
1036902679	wh2_main_incident_def_cold_one_melee_attack_up	VAR_CHANCE	5	default
1036998359	wh2_dlc10_incident_def_death_night_no_slaves	GEN_TARGET_MODEL		default
1037556416	wh3_main_story_panel_intro_kho	VAR_CHANCE	100	default
1037599563	wh2_dlc14_incident_skv_eshin_actions_steal_ancillary	GEN_TARGET_NONE		default
1037993358	wh3_main_incident_ksl_one_motherland	GEN_CND_NOT_WAR		default
1038281409	wh3_main_incident_cth_fools_errand	CND_CULTURE	wh3_main_cth_cathay	default
1038853552	wh2_dlc09_tmb_incident_memories_of_the_past	CND_FIRST_ROUND	35	default
1039605488	wh3_main_incident_cth_bastion_threat_increases	GEN_TARGET_MODEL		default
1039997610	wh2_dlc16_skv_throt_flesh_lab_monster_supply_2b	VAR_CHANCE	100	default
1040065910	wh3_main_story_panel_the_third_soul	GEN_TARGET_NONE		default
1040091847	wh2_dlc09_tmb_incident_paychest_mercenaries	CND_CULTURE	wh2_dlc09_tmb_tomb_kings	default
1040096258	wh3_dlc23_chd_ancestor_relic_of_valaya_reward_b	VAR_FOLLOWUP_CHANCE	100	default
1041035013	wh2_main_incident_intrigue_skv_positive_2a	VAR_CHANCE	100	default
1041415359	wh2_dlc11_incident_neo_encounter_at_sea_3_c	VAR_FOLLOWUP_CHANCE	100	default
1041527076	wh2_main_incident_all_morale_down	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_nur_nurgle;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh3_main_ksl_kislev;wh3_main_cth_cathay;wh3_main_ogr_ogre_kingdoms	default
1041558494	wh2_dlc11_cst_incident_stolen_schematics	CND_CULTURE	wh2_dlc11_cst_vampire_coast	default
1041598535	wh2_dlc11_incident_neo_encounter_at_sea_1_b_tmb	GEN_TARGET_MODEL		default
1043860020	wh2_dlc17_incident_bst_ritual_of_ruin_performed_lunar_eclipse	GEN_TARGET_NONE		default
1043952094	wh3_main_incident_ritual_dae_ascend_nurgle	GEN_TARGET_MODEL		default
1044047335	wh2_dlc11_incident_neo_encounter_at_sea_1_a_tmb	VAR_FOLLOWUP_CHANCE	100	default
104416640	wh3_main_incident_ritual_ksl_winter_salyak	GEN_TARGET_NONE		default
1044298776	wh2_main_incident_all_wom_up	CND_NOT_CULTURE	wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_nur_nurgle;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh3_main_ksl_kislev;wh3_main_cth_cathay;wh3_main_ogr_ogre_kingdoms	default
1045100717	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	CND_FIRST_ROUND	5	default
1045294879	wh2_main_incident_skv_public_order_down	CND_FIRST_ROUND	5	default
1045944328	wh2_main_incident_all_campaign_movement_up	GEN_TARGET_NONE		default
1049252906	wh2_dlc15_incident_hef_prisoner_executed	GEN_TARGET_MODEL		default
1050462407	wh2_dlc11_incident_neo_encounter_at_sea_2_b	GEN_TARGET_MODEL		default
1050642672	wh3_dlc24_incident_ai_faux_victory_short	VAR_CHANCE	100	default
1051320175	wh3_main_incident_ritual_ogr_great_maw_bloody_and_raw	GEN_TARGET_MODEL		default
1051345397	wh3_main_incident_ritual_sla_pleasure_arena	VAR_CHANCE	100	default
1051572844	wh_main_incident_all_wandering_monster	CND_NOT_CULTURE	wh3_main_cth_cathay;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_ksl_kislev;wh3_main_nur_nurgle;wh3_main_ogr_ogre_kingdoms;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh3_dlc23_chd_chaos_dwarfs	default
105213571	wh3_main_story_panel_intro_tze	GEN_TARGET_NONE		default
1052293649	wh2_main_incident_lzd_morale_down_recruitment_cost_up	GEN_TARGET_MILITARY_FORCE		default
105244412	wh3_dlc23_chd_ancestor_relic_of_morgrim_reward_a	VAR_CHANCE	100	default
105444870	wh3_main_incident_belakor_daemon_prince_created	VAR_CHANCE	100	default
1055646566	wh2_dlc13_wulfhart_extra_reinforcement_1	VAR_CHANCE	100	default
1056796059	wh3_dlc20_incident_ritual_tze_cotw_vilitch_drain_magic	GEN_TARGET_MODEL		default
1057894784	wh3_dlc20_incident_champions_progression_1	GEN_TARGET_NONE		default
1058770537	wh2_dlc13_wulfhart_reward_G	GEN_TARGET_NONE		default
1058974463	wh2_main_incident_intrigue_hef_positive_2b	VAR_CHANCE	100	default
1059598797	wh3_main_incident_cth_bastion_threat_increases_dragon	VAR_CHANCE	100	default
1061898425	wh2_main_incident_all_recruitment_cost_up_unit_exp_up	VAR_CHANCE	5	default
1062006707	wh3_main_incident_dae_a_thirst_slaked	GEN_TARGET_NONE		default
1062491498	wh2_main_incident_hef_agent_wizard	CND_FIRST_ROUND	12	default
1063831556	wh3_dlc23_chd_toz_cap_wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	VAR_CHANCE	100	default
1064199708	wh3_main_incident_cth_harmony_balanced	VAR_CHANCE	100	default
1064294872	wh2_dlc14_incident_def_raiding_season	GEN_TARGET_NONE		default
1064317133	wh2_main_incident_lzd_damage_building	GEN_TARGET_REGION		default
1064531389	wh2_main_encounter_at_sea_combat_5_nor	VAR_CHANCE	100	default
1064548618	wh3_main_incident_faction_loses_khorne_realm_weapon	VAR_CHANCE	100	default
1064690258	wh3_dlc23_chd_convoy_unique_completed_bay_of_blades	GEN_TARGET_MODEL		default
1064828981	wh3_main_incident_sla_the_morning_after	GEN_TARGET_CHARACTER		default
1065115686	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_6	GEN_TARGET_PARENT		default
1066905605	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_1	GEN_TARGET_PARENT		default
1066934290	wh2_dlc16_incident_wef_ritual_succeeded_emerald_pools	GEN_TARGET_MODEL		default
1068863895	wh_main_incident_grn_waaagh_ai_failed	VAR_CHANCE	100	default
1069688788	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_7	GEN_TARGET_PARENT		default
1070207997	wh3_main_incident_tze_brain_fog	CND_CULTURE	wh3_main_tze_tzeentch	default
1072179330	wh3_main_incident_faction_gains_soul_slaanesh	GEN_TARGET_MODEL		default
1073284279	wh2_dlc14_incident_skv_new_contract_mors	GEN_TARGET_NONE		default
1073627871	wh2_dlc14_incident_brt_desert_supplies	GEN_TARGET_NONE		default
107426304	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_4	GEN_TARGET_PARENT		default
1074701571	wh3_main_incident_ogr_gnoblar_prosthetics	CND_FIRST_ROUND	5	default
1074773567	wh3_main_incident_ritual_tze_cotw_open_gates	VAR_CHANCE	100	default
1075376151	wh2_main_incident_intrigue_any_positive_3a	GEN_TARGET_MODEL		default
1076044162	wh2_main_incident_intrigue_lzd_positive_1a	GEN_TARGET_MODEL		default
1076322095	wh2_main_incident_encounter_at_sea_2_c_tmb	VAR_CHANCE	100	default
1077022587	wh2_dlc09_tmb_incident_boiling_point	CND_CULTURE	wh2_dlc09_tmb_tomb_kings	default
1078425237	wh3_main_incident_ksl_state_scholarship	VAR_CHANCE	50	default
1078610177	wh2_main_incident_def_growth_down	GEN_CND_OWNS		default
1079292789	wh2_dlc16_incident_wef_ritual_begun_gryphon_wood	GEN_TARGET_MODEL		default
1079651232	wh3_main_incident_nur_the_fly_lord	CND_FIRST_ROUND	15	default
107997965	wh2_main_incident_hef_trade_income_up	CND_ROUNDS_UNTIL_NEXT	30	default
1080040900	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_1	VAR_CHANCE	100	default
1080488723	wh3_main_incident_ksl_the_revenant	GEN_TARGET_NONE		default
1080753846	wh2_dlc13_incident_machination_external_positive	GEN_TARGET_MODEL		default
1081218092	wh3_main_story_panel_ursuns_roar_imminent_3	VAR_CHANCE	100	default
1081681774	wh3_main_incident_kho_meat_magic	VAR_CHANCE	30	default
1082692694	wh3_main_incident_nur_the_brown_note	GEN_CND_OWNS		default
1085102995	wh3_dlc24_incident_tze_chaos_army_region_owner	GEN_TARGET_MODEL		default
1085404922	wh2_dlc09_tmb_incident_liquid_sand	GEN_TARGET_REGION		default
1086065211	wh2_main_incident_skv_melee_infantry_melee_attack_up_morale_up	GEN_TARGET_NONE		default
1086406395	wh2_main_encounter_at_sea_campaign_4_nor	VAR_FOLLOWUP_CHANCE	100	default
1086866328	wh3_dlc23_chd_convoy_unique_completed_the_crystal_spires	VAR_CHANCE	0	default
1087234239	wh2_dlc16_incident_skv_ghoritch_arrives	GEN_CND_AGENT_SUBTYPE	wh2_dlc16_skv_ghoritch	default
1087580266	wh3_dlc23_story_panel_narrative_petrification_04	VAR_CHANCE	100	default
1087900323	wh3_main_incident_kho_machina_daemonium	GEN_TARGET_MODEL		default
1087998983	wh3_main_incident_kho_skull_of_the_first	VAR_CHANCE	100	default
108911210	wh2_dlc11_incident_neo_encounter_at_sea_4_a_nor	VAR_CHANCE	100	default
1089750884	wh3_main_incident_ogr_kitchen_confidential	CND_NOT_HAS_AGENT	wizard	default
1090146025	wh2_main_incident_intrigue_hef_negative_1c	VAR_CHANCE	100	default
1090312606	wh3_main_incident_ritual_tze_cotw_show_ai_intentions	GEN_TARGET_MODEL		default
1091058510	wh3_main_cth_caravan_completed_altdorf	GEN_TARGET_MODEL		default
1091186265	wh2_main_incident_all_damage_building	CND_ROUNDS_UNTIL_NEXT	20	default
1091618948	wh3_dlc23_chd_incident_favour_of_hashut	VAR_CHANCE	5	default
1091811180	wh2_dlc13_wulfhart_reward_E_unit	VAR_CHANCE	100	default
1093565857	wh2_dlc13_wulfhart_reward_B_unit	VAR_CHANCE	100	default
1094964804	wh2_dlc16_incident_wef_drycha_horrific_monstrosity	GEN_TARGET_NONE		default
109519746	wh3_main_incident_kho_prodigal_son	CND_FIRST_ROUND	10	default
1095913539	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_5	GEN_TARGET_PARENT		default
1096085221	wh3_main_cth_caravan_completed	GEN_TARGET_MODEL		default
109637761	wh3_main_incident_nur_the_brown_note	VAR_CHANCE	10	default
10964314	wh2_dlc15_incident_dragon_encounter_generic_forest	GEN_TARGET_NONE		default
1097075444	wh2_dlc16_incident_wef_ritual_begun_heart_of_the_jungle	GEN_TARGET_MODEL		default
1097133609	wh2_dlc11_cst_incident_unnatural_talent	CND_CULTURE	wh2_dlc11_cst_vampire_coast	default
1098183143	wh2_dlc09_tmb_incident_raining_magma	CND_ROUNDS_UNTIL_NEXT	40	default
1099066721	wh2_main_incident_all_construction_cost_up	VAR_CHANCE	5	default
109911085	wh3_dlc23_chd_toz_cap_wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	GEN_TARGET_NONE		default
1099428325	wh2_main_incident_intrigue_hef_negative_3a	VAR_CHANCE	100	default
1099681033	wh2_main_incident_hef_research_rate_up	CND_FIRST_ROUND	5	default
1099909723	wh2_main_incident_hef_public_order_down	VAR_CHANCE	5	default
110083785	wh3_dlc23_chd_incident_the_long_march	VAR_CHANCE	5	default
1101152509	wh3_main_incident_ritual_kho_gg_4	VAR_CHANCE	100	default
1102023387	wh2_main_dilemma_treasure_hunt_graveyard_2_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings	default
1102371730	wh2_main_incident_encounter_at_sea_1_a	GEN_TARGET_MODEL		default
1102574368	wh3_main_incident_kho_the_song_of_blood	CND_CULTURE	wh3_main_kho_khorne	default
110266238	wh2_dlc09_tmb_incident_boiling_point	CND_FIRST_ROUND	20	default
1103023036	wh2_dlc11_incident_neo_encounter_at_sea_3_a_nor	VAR_CHANCE	100	default
110414903	wh2_dlc16_incident_wef_drycha_coeddils_wisdom	CND_FIRST_ROUND	8	default
1104173726	wh3_main_incident_ritual_tze_gg_1	VAR_CHANCE	100	default
1104384890	wh3_main_incident_dae_a_thirst_slaked	CND_FIRST_ROUND	5	default
1105310133	wh_dlc08_incident_nor_phar_away_gold	CND_FIRST_ROUND	20	default
1106471710	wh2_main_incident_encounter_at_sea_3_c	VAR_CHANCE	100	default
110682375	wh2_main_incident_all_growth_up	GEN_TARGET_NONE		default
1108283116	wh3_main_incident_kho_harvest_of_skulls	CND_CULTURE	wh3_main_kho_khorne	default
1108875507	wh3_dlc23_story_panel_narrative_petrification_01	GEN_TARGET_NONE		default
1109233894	wh2_main_incident_all_agent_action_cost_down	CND_NOT_CULTURE	wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_nur_nurgle;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh3_main_ksl_kislev;wh3_main_cth_cathay;wh3_main_ogr_ogre_kingdoms	default
1110432777	wh2_main_incident_hef_replenish_rate_up	CND_ROUNDS_UNTIL_NEXT	20	default
1111616137	wh2_dlc11_cst_harkon_mind_change_prideful	GEN_TARGET_MODEL		default
1111726382	wh_dlc08_incident_nor_dark_winnowing	CND_ROUNDS_UNTIL_NEXT	45	default
1111850209	wh3_dlc23_chd_toz_cap_wh3_dlc23_chd_ritual_unit_cap_bale_taurus	GEN_TARGET_NONE		default
1112362590	wh2_dlc13_wulfhart_reward_A_unit	VAR_CHANCE	100	default
1112529196	wh3_main_story_panel_ursuns_roar_imminent_4	VAR_CHANCE	100	default
1113281569	wh2_dlc10_incident_hef_alarielle_torment_increase	GEN_TARGET_MODEL		default
1113680132	wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	CND_ROUNDS_UNTIL_NEXT	20	default
1113771858	wh3_main_incident_faction_enters_realm_khorne	GEN_TARGET_MODEL		default
1114714675	wh3_main_incident_kho_prodigal_son	CND_NOT_HAS_AGENT	champion	default
1115717981	wh2_dlc11_incident_cst_sea_shanty_gained_3	VAR_CHANCE	100	default
1117208853	wh2_main_incident_def_agent_spy	CND_CULTURE	wh2_main_def_dark_elves	default
1118374945	wh3_main_incident_tzeentch_realm_reward_6	VAR_CHANCE	50	default
1118783662	wh2_dlc13_emp_wulfhart_wanted_level_4	VAR_CHANCE	100	default
1119590335	wh2_dlc09_tmb_incident_undead_pirates	VAR_CHANCE	6	default
1119972562	wh3_main_incident_ritual_dae_ascend_nurgle	VAR_CHANCE	100	default
1120291045	wh_dlc05_incident_wef_vengeance_of_the_asrai	CND_CULTURE	wh_dlc05_wef_wood_elves	default
1120583034	wh2_dlc13_wulfhart_reward_I_unit	VAR_CHANCE	100	default
1121029699	wh2_dlc16_incident_wef_ritual_begun_emerald_pools	VAR_CHANCE	100	default
1121911059	wh3_main_incident_faction_enters_realm_slaanesh	VAR_CHANCE	100	default
1122971039	wh2_main_incident_lzd_morale_down_recruitment_cost_up	GEN_CND_OWNS		default
1123203429	wh3_main_incident_sla_sandman	VAR_CHANCE	15	default
1123355939	wh3_main_incident_dae_the_sweetest_suffering	CND_NOT_HAS_AGENT	engineer	default
1124190380	wh2_dlc10_monster_hunt_9_stage_2	VAR_CHANCE	100	default
1124217216	wh2_dlc13_wulfhart_extra_reinforcement_2	GEN_TARGET_NONE		default
1125210529	wh2_dlc09_incident_tmb_campaign_won	VAR_FOLLOWUP_CHANCE	100	default
1125672935	wh2_main_incident_def_army_morale_up_public_oder_increses	VAR_CHANCE	5	default
1126013386	wh2_dlc09_tmb_incident_memories_of_the_past	VAR_CHANCE	4	default
1126039771	wh3_dlc23_chd_ancestor_relic_of_grungni_reward_b	GEN_TARGET_NONE		default
1127017861	wh2_dlc11_incident_neo_encounter_at_sea_1_b_nor	GEN_TARGET_MODEL		default
1127280555	wh3_main_incident_dae_cry_of_the_raven	GEN_TARGET_FACTION		target_faction_1
1128027021	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_10	VAR_CHANCE	100	default
1128198288	wh2_main_incident_all_melee_defense_up	CND_ROUNDS_UNTIL_NEXT	20	default
1129655732	wh2_dlc16_incident_wef_post_encounter_sporctacus	GEN_TARGET_NONE		default
1132899353	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_2	GEN_TARGET_PARENT		default
1134380356	wh3_main_incident_tze_the_costumier	CND_FIRST_ROUND	10	default
1135335466	wh2_dlc16_skv_throt_flesh_lab_monster_supply_2a	VAR_CHANCE	100	default
1135493028	wh3_main_incident_sla_truth_bomb	GEN_CND_OWNS		default
1136659496	wh2_dlc16_incident_wef_drycha_potion_sacre	GEN_CND_CHARACTER_ID	1786610393	default
1137495429	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_7	GEN_TARGET_PARENT		default
113778874	wh2_main_incident_all_wom_up	GEN_TARGET_NONE		default
1138681799	wh3_dlc23_chd_toz_cap_wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	VAR_CHANCE	100	default
1138757962	wh3_dlc23_chd_ancestor_relic_of_grungni_reward_b	VAR_CHANCE	100	default
1138914727	wh2_dlc10_incident_hef_blood_voyage_ends	VAR_CHANCE	100	default
1139897413	wh2_main_incident_all_agent_action_cost_down	CND_ROUNDS_UNTIL_NEXT	20	default
1140019910	wh_main_incident_grn_waaagh_success_occupy	GEN_TARGET_NONE		default
1140216649	wh3_main_incident_dae_rot_of_splendour	GEN_TARGET_FACTION		target_faction_1
1140930493	wh3_main_incident_kho_tree_of_souls	VAR_CHANCE	100	default
1141739705	wh2_main_incident_intrigue_any_positive_1b	GEN_TARGET_MODEL		default
1142173683	wh3_dlc23_chd_ancestor_relic_of_grungni_reward_a	VAR_CHANCE	100	default
1142806655	wh2_main_incident_def_army_morale_down_recruitment_cost_up	VAR_CHANCE	5	default
1143630766	wh_dlc01_incident_chs_chaos_cult_discovered	CND_CULTURE	wh_main_chs_chaos	default
1144227967	wh2_dlc14_incident_skv_new_contract_mors	VAR_CHANCE	100	default
1144284080	wh2_main_incident_encounter_at_sea_4_a_tmb	GEN_TARGET_MODEL		default
1144551786	wh_main_incident_grn_waaagh_ai_success	VAR_CHANCE	100	default
1146108907	wh2_dlc09_tmb_incident_raining_magma	CND_FIRST_ROUND	15	default
1146538439	wh3_main_incident_horde_reemerges_lzd	VAR_CHANCE	100	default
1146735987	wh3_main_incident_ogr_my_tiny_horse	GEN_CND_OWNS		default
1146910250	wh3_main_incident_kho_the_song_of_blood	GEN_TARGET_NONE		default
1148379778	wh2_dlc13_wulfhart_reward_B_unit	GEN_TARGET_NONE		default
1148672259	wh2_dlc13_emp_wulfhart_wanted_level_4	GEN_TARGET_NONE		default
1148733439	wh3_main_incident_tze_master_of_puppets	GEN_CND_OWNS		default
1149960977	wh2_main_incident_lzd_building_cost_down	CND_FIRST_ROUND	5	default
115027830	wh2_main_incident_intrigue_any_negative_2a	GEN_TARGET_MODEL		default
1150412615	wh2_main_incident_all_character_exp_up	GEN_CND_AGENT		default
1150898493	wh2_main_encounter_at_sea_combat_2	GEN_TARGET_MODEL		default
1151608997	wh3_dlc23_chd_ancestor_relic_of_valaya_reward_a	VAR_FOLLOWUP_CHANCE	100	default
1152439877	wh2_dlc17_incident_bst_ritual_of_ruin_performed	GEN_TARGET_NONE		default
1152494000	wh3_main_incident_tze_time_and_relative_dimensions	CND_ROUNDS_UNTIL_NEXT	25	default
1154012086	wh2_main_incident_skv_campaign_movement_range_increase	CND_ROUNDS_UNTIL_NEXT	30	default
1154098167	wh2_dlc14_incident_def_raiding_season	CND_FIRST_ROUND	10	default
1154159967	wh2_dlc09_tmb_incident_liquid_sand	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings	default
1154465280	wh3_main_incident_sla_sandman	CND_CULTURE	wh3_main_sla_slaanesh	default
1154649442	wh3_main_incident_nur_the_green_moon	CND_FIRST_ROUND	14	default
1154797485	wh3_dlc24_incident_mother_ostankya_hex_1_received	GEN_TARGET_MODEL		default
1155652505	wh2_main_incident_intrigue_hef_negative_1b	GEN_TARGET_MODEL		default
1155786830	wh3_main_incident_kho_setting_an_example	CND_ROUNDS_UNTIL_NEXT	15	default
1156078561	wh3_main_incident_horde_reemerges_bst	VAR_CHANCE	100	default
11565990	wh2_twa03_incident_rakarth_settlement_greenskins_wyvern	GEN_TARGET_MODEL		default
1156928124	wh3_main_incident_dae_the_architect_of_fate	GEN_TARGET_NONE		default
1157195558	wh3_main_incident_ogr_lambing_season	VAR_CHANCE	10	default
1157429242	wh2_dlc16_incident_wef_ritual_begun_laurelorn	GEN_TARGET_MODEL		default
1157849430	wh2_dlc14_incident_skv_new_contract_pestilens	VAR_CHANCE	100	default
1158322353	wh2_dlc09_settra_the_crown_of_nehekhara_stage_3_a	VAR_CHANCE	100	default
1159434889	wh3_dlc23_chd_toz_cap_wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	VAR_CHANCE	100	default
1160341298	wh2_dlc16_wef_sisters_forge_activated	GEN_TARGET_NONE		default
1160691506	wh3_main_incident_ksl_one_of_us	VAR_CHANCE	5	default
116086417	wh_main_incident_emp_the_withering_of_taal	GEN_CND_NOT_HUMAN		default
