bonus_value_id	effect	chaotic_plan_token
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_mors_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_moulder_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_pestilens_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_rictus_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_rival_grey_seer_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_red_skryre_alarm_payoff_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_tactic_reduce_risk_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_tactic_reduce_risk_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_any_tactic_reduce_risk_3
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economic_action_draw_warlock
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economic_action_instant_warpstone_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economic_action_instant_warpstone_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economic_action_instant_warpstone_3
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economy_action_assassin_draw
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_economy_action_select_resource
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_magic_draw_combo_piece
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_assassin
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_assassin_draw
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_chieftain_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_chieftain_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_packmaster_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_packmaster_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_plague_priest_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_plague_priest_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_bounty_warlock_engineer
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_chieftain_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_chieftain_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_eshin_sorcerer
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_packmaster_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_packmaster_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_plague_priest_0
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_plague_priest_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_plague_priest_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_grey_seer_draw_units_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_grey_seer_draw_units_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_grey_seer_draw_units_3
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_grey_seer_draw_units_4
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_grey_seer_draw_units_5
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_military_action_warlock_engineer
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_purple_dwarfs_any_dwarf_brew_use
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_purple_magic_draw_combo_piece_action
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_pay
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_red_any_ogre_kingdoms_hungry_elite_pay
bag_price_mod_mult	wh3_dlc29_chaotic_plans_action_cost	wh3_dlc29_red_any_ogre_kingdoms_hungry_pay
