id	payload	ancillary
1361536277	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might	wh_main_anc_rune_rune_of_might
1366106813	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking	wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking
1371072238	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_grungni	wh_main_anc_rune_master_rune_of_grungni
1387784074	wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh	wh2_dlc09_anc_weapon_inscribed_khopesh
1395840886	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary	wh_main_anc_rune_master_rune_of_sanctuary
1408123650	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_battle	wh_main_anc_rune_master_rune_of_battle
1408496117	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_2	wh2_dlc16_anc_enchanted_item_eagle_quiver_2
1422010897	wh2_dlc16_ritual_wef_forge_eagle_talisman_1	wh2_dlc16_anc_talisman_eagle_mask_1
1427566057	wh2_dlc16_ritual_wef_forge_dragon_weapon_3	wh2_dlc16_anc_weapon_dragon_spear_3
1429210395	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_penetration	wh2_dlc17_anc_rune_engineering_rune_of_penetration
1433756510	wh2_dlc09_ritual_crafting_tmb_armour_shield_of_ptra	wh2_dlc09_anc_armour_armour_shield_of_ptra
1434880300	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	wh2_dlc16_anc_enchanted_item_twilight_standard_4
1442328672	wh2_dlc16_ritual_wef_forge_dreaming_armour_2	wh2_dlc16_anc_armour_dreaming_boots_2
1446010029	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_burning	wh2_dlc17_anc_rune_engineering_rune_of_burning
1448948195	wh2_dlc09_ritual_crafting_tmb_enchanted_item_shroud_of_sokth	wh2_dlc09_anc_enchanted_item_shroud_of_sokth
1454136207	wh2_dlc10_dwf_ritual_enchanted_item_crown_of_courage	wh2_dlc10_dwf_anc_enchanted_item_old_guards_keg
1466271496	wh2_dlc16_ritual_wef_forge_dreaming_weapon_2	wh2_dlc16_anc_weapon_dreaming_bow_2
1480230011	wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	wh2_dlc16_anc_weapon_dreaming_bow_4
1484833845	wh2_dlc16_ritual_wef_forge_dreaming_talisman_2	wh2_dlc16_anc_talisman_dreaming_ring_2
149261391	wh2_dlc16_ritual_wef_forge_dragon_armour_2	wh2_dlc16_anc_armour_dragon_cuirass_2
149398665	wh2_dlc10_dwf_ritual_armour_starmetal_plate	wh2_dlc10_dwf_anc_armour_starmetal_plate
1494154394	wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune	wh_main_anc_rune_strollaz_rune
1495714207	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_foolhardiness	wh_main_anc_enchanted_item_potion_of_foolhardiness
1500364673	wh2_dlc10_dwf_ritual_armour_shield_of_preservation	wh2_dlc10_dwf_anc_armour_ironwardens_shield
1503855823	wh2_dlc16_ritual_wef_forge_dreaming_weapon_1	wh2_dlc16_anc_weapon_dreaming_bow_1
1512158325	wh3_dlc25_college_of_magic_metal_weapon	wh3_dlc25_anc_weapon_transmuted_blade
1525335484	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_courage	wh_main_anc_rune_master_rune_of_courage
1527765531	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness	wh_main_anc_rune_master_rune_of_dismay
1537729172	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking	wh_main_anc_rune_rune_of_striking
1550258924	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_courage	wh_main_anc_rune_master_rune_of_courage
1554862098	wh2_dlc09_ritual_crafting_tmb_talisman_collar_of_shakkara	wh2_dlc09_anc_talisman_collar_of_shakkara
1557207313	wh2_dlc09_ritual_crafting_tmb_armour_armour_of_the_ages	wh2_dlc09_anc_armour_armour_of_the_ages
1561205682	wh3_dlc25_college_of_magic_metal_armour	wh3_dlc25_anc_armour_robes_of_the_supreme_patriarch
1563725362	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_penetration	wh2_dlc17_anc_rune_engineering_rune_of_penetration
1574120566	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_dismay	wh_main_anc_rune_master_rune_of_dismay
158262551	wh2_dlc10_dwf_ritual_armour_helm_of_resistance	wh2_dlc10_dwf_anc_armour_troll_slayers_hide
1598590655	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_3	wh2_dlc16_anc_enchanted_item_dragon_pendant_3
1610048490	wh2_dlc16_ritual_wef_forge_twilight_weapon_3	wh2_dlc16_anc_weapon_twilight_spear_3
1622767576	wh2_dlc16_ritual_wef_forge_twilight_talisman_3	wh2_dlc16_anc_talisman_twilight_horn_3
1632712358	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_speed	wh_main_anc_enchanted_item_potion_of_speed
1657638593	wh2_dlc16_ritual_wef_forge_dragon_talisman_2	wh2_dlc16_anc_talisman_dragon_mask_2
1671549144	wh2_dlc16_ritual_wef_forge_dragon_talisman_4	wh2_dlc16_anc_talisman_dragon_mask_4
1684208463	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_burning	wh2_dlc17_anc_rune_engineering_rune_of_burning
1689355593	wh2_dlc16_ritual_wef_forge_eagle_talisman_4	wh2_dlc16_anc_talisman_eagle_mask_4
1696242971	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism	wh_main_anc_rune_master_rune_of_stoicism
1700466697	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_iron	wh2_dlc17_anc_rune_personal_rune_of_iron
1706456414	wh2_dlc17_bst_ritual_item_rare_1	wh2_dlc17_anc_banner_bst_banner_of_ghorok
1706478767	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	wh2_dlc16_anc_enchanted_item_eagle_quiver_4
1706491815	wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	wh2_dlc16_anc_talisman_dreaming_ring_4
1715477440	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_strength	wh_main_anc_enchanted_item_potion_of_strength
1716649975	wh2_dlc09_ritual_crafting_tmb_talisman_dawnstone	wh2_dlc09_anc_talisman_sun_scarab
1718796071	wh2_dlc10_dwf_ritual_talisman_the_ankor_chain	wh2_dlc10_dwf_anc_talisman_the_ankor_chain
1733926129	wh2_dlc10_dwf_ritual_weapon_hammer_of_might	wh2_dlc10_dwf_anc_weapon_rangers_hammer
1737144776	wh2_dlc09_ritual_crafting_tmb_armour_skull_cap_of_the_moon	wh2_dlc09_anc_armour_armour_skull_cap_of_the_moon
1747989567	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_alaric_the_mad	wh2_dlc17_anc_rune_personal_master_rune_alaric_the_mad
1749262604	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury	wh_main_anc_rune_rune_of_fury
1755336006	wh2_dlc17_bst_ritual_item_uncommon_2	wh2_dlc17_anc_armour_cloak_of_unreality
1755588780	wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph	wh2_dlc09_anc_weapon_fang_of_quaph
1764178213	wh2_dlc09_ritual_crafting_tmb_armour_helmet_of_khsar	wh2_dlc09_anc_armour_armour_helmet_of_khsar
1766086154	wh2_dlc17_dwf_ritual_thorek_artifact_7	wh2_dlc17_anc_rune_personal_ancestor_rune_of_valaya
1769903488	wh2_dlc16_ritual_wef_forge_dragon_armour_4	wh2_dlc16_anc_armour_dragon_cuirass_4
1777223017	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_adamant	wh2_dlc17_anc_rune_personal_master_rune_of_adamant
1784852622	wh2_dlc09_ritual_crafting_tmb_enchanted_item_vambraces_of_the_sun	wh2_dlc09_anc_enchanted_item_vambraces_of_the_sun
1785583223	wh2_dlc16_ritual_wef_forge_eagle_weapon_4	wh2_dlc16_anc_weapon_eagle_bow_4
178795760	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_1	wh2_dlc16_anc_enchanted_item_eagle_quiver_1
1793637653	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_parrying	wh_main_anc_rune_rune_of_parrying
1795467883	wh2_dlc09_ritual_crafting_tmb_enchanted_item_elixir_of_might	wh2_dlc09_anc_enchanted_item_elixir_of_might
180050131	wh2_dlc10_dwf_ritual_armour_heavy_gromril_armour	wh2_dlc10_dwf_anc_armour_veterans_armour
1805323663	wh2_dlc10_dwf_ritual_talisman_talisman_of_luck	wh2_dlc10_dwf_anc_talisman_veterans_flask
1808126697	wh2_dlc10_dwf_ritual_weapon_oathhammer	wh2_dlc10_dwf_anc_weapon_ironwardens_hammer
1821225284	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_luck	wh2_dlc17_anc_rune_personal_rune_of_luck
1822970032	wh2_dlc10_dwf_ritual_weapon_axe_of_fury	wh2_dlc10_dwf_anc_weapon_ironbeards_axe
1825094460	wh2_dlc10_dwf_ritual_weapon_slayers_axe	wh2_dlc10_dwf_anc_weapon_slayers_axe
183370450	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary	wh_main_anc_rune_master_rune_of_sanctuary
1841403044	wh2_dlc16_ritual_wef_forge_twilight_armour_3	wh2_dlc16_anc_armour_twilight_helm_3
1848535046	wh2_dlc10_dwf_ritual_enchanted_item_rangers_brooch	wh2_dlc10_dwf_anc_enchanted_item_rangers_brooch
1851537014	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_luck	wh2_dlc17_anc_rune_personal_rune_of_luck
1860652103	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism	wh_main_anc_rune_master_rune_of_stoicism
1868321816	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fear	wh2_dlc17_anc_rune_personal_rune_of_fear
1884997315	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury	wh_main_anc_rune_rune_of_fury
1885860000	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness	wh_main_anc_rune_master_rune_of_dismay
1910194124	wh2_dlc17_dwf_ritual_wh_main_anc_rune_ancestor_rune	wh_main_anc_rune_ancestor_rune
1921521721	wh2_dlc10_dwf_ritual_enchanted_item_belt_of_fortitude	wh2_dlc10_dwf_anc_enchanted_item_slayers_belt
1927576294	wh3_dlc25_college_of_magic_light_item	wh3_dlc25_anc_enchanted_item_amulet_of_refraction
1927901467	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_disguise	wh2_dlc17_anc_rune_engineering_master_rune_of_disguise
1929887343	wh2_dlc16_ritual_wef_forge_dragon_weapon_4	wh2_dlc16_anc_weapon_dragon_spear_4
1936658884	wh2_dlc16_ritual_wef_forge_dragon_armour_3	wh2_dlc16_anc_armour_dragon_cuirass_3
1940141387	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking	wh_main_anc_rune_rune_of_striking
1950348539	wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune	wh_main_anc_rune_strollaz_rune
1955720006	wh2_dlc10_dwf_ritual_weapon_pickaxe_of_breaking	wh2_dlc10_dwf_anc_weapon_prospectors_pickaxe
1961803087	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fear	wh2_dlc17_anc_rune_personal_rune_of_fear
1962880959	wh2_dlc09_ritual_crafting_tmb_arcane_item_power_scroll	wh_main_anc_arcane_item_power_scroll
196304311	wh2_dlc16_ritual_wef_forge_eagle_talisman_3	wh2_dlc16_anc_talisman_eagle_mask_3
1969620987	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_1	wh2_dlc16_anc_enchanted_item_dragon_pendant_1
1979104933	wh2_dlc16_ritual_wef_forge_twilight_talisman_2	wh2_dlc16_anc_talisman_twilight_horn_2
1982072345	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_shielding	wh2_dlc17_anc_rune_personal_rune_of_shielding
1989313937	wh2_dlc10_dwf_ritual_talisman_forgemasters_ring	wh2_dlc10_dwf_anc_talisman_ironbeards_ring
1990168432	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking	wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking
1990247024	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_iron	wh2_dlc17_anc_rune_personal_rune_of_iron
1995291875	wh2_dlc09_ritual_crafting_tmb_arcane_item_blue_khepra	wh2_dlc09_anc_arcane_item_blue_khepra
1998733081	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary	wh_main_anc_rune_master_rune_of_sanctuary
2011470688	wh2_dlc16_ritual_wef_forge_eagle_armour_1	wh2_dlc16_anc_armour_eagle_vambraces_1
2027700118	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_shielding	wh2_dlc17_anc_rune_personal_rune_of_shielding
204060341	wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru	wh2_dlc09_anc_weapon_double_crescent_of_neru
2044339598	wh2_dlc10_dwf_ritual_enchanted_item_belt_of_survival	wh2_dlc10_dwf_anc_enchanted_item_gate_keepers_belt
2045130710	wh2_dlc10_dwf_ritual_armour_mail_of_concealment	wh2_dlc10_dwf_anc_armour_prospectors_mail
2046934792	wh2_dlc16_ritual_wef_forge_twilight_armour_2	wh2_dlc16_anc_armour_twilight_helm_2
2069859848	wh2_dlc17_bst_ritual_item_unique_2	wh2_dlc17_anc_banner_banner_of_madness
2072470271	wh2_dlc09_ritual_crafting_tmb_talisman_obsidian_lodestone	wh2_dlc09_anc_talisman_obsidian_pendant
2079530509	wh2_dlc16_ritual_wef_forge_dragon_talisman_1	wh2_dlc16_anc_talisman_dragon_mask_1
2086951910	wh2_dlc09_ritual_crafting_tmb_arcane_item_scroll_of_leeching	wh_main_anc_arcane_item_scroll_of_leeching
2109556946	wh2_dlc10_dwf_ritual_weapon_starbreaker	wh2_dlc10_dwf_anc_weapon_starbreaker
21147478	wh2_dlc10_dwf_ritual_armour_alriks_armour	wh2_dlc10_dwf_anc_armour_alriks_armour
2135602763	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_2	wh2_dlc16_anc_enchanted_item_dragon_pendant_2
2139277122	wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance	wh2_dlc09_anc_weapon_crook_and_flail_of_radiance
2144598705	wh2_dlc16_ritual_wef_forge_dragon_weapon_1	wh2_dlc16_anc_weapon_dragon_spear_1
215281139	wh2_dlc10_dwf_ritual_talisman_ring_of_protection	wh2_dlc10_dwf_anc_talisman_slayers_ring
222542691	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stromni_redbeard	wh_main_anc_rune_master_rune_of_stromni_redbeard
239874720	wh2_dlc10_dwf_ritual_armour_helm_of_sanctuary	wh2_dlc10_dwf_anc_armour_gate_keepers_helm
241899804	wh2_dlc16_ritual_wef_forge_eagle_armour_2	wh2_dlc16_anc_armour_eagle_vambraces_2
242933213	wh3_dlc25_college_of_magic_amber_item	wh3_dlc25_anc_armour_cloak_of_anraheir
243376081	wh2_dlc09_ritual_crafting_tmb_armour_armour_of_eternity	wh2_dlc09_anc_armour_armour_of_eternity
253661996	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_battle	wh_main_anc_rune_master_rune_of_battle
254479881	wh2_dlc09_ritual_crafting_tmb_arcane_item_scroll_of_shielding	wh_main_anc_arcane_item_scroll_of_shielding
263155893	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_shielding	wh2_dlc17_anc_rune_personal_rune_of_shielding
270222568	wh2_dlc10_dwf_ritual_enchanted_item_spotters_spyglass	wh2_dlc10_dwf_anc_enchanted_item_prospectors_spyglass
286687684	wh2_dlc16_ritual_wef_forge_twilight_armour_4	wh2_dlc16_anc_armour_twilight_helm_4
287798430	wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities	wh2_dlc09_anc_weapon_destroyer_of_eternities
29320746	wh2_dlc09_ritual_crafting_tmb_enchanted_item_brooch_of_the_great_desert	wh2_dlc09_anc_enchanted_item_brooch_of_the_great_desert
299032456	wh2_dlc10_dwf_ritual_talisman_miners_charm	wh2_dlc10_dwf_anc_talisman_miners_lattern
309674938	wh2_dlc10_dwf_ritual_talisman_ring_of_ancestral_wisdom	wh2_dlc10_dwf_anc_talisman_prospectors_charge
310619524	wh2_dlc09_ritual_crafting_tmb_talisman_amulet_of_pha_stah	wh2_dlc09_anc_talisman_amulet_of_pha_stah
311892339	wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger	wh2_dlc09_anc_weapon_golden_dagger
31370743	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak	wh2_dlc09_anc_weapon_blade_of_antarhak
318225983	wh2_dlc16_ritual_wef_forge_dreaming_armour_3	wh2_dlc16_anc_armour_dreaming_boots_3
318699768	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_parrying	wh_main_anc_rune_rune_of_parrying
325409748	wh2_dlc16_ritual_wef_forge_twilight_weapon_4	wh2_dlc16_anc_weapon_twilight_spear_4
332411822	wh2_dlc09_ritual_crafting_tmb_arcane_item_enkhils_kanopi	wh2_dlc09_anc_arcane_item_enkhils_kanopi
333738755	wh2_dlc16_ritual_wef_forge_dreaming_talisman_1	wh2_dlc16_anc_talisman_dreaming_ring_1
358060524	wh2_dlc09_ritual_crafting_tmb_armour_mortuary_robes	wh2_dlc09_anc_armour_armour_mortuary_robes
368562722	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury	wh_main_anc_rune_rune_of_fury
385713999	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_2	wh2_dlc16_anc_enchanted_item_dreaming_cloak_2
387185986	wh2_dlc17_bst_ritual_item_common_2	wh2_dlc17_anc_talisman_shardstone_amulet
389552155	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism	wh_main_anc_rune_master_rune_of_stoicism
39676561	wh3_dlc25_college_of_magic_bright_item	wh3_dlc25_anc_weapon_torched_staff_of_wrath
424046326	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_1	wh2_dlc16_anc_enchanted_item_dreaming_cloak_1
430975716	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_3	wh2_dlc16_anc_enchanted_item_dreaming_cloak_3
431206823	wh2_dlc10_dwf_ritual_talisman_amulet_of_stone	wh2_dlc10_dwf_anc_talisman_dragon_slayers_fang
433599621	wh3_main_anc_banner_tmb_khsar_fury	wh3_main_anc_banner_tmb_khsar_fury
438447777	wh2_dlc16_ritual_wef_forge_eagle_weapon_2	wh2_dlc16_anc_weapon_eagle_bow_2
451034263	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_cleaving	wh2_dlc17_anc_rune_personal_rune_of_cleaving
467967698	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_immolation	wh2_dlc17_anc_rune_engineering_master_rune_of_immolation
472314835	wh2_dlc17_dwf_ritual_wh_main_anc_rune_ancestor_rune	wh_main_anc_rune_ancestor_rune
474750875	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_snorri_spangelhelm	wh2_dlc17_anc_rune_personal_master_rune_of_snorri_spangelhelm
476311734	wh2_dlc16_ritual_wef_forge_dragon_weapon_2	wh2_dlc16_anc_weapon_dragon_spear_2
476408479	wh2_dlc09_ritual_crafting_tmb_talisman_golden_eye_of_rah_nutt	wh2_dlc09_anc_talisman_golden_eye_of_rah_nutt
48206538	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_dismay	wh_main_anc_rune_master_rune_of_dismay
490193707	wh2_dlc16_ritual_wef_forge_dreaming_talisman_3	wh2_dlc16_anc_talisman_dreaming_ring_3
491900577	wh2_dlc17_bst_ritual_item_uncommon_3	wh2_dlc17_anc_banner_banner_of_unholy_exultation
525987795	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_impact	wh2_dlc17_anc_rune_personal_rune_of_impact
53295528	wh2_dlc17_bst_ritual_item_uncommon_1	wh2_dlc17_anc_armour_mutated_ghorgon_hide
537270632	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might	wh_main_anc_rune_rune_of_might
545006815	wh2_dlc10_dwf_ritual_talisman_ring_of_grimnir	wh2_dlc10_dwf_anc_talisman_ring_of_grimnir
556289082	wh2_dlc17_bst_ritual_item_common_1	wh2_dlc17_anc_weapon_fell_axe_of_the_drakwald
566188814	wh2_dlc16_ritual_wef_forge_dreaming_weapon_3	wh2_dlc16_anc_weapon_dreaming_bow_3
573565436	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_impact	wh2_dlc17_anc_rune_personal_rune_of_impact
573761532	wh2_dlc10_dwf_ritual_armour_chainmail_of_speed	wh2_dlc10_dwf_anc_armour_slayers_gauntlets
596878258	wh2_dlc10_dwf_ritual_weapon_black_axe_of_cleaving	wh2_dlc10_dwf_anc_weapon_miners_pickaxe
598323810	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_cleaving	wh2_dlc17_anc_rune_personal_rune_of_cleaving
599025308	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep	wh2_dlc09_anc_weapon_blade_of_setep
60106978	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_1	wh2_dlc16_anc_enchanted_item_twilight_standard_1
60119928	wh2_dlc09_ritual_crafting_tmb_enchanted_item_icon_of_rulership	wh2_dlc09_anc_enchanted_item_icon_of_rulership
