ability_group	unit
wh3_main_lore_daemon_prince	wh3_main_dae_cha_daemon_prince_0
wh3_main_lore_daemon_prince	wh3_main_dae_cha_daemon_prince_khorne
wh3_main_lore_daemon_prince	wh3_main_dae_cha_daemon_prince_nurgle
wh3_main_lore_daemon_prince	wh3_main_dae_cha_daemon_prince_slaanesh
wh3_main_lore_daemon_prince	wh3_main_dae_cha_daemon_prince_tzeentch
wh3_main_lore_daemon_prince	wh3_survival_kho_cha_daemon_prince_of_khorne
wh3_main_lore_daemon_prince	wh3_survival_nur_cha_daemon_prince_of_nurgle
wh3_main_lore_daemon_prince	wh3_survival_sla_cha_daemon_prince_of_slaanesh
wh3_main_lore_daemon_prince	wh3_survival_tze_cha_daemon_prince_of_tzeentch
wh3_main_lore_iron_dragon	wh3_main_cth_cha_iron_dragon_0
wh3_main_lore_iron_dragon	wh3_main_cth_cha_iron_dragon_1
wh3_main_lore_kairos_custom	wh3_main_tze_cha_kairos_fateweaver_custom_battle_0
wh3_main_lore_kairos	wh3_main_tze_cha_kairos_fateweaver_0
wh3_main_lore_nurgle	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur
wh3_main_lore_nurgle	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed
wh3_main_lore_nurgle	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine
wh3_main_lore_nurgle	wh3_dlc20_nur_cha_festus
wh3_main_lore_nurgle	wh3_main_dae_cha_daemon_prince_nurgle_MP
wh3_main_lore_nurgle	wh3_main_ie_nor_cha_exalted_great_unclean_one_burplesmirk_spewpit
wh3_main_lore_nurgle	wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0
wh3_main_lore_nurgle	wh3_main_nur_cha_herald_of_nurgle_nurgle_0
wh3_main_lore_nurgle	wh3_main_nur_cha_herald_of_nurgle_nurgle_1
wh3_main_lore_nurgle	wh3_main_nur_cha_herald_of_nurgle_nurgle_2
wh3_main_lore_nurgle	wh3_main_nur_cha_ku_gath_plaguefather_0
wh3_main_lore_nurgle	wh3_main_nur_cha_plagueridden_nurgle_0
wh3_main_lore_nurgle	wh3_main_nur_cha_plagueridden_nurgle_1
wh3_main_lore_nurgle	wh3_main_nur_cha_plagueridden_nurgle_2
wh3_main_lore_of_great_maw	wh3_main_ogr_cha_butcher_great_maw_0
wh3_main_lore_of_great_maw	wh3_main_ogr_cha_skrag_the_slaughterer_0
wh3_main_lore_of_great_maw	wh3_main_ogr_cha_slaughtermaster_great_maw_0
wh3_main_lore_of_ice	wh3_main_ksl_cha_frost_maiden_ice_0
wh3_main_lore_of_ice	wh3_main_ksl_cha_frost_maiden_ice_1
wh3_main_lore_of_ice	wh3_main_ksl_cha_frost_maiden_ice_2
wh3_main_lore_of_ice	wh3_main_ksl_cha_ice_witch_ice_0
wh3_main_lore_of_ice	wh3_main_ksl_cha_ice_witch_ice_1
wh3_main_lore_of_ice	wh3_main_ksl_cha_ice_witch_ice_2
wh3_main_lore_of_ice	wh3_main_ksl_cha_katarin_0
wh3_main_lore_of_ice	wh3_main_ksl_cha_katarin_1
wh3_main_lore_of_ice	wh3_main_ksl_cha_katarin_2
wh3_main_lore_of_ice	wh3_main_pro_ksl_cha_frost_maiden_ice_0
wh3_main_lore_of_ice	wh3_main_pro_ksl_cha_frost_maiden_ice_1
wh3_main_lore_of_ice	wh3_main_pro_ksl_cha_frost_maiden_ice_2
wh3_main_lore_of_tempest	wh3_main_ksl_cha_frost_maiden_tempest_0
wh3_main_lore_of_tempest	wh3_main_ksl_cha_frost_maiden_tempest_1
wh3_main_lore_of_tempest	wh3_main_ksl_cha_frost_maiden_tempest_2
wh3_main_lore_of_tempest	wh3_main_ksl_cha_ice_witch_tempest_0
wh3_main_lore_of_tempest	wh3_main_ksl_cha_ice_witch_tempest_1
wh3_main_lore_of_tempest	wh3_main_ksl_cha_ice_witch_tempest_2
wh3_main_lore_of_yang	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_0
wh3_main_lore_of_yang	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_1
wh3_main_lore_of_yang	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_2
wh3_main_lore_of_yin	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_0
wh3_main_lore_of_yin	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_1
wh3_main_lore_of_yin	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_2
wh3_main_lore_slaanesh	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla
wh3_main_lore_slaanesh	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed
wh3_main_lore_slaanesh	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine
wh3_main_lore_slaanesh	wh3_dlc20_sla_cha_azazel
wh3_main_lore_slaanesh	wh3_main_dae_cha_daemon_prince_slaanesh_MP
wh3_main_lore_slaanesh	wh3_main_sla_cha_alluress_slaanesh_0
wh3_main_lore_slaanesh	wh3_main_sla_cha_alluress_slaanesh_1
wh3_main_lore_slaanesh	wh3_main_sla_cha_alluress_slaanesh_2
wh3_main_lore_slaanesh	wh3_main_sla_cha_alluress_slaanesh_3
wh3_main_lore_slaanesh	wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0
wh3_main_lore_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0
wh3_main_lore_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_1
wh3_main_lore_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2
wh3_main_lore_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3
wh3_main_lore_slaanesh	wh3_main_sla_cha_nkari_0
wh3_main_lore_slaanesh	wh_dlc08_nor_cha_kihar_0
wh3_main_lore_storm_dragon	wh3_main_cth_cha_storm_dragon_0
wh3_main_lore_storm_dragon	wh3_main_cth_cha_storm_dragon_1
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc
wh3_main_lore_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine
wh3_main_lore_tzeentch	wh3_dlc20_tze_cha_vilitch
wh3_main_lore_tzeentch	wh3_main_dae_cha_daemon_prince_tzeentch_MP
wh3_main_lore_tzeentch	wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_0
wh3_main_lore_tzeentch	wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_1
wh3_main_lore_tzeentch	wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_2
wh3_main_lore_tzeentch	wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0
wh3_main_lore_tzeentch	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0
wh3_main_lore_tzeentch	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1
wh3_main_lore_tzeentch	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2
wh3_main_lore_tzeentch	wh3_main_tze_cha_iridescent_horror_tzeentch_0
wh3_main_lore_tzeentch	wh3_main_tze_cha_iridescent_horror_tzeentch_1
wh3_main_lore_tzeentch	wh3_main_tze_cha_iridescent_horror_tzeentch_2
wh3_main_lore_tzeentch	wh3_pro10_mom_qb_cha_daemon_prince
wh3_main_lore_tzeentch	wh_dlc08_nor_cha_arzik_0
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_sorceress_beasts_0
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_sorceress_beasts_1
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_sorceress_beasts_2
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_sorceress_beasts_3
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
wh_dlc03_lore_beasts	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
wh_dlc03_lore_beasts	wh2_dlc12_lzd_cha_skink_priest_beasts_4
wh_dlc03_lore_beasts	wh2_dlc12_lzd_cha_tehenhauin_0
wh_dlc03_lore_beasts	wh2_dlc12_lzd_cha_tehenhauin_1
wh_dlc03_lore_beasts	wh2_dlc12_lzd_cha_tehenhauin_2
wh_dlc03_lore_beasts	wh2_dlc12_lzd_cha_tehenhauin_3
wh_dlc03_lore_beasts	wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0
wh_dlc03_lore_beasts	wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0
wh_dlc03_lore_beasts	wh2_dlc17_bst_cha_bray_shaman_beasts_2
wh_dlc03_lore_beasts	wh2_main_lzd_cha_skink_priest_beasts_0
wh_dlc03_lore_beasts	wh2_main_lzd_cha_skink_priest_beasts_1
wh_dlc03_lore_beasts	wh2_main_lzd_cha_skink_priest_beasts_2
wh_dlc03_lore_beasts	wh2_main_lzd_cha_skink_priest_beasts_3
wh_dlc03_lore_beasts	wh2_twa04_bst_cha_great_bray_shaman_beasts_0
wh_dlc03_lore_beasts	wh2_twa04_bst_cha_great_bray_shaman_beasts_1
wh_dlc03_lore_beasts	wh2_twa04_bst_cha_great_bray_shaman_beasts_2
wh_dlc03_lore_beasts	wh3_main_ogr_cha_butcher_beasts_0
wh_dlc03_lore_beasts	wh3_main_ogr_cha_slaughtermaster_beasts_0
wh_dlc03_lore_beasts	wh_dlc03_bst_cha_bray_shaman_beasts_0
wh_dlc03_lore_beasts	wh_dlc03_bst_cha_bray_shaman_beasts_1
wh_dlc03_lore_beasts	wh_dlc03_emp_cha_wizard_beasts_0
wh_dlc03_lore_beasts	wh_dlc03_emp_cha_wizard_beasts_1
wh_dlc03_lore_beasts	wh_dlc03_emp_cha_wizard_beasts_2
wh_dlc03_lore_beasts	wh_dlc03_emp_cha_wizard_beasts_3
wh_dlc03_lore_beasts	wh_dlc03_emp_cha_wizard_beasts_4
wh_dlc03_lore_beasts	wh_dlc05_wef_cha_durthu_0
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_damsel_beasts_0
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_damsel_beasts_1
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_damsel_beasts_2
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_damsel_beasts_3
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_prophetess_beasts_0
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_prophetess_beasts_1
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_prophetess_beasts_2
wh_dlc03_lore_beasts	wh_dlc07_brt_cha_prophetess_beasts_3
wh_dlc03_lore_wild	wh2_dlc17_bst_cha_bray_shaman_wild_2
wh_dlc03_lore_wild	wh2_twa04_bst_cha_great_bray_shaman_wild_0
wh_dlc03_lore_wild	wh2_twa04_bst_cha_great_bray_shaman_wild_1
wh_dlc03_lore_wild	wh2_twa04_bst_cha_great_bray_shaman_wild_2
wh_dlc03_lore_wild	wh_dlc03_bst_cha_bray_shaman_wild_0
wh_dlc03_lore_wild	wh_dlc03_bst_cha_bray_shaman_wild_1
wh_dlc04_lore_helman_ghorst	wh_dlc04_vmp_cha_helman_ghorst_0
wh_dlc04_lore_helman_ghorst	wh_dlc04_vmp_cha_helman_ghorst_1
wh_dlc04_lore_strigoi	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0
wh_dlc04_lore_strigoi	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1
wh_dlc04_lore_strigoi	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_dlc04_lore_strigoi	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_dlc05_lore_branchwraith	wh_dlc05_wef_cha_branchwraith_0
wh_dlc05_lore_life	wh2_dlc13_lzd_cha_slann_mage_priest_life_0
wh_dlc05_lore_life	wh2_dlc15_hef_cha_archmage_life_0
wh_dlc05_lore_life	wh2_dlc15_hef_cha_archmage_life_1
wh_dlc05_lore_life	wh2_dlc15_hef_cha_archmage_life_2
wh_dlc05_lore_life	wh2_dlc15_hef_cha_archmage_life_3
wh_dlc05_lore_life	wh2_dlc15_hef_cha_archmage_life_4
wh_dlc05_lore_life	wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0
wh_dlc05_lore_life	wh2_dlc16_wef_cha_malicious_branchwraith_life_0
wh_dlc05_lore_life	wh2_dlc16_wef_cha_spellweaver_life_0
wh_dlc05_lore_life	wh2_dlc16_wef_cha_spellweaver_life_1
wh_dlc05_lore_life	wh2_dlc16_wef_cha_spellweaver_life_2
wh_dlc05_lore_life	wh2_dlc16_wef_cha_spellweaver_life_3
wh_dlc05_lore_life	wh2_main_hef_cha_mage_life_0
wh_dlc05_lore_life	wh2_main_hef_cha_mage_life_1
wh_dlc05_lore_life	wh2_main_hef_cha_mage_life_4
wh_dlc05_lore_life	wh_dlc05_emp_cha_wizard_life_0
wh_dlc05_lore_life	wh_dlc05_emp_cha_wizard_life_1
wh_dlc05_lore_life	wh_dlc05_emp_cha_wizard_life_2
wh_dlc05_lore_life	wh_dlc05_emp_cha_wizard_life_3
wh_dlc05_lore_life	wh_dlc05_wef_cha_ancient_treeman_0
wh_dlc05_lore_life	wh_dlc05_wef_cha_spellsinger_life_0
wh_dlc05_lore_life	wh_dlc05_wef_cha_spellsinger_life_1
wh_dlc05_lore_life	wh_dlc05_wef_cha_spellsinger_life_2
wh_dlc05_lore_life	wh_dlc05_wef_cha_spellsinger_life_3
wh_dlc05_lore_life	wh_dlc07_brt_cha_damsel_life_0
wh_dlc05_lore_life	wh_dlc07_brt_cha_damsel_life_1
wh_dlc05_lore_life	wh_dlc07_brt_cha_damsel_life_2
wh_dlc05_lore_life	wh_dlc07_brt_cha_damsel_life_3
wh_dlc05_lore_life	wh_dlc07_brt_cha_fay_enchantress_0
wh_dlc05_lore_life	wh_dlc07_brt_cha_fay_enchantress_1
wh_dlc05_lore_life	wh_dlc07_brt_cha_prophetess_0
wh_dlc05_lore_life	wh_dlc07_brt_cha_prophetess_1
wh_dlc05_lore_life	wh_dlc07_brt_cha_prophetess_2
wh_dlc05_lore_life	wh_dlc07_brt_cha_prophetess_3
wh_dlc05_lore_shadows	wh2_dlc09_tmb_cha_liche_priest_shadow_0
