variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
wh2_dlc09_tmb_ch_tomb_king_campaign_05		tmb_ch_tomb_king_campaign_05		1.0000	1.2000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince		tmb_ch_tomb_prince		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_campaign_01		tmb_ch_tomb_prince_campaign_01		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_campaign_02		tmb_ch_tomb_prince_campaign_02		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_campaign_03		tmb_ch_tomb_prince_campaign_03		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_campaign_04		tmb_ch_tomb_prince_campaign_04		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_campaign_05		tmb_ch_tomb_prince_campaign_05		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_ch_tomb_prince_chariot		tmb_ch_tomb_prince_chariot		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_general_chariot_campaign	art\campaign\chariots\cam_tmch1\tmb_tomb_chariot\tech	campaign_tmb_general_chariot		1.0000	0.9000	0.0500	
wh2_dlc09_tmb_hierotitan		tmb_hierotitan		1.0000	1.0000	0.0000	
wh2_dlc09_tmb_khemrian_warsphinx	VariantMeshes\wh_variantmodels\bc1\tmb\tmb_warsphinx\tech	tmb_khemrian_warsphinx		1.0000	1.0000	0.0500	
wh2_dlc09_tmb_liche_priest		tmb_liche_priest		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_campaign_01		tmb_liche_priest_campaign_01		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_campaign_02		tmb_liche_priest_campaign_02		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_campaign_03		tmb_liche_priest_campaign_03		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_campaign_04		tmb_liche_priest_campaign_04		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_campaign_05		tmb_liche_priest_campaign_05		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_liche_priest_casket		tmb_liche_priest		1.0000	0.9000	0.0500	
wh2_dlc09_tmb_necro_serpent	VariantMeshes/wh_variantmodels/sn1/tmb/tmb_necroserpents/body/tech	tmb_necro_serpent	sn1\tmb\tmb_necroserpents\imposter\tmb_necroserpent_imposter	1.0000	1.1000	0.0000	
wh2_dlc09_tmb_necro_serpent_khalida	VariantMeshes/wh_variantmodels/sn1/tmb/tmb_necroserpents/body/tech	tmb_necro_serpent	sn1\tmb\tmb_necroserpents\imposter\tmb_necroserpent_imposter	1.0000	1.0000	0.0000	
wh2_dlc09_tmb_necro_serpent_ror		tmb_necro_serpent_ror	sn1\tmb\tmb_necroserpents\imposter\tmb_necroserpent_imposter	1.0000	1.1000	0.0000	
wh2_dlc09_tmb_necrosphinx		tmb_necrosphinx		1.0000	1.0000	0.0000	
wh2_dlc09_tmb_necrosphinx_ror		tmb_necrosphinx_ror		1.0000	1.0000	0.0000	
wh2_dlc09_tmb_necrotect		tmb_necrotect		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_necrotect_campaign_01		tmb_necrotect_campaign_01		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_necrotect_campaign_02		tmb_necrotect_campaign_02		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_necrotect_campaign_03		tmb_necrotect_campaign_03		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_necrotect_campaign_04		tmb_necrotect_campaign_04		1.0000	1.1000	0.0500	
wh2_dlc09_tmb_scorpion		tmb_scorpion		1.0000	1.0000	0.0000	
wh2_dlc09_tmb_sepulchral_stalkers_halberd		tmb_sepulchral_stalkers_halberd	sn1\tmb\tmb_sepulchral_stalkers\tmb_sepulchral_stalkers_halberd_imposter	1.0000	1.1000	0.0500	
wh2_dlc09_tmb_sepulchral_stalkers_halberd_ror		tmb_sepulchral_stalkers_halberd_ror	sn1\tmb\tmb_sepulchral_stalkers\tmb_sepulchral_stalkers_halberd_imposter	1.0000	1.1000	0.0500	
wh2_dlc09_tmb_settra_chariot_campaign	art\campaign\chariots\cam_tmch1\tmb_tomb_chariot\tech	campaign_tmb_settra_chariot		1.0000	0.9000	0.0500	
wh2_dlc09_tmb_skeletal_steed		tmb_skeletal_steed	hr1/tmb/tmb_skeleton_steed/tmb_skeleton_steed_imposter	1.0000	1.0000	0.0500	
wh2_dlc09_tmb_skeletal_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	tmb_skeletal_steed	hr1/tmb/tmb_skeleton_steed/tmb_skeleton_steed_imposter	1.0000	1.0000	0.0000	
wh2_dlc09_tmb_skeletal_steed_chariot		tmb_skeletal_steed_chariot	hr1/tmb/tmb_skeleton_steed/tmb_skeleton_steed_imposter	1.0000	1.0000	0.0500	
wh2_dlc09_tmb_skeletal_steed_hero		tmb_skeletal_steed_hero		1.0000	1.0000	0.0500	
wh2_dlc09_tmb_skeletal_steed_phakth_ror		tmb_skeletal_steed_phakth_ror	hr1/tmb/tmb_skeleton_steed/tmb_skeleton_steed_imposter	1.0000	1.0000	0.0500	
wh2_dlc09_tmb_skeleton_armoured_spear_scorpion_shield_ror		tmb_skeleton_armoured_spear_scorpion_shield_ror	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_spear_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_armoured_sword_bow_ror		tmb_skeleton_armoured_sword_bow_ror	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_armoured_sword_dual		tmb_skeleton_armoured_sword_dual	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_sword_dual_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_armoured_sword_dual_ror		tmb_skeleton_armoured_sword_dual_ror	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_usirian_sword_dual_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_armoured_sword_shield		tmb_skeleton_armoured_sword_shield	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_sword_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_armoured_sword_shield_ror		tmb_skeleton_armoured_sword_shield_ror	hu1\tmb\tmb_skeleton_warriors_armored\imposter\tmb_skeleton_armoured_sword_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_charioteer_whip		tmb_skeleton_charioteer_whip		1.0000	1.0000	0.0500	
wh2_dlc09_tmb_skeleton_halberd		tmb_skeleton_halberd	hu1\tmb\tmb_skeleton_warriors\imposter\tmb_skeleton_halberd_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_spear_shield		tmb_skeleton_spear_shield	hu1\tmb\tmb_skeleton_warriors\imposter\tmb_skeleton_spear_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_sword		tmb_skeleton_sword	hu1\tmb\tmb_skeleton_warriors\imposter\tmb_skeleton_sword_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_sword_bow		tmb_skeleton_sword_bow	hu1\tmb\tmb_skeleton_warriors\imposter\tmb_skeleton_warriors_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_skeleton_sword_shield		tmb_skeleton_sword_shield	hu1\tmb\tmb_skeleton_warriors\imposter\tmb_skeleton_sword_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_bow		tmb_tomb_guard_bow	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_bow_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_dual_swords_ror		tmb_tomb_guard_dual_swords_ror	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_dual_swords_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_halberd		tmb_tomb_guard_halberd	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_halberd_imposter	1.0000	1.0000	0.0000	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_halberd_shield		tmb_tomb_guard_halberd_shield	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_halberd_shield_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_spear_shield		tmb_tomb_guard_spear_shield	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_spear_shield_imposter	1.0000	1.0000	0.0000	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_spear_shield_ror		tmb_tomb_guard_spear_shield_ror	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_spear_shield_imposter	1.0000	1.0000	0.0000	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_tomb_guard_sword_shield		tmb_tomb_guard	hu1/tmb/tmb_tomb_guard/imposter/tmb_tomb_guard_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc09_tmb_ushabti		tmb_ushabti	hu6e/tmb/tmb_ushabti/imposter/tmb_ushabti_imposter	1.0000	1.0000	0.0000	
wh2_dlc09_tmb_ushabti_great_bow		tmb_ushabti_great_bow	hu6e/tmb/tmb_ushabti/imposter/tmb_ushabti_great_bow_imposter	1.0000	1.0000	0.0000	
wh2_dlc09_tmb_ushabti_great_bow_ror		tmb_ushabti_great_bow_ror	hu6e/tmb/tmb_ushabti/imposter/tmb_ushabti_great_bow_imposter	1.0000	1.0000	0.0000	
wh2_dlc10_def_cold_one_armoured_ror		def_armoured_cold_one_ror	rp3\def\def_cold_one\imposter\def_armoured_cold_one_imposter	1.0000	1.0000	0.0000	
wh2_dlc10_def_cold_one_knights_rider_1_ror		def_knights_ror		1.0000	1.0000	0.0500	
wh2_dlc10_def_core_troop_spear_ror		def_core_troop_spear_ror	hu1d\def\def_warriors\imposter\def_core_troop_spear_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_def_crone_hellebron		def_crone		1.0000	1.2000	0.0500	
wh2_dlc10_def_dark_rider_crossbow_ror		def_dark_rider_crossbow_ror	hu1d\def\def_dark_riders\imposter\def_dark_rider_crossbow_imposter	1.0000	1.0000	0.0500	
wh2_dlc10_def_darkshards_shields_ror		def_darkshards_shields_ror	hu1d\def\def_warriors\imposter\def_darkshards_boltfiends_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_def_doomfire_warlock		def_doomfire_warlock		1.0000	1.0000	0.0500	
wh2_dlc10_def_doomfire_warlock_ror		def_doomfire_warlock_ror		1.0000	1.0000	0.0500	
wh2_dlc10_def_har_ganeth_executioners_ror		def_har_ganeth_executioners_ror	hu1d\def\def_executioners\imposter\def_har_ganeth_executioners_blood_queen_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_def_manticore	VariantMeshes\_VariantModels\bigcat03\chaos_undivided\saddles\tech	def_manticore		1.0000	1.0000	0.0000	
wh2_dlc10_def_manticore_feral		def_manticore_feral		1.0000	1.0000	0.0000	
wh2_dlc10_def_mon_kharibdyss		def_kharibdyss		1.0000	1.2000	0.0000	
wh2_dlc10_def_mon_war_hydra_boss		def_war_hydra		1.0000	1.9000	0.0000	
wh2_dlc10_def_mon_war_hydra_ror		def_war_hydra_ror		1.0000	1.2000	0.0000	
wh2_dlc10_def_sisters_of_slaughter		def_sisters_of_slaughter	hu1b/def/def_sisters_of_slaughter/imposter/def_sisters_of_slaughter_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_def_supreme_sorceress		def_supreme_sorceress		1.0000	1.1500	0.0500	
wh2_dlc10_def_supreme_sorceress_campaign_01		def_supreme_sorceress_campaign_01		1.0000	1.1500	0.0500	
wh2_dlc10_def_supreme_sorceress_campaign_02		def_supreme_sorceress_campaign_02		1.0000	1.1500	0.0500	
wh2_dlc10_def_supreme_sorceress_campaign_03		def_supreme_sorceress_campaign_03		1.0000	1.1500	0.0500	
wh2_dlc10_def_supreme_sorceress_campaign_04		def_supreme_sorceress_campaign_04		1.0000	1.1500	0.0500	
wh2_dlc10_def_supreme_sorceress_campaign_05		def_supreme_sorceress_campaign_05		1.0000	1.1500	0.0500	
wh2_dlc10_def_witch_elf_ror		def_witch_elf_ror	hu1b\def\def_witch_elves\imposter\def_witch_elf_singing_doom_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_dwf_giant_slayers		dwf_giant_slayers	hu3/dwf/dwf_slayers/low_poly/dwf_slayers_lowlod	1.0000	1.0500	0.0500	hu3/dwf/dwf_warriors/low_poly/super_imposter
wh2_dlc10_hef_alarielle		hef_alarielle		1.0000	1.2000	0.0000	
wh2_dlc10_hef_alarielle_campaign		hef_alarielle_campaign		1.0000	1.2000	0.0000	
wh2_dlc10_hef_alith_anar		hef_alith_anar		1.0000	1.2000	0.0000	
wh2_dlc10_hef_dragon_princes_ror		hef_dragon_prince_ror		1.0000	1.0000	0.0500	
wh2_dlc10_hef_dragon_steed_ror		hef_dragon_steed_ror		1.0000	1.0000	0.0500	
wh2_dlc10_hef_dryad		hef_dryad	hu20\hef\hef_dryad\imposter\hef_dryads_imposter	1.0000	1.1000	0.2000	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_hand_of_the_shadow_crown		hef_hand_of_the_shadow_crown		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden		hef_handmaiden		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden_campaign_01		hef_handmaiden_campaign_01		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden_campaign_02		hef_handmaiden_campaign_02		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden_campaign_03		hef_handmaiden_campaign_03		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden_campaign_04		hef_handmaiden_campaign_04		1.0000	1.1500	0.0500	
wh2_dlc10_hef_handmaiden_campaign_05		hef_handmaiden_campaign_05		1.0000	1.1500	0.0500	
wh2_dlc10_hef_mon_phoenix_flamespyre_boss		hef_phoenix_flamespyre		1.0000	1.8000	0.0000	
wh2_dlc10_hef_phoenix_guard_ror		hef_phoenix_guard_ror	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_flame_imposter	1.0000	1.0000	0.0500	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_flame_super_imposter
wh2_dlc10_hef_reaver_bow_ror		hef_reaver_bow_ror	hu1d\hef\hef_ellyrian_reavers\imposter\hef_ellyrian_reavers_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_sea_guard_shields_ror		hef_sea_guard_shields_ror	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_shields_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_shadow_walker		hef_shadow_walker	hu1d\hef\hef_shadow_warrior\imposter\hef_shadow_warrior_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_shadow_warrior		hef_shadow_warrior	hu1d\hef\hef_shadow_warrior\imposter\hef_shadow_warrior_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_shadow_warrior_ror		hef_shadow_warrior_ror	hu1d\hef\hef_shadow_warrior\imposter\hef_shadow_warrior_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_sisters_of_avelorn		hef_sisters_of_avelorn	hu1b\hef\hef_sisters_of_avelorn\imposter\hef_sisters_of_avelorn_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_sisters_of_avelorn_ror		hef_sisters_of_avelorn_ror	hu1b\hef\hef_sisters_of_avelorn\imposter\hef_sisters_of_avelorn_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_spearmen_ror		hef_spearmen_ror	hu1d\hef\hef_spearmen\imposter\hef_spearmen_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_steed_ror		hef_steed_ror	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1.0000	1.0000	0.0500	
wh2_dlc10_hef_treekin		hef_treekin	hc02\hef\hef_treekin\imposter\hef_treekin_imposter	1.0000	1.0000	0.0500	
wh2_dlc10_hef_treeman		hef_treeman		1.0000	1.0000	0.0000	
wh2_dlc10_hef_white_lions_of_chrace_ror		hef_white_lions_of_chrace_ror	hu1d\hef\hef_white_lions\imposter\hef_white_lions_of_chrace_silverpelts_imposter	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
wh2_dlc10_lzd_mon_carnosaur_boss		lzd_carnosaur_feral		1.0000	2.4000	0.0000	
wh2_dlc10_skv_mon_hell_pit_abomination_boss		skv_hell_pit_abomination	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1.0000	1.6000	0.0000	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_dlc11_campaign_cst_ship_agent		campaign_cst_ship_agent		1.0000	0.7500	0.0000	
wh2_dlc11_campaign_cst_ship_aranessa_01		campaign_cst_ship_aranessa_saltspite_01		1.0000	0.8500	0.0000	
wh2_dlc11_campaign_cst_ship_aranessa_02		campaign_cst_ship_aranessa_saltspite_02		1.0000	0.8500	0.0000	
wh2_dlc11_campaign_cst_ship_aranessa_03		campaign_cst_ship_aranessa_saltspite_03		1.0000	0.8500	0.0000	
wh2_dlc11_campaign_cst_ship_aranessa_04		campaign_cst_ship_aranessa_saltspite_04		1.0000	0.8500	0.0000	
wh2_dlc11_campaign_cst_ship_cylostra_01		campaign_cst_ship_cylostra_01		1.0000	0.6000	0.0000	
wh2_dlc11_campaign_cst_ship_cylostra_02		campaign_cst_ship_cylostra_02		1.0000	0.6000	0.0000	
wh2_dlc11_campaign_cst_ship_cylostra_03		campaign_cst_ship_cylostra_03		1.0000	0.6000	0.0000	
wh2_dlc11_campaign_cst_ship_cylostra_04		campaign_cst_ship_cylostra_04		1.0000	0.6000	0.0000	
wh2_dlc11_campaign_cst_ship_ghost		campaign_cst_ship_ghost		1.0000	0.7500	0.0000	
wh2_dlc11_campaign_cst_ship_harkon_01		campaign_cst_ship_luthor_harkon_01		1.0000	0.6500	0.0000	
wh2_dlc11_campaign_cst_ship_harkon_02		campaign_cst_ship_luthor_harkon_02		1.0000	0.6500	0.0000	
wh2_dlc11_campaign_cst_ship_harkon_03		campaign_cst_ship_luthor_harkon_03		1.0000	0.6500	0.0000	
wh2_dlc11_campaign_cst_ship_harkon_04		campaign_cst_ship_luthor_harkon_04		1.0000	0.6500	0.0000	
wh2_dlc11_campaign_cst_ship_noctilus_01		campaign_cst_ship_noctilus_01		1.0000	0.7000	0.0000	
wh2_dlc11_campaign_cst_ship_noctilus_02		campaign_cst_ship_noctilus_02		1.0000	0.7000	0.0000	
wh2_dlc11_campaign_cst_ship_noctilus_03		campaign_cst_ship_noctilus_03		1.0000	0.7000	0.0000	
wh2_dlc11_campaign_cst_ship_noctilus_04		campaign_cst_ship_noctilus_04		1.0000	0.7000	0.0000	
wh2_dlc11_campaign_cst_ship_transport		campaign_cst_ship_transport		1.0000	0.7500	0.0000	
wh2_dlc11_campaign_def_ship_lokhir_01		campaign_def_ship_fellheart_01		1.0000	0.5000	0.0000	
wh2_dlc11_campaign_def_ship_lokhir_02		campaign_def_ship_fellheart_02		1.0000	0.5000	0.0000	
wh2_dlc11_campaign_def_ship_lokhir_03		campaign_def_ship_fellheart_03		1.0000	0.5000	0.0000	
wh2_dlc11_cst_animated_hulk		cst_animated_hulk	hc02/cst/cst_animated_hulk/cst_animated_hulk_imposter	1.0000	1.0000	0.0000	
wh2_dlc11_cst_ch_aranessa_saltspite		cst_cha_aranessa_saltspite		1.0000	1.2000	0.0000	
wh2_dlc11_cst_ch_gunnery_wight_campaign_01		cst_gunnery_wight_campaign_01		1.0000	1.1500	0.0500	
wh2_dlc11_cst_ch_gunnery_wight_campaign_02		cst_gunnery_wight_campaign_02		1.0000	1.1500	0.0500	
wh2_dlc11_cst_ch_mourngul		cst_mourngul	gh4/cst/cst_mourngul_haunter/cst_mourngul_imposter	1.0000	0.6000	0.0000	
wh2_dlc11_cst_ch_mourngul_haunter		cst_mourngul_haunter	gh4/cst/cst_mourngul_haunter/cst_mourngul_haunter_imposter	1.0000	1.0000	0.0000	
wh2_dlc11_cst_ch_mourngul_haunter_campaign_01		cst_mourngul_haunter_campaign_01	gh4/cst/cst_mourngul_haunter/cst_mourngul_imposter	1.0000	0.5000	0.0000	
wh2_dlc11_cst_ch_mourngul_haunter_campaign_02		cst_mourngul_haunter_campaign_02	gh4/cst/cst_mourngul_haunter/cst_mourngul_imposter	1.0000	0.5000	0.0000	
