key	distance	fov	phi	theta	target_x	target_y	target_z	environment_file
chs_valkia	1.1000	28.0000	190.0000	195.0000	-0.0200	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
chs_vilitch	2.2000	28.0000	193.0000	210.0000	-0.3300	1.8500	0.0000	Porthole/advisor/default_porthole.lighting
chs_warshrine	15.0000	28.0000	190.0000	210.0000	-0.2000	4.8000	0.0000	Porthole/advisor/default_porthole.lighting
cockatrice	10.5000	28.0000	180.0000	195.0000	-1.0000	3.5000	0.0000	Porthole/advisor/default_porthole.lighting
cst_animated_hulks	4.0000	28.0000	180.0000	200.0000	-0.3000	2.7000	0.0000	Porthole/advisor/default_porthole.lighting
cst_aranessa	1.3000	28.0000	180.0000	200.0000	-0.1500	1.4500	0.0000	Porthole/advisor/default_porthole.lighting
cst_bloated_corpse	2.2000	28.0000	180.0000	210.0000	-0.3500	2.6000	0.0000	Porthole/advisor/default_porthole.lighting
cst_carronade	5.0000	28.0000	190.0000	210.0000	-0.7000	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
cst_cylostra	0.8000	28.0000	180.0000	200.0000	-0.0500	1.9800	0.0000	Porthole/advisor/default_porthole.lighting
cst_mortar	3.0000	28.0000	160.0000	200.0000	0.0500	1.3000	0.0000	Porthole/advisor/default_porthole.lighting
cst_mournguls	3.0000	28.0000	180.0000	200.0000	0.9000	4.3000	0.0000	Porthole/advisor/default_porthole.lighting
cst_necrofex	10.0000	28.0000	190.0000	210.0000	-0.7000	10.0000	0.0000	Porthole/advisor/default_porthole.lighting
cst_queen_bess	19.0000	28.0000	180.0000	210.0000	-3.5000	8.2000	0.0000	Porthole/advisor/default_porthole.lighting
cst_rotting_leviathon	4.0000	28.0000	180.0000	195.0000	-0.2000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
cst_rotting_prometheans	6.0000	28.0000	180.0000	190.0000	-0.1000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
cst_zombie_deckhands	1.0000	28.0000	180.0000	200.0000	0.0000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
cth_cannon	7.0000	28.0000	170.0000	215.0000	-0.1000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
cth_crane_gunners	0.3000	28.0000	185.0000	175.0000	-0.0600	1.3600	0.0000	Porthole/advisor/default_porthole.lighting
cth_dragon	20.0000	28.0000	180.0000	180.0000	0.0000	4.5000	0.0000	Porthole/advisor/default_porthole.lighting
cth_dragon_guard	0.9000	28.0000	190.0000	180.0000	0.0000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
cth_dragon_guard_crossbow	0.9900	28.0000	190.0000	180.0000	0.0300	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
cth_general_dragon	0.9000	28.0000	190.0000	180.0000	0.0000	1.5400	0.0000	Porthole/advisor/default_porthole.lighting
cth_general_foot	0.9000	28.0000	180.0000	180.0000	0.0300	1.5800	0.0000	Porthole/advisor/default_porthole.lighting
cth_iron_hail_gunners	0.9000	28.0000	180.0000	185.0000	0.0200	1.5300	0.0000	Porthole/advisor/default_porthole.lighting
cth_jade_warrior_0	0.8000	28.0000	165.0000	182.0000	0.0000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
cth_jade_warrior_1	0.9900	28.0000	180.0000	180.0000	0.0600	1.5800	0.0000	Porthole/advisor/default_porthole.lighting
cth_jade_warrior_crossbow	0.9900	28.0000	180.0000	180.0000	0.0300	1.5800	0.0000	Porthole/advisor/default_porthole.lighting
cth_peasant_archers	0.9900	28.0000	180.0000	180.0000	0.0300	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
cth_peasant_spearmen	0.9000	28.0000	180.0000	185.0000	0.0600	1.5300	0.0000	Porthole/advisor/default_porthole.lighting
cth_sentinel	5.0000	28.0000	190.0000	190.0000	-0.0800	9.0000	0.0000	Porthole/advisor/default_porthole.lighting
cth_shugengan_lord	0.8800	28.0000	180.0000	180.0000	0.1300	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
dae_dp	2.4000	28.0000	185.0000	185.0000	0.0000	2.9500	0.0000	Porthole/advisor/default_porthole.lighting
def_black_guard	1.0000	28.0000	190.0000	200.0000	0.0000	1.6500	0.0000	Porthole/advisor/default_porthole.lighting
def_harpy	1.0000	28.0000	180.0000	190.0000	-0.0500	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
def_medusa	1.0000	40.0000	200.0000	170.0000	0.0500	1.7500	0.0000	Porthole/advisor/default_porthole.lighting
def_war_hydra	16.0000	28.0000	180.0000	190.0000	0.0000	5.0000	0.0000	Porthole/advisor/default_porthole.lighting
default	1.0000	28.0000	180.0000	180.0000	0.0000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_cannon	4.0000	28.0000	195.0000	220.0000	-0.4500	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_flame_cannon	3.8000	28.0000	195.0000	200.0000	-0.3500	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_grudgethrower	4.5000	28.0000	170.0000	200.0000	0.0000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_gyrobomber	8.4000	28.0000	179.0000	205.0000	-0.4000	0.9000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_gyrocopter	6.0000	28.0000	150.0000	220.0000	-0.4000	0.9000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_lord_units	1.2000	28.0000	180.0000	190.0000	-0.0300	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_organ_gun	4.0000	28.0000	195.0000	200.0000	-0.2000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_runelord_anvil	0.7500	28.0000	180.0000	200.0000	0.1500	2.6000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_thorgrim	0.7000	28.0000	180.0000	180.0000	0.0000	2.5500	0.0000	Porthole/advisor/default_porthole.lighting
dwf_warrior_15_degrees	1.2000	28.0000	180.0000	195.0000	-0.0200	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_warrior_30_degrees	1.2000	28.0000	180.0000	210.0000	-0.0500	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
dwf_warrior_45_degrees	1.2000	28.0000	180.0000	225.0000	-0.0800	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
emp_art_mortar	3.2000	28.0000	160.0000	215.0000	-0.1000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
emp_demigryph_knights	3.8000	28.0000	180.0000	220.0000	-0.9000	1.9000	0.0000	Porthole/advisor/default_porthole.lighting
emp_general_foot	1.0000	28.0000	190.0000	195.0000	0.0200	1.5300	0.0000	Porthole/advisor/default_porthole.lighting
emp_great_cannon	5.5000	28.0000	195.0000	215.0000	-1.1000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
emp_hellblaster	4.0000	28.0000	190.0000	220.0000	-0.8000	1.3000	0.0000	Porthole/advisor/default_porthole.lighting
emp_helstorm	4.0000	28.0000	190.0000	220.0000	-0.8000	1.3000	0.0000	Porthole/advisor/default_porthole.lighting
emp_hunter_kalara	1.0000	28.0000	190.0000	190.0000	0.0500	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
emp_luminark	7.0000	28.0000	190.0000	220.0000	0.2000	2.5000	0.0000	Porthole/advisor/default_porthole.lighting
emp_markus_wulfhart	1.0000	28.0000	180.0000	190.0000	0.0500	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
emp_mortar	3.2000	28.0000	150.0000	220.0000	-0.3500	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
emp_reiksguard	4.2000	28.0000	200.0000	200.0000	-0.4500	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
emp_soldier_15_degrees	1.0000	28.0000	180.0000	195.0000	0.0200	1.5300	0.0000	Porthole/advisor/default_porthole.lighting
emp_soldier_30_degrees	1.0000	28.0000	180.0000	210.0000	0.0000	1.5300	0.0000	Porthole/advisor/default_porthole.lighting
emp_steam_tank	8.5000	28.0000	190.0000	200.0000	-0.2000	3.0000	0.0000	Porthole/advisor/default_porthole.lighting
emp_theodore_bruckner	1.2000	28.0000	190.0000	195.0000	0.1000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
emp_veh_marienburg_land_ship	28.0000	30.0000	180.0000	205.0000	-1.0000	6.0000	0.0000	Porthole/advisor/default_porthole.lighting
furies	2.0000	28.0000	180.0000	180.0000	-0.1600	2.1000	0.0000	Porthole/advisor/default_porthole.lighting
grn_aracknarok	3.5000	28.0000	200.0000	200.0000	-0.1000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
grn_boar_chariot	10.0000	28.0000	150.0000	220.0000	-0.8000	0.4000	0.0000	Porthole/advisor/default_porthole.lighting
grn_doom_diver	4.5000	28.0000	190.0000	220.0000	0.0000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
grn_feral_hydrah_waaagh	7.2000	32.0000	195.0000	195.0000	-1.1000	2.0000	0.0000	Porthole/advisor/default_porthole.lighting
grn_giant	5.3000	28.0000	210.0000	190.0000	-0.3000	9.1000	0.0000	Porthole/advisor/default_porthole.lighting
grn_goblin_15_degrees	1.6000	28.0000	180.0000	165.0000	0.0800	0.8000	0.0000	Porthole/advisor/default_porthole.lighting
grn_goblin_45_degrees	1.6000	28.0000	180.0000	200.0000	-0.1000	0.8000	0.0000	Porthole/advisor/default_porthole.lighting
grn_goblin_spider_rider	3.2000	28.0000	210.0000	210.0000	-0.2500	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
grn_goblin_wolf_rider	3.4000	30.0000	200.0000	200.0000	-0.2000	1.3000	0.0000	Porthole/advisor/default_porthole.lighting
grn_gork_idol	3.0000	36.0000	230.0000	190.0000	-0.3000	3.5000	4.0000	Porthole/advisor/default_porthole.lighting
grn_grom	2.0000	28.0000	190.0000	190.0000	0.0000	1.9500	0.0000	Porthole/advisor/default_porthole.lighting
grn_orc_0_degrees	1.7000	28.0000	180.0000	180.0000	0.1000	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
grn_orc_30_degrees	1.7000	28.0000	180.0000	210.0000	-0.1500	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
grn_orc_45_degrees	1.7000	28.0000	180.0000	225.0000	-0.4200	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
grn_orc_boar_rider	4.1000	28.0000	200.0000	200.0000	-0.3000	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
grn_river_troll_hag	5.0000	30.0000	200.0000	200.0000	-0.5000	2.7000	0.0000	Porthole/advisor/default_porthole.lighting
grn_river_trolls	5.0000	30.0000	200.0000	200.0000	-0.2000	3.0000	0.0000	Porthole/advisor/default_porthole.lighting
grn_rock_lobber	5.0000	28.0000	200.0000	210.0000	0.0000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
grn_snot_wagon	3.0000	60.0000	185.0000	220.0000	-0.5000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
grn_squig_herd	2.0000	28.0000	180.0000	200.0000	-0.0500	0.6500	0.0000	Porthole/advisor/default_porthole.lighting
grn_squig_hopper	2.5000	28.0000	180.0000	210.0000	0.0000	0.9500	0.0000	Porthole/advisor/default_porthole.lighting
grn_stone_troll	4.0000	28.0000	200.0000	180.0000	0.4500	3.7500	0.0000	Porthole/advisor/default_porthole.lighting
grn_troll	4.0000	28.0000	200.0000	180.0000	0.3500	3.7000	0.0000	Porthole/advisor/default_porthole.lighting
grn_warboss	1.6000	28.0000	185.0000	180.0000	0.1000	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
grn_wolf_chariot	8.0000	28.0000	180.0000	220.0000	-0.8000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
hef_dragon	12.0000	28.0000	200.0000	210.0000	-2.7000	6.5000	0.0000	Porthole/advisor/default_porthole.lighting
hef_general_foot	1.0000	28.0000	190.0000	195.0000	0.0200	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
hef_great_eagle	3.8000	28.0000	200.0000	212.0000	-0.2000	2.2000	0.0000	Porthole/advisor/default_porthole.lighting
hef_handmaiden_30_B	1.0000	28.0000	180.0000	190.0000	0.0500	1.5200	0.0000	Porthole/advisor/default_porthole.lighting
hef_handmaidens_30	1.0000	28.0000	180.0000	210.0000	0.0000	1.5200	0.0000	Porthole/advisor/default_porthole.lighting
hef_phoenix	3.5000	28.0000	180.0000	200.0000	0.0000	2.0000	0.0000	Porthole/advisor/default_porthole.lighting
hef_war_lion	6.0000	28.0000	170.0000	200.0000	-0.5000	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
kho_bloodletters	1.5500	28.0000	185.0000	195.0000	0.0000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
kho_cav	5.2000	28.0000	215.0000	190.0000	-0.1000	1.9000	0.0000	Porthole/advisor/default_porthole.lighting
kho_flesh_hounds	7.0000	28.0000	180.0000	210.0000	-1.8000	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
kho_general_15_degrees	2.6000	28.0000	195.0000	195.0000	0.2800	2.9000	0.0000	Porthole/advisor/default_porthole.lighting
kho_general_foot	1.8000	28.0000	190.0000	185.0000	0.0000	1.3500	0.0000	Porthole/advisor/default_porthole.lighting
kho_spawn_of_khorne	5.0000	28.0000	200.0000	200.0000	-0.6000	3.1500	0.0000	Porthole/advisor/default_porthole.lighting
kho_warhound	2.6000	28.0000	190.0000	210.0000	-0.7000	0.8000	0.0000	Porthole/advisor/default_porthole.lighting
kho_warriors	1.4000	28.0000	185.0000	185.0000	0.1200	1.6500	0.0000	Porthole/advisor/default_porthole.lighting
kho_warriors_2	1.6000	28.0000	185.0000	185.0000	0.1600	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_armoured_kossars_1	1.4000	28.0000	190.0000	195.0000	0.0700	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_boris_foot	1.0000	28.0000	190.0000	195.0000	0.1000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_boyar_foot	1.0000	28.0000	190.0000	195.0000	0.0000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_druzhina_foot	1.4000	28.0000	190.0000	195.0000	0.0500	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_druzhina_horse	1.5000	28.0000	190.0000	195.0000	0.0500	0.8000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_elemental_bear	4.0000	28.0000	195.0000	190.0000	0.1000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_feral_war_bear	5.0000	28.0000	205.0000	195.0000	0.1000	2.1000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_general_foot	1.0000	28.0000	190.0000	195.0000	0.0000	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_gryphon_legion_0	3.8000	28.0000	200.0000	200.0000	-0.4000	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_ice_guard	0.8000	28.0000	180.0000	195.0000	0.0700	1.5700	0.0000	Porthole/advisor/default_porthole.lighting
ksl_incarnate_elemental_of_beasts	10.0000	28.0000	185.0000	186.0000	0.0000	9.0000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_infantry_15_degrees	1.0000	28.0000	180.0000	195.0000	0.0200	1.7000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_katarina	0.9000	28.0000	190.0000	195.0000	-0.0800	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_kostaltyn_foot	1.0000	28.0000	195.0000	185.0000	0.0500	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_patriarch	0.9000	28.0000	180.0000	180.0000	0.0500	1.5800	0.0000	Porthole/advisor/default_porthole.lighting
ksl_snow_leopard	6.3000	28.0000	180.0000	190.0000	-0.5000	2.2000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_soldier_15_degrees	1.4000	28.0000	190.0000	195.0000	0.0200	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_streltsi	1.1000	28.0000	195.0000	195.0000	0.1000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_tsar_guard	1.1000	28.0000	195.0000	195.0000	0.1000	1.6500	0.0000	Porthole/advisor/default_porthole.lighting
ksl_tsar_guard_1	1.1000	28.0000	195.0000	195.0000	0.1900	1.6500	0.0000	Porthole/advisor/default_porthole.lighting
ksl_war_bear_riders	5.0000	28.0000	195.0000	195.0000	0.1000	2.1000	0.0000	Porthole/advisor/default_porthole.lighting
ksl_winged_lancers	2.8000	40.0000	185.0000	192.0000	-0.2000	2.0000	0.0000	Porthole/advisor/default_porthole.lighting
liz_bastiladon	8.0000	28.0000	200.0000	185.0000	-0.4000	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
liz_carnosaur	7.0000	28.0000	200.0000	200.0000	-0.9500	4.0000	0.0000	Porthole/advisor/default_porthole.lighting
liz_coatl	11.0000	28.0000	180.0000	230.0000	-3.7000	8.0000	2.5000	Porthole/advisor/default_porthole.lighting
liz_cold_one_riders	3.5000	28.0000	200.0000	200.0000	-0.3000	2.2000	0.0000	Porthole/advisor/default_porthole.lighting
liz_dread_saurian	20.0000	20.0000	190.0000	190.0000	-0.5000	4.5000	5.0000	Porthole/advisor/default_porthole.lighting
liz_feral_cold_ones	4.0000	28.0000	200.0000	210.0000	-0.6000	1.8500	0.0000	Porthole/advisor/default_porthole.lighting
liz_kroxigor	3.8000	28.0000	180.0000	200.0000	-0.7000	2.1000	0.0000	Porthole/advisor/default_porthole.lighting
liz_kroxigor_lord	4.0000	28.0000	180.0000	190.0000	-0.4000	2.1000	0.0000	Porthole/advisor/default_porthole.lighting
liz_oxyotl	1.8000	28.0000	180.0000	185.0000	-0.0500	0.7600	0.0000	Porthole/advisor/default_porthole.lighting
liz_sacred_kroxigors	2.0000	30.0000	180.0000	200.0000	0.4000	2.5000	2.0000	Porthole/advisor/default_porthole.lighting
liz_salamander_hunting_pack	4.6000	28.0000	190.0000	200.0000	-1.1000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
liz_saurus_0_degrees	2.0000	28.0000	180.0000	180.0000	0.0000	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
liz_skink_0_degrees	2.0000	28.0000	180.0000	180.0000	0.3000	0.9500	0.0000	Porthole/advisor/default_porthole.lighting
liz_stegadon	8.0000	28.0000	200.0000	185.0000	-0.4000	2.6000	0.0000	Porthole/advisor/default_porthole.lighting
liz_terradon	3.5000	28.0000	180.0000	200.0000	0.0000	4.0000	0.0000	Porthole/advisor/default_porthole.lighting
nor_fimir	2.8000	28.0000	180.0000	190.0000	-0.3500	2.0000	0.0000	Porthole/advisor/default_porthole.lighting
nor_frost_wyrm	18.0000	28.0000	174.0000	214.0000	-3.3000	2.7000	0.0000	Porthole/advisor/default_porthole.lighting
nor_skin_wolves	2.0000	28.0000	180.0000	210.0000	-0.2000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
nor_war_mammoth	15.0000	28.0000	190.0000	210.0000	-1.5000	7.8000	0.0000	Porthole/advisor/default_porthole.lighting
nur_beast_of_nurgle	4.0000	28.0000	195.0000	195.0000	-0.0700	3.4000	0.0000	Porthole/advisor/default_porthole.lighting
nur_great_unclean_one	3.8000	28.0000	190.0000	200.0000	-0.2000	4.2000	0.0000	Porthole/advisor/default_porthole.lighting
nur_herald_of_nurgle	1.5000	28.0000	185.0000	185.0000	0.0300	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
nur_ku_gath	3.2000	28.0000	195.0000	195.0000	-0.0700	5.0000	0.0000	Porthole/advisor/default_porthole.lighting
nur_plague_toads	5.8000	28.0000	185.0000	195.0000	-0.3000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
nur_plaguebearers_15_degrees	1.2000	28.0000	190.0000	195.0000	-0.0600	1.7400	0.0000	Porthole/advisor/default_porthole.lighting
nur_pox_riders	5.5000	28.0000	210.0000	200.0000	-0.4000	2.8000	0.0000	Porthole/advisor/default_porthole.lighting
nur_soul_grinder	4.2000	28.0000	195.0000	195.0000	-0.1000	3.5500	0.0000	Porthole/advisor/default_porthole.lighting
nur_spawn_of_nurgle	5.5000	28.0000	190.0000	200.0000	-0.4000	2.7000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_giant	5.5000	28.0000	210.0000	190.0000	-0.3000	9.4000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_gorgers	2.0000	28.0000	205.0000	175.0000	-0.1000	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_greasus	2.0000	30.0000	180.0000	180.0000	0.0400	2.2000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_leadbelcher	1.3000	30.0000	180.0000	200.0000	-0.2000	2.8500	0.0000	Porthole/advisor/default_porthole.lighting
ogr_mournfang_cav	8.0000	28.0000	200.0000	200.0000	-0.0300	3.4000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_sabretusk	6.0000	30.0000	185.0000	185.0000	-0.2000	2.4000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_skrag	4.0000	28.0000	180.0000	180.0000	-0.0600	2.5000	0.0000	Porthole/advisor/default_porthole.lighting
ogr_stonehorn	16.0000	30.0000	200.0000	200.0000	-0.2000	7.0000	0.0000	Porthole/advisor/default_porthole.lighting
ogre_infantry	2.2000	30.0000	180.0000	180.0000	-0.0300	2.9000	0.0000	Porthole/advisor/default_porthole.lighting
ogre_tyrant	1.5000	30.0000	180.0000	180.0000	0.0400	2.9000	0.0000	Porthole/advisor/default_porthole.lighting
skv_brood_horror	8.0000	20.0000	185.0000	198.0000	-1.0000	1.4000	0.0000	Porthole/advisor/default_porthole.lighting
skv_clan_rats	1.6000	28.0000	180.0000	190.0000	0.1800	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
skv_clan_rats_20_degrees	1.6000	28.0000	180.0000	200.0000	0.1000	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
skv_doomwheel	9.0000	28.0000	190.0000	210.0000	-0.6000	2.4000	0.0000	Porthole/advisor/default_porthole.lighting
skv_ghoritch	1.0000	20.0000	200.0000	200.0000	0.5000	1.7000	2.0000	Porthole/advisor/default_porthole.lighting
skv_hellpit_abomination	10.0000	28.0000	190.0000	200.0000	-2.0000	5.6000	0.0000	Porthole/advisor/default_porthole.lighting
skv_jezzails	16.0000	5.0000	185.0000	200.0000	-0.2000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
skv_packmaster	1.6000	28.0000	180.0000	190.0000	0.1800	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
skv_packmaster_foot	1.6000	28.0000	180.0000	185.0000	0.0000	1.1000	0.0000	Porthole/advisor/default_porthole.lighting
skv_plague_monks	1.6000	28.0000	180.0000	200.0000	0.0500	1.0500	0.0000	Porthole/advisor/default_porthole.lighting
skv_rat_ogres	3.0000	28.0000	190.0000	190.0000	-0.5000	1.9000	0.0000	Porthole/advisor/default_porthole.lighting
