bonus_value_id	effect	initiative
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	wh3_dlc24_character_initiative_devote_exalted_hero_to_tzeentch
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	wh3_dlc24_character_initiative_devote_lord_to_tzeentch
percentage_cost_mod	wh3_dlc20_effect_initiative_cost_reduction_shaggoth_gift	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths
percentage_cost_upkeep_mod	wh3_dlc20_effect_initiative_upkeep_reduction_shaggoth_gift_hidden	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_4
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_1
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_2
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_3
percentage_swap_cost_mod	wh3_dlc27_effect_sla_masque_step_change_tempo_cost	wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_4
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_death_2	wh3_dlc29_book_of_nagash_1
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_death_3	wh3_dlc29_book_of_nagash_3
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_light_1	wh3_dlc29_book_of_nagash_5
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_light_2	wh3_dlc29_book_of_nagash_6
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_light_3	wh3_dlc29_book_of_nagash_4
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_2	wh3_dlc29_book_of_nagash_12
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_3	wh3_dlc29_book_of_nagash_11
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_1	wh3_dlc29_book_of_nagash_8
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_2	wh3_dlc29_book_of_nagash_9
disable	wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_3	wh3_dlc29_book_of_nagash_7
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_1
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_11
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_12
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_3
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_4
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_5
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_6
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_7
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_8
disable	wh3_dlc29_effect_background_books_of_nagash_disable_spells	wh3_dlc29_book_of_nagash_9
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_alpha_amma_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_arrer_catcha_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_block_an_smash_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_broodmothers_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_cheerleadaz_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_cut_da_chains_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_da_black_bastion_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_da_greatest_warlord_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_drag_da_wagonz_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_drink_an_drive_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_earthquake_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_eat_da_runts_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_eavy_metal_marchin_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_erd_mentality_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_fly_at_da_smoke_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_fungus_farms_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_get_creepin_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_get_dem_from_below_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_goin_commando_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_keep_bossin_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_keep_em_ungry_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_lead_da_charge_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_light_em_up_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_little_wont_urt_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_load_yerself_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_master_planner_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_netted_targets_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_orcs_are_da_best_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_power_of_da_waaagh_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_raidin_parties_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_regimental_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_shoot_da_runts_1
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_shot_in_da_dark_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_splode_da_big_one_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_stick_em_like_pigs_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_stinkee_arrers_3
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_stompin_ground_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery_2
duration_mod	wh3_dlc29_effect_initiative_duration_mod_grn_plans	wh3_dlc26_force_initiative_grn_da_plan_webweavin_1
