building_chain	building_level	building_set	exclude
wh2_dlc11_foreign_corruption		wh2_dlc11_set_vampire_coast_foreign_2	false
wh2_dlc11_foreign_infamy		wh2_dlc11_set_vampire_coast_foreign_2	false
wh2_dlc11_vampirecoast_infrastructure_corruption		wh2_dlc11_set_vampire_coast_infrastructure	false
wh2_dlc11_vampirecoast_infrastructure_growth		wh2_dlc11_set_vampire_coast_infrastructure	false
wh2_dlc11_vampirecoast_infrastructure_income		wh2_dlc11_set_vampire_coast_infrastructure	false
wh2_dlc11_vampirecoast_infrastructure_income_other		wh2_dlc11_set_vampire_coast_infrastructure	false
wh2_dlc11_vampirecoast_infrastructure_public_order		wh2_dlc11_set_vampire_coast_infrastructure	false
wh2_dlc11_vampirecoast_military_barracks		wh2_dlc11_set_vampire_coast_military_recruitment	false
wh2_dlc11_vampirecoast_military_flying		wh2_dlc11_set_vampire_coast_military_recruitment	false
wh2_dlc11_vampirecoast_military_ranged		wh2_dlc11_set_vampire_coast_military_recruitment	false
wh2_dlc11_vampirecoast_support_artillery		wh2_dlc11_set_vampire_coast_military_support	false
wh2_dlc11_vampirecoast_support_monsters		wh2_dlc11_set_vampire_coast_military_support	false
wh2_dlc11_vampirecoast_support_necrofex		wh2_dlc11_set_vampire_coast_military_support	false
wh2_dlc11_vampirecoast_ship_anchor		wh2_dlc11_set_vampire_coast_ship_extra	false
wh2_dlc11_vampirecoast_ship_helm		wh2_dlc11_set_vampire_coast_ship_extra	false
wh2_dlc11_vampirecoast_ship_hull		wh2_dlc11_set_vampire_coast_ship_extra	false
wh2_dlc11_vampirecoast_ship_sail		wh2_dlc11_set_vampire_coast_ship_extra	false
wh2_dlc11_vampirecoast_ship_cannons		wh2_dlc11_set_vampire_coast_ship_recruitment	false
wh2_dlc11_vampirecoast_ship_crows_nest		wh2_dlc11_set_vampire_coast_ship_recruitment	false
wh2_dlc11_vampirecoast_ship_gunports		wh2_dlc11_set_vampire_coast_ship_recruitment	false
wh2_dlc11_vampirecoast_ship_hold		wh2_dlc11_set_vampire_coast_ship_recruitment	false
wh2_dlc11_vampirecoast_ship_main_deck		wh2_dlc11_set_vampire_coast_ship_recruitment	false
wh2_dlc11_vampirecoast_ship_captains_cabin		wh2_dlc11_set_vampire_coast_ship_settlement	false
wh_main_VAMPIRES_vampires		wh2_dlc11_set_vampire_lair	false
wh_main_VAMPIRES_bindingcircle		wh2_dlc11_set_vmp_binding_circle	false
wh_main_VAMPIRES_forest		wh2_dlc11_set_vmp_forest	false
	wh2_main_lzd_skinks_1	wh2_dlc12_set_lizardmen_skink	false
	wh2_main_lzd_skinks_2	wh2_dlc12_set_lizardmen_skink	false
	wh2_main_lzd_skinks_3	wh2_dlc12_set_lizardmen_skink	false
	wh2_main_skv_engineers_1	wh2_dlc12_set_skaven_engineering	false
	wh2_main_skv_engineers_2	wh2_dlc12_set_skaven_engineering	false
	wh2_main_skv_engineers_3	wh2_dlc12_set_skaven_engineering	false
wh2_dlc12_under_empire_annexation_doomsday		wh2_dlc12_set_skaven_foreign_annexation	false
wh2_dlc12_under_empire_annexation_war_camp		wh2_dlc12_set_skaven_foreign_annexation	false
wh2_dlc14_under_empire_annexation_plague_cauldron		wh2_dlc12_set_skaven_foreign_annexation	false
wh2_dlc12_under_empire_discovery_assassins		wh2_dlc12_set_skaven_foreign_discovery	false
wh2_dlc12_under_empire_discovery_deeper_tunnels		wh2_dlc12_set_skaven_foreign_discovery	false
wh2_dlc12_under_empire_food_kidnappers		wh2_dlc12_set_skaven_foreign_food	false
wh2_dlc12_under_empire_food_raiding_camp		wh2_dlc12_set_skaven_foreign_food	false
wh2_dlc12_under_empire_money_crafting		wh2_dlc12_set_skaven_foreign_money	false
wh2_dlc12_under_empire_money_thieves		wh2_dlc12_set_skaven_foreign_money	false
wh2_dlc12_under_empire_settlement_stronghold		wh2_dlc12_set_skaven_foreign_settlement	false
wh2_dlc12_under_empire_settlement_warren		wh2_dlc12_set_skaven_foreign_settlement	false
wh2_dlc12_under_empire_warpstone_mine		wh2_dlc12_set_skaven_foreign_warpstone	false
wh2_dlc12_under_empire_warpstone_refinery		wh2_dlc12_set_skaven_foreign_warpstone	false
wh2_dlc12_under_empire_warpstone_strip_mine		wh2_dlc12_set_skaven_foreign_warpstone	false
wh2_dlc13_horde_lizardmen_beasts		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_great_beasts		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_saurus_veteran		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_skink_chief		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_skink_priest		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_slann		wh2_dlc13_set_lizardmen_horde_advanced	false
wh2_dlc13_horde_lizardmen_coldones		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_flying		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_portal_itzl		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_portal_quetzl		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_portal_tlanxla		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_saurus		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_skinks		wh2_dlc13_set_lizardmen_horde_recruitment	false
wh2_dlc13_horde_lizardmen_ziggurat		wh2_dlc13_set_lizardmen_horde_settlement	false
wh2_dlc13_horde_lizardmen_ziggurat_minor		wh2_dlc13_set_lizardmen_horde_settlement	false
wh2_dlc13_horde_lizardmen_support_faction		wh2_dlc13_set_lizardmen_horde_support	false
wh2_dlc13_horde_lizardmen_support_horde		wh2_dlc13_set_lizardmen_horde_support	false
wh2_dlc13_horde_lizardmen_support_rcost		wh2_dlc13_set_lizardmen_horde_support	false
wh2_dlc13_horde_lizardmen_support_rrank		wh2_dlc13_set_lizardmen_horde_support	false
wh2_dlc13_horde_lizardmen_support_upkeep		wh2_dlc13_set_lizardmen_horde_support	false
	wh2_main_hef_mages_1	wh2_dlc15_set_hef_mages	false
	wh2_main_hef_mages_2	wh2_dlc15_set_hef_mages	false
	wh2_main_hef_mages_3	wh2_dlc15_set_hef_mages	false
	wh2_main_special_tower_of_hoeth_1	wh2_dlc15_set_hef_mages	false
	wh2_main_special_tower_of_hoeth_2	wh2_dlc15_set_hef_mages	false
	wh2_main_skv_monsters_1	wh2_dlc16_set_skaven_monsters	false
	wh2_main_skv_monsters_2	wh2_dlc16_set_skaven_monsters	false
	wh2_main_skv_monsters_3	wh2_dlc16_set_skaven_monsters	false
	wh2_main_skv_monsters_4	wh2_dlc16_set_skaven_monsters	false
wh2_dlc17_silent_sanctum_def_boost		wh2_dlc17_set_lzd_foreign_armory	false
wh2_dlc17_silent_sanctum_melee_boost		wh2_dlc17_set_lzd_foreign_armory	false
wh2_dlc17_silent_sanctum_ranged_boost		wh2_dlc17_set_lzd_foreign_armory	false
wh2_dlc17_silent_sanctum_ambush		wh2_dlc17_set_lzd_foreign_operations	false
wh2_dlc17_silent_sanctum_recruitment		wh2_dlc17_set_lzd_foreign_operations	false
wh2_dlc17_silent_sanctum_replenishment		wh2_dlc17_set_lzd_foreign_operations	false
wh2_dlc17_silent_sanctum_transport		wh2_dlc17_set_lzd_foreign_operations	false
wh2_dlc17_silent_sanctum_upkeep		wh2_dlc17_set_lzd_foreign_operations	false
wh2_dlc17_silent_sanctum_core		wh2_dlc17_set_lzd_foreign_sanctum	false
	wh_dlc03_horde_beastmen_herd_2	wh2_dlc17_set_newhorde_beastmen_1	false
	wh_dlc03_horde_beastmen_creatures_1	wh2_dlc17_set_newhorde_beastmen_2	false
	wh_dlc03_horde_beastmen_centigors_1	wh2_dlc17_set_newhorde_beastmen_3	false
wh2_main_horde_def_settlement		wh2_main_set_black_ark	false
	wh_main_brt_barracks_1	wh2_main_set_brt_barracks	false
	wh_main_brt_barracks_2	wh2_main_set_brt_barracks	false
	wh_main_brt_barracks_3	wh2_main_set_brt_barracks	false
	wh_main_brt_barracks_4	wh2_main_set_brt_barracks	false
	wh_main_special_settlement_miragliano_1_brt	wh2_main_set_brt_coastal	false
	wh_main_special_settlement_miragliano_2_brt	wh2_main_set_brt_coastal	false
	wh_main_special_settlement_miragliano_3_brt	wh2_main_set_brt_coastal	false
	wh_main_special_settlement_miragliano_4_brt	wh2_main_set_brt_coastal	false
	wh_main_special_settlement_miragliano_5_brt	wh2_main_set_brt_coastal	false
	wh_main_brt_worship_1	wh2_main_set_brt_grail	false
	wh_main_brt_worship_2	wh2_main_set_brt_grail	false
	wh_main_brt_worship_3	wh2_main_set_brt_grail	false
wh2_main_def_defence_major		wh2_main_set_darkelf_defence	false
wh2_main_def_defence_minor		wh2_main_set_darkelf_defence	false
wh2_main_def_defence_norsca		wh2_main_set_darkelf_defence	false
wh2_main_foreign_slot_discovery_def		wh2_main_set_darkelf_defence	false
wh2_main_horde_def_bombardment_a		wh2_main_set_darkelf_defence	false
wh2_main_horde_def_bombardment_b		wh2_main_set_darkelf_defence	false
wh2_main_horde_def_bombardment_c		wh2_main_set_darkelf_defence	false
wh2_dlc11_horde_def_residence		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_farm		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_industry		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_order		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_pleasure_cult		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_roads		wh2_main_set_darkelf_infrastructure	false
wh2_main_def_slaves		wh2_main_set_darkelf_infrastructure	false
wh2_main_horde_def_entertainment		wh2_main_set_darkelf_infrastructure	false
wh2_main_horde_def_slavery		wh2_main_set_darkelf_infrastructure	false
wh3_main_horde_def_lokhir_entertainment		wh2_main_set_darkelf_infrastructure	false
wh3_main_horde_def_lokhir_residence		wh2_main_set_darkelf_infrastructure	false
wh3_main_horde_def_lokhir_slavery		wh2_main_set_darkelf_infrastructure	false
wh2_dlc11_horde_def_exiles		wh2_main_set_darkelf_military_recruitment	false
wh2_dlc11_horde_def_riders		wh2_main_set_darkelf_military_recruitment	false
wh2_main_def_barracks		wh2_main_set_darkelf_military_recruitment	false
wh2_main_def_exiles		wh2_main_set_darkelf_military_recruitment	false
wh2_main_def_riders		wh2_main_set_darkelf_military_recruitment	false
wh2_main_horde_def_military		wh2_main_set_darkelf_military_recruitment	false
wh3_main_horde_def_lokhir_exiles		wh2_main_set_darkelf_military_recruitment	false
wh3_main_horde_def_lokhir_military		wh2_main_set_darkelf_military_recruitment	false
wh3_main_horde_def_lokhir_riders		wh2_main_set_darkelf_military_recruitment	false
wh2_dlc11_horde_def_aristocracy		wh2_main_set_darkelf_military_support	false
wh2_main_def_beasts		wh2_main_set_darkelf_military_support	false
wh2_main_def_coldones		wh2_main_set_darkelf_military_support	false
wh2_main_def_murder		wh2_main_set_darkelf_military_support	false
wh2_main_def_sorcery		wh2_main_set_darkelf_military_support	false
wh2_main_def_worship		wh2_main_set_darkelf_military_support	false
wh2_main_horde_def_beasts		wh2_main_set_darkelf_military_support	false
wh2_main_horde_def_sorcery		wh2_main_set_darkelf_military_support	false
wh2_main_horde_def_worship		wh2_main_set_darkelf_military_support	false
wh3_main_horde_def_lokhir_aristocracy		wh2_main_set_darkelf_military_support	false
wh3_main_horde_def_lokhir_beasts		wh2_main_set_darkelf_military_support	false
wh3_main_horde_def_lokhir_sorcery		wh2_main_set_darkelf_military_support	false
wh3_main_horde_def_lokhir_worship		wh2_main_set_darkelf_military_support	false
wh2_main_def_port		wh2_main_set_darkelf_port	false
	wh2_main_def_sorcery_1	wh2_main_set_darkelf_sorcery	false
	wh2_main_def_sorcery_2	wh2_main_set_darkelf_sorcery	false
	wh2_main_special_ghrond_convent_of_sorcery_1	wh2_main_set_darkelf_sorcery	false
	wh2_main_special_ghrond_convent_of_sorcery_2	wh2_main_set_darkelf_sorcery	false
	wh2_main_special_tower_of_hoeth_1_def	wh2_main_set_darkelf_sorcery	false
	wh2_main_special_tower_of_hoeth_2_def	wh2_main_set_darkelf_sorcery	false
	wh2_main_def_pleasure_cult_1	wh2_main_set_darkelf_temples	false
	wh2_main_def_pleasure_cult_2	wh2_main_set_darkelf_temples	false
	wh2_main_def_pleasure_cult_3	wh2_main_set_darkelf_temples	false
	wh2_main_def_pleasure_cult_4	wh2_main_set_darkelf_temples	false
	wh2_main_def_pleasure_cult_5	wh2_main_set_darkelf_temples	false
	wh2_main_def_worship_1	wh2_main_set_darkelf_temples	false
	wh2_main_def_worship_2	wh2_main_set_darkelf_temples	false
	wh2_main_def_worship_3	wh2_main_set_darkelf_temples	false
	wh3_dlc25_dwf_ranger_hub_2_all	wh2_main_set_dwf_rangers_drinking	false
	wh_dlc06_dwf_ranger_hub_1	wh2_main_set_dwf_rangers_drinking	false
	wh_dlc06_dwf_ranger_hub_1_all	wh2_main_set_dwf_rangers_drinking	false
	wh_dlc06_dwf_ranger_hub_2	wh2_main_set_dwf_rangers_drinking	false
	wh_dlc06_dwf_ranger_hub_2_all	wh2_main_set_dwf_rangers_drinking	false
	wh_dlc06_dwf_ranger_hub_3	wh2_main_set_dwf_rangers_drinking	false
	wh_main_dwf_tavern_1	wh2_main_set_dwf_rangers_drinking	false
	wh_main_dwf_tavern_2	wh2_main_set_dwf_rangers_drinking	false
	wh_main_dwf_tavern_3	wh2_main_set_dwf_rangers_drinking	false
	wh2_main_hef_court_1	wh2_main_set_hef_cultural	false
	wh2_main_hef_court_2	wh2_main_set_hef_cultural	false
	wh2_main_hef_embassy_1	wh2_main_set_hef_cultural	false
	wh2_main_hef_order_1	wh2_main_set_hef_cultural	false
	wh2_main_hef_order_2	wh2_main_set_hef_cultural	false
	wh2_main_hef_order_3	wh2_main_set_hef_cultural	false
	wh2_main_hef_order_4	wh2_main_set_hef_cultural	false
	wh2_main_hef_order_5	wh2_main_set_hef_cultural	false
	wh2_main_hef_industry_1	wh2_main_set_hef_industry	false
	wh2_main_hef_industry_2	wh2_main_set_hef_industry	false
	wh2_main_hef_industry_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_animals_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_animals_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_animals_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_dyes_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_dyes_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_dyes_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_furs_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_furs_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_furs_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gems_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gems_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gems_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gold_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gold_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_gold_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_iron_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_iron_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_iron_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_marble_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_marble_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_marble_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_medicine_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_medicine_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_medicine_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_obsidian_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_obsidian_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_obsidian_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pasture_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pasture_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pasture_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pottery_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pottery_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_pottery_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_salt_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_salt_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_salt_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_spices_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_spices_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_spices_3	wh2_main_set_hef_industry	false
