id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
103100488	wh3_main_art_set_sla_herald_of_slaanesh_slaanesh_01	0	0		none	wh3_main_uniform_sla_herald_of_slaanesh_01			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_lord	cam_sla_cha_herald_of_slaanesh_slaanesh_0	cam_slaaneshship_01	cam_slaaneshship_01	0	0	0
1034322487	wh3_main_art_set_ksl_frost_maiden_03_tempest	0	0		none	wh3_main_uniform_ksl_frost_maiden_03			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_hero_hu1_frost_maiden_sword_and_magic	cam_ksl_ship_01	cam_ksl_ship_01	147	0	0
1034628616	wh2_dlc09_art_set_tmb_settra	0	0		none	wh2_dlc09_uniform_tmb_settra			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_settra_2handed_halberd	cam_transport_ship_06	cam_transport_ship_06	45	0	0
1036564490	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_fire_05	0	0		none	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_05			wh3_dlc23_uniform_chd_ship_agent	wh3_dlc23_uniform_chd_ship_agent	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	2	2
1037575464	wh2_dlc13_art_set_emp_hunter_kalara_of_wydrioth_0	0	0		none	wh2_dlc13_uniform_emp_waystalker_kalara			wh_dlc05_campaign_wef_ship_agent	wh_dlc05_campaign_wef_ship_agent	cam_hu1b_elf_sword_and_bow	cam_transport_ship_03	cam_transport_ship_03	0	0	0
1041494050	wh2_dlc11_art_set_cst_fleet_captain_campaign_01_deep	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_captain_01			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1b_cst_captain_cutlass_and_hook	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
1048834252	wh2_dlc16_art_set_skv_chieftain_05	0	0		none	wh2_dlc16_uniform_skv_chieftain_05			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hero_hu17_dlc16_halberd	cam_medium_ship_06	cam_medium_ship_06	0	0	0
1049565350	wh3_dlc25_art_set_chs_sorcerer_nurgle_mnur_02	0	0		none	wh3_dlc25_uniform_chs_chaos_sorcerer_mnur_02			wh3_uniform_nur_ship_agent	wh3_uniform_nur_ship_agent	cam_hero_hu1c_dlc25_nurgle_sorcerer_staff_and_mace	cam_nur_ship_01	cam_nur_ship_01	206	0	0
1051733797	wh3_dlc20_art_set_chs_exalted_hero_mkho_02	0	0		none	wh3_dlc20_uniform_chs_exalted_hero_mkho_02			wh3_uniform_kho_ship_agent	wh3_uniform_kho_ship_agent	cam_lord_hu1c_wh3_kislev_dual_axe	cam_khorne_ship_01	cam_khorne_ship_01	0	0	0
1051890561	wh2_dlc11_art_set_cst_admiral_female_vampires_01	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
1056231787	wh2_dlc16_art_set_skv_chieftain_01	0	0		none	wh2_dlc16_uniform_skv_chieftain_01			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hero_hu17_dlc16_halberd	cam_medium_ship_06	cam_medium_ship_06	0	0	0
1058431662	wh3_dlc24_art_set_cth_gate_master_02	0	0		none	wh3_dlc24_uniform_cth_gate_master_02			wh3_uniform_cth_ship_agent	wh3_uniform_cth_ship_agent	cam_hero_hu1e_dlc24_gatemaster_sword_and_shield	cam_cathayship_01	cam_cathayship_01	0	0	0
1061982027	wh3_dlc25_nur_cha_exalted_great_unclean_one_nurgle_qb_boss	0	0		none	wh3_dlc25_uniform_nur_cha_exalted_great_unclean_one_nurgle_qb_boss			wh3_uniform_nur_ship_transport	wh3_uniform_nur_ship_transport	cam_hu9b_wh3_great_unclean_one_sword	cam_nur_ship_01	cam_nur_ship_01	0	0	0
1062739079	wh3_main_art_set_tze_kairos	0	0		none	wh3_main_uniform_tze_kairos			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu10f_wh3_fate_weaver_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
106487808	wh2_dlc13_lzd_saurus_old_blood_horde_02	0	0		none	wh2_main_uniform_lzd_saurus_old_blood_02			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu7b_saurus_club_and_shield	cam_transport_ship_04	cam_transport_ship_04	0	0	0
1066184676	wh2_dlc16_art_set_skv_chieftain_03	0	0		none	wh2_dlc16_uniform_skv_chieftain_03			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hero_hu17_dlc16_halberd	cam_medium_ship_06	cam_medium_ship_06	0	0	0
1067137216	wh3_dlc25_art_set_emp_elspeth_von_draken	0	0		none	wh3_dlc25_uniform_emp_elspeth_von_draken			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_lord_hu1j_dlc25_elspeth_scythe	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
1069582996	wh3_dlc20_art_set_tze_vilitch	0	0		none	wh3_dlc20_uniform_tze_vilitch			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu1g_wh3_dlc20_sword_flail_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1073108045	wh3_main_art_set_sla_alluress_shadow_03	0	0		none	wh3_main_uniform_sla_alluress_03			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_sla_cha_herald_of_slaanesh_slaanesh_0	cam_slaaneshship_01	cam_slaaneshship_01	0	0	0
1076903333	wh2_dlc13_lzd_skink_chief_horde_01	0	0		none	wh2_main_uniform_lzd_skink_chief_01			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_hero_hu7_skink_club_and_blowpipe	cam_transport_ship_04	cam_transport_ship_04	0	0	0
1078053830	wh2_dlc16_art_set_wef_spellweaver_05	0	0		none	wh2_dlc16_uniform_wef_spellweaver_05			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	0	0	0
1078158624	wh3_dlc23_art_set_neu_ulrika_01_dwf	0	0		none	wh3_dlc23_uniform_neu_ulrika_01			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hero_hu1_dlc23_ulrika_dual_swords_bow	cam_light_ship_01	cam_heavy_ship_01	0	0	0
1081861300	wh3_dlc24_art_set_tze_blue_scribes	0	0		none	wh3_dlc24_uniform_tze_blue_scribes			wh3_uniform_tze_ship_agent	wh3_uniform_tze_ship_agent	cam_hero_hu14_t1_dlc24_blue_scribes	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1081884417	wh2_dlc11_art_set_cst_admiral_female_deep_01	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
1082009183	wh3_main_art_set_nur_plagueridden_death_03	0	0		none	wh3_main_uniform_nur_plagueridden_03			wh3_uniform_nur_ship_transport	wh3_uniform_nur_ship_transport	cam_lord_hu4d_wh3_nurgle_plagueridden_sword	cam_nur_ship_01	cam_nur_ship_01	87	0	0
1083512333	wh2_main_art_set_hef_mage_07	0	0		none	wh2_main_uniform_hef_mage_07			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_medium_ship_05	cam_medium_ship_05	0	0	0
108375308	wh3_main_art_set_ogr_tyrant_02	0	0		none	wh3_main_uniform_ogr_tyrant_02			wh3_uniform_ogr_ship_lord	wh3_uniform_ogr_ship_lord	cam_hu13_wh3_ogre_hammer_and_sword	cam_ogr_ship_01	cam_ogr_ship_01	0	146	146
1084043446	wh2_dlc10_art_set_def_supreme_sorceress_dark_02	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
1086339195	wh2_main_art_set_hef_loremaster_of_hoeth_qb_general	0	0		none	wh2_main_uniform_hef_loremaster_of_hoeth_01			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_2handed_sword	cam_medium_ship_05	cam_medium_ship_05	0	0	0
1086586570	wh2_pro07_art_set_emp_amethyst_wizard_03	0	0		none	wh2_pro07_uniform_emp_amethyst_wizard_03			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_pr8_amethyst_staff_and_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
1089723938	wh_dlc03_art_set_bst_bray_shaman_04_shadows	0	0		none	wh_dlc03_uniform_bst_bray_shaman_04			wh_dlc03_campaign_bst_ship_light	wh_dlc03_campaign_bst_ship_light	cam_hu6_gor_staff_and_sword	cam_beastmen_ship01	cam_beastmen_ship01	0	0	0
1089790486	wh3_dlc20_art_set_chs_sorcerer_lord_tzeentch_mtze_03	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_03			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
1090953098	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_metal_04	0	0		none	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_04			wh3_dlc23_uniform_chd_ship_agent	wh3_dlc23_uniform_chd_ship_agent	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	2	2
1092349481	wh3_dlc23_art_set_chd_sorcerer_prophet_death_03	0	0		none	wh3_dlc23_art_set_chd_sorcerer_prophet_03			wh3_dlc23_uniform_chd_ship_lord	wh3_dlc23_uniform_chd_ship_lord	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	1	1
1093647270	wh2_twa04_art_set_bst_great_bray_shaman_death_03	0	0		none	wh2_twa04_uniform_bst_great_bray_shaman_03			wh_dlc03_campaign_bst_ship_light	wh_dlc03_campaign_bst_ship_agent	cam_hu6_gor_staff_and_sword	cam_beastmen_ship01	cam_beastmen_ship01	0	0	0
10985457	wh3_main_art_set_cth_lord_magistrate_reserves	0	0		none	wh3_main_uniform_cth_lord_magistrate_01			wh3_uniform_cth_ship_lord	wh3_uniform_cth_ship_lord	cam_hu1e_sword_lord	cam_cathayship_01	cam_cathayship_01	0	0	0
1100213260	wh3_main_art_set_ksl_ice_witch_tempest_05	0	0		none	wh3_main_uniform_ksl_ice_witch_05			wh3_uniform_ksl_ship_lord	wh3_uniform_ksl_ship_lord	cam_hu1_empire_sword_and_shield	cam_ksl_ship_01	cam_ksl_ship_01	148	0	0
1101214208	wh3_main_art_set_cth_astromancer_02	0	0		none	wh3_main_uniform_cth_astromancer_02			wh3_uniform_cth_ship_agent	wh3_uniform_cth_ship_agent	cam_cth_cha_astromancer_0	cam_cathayship_01	cam_cathayship_01	0	0	0
1101750716	wh3_main_art_set_tze_herald_of_tzeentch_metal_05	0	0		none	wh3_main_uniform_tze_herald_of_tzeentch_05			wh3_uniform_tze_ship_agent	wh3_uniform_tze_ship_agent	cam_lord_hu14_wh3_pink_horror_staff_and_book	cam_tze_ship_01	cam_tze_ship_01	150	0	0
1102571260	wh3_main_art_set_tze_iridescent_horror_tzeentch_02	0	0		none	wh3_main_uniform_tze_iridescent_horror_02			wh3_uniform_tze_ship_agent	wh3_uniform_tze_ship_agent	cam_hero_hu14_wh3_pink_horror_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1103861816	wh3_main_art_set_nur_exalted_great_unclean_one_nurgle_01	0	0		none	wh3_main_uniform_nur_exalted_great_unclean_one_01			wh3_uniform_nur_ship_transport	wh3_uniform_nur_ship_transport	cam_hu9b_wh3_great_unclean_one_sword	cam_nur_ship_01	cam_nur_ship_01	0	0	0
1106451652	wh3_main_art_set_tze_exalted_lord_of_change_metal_02	0	0		none	wh3_main_uniform_tze_exalted_lord_of_change_02			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu10c_wh3_exalted_lord_of_change_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1109791365	wh2_dlc11_art_set_cst_admiral_tech_04_female	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
1112864574	wh2_dlc09_art_set_tmb_liche_priest_04	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
1113712550	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_fire_03	0	0		none	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_03			wh3_dlc23_uniform_chd_ship_agent	wh3_dlc23_uniform_chd_ship_agent	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	2	2
111488423	wh3_main_art_set_sla_exalted_keeper_of_secrets_slaanesh_03	0	0		none	wh3_main_uniform_sla_exalted_keeper_of_secrets_03			wh3_uniform_sla_ship_lord	wh3_uniform_sla_ship_lord	cam_wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0	cam_slaaneshship_01	cam_slaaneshship_01	0	0	0
1115789633	wh_dlc03_art_set_bst_bray_shaman_02_death	0	0		none	wh_dlc03_uniform_bst_bray_shaman_02			wh_dlc03_campaign_bst_ship_light	wh_dlc03_campaign_bst_ship_light	cam_hu6_gor_staff_and_sword	cam_beastmen_ship01	cam_beastmen_ship01	0	0	0
1116028336	wh3_main_art_set_ksl_patriarch_02	0	0		none	wh3_main_uniform_ksl_patriarch_02			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_ksl_ship_01	cam_ksl_ship_01	0	0	0
1120780155	wh2_twa02_art_set_wef_glade_captain_01	0	0		none	wh2_twa02_uniform_wef_glade_captain_01			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hero_hu1b_hef_spear_and_bow	cam_transport_ship_03	cam_transport_ship_03	0	0	0
1133066411	wh2_dlc16_art_set_skv_chieftain_04	0	0		none	wh2_dlc16_uniform_skv_chieftain_04			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hero_hu17_dlc16_halberd	cam_medium_ship_06	cam_medium_ship_06	0	0	0
1135186692	wh3_main_art_set_ksl_frost_maiden_02_tempest	0	0		none	wh3_main_uniform_ksl_frost_maiden_02			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_hero_hu1_frost_maiden_sword_and_magic	cam_ksl_ship_01	cam_ksl_ship_01	147	0	0
1138802032	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_death_04	0	0		none	wh3_dlc23_art_set_chd_daemonsmith_sorcerer_04			wh3_dlc23_uniform_chd_ship_agent	wh3_dlc23_uniform_chd_ship_agent	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	2	2
1140803948	wh3_main_art_set_tze_exalted_lord_of_change_metal_03	0	0		none	wh3_main_uniform_tze_exalted_lord_of_change_03			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu10c_wh3_exalted_lord_of_change_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1141992951	wh3_main_art_set_tze_exalted_lord_of_change_metal_01	0	0		none	wh3_main_uniform_tze_exalted_lord_of_change_01			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu10c_wh3_exalted_lord_of_change_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1142321135	wh3_main_art_set_ksl_frost_maiden_05_ice	0	0		none	wh3_main_uniform_ksl_frost_maiden_05			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_hero_hu1_frost_maiden_sword_and_magic	cam_ksl_ship_01	cam_ksl_ship_01	147	0	0
1143662086	wh3_main_pro_art_set_ksl_patriarch_01	0	0		none	wh3_main_uniform_ksl_patriarch_01			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_ksl_ship_01	cam_ksl_ship_01	0	0	0
1146264518	wh2_main_art_set_def_sorceress_04_shadow	0	0		none	wh2_main_uniform_def_sorceress_04			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
1146666045	wh3_main_art_set_kho_exalted_bloodthirster_02	0	0		none	wh3_main_uniform_kho_exalted_bloodthirster_02			wh3_uniform_kho_ship_lord	wh3_uniform_kho_ship_lord	cam_lord_hu10_wh3_bloodthirster_axe_and_whip	cam_khorne_ship_01	cam_khorne_ship_01	155	145	145
1147982583	wh3_dlc24_art_set_tze_exalted_lord_of_change_metal_locked_army_03	0	0		none	wh3_main_uniform_tze_exalted_lord_of_change_03			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_lord_hu10c_wh3_exalted_lord_of_change_staff	cam_tze_ship_01	cam_tze_ship_01	0	0	0
1148579704	wh3_dlc23_art_set_chd_zhatan	0	0		none	wh3_dlc23_uniform_chd_zhatan			wh3_dlc23_uniform_chd_ship_lord	wh3_dlc23_uniform_chd_ship_lord	cam_lord_hu3_dlc23_zhatan_axe_shield	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	1	1
1150313001	wh3_dlc25_art_set_emp_engineer_03	0	0		none	wh3_dlc25_uniform_emp_engineer_03			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hero_hu1_empire_engineer_repeater_rifle	cam_light_ship_01	cam_heavy_ship_01	0	0	0
1157279518	wh3_dlc24_ksl_hag_witch_death_05	0	0		none	wh3_dlc24_uniform_ksl_cha_hag_witch_05			wh3_uniform_ksl_ship_agent	wh3_uniform_ksl_ship_agent	cam_hero_hu1i_dlc24_hag_witch_sled01	cam_ksl_ship_01	cam_ksl_ship_01	147	0	0
1161268818	wh2_dlc10_hef_handmaiden_qb_general	0	0		none	wh2_dlc10_uniform_hef_handmaiden_01			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1b_hef_spear_and_bow	cam_medium_ship_05	cam_medium_ship_05	0	0	0
1161561801	wh3_dlc25_art_set_dwf_daemon_slayer_02	0	0		none	wh3_dlc25_uniform_dwf_daemon_slayer_02			wh_main_campaign_dwf_ship_heavy	wh_main_campaign_dwf_ship_heavy	cam_hero_hu3_dlc25_garagrim_dual_axe	cam_heavy_ship_03	cam_heavy_ship_03	0	0	0
1162117930	wh2_main_art_set_lzd_slann_mage_priest_06	0	0		none	wh2_main_uniform_lzd_slann_mage_priest_01			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu9_slann_mace	cam_transport_ship_04	cam_transport_ship_04	0	0	0
1162381201	wh2_dlc15_art_set_hef_archmage_05	0	0		none	wh2_dlc15_uniform_hef_archmage_05			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_lord_hu1b_dlc15_archmage_staff_sword	cam_medium_ship_05	cam_medium_ship_05	0	0	0
1164296523	wh2_dlc13_lzd_kroxigor_ancient_horde_03	0	0		none	wh2_dlc13_uniform_lzd_kroxigor_ancient_03			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu7c_dlc13_kroxigor_ancient_2handed_axe	cam_transport_ship_04	cam_transport_ship_04	0	0	0
1165794969	wh2_dlc11_art_set_cst_harkon_1	0	0		none	wh2_dlc11_uniform_cst_harkon			wh2_dlc11_campaign_cst_ship_harkon_01	wh2_dlc11_campaign_cst_ship_harkon_01	cam_lord_hu1_cst_luthor_cutlass_and_pistol	cam_cst_luthor_harkon_ship_01	cam_cst_luthor_harkon_ship_01	0	0	0
1172883786	wh2_main_art_set_lzd_skink_chief_02_tlaqua	0	0		none	wh2_main_uniform_lzd_skink_chief_02			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_hero_hu7_skink_club_and_blowpipe	cam_transport_ship_04	cam_transport_ship_04	0	0	0
1173716988	wh2_dlc10_art_set_def_supreme_sorceress_death_05	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
1174887870	wh3_dlc23_art_set_chd_sorcerer_prophet_metal_05	0	0		none	wh3_dlc23_art_set_chd_sorcerer_prophet_05			wh3_dlc23_uniform_chd_ship_lord	wh3_dlc23_uniform_chd_ship_lord	cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	cam_chaosdwarfsship_01	cam_chaosdwarfsship_01	0	1	1
1176909868	wh_main_art_set_brt_damsel_02_life	0	0		none	wh_main_uniform_brt_damsel_02			wh_main_campaign_brt_ship_light	wh_main_campaign_brt_ship_heavy	cam_hu1b_bretonnian_staff_and_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
1177504307	wh3_main_art_set_ksl_ice_witch_tempest_03	0	0		none	wh3_main_uniform_ksl_ice_witch_03			wh3_uniform_ksl_ship_lord	wh3_uniform_ksl_ship_lord	cam_hu1_empire_sword_and_shield	cam_ksl_ship_01	cam_ksl_ship_01	148	0	0
1180111471	wh2_main_art_set_skv_warlock_engineer_02	0	0		none	wh2_main_uniform_skv_warlock_engineer_02			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	0	0	0
1181028065	wh2_main_art_set_def_sorceress_03	0	0		none	wh2_main_uniform_def_sorceress_03			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	0	0	0
1184783569	wh3_main_art_set_ogr_slaughtermaster_great_maw_01	0	0		none	wh3_main_uniform_ogr_slaughtermaster_01			wh3_uniform_ogr_ship_lord	wh3_uniform_ogr_ship_lord	cam_lord_hu13_wh3_ogre_handblade_and_ironfist	cam_ogr_ship_01	cam_ogr_ship_01	0	146	146
1184897887	wh_dlc08_art_set_nor_fimir_balefiend_fire_03	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_03			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
1185633619	wh2_dlc11_art_set_cst_fleet_captain_campaign_02	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_captain_02			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1b_cst_captain_cutlass_and_hook	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
1187086529	wh2_dlc09_art_set_tmb_tomb_king_01	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
1187668749	wh_main_art_set_vmp_vampire_03_shadow	0	0		none	wh_main_uniform_vmp_vampire_03			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
