from	to
wh2_dlc15_special_settlement_tor_yvresse_def_4	wh2_dlc15_special_settlement_tor_yvresse_def_4
wh2_dlc15_special_settlement_tor_yvresse_def_5	wh2_dlc15_special_settlement_tor_yvresse_def_5
wh2_dlc15_special_settlement_tor_yvresse_def_ruin	wh2_dlc15_special_settlement_tor_yvresse_def_ruin
wh2_dlc15_special_settlement_tor_yvresse_eltharion_1	wh2_dlc15_special_settlement_tor_yvresse_eltharion_1
wh2_dlc15_special_settlement_tor_yvresse_eltharion_2	wh2_dlc15_special_settlement_tor_yvresse_eltharion_2
wh2_dlc15_special_settlement_tor_yvresse_eltharion_3	wh2_dlc15_special_settlement_tor_yvresse_eltharion_3
wh2_dlc15_special_settlement_tor_yvresse_eltharion_4	wh2_dlc15_special_settlement_tor_yvresse_eltharion_4
wh2_dlc15_special_settlement_tor_yvresse_eltharion_5	wh2_dlc15_special_settlement_tor_yvresse_eltharion_5
wh2_dlc15_special_settlement_tor_yvresse_eltharion_ruin	wh2_dlc15_special_settlement_tor_yvresse_eltharion_ruin
wh2_dlc15_special_settlement_tor_yvresse_hef_1	wh2_dlc15_special_settlement_tor_yvresse_hef_1
wh2_dlc15_special_settlement_tor_yvresse_hef_2	wh2_dlc15_special_settlement_tor_yvresse_hef_2
wh2_dlc15_special_settlement_tor_yvresse_hef_3	wh2_dlc15_special_settlement_tor_yvresse_hef_3
wh2_dlc15_special_settlement_tor_yvresse_hef_4	wh2_dlc15_special_settlement_tor_yvresse_hef_4
wh2_dlc15_special_settlement_tor_yvresse_hef_5	wh2_dlc15_special_settlement_tor_yvresse_hef_5
wh2_dlc15_special_settlement_tor_yvresse_hef_ruin	wh2_dlc15_special_settlement_tor_yvresse_hef_ruin
wh2_dlc17_bst_settlement_major_1	wh2_dlc17_bst_settlement_major_1
wh2_dlc17_bst_settlement_major_2	wh2_dlc17_bst_settlement_major_2
wh2_dlc17_bst_settlement_major_3	wh2_dlc17_bst_settlement_major_3
wh2_dlc17_bst_settlement_major_4	wh2_dlc17_bst_settlement_major_4
wh2_dlc17_bst_settlement_major_5	wh2_dlc17_bst_settlement_major_5
wh2_dlc17_bst_settlement_major_ruin	wh2_dlc17_bst_settlement_major_ruin
wh2_dlc17_bst_special_settlement_altdorf_1	wh2_dlc17_bst_special_settlement_altdorf_1
wh2_dlc17_bst_special_settlement_altdorf_2	wh2_dlc17_bst_special_settlement_altdorf_2
wh2_dlc17_bst_special_settlement_altdorf_3	wh2_dlc17_bst_special_settlement_altdorf_3
wh2_dlc17_bst_special_settlement_altdorf_4	wh2_dlc17_bst_special_settlement_altdorf_4
wh2_dlc17_bst_special_settlement_altdorf_5	wh2_dlc17_bst_special_settlement_altdorf_5
wh2_dlc17_bst_special_settlement_altdorf_ruin	wh2_dlc17_bst_special_settlement_altdorf_ruin
wh2_dlc17_bst_special_settlement_black_crag_1	wh2_dlc17_bst_special_settlement_black_crag_1
wh2_dlc17_bst_special_settlement_black_crag_2	wh2_dlc17_bst_special_settlement_black_crag_2
wh2_dlc17_bst_special_settlement_black_crag_3	wh2_dlc17_bst_special_settlement_black_crag_3
wh2_dlc17_bst_special_settlement_black_crag_4	wh2_dlc17_bst_special_settlement_black_crag_4
wh2_dlc17_bst_special_settlement_black_crag_5	wh2_dlc17_bst_special_settlement_black_crag_5
wh2_dlc17_bst_special_settlement_black_crag_ruin	wh2_dlc17_bst_special_settlement_black_crag_ruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_1	wh2_dlc17_bst_special_settlement_castle_drakenhof_1
wh2_dlc17_bst_special_settlement_castle_drakenhof_2	wh2_dlc17_bst_special_settlement_castle_drakenhof_2
wh2_dlc17_bst_special_settlement_castle_drakenhof_3	wh2_dlc17_bst_special_settlement_castle_drakenhof_3
wh2_dlc17_bst_special_settlement_castle_drakenhof_4	wh2_dlc17_bst_special_settlement_castle_drakenhof_4
wh2_dlc17_bst_special_settlement_castle_drakenhof_5	wh2_dlc17_bst_special_settlement_castle_drakenhof_5
wh2_dlc17_bst_special_settlement_castle_drakenhof_ruin	wh2_dlc17_bst_special_settlement_castle_drakenhof_ruin
wh2_dlc17_bst_special_settlement_couronne_1	wh2_dlc17_bst_special_settlement_couronne_1
wh2_dlc17_bst_special_settlement_couronne_2	wh2_dlc17_bst_special_settlement_couronne_2
wh2_dlc17_bst_special_settlement_couronne_3	wh2_dlc17_bst_special_settlement_couronne_3
wh2_dlc17_bst_special_settlement_couronne_4	wh2_dlc17_bst_special_settlement_couronne_4
wh2_dlc17_bst_special_settlement_couronne_5	wh2_dlc17_bst_special_settlement_couronne_5
wh2_dlc17_bst_special_settlement_couronne_ruin	wh2_dlc17_bst_special_settlement_couronne_ruin
wh2_dlc17_bst_special_settlement_hexoatl_1	wh2_dlc17_bst_special_settlement_hexoatl_1
wh2_dlc17_bst_special_settlement_hexoatl_2	wh2_dlc17_bst_special_settlement_hexoatl_2
wh2_dlc17_bst_special_settlement_hexoatl_3	wh2_dlc17_bst_special_settlement_hexoatl_3
wh2_dlc17_bst_special_settlement_hexoatl_4	wh2_dlc17_bst_special_settlement_hexoatl_4
wh2_dlc17_bst_special_settlement_hexoatl_5	wh2_dlc17_bst_special_settlement_hexoatl_5
wh2_dlc17_bst_special_settlement_hexoatl_ruin	wh2_dlc17_bst_special_settlement_hexoatl_ruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_1	wh2_dlc17_bst_special_settlement_karaz_a_karak_1
wh2_dlc17_bst_special_settlement_karaz_a_karak_2	wh2_dlc17_bst_special_settlement_karaz_a_karak_2
wh2_dlc17_bst_special_settlement_karaz_a_karak_3	wh2_dlc17_bst_special_settlement_karaz_a_karak_3
wh2_dlc17_bst_special_settlement_karaz_a_karak_4	wh2_dlc17_bst_special_settlement_karaz_a_karak_4
wh2_dlc17_bst_special_settlement_karaz_a_karak_5	wh2_dlc17_bst_special_settlement_karaz_a_karak_5
wh2_dlc17_bst_special_settlement_karaz_a_karak_ruin	wh2_dlc17_bst_special_settlement_karaz_a_karak_ruin
wh2_dlc17_bst_special_settlement_kislev_1	wh2_dlc17_bst_special_settlement_kislev_1
wh2_dlc17_bst_special_settlement_kislev_2	wh2_dlc17_bst_special_settlement_kislev_2
wh2_dlc17_bst_special_settlement_kislev_3	wh2_dlc17_bst_special_settlement_kislev_3
wh2_dlc17_bst_special_settlement_kislev_4	wh2_dlc17_bst_special_settlement_kislev_4
wh2_dlc17_bst_special_settlement_kislev_5	wh2_dlc17_bst_special_settlement_kislev_5
wh2_dlc17_bst_special_settlement_kislev_ruin	wh2_dlc17_bst_special_settlement_kislev_ruin
wh2_dlc17_bst_special_settlement_lothern_1	wh2_dlc17_bst_special_settlement_lothern_1
wh2_dlc17_bst_special_settlement_lothern_2	wh2_dlc17_bst_special_settlement_lothern_2
wh2_dlc17_bst_special_settlement_lothern_3	wh2_dlc17_bst_special_settlement_lothern_3
wh2_dlc17_bst_special_settlement_lothern_4	wh2_dlc17_bst_special_settlement_lothern_4
wh2_dlc17_bst_special_settlement_lothern_5	wh2_dlc17_bst_special_settlement_lothern_5
wh2_dlc17_bst_special_settlement_lothern_ruin	wh2_dlc17_bst_special_settlement_lothern_ruin
wh2_dlc17_bst_special_settlement_naggarond_1	wh2_dlc17_bst_special_settlement_naggarond_1
wh2_dlc17_bst_special_settlement_naggarond_2	wh2_dlc17_bst_special_settlement_naggarond_2
wh2_dlc17_bst_special_settlement_naggarond_3	wh2_dlc17_bst_special_settlement_naggarond_3
wh2_dlc17_bst_special_settlement_naggarond_4	wh2_dlc17_bst_special_settlement_naggarond_4
wh2_dlc17_bst_special_settlement_naggarond_5	wh2_dlc17_bst_special_settlement_naggarond_5
wh2_dlc17_bst_special_settlement_naggarond_ruin	wh2_dlc17_bst_special_settlement_naggarond_ruin
wh2_dlc17_bst_special_settlement_oak_of_ages_1	wh2_dlc17_bst_special_settlement_oak_of_ages_1
wh2_dlc17_bst_special_settlement_oak_of_ages_2	wh2_dlc17_bst_special_settlement_oak_of_ages_2
wh2_dlc17_bst_special_settlement_oak_of_ages_3	wh2_dlc17_bst_special_settlement_oak_of_ages_3
wh2_dlc17_bst_special_settlement_oak_of_ages_4	wh2_dlc17_bst_special_settlement_oak_of_ages_4
wh2_dlc17_bst_special_settlement_oak_of_ages_5	wh2_dlc17_bst_special_settlement_oak_of_ages_5
wh2_dlc17_bst_special_settlement_oak_of_ages_ruin	wh2_dlc17_bst_special_settlement_oak_of_ages_ruin
wh2_dlc17_bst_special_settlement_wei_jin_1	wh2_dlc17_bst_special_settlement_wei_jin_1
wh2_dlc17_bst_special_settlement_wei_jin_2	wh2_dlc17_bst_special_settlement_wei_jin_2
wh2_dlc17_bst_special_settlement_wei_jin_3	wh2_dlc17_bst_special_settlement_wei_jin_3
wh2_dlc17_bst_special_settlement_wei_jin_4	wh2_dlc17_bst_special_settlement_wei_jin_4
wh2_dlc17_bst_special_settlement_wei_jin_5	wh2_dlc17_bst_special_settlement_wei_jin_5
wh2_dlc17_bst_special_settlement_wei_jin_ruin	wh2_dlc17_bst_special_settlement_wei_jin_ruin
wh2_dlc17_bst_special_settlement_zharr_naggrund_1	wh2_dlc17_bst_special_settlement_zharr_naggrund_1
wh2_dlc17_bst_special_settlement_zharr_naggrund_2	wh2_dlc17_bst_special_settlement_zharr_naggrund_2
wh2_dlc17_bst_special_settlement_zharr_naggrund_3	wh2_dlc17_bst_special_settlement_zharr_naggrund_3
wh2_dlc17_bst_special_settlement_zharr_naggrund_4	wh2_dlc17_bst_special_settlement_zharr_naggrund_4
wh2_dlc17_bst_special_settlement_zharr_naggrund_5	wh2_dlc17_bst_special_settlement_zharr_naggrund_5
wh2_dlc17_bst_special_settlement_zharr_naggrund_ruin	wh2_dlc17_bst_special_settlement_zharr_naggrund_ruin
wh2_dlc17_silent_sanctum_core_0	wh2_dlc17_silent_sanctum_core_0
wh2_dlc17_silent_sanctum_core_1	wh2_dlc17_silent_sanctum_core_1
wh2_dlc17_special_marienburg_port_beastmen_1	wh2_dlc17_special_marienburg_port_beastmen_1
wh2_dlc17_special_marienburg_port_beastmen_ruin	wh2_dlc17_special_marienburg_port_beastmen_ruin
wh2_main_def_port_1	wh2_main_def_port_1
wh2_main_def_port_2	wh2_main_def_port_2
wh2_main_def_port_3	wh2_main_def_port_3
wh2_main_def_port_ruin	wh2_main_def_port_ruin
wh2_main_def_settlement_major_1	wh2_main_def_settlement_major_1
wh2_main_def_settlement_major_2	wh2_main_def_settlement_major_2
wh2_main_def_settlement_major_3	wh2_main_def_settlement_major_3
wh2_main_def_settlement_major_4	wh2_main_def_settlement_major_4
wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_5
wh2_main_def_settlement_major_ruin	wh2_main_def_settlement_major_ruin
wh2_main_def_settlement_minor_1	wh2_main_def_settlement_minor_1
wh2_main_def_settlement_minor_2	wh2_main_def_settlement_minor_2
wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_3
wh2_main_def_settlement_minor_ruin	wh2_main_def_settlement_minor_ruin
wh2_main_hef_port_1	wh2_main_hef_port_1
wh2_main_hef_port_2	wh2_main_hef_port_2
wh2_main_hef_port_3	wh2_main_hef_port_3
wh2_main_hef_port_ruin	wh2_main_hef_port_ruin
wh2_main_hef_settlement_major_1	wh2_main_hef_settlement_major_1
wh2_main_hef_settlement_major_2	wh2_main_hef_settlement_major_2
wh2_main_hef_settlement_major_3	wh2_main_hef_settlement_major_3
wh2_main_hef_settlement_major_4	wh2_main_hef_settlement_major_4
wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_5
wh2_main_hef_settlement_major_ruin	wh2_main_hef_settlement_major_ruin
wh2_main_hef_settlement_minor_1	wh2_main_hef_settlement_minor_1
wh2_main_hef_settlement_minor_2	wh2_main_hef_settlement_minor_2
wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_3
