key	agent	culture	associated_unit	season	level	agent_recruited_movie	gender	icon	small_icon	recruitable_in_ui
1254103482	general	wh3_main_kho_khorne	wh3_main_kho_cha_herald_of_khorne_0		0				ui/campaign ui/agents/paladin.png	true
1264657454	runesmith	wh3_main_ksl_kislev	wh3_dlc24_ksl_cha_hag_witch_death		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
1299086447	wizard	wh2_main_rogue	wh_main_emp_cha_wizard_fire_0		0		m	UI/units/icons/wh_main_emp_wizard_fire.png	ui/campaign ui/agents/wh_main_wizard.png	true
130851887	dignitary	wh_dlc08_nor_norsca	wh_dlc08_nor_cha_fimir_balefiend_fire_0		0		m	UI/units/icons/wh_dlc08_nor_fimir_balefiend.png	ui/campaign ui/agents/wh_dlc08_nor_fimir.png	true
1328642716	colonel	wh3_main_dae_daemons			0				ui/campaign ui/agents/paladin.png	true
1340876120	spy	wh3_main_ogr_ogre_kingdoms	wh3_main_ogr_cha_hunter_0		0		m		ui/campaign ui/agents/wh3_main_ogr_hunter.png	true
1346142836	champion	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_cha_mourngul_haunter		0		m		ui/campaign ui/agents/wh2_dlc11_cst_champion.png	true
1348389486	champion	wh_dlc08_nor_norsca	wh_main_chs_cha_exalted_hero_0		0		m	UI/units/icons/wh_main_chs_exalted_hero.png	ui/campaign ui/agents/wh_main_chs_champion.png	true
1350129511	wizard	wh3_main_cth_cathay	wh3_main_cth_cha_astromancer_0		0		m		ui/campaign ui/agents/wh_main_lore_heavens.png	true
1351496384	minister	wh3_main_nur_nurgle			0				ui/campaign ui/agents/paladin.png	true
1366189030	general	wh3_main_cth_cathay	wh3_main_cth_cha_lord_caravan_master		0				ui/campaign ui/agents/paladin.png	true
1396095336	general	wh3_main_ogr_ogre_kingdoms	wh3_main_ogr_cha_tyrant_0		0				ui/campaign ui/agents/paladin.png	true
1412286428	engineer	wh3_main_sla_slaanesh	wh3_main_sla_cha_alluress_slaanesh_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
1452428090	dignitary	wh3_main_nur_nurgle	wh3_main_nur_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_nur_cultist.png	true
1466396171	dignitary	wh3_main_ogr_ogre_kingdoms	wh3_main_ogr_cha_firebelly_0		0		m		ui/campaign ui/agents/wh_main_lore_fire.png	true
147089535	spy	wh3_dlc23_chd_chaos_dwarfs	wh3_dlc23_chd_cha_gorduz_backstabber		0		m		ui/campaign ui/agents/wh_main_grn_spy.png	false
1492261338	wizard	wh3_main_ogr_ogre_kingdoms	wh3_main_ogr_cha_butcher_beasts_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
1495726890	minister	wh3_main_kho_khorne			0				ui/campaign ui/agents/paladin.png	true
1503326917	dignitary	wh_main_grn_greenskins			0		m		ui/campaign ui/agents/paladin.png	true
1505540076	champion	wh2_main_rogue	wh_main_emp_cha_captain_0		0		m	UI/units/icons/wh_main_emp_captain.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
1529364014	wizard	wh3_main_ksl_kislev	wh3_main_ksl_cha_frost_maiden_ice_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
1550361936	wizard	wh3_main_pro_ksl_kislev	wh3_main_pro_ksl_cha_frost_maiden_ice_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
1578902865	runesmith	wh2_main_lzd_lizardmen	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
1598080229	dignitary	wh_main_brt_bretonnia			0		m		ui/campaign ui/agents/paladin.png	true
1598102204	dignitary	wh_dlc05_wef_wood_elves	wh2_twa02_wef_cha_glade_captain_0		0		f		ui/campaign ui/agents/wh2_dlc16_wef_dignitary.png	true
1606745948	engineer	wh3_main_tze_tzeentch	wh3_main_tze_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_dlc24_tze_cultist_special.png	false
1615625587	colonel	wh3_main_nur_nurgle			0				ui/campaign ui/agents/paladin.png	true
1641575400	minister	wh3_main_dae_daemons			0				ui/campaign ui/agents/paladin.png	true
1656565959	dignitary	wh_main_chs_chaos	wh3_main_sla_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_sla_cultist.png	true
169764009	colonel	wh2_dlc11_cst_vampire_coast			0				ui/campaign ui/agents/paladin.png	true
1766367596	colonel	wh3_main_cth_cathay			0				ui/campaign ui/agents/paladin.png	true
1769325651	minister	wh3_main_cth_cathay			0				ui/campaign ui/agents/paladin.png	true
1771804316	general	wh3_main_pro_ksl_kislev	wh3_main_ksl_cha_boyar_0		0				ui/campaign ui/agents/paladin.png	true
1781824258	colonel	wh_dlc08_nor_norsca			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
1803883940	engineer	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_cha_necrotect_0		0		m		ui/campaign ui/agents/wh2_dlc09_tmb_engineer.png	true
1811693418	engineer	wh3_dlc23_chd_chaos_dwarfs	wh3_dlc23_chd_cha_infernal_castellan		0		m		UI/Campaign UI/Agents/wh3_dlc23_chd_infernal_castellan.png	true
1836215409	engineer	wh3_main_cth_cathay	wh3_main_cth_cha_alchemist_0		0		f		ui/campaign ui/agents/wh_main_lore_metal.png	true
1855484329	dignitary	wh_main_chs_chaos	wh3_main_tze_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_tze_cultist.png	true
1863471942	general	wh2_main_rogue	wh_main_emp_cha_general_0		0				ui/campaign ui/agents/wh_main_emp_champion.png	true
1889697554	dignitary	wh_main_chs_chaos	wh3_main_nur_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_nur_cultist.png	true
1928090079	engineer	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_cha_gunnery_wight_0		0		m		ui/campaign ui/agents/wh2_dlc11_cst_engineer.png	true
1975091537	dignitary	wh2_dlc09_tmb_tomb_kings			0		m		ui/campaign ui/agents/paladin.png	true
1997759947	colonel	wh3_main_ogr_ogre_kingdoms			0				ui/campaign ui/agents/paladin.png	true
2001275565	dignitary	wh2_main_hef_high_elves	wh2_dlc10_hef_cha_handmaiden_0		0		f		ui/campaign ui/agents/wh2_dlc10_hef_handmaiden.png	true
2002953792	runesmith	wh3_main_kho_khorne	wh3_main_kho_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_kho_cultist.png	true
2006143006	wizard	wh3_main_sla_slaanesh	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla		0		m	UI/units/icons/wh_main_chs_sorcerer.png	ui/campaign ui/agents/wh_main_wizard.png	true
2014253694	spy	wh3_main_nur_nurgle	wh3_main_nur_cha_plagueridden_nurgle_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
2019735024	spy	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_cha_damned_paladin_0		0		m		ui/campaign ui/agents/paladin.png	false
2039089441	colonel	wh2_main_rogue			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
2041084195	runesmith	wh2_main_skv_skaven	wh2_dlc16_skv_cha_packmaster_0		0		m		ui/campaign ui/agents/wh2_dlc16_skv_runesmith.png	true
2052076264	wizard	wh3_main_tze_tzeentch	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze		0		m	UI/units/icons/wh_main_chs_sorcerer.png	ui/campaign ui/agents/wh_main_wizard.png	true
2064663880	wizard	wh_dlc08_nor_norsca	wh_dlc08_nor_cha_shaman_sorcerer_fire_0		0		m	UI/units/icons/wh_main_chs_sorcerer.png	ui/campaign ui/agents/wh_main_wizard.png	true
2107438752	champion	wh3_main_nur_nurgle	wh_main_chs_cha_exalted_hero_0		0		m	UI/units/icons/wh_main_chs_exalted_hero.png	ui/campaign ui/agents/wh_main_chs_champion.png	true
2127341292	dignitary	wh_dlc03_bst_beastmen			0		m		ui/campaign ui/agents/paladin.png	true
2146284341	general	wh3_main_dae_daemons	wh3_main_kho_cha_herald_of_khorne_0		0				ui/campaign ui/agents/paladin.png	true
222716733	dignitary	wh_main_dwf_dwarfs			0		m		ui/campaign ui/agents/paladin.png	true
225	colonel	wh_main_emp_empire			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
227243909	spy	wh_dlc03_bst_beastmen	wh2_dlc17_bst_cha_wargor_0		0		m	UI/units/icons/wh2_dlc17_bst_wargor.png	ui/campaign ui/agents/wh2_dlc17_bst_wargor.png	true
238507516	general	wh3_main_ksl_kislev	wh3_main_ksl_cha_boyar_0		0				ui/campaign ui/agents/paladin.png	true
241812861	colonel	wh3_dlc23_chd_chaos_dwarfs			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
270	colonel	wh_main_dwf_dwarfs			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
272934381	spy	wh3_main_dae_daemons	wh3_main_nur_cha_plagueridden_death_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
287	minister	wh_main_emp_empire			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
313278833	minister	wh3_main_sla_slaanesh			0				ui/campaign ui/agents/paladin.png	true
316718953	engineer	wh3_main_dae_daemons	wh3_main_sla_cha_alluress_shadow_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
336	colonel	wh_main_brt_bretonnia			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
341	colonel	wh_main_chs_chaos			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
376	champion	wh_main_emp_empire	wh_main_emp_cha_captain_0		0		m	UI/units/icons/wh_main_emp_captain.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
377	spy	wh_main_emp_empire	wh_main_emp_cha_witch_hunter		0		m	UI/units/icons/wh_main_emp_witch_hunter.png	ui/campaign ui/agents/wh_main_emp_spy.png	true
382	dignitary	wh_main_emp_empire	wh_main_emp_cha_warrior_priest_0		0		m	UI/units/icons/wh_main_emp_warrior_priest.png	ui/campaign ui/agents/wh_main_emp_dignitary.png	true
391	spy	wh_main_grn_greenskins	wh_main_grn_cha_goblin_big_boss_0		0		m	UI/units/icons/wh_main_grn_goblin_boss.png	ui/campaign ui/agents/wh_main_grn_spy.png	true
392511889	champion	wh3_main_tze_tzeentch	wh3_dlc24_tze_cha_aekold_helbrass		0		m		ui/campaign ui/agents/wh_main_chs_champion.png	false
393	champion	wh_main_vmp_vampire_counts	wh_main_vmp_cha_wight_king_0		0		m	UI/units/icons/wh_main_vmp_wight_king.png	ui/campaign ui/agents/wh_main_vmp_champion.png	true
399	spy	wh_main_vmp_vampire_counts	wh_main_vmp_cha_banshee		0		f	UI/units/icons/wh_main_vmp_banshee.png	ui/campaign ui/agents/wh_main_vmp_spy.png	true
406	dignitary	wh_main_vmp_vampire_counts	wh_main_vmp_cha_vampire_0		0		f	UI/units/icons/wh_main_vmp_vampire.png	ui/campaign ui/agents/wh_main_lore_death.png	true
407	general	wh_main_emp_empire	wh_main_emp_cha_general_0		0				ui/campaign ui/agents/wh_main_emp_champion.png	true
412	general	wh_main_brt_bretonnia	wh_main_brt_cha_lord_0		0			UI/units/icons/wh_main_brt_lord.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
415683251	general	wh3_dlc23_chd_chaos_dwarfs	wh3_dlc23_chd_cha_convoy_overseer		0				ui/campaign ui/agents/paladin.png	true
418	general	wh_main_dwf_dwarfs	wh_main_dwf_cha_lord_0		0			UI/units/icons/wh_main_dwf_lord.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
428	general	wh_main_grn_greenskins	wh_main_grn_cha_orc_warboss_0		0			UI/units/icons/wh_main_grn_orc_war_boss.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
43266004	champion	wh3_main_kho_khorne	wh_main_chs_cha_exalted_hero_0		0		m	UI/units/icons/wh_main_chs_exalted_hero.png	ui/campaign ui/agents/wh_main_chs_champion.png	true
433747265	colonel	wh3_main_kho_khorne			0				ui/campaign ui/agents/paladin.png	true
435	general	wh_main_chs_chaos	wh_main_chs_cha_chaos_lord_0		0			UI/units/icons/wh_main_chs_lord.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
435477228	general	wh3_main_sla_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0		0				ui/campaign ui/agents/paladin.png	true
444	general	wh_main_vmp_vampire_counts	wh_main_vmp_cha_vampire_lord_0		0			UI/units/icons/wh_main_vmp_vampire_lord.png	ui/campaign ui/agents/wh_main_emp_champion.png	true
468	colonel	wh_main_grn_greenskins			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
476	colonel	wh_main_vmp_vampire_counts			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
478822470	spy	wh2_main_hef_high_elves	wh2_dlc10_hef_cha_shadow_walker		0		m		ui/campaign ui/agents/wh2_dlc10_hef_hand_of_the_shadowking.png	false
484	champion	wh_main_dwf_dwarfs	wh_main_dwf_cha_thane		0		m	UI/units/icons/wh_main_dwf_thane.png	ui/campaign ui/agents/wh_main_dwf_champion.png	true
489	champion	wh_main_brt_bretonnia	wh_main_brt_cha_paladin_0		0		m	UI/units/icons/wh_main_brt_paladin.png	ui/campaign ui/agents/wh_main_brt_champion.png	true
494	champion	wh_main_chs_chaos	wh_main_chs_cha_exalted_hero_0		0		m	UI/units/icons/wh_main_chs_exalted_hero.png	ui/campaign ui/agents/wh_main_chs_champion.png	true
495865736	runesmith	wh3_main_dae_daemons	wh3_main_tze_cha_iridescent_horror_metal_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
497	runesmith	wh_main_dwf_dwarfs	wh_main_dwf_cha_rune_smith_0		0		m	UI/units/icons/wh_main_dwf_rune_smith.png	ui/campaign ui/agents/wh_main_dwf_runesmith.png	true
503891097	general	wh3_main_nur_nurgle	wh3_main_nur_cha_herald_of_nurgle_nurgle_0		0				ui/campaign ui/agents/paladin.png	true
506	engineer	wh_main_dwf_dwarfs	wh_main_dwf_cha_master_engineer_0		0		m	UI/units/icons/wh_main_dwf_master_engineer.png	ui/campaign ui/agents/wh_main_dwf_engineer.png	true
514	wizard	wh_main_emp_empire	wh_main_emp_cha_wizard_fire_0		0		m	UI/units/icons/wh_main_emp_wizard_fire.png	ui/campaign ui/agents/wh_main_wizard.png	true
521	wizard	wh_main_brt_bretonnia	wh_main_brt_cha_damsel_0		0		f	UI/units/icons/wh_main_brt_damsel.png	ui/campaign ui/agents/wh_main_wizard.png	true
533	wizard	wh_main_chs_chaos	wh_main_chs_cha_chaos_sorcerer_death_0		0		m	UI/units/icons/wh_main_chs_sorcerer.png	ui/campaign ui/agents/wh_main_wizard.png	true
533858144	dignitary	wh3_main_dae_daemons	wh3_main_kho_cha_bloodreaper_0		0		m		ui/campaign ui/agents/wh3_main_kho_bloodreaper.png	true
539	wizard	wh_main_grn_greenskins	wh_main_grn_cha_orc_shaman_0		0		m	UI/units/icons/wh_main_grn_orc_shaman.png	ui/campaign ui/agents/wh_main_wizard.png	true
539149281	dignitary	wh2_main_lzd_lizardmen			0		m		ui/campaign ui/agents/paladin.png	true
545	wizard	wh_main_vmp_vampire_counts	wh_main_vmp_cha_necromancer_0		0		m	UI/units/icons/wh_main_vmp_necromancer.png	ui/campaign ui/agents/wh_main_wizard.png	true
552	wizard	wh_dlc03_bst_beastmen	wh_dlc03_bst_cha_bray_shaman_beasts_0		0		m	UI/units/icons/wh_dlc03_bst_bray_shaman_beasts.png	ui/campaign ui/agents/wh_main_wizard.png	true
560391736	spy	wh_main_brt_bretonnia			0		m		ui/campaign ui/agents/paladin.png	true
566434274	general	wh3_main_tze_tzeentch	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0		0				ui/campaign ui/agents/paladin.png	true
568	champion	wh_dlc03_bst_beastmen	wh_dlc03_bst_cha_gorebull_0		0		m	UI/units/icons/wh_dlc03_bst_gorebull.png	ui/campaign ui/agents/wh_dlc03_bst_champion.png	true
574	colonel	wh_dlc03_bst_beastmen			0				ui/campaign ui/agents/wh_main_emp_champion.png	true
575	general	wh_dlc05_wef_wood_elves	wh_dlc05_wef_cha_glade_lord_0		0		m		ui/campaign ui/agents/paladin.png	true
583	colonel	wh_dlc05_wef_wood_elves			0		m		ui/campaign ui/agents/paladin.png	true
591	minister	wh_dlc05_wef_wood_elves			0		m		ui/campaign ui/agents/paladin.png	true
594	wizard	wh_dlc05_wef_wood_elves	wh_dlc05_wef_cha_spellsinger_beasts_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
595	spy	wh_dlc05_wef_wood_elves	wh_dlc05_wef_cha_waystalker_0		0		m		ui/campaign ui/agents/wh_dlc05_wef_spy.png	true
605	general	wh_dlc03_bst_beastmen	wh_dlc03_bst_cha_beastlord_0		0		m		ui/campaign ui/agents/paladin.png	true
610	dignitary	wh2_main_def_dark_elves	wh2_main_def_cha_death_hag_0		0		f		ui/campaign ui/agents/wh2_main_def_dignitary.png	true
612531609	minister	wh3_main_ogr_ogre_kingdoms			0				ui/campaign ui/agents/paladin.png	true
613252808	wizard	wh3_dlc23_chd_chaos_dwarfs	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
619	spy	wh2_main_def_dark_elves	wh2_main_def_cha_khainite_assassin_0		0		m		ui/campaign ui/agents/wh2_main_def_spy.png	true
637	general	wh2_main_def_dark_elves	wh2_main_def_cha_dreadlord_0		0				ui/campaign ui/agents/paladin.png	true
647	wizard	wh2_main_def_dark_elves	wh2_main_def_cha_sorceress_dark_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
657	colonel	wh2_main_def_dark_elves			0				ui/campaign ui/agents/paladin.png	true
663	minister	wh2_main_def_dark_elves			0				ui/campaign ui/agents/paladin.png	true
676	colonel	wh2_main_hef_high_elves			0				ui/campaign ui/agents/wh2_main_hef_champion.png	true
677	minister	wh2_main_hef_high_elves			0				ui/campaign ui/agents/wh2_main_hef_champion.png	true
678	runesmith	wh2_main_hef_high_elves	wh2_main_hef_cha_loremaster_of_hoeth_0		0		m		ui/campaign ui/agents/wh2_main_hef_runesmith.png	true
694	general	wh2_main_hef_high_elves	wh2_main_hef_cha_prince_0		0				ui/campaign ui/agents/wh2_main_hef_champion.png	true
703	wizard	wh2_main_hef_high_elves	wh2_main_hef_cha_mage_high_0		0		f		ui/campaign ui/agents/wh_main_wizard.png	true
704	general	wh2_main_skv_skaven	wh2_main_skv_cha_warlord_0		0				ui/campaign ui/agents/paladin.png	true
712	champion	wh_dlc05_wef_wood_elves	wh_dlc05_wef_cha_branchwraith_0		0		m		ui/campaign ui/agents/wh_dlc05_lore_shadow.png	true
720	engineer	wh2_main_skv_skaven	wh2_main_skv_cha_warlock_engineer		0		m		ui/campaign ui/agents/wh2_main_lore_ruin.png	true
728156518	champion	wh_main_grn_greenskins	wh2_pro09_grn_cha_black_orc_big_boss_0		0		m	UI/units/icons/wh2_pro09_grn_black_orc_big_boss.png	ui/campaign ui/agents/wh2_pro09_black_orc_big_boss.png	true
730	wizard	wh2_main_skv_skaven	wh2_main_skv_cha_plague_priest_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
736109345	minister	wh3_main_tze_tzeentch			0				ui/campaign ui/agents/paladin.png	true
737	colonel	wh2_main_skv_skaven			0				ui/campaign ui/agents/paladin.png	true
738	minister	wh2_main_skv_skaven			0				ui/campaign ui/agents/paladin.png	true
744	spy	wh2_main_lzd_lizardmen	wh2_main_lzd_cha_skink_chief_0		0		m		ui/campaign ui/agents/wh2_main_lzd_spy.png	true
752	general	wh2_main_lzd_lizardmen	wh2_main_lzd_cha_slann_mage_priest_high_0		0				ui/campaign ui/agents/paladin.png	true
762	wizard	wh2_main_lzd_lizardmen	wh2_main_lzd_cha_skink_priest_beasts_0		0		m		ui/campaign ui/agents/wh_main_wizard.png	true
763	colonel	wh2_main_lzd_lizardmen			0				ui/campaign ui/agents/paladin.png	true
764	minister	wh2_main_lzd_lizardmen			0				ui/campaign ui/agents/paladin.png	true
772	champion	wh2_main_lzd_lizardmen	wh2_main_lzd_cha_saurus_scar_veteran_0		0		m		ui/campaign ui/agents/wh2_main_lzd_champion.png	true
772316290	minister	wh2_dlc11_cst_vampire_coast			0				ui/campaign ui/agents/paladin.png	true
773095510	runesmith	wh_main_grn_greenskins	wh2_dlc15_grn_cha_river_troll_hag_0		0		f	UI/units/icons/wh2_dlc15_grn_giant_river_troll_hag.png	ui/campaign ui/agents/wh2_dlc15_grn_giant_river_troll_hag.png	true
781	champion	wh2_main_hef_high_elves	wh2_main_hef_cha_noble_0		0		m		ui/campaign ui/agents/wh2_main_hef_champion.png	true
788348962	colonel	wh3_main_tze_tzeentch			0				ui/campaign ui/agents/paladin.png	true
791	spy	wh2_main_skv_skaven	wh2_main_skv_cha_assassin		0		m		ui/campaign ui/agents/wh2_main_skv_spy.png	true
809838807	dignitary	wh3_main_kho_khorne	wh3_main_kho_cha_bloodreaper_0		0		m		ui/campaign ui/agents/wh3_main_kho_bloodreaper.png	true
817037795	dignitary	wh3_main_tze_tzeentch	wh3_main_tze_cha_cultist_0		0		m		ui/campaign ui/agents/wh3_main_tze_cultist.png	true
865400248	spy	wh2_main_rogue	wh_main_emp_cha_witch_hunter		0		m	UI/units/icons/wh_main_emp_witch_hunter.png	ui/campaign ui/agents/wh_main_emp_spy.png	true
898165434	general	wh2_dlc09_tmb_tomb_kings	wh2_dlc09_tmb_cha_tomb_king_0		0		m		ui/campaign ui/agents/paladin.png	true
935596714	general	wh3_dlc23_chd_chaos_dwarfs	wh3_dlc23_chd_cha_overseer		0				ui/campaign ui/agents/wh_main_emp_champion.png	true
974650468	minister	wh3_main_ksl_kislev			0				ui/campaign ui/agents/paladin.png	true
995640602	dignitary	wh2_main_rogue	wh_main_emp_cha_warrior_priest_0		0		m	UI/units/icons/wh_main_emp_warrior_priest.png	ui/campaign ui/agents/wh_main_emp_dignitary.png	true
998469702	colonel	wh3_main_sla_slaanesh			0				ui/campaign ui/agents/paladin.png	true
